,Anguilla,Skip On Home,No Bribes Thanks,Bodacious Brew,Ernesto,Lord Percy,Sheza Daydreama,Yankee Rockette
06-01-2023 12:54:14.216023,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 195.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.0066666666666664)","(4.0, 5.9, 4.800000000000001)"
06-01-2023 12:54:15.281964,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.0066666666666664)","(4.0, 5.9, 4.800000000000001)"
06-01-2023 12:54:16.312941,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.0066666666666664)","(4.0, 5.9, 4.800000000000001)"
06-01-2023 12:54:17.277457,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.0066666666666664)","(4.0, 5.9, 4.800000000000001)"
06-01-2023 12:54:18.389845,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.0066666666666664)","(4.0, 5.9, 4.08)"
06-01-2023 12:54:19.485986,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.0066666666666664)","(4.0, 5.6, 4.9)"
06-01-2023 12:54:20.525499,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.0066666666666664)","(4.0, 5.5, 4.9)"
06-01-2023 12:54:21.649810,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.9)"
06-01-2023 12:54:22.789696,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.9)"
06-01-2023 12:54:23.957726,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.9)"
06-01-2023 12:54:25.052433,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.9)"
06-01-2023 12:54:26.157351,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:27.286746,"(16.0, 40.0, 36.0)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:28.345711,"(16.0, 40.0, 33.14285714285714)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:29.466056,"(16.0, 40.0, 33.14285714285714)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:30.596747,"(16.0, 40.0, 33.14285714285714)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:31.671893,"(16.0, 40.0, 33.14285714285714)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.48)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:32.766320,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.5, 4.136363636363637)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:33.890222,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.5, 3.4)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:34.996605,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.5, 4.21)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:36.143776,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.4, 4.21)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:37.223054,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.4, 4.21)","(101.0, 220.0, 180.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:38.390472,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:39.592929,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:40.723900,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:41.868626,"(16.0, 40.0, 30.6)","(21.0, 75.0, 43.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:43.025325,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:44.174922,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:45.311045,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 26.25)","(81.0, 220.0, 116.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.575)"
06-01-2023 12:54:46.473241,"(16.0, 42.0, 31.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 26.25)","(81.0, 220.0, 192.0)","(2.3, 4.3, 3.815)","(4.0, 5.5, 4.550000000000001)"
06-01-2023 12:54:47.646874,"(16.0, 42.0, 31.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 26.25)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.4, 4.550000000000001)"
06-01-2023 12:54:48.830223,"(16.0, 42.0, 31.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 26.25)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.4, 4.550000000000001)"
06-01-2023 12:54:50.000562,"(16.0, 42.0, 31.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 26.25)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.4, 4.550000000000001)"
06-01-2023 12:54:51.094118,"(16.0, 42.0, 31.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 26.25)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.4, 4.550000000000001)"
06-01-2023 12:54:52.268716,"(16.0, 42.0, 31.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 188.57142857142856)","(18.0, 36.0, 26.25)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.4, 4.550000000000001)"
06-01-2023 12:54:53.418915,"(16.0, 42.0, 31.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.4, 4.5)"
06-01-2023 12:54:54.452469,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:54:55.563955,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:54:56.755335,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:54:57.852253,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:54:58.929768,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 4.024)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:00.078417,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:01.304279,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:02.392803,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:03.516078,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 194.54545454545453)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:04.655252,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 196.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:05.807678,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 196.66666666666666)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:06.886446,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:07.968194,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.3555555555555556)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:09.156389,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.4, 3.41)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:10.221954,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.3, 3.42)","(101.0, 220.0, 186.66666666666669)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:11.263498,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.3, 3.42)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:12.476659,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.3, 3.42)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:13.670942,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.3, 3.4299999999999997)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:14.783338,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.3, 3.4299999999999997)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:15.972893,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.3, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:17.138588,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:18.329301,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:19.443790,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:20.593514,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:21.767731,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:22.933180,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:24.038819,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:25.109035,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:26.250695,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:27.326372,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:28.387577,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:29.558239,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:30.723913,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:31.859905,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:33.021890,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:34.193053,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:35.315378,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 198.0)","(18.0, 36.0, 28.4)","(81.0, 220.0, 130.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:36.378527,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 175.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:37.502830,"(16.0, 40.0, 34.125)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.815)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:38.603965,"(16.0, 40.0, 30.6)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 4.1657142857142855)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:39.669435,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.06)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:40.736530,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.06)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:41.844919,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.06)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:42.999873,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.06)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:44.017739,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.06)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:45.143942,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:46.296316,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.2)"
06-01-2023 12:55:47.448672,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:48.567850,"(16.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(18.0, 36.0, 31.77777777777778)","(81.0, 220.0, 193.0)","(2.3, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:49.815109,"(17.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(20.0, 36.0, 31.77777777777778)","(91.0, 220.0, 193.0)","(2.35, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:51.008135,"(17.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(20.0, 36.0, 31.77777777777778)","(91.0, 220.0, 193.0)","(2.35, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:52.136419,"(17.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(20.0, 36.0, 31.77777777777778)","(91.0, 220.0, 193.0)","(2.35, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:53.222579,"(17.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(20.0, 36.0, 31.77777777777778)","(91.0, 220.0, 193.0)","(2.35, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.5)"
06-01-2023 12:55:54.332397,"(17.0, 40.0, 30.799999999999997)","(21.0, 75.0, 38.0)","(2.3, 4.2, 3.38)","(101.0, 220.0, 205.33333333333331)","(20.0, 36.0, 31.77777777777778)","(91.0, 220.0, 193.0)","(2.35, 4.3, 3.8866666666666667)","(4.0, 5.3, 4.5)"
