,Anguilla,Skip On Home,No Bribes Thanks,Bodacious Brew,Ernesto,Lord Percy,Sheza Daydreama,Yankee Rockette
06-01-2023 12:49:56.066569,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:57.330866,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:58.595965,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:59.828267,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:01.155529,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:02.406765,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:03.639815,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:04.889806,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:06.162610,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:07.440335,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:08.679689,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:09.996160,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:11.238994,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:12.508820,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:13.849784,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:15.139565,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:16.425068,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:17.773636,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:19.056123,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:20.346200,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:21.641026,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:23.006935,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:24.389881,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:26.251683,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:27.745799,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:29.195304,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:30.629089,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:32.065707,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:33.471343,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:34.852893,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:36.149009,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:37.529814,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:38.926425,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:40.353631,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:41.718566,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:43.165539,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:44.548114,"(16.0, 46.0, 24.666666666666664)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:45.882872,"(16.0, 46.0, 24.666666666666664)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:47.268042,"(16.0, 46.0, 24.666666666666664)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:48.627172,"(16.0, 46.0, 24.666666666666664)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:49.941433,"(16.0, 46.0, 24.666666666666664)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:51.304875,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:50:52.686544,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:54.014479,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:55.329222,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:56.780654,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:58.168838,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:50:59.472683,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:01.257482,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:02.716052,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:03.993530,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:05.314639,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:06.883096,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 170.0)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:08.752061,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:10.815785,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:12.373819,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:14.162464,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:15.695911,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:17.120792,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:18.497400,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:19.948085,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:21.381221,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:22.730223,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:24.119445,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:25.512941,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:26.888278,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:28.302781,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:29.703753,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:31.086819,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:32.465927,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:33.849719,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:35.237760,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:36.531915,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:37.905974,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:39.173939,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:40.472537,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:41.926433,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:43.564755,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:45.398580,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:47.724116,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:49.255937,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 156.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:50.606409,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 156.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:51.913604,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 156.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:51:53.213045,"(16.0, 46.0, 25.333333333333336)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 28.0)","(81.0, 220.0, 156.0)","(2.3, 4.3, 3.484)","(4.0, 5.9, 5.185714285714286)"
