,Sutter Man,Childers Road,Bettor Beontoit Nz,Celestial Daybreak,Damysus,Bayonet Soldier,Ammicchi,Whoee Johnson,Our Major Jack Nz,Barney Fella
12-01-2023 16:22:34.552846,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:35.874112,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:37.363172,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:38.816489,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:40.152996,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:41.457199,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:42.840132,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:44.040175,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:45.180264,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:46.402061,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:47.947245,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:49.352732,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:50.547124,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:51.784072,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:53.023724,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:54.253118,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:55.613117,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:56.824455,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:58.024946,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:22:59.206660,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:00.369600,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:01.591704,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:03.059147,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:04.439705,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:05.827863,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:07.308991,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:08.564475,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:09.675451,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:10.871421,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:12.390328,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:13.636727,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:14.896366,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:16.074781,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:17.330400,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:18.564013,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:20.209113,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:21.689312,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:23.298637,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:24.869322,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:26.293944,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:27.534097,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 204.0)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:28.878399,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:30.222714,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:31.370985,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:32.628776,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:33.925167,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:35.216027,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:36.501290,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:38.056236,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:39.541389,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:40.852658,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:42.121986,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:43.505067,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:44.983792,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:46.513750,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:47.955403,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:49.315987,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:50.753450,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 20.375)","(101.0, 220.0, 201.8181818181818)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:52.036855,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:53.255383,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:54.453787,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:55.808026,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:57.112248,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
