,Jet Impact,Hey Grace,Circus Craze,Global Glory,Garside,Go Go Snow,Petina,Devonish Girl
10-01-2023 12:36:05.040353,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:06.107861,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:07.164725,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:08.248839,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:09.285011,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:10.325977,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:11.325077,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:12.311021,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:13.331900,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:14.395793,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:15.436199,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:16.463188,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:17.504416,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:18.534070,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:19.557741,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:20.577839,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:21.584878,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:22.640544,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:23.721281,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:24.751815,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:25.786956,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:26.851179,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:27.897295,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:28.877341,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:29.857980,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:30.836306,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:31.837471,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:32.878916,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 16.816666666666666)","(11.0, 38.0, 35.16)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:33.894098,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:34.889816,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:35.935473,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:36.979359,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:38.021384,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:39.047745,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:40.070812,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:41.090919,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:42.101583,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:43.104031,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:44.112558,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:45.158772,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:46.223284,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:47.267305,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:48.296502,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:49.298901,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:50.306356,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.40625)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 123.8125)","(10.0, 18.5, 16.68)","(7.5, 13.0, 12.142857142857142)"
10-01-2023 12:36:51.325633,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 19.0, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 140.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 13.0, 11.571428571428571)"
10-01-2023 12:36:52.405826,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:36:53.449865,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:36:54.482949,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:36:55.602239,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:36:56.654771,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:36:57.658250,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:36:58.688809,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:36:59.650941,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:37:00.651018,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 11.571428571428571)"
10-01-2023 12:37:01.724068,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.0, 14.285714285714285)"
10-01-2023 12:37:02.762616,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:03.799224,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:04.956266,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:06.079220,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 24.0625)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:07.174665,"(4.6, 7.4, 6.257142857142858)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 26.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:08.327799,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:09.465150,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:10.609271,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:11.820066,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:12.952170,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:14.085319,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:15.247233,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:16.303435,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:17.328294,"(4.6, 7.6, 6.385714285714286)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:18.362728,"(4.6, 7.8, 5.742857142857143)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:19.434845,"(4.6, 7.8, 5.742857142857143)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:20.510425,"(4.6, 7.8, 5.742857142857143)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:37:21.567037,"(4.6, 7.8, 5.742857142857143)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 14.86)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
