,Jet Impact,Hey Grace,Circus Craze,Global Glory,Garside,Go Go Snow,Petina,Devonish Girl
10-01-2023 12:47:11.851110,"(4.6, 8.0, 5.9875)","(10.0, 17.5, 16.15)","(11.0, 24.0, 18.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 7.4, 4.96)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:13.021593,"(4.6, 8.0, 6.973333333333333)","(10.0, 17.5, 15.475)","(11.0, 24.0, 18.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 7.0, 4.859999999999999)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:14.224245,"(4.6, 8.0, 6.973333333333333)","(10.0, 17.5, 13.55)","(11.0, 24.0, 18.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.8, 4.859999999999999)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:15.408392,"(4.6, 8.0, 6.1625000000000005)","(10.0, 17.5, 13.55)","(11.0, 24.0, 18.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.8, 4.66)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:16.452369,"(4.6, 7.8, 6.96875)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.4, 4.66)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:17.550380,"(4.6, 7.8, 6.96875)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.4, 4.66)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:18.687904,"(4.6, 7.8, 6.96875)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.4, 4.66)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:19.881639,"(4.6, 7.8, 6.96875)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.4, 4.66)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:21.074654,"(4.6, 7.8, 6.96875)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.4, 4.66)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:22.249206,"(4.6, 7.8, 6.96875)","(10.0, 17.5, 13.55)","(11.0, 24.0, 23.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.4, 4.46)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:23.400743,"(4.6, 7.8, 6.4799999999999995)","(10.0, 17.5, 13.55)","(11.0, 24.0, 23.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.0, 4.46)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:24.532435,"(4.6, 7.8, 6.4799999999999995)","(10.0, 17.5, 13.55)","(11.0, 24.0, 23.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.0, 4.46)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:25.577935,"(4.6, 7.8, 6.4799999999999995)","(10.0, 17.5, 13.55)","(11.0, 24.0, 23.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.0, 4.46)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:26.697315,"(4.6, 7.8, 6.4799999999999995)","(10.0, 17.5, 13.55)","(11.0, 24.0, 23.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.0, 4.46)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:27.851808,"(4.6, 7.8, 6.4799999999999995)","(10.0, 17.5, 13.55)","(11.0, 24.0, 23.0)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.0, 4.46)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:29.013603,"(4.6, 7.8, 6.81)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.857142857142858)","(4.8, 19.0, 17.93846153846154)","(2.7, 5.9, 4.41)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:30.189074,"(4.6, 7.8, 6.8999999999999995)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.2, 3.3885714285714283)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:31.299733,"(4.6, 7.8, 6.8999999999999995)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.2, 3.3885714285714283)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:32.448520,"(4.6, 7.8, 6.860869565217391)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.2, 3.3885714285714283)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:33.544073,"(4.6, 7.8, 6.860869565217391)","(10.0, 17.5, 13.55)","(11.0, 24.0, 19.666666666666668)","(4.8, 19.0, 17.93846153846154)","(2.7, 6.2, 3.576)","(12.0, 27.0, 23.555555555555557)","(10.0, 18.5, 16.275)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:34.701208,"(4.6, 7.8, 6.860869565217391)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.81818181818182)","(4.8, 19.0, 12.064)","(2.7, 6.2, 3.576)","(12.0, 27.0, 20.8)","(10.0, 18.5, 17.313333333333333)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:35.818982,"(4.6, 7.8, 6.860869565217391)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.81818181818182)","(4.8, 19.5, 12.064)","(2.7, 6.2, 4.41)","(12.0, 27.0, 17.0)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 10.971428571428572)"
10-01-2023 12:47:37.022071,"(4.6, 7.8, 6.670588235294118)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.81818181818182)","(4.8, 19.5, 15.55)","(2.7, 5.9, 4.3100000000000005)","(12.0, 27.0, 19.5)","(10.0, 18.5, 12.700000000000001)","(7.5, 30.0, 14.866666666666667)"
10-01-2023 12:47:38.341164,"(4.6, 7.8, 6.811764705882354)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.81818181818182)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.7, 4.3100000000000005)","(12.0, 27.0, 17.0)","(10.0, 18.5, 12.700000000000001)","(7.5, 29.0, 14.866666666666667)"
10-01-2023 12:47:39.532956,"(4.6, 7.8, 6.811764705882354)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.81818181818182)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.7, 4.26)","(12.0, 27.0, 17.333333333333332)","(10.0, 18.5, 12.700000000000001)","(7.5, 29.0, 14.866666666666667)"
10-01-2023 12:47:40.619199,"(4.6, 7.8, 6.811764705882354)","(10.0, 17.5, 13.55)","(11.0, 24.0, 22.81818181818182)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.6, 4.26)","(12.0, 27.0, 17.333333333333332)","(10.0, 18.5, 12.700000000000001)","(7.5, 29.0, 17.4)"
10-01-2023 12:47:41.710954,"(4.6, 7.8, 6.811764705882354)","(10.0, 17.5, 13.55)","(11.0, 21.0, 20.75)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.4, 3.69)","(12.0, 27.0, 23.77777777777778)","(10.0, 18.5, 14.15)","(7.5, 27.0, 11.971428571428572)"
10-01-2023 12:47:42.847373,"(4.6, 7.8, 6.811764705882354)","(10.0, 17.0, 12.446153846153845)","(11.0, 21.0, 19.2)","(4.8, 19.0, 14.941176470588236)","(2.7, 6.0, 4.16)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 14.15)","(7.5, 28.0, 12.6)"
10-01-2023 12:47:44.031317,"(4.6, 7.8, 7.3076923076923075)","(10.0, 17.0, 12.446153846153845)","(11.0, 21.0, 19.2)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.4, 4.16)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 14.15)","(7.5, 27.0, 12.6)"
10-01-2023 12:47:45.237093,"(4.6, 7.8, 7.3076923076923075)","(10.0, 17.0, 12.446153846153845)","(11.0, 21.0, 19.2)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.4, 4.16)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 14.15)","(7.5, 27.0, 12.6)"
10-01-2023 12:47:46.366974,"(4.6, 7.8, 7.3076923076923075)","(10.0, 17.0, 12.446153846153845)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.4, 4.3100000000000005)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 14.15)","(7.5, 27.0, 10.2)"
10-01-2023 12:47:47.459854,"(4.6, 7.0, 6.6000000000000005)","(10.0, 17.0, 12.446153846153845)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.7, 4.5600000000000005)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 14.15)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:48.511607,"(4.6, 7.8, 6.533333333333333)","(10.0, 15.5, 12.281818181818181)","(11.0, 21.0, 19.636363636363637)","(4.8, 19.0, 14.941176470588236)","(2.7, 6.2, 4.46)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 14.15)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:49.601117,"(4.6, 7.8, 7.285714285714286)","(10.0, 15.0, 13.457142857142857)","(11.0, 21.0, 19.636363636363637)","(4.8, 19.0, 14.941176470588236)","(2.7, 6.0, 4.46)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 15.666666666666668)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:50.728129,"(4.6, 7.8, 7.285714285714286)","(10.0, 15.0, 13.457142857142857)","(11.0, 21.0, 19.636363636363637)","(4.8, 19.0, 14.941176470588236)","(2.7, 6.0, 4.26)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 15.833333333333332)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:51.830036,"(4.6, 7.8, 7.3428571428571425)","(10.0, 15.0, 13.457142857142857)","(11.0, 21.0, 19.636363636363637)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.6, 4.26)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 16.214285714285715)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:52.985238,"(4.6, 7.8, 7.3428571428571425)","(10.0, 14.5, 12.6625)","(11.0, 21.0, 18.5)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.6, 4.26)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 16.5)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:54.135188,"(4.6, 7.8, 7.3428571428571425)","(10.0, 14.5, 11.35)","(11.0, 21.0, 18.5)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.6, 4.26)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 16.5)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:55.333856,"(4.6, 7.8, 7.3428571428571425)","(10.0, 13.5, 12.385714285714286)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.6, 4.0600000000000005)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 16.625)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:56.514544,"(4.6, 7.8, 7.457142857142857)","(10.0, 13.5, 12.385714285714286)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.2, 3.356)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 16.833333333333336)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:57.589012,"(4.6, 7.8, 7.457142857142857)","(10.0, 13.5, 12.385714285714286)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.1, 3.2314285714285713)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.5, 15.5625)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:58.688279,"(4.6, 7.8, 7.457142857142857)","(10.0, 13.5, 12.385714285714286)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.1, 3.2314285714285713)","(12.0, 27.0, 17.666666666666668)","(10.0, 18.0, 14.9375)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:47:59.724867,"(4.6, 7.8, 7.457142857142857)","(10.0, 13.5, 12.385714285714286)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.1, 3.2314285714285713)","(12.0, 27.0, 17.666666666666668)","(10.0, 17.0, 14.9375)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:48:00.900695,"(4.6, 7.8, 7.457142857142857)","(10.0, 13.5, 12.385714285714286)","(11.0, 21.0, 19.125)","(4.8, 19.0, 14.941176470588236)","(2.7, 5.1, 3.2314285714285713)","(12.0, 27.0, 17.666666666666668)","(10.0, 16.5, 15.75)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:48:02.095991,"(4.6, 7.8, 7.457142857142857)","(10.0, 13.5, 12.385714285714286)","(11.0, 21.0, 19.772727272727273)","(4.8, 19.0, 13.085714285714285)","(2.7, 5.0, 3.96)","(12.0, 27.0, 17.666666666666668)","(10.0, 17.0, 15.75)","(7.5, 27.0, 9.933333333333334)"
10-01-2023 12:48:03.308965,"(4.6, 7.8, 7.457142857142857)","(10.0, 14.0, 12.35)","(11.0, 21.0, 19.3125)","(4.8, 19.0, 9.866666666666667)","(2.7, 4.9, 3.415)","(12.0, 27.0, 17.666666666666668)","(10.0, 17.0, 15.75)","(7.5, 27.0, 19.32)"
10-01-2023 12:48:04.345549,"(4.6, 7.8, 7.457142857142857)","(10.0, 14.0, 12.35)","(11.0, 21.0, 19.3125)","(4.8, 19.0, 9.866666666666667)","(2.7, 4.9, 3.44)","(12.0, 27.0, 17.666666666666668)","(10.0, 17.0, 15.75)","(7.5, 27.0, 18.466666666666665)"
10-01-2023 12:48:05.430669,"(4.6, 7.8, 7.581818181818182)","(10.0, 14.0, 12.35)","(11.0, 21.0, 20.035714285714285)","(4.8, 19.0, 6.943999999999999)","(2.7, 5.0, 3.3899999999999997)","(12.0, 27.0, 14.272727272727273)","(10.0, 17.0, 15.75)","(7.5, 27.0, 10.714285714285715)"
10-01-2023 12:48:06.579180,"(4.6, 7.8, 7.581818181818182)","(10.0, 14.0, 13.824)","(11.0, 21.0, 20.035714285714285)","(4.8, 19.0, 14.509090909090911)","(2.7, 4.8, 3.1177777777777775)","(12.0, 27.0, 24.4375)","(10.0, 17.0, 14.25)","(7.5, 27.0, 12.130434782608695)"
10-01-2023 12:48:07.749926,"(4.6, 7.8, 7.581818181818182)","(10.0, 14.0, 13.2)","(11.0, 21.0, 19.65)","(4.8, 18.0, 14.509090909090911)","(2.7, 4.7, 3.76)","(12.0, 26.0, 24.4375)","(10.0, 16.5, 13.6875)","(7.5, 27.0, 10.08)"
10-01-2023 12:48:08.871856,"(4.6, 7.8, 7.581818181818182)","(10.0, 14.0, 13.58)","(11.0, 21.0, 19.65)","(4.8, 18.0, 7.5813953488372094)","(2.7, 4.6, 3.76)","(12.0, 26.0, 22.551724137931032)","(10.0, 16.5, 12.5)","(7.5, 27.0, 12.28695652173913)"
10-01-2023 12:48:09.969023,"(4.6, 7.8, 7.707692307692308)","(10.0, 14.0, 13.832)","(11.0, 21.0, 19.65)","(4.8, 18.0, 7.5813953488372094)","(2.7, 4.6, 3.76)","(12.0, 26.0, 22.551724137931032)","(10.0, 16.5, 15.0)","(7.5, 27.0, 14.466666666666665)"
10-01-2023 12:48:11.010743,"(4.6, 7.8, 7.707692307692308)","(10.0, 14.0, 13.0)","(11.0, 21.0, 19.65)","(4.8, 17.5, 16.133333333333333)","(2.7, 4.6, 3.71)","(12.0, 26.0, 17.272727272727273)","(10.0, 16.0, 15.0)","(7.5, 27.0, 14.466666666666665)"
10-01-2023 12:48:12.134067,"(4.6, 7.8, 7.707692307692308)","(10.0, 14.0, 13.0)","(11.0, 21.0, 19.65)","(4.8, 17.5, 16.133333333333333)","(2.7, 4.5, 3.71)","(12.0, 26.0, 20.666666666666664)","(10.0, 16.0, 13.75)","(7.5, 27.0, 9.378947368421054)"
10-01-2023 12:48:13.269071,"(4.6, 7.8, 7.752)","(10.0, 14.0, 13.5625)","(11.0, 21.0, 19.65)","(4.8, 17.5, 14.64)","(2.7, 4.5, 3.1457142857142855)","(12.0, 26.0, 20.666666666666664)","(10.0, 16.0, 13.25)","(7.5, 27.0, 9.378947368421054)"
10-01-2023 12:48:14.345063,"(4.6, 8.0, 7.8)","(10.0, 14.0, 13.681818181818182)","(11.0, 21.0, 19.65)","(4.8, 17.0, 14.64)","(2.7, 4.5, 3.078)","(12.0, 26.0, 23.0)","(10.0, 15.5, 10.692307692307692)","(7.5, 27.0, 9.378947368421054)"
10-01-2023 12:48:15.443547,"(4.6, 8.0, 7.8)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 17.0, 14.64)","(2.7, 4.5, 3.078)","(12.0, 26.0, 23.0)","(10.0, 15.5, 10.692307692307692)","(7.5, 27.0, 15.042857142857144)"
10-01-2023 12:48:16.558288,"(4.6, 8.0, 7.756521739130434)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 17.0, 14.64)","(2.7, 4.5, 3.0636363636363635)","(12.0, 26.0, 23.0)","(10.0, 15.5, 10.685185185185185)","(7.5, 27.0, 15.042857142857144)"
10-01-2023 12:48:17.668889,"(4.6, 8.0, 7.466666666666667)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 17.0, 14.64)","(2.7, 4.5, 3.66)","(12.0, 26.0, 19.23076923076923)","(10.0, 15.5, 11.166666666666666)","(7.5, 27.0, 10.44)"
10-01-2023 12:48:18.684895,"(4.6, 8.0, 7.781818181818182)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 17.0, 14.64)","(2.7, 4.4, 3.66)","(12.0, 26.0, 19.23076923076923)","(10.0, 14.5, 11.166666666666666)","(7.5, 27.0, 10.44)"
10-01-2023 12:48:19.788480,"(4.6, 8.0, 7.781818181818182)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 17.0, 11.657142857142858)","(2.7, 4.4, 3.66)","(12.0, 26.0, 19.23076923076923)","(10.0, 14.5, 11.166666666666666)","(7.5, 27.0, 11.228571428571428)"
10-01-2023 12:48:20.860550,"(4.6, 8.0, 7.781818181818182)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 16.5, 11.657142857142858)","(2.7, 4.4, 3.66)","(12.0, 26.0, 19.23076923076923)","(10.0, 14.5, 11.166666666666666)","(7.5, 27.0, 11.228571428571428)"
10-01-2023 12:48:22.001197,"(4.6, 8.0, 7.781818181818182)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 16.0, 13.84)","(2.7, 4.4, 3.4133333333333336)","(12.0, 26.0, 19.53846153846154)","(10.0, 14.0, 11.0)","(7.5, 27.0, 11.228571428571428)"
10-01-2023 12:48:23.196592,"(4.6, 8.0, 7.781818181818182)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 16.0, 13.466666666666669)","(2.7, 4.4, 3.38)","(12.0, 26.0, 18.727272727272727)","(10.0, 13.5, 10.116666666666667)","(7.5, 27.0, 11.228571428571428)"
10-01-2023 12:48:24.411323,"(4.6, 8.0, 7.866666666666667)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 14.5, 12.133333333333333)","(2.7, 4.3, 3.56)","(12.0, 26.0, 18.727272727272727)","(10.0, 13.5, 12.6)","(7.5, 27.0, 10.8)"
10-01-2023 12:48:25.571240,"(4.6, 8.0, 7.866666666666667)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 12.133333333333333)","(2.7, 4.2, 3.56)","(12.0, 26.0, 21.789473684210527)","(10.0, 13.0, 11.51818181818182)","(7.5, 27.0, 16.080000000000002)"
10-01-2023 12:48:26.646228,"(4.6, 8.0, 7.955555555555556)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 12.133333333333333)","(2.7, 4.2, 3.048)","(12.0, 26.0, 22.8)","(10.0, 12.5, 11.51818181818182)","(7.5, 27.0, 16.080000000000002)"
10-01-2023 12:48:27.683755,"(4.6, 8.0, 7.955555555555556)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 10.4)","(2.7, 4.2, 3.0266666666666664)","(12.0, 26.0, 22.8)","(10.0, 12.5, 11.51818181818182)","(7.5, 27.0, 16.080000000000002)"
10-01-2023 12:48:28.842178,"(4.6, 8.0, 7.955555555555556)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 5.841176470588235)","(2.7, 4.2, 3.048)","(12.0, 26.0, 22.8)","(10.0, 12.5, 9.863636363636363)","(7.5, 27.0, 21.15)"
10-01-2023 12:48:30.052943,"(4.6, 8.0, 7.955555555555556)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 14.5, 11.1)","(2.7, 4.2, 3.313333333333333)","(12.0, 26.0, 22.8)","(10.0, 12.5, 10.023529411764706)","(7.5, 27.0, 9.947368421052632)"
10-01-2023 12:48:31.265618,"(4.6, 8.0, 7.9)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 10.433333333333334)","(2.7, 4.1, 3.51)","(12.0, 26.0, 22.8)","(10.0, 12.0, 10.023529411764706)","(7.5, 27.0, 9.947368421052632)"
10-01-2023 12:48:32.489233,"(4.6, 8.0, 7.9)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 10.433333333333334)","(2.7, 4.1, 3.51)","(12.0, 26.0, 22.8)","(10.0, 12.0, 11.025)","(7.5, 27.0, 9.947368421052632)"
10-01-2023 12:48:33.625581,"(4.6, 8.0, 7.964705882352941)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 7.225)","(2.7, 4.1, 3.51)","(12.0, 26.0, 22.8)","(10.0, 11.5, 11.025)","(7.5, 27.0, 9.947368421052632)"
10-01-2023 12:48:34.667248,"(4.6, 8.0, 7.964705882352941)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 5.766666666666667)","(2.7, 4.1, 3.51)","(12.0, 26.0, 22.8)","(10.0, 11.5, 11.025)","(7.5, 27.0, 9.947368421052632)"
10-01-2023 12:48:35.879530,"(4.6, 8.2, 8.00952380952381)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 5.766666666666667)","(2.7, 4.1, 3.51)","(12.0, 26.0, 22.8)","(10.0, 11.5, 11.025)","(7.5, 27.0, 9.947368421052632)"
10-01-2023 12:48:37.315655,"(4.6, 8.2, 7.949999999999999)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 6.879487179487179)","(2.7, 4.1, 3.51)","(12.0, 26.0, 21.483870967741936)","(10.0, 11.5, 11.025)","(7.5, 27.0, 9.947368421052632)"
10-01-2023 12:48:38.733679,"(4.6, 8.2, 8.00952380952381)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 13.0, 7.2862068965517235)","(2.7, 4.1, 3.51)","(12.0, 26.0, 21.483870967741936)","(10.0, 11.5, 11.025)","(7.5, 27.0, 11.285714285714285)"
10-01-2023 12:48:40.023452,"(4.6, 8.2, 8.00952380952381)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 12.5, 7.2862068965517235)","(2.7, 4.1, 3.51)","(12.0, 26.0, 21.483870967741936)","(10.0, 11.5, 11.025)","(7.5, 25.0, 11.285714285714285)"
10-01-2023 12:48:41.383503,"(4.6, 8.2, 8.00952380952381)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 12.5, 9.128571428571428)","(2.7, 4.1, 3.51)","(12.0, 26.0, 21.483870967741936)","(10.0, 11.5, 11.025)","(7.5, 25.0, 22.125)"
10-01-2023 12:48:42.675952,"(4.6, 8.2, 8.00952380952381)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 12.0, 6.607317073170732)","(2.7, 4.1, 3.51)","(12.0, 26.0, 21.483870967741936)","(10.0, 11.5, 11.025)","(7.5, 24.0, 23.545454545454547)"
10-01-2023 12:48:43.932277,"(4.6, 8.2, 8.04)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 12.0, 10.366666666666667)","(2.7, 4.1, 3.41)","(12.0, 26.0, 18.176470588235293)","(10.0, 11.5, 11.025)","(7.5, 24.0, 16.6)"
10-01-2023 12:48:45.148893,"(4.6, 8.2, 8.022222222222222)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 11.0, 9.86)","(2.7, 3.9, 3.41)","(12.0, 26.0, 18.58823529411765)","(10.0, 11.5, 11.025)","(7.5, 24.0, 16.6)"
10-01-2023 12:48:46.342565,"(4.6, 8.6, 8.466666666666667)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 11.0, 9.86)","(2.7, 3.9, 3.41)","(12.0, 26.0, 21.8)","(10.0, 11.5, 11.025)","(7.5, 24.0, 16.6)"
10-01-2023 12:48:47.457682,"(4.6, 8.6, 8.538461538461538)","(10.0, 14.0, 13.875)","(11.0, 21.0, 19.65)","(4.8, 11.0, 9.86)","(2.7, 3.9, 3.41)","(12.0, 26.0, 21.8)","(10.0, 11.5, 11.025)","(7.5, 24.0, 16.6)"
