,Goldstar Gigi,Laredo Jewel,Epic Blossom,Homebush Thaw,Rosehip,Mighty Mccook,Mustang Megan,Sugar Time
12-01-2023 17:38:43.860426,"(2.3, 3.7, 2.3892307692307693)","(5.0, 13.0, 10.95)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 67.5)","(8.5, 18.5, 16.884615384615387)"
12-01-2023 17:38:44.993623,"(2.3, 3.7, 2.3892307692307693)","(5.0, 12.5, 11.4)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 67.5)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:46.128914,"(2.3, 3.7, 2.3892307692307693)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 67.5)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:47.361062,"(2.3, 3.7, 3.411186440677966)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 67.5)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:48.532434,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:49.750062,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:50.851760,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:52.024687,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:53.200465,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:54.353535,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:55.653148,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:56.809802,"(2.3, 3.7, 2.4076923076923076)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:58.058303,"(2.3, 3.7, 2.4)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:38:59.308242,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:00.353546,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:01.433769,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:02.556401,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:03.684500,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:05.031747,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.575)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:06.244208,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:07.644569,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:08.983479,"(2.3, 3.7, 3.245)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:10.140239,"(2.3, 3.7, 3.432238805970149)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:11.225508,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:12.432982,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 110.0, 53.9)","(8.5, 18.5, 11.9)"
12-01-2023 17:39:13.594793,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 16.915384615384617)"
12-01-2023 17:39:14.721115,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 11.428571428571429)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:15.800230,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 11.428571428571429)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:16.972024,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 10.1)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:18.113315,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 10.1)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:19.349568,"(2.3, 3.7, 2.437142857142857)","(5.0, 12.5, 10.1)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:20.420294,"(2.3, 3.7, 2.4557142857142855)","(5.0, 12.5, 10.1)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:21.569124,"(2.3, 3.7, 2.4557142857142855)","(5.0, 12.5, 10.1)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:22.767564,"(2.3, 3.7, 2.4557142857142855)","(5.0, 12.5, 10.1)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:23.845054,"(2.3, 3.7, 2.4557142857142855)","(5.0, 12.5, 10.1)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:24.890781,"(2.3, 3.7, 2.4557142857142855)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:26.352548,"(2.3, 3.7, 2.4557142857142855)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.671428571428572)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:27.559871,"(2.3, 3.7, 2.44375)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.671428571428572)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:28.834841,"(2.3, 3.7, 2.44375)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.671428571428572)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:30.200089,"(2.3, 3.7, 2.44375)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.671428571428572)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:31.512704,"(2.3, 3.7, 2.44375)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.671428571428572)","(13.0, 27.0, 17.0)","(16.0, 110.0, 53.9)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:32.788197,"(2.3, 3.7, 2.4625)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.671428571428572)","(13.0, 27.0, 17.0)","(16.0, 110.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:33.908479,"(2.3, 3.7, 2.4625)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.671428571428572)","(13.0, 27.0, 17.0)","(16.0, 95.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:35.158690,"(2.3, 3.7, 2.4625)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 5.360714285714286)","(13.0, 27.0, 17.0)","(16.0, 95.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:36.322624,"(2.3, 3.7, 2.71)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.8, 5.360714285714286)","(13.0, 27.0, 17.0)","(16.0, 95.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:37.488554,"(2.3, 3.7, 2.71)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.8, 5.360714285714286)","(13.0, 27.0, 17.0)","(16.0, 95.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:38.855398,"(2.3, 3.7, 2.71)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.8, 5.360714285714286)","(13.0, 27.0, 17.0)","(16.0, 95.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:40.235422,"(2.3, 3.7, 2.71)","(5.0, 12.5, 10.066666666666666)","(14.0, 30.0, 18.666666666666668)","(12.0, 24.0, 15.0)","(3.8, 5.8, 4.775)","(13.0, 27.0, 17.0)","(16.0, 95.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:41.499057,"(2.3, 3.7, 2.71)","(5.0, 12.5, 10.066666666666666)","(14.0, 29.0, 19.666666666666668)","(12.0, 24.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 27.0, 16.25)","(16.0, 95.0, 68.83333333333333)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:42.869743,"(2.3, 3.7, 2.58)","(5.0, 12.5, 10.066666666666666)","(14.0, 32.0, 22.75)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(16.0, 95.0, 52.285714285714285)","(8.5, 18.5, 12.033333333333333)"
12-01-2023 17:39:44.211457,"(2.3, 3.7, 2.8033333333333332)","(5.0, 12.5, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(16.0, 100.0, 52.285714285714285)","(8.5, 18.5, 15.614285714285714)"
12-01-2023 17:39:45.846154,"(2.3, 3.65, 2.8033333333333332)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(16.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:47.203384,"(2.3, 3.65, 2.8033333333333332)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(16.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:48.534214,"(2.25, 3.65, 2.804411764705882)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:49.815061,"(2.25, 3.6, 3.5)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:51.059216,"(2.25, 3.6, 3.5)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:52.257424,"(2.25, 3.6, 3.5)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:53.431391,"(2.25, 3.6, 3.225)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:54.723284,"(2.25, 3.6, 3.225)","(5.0, 14.0, 6.960000000000001)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.775)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:56.083817,"(2.25, 3.6, 3.225)","(5.0, 14.0, 9.146666666666668)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.883333333333333)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:57.439079,"(2.25, 3.6, 3.225)","(5.0, 14.0, 9.146666666666668)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.883333333333333)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:39:58.758915,"(2.25, 3.6, 2.55)","(5.0, 14.0, 9.71764705882353)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.883333333333333)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:00.121367,"(2.25, 3.6, 2.55)","(5.0, 14.0, 7.039999999999999)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.883333333333333)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:01.564302,"(2.25, 3.6, 2.55)","(5.0, 14.0, 7.039999999999999)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.883333333333333)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:02.930728,"(2.25, 3.6, 3.4342105263157894)","(5.0, 14.0, 7.039999999999999)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.883333333333333)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:04.230678,"(2.25, 3.6, 3.4342105263157894)","(5.0, 14.0, 9.146666666666668)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.883333333333333)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:05.392667,"(2.25, 3.6, 2.5666666666666664)","(5.0, 14.0, 7.381818181818183)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:06.535870,"(2.25, 3.6, 2.5666666666666664)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:07.857915,"(2.25, 3.6, 2.5666666666666664)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:09.129152,"(2.25, 3.6, 2.5666666666666664)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:10.264779,"(2.25, 3.6, 2.5666666666666664)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:11.480362,"(2.25, 3.6, 2.5666666666666664)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:12.642986,"(2.25, 3.6, 2.5666666666666664)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.25)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.166666666666666)"
12-01-2023 17:40:13.818312,"(2.25, 3.6, 2.6999999999999997)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 21.5)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 11.9)"
12-01-2023 17:40:15.011434,"(2.25, 3.6, 3.3933333333333335)","(5.0, 8.8, 6.466666666666667)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 16.625)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 11.9)"
12-01-2023 17:40:16.103829,"(2.25, 3.6, 3.3933333333333335)","(5.0, 8.8, 7.661538461538462)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 18.333333333333332)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 11.9)"
12-01-2023 17:40:17.215047,"(2.25, 3.6, 3.3933333333333335)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 19.666666666666668)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 30.0, 18.333333333333332)","(17.0, 100.0, 52.285714285714285)","(8.5, 18.5, 12.066666666666666)"
12-01-2023 17:40:18.400990,"(2.25, 3.6, 3.3933333333333335)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 24.4)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 30.0, 18.333333333333332)","(17.0, 100.0, 48.61538461538461)","(8.5, 19.0, 12.066666666666666)"
12-01-2023 17:40:19.500605,"(2.25, 3.6, 3.3933333333333335)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 24.4)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 30.0, 18.333333333333332)","(17.0, 100.0, 33.6)","(8.5, 19.0, 12.066666666666666)"
12-01-2023 17:40:20.671045,"(2.25, 3.6, 3.4000000000000004)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 24.4)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 30.0, 18.0)","(17.0, 100.0, 33.6)","(8.5, 19.0, 11.9)"
12-01-2023 17:40:22.012720,"(2.25, 3.6, 3.4000000000000004)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 20.0)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 18.0)","(17.0, 100.0, 33.6)","(8.5, 18.5, 11.9)"
12-01-2023 17:40:23.178060,"(2.25, 3.6, 3.4000000000000004)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 20.0)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 18.0)","(17.0, 100.0, 33.6)","(8.5, 18.5, 11.9)"
12-01-2023 17:40:24.326141,"(2.25, 3.6, 3.4000000000000004)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 20.0)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 18.0)","(17.0, 100.0, 33.6)","(8.5, 18.5, 11.9)"
12-01-2023 17:40:25.728585,"(2.25, 3.6, 3.4000000000000004)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 20.0)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 18.0)","(17.0, 100.0, 33.6)","(8.5, 18.5, 11.9)"
12-01-2023 17:40:27.044824,"(2.25, 3.6, 2.55)","(5.0, 9.0, 7.885714285714285)","(14.0, 32.0, 20.0)","(12.0, 25.0, 17.75)","(3.8, 5.8, 5.329411764705882)","(13.0, 29.0, 18.0)","(17.0, 100.0, 49.230769230769226)","(8.5, 18.5, 11.9)"
