,Disputed River,Mr Im A Believer,Winds Of March,Go Woody,Italian Award,Kokonotsu,Jenni Of Avalon,La Sarthe,Ocherous
04-01-2023 12:18:48.141972,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2402941176470588)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 276.66666666666663)"
04-01-2023 12:18:49.228903,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2402941176470588)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 276.66666666666663)"
04-01-2023 12:18:50.397098,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2402941176470588)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 276.66666666666663)"
04-01-2023 12:18:51.448871,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2402941176470588)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 276.66666666666663)"
04-01-2023 12:18:52.524637,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2402941176470588)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 276.66666666666663)"
04-01-2023 12:18:53.651510,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 276.66666666666663)"
04-01-2023 12:18:54.710731,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 276.66666666666663)"
04-01-2023 12:18:55.760992,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
04-01-2023 12:18:56.888523,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
04-01-2023 12:18:57.991725,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
04-01-2023 12:18:59.059623,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
04-01-2023 12:19:00.153154,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
04-01-2023 12:19:01.306218,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
04-01-2023 12:19:02.407014,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2468711656441718)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:03.515409,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:04.671912,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:05.790044,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:06.972476,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:08.027463,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:09.137735,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:10.190036,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:11.248110,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.187234042553191)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:12.367282,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 9.8, 9.015625)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:13.463448,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.015625)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:14.591483,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.015625)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:15.755730,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.015625)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:16.933954,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.923076923076923)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.660869565217391)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:18.174899,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.942372881355933)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:19.291920,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.942372881355933)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:20.395294,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.981818181818182)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:21.575542,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.981818181818182)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:22.670696,"(3.9, 4.9, 4.880645161290323)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.981818181818182)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:23.825293,"(3.9, 4.9, 4.879661016949153)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.981818181818182)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:25.068709,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.981818181818182)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:26.218044,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:27.407655,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:28.516090,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:29.659997,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:30.791907,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:31.908863,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:33.040802,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.637209302325582)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:34.281847,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.723076923076922)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:35.398529,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.46938775510204)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:36.462324,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.46938775510204)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:37.660186,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.46938775510204)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:38.839380,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:39.952646,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.03448275862069)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:41.235354,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.263157894736842)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:42.424938,"(3.9, 4.8, 4.775409836065574)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:43.577106,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:44.712737,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:45.972179,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:47.206679,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:48.304701,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:49.456808,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:50.635674,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:51.750622,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:52.870037,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:53.970906,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:55.086556,"(3.9, 4.8, 4.789655172413793)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:56.264928,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:57.463550,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:58.599001,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2525888324873096)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.833333333333332)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:19:59.858817,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.911111111111111)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:01.045553,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.911111111111111)","(51.0, 380.0, 158.75)","(6.5, 9.0, 7.83)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:02.211759,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.911111111111111)","(51.0, 380.0, 158.75)","(6.5, 9.0, 8.0)","(26.0, 32.0, 28.25)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:03.291767,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 8.911111111111111)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.822222222222223)","(26.0, 32.0, 25.333333333333332)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:04.441603,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.0375)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.822222222222223)","(26.0, 26.0, 25.555555555555557)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:05.596053,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.0375)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.822222222222223)","(26.0, 26.0, 25.555555555555557)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:06.703640,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.0375)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.822222222222223)","(26.0, 26.0, 25.555555555555557)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:07.807623,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.0375)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.733333333333333)","(26.0, 26.0, 25.2)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:08.929159,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.0375)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.733333333333333)","(26.0, 26.0, 32.833333333333336)","(26.0, 48.0, 40.5)","(101.0, 550.0, 413.3333333333333)"
04-01-2023 12:20:10.017640,"(3.9, 4.8, 4.791176470588235)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.0375)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.733333333333333)","(26.0, 34.0, 30.0)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
04-01-2023 12:20:11.286916,"(3.9, 4.9, 4.861643835616439)","(1.9, 2.28, 2.2569863013698632)","(19.0, 32.0, 24.38095238095238)","(7.5, 10.0, 9.0375)","(51.0, 380.0, 158.75)","(6.5, 8.8, 7.733333333333333)","(26.0, 32.0, 29.77777777777778)","(26.0, 48.0, 40.5)","(101.0, 550.0, 400.90909090909093)"
