,Gee Gee True Story,Square Donut,Laylow Pluck,Wanes Quest,Lady Joker,Hot Wired,The Master Speed,Belmista,Zeva Royale
14-12-2022 19:27:36.690661,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:37.809519,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:38.958502,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:40.019085,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:41.232964,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:42.444031,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:43.734816,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:44.937346,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:46.154109,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:47.309270,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:48.441648,"(12.0, 16.0, 15.904347826086957)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.867796610169491)","(11.0, 14.0, 13.971153846153847)","(11.0, 13.5, 13.293103448275861)","(12.0, 15.0, 14.658227848101266)","(16.0, 21.0, 20.856)"
14-12-2022 19:27:49.715936,"(12.0, 16.5, 16.264705882352942)","(8.5, 11.5, 11.292307692307693)","(2.5, 3.15, 3.1470735785953177)","(8.0, 9.0, 8.957142857142857)","(6.0, 7.0, 6.886486486486486)","(11.0, 14.0, 13.711805555555555)","(11.0, 13.5, 12.89102564102564)","(12.0, 15.0, 14.715789473684211)","(16.0, 21.0, 21.533333333333335)"
14-12-2022 19:27:50.910515,"(12.0, 16.0, 15.710526315789474)","(8.5, 12.0, 11.458333333333334)","(2.5, 3.25, 3.2308457711442786)","(7.5, 8.2, 8.164179104477611)","(6.0, 7.0, 6.911111111111111)","(11.0, 14.0, 13.68560606060606)","(11.0, 13.0, 12.876811594202898)","(12.0, 15.0, 14.715789473684211)","(16.0, 22.0, 21.533333333333335)"
14-12-2022 19:27:52.212028,"(12.0, 16.0, 15.676470588235293)","(8.5, 12.0, 11.4)","(2.5, 3.25, 3.2336043360433604)","(7.5, 8.2, 8.163636363636362)","(6.0, 7.0, 6.900341296928327)","(11.0, 14.0, 13.68560606060606)","(11.0, 13.0, 12.876811594202898)","(12.0, 15.0, 14.715789473684211)","(16.0, 22.0, 21.929411764705883)"
14-12-2022 19:27:53.405499,"(12.0, 16.0, 15.676470588235293)","(8.5, 11.5, 11.4)","(2.5, 3.25, 3.234844192634561)","(7.5, 8.2, 8.163636363636362)","(6.0, 7.0, 6.900341296928327)","(11.0, 14.0, 13.68560606060606)","(11.0, 13.0, 12.876811594202898)","(12.0, 15.0, 14.715789473684211)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:27:54.654470,"(12.0, 16.0, 15.738095238095237)","(8.5, 11.5, 11.4)","(2.5, 3.25, 3.234844192634561)","(7.5, 8.2, 8.139999999999999)","(6.0, 7.0, 6.886644951140065)","(11.0, 14.0, 13.68560606060606)","(11.0, 13.0, 12.8671875)","(12.0, 15.0, 14.715789473684211)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:27:55.929361,"(12.0, 16.0, 15.738095238095237)","(8.5, 12.0, 11.713286713286713)","(2.5, 3.25, 3.275912408759124)","(7.5, 8.0, 7.9625)","(6.0, 7.0, 6.863473053892215)","(11.0, 14.0, 13.711805555555555)","(11.0, 13.0, 12.8671875)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:27:57.181822,"(12.0, 16.0, 15.738095238095237)","(8.5, 12.0, 11.60576923076923)","(2.5, 3.3, 3.258561643835616)","(7.5, 8.0, 7.963076923076923)","(6.0, 7.0, 6.863473053892215)","(11.0, 14.0, 13.586466165413533)","(11.0, 13.0, 12.8671875)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:27:58.384439,"(12.0, 16.0, 15.738095238095237)","(8.5, 12.0, 11.60576923076923)","(2.5, 3.3, 3.262422360248447)","(7.5, 8.0, 7.96)","(6.0, 7.0, 6.863473053892215)","(11.0, 14.0, 13.586466165413533)","(11.0, 13.0, 12.8671875)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:27:59.547420,"(12.0, 16.0, 15.738095238095237)","(8.5, 12.0, 11.554054054054054)","(2.5, 3.3, 3.2747916666666668)","(7.5, 8.0, 7.9523809523809526)","(6.0, 6.8, 6.778137651821862)","(11.0, 14.0, 13.586466165413533)","(11.0, 13.0, 12.8671875)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:00.711803,"(12.0, 16.0, 15.738095238095237)","(8.5, 12.0, 11.75187969924812)","(2.5, 3.3, 3.2797658862876253)","(7.5, 8.4, 8.148148148148149)","(6.0, 6.8, 6.757706093189964)","(11.0, 14.0, 13.601449275362318)","(11.0, 13.0, 12.689655172413794)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:01.813841,"(12.0, 16.0, 15.75)","(8.5, 12.0, 11.75187969924812)","(2.5, 3.3, 3.2797658862876253)","(7.5, 8.6, 8.414035087719299)","(6.0, 6.8, 6.757857142857143)","(11.0, 14.0, 13.601449275362318)","(11.0, 12.5, 12.4375)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:03.029485,"(12.0, 16.0, 15.75)","(8.5, 12.0, 11.75187969924812)","(2.5, 3.3, 3.2797658862876253)","(7.5, 8.6, 8.414035087719299)","(6.0, 6.8, 6.757857142857143)","(11.0, 14.0, 13.601449275362318)","(11.0, 12.5, 12.4375)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:04.209033,"(12.0, 16.5, 16.0)","(8.5, 12.0, 11.71304347826087)","(2.5, 3.3, 3.2795608108108105)","(7.5, 8.4, 8.254901960784313)","(6.0, 6.8, 6.747826086956522)","(11.0, 14.0, 13.601449275362318)","(11.0, 12.5, 12.429203539823009)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:05.359494,"(12.0, 16.5, 15.287878787878787)","(8.5, 12.0, 11.71304347826087)","(2.5, 3.3, 3.283441558441558)","(7.5, 8.4, 8.154838709677419)","(6.0, 6.8, 6.747999999999999)","(11.0, 14.0, 13.598540145985401)","(11.0, 12.5, 12.302631578947368)","(12.0, 15.0, 14.658227848101266)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:06.447681,"(12.0, 15.5, 15.11111111111111)","(8.5, 12.0, 11.541666666666666)","(2.5, 3.3, 3.2814121037463977)","(7.5, 8.4, 8.24705882352941)","(6.0, 6.8, 6.744285714285714)","(11.0, 14.0, 13.573643410852712)","(11.0, 12.5, 12.21304347826087)","(12.0, 15.0, 14.53448275862069)","(16.0, 22.0, 21.84375)"
14-12-2022 19:28:07.579285,"(13.0, 15.5, 15.28125)","(8.5, 12.0, 11.541666666666666)","(2.6, 3.3, 3.28172514619883)","(7.5, 8.4, 8.217543859649123)","(6.0, 6.8, 6.744285714285714)","(11.0, 14.0, 13.570866141732283)","(11.0, 12.5, 12.207446808510639)","(12.0, 15.0, 14.53448275862069)","(16.0, 22.0, 21.84375)"
14-12-2022 19:28:08.730136,"(13.0, 15.5, 15.28125)","(8.5, 12.0, 11.541666666666666)","(2.6, 3.3, 3.2836858006042293)","(7.5, 8.4, 8.217543859649123)","(6.0, 6.8, 6.743884892086331)","(11.0, 14.0, 13.570866141732283)","(11.0, 12.5, 12.207446808510639)","(12.0, 15.0, 14.53448275862069)","(16.0, 22.0, 21.84375)"
14-12-2022 19:28:09.932455,"(13.0, 15.5, 15.28125)","(8.5, 12.0, 11.541666666666666)","(2.6, 3.3, 3.271875)","(7.5, 8.4, 8.255555555555555)","(6.0, 6.8, 6.736518771331058)","(11.0, 14.0, 13.570866141732283)","(11.0, 12.5, 12.207446808510639)","(12.0, 15.0, 14.53448275862069)","(16.0, 22.0, 21.84375)"
14-12-2022 19:28:11.042453,"(13.0, 15.5, 15.264705882352942)","(8.5, 12.0, 11.75187969924812)","(2.6, 3.4, 3.368148148148148)","(7.5, 8.2, 8.103703703703703)","(6.0, 6.8, 6.722784810126582)","(11.0, 14.0, 13.560483870967742)","(11.0, 12.5, 12.185567010309278)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.764705882352942)"
14-12-2022 19:28:12.140065,"(13.0, 15.5, 15.224137931034482)","(8.5, 12.0, 11.75187969924812)","(2.6, 3.4, 3.368270944741533)","(7.5, 8.2, 8.103703703703703)","(6.0, 6.8, 6.722784810126582)","(11.0, 14.0, 13.560483870967742)","(11.0, 12.5, 12.185567010309278)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.764705882352942)"
14-12-2022 19:28:13.269980,"(13.0, 15.5, 15.289473684210526)","(8.5, 12.0, 11.75187969924812)","(2.6, 3.4, 3.3790890269151137)","(7.5, 8.2, 8.125714285714285)","(6.0, 6.8, 6.722539682539682)","(11.0, 14.0, 13.560483870967742)","(11.0, 12.5, 12.185567010309278)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.764705882352942)"
14-12-2022 19:28:14.470306,"(13.0, 15.5, 15.25)","(8.5, 12.0, 11.75187969924812)","(2.6, 3.4, 3.3790890269151137)","(7.5, 8.2, 8.104761904761904)","(6.0, 6.8, 6.723225806451612)","(11.0, 14.0, 13.560483870967742)","(11.0, 12.5, 12.185567010309278)","(12.0, 15.0, 14.629213483146067)","(16.0, 22.0, 21.764705882352942)"
14-12-2022 19:28:15.704181,"(13.0, 14.5, 14.369565217391305)","(8.5, 12.0, 11.725)","(2.6, 3.45, 3.437692307692308)","(7.5, 8.2, 8.104761904761904)","(6.0, 6.8, 6.723225806451612)","(11.0, 14.0, 13.55691056910569)","(11.0, 12.5, 12.185567010309278)","(12.0, 15.0, 14.629213483146067)","(16.0, 22.0, 21.764705882352942)"
14-12-2022 19:28:16.970651,"(13.0, 14.5, 14.25)","(8.5, 12.0, 11.4)","(2.6, 3.45, 3.433838383838384)","(7.5, 8.2, 8.075)","(6.0, 6.8, 6.723225806451612)","(11.0, 14.0, 13.55691056910569)","(11.0, 12.5, 12.185567010309278)","(12.0, 15.0, 14.629213483146067)","(16.0, 22.0, 21.764705882352942)"
14-12-2022 19:28:18.321182,"(13.0, 14.5, 14.26923076923077)","(8.5, 11.0, 10.881147540983607)","(2.6, 3.45, 3.4194444444444447)","(7.5, 8.2, 8.168)","(6.0, 6.8, 6.723225806451612)","(11.0, 14.0, 13.55691056910569)","(11.0, 12.5, 12.166666666666666)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:19.488856,"(12.0, 14.5, 14.227272727272727)","(8.5, 11.0, 10.73076923076923)","(2.6, 3.45, 3.4194444444444447)","(7.5, 8.2, 8.168)","(6.0, 6.8, 6.723225806451612)","(11.0, 14.0, 13.55691056910569)","(11.0, 12.5, 12.166666666666666)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:20.624116,"(12.0, 14.5, 14.40625)","(8.5, 11.0, 10.809090909090909)","(2.6, 3.45, 3.439080459770115)","(7.5, 8.0, 7.858823529411764)","(6.0, 6.8, 6.723225806451612)","(11.0, 14.0, 13.55691056910569)","(11.0, 12.5, 12.166666666666666)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:21.786569,"(12.0, 14.5, 14.40625)","(8.5, 11.0, 10.809090909090909)","(2.6, 3.45, 3.439080459770115)","(7.5, 8.0, 7.858823529411764)","(6.0, 6.8, 6.723225806451612)","(11.0, 14.0, 13.55691056910569)","(11.0, 12.5, 12.166666666666666)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:22.999439,"(12.0, 15.0, 14.536585365853659)","(8.5, 11.0, 10.778688524590164)","(2.6, 3.5, 3.4429319371727747)","(7.5, 7.8, 7.608695652173913)","(6.0, 6.6, 6.646249999999999)","(11.0, 14.0, 13.653846153846153)","(11.0, 12.5, 12.166666666666666)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:24.158463,"(12.0, 15.0, 14.536585365853659)","(8.5, 11.0, 10.778688524590164)","(2.6, 3.5, 3.4429319371727747)","(7.5, 7.8, 7.608695652173913)","(6.0, 6.8, 6.646249999999999)","(11.0, 14.0, 13.648936170212766)","(11.0, 12.5, 12.166666666666666)","(12.0, 15.0, 14.674698795180722)","(16.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:25.376010,"(12.0, 15.0, 14.758620689655173)","(9.0, 11.0, 10.778688524590164)","(2.7, 3.5, 3.4429319371727747)","(7.5, 7.8, 7.608695652173913)","(6.0, 6.8, 6.646249999999999)","(11.0, 14.0, 13.68867924528302)","(11.0, 12.5, 12.166666666666666)","(12.0, 15.0, 14.674698795180722)","(17.0, 22.0, 21.840425531914892)"
14-12-2022 19:28:26.575801,"(12.0, 15.0, 14.758620689655173)","(9.0, 11.0, 10.778688524590164)","(2.7, 3.5, 3.43652561247216)","(7.5, 7.8, 7.609999999999999)","(6.0, 6.8, 6.68)","(11.0, 14.0, 13.686708860759493)","(11.0, 12.5, 11.941666666666666)","(12.0, 15.0, 14.674698795180722)","(17.0, 22.0, 21.929411764705883)"
14-12-2022 19:28:27.739516,"(12.0, 15.0, 14.787878787878787)","(9.0, 11.0, 10.778688524590164)","(2.7, 3.5, 3.456086956521739)","(7.5, 8.0, 7.868965517241379)","(6.0, 6.8, 6.68)","(11.0, 14.0, 13.682692307692308)","(11.0, 12.0, 11.82716049382716)","(12.0, 15.0, 14.674698795180722)","(17.0, 22.0, 22.25)"
14-12-2022 19:28:28.857044,"(12.0, 14.5, 14.369565217391305)","(9.0, 11.0, 10.778688524590164)","(2.7, 3.45, 3.4327669902912623)","(7.5, 8.2, 7.875)","(6.0, 6.8, 6.68)","(11.0, 14.0, 13.712686567164178)","(11.0, 12.0, 11.764900662251655)","(12.0, 15.0, 14.674698795180722)","(17.0, 23.0, 22.25)"
14-12-2022 19:28:29.971997,"(12.0, 14.5, 14.369565217391305)","(9.0, 11.0, 10.625)","(2.7, 3.45, 3.423397435897436)","(7.5, 8.2, 7.875)","(6.0, 6.8, 6.639506172839506)","(11.0, 14.0, 13.712686567164178)","(11.0, 12.0, 11.764900662251655)","(12.0, 15.0, 14.674698795180722)","(17.0, 23.0, 22.25)"
14-12-2022 19:28:31.090109,"(12.0, 15.0, 14.890625)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.45, 3.417616580310881)","(7.5, 8.2, 8.032258064516128)","(6.0, 6.6, 6.517837837837837)","(11.0, 14.0, 13.74390243902439)","(11.0, 12.0, 11.67605633802817)","(12.0, 15.0, 14.674698795180722)","(17.0, 22.0, 22.372093023255815)"
14-12-2022 19:28:32.200866,"(12.0, 15.0, 14.808510638297872)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.45, 3.419806763285024)","(7.5, 8.2, 8.032258064516128)","(6.0, 6.6, 6.499090909090909)","(11.0, 14.0, 13.717391304347826)","(11.0, 12.0, 11.807407407407407)","(12.0, 15.0, 14.674698795180722)","(17.0, 23.0, 22.574468085106382)"
14-12-2022 19:28:33.393765,"(12.0, 15.0, 14.808510638297872)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.45, 3.4197115384615384)","(7.5, 8.2, 8.032258064516128)","(6.0, 6.6, 6.521830985915493)","(11.0, 14.0, 13.717391304347826)","(11.0, 12.0, 11.77124183006536)","(12.0, 15.0, 14.674698795180722)","(17.0, 23.0, 22.28125)"
14-12-2022 19:28:34.516159,"(12.0, 15.0, 14.808510638297872)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.45, 3.4197115384615384)","(7.5, 8.2, 8.032258064516128)","(6.0, 6.6, 6.521830985915493)","(11.0, 14.0, 13.717391304347826)","(11.0, 12.0, 11.77124183006536)","(12.0, 15.0, 14.674698795180722)","(17.0, 23.0, 22.28125)"
14-12-2022 19:28:35.647349,"(12.0, 15.0, 14.804195804195803)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.45, 3.4197115384615384)","(7.5, 8.2, 7.955294117647059)","(6.0, 6.6, 6.494067796610169)","(11.0, 14.5, 14.142045454545455)","(11.0, 12.0, 11.77124183006536)","(12.0, 15.0, 14.715789473684211)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:36.779689,"(12.0, 15.0, 14.61111111111111)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.45, 3.424848484848485)","(7.5, 8.2, 8.014285714285714)","(6.0, 6.4, 6.392145015105741)","(11.0, 14.5, 14.156976744186046)","(11.0, 12.0, 11.796511627906977)","(12.0, 15.0, 14.715789473684211)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:37.865144,"(12.0, 15.0, 14.743243243243244)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.5, 3.4609634551495017)","(7.5, 8.2, 8.014285714285714)","(6.0, 6.4, 6.392145015105741)","(11.0, 14.5, 14.156976744186046)","(11.0, 12.0, 11.796511627906977)","(12.0, 15.0, 14.715789473684211)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:39.005867,"(12.0, 15.0, 14.82258064516129)","(9.0, 11.0, 10.844444444444445)","(2.7, 3.5, 3.4609634551495017)","(7.5, 8.2, 8.014285714285714)","(6.0, 6.4, 6.36358695652174)","(11.0, 14.5, 14.156976744186046)","(11.0, 12.0, 11.796511627906977)","(12.0, 15.0, 14.715789473684211)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:40.220958,"(12.0, 15.5, 14.954545454545455)","(9.0, 11.0, 10.837209302325581)","(2.7, 3.5, 3.453187250996016)","(7.5, 8.2, 8.012389380530973)","(6.0, 6.4, 6.360355029585799)","(11.0, 14.5, 14.156976744186046)","(11.0, 12.0, 11.796511627906977)","(12.0, 15.0, 14.712765957446809)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:41.357716,"(12.0, 15.5, 14.954545454545455)","(9.0, 11.0, 10.837209302325581)","(2.7, 3.5, 3.453187250996016)","(7.5, 8.2, 8.063225806451612)","(6.0, 6.4, 6.3646437994722955)","(11.0, 14.5, 14.172222222222222)","(11.0, 12.0, 11.756944444444445)","(12.0, 15.0, 14.712765957446809)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:42.511413,"(12.0, 15.5, 14.954545454545455)","(9.0, 11.0, 10.837209302325581)","(2.7, 3.5, 3.4536697247706423)","(7.5, 8.2, 8.032258064516128)","(6.0, 6.4, 6.397709923664123)","(11.0, 14.5, 14.164772727272727)","(11.0, 12.0, 11.753424657534246)","(12.0, 15.0, 14.712765957446809)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:43.590112,"(12.0, 15.5, 14.954545454545455)","(9.0, 11.0, 10.837209302325581)","(2.7, 3.5, 3.4536697247706423)","(7.5, 8.2, 8.032258064516128)","(6.0, 6.4, 6.397709923664123)","(11.0, 14.5, 14.164772727272727)","(11.0, 12.0, 11.753424657534246)","(12.0, 15.0, 14.712765957446809)","(17.0, 23.0, 22.350649350649352)"
14-12-2022 19:28:44.632686,"(12.0, 15.5, 14.979166666666666)","(9.0, 11.0, 10.839181286549708)","(2.7, 3.5, 3.4642105263157896)","(7.5, 8.4, 8.266666666666666)","(6.0, 6.4, 6.344647519582246)","(11.0, 14.5, 14.076923076923077)","(11.0, 12.0, 11.741721854304636)","(12.0, 15.0, 14.712765957446809)","(17.0, 24.0, 23.19148936170213)"
14-12-2022 19:28:45.721277,"(12.0, 15.5, 14.979166666666666)","(9.0, 11.0, 10.839181286549708)","(2.7, 3.5, 3.4642105263157896)","(7.5, 8.4, 8.266666666666666)","(6.0, 6.4, 6.344647519582246)","(11.0, 14.5, 14.076923076923077)","(11.0, 12.0, 11.741721854304636)","(12.0, 15.0, 14.712765957446809)","(17.0, 24.0, 23.19148936170213)"
14-12-2022 19:28:46.868464,"(12.0, 15.0, 14.826923076923077)","(8.5, 11.0, 10.872413793103448)","(2.8, 3.5, 3.4583832335329343)","(7.5, 8.4, 8.293333333333333)","(6.0, 6.4, 6.3133928571428575)","(11.0, 15.0, 14.508620689655173)","(11.0, 12.5, 12.213080168776372)","(12.0, 15.0, 14.681818181818182)","(17.0, 23.0, 22.705882352941178)"
14-12-2022 19:28:47.987625,"(12.0, 15.5, 14.869565217391305)","(8.5, 11.0, 10.872413793103448)","(2.8, 3.5, 3.4662621359223302)","(7.5, 8.4, 8.254545454545454)","(6.0, 6.4, 6.2994949494949495)","(11.0, 15.0, 14.508620689655173)","(11.0, 12.5, 12.191747572815533)","(12.0, 15.0, 14.681818181818182)","(17.0, 23.0, 22.705882352941178)"
14-12-2022 19:28:49.183653,"(12.0, 15.5, 14.869565217391305)","(8.5, 11.0, 10.87062937062937)","(2.8, 3.5, 3.4662621359223302)","(7.5, 8.4, 8.254545454545454)","(6.0, 6.4, 6.299746835443038)","(11.0, 15.0, 14.508620689655173)","(11.0, 12.5, 12.191747572815533)","(12.0, 15.0, 14.638297872340425)","(17.0, 23.0, 22.705882352941178)"
14-12-2022 19:28:50.351443,"(12.0, 15.0, 14.854166666666666)","(8.5, 11.5, 11.301652892561984)","(2.8, 3.5, 3.457098765432099)","(7.5, 8.2, 8.0625)","(6.0, 6.4, 6.221224489795919)","(11.0, 15.0, 14.285714285714286)","(11.0, 12.0, 11.794520547945206)","(12.0, 15.0, 14.681818181818182)","(17.0, 23.0, 23.11627906976744)"
14-12-2022 19:28:51.511542,"(12.0, 15.0, 14.854166666666666)","(8.5, 11.5, 11.43953488372093)","(2.8, 3.45, 3.4432432432432436)","(7.5, 8.4, 8.25)","(6.0, 6.2, 6.110931174089069)","(11.0, 15.0, 14.285714285714286)","(11.0, 12.0, 11.439226519337016)","(12.0, 15.0, 14.555555555555555)","(17.0, 24.0, 23.11627906976744)"
14-12-2022 19:28:52.743661,"(12.0, 15.0, 14.854166666666666)","(8.5, 12.0, 11.606666666666667)","(2.8, 3.45, 3.427138157894737)","(7.5, 8.4, 8.1)","(6.0, 6.2, 6.090909090909091)","(11.0, 15.0, 14.796296296296296)","(11.0, 11.5, 11.432926829268293)","(12.0, 15.0, 14.674418604651162)","(17.0, 24.0, 23.11627906976744)"
14-12-2022 19:28:53.905810,"(12.0, 15.0, 14.31578947368421)","(9.0, 12.0, 11.774390243902438)","(2.9, 3.5, 3.4702991452991454)","(7.0, 8.2, 8.150943396226415)","(6.0, 6.2, 5.955417956656347)","(11.0, 15.0, 14.810344827586206)","(10.0, 11.5, 11.35925925925926)","(12.0, 15.0, 14.674418604651162)","(17.0, 24.0, 23.11627906976744)"
14-12-2022 19:28:55.094633,"(12.0, 15.0, 14.244897959183673)","(9.0, 12.0, 11.78125)","(2.9, 3.5, 3.4702991452991454)","(7.0, 8.0, 7.975471698113208)","(6.0, 6.0, 6.080155642023346)","(11.0, 15.0, 14.694444444444445)","(10.0, 11.5, 11.336)","(12.0, 15.0, 14.674418604651162)","(17.0, 24.0, 23.11627906976744)"
14-12-2022 19:28:56.455270,"(12.0, 15.0, 14.244897959183673)","(9.0, 12.0, 11.729591836734693)","(2.9, 3.5, 3.4625000000000004)","(7.0, 8.2, 8.094915254237288)","(6.0, 6.2, 6.080155642023346)","(11.0, 15.0, 14.185185185185185)","(10.0, 11.5, 11.070707070707071)","(12.0, 15.0, 14.268518518518519)","(17.0, 24.0, 22.5)"
14-12-2022 19:28:57.627229,"(12.0, 16.0, 15.575471698113208)","(9.0, 12.0, 11.729591836734693)","(2.9, 3.5, 3.4625000000000004)","(7.0, 8.2, 8.107964601769911)","(6.0, 6.2, 6.047963800904977)","(11.0, 15.0, 14.105263157894736)","(10.0, 11.5, 11.2015873015873)","(12.0, 14.5, 14.268518518518519)","(17.0, 23.0, 23.5)"
14-12-2022 19:28:58.815880,"(12.0, 16.0, 15.575)","(9.0, 12.0, 11.660194174757281)","(2.9, 3.5, 3.47073732718894)","(7.0, 8.2, 8.090526315789473)","(6.0, 6.2, 6.020779220779221)","(12.0, 14.5, 13.933333333333334)","(10.0, 11.5, 10.879725085910653)","(12.0, 14.5, 14.268518518518519)","(17.0, 24.0, 23.625)"
