,Adara,Bashdaflash,Faneuil Hall,A Thousand Idols,Per Diem,Shannonrun,Taraashoq,Shakin It Big Time
08-01-2023 11:11:00.628269,"(5.5, 8.4, 8.345454545454546)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.7145038167938935)","(4.6, 6.2, 6.061290322580645)","(51.0, 130.0, 128.33333333333334)"
08-01-2023 11:11:01.570480,"(5.5, 8.4, 8.345454545454546)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.7145038167938935)","(4.6, 6.2, 6.061290322580645)","(51.0, 130.0, 128.33333333333334)"
08-01-2023 11:11:02.510794,"(5.5, 8.4, 8.345454545454546)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.7145038167938935)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.33333333333334)"
08-01-2023 11:11:03.442003,"(5.5, 8.4, 8.345454545454546)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.7145038167938935)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.33333333333334)"
08-01-2023 11:11:04.397562,"(5.5, 8.4, 8.345454545454546)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.7145038167938935)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.33333333333334)"
08-01-2023 11:11:05.331689,"(5.5, 8.4, 8.345454545454546)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.7145038167938935)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.33333333333334)"
08-01-2023 11:11:06.311728,"(5.5, 8.4, 8.345454545454546)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.713178294573643)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.33333333333334)"
08-01-2023 11:11:07.287911,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 20.4)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.713178294573643)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.25)"
08-01-2023 11:11:08.235701,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.733884297520661)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 112.5)"
08-01-2023 11:11:09.182084,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.718110236220473)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:10.158163,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.718110236220473)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:11.098660,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1075)","(5.5, 6.8, 6.718110236220473)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:12.048582,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.718110236220473)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:13.003363,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.718110236220473)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:13.949503,"(5.5, 8.4, 8.3)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.594117647058823)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:14.888519,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.594117647058823)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:15.884810,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.594117647058823)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:16.840289,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.594117647058823)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:17.774739,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.594117647058823)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:18.714993,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.594117647058823)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 128.1578947368421)"
08-01-2023 11:11:19.678289,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.612903225806452)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:20.643340,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.612903225806452)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:21.598490,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.612903225806452)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:22.550941,"(5.5, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.12, 2.1147368421052635)","(5.5, 6.8, 6.612903225806452)","(4.6, 6.2, 5.998571428571429)","(51.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:23.505343,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.12, 2.1147368421052635)","(6.0, 6.8, 6.546666666666667)","(4.6, 6.2, 5.998571428571429)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:24.538453,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.14, 2.1343589743589746)","(6.0, 6.6, 6.535135135135135)","(4.6, 6.2, 5.998571428571429)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:25.519214,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.14, 2.137027027027027)","(6.0, 6.6, 6.535135135135135)","(4.6, 6.2, 5.998571428571429)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:26.484976,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.14, 2.137365269461078)","(6.0, 6.6, 6.535135135135135)","(4.6, 6.2, 5.998571428571429)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:27.420437,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.14, 2.136036036036036)","(6.0, 6.6, 6.535135135135135)","(4.6, 6.2, 5.998571428571429)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:28.342480,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 90.0)","(1.85, 2.14, 2.136036036036036)","(6.0, 6.6, 6.535135135135135)","(4.6, 6.2, 5.998571428571429)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:29.264134,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1378)","(6.0, 6.6, 6.458064516129032)","(4.6, 6.2, 5.998571428571429)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:30.227340,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1378)","(6.0, 6.6, 6.458064516129032)","(4.6, 6.2, 6.155555555555556)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:31.179073,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.12, 2.112359550561798)","(6.0, 6.6, 6.458064516129032)","(4.6, 6.2, 6.066666666666667)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:32.128015,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1384615384615384)","(6.0, 6.6, 6.445714285714286)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:33.068480,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.445714285714286)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:34.006977,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.445714285714286)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:34.989985,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.445714285714286)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:35.930353,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.445714285714286)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:36.864156,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.445714285714286)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:37.796840,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.445714285714286)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:38.753400,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 93.57142857142857)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.45)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:39.717089,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.14, 2.1216666666666666)","(6.0, 6.6, 6.45)","(4.6, 6.2, 6.036363636363637)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:40.652221,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.16, 2.122666666666667)","(6.0, 6.6, 6.45)","(4.6, 6.2, 5.797872340425532)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:41.619212,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.166666666666668)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.16, 2.122727272727273)","(6.0, 6.6, 6.45)","(4.6, 5.8, 6.0)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:42.572874,"(6.0, 8.4, 8.307692307692308)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.16, 2.1208695652173915)","(6.0, 6.6, 6.45)","(4.6, 6.2, 6.0)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:43.534346,"(6.0, 8.4, 8.35)","(21.0, 46.0, 43.23076923076923)","(16.0, 22.0, 21.0)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.0926315789473686)","(6.0, 6.6, 6.541666666666666)","(4.6, 6.2, 6.130769230769231)","(41.0, 130.0, 103.75)"
08-01-2023 11:11:44.466790,"(6.0, 8.6, 8.566666666666666)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.2)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.098823529411765)","(6.0, 6.6, 6.541666666666666)","(4.6, 6.2, 6.130769230769231)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:45.453894,"(6.0, 8.8, 8.685714285714287)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.2)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.098823529411765)","(6.0, 6.6, 6.541666666666666)","(4.6, 6.2, 6.130769230769231)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:46.413773,"(6.0, 8.8, 8.685714285714287)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 21.53846153846154)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.0974545454545455)","(6.0, 6.6, 6.541666666666666)","(4.6, 6.2, 6.0200000000000005)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:47.381189,"(6.0, 8.8, 8.685714285714287)","(21.0, 46.0, 42.57142857142857)","(16.0, 22.0, 20.75)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.0974545454545455)","(6.0, 6.6, 6.541666666666666)","(4.6, 6.2, 6.0200000000000005)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:48.326384,"(6.0, 8.8, 8.685714285714287)","(21.0, 46.0, 42.0)","(16.0, 22.0, 20.75)","(41.0, 95.0, 92.5)","(1.85, 2.12, 2.0922222222222224)","(6.0, 6.6, 6.574999999999999)","(4.6, 6.2, 6.083333333333334)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:49.360808,"(6.0, 9.2, 9.195238095238095)","(21.0, 46.0, 42.0)","(16.0, 22.0, 20.75)","(41.0, 95.0, 90.71428571428572)","(1.85, 2.12, 2.0983333333333336)","(6.0, 6.6, 6.425000000000001)","(4.6, 6.2, 6.153846153846154)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:50.326178,"(6.0, 10.5, 9.752)","(21.0, 46.0, 42.0)","(16.0, 20.0, 19.55128205128205)","(41.0, 95.0, 93.0)","(1.85, 2.1, 2.0893877551020408)","(6.0, 6.6, 6.430769230769231)","(4.6, 6.2, 5.983333333333333)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:51.278095,"(6.0, 10.0, 9.876923076923077)","(21.0, 46.0, 41.5)","(16.0, 23.0, 20.2)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.1, 2.0893877551020408)","(6.0, 6.6, 6.442105263157895)","(4.6, 6.4, 5.896)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:52.230066,"(6.0, 10.0, 9.92)","(21.0, 46.0, 41.5)","(16.0, 22.0, 21.47826086956522)","(41.0, 95.0, 92.85714285714286)","(1.85, 2.12, 2.0804545454545456)","(6.0, 6.6, 6.448484848484849)","(4.6, 6.2, 6.13921568627451)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:53.180942,"(6.0, 10.5, 10.221428571428572)","(21.0, 46.0, 41.5)","(16.0, 23.0, 19.585365853658537)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.0700000000000003)","(6.0, 6.8, 6.438095238095238)","(4.6, 6.4, 6.13921568627451)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:54.105659,"(6.0, 10.5, 10.221428571428572)","(21.0, 46.0, 41.5)","(16.0, 23.0, 19.585365853658537)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.12, 2.0877777777777777)","(6.0, 6.6, 6.438095238095238)","(4.6, 6.4, 6.13921568627451)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:55.058280,"(6.0, 10.0, 9.876923076923077)","(21.0, 46.0, 41.5)","(16.0, 23.0, 19.585365853658537)","(41.0, 95.0, 92.27272727272727)","(1.85, 2.08, 2.0542528735632186)","(6.0, 6.6, 6.266666666666667)","(4.6, 6.4, 6.624561403508771)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:56.025814,"(6.0, 10.0, 9.657142857142857)","(21.0, 46.0, 41.5)","(16.0, 21.0, 19.5)","(41.0, 95.0, 92.85714285714286)","(1.85, 2.1, 2.033413173652695)","(6.0, 6.6, 6.266666666666667)","(4.6, 6.8, 6.624561403508771)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:56.974855,"(6.0, 10.0, 9.7)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 92.85714285714286)","(1.85, 2.08, 2.041132075471698)","(6.0, 6.4, 6.205405405405406)","(4.6, 6.8, 6.765714285714285)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:57.926855,"(6.0, 10.0, 9.733333333333333)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 92.85714285714286)","(1.85, 2.06, 2.0334939759036144)","(6.0, 6.4, 6.1230769230769235)","(4.6, 6.8, 6.765714285714285)","(41.0, 130.0, 106.66666666666667)"
08-01-2023 11:11:58.884825,"(6.0, 10.0, 9.733333333333333)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 90.0)","(1.85, 2.06, 2.034418604651163)","(6.0, 6.4, 6.054545454545455)","(4.6, 6.8, 6.809230769230769)","(41.0, 130.0, 140.0)"
08-01-2023 11:11:59.827438,"(6.0, 10.0, 9.76923076923077)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 93.33333333333334)","(1.85, 2.06, 2.036986301369863)","(6.0, 6.2, 6.085714285714285)","(4.6, 7.0, 6.809230769230769)","(41.0, 150.0, 140.0)"
08-01-2023 11:12:00.775841,"(6.0, 10.0, 9.76923076923077)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 93.33333333333334)","(1.85, 2.06, 2.036986301369863)","(6.0, 6.2, 6.01)","(4.6, 7.0, 6.77)","(41.0, 150.0, 140.0)"
08-01-2023 11:12:01.779570,"(6.0, 10.0, 9.76923076923077)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 93.33333333333334)","(1.85, 2.06, 2.0413793103448277)","(6.0, 6.4, 6.02)","(4.6, 6.8, 6.77)","(41.0, 150.0, 140.9090909090909)"
08-01-2023 11:12:02.735837,"(6.0, 10.0, 9.8125)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 93.33333333333334)","(1.85, 2.06, 2.0413793103448277)","(6.0, 6.4, 6.023529411764706)","(4.6, 6.8, 6.77)","(41.0, 150.0, 140.9090909090909)"
08-01-2023 11:12:03.685796,"(6.0, 10.0, 9.8125)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 93.33333333333334)","(1.85, 2.06, 2.0413793103448277)","(6.0, 6.4, 6.286363636363636)","(4.6, 6.8, 6.77)","(41.0, 150.0, 140.9090909090909)"
08-01-2023 11:12:04.632285,"(6.0, 10.0, 9.75)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.928571428571427)","(41.0, 95.0, 93.23529411764706)","(1.85, 2.04, 2.038235294117647)","(6.0, 6.6, 6.2)","(4.6, 6.8, 6.772413793103448)","(41.0, 150.0, 140.9090909090909)"
08-01-2023 11:12:05.582848,"(6.0, 10.0, 9.75)","(21.0, 46.0, 41.5)","(16.0, 20.0, 18.852941176470587)","(41.0, 95.0, 93.23529411764706)","(1.85, 2.04, 2.034)","(6.0, 6.4, 6.2823529411764705)","(4.6, 6.8, 6.772413793103448)","(41.0, 150.0, 137.5)"
08-01-2023 11:12:06.540600,"(6.0, 10.0, 9.8125)","(21.0, 46.0, 40.857142857142854)","(16.0, 20.0, 18.7)","(41.0, 95.0, 93.23529411764706)","(1.85, 2.04, 2.034)","(6.0, 6.4, 6.2823529411764705)","(4.6, 6.8, 6.818978102189781)","(51.0, 150.0, 137.5)"
08-01-2023 11:12:07.509427,"(6.0, 10.0, 9.76923076923077)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.7)","(41.0, 95.0, 93.23529411764706)","(1.85, 2.04, 2.0366666666666666)","(6.0, 6.4, 6.246153846153846)","(4.6, 7.0, 6.818978102189781)","(51.0, 150.0, 137.5)"
08-01-2023 11:12:08.489576,"(6.0, 10.0, 9.76923076923077)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.7)","(41.0, 95.0, 93.23529411764706)","(1.85, 2.04, 2.0328155339805827)","(6.0, 6.4, 6.234285714285715)","(4.6, 7.0, 6.818978102189781)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:09.456802,"(6.0, 10.0, 9.76923076923077)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.7)","(41.0, 95.0, 93.125)","(1.85, 2.04, 2.025631067961165)","(6.0, 6.4, 6.234285714285715)","(4.6, 7.0, 6.841379310344827)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:10.407554,"(6.0, 10.0, 9.76923076923077)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.7)","(41.0, 95.0, 93.125)","(1.85, 2.04, 2.028695652173913)","(6.0, 6.4, 6.206666666666667)","(4.6, 7.0, 6.862686567164179)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:11.349235,"(6.0, 10.5, 9.778125000000001)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.852941176470587)","(41.0, 95.0, 93.125)","(1.85, 2.02, 2.006666666666667)","(6.0, 6.4, 6.206666666666667)","(4.6, 7.0, 6.875675675675676)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:12.334959,"(6.0, 10.0, 9.92)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 19.071428571428573)","(41.0, 95.0, 93.125)","(1.85, 2.02, 2.003823529411765)","(6.0, 6.4, 6.248275862068966)","(4.6, 7.0, 6.8525)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:13.284965,"(6.0, 10.0, 9.92)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.846153846153847)","(41.0, 95.0, 93.125)","(1.85, 2.02, 2.003823529411765)","(6.0, 6.4, 6.280851063829788)","(4.6, 7.0, 6.819847328244275)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:14.341151,"(6.0, 10.0, 9.92)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.846153846153847)","(41.0, 95.0, 93.125)","(1.85, 2.0, 1.9975757575757576)","(6.0, 6.4, 6.1617021276595745)","(4.6, 7.0, 6.819847328244275)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:15.290538,"(6.0, 10.0, 9.92)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.846153846153847)","(41.0, 95.0, 93.125)","(1.85, 2.0, 1.9996153846153846)","(6.0, 6.4, 6.1454545454545455)","(4.6, 7.0, 6.8149253731343284)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:16.239150,"(6.0, 10.0, 9.92)","(21.0, 46.0, 42.72727272727273)","(16.0, 20.0, 18.846153846153847)","(41.0, 95.0, 93.125)","(1.85, 2.0, 1.9993650793650795)","(6.0, 6.4, 6.042553191489362)","(4.6, 7.0, 6.8165413533834585)","(51.0, 150.0, 145.0)"
08-01-2023 11:12:17.190323,"(6.0, 10.0, 9.955555555555556)","(21.0, 46.0, 43.0)","(16.0, 20.0, 18.875)","(41.0, 95.0, 93.125)","(1.85, 2.02, 1.9935928143712576)","(6.0, 6.4, 6.064)","(4.6, 7.0, 6.84)","(51.0, 150.0, 145.0)"
