,Adrett,Ariana Blue,Detoron,Eternal Flame,Kaya,Khalida,New York Scandal,Real Alliance,Rubikai,Shaime,Shatusla,Your Shout Gingie
12-01-2023 18:39:30.548110,"(16.0, 22.0, 21.5)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.6338658146964855)","(19.0, 24.0, 23.081632653061224)","(19.0, 28.0, 25.821428571428573)","(21.0, 28.0, 28.714285714285715)","(18.0, 23.0, 22.37837837837838)","(101.0, 230.0, 217.5)","(6.5, 8.8, 8.64255319148936)","(2.0, 2.38, 2.3525)","(51.0, 130.0, 110.0)","(51.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:32.003544,"(16.0, 22.0, 21.5)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635913312693498)","(19.0, 24.0, 23.166666666666668)","(19.0, 26.0, 25.923076923076923)","(21.0, 29.0, 28.47826086956522)","(18.0, 23.0, 22.4025974025974)","(101.0, 230.0, 217.5)","(6.5, 8.8, 8.858064516129033)","(2.0, 2.36, 2.3780487804878048)","(51.0, 130.0, 110.0)","(51.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:33.343874,"(16.0, 22.0, 21.5)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.6338658146964855)","(19.0, 24.0, 23.081632653061224)","(19.0, 27.0, 25.676470588235293)","(21.0, 29.0, 26.285714285714285)","(18.0, 23.0, 22.417721518987342)","(101.0, 230.0, 217.5)","(6.5, 9.0, 8.925)","(2.0, 2.38, 2.368910891089109)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:34.700214,"(16.0, 22.0, 21.5)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.6338658146964855)","(19.0, 24.0, 23.081632653061224)","(19.0, 26.0, 25.676470588235293)","(21.0, 27.0, 26.195121951219512)","(18.0, 23.0, 22.417721518987342)","(101.0, 230.0, 217.5)","(6.5, 9.0, 8.925)","(2.0, 2.38, 2.368910891089109)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:36.128753,"(16.0, 22.0, 21.482758620689655)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635913312693498)","(19.0, 24.0, 23.081632653061224)","(19.0, 26.0, 25.676470588235293)","(21.0, 27.0, 26.6)","(18.0, 23.0, 21.721311475409838)","(101.0, 230.0, 217.5)","(6.5, 9.0, 8.925)","(2.0, 2.38, 2.368910891089109)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:37.557953,"(16.0, 22.0, 21.5)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635913312693498)","(19.0, 24.0, 23.081632653061224)","(19.0, 26.0, 25.476190476190474)","(21.0, 27.0, 26.9)","(18.0, 22.0, 21.70689655172414)","(101.0, 230.0, 217.5)","(6.5, 9.0, 8.925)","(2.0, 2.38, 2.3743529411764706)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:38.957746,"(16.0, 22.0, 21.482758620689655)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635913312693498)","(19.0, 24.0, 23.081632653061224)","(19.0, 26.0, 25.37037037037037)","(21.0, 27.0, 26.857142857142858)","(18.0, 22.0, 21.742424242424242)","(101.0, 230.0, 217.5)","(6.5, 9.0, 8.925)","(2.0, 2.38, 2.369795918367347)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:40.347581,"(16.0, 22.0, 21.482758620689655)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.638392857142857)","(19.0, 24.0, 23.224137931034484)","(19.0, 26.0, 24.428571428571427)","(21.0, 27.0, 26.88888888888889)","(18.0, 22.0, 21.75)","(101.0, 230.0, 217.5)","(6.5, 9.0, 8.27953216374269)","(2.0, 2.38, 2.373333333333333)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:41.797279,"(16.0, 22.0, 22.416666666666668)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635913312693498)","(19.0, 24.0, 23.416666666666668)","(19.0, 25.0, 23.941176470588236)","(21.0, 27.0, 27.81818181818182)","(18.0, 22.0, 21.77777777777778)","(101.0, 230.0, 217.5)","(6.5, 8.4, 8.24189189189189)","(2.0, 2.38, 2.376086956521739)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:43.242945,"(16.0, 23.0, 22.58823529411765)","(31.0, 75.0, 67.22222222222223)","(4.4, 4.7, 4.607174887892376)","(19.0, 24.0, 23.416666666666668)","(19.0, 25.0, 23.941176470588236)","(21.0, 28.0, 26.75)","(18.0, 22.0, 21.681818181818183)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.239097744360901)","(2.0, 2.4, 2.3785)","(51.0, 130.0, 110.0)","(51.0, 90.0, 83.75)"
12-01-2023 18:39:44.642607,"(16.0, 24.0, 22.714285714285715)","(31.0, 75.0, 65.52631578947368)","(4.4, 4.7, 4.607174887892376)","(19.0, 24.0, 23.416666666666668)","(19.0, 25.0, 23.941176470588236)","(21.0, 28.0, 26.75)","(18.0, 22.0, 21.681818181818183)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.239097744360901)","(2.0, 2.4, 2.3856666666666664)","(51.0, 130.0, 110.0)","(51.0, 90.0, 85.45454545454545)"
12-01-2023 18:39:46.045015,"(16.0, 24.0, 22.714285714285715)","(31.0, 75.0, 65.52631578947368)","(4.4, 4.7, 4.617557251908397)","(19.0, 24.0, 24.0)","(19.0, 25.0, 24.142857142857142)","(21.0, 28.0, 27.333333333333332)","(18.0, 22.0, 21.681818181818183)","(101.0, 230.0, 220.0)","(6.5, 8.4, 8.239097744360901)","(2.0, 2.4, 2.3969072164948453)","(51.0, 130.0, 110.0)","(51.0, 90.0, 82.5)"
12-01-2023 18:39:47.525856,"(16.0, 24.0, 23.363636363636363)","(31.0, 75.0, 70.5)","(4.4, 4.7, 4.625)","(19.0, 25.0, 23.727272727272727)","(19.0, 25.0, 24.0)","(21.0, 29.0, 27.75)","(18.0, 22.0, 21.5531914893617)","(101.0, 230.0, 220.0)","(6.5, 8.4, 8.49375)","(2.0, 2.4, 2.349032258064516)","(51.0, 130.0, 110.0)","(51.0, 85.0, 82.5)"
12-01-2023 18:39:48.908885,"(16.0, 24.0, 23.785714285714285)","(31.0, 75.0, 66.0)","(4.4, 4.7, 4.627368421052632)","(19.0, 25.0, 23.8)","(19.0, 25.0, 23.75)","(21.0, 29.0, 28.09090909090909)","(18.0, 22.0, 21.5531914893617)","(101.0, 230.0, 220.0)","(6.5, 8.6, 8.578313253012048)","(2.0, 2.36, 2.34304)","(51.0, 130.0, 110.0)","(51.0, 85.0, 82.5)"
12-01-2023 18:39:50.307069,"(16.0, 24.0, 23.785714285714285)","(31.0, 75.0, 68.07692307692308)","(4.4, 4.7, 4.627368421052632)","(19.0, 25.0, 23.8)","(19.0, 25.0, 23.571428571428573)","(21.0, 29.0, 28.09090909090909)","(18.0, 22.0, 21.533333333333335)","(101.0, 230.0, 220.0)","(6.5, 8.8, 8.638095238095238)","(2.0, 2.36, 2.3449999999999998)","(51.0, 130.0, 110.0)","(51.0, 85.0, 82.5)"
12-01-2023 18:39:51.707092,"(16.0, 24.0, 23.785714285714285)","(31.0, 75.0, 68.07692307692308)","(4.4, 4.7, 4.627368421052632)","(19.0, 25.0, 23.727272727272727)","(19.0, 25.0, 23.571428571428573)","(21.0, 29.0, 28.105263157894736)","(18.0, 22.0, 21.489795918367346)","(101.0, 230.0, 218.46153846153845)","(6.5, 8.8, 8.680701754385964)","(2.0, 2.36, 2.3449999999999998)","(51.0, 130.0, 110.0)","(51.0, 85.0, 82.5)"
12-01-2023 18:39:53.159380,"(16.0, 24.0, 23.428571428571427)","(31.0, 75.0, 66.0)","(4.2, 4.7, 4.623616236162361)","(19.0, 25.0, 23.727272727272727)","(18.0, 25.0, 23.571428571428573)","(21.0, 30.0, 28.09090909090909)","(18.0, 22.0, 21.48)","(101.0, 230.0, 218.46153846153845)","(6.5, 8.8, 8.557377049180328)","(2.05, 2.36, 2.333157894736842)","(51.0, 130.0, 110.0)","(51.0, 85.0, 82.5)"
12-01-2023 18:39:54.655617,"(16.0, 25.0, 23.833333333333332)","(31.0, 75.0, 67.5)","(4.2, 4.7, 4.624727272727273)","(19.0, 25.0, 23.8)","(18.0, 25.0, 24.0625)","(21.0, 30.0, 28.105263157894736)","(18.0, 22.0, 21.5)","(101.0, 230.0, 218.46153846153845)","(6.5, 8.8, 8.61951219512195)","(2.05, 2.34, 2.333157894736842)","(51.0, 130.0, 110.0)","(51.0, 85.0, 82.5)"
12-01-2023 18:39:56.204618,"(16.0, 25.0, 23.90909090909091)","(31.0, 75.0, 66.0)","(4.2, 4.7, 4.629349736379613)","(18.0, 25.0, 23.829268292682926)","(18.0, 25.0, 24.0625)","(21.0, 30.0, 29.066666666666666)","(17.0, 22.0, 21.5)","(101.0, 230.0, 218.46153846153845)","(6.5, 8.8, 8.679069767441861)","(2.1, 2.34, 2.313913043478261)","(51.0, 130.0, 110.0)","(41.0, 85.0, 82.5)"
12-01-2023 18:39:57.643503,"(16.0, 24.0, 23.857142857142858)","(31.0, 75.0, 66.0)","(4.2, 4.7, 4.627173913043478)","(18.0, 25.0, 23.956521739130434)","(18.0, 25.0, 24.0625)","(21.0, 30.0, 29.166666666666668)","(17.0, 22.0, 21.632653061224488)","(101.0, 230.0, 220.0)","(6.5, 8.8, 8.970491803278689)","(2.1, 2.32, 2.282925170068027)","(51.0, 130.0, 110.0)","(41.0, 85.0, 82.5)"
12-01-2023 18:39:59.193586,"(16.0, 25.0, 23.42105263157895)","(31.0, 75.0, 68.57142857142857)","(4.2, 4.7, 4.627173913043478)","(18.0, 25.0, 23.956521739130434)","(18.0, 25.0, 24.0625)","(21.0, 30.0, 29.615384615384617)","(17.0, 22.0, 21.017241379310345)","(101.0, 230.0, 220.0)","(6.5, 9.2, 8.970491803278689)","(2.1, 2.3, 2.2827388535031847)","(51.0, 130.0, 110.0)","(41.0, 85.0, 79.375)"
12-01-2023 18:40:00.639992,"(16.0, 25.0, 23.42105263157895)","(31.0, 75.0, 68.57142857142857)","(4.2, 4.7, 4.627173913043478)","(18.0, 25.0, 23.956521739130434)","(18.0, 25.0, 24.0625)","(21.0, 30.0, 29.615384615384617)","(17.0, 22.0, 20.772727272727273)","(101.0, 230.0, 220.0)","(6.5, 9.2, 8.989090909090908)","(2.1, 2.3, 2.2704935064935063)","(51.0, 130.0, 110.0)","(41.0, 85.0, 79.375)"
12-01-2023 18:40:02.129175,"(16.0, 25.0, 23.42105263157895)","(31.0, 75.0, 68.57142857142857)","(4.2, 4.7, 4.628469750889679)","(18.0, 25.0, 24.357142857142858)","(18.0, 25.0, 24.51851851851852)","(21.0, 30.0, 29.733333333333334)","(17.0, 21.0, 20.761904761904763)","(101.0, 230.0, 220.0)","(6.5, 9.2, 9.262745098039215)","(2.1, 2.3, 2.271864406779661)","(51.0, 130.0, 110.0)","(41.0, 85.0, 79.375)"
12-01-2023 18:40:03.562333,"(16.0, 25.0, 23.333333333333332)","(31.0, 75.0, 68.57142857142857)","(4.2, 4.7, 4.6255183413078145)","(18.0, 25.0, 24.13157894736842)","(18.0, 26.0, 24.583333333333332)","(21.0, 30.0, 31.257142857142856)","(17.0, 21.0, 21.454545454545453)","(101.0, 230.0, 220.0)","(6.5, 9.4, 9.272727272727272)","(2.1, 2.28, 2.2623931623931623)","(51.0, 130.0, 110.0)","(41.0, 85.0, 81.25)"
12-01-2023 18:40:05.079089,"(16.0, 25.0, 24.1)","(31.0, 75.0, 71.66666666666667)","(4.2, 4.7, 4.623692810457516)","(18.0, 25.0, 23.585858585858585)","(18.0, 26.0, 24.583333333333332)","(21.0, 32.0, 31.7)","(17.0, 22.0, 21.74418604651163)","(101.0, 230.0, 220.0)","(6.5, 9.4, 9.262745098039215)","(2.1, 2.28, 2.2446385542168676)","(51.0, 130.0, 110.0)","(41.0, 85.0, 81.875)"
12-01-2023 18:40:06.572252,"(16.0, 26.0, 24.9)","(31.0, 75.0, 71.66666666666667)","(4.2, 4.7, 4.6297744360902255)","(18.0, 25.0, 24.02777777777778)","(18.0, 26.0, 25.0)","(21.0, 32.0, 32.36)","(17.0, 22.0, 21.76086956521739)","(101.0, 230.0, 214.0)","(6.5, 9.4, 9.296)","(2.1, 2.26, 2.2300649350649353)","(51.0, 130.0, 115.0)","(41.0, 85.0, 81.875)"
12-01-2023 18:40:08.042648,"(16.0, 24.0, 23.307692307692307)","(31.0, 75.0, 71.66666666666667)","(4.2, 4.7, 4.624798711755234)","(18.0, 25.0, 23.585858585858585)","(18.0, 26.0, 24.608695652173914)","(21.0, 34.0, 32.291666666666664)","(17.0, 22.0, 20.97872340425532)","(101.0, 230.0, 210.76923076923077)","(6.5, 9.4, 9.66)","(2.1, 2.24, 2.2516666666666665)","(51.0, 130.0, 110.0)","(41.0, 85.0, 82.5)"
12-01-2023 18:40:09.488464,"(16.0, 24.0, 25.142857142857142)","(31.0, 75.0, 75.0)","(4.2, 4.7, 4.616141732283464)","(18.0, 25.0, 23.743589743589745)","(18.0, 26.0, 25.75)","(21.0, 34.0, 31.565217391304348)","(17.0, 22.0, 21.65)","(101.0, 220.0, 211.0)","(6.5, 9.8, 8.6)","(2.1, 2.26, 2.2745454545454544)","(51.0, 130.0, 113.33333333333333)","(41.0, 90.0, 83.0)"
12-01-2023 18:40:10.928810,"(16.0, 26.0, 25.142857142857142)","(31.0, 80.0, 77.5)","(4.2, 4.7, 4.741573033707865)","(18.0, 25.0, 23.873563218390803)","(18.0, 26.0, 25.692307692307693)","(21.0, 34.0, 32.25)","(17.0, 22.0, 21.46875)","(101.0, 220.0, 211.0)","(6.5, 9.4, 8.208)","(2.1, 2.28, 2.2918840579710142)","(51.0, 140.0, 123.33333333333333)","(41.0, 90.0, 83.0)"
12-01-2023 18:40:12.667636,"(16.0, 26.0, 25.555555555555557)","(31.0, 80.0, 77.5)","(4.2, 4.8, 4.741573033707865)","(18.0, 25.0, 23.873563218390803)","(18.0, 26.0, 25.692307692307693)","(21.0, 34.0, 31.511111111111113)","(17.0, 22.0, 21.45945945945946)","(101.0, 220.0, 211.0)","(6.5, 8.4, 8.168)","(2.1, 2.3, 2.2932258064516127)","(51.0, 140.0, 129.0909090909091)","(41.0, 90.0, 83.0)"
12-01-2023 18:40:14.405928,"(16.0, 26.0, 26.25)","(31.0, 80.0, 77.5)","(4.2, 4.8, 4.741573033707865)","(18.0, 25.0, 23.873563218390803)","(18.0, 26.0, 25.692307692307693)","(21.0, 34.0, 31.387755102040817)","(17.0, 22.0, 21.5)","(101.0, 220.0, 211.42857142857142)","(6.5, 8.2, 8.13125)","(2.1, 2.32, 2.304358974358974)","(51.0, 140.0, 120.0)","(41.0, 90.0, 82.72727272727273)"
12-01-2023 18:40:16.059660,"(16.0, 27.0, 24.333333333333332)","(31.0, 80.0, 75.71428571428571)","(4.2, 4.8, 4.741573033707865)","(18.0, 25.0, 23.873563218390803)","(18.0, 26.0, 25.692307692307693)","(21.0, 34.0, 31.333333333333332)","(17.0, 22.0, 21.5)","(101.0, 220.0, 211.42857142857142)","(6.5, 8.2, 8.0875)","(2.1, 2.32, 2.3055421686746986)","(51.0, 140.0, 120.0)","(41.0, 90.0, 82.72727272727273)"
12-01-2023 18:40:17.839122,"(16.0, 25.0, 20.041666666666668)","(31.0, 90.0, 81.11111111111111)","(4.2, 4.8, 4.742541436464088)","(18.0, 25.0, 24.081632653061224)","(18.0, 26.0, 25.0)","(21.0, 34.0, 32.24242424242424)","(17.0, 22.0, 21.375)","(101.0, 220.0, 211.42857142857142)","(6.5, 8.2, 8.118518518518519)","(2.1, 2.32, 2.3183098591549296)","(51.0, 140.0, 119.23076923076923)","(41.0, 90.0, 82.72727272727273)"
12-01-2023 18:40:19.380174,"(16.0, 21.0, 19.86111111111111)","(31.0, 90.0, 76.66666666666667)","(4.2, 4.8, 4.722560975609756)","(18.0, 25.0, 23.91566265060241)","(18.0, 27.0, 24.89189189189189)","(21.0, 34.0, 31.42222222222222)","(17.0, 22.0, 21.285714285714285)","(101.0, 220.0, 211.42857142857142)","(6.5, 8.2, 8.08)","(2.1, 2.32, 2.3426562499999997)","(51.0, 140.0, 119.23076923076923)","(41.0, 90.0, 82.72727272727273)"
12-01-2023 18:40:20.903990,"(16.0, 20.0, 19.86111111111111)","(31.0, 90.0, 86.0)","(4.2, 4.8, 4.789908256880734)","(18.0, 25.0, 24.75)","(18.0, 27.0, 26.227272727272727)","(21.0, 34.0, 32.774193548387096)","(17.0, 22.0, 21.944444444444443)","(101.0, 220.0, 260.0)","(6.5, 8.2, 8.77142857142857)","(2.1, 2.36, 2.3541463414634145)","(51.0, 140.0, 124.54545454545455)","(41.0, 90.0, 85.45454545454545)"
12-01-2023 18:40:22.413175,"(16.0, 20.0, 16.333333333333332)","(31.0, 110.0, 86.66666666666667)","(4.2, 4.9, 4.834420289855072)","(18.0, 26.0, 26.289473684210527)","(18.0, 28.0, 28.88888888888889)","(21.0, 38.0, 33.37931034482759)","(17.0, 25.0, 20.285714285714285)","(101.0, 310.0, 282.0)","(6.5, 9.2, 8.76)","(2.1, 2.36, 2.2848888888888887)","(51.0, 150.0, 126.66666666666667)","(41.0, 100.0, 87.5)"
12-01-2023 18:40:23.909000,"(16.0, 17.0, 18.27777777777778)","(31.0, 100.0, 88.0)","(4.2, 4.9, 4.850450450450451)","(18.0, 27.0, 26.333333333333332)","(18.0, 30.0, 29.90909090909091)","(21.0, 36.0, 33.09803921568628)","(17.0, 21.0, 19.428571428571427)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.8, 8.747368421052633)","(2.1, 2.3, 2.25)","(51.0, 150.0, 126.66666666666667)","(41.0, 100.0, 90.35714285714286)"
12-01-2023 18:40:25.359833,"(16.0, 18.5, 18.27777777777778)","(31.0, 100.0, 88.0)","(4.2, 4.9, 4.845161290322581)","(18.0, 27.0, 26.54054054054054)","(18.0, 32.0, 30.294117647058822)","(21.0, 36.0, 34.0625)","(17.0, 19.5, 19.142857142857142)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.8, 8.70625)","(2.1, 2.26, 2.2448)","(51.0, 150.0, 127.5)","(41.0, 100.0, 88.75)"
12-01-2023 18:40:26.832955,"(16.0, 19.0, 18.467741935483872)","(31.0, 100.0, 85.0)","(4.2, 4.9, 4.86318407960199)","(18.0, 27.0, 25.216666666666665)","(18.0, 32.0, 30.3125)","(21.0, 36.0, 34.0625)","(17.0, 20.0, 19.555555555555557)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.8, 8.185915492957747)","(2.1, 2.28, 2.265668016194332)","(51.0, 150.0, 132.0)","(41.0, 100.0, 86.66666666666667)"
12-01-2023 18:40:28.317775,"(16.0, 19.0, 18.56451612903226)","(31.0, 100.0, 85.0)","(4.2, 4.9, 4.916473988439306)","(18.0, 26.0, 25.160714285714285)","(18.0, 32.0, 30.363636363636363)","(21.0, 36.0, 34.06666666666667)","(17.0, 20.0, 19.325301204819276)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.4, 8.217021276595744)","(2.1, 2.28, 2.2433846153846155)","(51.0, 150.0, 132.0)","(41.0, 100.0, 91.25)"
12-01-2023 18:40:29.959699,"(16.0, 19.5, 18.728571428571428)","(31.0, 100.0, 85.0)","(4.2, 5.0, 4.913367609254499)","(18.0, 26.0, 25.160714285714285)","(18.0, 32.0, 30.363636363636363)","(21.0, 36.0, 34.05555555555556)","(17.0, 20.0, 19.325301204819276)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.4, 8.037037037037036)","(2.1, 2.26, 2.249811320754717)","(51.0, 150.0, 132.0)","(41.0, 95.0, 91.25)"
12-01-2023 18:40:31.568921,"(16.0, 19.5, 19.61111111111111)","(31.0, 100.0, 85.0)","(4.2, 5.0, 4.914467005076142)","(18.0, 26.0, 25.160714285714285)","(18.0, 32.0, 30.47887323943662)","(21.0, 36.0, 34.05555555555556)","(17.0, 20.0, 19.254901960784313)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.2, 8.105454545454545)","(2.1, 2.26, 2.2505263157894735)","(51.0, 150.0, 132.0)","(41.0, 95.0, 91.53846153846153)"
12-01-2023 18:40:33.167835,"(16.0, 20.0, 19.61111111111111)","(31.0, 100.0, 86.5)","(4.2, 5.0, 4.914652956298201)","(18.0, 26.0, 25.196581196581196)","(18.0, 32.0, 30.57894736842105)","(21.0, 36.0, 34.05555555555556)","(17.0, 19.5, 20.8)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.2, 8.075409836065573)","(2.1, 2.26, 2.244126984126984)","(51.0, 150.0, 132.0)","(41.0, 95.0, 91.53846153846153)"
12-01-2023 18:40:34.819663,"(16.0, 20.0, 19.714285714285715)","(31.0, 100.0, 86.875)","(4.2, 5.0, 4.92085201793722)","(18.0, 26.0, 25.333333333333332)","(18.0, 32.0, 30.586666666666666)","(21.0, 36.0, 34.05555555555556)","(17.0, 21.0, 21.12)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.2, 7.957446808510638)","(2.1, 2.26, 2.237818181818182)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:36.386943,"(15.0, 21.0, 20.129032258064516)","(31.0, 100.0, 86.36363636363636)","(4.2, 5.0, 4.912311557788945)","(18.0, 26.0, 25.333333333333332)","(18.0, 32.0, 30.56756756756757)","(21.0, 36.0, 34.05555555555556)","(17.0, 22.0, 21.2)","(101.0, 300.0, 246.66666666666666)","(6.5, 8.0, 7.701515151515151)","(2.1, 2.24, 2.247326732673267)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:37.930958,"(15.0, 21.0, 20.129032258064516)","(31.0, 100.0, 86.36363636363636)","(4.2, 5.0, 4.912311557788945)","(18.0, 26.0, 25.333333333333332)","(18.0, 32.0, 30.658227848101266)","(21.0, 36.0, 32.76923076923077)","(17.0, 22.0, 21.547826086956523)","(101.0, 300.0, 246.66666666666666)","(6.5, 7.8, 7.691666666666666)","(2.1, 2.26, 2.254117647058824)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:39.530684,"(15.0, 21.0, 20.129032258064516)","(31.0, 100.0, 97.35294117647058)","(4.2, 5.0, 4.912311557788945)","(18.0, 26.0, 25.333333333333332)","(18.0, 32.0, 30.56)","(21.0, 34.0, 32.608695652173914)","(17.0, 22.0, 21.53153153153153)","(101.0, 300.0, 226.0)","(6.5, 7.8, 7.691666666666666)","(2.1, 2.28, 2.2664039408866996)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:41.084346,"(15.0, 21.0, 20.129032258064516)","(31.0, 100.0, 89.0)","(4.2, 5.0, 4.912311557788945)","(18.0, 26.0, 25.333333333333332)","(18.0, 32.0, 30.56)","(21.0, 34.0, 32.56)","(17.0, 22.0, 21.40909090909091)","(101.0, 250.0, 226.0)","(6.5, 7.8, 7.495652173913044)","(2.1, 2.28, 2.281428571428571)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:42.643308,"(15.0, 21.0, 20.129032258064516)","(31.0, 90.0, 89.0)","(4.2, 5.0, 4.9287755102040816)","(18.0, 26.0, 25.333333333333332)","(18.0, 32.0, 30.526315789473685)","(21.0, 34.0, 32.3448275862069)","(17.0, 22.0, 21.40909090909091)","(101.0, 250.0, 226.0)","(6.5, 7.6, 7.329824561403509)","(2.1, 2.3, 2.2988)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:44.160606,"(15.0, 21.0, 20.12280701754386)","(31.0, 90.0, 89.0)","(4.2, 5.0, 4.927858627858628)","(18.0, 26.0, 24.71794871794872)","(18.0, 32.0, 30.5)","(21.0, 34.0, 32.645161290322584)","(17.0, 22.0, 21.415730337078653)","(101.0, 250.0, 226.0)","(6.5, 7.4, 7.1842696629213485)","(2.1, 2.3, 2.315)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:45.714315,"(15.0, 21.0, 19.625)","(31.0, 90.0, 89.0)","(4.2, 5.0, 4.927637130801688)","(18.0, 25.0, 24.761904761904763)","(18.0, 32.0, 30.5)","(21.0, 34.0, 32.611111111111114)","(17.0, 22.0, 21.40909090909091)","(101.0, 250.0, 226.0)","(6.5, 7.2, 7.183132530120482)","(2.1, 2.32, 2.3234567901234566)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:47.233651,"(15.0, 20.0, 19.5875)","(31.0, 90.0, 89.16666666666667)","(4.2, 5.0, 4.9281115879828326)","(18.0, 25.0, 24.821428571428573)","(18.0, 32.0, 30.493506493506494)","(21.0, 34.0, 32.5)","(17.0, 22.0, 21.40909090909091)","(101.0, 250.0, 226.0)","(6.5, 7.2, 7.186538461538461)","(2.1, 2.34, 2.339285714285714)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:48.831816,"(15.0, 20.0, 19.5)","(31.0, 90.0, 98.57142857142857)","(4.2, 5.0, 4.926373626373627)","(18.0, 25.0, 24.821428571428573)","(18.0, 32.0, 30.493506493506494)","(21.0, 34.0, 32.45)","(17.0, 22.0, 21.40909090909091)","(101.0, 250.0, 226.0)","(6.5, 7.2, 7.152212389380531)","(2.1, 2.34, 2.344812030075188)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:50.412879,"(15.0, 19.5, 19.27906976744186)","(31.0, 100.0, 98.57142857142857)","(4.2, 5.0, 4.926373626373627)","(18.0, 25.0, 24.310344827586206)","(18.0, 32.0, 30.493506493506494)","(21.0, 34.0, 32.36842105263158)","(17.0, 22.0, 21.03448275862069)","(101.0, 250.0, 226.0)","(6.5, 7.2, 7.141935483870967)","(2.1, 2.36, 2.344812030075188)","(51.0, 150.0, 132.0)","(41.0, 95.0, 92.5)"
12-01-2023 18:40:51.941201,"(15.0, 19.5, 18.568181818181817)","(31.0, 100.0, 98.57142857142857)","(4.2, 5.0, 4.928767123287671)","(18.0, 25.0, 23.29230769230769)","(18.0, 32.0, 30.493506493506494)","(21.0, 34.0, 32.46153846153846)","(17.0, 22.0, 21.225806451612904)","(101.0, 250.0, 226.0)","(6.5, 7.2, 7.053521126760564)","(2.1, 2.36, 2.345076923076923)","(51.0, 150.0, 132.0)","(41.0, 95.0, 90.625)"
12-01-2023 18:40:53.477100,"(15.0, 19.0, 18.568181818181817)","(31.0, 100.0, 97.5)","(4.2, 5.0, 4.993464052287582)","(18.0, 24.0, 23.29230769230769)","(18.0, 32.0, 30.493506493506494)","(21.0, 34.0, 31.3953488372093)","(17.0, 22.0, 21.225806451612904)","(101.0, 250.0, 226.0)","(6.5, 7.2, 7.064935064935065)","(2.1, 2.36, 2.3502654867256636)","(51.0, 150.0, 140.0)","(41.0, 95.0, 90.625)"
12-01-2023 18:40:55.075432,"(15.0, 18.5, 18.321428571428573)","(31.0, 100.0, 96.66666666666667)","(4.2, 5.0, 5.084057971014492)","(18.0, 24.0, 23.3768115942029)","(18.0, 32.0, 30.493506493506494)","(21.0, 34.0, 31.52)","(17.0, 22.0, 21.428571428571427)","(101.0, 250.0, 226.0)","(6.5, 7.2, 6.9581395348837205)","(2.1, 2.36, 2.349913043478261)","(51.0, 150.0, 140.0)","(41.0, 95.0, 90.625)"
