,Adrett,Ariana Blue,Detoron,Eternal Flame,Kaya,Khalida,New York Scandal,Real Alliance,Rubikai,Shaime,Shatusla,Your Shout Gingie
12-01-2023 18:36:45.989413,"(13.0, 23.0, 22.571428571428573)","(21.0, 55.0, 53.45454545454545)","(4.2, 4.6, 4.478666666666666)","(20.0, 27.0, 26.647058823529413)","(16.0, 32.0, 32.758620689655174)","(19.0, 30.0, 29.857142857142858)","(16.0, 27.0, 25.523076923076925)","(91.0, 220.0, 202.0)","(6.0, 9.6, 9.45)","(2.3, 2.24, 2.22016051364366)","(31.0, 110.0, 95.0)","(31.0, 80.0, 76.36363636363636)"
12-01-2023 18:36:47.739534,"(13.0, 23.0, 22.571428571428573)","(21.0, 60.0, 57.23076923076923)","(4.2, 4.5, 4.548484848484848)","(20.0, 27.0, 26.564102564102566)","(16.0, 34.0, 33.285714285714285)","(19.0, 32.0, 30.083333333333332)","(16.0, 27.0, 25.507936507936506)","(91.0, 220.0, 202.0)","(6.0, 9.6, 9.458823529411765)","(2.3, 2.24, 2.183026706231454)","(31.0, 110.0, 85.0)","(31.0, 80.0, 76.5)"
12-01-2023 18:36:49.468202,"(13.0, 23.0, 22.583333333333332)","(21.0, 60.0, 57.23076923076923)","(4.2, 4.6, 4.608426966292135)","(20.0, 28.0, 26.681818181818183)","(16.0, 34.0, 33.07692307692308)","(19.0, 32.0, 30.11627906976744)","(16.0, 27.0, 25.507936507936506)","(91.0, 220.0, 202.85714285714286)","(6.0, 9.6, 9.415384615384616)","(2.3, 2.2, 2.18208778173191)","(31.0, 110.0, 86.66666666666667)","(31.0, 80.0, 76.5)"
12-01-2023 18:36:51.345582,"(13.0, 23.0, 22.615384615384617)","(21.0, 60.0, 58.0)","(4.2, 4.7, 4.632981530343008)","(20.0, 27.0, 26.789473684210527)","(16.0, 34.0, 33.333333333333336)","(19.0, 32.0, 30.275862068965516)","(16.0, 27.0, 26.29787234042553)","(91.0, 220.0, 202.85714285714286)","(6.0, 9.6, 9.641666666666667)","(2.3, 2.2, 2.160714285714286)","(31.0, 100.0, 83.33333333333333)","(31.0, 80.0, 76.66666666666667)"
12-01-2023 18:36:53.123009,"(13.0, 23.0, 23.04)","(21.0, 60.0, 53.833333333333336)","(4.2, 4.7, 4.656122448979592)","(19.0, 27.0, 26.681818181818183)","(16.0, 34.0, 34.588235294117645)","(19.0, 32.0, 30.333333333333332)","(16.0, 27.0, 26.36)","(91.0, 220.0, 203.84615384615384)","(6.0, 9.8, 9.725925925925926)","(2.3, 2.18, 2.157709923664122)","(31.0, 100.0, 86.66666666666667)","(31.0, 85.0, 82.5)"
12-01-2023 18:36:54.961224,"(13.0, 24.0, 23.076923076923077)","(21.0, 55.0, 53.833333333333336)","(4.2, 4.7, 4.659782608695652)","(19.0, 27.0, 24.71875)","(16.0, 36.0, 34.6)","(19.0, 32.0, 30.285714285714285)","(16.0, 27.0, 25.181818181818183)","(91.0, 220.0, 205.0)","(6.0, 9.8, 9.5375)","(2.3, 2.2, 2.1856880733944957)","(31.0, 100.0, 97.33333333333333)","(31.0, 90.0, 85.0)"
12-01-2023 18:36:56.830573,"(13.0, 24.0, 23.076923076923077)","(21.0, 55.0, 51.666666666666664)","(4.2, 4.7, 4.58695652173913)","(19.0, 25.0, 24.714285714285715)","(16.0, 36.0, 35.142857142857146)","(19.0, 32.0, 30.153846153846153)","(16.0, 26.0, 24.34090909090909)","(91.0, 220.0, 205.0)","(6.0, 9.6, 9.344)","(2.3, 2.2, 2.2281951219512197)","(31.0, 110.0, 106.84210526315789)","(31.0, 90.0, 81.92307692307692)"
12-01-2023 18:36:58.527660,"(13.0, 24.0, 21.833333333333332)","(21.0, 55.0, 50.88235294117647)","(4.2, 4.6, 4.732258064516129)","(19.0, 25.0, 23.881889763779526)","(16.0, 36.0, 35.142857142857146)","(19.0, 32.0, 30.285714285714285)","(16.0, 26.0, 24.5)","(91.0, 220.0, 205.0)","(6.0, 9.4, 9.3625)","(2.3, 2.26, 2.248689655172414)","(31.0, 110.0, 102.17391304347827)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:00.287057,"(13.0, 22.0, 21.357142857142858)","(21.0, 65.0, 50.78947368421053)","(4.2, 4.8, 4.868333333333334)","(19.0, 24.0, 23.484848484848484)","(16.0, 36.0, 35.07692307692308)","(19.0, 32.0, 30.054054054054053)","(16.0, 25.0, 23.642857142857142)","(91.0, 220.0, 205.0)","(6.0, 9.4, 9.125925925925925)","(2.3, 2.26, 2.2537499999999997)","(31.0, 110.0, 102.17391304347827)","(31.0, 85.0, 78.33333333333333)"
12-01-2023 18:37:02.018951,"(13.0, 23.0, 22.035714285714285)","(21.0, 65.0, 50.78947368421053)","(4.2, 4.9, 4.858441558441559)","(19.0, 24.0, 22.79310344827586)","(16.0, 36.0, 35.07692307692308)","(19.0, 32.0, 30.0)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 205.0)","(6.0, 9.2, 9.057142857142857)","(2.3, 2.26, 2.2406)","(31.0, 110.0, 102.17391304347827)","(31.0, 85.0, 81.0)"
12-01-2023 18:37:03.652828,"(13.0, 23.0, 22.035714285714285)","(21.0, 65.0, 50.78947368421053)","(4.2, 4.9, 4.924285714285714)","(19.0, 23.0, 22.246376811594203)","(16.0, 36.0, 35.142857142857146)","(19.0, 32.0, 30.22222222222222)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 204.0)","(6.0, 9.2, 9.047058823529412)","(2.3, 2.26, 2.230292397660819)","(31.0, 110.0, 102.17391304347827)","(31.0, 85.0, 81.0)"
12-01-2023 18:37:05.394293,"(13.0, 23.0, 22.125)","(21.0, 65.0, 53.75)","(4.2, 5.0, 4.912962962962963)","(19.0, 23.0, 22.237762237762237)","(16.0, 36.0, 35.142857142857146)","(19.0, 32.0, 30.08)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 204.0)","(6.0, 9.2, 9.047058823529412)","(2.3, 2.24, 2.2565581395348837)","(31.0, 110.0, 102.17391304347827)","(31.0, 85.0, 78.33333333333333)"
12-01-2023 18:37:07.024629,"(13.0, 23.0, 21.857142857142858)","(21.0, 65.0, 53.75)","(4.2, 5.0, 4.912962962962963)","(19.0, 23.0, 21.825581395348838)","(16.0, 36.0, 35.142857142857146)","(19.0, 32.0, 29.833333333333332)","(16.0, 24.0, 23.565217391304348)","(91.0, 220.0, 204.0)","(6.0, 9.2, 8.76969696969697)","(2.25, 2.26, 2.248467153284672)","(31.0, 110.0, 102.17391304347827)","(31.0, 85.0, 77.85714285714286)"
12-01-2023 18:37:09.010913,"(13.0, 22.0, 21.857142857142858)","(21.0, 65.0, 53.75)","(4.2, 5.0, 4.941509433962264)","(19.0, 22.0, 21.831460674157302)","(16.0, 36.0, 34.888888888888886)","(19.0, 30.0, 29.833333333333332)","(16.0, 24.0, 23.583333333333332)","(91.0, 220.0, 204.0)","(6.0, 8.8, 8.771428571428572)","(2.25, 2.28, 2.2453846153846153)","(31.0, 110.0, 97.5)","(31.0, 85.0, 77.85714285714286)"
12-01-2023 18:37:10.753836,"(13.0, 22.0, 21.8)","(21.0, 65.0, 53.75)","(4.2, 5.0, 5.017857142857142)","(19.0, 22.0, 21.694915254237287)","(16.0, 36.0, 34.63636363636363)","(19.0, 30.0, 29.77777777777778)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 206.15384615384616)","(6.0, 8.8, 8.776190476190477)","(2.25, 2.26, 2.2535593220338983)","(31.0, 95.0, 93.33333333333333)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:12.619225,"(13.0, 22.0, 21.8)","(21.0, 65.0, 55.357142857142854)","(4.2, 5.1, 5.043103448275862)","(19.0, 22.0, 21.710526315789473)","(16.0, 36.0, 34.63636363636363)","(19.0, 30.0, 27.5)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 206.15384615384616)","(6.0, 8.8, 8.734545454545454)","(2.25, 2.26, 2.2546666666666666)","(31.0, 95.0, 94.16666666666667)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:14.353199,"(13.0, 22.0, 21.727272727272727)","(21.0, 65.0, 55.357142857142854)","(4.2, 5.1, 5.110588235294117)","(19.0, 22.0, 21.710526315789473)","(16.0, 36.0, 34.63636363636363)","(19.0, 28.0, 26.7)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 206.15384615384616)","(6.0, 8.8, 8.564)","(2.25, 2.28, 2.2648175182481753)","(31.0, 95.0, 94.16666666666667)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:16.214779,"(13.0, 22.0, 21.153846153846153)","(21.0, 65.0, 55.357142857142854)","(4.2, 5.2, 5.10379746835443)","(19.0, 22.0, 21.608695652173914)","(16.0, 36.0, 34.63636363636363)","(19.0, 27.0, 27.285714285714285)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 206.15384615384616)","(6.0, 8.6, 8.580769230769231)","(2.25, 2.28, 2.2719066147859923)","(31.0, 95.0, 94.16666666666667)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:17.791039,"(13.0, 22.0, 21.153846153846153)","(21.0, 65.0, 55.357142857142854)","(4.2, 5.2, 5.130909090909091)","(19.0, 22.0, 21.608695652173914)","(16.0, 36.0, 34.63636363636363)","(19.0, 28.0, 27.285714285714285)","(16.0, 24.0, 23.642857142857142)","(91.0, 220.0, 206.15384615384616)","(6.0, 8.6, 8.580769230769231)","(2.25, 2.28, 2.271778656126482)","(31.0, 95.0, 93.57142857142857)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:19.447248,"(13.0, 22.0, 22.185185185185187)","(21.0, 65.0, 55.55555555555556)","(4.2, 5.2, 5.213761467889908)","(19.0, 22.0, 22.066666666666666)","(16.0, 36.0, 37.69230769230769)","(19.0, 28.0, 27.264462809917354)","(16.0, 24.0, 24.5)","(91.0, 220.0, 206.15384615384616)","(6.0, 8.6, 8.74)","(2.25, 2.28, 2.1644)","(31.0, 95.0, 93.57142857142857)","(31.0, 85.0, 79.4)"
12-01-2023 18:37:21.140060,"(13.0, 23.0, 22.208333333333332)","(21.0, 65.0, 56.666666666666664)","(4.2, 5.3, 5.206)","(19.0, 23.0, 22.068376068376068)","(16.0, 38.0, 37.69230769230769)","(19.0, 29.0, 27.265625)","(16.0, 25.0, 24.666666666666668)","(91.0, 220.0, 206.15384615384616)","(6.0, 9.0, 8.833333333333334)","(2.25, 2.18, 2.1421276595744683)","(31.0, 95.0, 93.57142857142857)","(31.0, 85.0, 75.55555555555556)"
12-01-2023 18:37:22.692349,"(13.0, 23.0, 22.36)","(21.0, 60.0, 56.666666666666664)","(4.2, 5.3, 5.223762376237624)","(19.0, 23.0, 22.110169491525422)","(16.0, 38.0, 37.69230769230769)","(19.0, 29.0, 28.047169811320753)","(16.0, 25.0, 25.050632911392405)","(91.0, 220.0, 206.15384615384616)","(6.0, 9.0, 9.017142857142858)","(2.25, 2.16, 2.1305813953488375)","(31.0, 95.0, 93.57142857142857)","(31.0, 85.0, 73.07692307692308)"
12-01-2023 18:37:24.416985,"(13.0, 23.0, 22.55)","(21.0, 60.0, 57.85714285714286)","(4.2, 5.3, 5.227586206896552)","(19.0, 23.0, 24.482758620689655)","(16.0, 38.0, 37.0)","(19.0, 29.0, 28.030927835051546)","(16.0, 26.0, 22.3855421686747)","(91.0, 220.0, 207.5)","(6.0, 9.2, 9.042307692307691)","(2.25, 2.14, 2.1189333333333336)","(31.0, 95.0, 102.5)","(31.0, 80.0, 75.33333333333333)"
12-01-2023 18:37:26.050271,"(14.0, 23.0, 23.42105263157895)","(21.0, 60.0, 56.52173913043478)","(4.4, 5.3, 4.904458598726115)","(20.0, 25.0, 26.09090909090909)","(17.0, 40.0, 39.529411764705884)","(20.0, 29.0, 29.545454545454547)","(17.0, 23.0, 23.75)","(101.0, 220.0, 211.0)","(6.5, 9.2, 9.811627906976744)","(2.15, 2.12, 2.104459930313589)","(41.0, 120.0, 114.16666666666666)","(41.0, 80.0, 75.0)"
12-01-2023 18:37:27.677826,"(14.0, 24.0, 23.42105263157895)","(21.0, 65.0, 56.52173913043478)","(4.4, 5.0, 4.911815561959655)","(20.0, 27.0, 26.05263157894737)","(17.0, 40.0, 37.76470588235294)","(20.0, 30.0, 29.8)","(17.0, 25.0, 24.047619047619047)","(101.0, 220.0, 211.0)","(6.5, 10.0, 9.6625)","(2.15, 2.12, 2.0832061068702292)","(41.0, 120.0, 114.16666666666666)","(41.0, 80.0, 78.33333333333333)"
12-01-2023 18:37:29.689311,"(13.0, 24.0, 23.25)","(21.0, 65.0, 56.0)","(4.2, 5.0, 4.910526315789474)","(19.0, 27.0, 26.027027027027028)","(16.0, 38.0, 37.78947368421053)","(19.0, 30.0, 30.727272727272727)","(16.0, 25.0, 24.272727272727273)","(91.0, 220.0, 210.0)","(6.0, 10.0, 9.445833333333333)","(2.15, 2.1, 2.0801176470588234)","(31.0, 120.0, 112.5)","(31.0, 85.0, 78.33333333333333)"
12-01-2023 18:37:31.368349,"(13.0, 24.0, 23.25)","(21.0, 65.0, 57.5)","(4.2, 5.0, 4.895890410958905)","(19.0, 27.0, 26.333333333333332)","(16.0, 38.0, 41.07692307692308)","(19.0, 32.0, 31.076923076923077)","(16.0, 25.0, 24.36842105263158)","(91.0, 220.0, 210.0)","(6.0, 9.8, 9.571428571428571)","(2.15, 2.1, 2.065057471264368)","(31.0, 120.0, 114.61538461538461)","(31.0, 85.0, 80.71428571428571)"
12-01-2023 18:37:33.051249,"(13.0, 26.0, 25.363636363636363)","(21.0, 65.0, 63.0)","(4.2, 4.9, 4.905431309904154)","(19.0, 27.0, 26.7)","(16.0, 42.0, 40.5)","(19.0, 32.0, 31.703703703703702)","(16.0, 25.0, 24.352941176470587)","(91.0, 220.0, 212.5)","(6.0, 9.6, 9.615555555555556)","(2.15, 2.08, 2.05453125)","(31.0, 120.0, 105.0)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:34.982151,"(13.0, 26.0, 25.625)","(21.0, 65.0, 63.0)","(4.2, 5.0, 4.91685393258427)","(19.0, 27.0, 26.789473684210527)","(16.0, 42.0, 41.2)","(19.0, 32.0, 31.703703703703702)","(16.0, 25.0, 24.352941176470587)","(91.0, 220.0, 212.5)","(6.0, 9.8, 9.621505376344086)","(2.15, 2.06, 2.0554627539503385)","(31.0, 120.0, 107.5)","(31.0, 85.0, 80.45454545454545)"
12-01-2023 18:37:36.669755,"(13.0, 26.0, 25.923076923076923)","(21.0, 65.0, 66.66666666666667)","(4.2, 5.0, 4.9089041095890416)","(19.0, 27.0, 27.263157894736842)","(16.0, 42.0, 41.0)","(19.0, 32.0, 32.32142857142857)","(16.0, 25.0, 24.736842105263158)","(91.0, 220.0, 215.71428571428572)","(6.0, 9.8, 8.747058823529413)","(2.15, 2.06, 2.0683804627249356)","(31.0, 130.0, 103.33333333333333)","(31.0, 85.0, 80.55555555555556)"
12-01-2023 18:37:38.444076,"(13.0, 26.0, 26.75)","(21.0, 75.0, 69.0)","(4.2, 5.0, 4.926299694189603)","(19.0, 28.0, 25.78787878787879)","(16.0, 42.0, 42.13636363636363)","(19.0, 34.0, 32.54237288135593)","(16.0, 25.0, 25.07894736842105)","(91.0, 220.0, 212.0)","(6.0, 8.8, 8.75)","(2.15, 2.08, 2.0874747474747477)","(31.0, 130.0, 112.85714285714286)","(31.0, 85.0, 81.66666666666667)"
12-01-2023 18:37:40.040519,"(14.0, 27.0, 26.666666666666668)","(21.0, 75.0, 71.11111111111111)","(4.4, 5.0, 4.926543209876543)","(20.0, 26.0, 25.896551724137932)","(17.0, 44.0, 40.95652173913044)","(21.0, 34.0, 32.56140350877193)","(17.0, 26.0, 24.75)","(101.0, 220.0, 200.0)","(6.5, 8.8, 8.776)","(2.15, 2.1, 2.0973684210526318)","(41.0, 130.0, 102.22222222222223)","(41.0, 85.0, 81.875)"
12-01-2023 18:37:41.689335,"(14.0, 27.0, 26.545454545454547)","(21.0, 80.0, 72.5)","(4.4, 5.0, 4.926993865030675)","(20.0, 26.0, 25.90909090909091)","(17.0, 42.0, 40.833333333333336)","(21.0, 34.0, 32.56140350877193)","(17.0, 25.0, 24.75)","(101.0, 230.0, 200.0)","(6.5, 8.8, 8.776)","(2.15, 2.1, 2.0958392434988182)","(41.0, 120.0, 113.63636363636364)","(41.0, 85.0, 81.875)"
12-01-2023 18:37:43.436738,"(14.0, 27.0, 25.714285714285715)","(21.0, 75.0, 70.0)","(4.4, 5.0, 4.866197183098592)","(20.0, 26.0, 25.90909090909091)","(17.0, 42.0, 39.1578947368421)","(20.0, 34.0, 32.55172413793103)","(16.0, 25.0, 24.75)","(91.0, 230.0, 200.0)","(6.5, 8.8, 8.624)","(2.15, 2.14, 2.123)","(41.0, 120.0, 114.44444444444444)","(41.0, 85.0, 81.875)"
12-01-2023 18:37:45.169973,"(14.0, 26.0, 25.714285714285715)","(21.0, 75.0, 70.83333333333333)","(4.4, 4.9, 4.868)","(20.0, 26.0, 26.25)","(17.0, 40.0, 37.9)","(20.0, 34.0, 32.05263157894737)","(16.0, 25.0, 24.75)","(91.0, 230.0, 196.66666666666666)","(6.5, 8.8, 8.535714285714285)","(2.15, 2.16, 2.1411764705882352)","(41.0, 120.0, 114.28571428571429)","(41.0, 85.0, 81.0)"
12-01-2023 18:37:47.125064,"(14.0, 26.0, 26.0)","(21.0, 75.0, 71.36363636363636)","(4.4, 4.9, 4.882558139534884)","(20.0, 27.0, 25.583333333333332)","(17.0, 38.0, 38.92307692307692)","(20.0, 34.0, 31.57894736842105)","(16.0, 25.0, 24.77777777777778)","(91.0, 230.0, 196.66666666666666)","(6.5, 8.6, 8.569230769230769)","(2.15, 2.16, 2.132837837837838)","(41.0, 120.0, 114.28571428571429)","(41.0, 85.0, 81.25)"
12-01-2023 18:37:48.892220,"(14.0, 27.0, 26.0)","(21.0, 75.0, 71.36363636363636)","(4.4, 4.9, 4.882558139534884)","(20.0, 26.0, 25.583333333333332)","(17.0, 40.0, 37.94871794871795)","(20.0, 32.0, 31.56756756756757)","(16.0, 25.0, 24.764705882352942)","(91.0, 230.0, 196.66666666666666)","(6.5, 8.6, 8.548)","(2.15, 2.14, 2.1589915966386557)","(41.0, 120.0, 114.28571428571429)","(41.0, 85.0, 81.25)"
12-01-2023 18:37:50.592596,"(14.0, 27.0, 24.25)","(26.0, 75.0, 71.36363636363636)","(4.4, 4.9, 4.869736842105263)","(20.0, 26.0, 25.095238095238095)","(18.0, 40.0, 38.095238095238095)","(20.0, 32.0, 31.56756756756757)","(17.0, 25.0, 24.764705882352942)","(101.0, 230.0, 196.66666666666666)","(6.5, 8.6, 8.552727272727273)","(2.15, 2.16, 2.156)","(41.0, 120.0, 120.0)","(41.0, 85.0, 81.25)"
12-01-2023 18:37:52.372000,"(14.0, 25.0, 24.714285714285715)","(26.0, 75.0, 72.0)","(4.4, 4.9, 4.904819277108434)","(20.0, 26.0, 24.96825396825397)","(18.0, 40.0, 37.142857142857146)","(20.0, 32.0, 31.6231884057971)","(17.0, 25.0, 24.508196721311474)","(101.0, 230.0, 201.42857142857142)","(6.5, 8.6, 8.59764705882353)","(2.15, 2.16, 2.1349321266968326)","(41.0, 140.0, 121.25)","(41.0, 85.0, 83.0)"
12-01-2023 18:37:54.224144,"(14.0, 25.0, 24.846153846153847)","(26.0, 75.0, 68.75)","(4.4, 5.0, 4.910648148148148)","(20.0, 25.0, 24.966101694915253)","(18.0, 38.0, 36.666666666666664)","(20.0, 34.0, 32.16326530612245)","(17.0, 25.0, 24.666666666666668)","(101.0, 230.0, 201.42857142857142)","(6.5, 8.8, 8.59764705882353)","(2.15, 2.14, 2.13625)","(41.0, 140.0, 121.25)","(41.0, 95.0, 89.375)"
12-01-2023 18:37:55.921203,"(14.0, 25.0, 24.214285714285715)","(26.0, 70.0, 69.0909090909091)","(4.4, 5.0, 4.864197530864198)","(20.0, 25.0, 24.964912280701753)","(19.0, 38.0, 36.36363636363637)","(20.0, 34.0, 31.454545454545453)","(17.0, 25.0, 24.58823529411765)","(101.0, 230.0, 201.42857142857142)","(6.5, 8.8, 8.60888888888889)","(2.15, 2.14, 2.1529032258064515)","(41.0, 140.0, 120.0)","(41.0, 95.0, 87.5)"
12-01-2023 18:37:57.657912,"(14.0, 25.0, 24.214285714285715)","(26.0, 70.0, 69.5)","(4.4, 4.9, 4.8903654485049834)","(20.0, 25.0, 24.846153846153847)","(19.0, 38.0, 36.36363636363637)","(20.0, 34.0, 31.534246575342465)","(17.0, 25.0, 24.58823529411765)","(101.0, 230.0, 201.42857142857142)","(6.5, 8.8, 8.559322033898304)","(2.15, 2.16, 2.1635384615384616)","(41.0, 140.0, 122.0)","(41.0, 95.0, 89.375)"
12-01-2023 18:37:59.565439,"(15.0, 24.0, 23.5)","(26.0, 70.0, 69.5)","(4.4, 4.9, 4.888311688311688)","(20.0, 25.0, 24.808823529411764)","(19.0, 38.0, 34.903225806451616)","(20.0, 34.0, 31.548387096774192)","(17.0, 25.0, 24.58823529411765)","(101.0, 230.0, 201.42857142857142)","(6.5, 8.6, 8.503846153846155)","(2.05, 2.18, 2.196771653543307)","(41.0, 140.0, 122.0)","(41.0, 95.0, 87.5)"
12-01-2023 18:38:01.606427,"(15.0, 24.0, 23.5)","(26.0, 70.0, 69.5)","(4.4, 4.9, 4.888311688311688)","(20.0, 25.0, 24.808823529411764)","(19.0, 38.0, 35.44444444444444)","(20.0, 32.0, 31.6)","(17.0, 25.0, 24.594202898550726)","(101.0, 230.0, 201.42857142857142)","(6.5, 8.6, 8.211965811965813)","(2.05, 2.2, 2.2072131147540985)","(41.0, 140.0, 122.0)","(41.0, 95.0, 87.5)"
12-01-2023 18:38:03.997829,"(15.0, 24.0, 23.11764705882353)","(26.0, 70.0, 69.5)","(4.4, 4.9, 4.887323943661972)","(20.0, 25.0, 24.808823529411764)","(19.0, 36.0, 34.49122807017544)","(20.0, 32.0, 31.363636363636363)","(17.0, 25.0, 23.61904761904762)","(101.0, 230.0, 201.42857142857142)","(6.5, 8.4, 8.266666666666666)","(2.05, 2.22, 2.2115254237288138)","(41.0, 140.0, 122.0)","(41.0, 95.0, 87.5)"
12-01-2023 18:38:06.049917,"(16.0, 24.0, 23.705882352941178)","(26.0, 70.0, 74.58333333333333)","(4.4, 4.9, 4.8125)","(21.0, 25.0, 23.586206896551722)","(19.0, 36.0, 34.49122807017544)","(21.0, 32.0, 31.4375)","(17.0, 24.0, 24.324324324324323)","(101.0, 230.0, 215.0)","(6.5, 8.4, 8.267567567567568)","(2.05, 2.22, 2.2192592592592595)","(51.0, 140.0, 122.0)","(41.0, 95.0, 91.42857142857143)"
