,Blushed,Gee Gees Jennia,Silver Persuasion,Twee,Need A Flutter,Zeva Royale,Further North,Piiink Beauty
06-01-2023 15:09:45.048361,"(11.0, 18.0, 17.181818181818183)","(4.2, 4.5, 4.4406060606060604)","(8.5, 10.0, 9.748837209302325)","(4.4, 5.2, 5.192307692307692)","(3.3, 4.1, 4.147368421052632)","(10.0, 13.5, 12.433333333333334)","(41.0, 75.0, 70.71428571428571)","(8.5, 11.5, 11.275)"
06-01-2023 15:09:46.226527,"(11.0, 18.0, 17.714285714285715)","(4.2, 4.5, 4.421600000000001)","(8.5, 10.0, 9.55)","(4.4, 5.3, 5.241666666666666)","(3.3, 4.2, 4.147368421052632)","(10.0, 13.5, 12.433333333333334)","(41.0, 75.0, 71.11111111111111)","(8.5, 11.5, 11.339285714285714)"
06-01-2023 15:09:47.786220,"(11.0, 18.0, 17.692307692307693)","(4.2, 4.5, 4.411304347826087)","(8.5, 10.0, 9.76)","(4.4, 5.3, 5.27)","(3.3, 4.2, 4.147368421052632)","(10.0, 13.5, 12.433333333333334)","(41.0, 80.0, 71.11111111111111)","(8.5, 11.5, 11.35483870967742)"
06-01-2023 15:09:50.429674,"(11.0, 18.0, 17.923076923076923)","(4.2, 4.5, 4.427272727272728)","(8.5, 10.5, 9.615254237288136)","(4.4, 5.4, 5.3)","(3.3, 4.2, 4.140952380952381)","(10.0, 13.0, 12.9)","(41.0, 80.0, 71.42857142857143)","(8.5, 11.0, 10.64)"
06-01-2023 15:09:52.049848,"(11.0, 18.0, 18.333333333333332)","(4.2, 4.5, 4.417482517482517)","(8.5, 10.5, 9.742222222222223)","(4.4, 5.4, 5.3125)","(3.3, 4.2, 4.157251908396947)","(10.0, 13.0, 12.911764705882353)","(41.0, 80.0, 71.42857142857143)","(8.5, 11.0, 10.484848484848484)"
06-01-2023 15:09:53.746409,"(11.0, 19.0, 17.1875)","(4.2, 4.5, 4.378743961352657)","(8.5, 10.0, 9.71111111111111)","(4.4, 5.4, 5.342857142857143)","(3.3, 4.2, 4.12)","(10.0, 13.0, 12.875)","(41.0, 80.0, 68.57142857142857)","(8.5, 11.0, 10.290909090909091)"
06-01-2023 15:09:55.207412,"(11.0, 18.5, 17.1875)","(4.0, 4.4, 4.3815)","(8.5, 10.0, 9.649230769230769)","(4.4, 5.4, 5.317142857142857)","(3.4, 4.2, 4.12)","(10.0, 13.0, 12.875)","(41.0, 80.0, 68.57142857142857)","(8.5, 11.0, 10.14)"
06-01-2023 15:09:56.652359,"(11.0, 18.5, 17.833333333333332)","(4.0, 4.4, 4.397329376854599)","(8.5, 10.0, 9.649230769230769)","(4.4, 5.5, 5.338202247191011)","(3.4, 4.2, 4.128)","(10.0, 13.0, 12.875)","(41.0, 80.0, 68.57142857142857)","(8.5, 10.5, 9.832307692307692)"
06-01-2023 15:09:57.966726,"(11.0, 18.5, 17.833333333333332)","(4.0, 4.5, 4.401704545454546)","(8.5, 10.0, 9.627272727272727)","(4.4, 5.5, 5.349230769230769)","(3.4, 4.2, 4.151351351351352)","(10.0, 13.0, 12.90909090909091)","(41.0, 80.0, 68.57142857142857)","(8.5, 10.5, 9.832307692307692)"
06-01-2023 15:09:59.308662,"(11.0, 18.5, 17.6875)","(4.0, 4.5, 4.402893890675241)","(8.5, 10.0, 9.513043478260869)","(4.4, 5.5, 5.41764705882353)","(3.4, 4.2, 4.151351351351352)","(10.0, 13.0, 12.9375)","(41.0, 80.0, 76.25)","(8.5, 10.5, 9.829577464788732)"
06-01-2023 15:10:00.667721,"(11.0, 18.5, 17.875)","(4.0, 4.5, 4.40258064516129)","(8.5, 9.6, 9.570588235294117)","(4.4, 5.5, 5.41764705882353)","(3.4, 4.2, 4.151351351351352)","(10.0, 13.0, 12.9375)","(41.0, 80.0, 76.25)","(8.5, 10.5, 9.83)"
06-01-2023 15:10:02.009118,"(11.0, 18.5, 17.875)","(4.0, 4.5, 4.375647668393783)","(8.5, 9.6, 9.580769230769231)","(4.4, 5.5, 5.41764705882353)","(3.4, 4.2, 4.151351351351352)","(10.0, 13.0, 12.952380952380953)","(41.0, 80.0, 76.25)","(8.5, 10.5, 9.83)"
06-01-2023 15:10:03.421567,"(11.0, 18.5, 17.875)","(4.0, 4.4, 4.369677419354839)","(8.5, 9.6, 9.721951219512196)","(4.4, 5.5, 5.41)","(3.4, 4.2, 4.142222222222222)","(10.0, 13.0, 12.928571428571429)","(41.0, 80.0, 76.25)","(8.5, 10.5, 10.265625)"
06-01-2023 15:10:04.779824,"(11.0, 18.5, 18.1875)","(4.0, 4.4, 4.348717948717948)","(8.5, 9.8, 9.594871794871795)","(4.4, 5.5, 5.41)","(3.4, 4.2, 4.142222222222222)","(10.0, 13.0, 12.857142857142858)","(41.0, 80.0, 76.25)","(8.5, 10.5, 10.327586206896552)"
06-01-2023 15:10:06.128239,"(11.0, 18.5, 18.1875)","(4.0, 4.4, 4.348469387755102)","(8.5, 9.8, 9.541176470588235)","(4.4, 5.5, 5.41)","(3.4, 4.2, 4.142222222222222)","(10.0, 13.0, 12.7890625)","(41.0, 80.0, 76.25)","(8.5, 10.5, 10.327586206896552)"
06-01-2023 15:10:07.470484,"(11.0, 18.5, 17.545454545454547)","(4.0, 4.4, 4.376470588235294)","(8.5, 9.8, 9.67)","(4.4, 5.5, 5.222222222222222)","(3.4, 4.2, 4.188372093023256)","(10.0, 13.0, 12.157894736842104)","(41.0, 80.0, 76.66666666666667)","(8.0, 10.5, 10.462962962962964)"
06-01-2023 15:10:08.821339,"(11.0, 19.0, 17.695652173913043)","(4.0, 4.5, 4.4064516129032265)","(8.5, 9.8, 9.544827586206896)","(4.4, 5.4, 5.222222222222222)","(3.4, 4.2, 4.16)","(10.0, 13.0, 12.346153846153847)","(41.0, 85.0, 79.44444444444444)","(8.0, 11.0, 10.466216216216216)"
06-01-2023 15:10:10.138356,"(11.0, 19.0, 17.78125)","(4.0, 4.5, 4.4064516129032265)","(8.5, 9.6, 9.584313725490196)","(4.4, 5.4, 5.2375)","(3.4, 4.2, 4.1720930232558135)","(10.0, 13.0, 12.575)","(41.0, 85.0, 76.66666666666667)","(8.0, 11.0, 10.518292682926829)"
06-01-2023 15:10:11.449361,"(11.0, 19.0, 18.133333333333333)","(4.0, 4.5, 4.406030150753769)","(8.5, 9.6, 9.552941176470588)","(4.4, 5.3, 5.184210526315789)","(3.4, 4.2, 4.1720930232558135)","(10.0, 13.0, 12.575)","(41.0, 85.0, 76.66666666666667)","(8.0, 11.0, 10.518292682926829)"
06-01-2023 15:10:12.807498,"(11.0, 19.0, 17.63157894736842)","(3.9, 4.5, 4.327272727272727)","(8.5, 9.6, 9.546666666666667)","(4.4, 5.4, 5.221739130434782)","(3.4, 4.2, 4.13780487804878)","(10.0, 13.0, 12.696428571428571)","(41.0, 85.0, 76.66666666666667)","(8.5, 11.0, 10.596774193548388)"
06-01-2023 15:10:14.139735,"(11.0, 19.0, 17.63157894736842)","(3.9, 4.4, 4.327272727272727)","(8.5, 9.6, 9.591111111111111)","(4.4, 5.4, 5.3768115942028984)","(3.4, 4.2, 4.131884057971014)","(10.0, 13.0, 12.82258064516129)","(41.0, 85.0, 76.66666666666667)","(8.5, 11.0, 10.515625)"
06-01-2023 15:10:15.458652,"(11.0, 19.0, 17.63157894736842)","(3.9, 4.4, 4.358288770053476)","(8.5, 9.6, 9.591111111111111)","(4.4, 5.4, 5.397709923664123)","(3.4, 4.2, 4.131884057971014)","(10.0, 13.0, 12.738095238095237)","(41.0, 85.0, 76.66666666666667)","(8.5, 11.0, 10.515625)"
06-01-2023 15:10:16.799251,"(11.0, 19.0, 17.583333333333332)","(3.9, 4.4, 4.249152542372881)","(8.5, 9.6, 9.72972972972973)","(4.4, 5.4, 5.364705882352942)","(3.4, 4.2, 4.140506329113924)","(10.0, 13.0, 12.796296296296296)","(41.0, 85.0, 76.66666666666667)","(8.5, 11.0, 10.544117647058824)"
06-01-2023 15:10:18.176136,"(11.0, 18.5, 17.85)","(3.9, 4.3, 4.240397350993377)","(8.5, 9.8, 9.72972972972973)","(4.4, 5.4, 5.364705882352942)","(3.4, 4.2, 4.140506329113924)","(10.0, 13.0, 12.796296296296296)","(41.0, 85.0, 76.66666666666667)","(8.5, 11.0, 10.525423728813559)"
06-01-2023 15:10:19.535783,"(11.0, 18.5, 17.85)","(3.9, 4.3, 4.240397350993377)","(8.5, 9.8, 9.72972972972973)","(4.4, 5.4, 5.378571428571429)","(3.4, 4.2, 4.140506329113924)","(10.0, 13.0, 12.796296296296296)","(41.0, 85.0, 76.66666666666667)","(8.5, 11.0, 10.525423728813559)"
06-01-2023 15:10:20.883984,"(11.0, 18.5, 17.532258064516128)","(3.9, 4.3, 4.240397350993377)","(8.5, 9.8, 9.72972972972973)","(4.4, 5.4, 5.3914285714285715)","(3.4, 4.2, 4.152525252525252)","(10.0, 13.0, 12.796296296296296)","(41.0, 85.0, 76.66666666666667)","(8.5, 11.0, 10.525423728813559)"
06-01-2023 15:10:23.297269,"(11.0, 18.5, 17.928571428571427)","(3.9, 4.3, 4.238356164383561)","(8.5, 9.8, 9.72972972972973)","(4.4, 5.4, 5.3914285714285715)","(3.4, 4.2, 4.152525252525252)","(10.0, 13.0, 12.796296296296296)","(41.0, 85.0, 67.6923076923077)","(8.5, 11.0, 10.525423728813559)"
06-01-2023 15:10:25.129918,"(11.0, 18.5, 17.86842105263158)","(3.9, 4.3, 4.250819672131148)","(8.5, 9.8, 9.717647058823529)","(4.4, 5.4, 5.389285714285714)","(3.4, 4.2, 4.152525252525252)","(10.0, 13.0, 12.771929824561404)","(41.0, 85.0, 67.6923076923077)","(8.5, 11.0, 10.521739130434783)"
06-01-2023 15:10:26.976270,"(11.0, 18.5, 18.0)","(3.9, 4.3, 4.245909090909091)","(8.5, 10.0, 9.64)","(4.4, 5.4, 5.390476190476191)","(3.4, 4.2, 4.135616438356164)","(10.0, 13.0, 12.771929824561404)","(41.0, 85.0, 71.25)","(8.5, 11.0, 10.521739130434783)"
06-01-2023 15:10:29.565571,"(11.0, 18.5, 18.0)","(3.9, 4.3, 4.197744360902256)","(8.5, 10.0, 9.624691358024691)","(4.4, 5.4, 5.390476190476191)","(3.4, 4.2, 4.138157894736842)","(10.0, 13.0, 12.771929824561404)","(41.0, 90.0, 69.23076923076923)","(8.5, 11.0, 10.530434782608696)"
06-01-2023 15:10:31.204986,"(11.0, 18.5, 18.1875)","(3.9, 4.2, 4.177380952380952)","(8.5, 10.0, 9.773684210526316)","(4.4, 5.4, 5.392857142857142)","(3.5, 4.2, 4.236363636363636)","(10.0, 13.0, 13.203703703703704)","(41.0, 90.0, 66.66666666666667)","(8.5, 11.0, 10.504424778761061)"
06-01-2023 15:10:32.559233,"(11.0, 19.0, 18.925925925925927)","(3.9, 4.2, 4.1648148148148145)","(8.5, 9.8, 9.773684210526316)","(4.4, 5.5, 5.373239436619718)","(3.5, 4.3, 4.241044776119403)","(10.0, 13.5, 13.18)","(41.0, 80.0, 70.0)","(8.5, 11.0, 10.526699029126213)"
06-01-2023 15:10:33.892896,"(11.0, 19.0, 18.94871794871795)","(3.9, 4.2, 4.163106796116505)","(8.5, 9.8, 9.721052631578948)","(4.4, 5.5, 5.386075949367089)","(3.5, 4.3, 4.241044776119403)","(10.0, 13.5, 12.977272727272727)","(41.0, 75.0, 70.0)","(8.5, 11.0, 10.526699029126213)"
06-01-2023 15:10:35.260102,"(11.0, 19.0, 18.925)","(3.8, 4.2, 4.15)","(8.5, 9.8, 9.721052631578948)","(4.4, 5.5, 5.386075949367089)","(3.5, 4.3, 4.251829268292683)","(10.0, 13.0, 12.977272727272727)","(41.0, 75.0, 70.0)","(8.5, 11.0, 10.526699029126213)"
06-01-2023 15:10:36.601910,"(11.0, 19.5, 19.125)","(3.8, 4.2, 4.15)","(8.5, 9.8, 9.721052631578948)","(4.4, 5.5, 5.386075949367089)","(3.5, 4.3, 4.2665254237288135)","(10.0, 13.0, 12.977272727272727)","(41.0, 75.0, 70.0)","(8.5, 11.0, 10.526699029126213)"
06-01-2023 15:10:37.964813,"(11.0, 19.5, 18.893939393939394)","(3.8, 4.2, 3.995)","(8.5, 9.8, 9.772972972972974)","(4.4, 5.5, 5.431034482758621)","(3.5, 4.3, 4.29290780141844)","(10.0, 13.0, 13.029411764705882)","(41.0, 75.0, 71.53846153846153)","(8.5, 11.0, 10.595744680851064)"
06-01-2023 15:10:39.296875,"(11.0, 20.0, 19.09090909090909)","(3.8, 4.1, 4.019444444444444)","(8.5, 9.8, 9.572881355932203)","(4.4, 5.5, 5.4411764705882355)","(3.5, 4.3, 4.268599033816425)","(10.0, 13.5, 13.029411764705882)","(41.0, 75.0, 71.53846153846153)","(8.5, 11.0, 10.597402597402597)"
06-01-2023 15:10:40.595591,"(11.0, 20.0, 19.09090909090909)","(3.8, 4.1, 3.9835616438356163)","(8.5, 9.6, 9.573770491803279)","(4.4, 5.5, 5.442)","(3.5, 4.3, 4.2682926829268295)","(10.0, 13.5, 13.029411764705882)","(41.0, 75.0, 71.53846153846153)","(8.5, 11.0, 10.597402597402597)"
06-01-2023 15:10:41.822454,"(13.0, 20.0, 19.61904761904762)","(3.8, 4.1, 3.9835616438356163)","(8.5, 9.6, 9.579661016949153)","(4.4, 5.5, 5.4437500000000005)","(3.5, 4.3, 4.268852459016394)","(10.0, 13.5, 13.045454545454545)","(41.0, 75.0, 72.5)","(8.5, 11.0, 10.562200956937799)"
06-01-2023 15:10:43.114314,"(13.0, 20.0, 19.363636363636363)","(3.8, 4.1, 3.9611111111111112)","(8.5, 9.6, 9.745323741007194)","(4.4, 5.5, 5.456410256410257)","(3.5, 4.3, 4.269354838709678)","(10.0, 13.5, 13.410714285714286)","(41.0, 75.0, 72.6923076923077)","(8.5, 11.0, 10.520942408376964)"
06-01-2023 15:10:44.430013,"(12.0, 20.0, 19.65)","(3.8, 4.0, 3.987844036697248)","(8.5, 9.8, 9.780952380952382)","(4.4, 5.5, 5.48)","(3.5, 4.3, 4.156818181818182)","(10.0, 13.5, 13.508928571428571)","(41.0, 75.0, 70.0)","(8.5, 11.0, 10.554187192118226)"
06-01-2023 15:10:45.768540,"(12.0, 20.0, 19.916666666666668)","(3.8, 4.1, 3.987844036697248)","(8.5, 9.8, 9.77913043478261)","(4.4, 5.5, 5.48695652173913)","(3.5, 4.2, 4.111811023622047)","(10.0, 14.0, 13.447916666666666)","(41.0, 75.0, 70.0)","(8.5, 11.0, 10.554187192118226)"
06-01-2023 15:10:47.030919,"(12.0, 20.0, 19.916666666666668)","(3.8, 4.1, 4.003076923076923)","(8.5, 9.8, 9.782456140350877)","(4.4, 5.5, 5.486)","(3.5, 4.2, 4.1254752851711025)","(10.0, 13.5, 13.447916666666666)","(41.0, 75.0, 70.0)","(8.5, 11.0, 10.554187192118226)"
06-01-2023 15:10:48.352919,"(12.0, 21.0, 20.941666666666666)","(3.8, 4.1, 4.008695652173913)","(8.5, 9.8, 9.782456140350877)","(4.4, 5.5, 5.490196078431373)","(3.5, 4.2, 4.1160919540229886)","(10.0, 13.5, 13.569767441860465)","(41.0, 75.0, 68.0)","(8.5, 11.0, 10.580310880829016)"
06-01-2023 15:10:49.495212,"(12.0, 22.0, 21.520958083832337)","(3.8, 4.1, 4.038536585365853)","(8.5, 9.8, 9.637037037037038)","(4.4, 5.5, 5.4875)","(3.5, 4.2, 4.135227272727272)","(10.0, 14.0, 12.538461538461538)","(41.0, 80.0, 74.375)","(8.5, 11.0, 10.597014925373134)"
06-01-2023 15:10:50.708724,"(12.0, 22.0, 21.372093023255815)","(3.7, 4.1, 4.053515625)","(8.5, 9.8, 9.56)","(4.4, 5.5, 5.533333333333333)","(3.5, 4.2, 4.213103448275862)","(10.0, 13.0, 12.686567164179104)","(41.0, 80.0, 76.25)","(8.5, 11.0, 10.670781893004115)"
06-01-2023 15:10:51.904254,"(12.0, 22.0, 21.38888888888889)","(3.7, 4.1, 4.001)","(8.5, 9.8, 9.68)","(4.4, 5.6, 5.512941176470588)","(3.5, 4.3, 4.196491228070175)","(10.0, 13.0, 12.681818181818182)","(41.0, 80.0, 76.25)","(8.5, 11.0, 10.631336405529954)"
06-01-2023 15:10:53.126807,"(12.0, 22.0, 21.576923076923077)","(3.7, 4.0, 3.9860759493670885)","(8.5, 9.8, 9.697560975609756)","(4.4, 5.6, 5.512941176470588)","(3.5, 4.2, 4.197345132743363)","(10.0, 13.0, 12.669014084507042)","(41.0, 80.0, 77.77777777777777)","(8.5, 11.0, 10.834615384615384)"
06-01-2023 15:10:54.384584,"(12.0, 22.0, 21.62962962962963)","(3.7, 4.0, 3.9857142857142858)","(8.5, 9.8, 9.65)","(4.4, 5.6, 5.506)","(3.5, 4.2, 4.193617021276596)","(10.0, 13.0, 12.938775510204081)","(41.0, 80.0, 73.33333333333333)","(8.5, 11.0, 10.841911764705882)"
06-01-2023 15:10:55.616895,"(12.0, 23.0, 22.16)","(3.7, 4.0, 3.9966666666666666)","(8.5, 9.8, 9.627272727272727)","(4.4, 5.6, 5.506)","(3.5, 4.2, 4.197979797979798)","(10.0, 13.5, 12.898148148148149)","(41.0, 75.0, 71.25)","(8.5, 11.0, 10.841911764705882)"
06-01-2023 15:10:56.795041,"(12.0, 23.0, 22.321428571428573)","(3.7, 4.1, 3.9964601769911505)","(8.5, 9.8, 9.68125)","(4.4, 5.6, 5.536486486486487)","(3.5, 4.2, 4.198620689655173)","(10.0, 13.5, 12.96774193548387)","(41.0, 75.0, 72.0)","(8.5, 11.0, 10.861290322580645)"
06-01-2023 15:10:57.981899,"(12.0, 23.0, 22.5)","(3.7, 4.0, 3.99609375)","(8.5, 9.8, 9.68125)","(4.4, 5.6, 5.534265734265734)","(3.5, 4.2, 4.198620689655173)","(10.0, 13.5, 12.96774193548387)","(41.0, 75.0, 72.0)","(8.5, 11.0, 10.861290322580645)"
06-01-2023 15:10:59.288730,"(12.0, 23.0, 22.5)","(3.7, 4.0, 3.979281767955801)","(8.5, 9.8, 9.67741935483871)","(4.4, 5.6, 5.534265734265734)","(3.5, 4.2, 4.195238095238095)","(10.0, 13.5, 13.054054054054054)","(41.0, 75.0, 71.25)","(8.5, 11.0, 10.86038961038961)"
06-01-2023 15:11:00.588593,"(14.0, 23.0, 22.766666666666666)","(3.7, 4.0, 3.979281767955801)","(8.5, 9.8, 9.67741935483871)","(4.4, 5.6, 5.511688311688312)","(3.5, 4.2, 4.178651685393259)","(10.0, 13.5, 13.082278481012658)","(41.0, 75.0, 71.25)","(8.5, 11.0, 10.86038961038961)"
06-01-2023 15:11:01.899589,"(14.0, 23.0, 22.794117647058822)","(3.7, 4.0, 3.975418994413408)","(8.5, 9.8, 9.70674846625767)","(4.4, 5.6, 5.511688311688312)","(3.5, 4.2, 4.178651685393259)","(10.0, 13.5, 13.082278481012658)","(41.0, 75.0, 71.25)","(8.5, 11.0, 10.866459627329192)"
06-01-2023 15:11:03.179727,"(14.0, 25.0, 23.666666666666668)","(3.7, 4.0, 3.9733668341708546)","(8.5, 9.8, 9.650980392156862)","(4.4, 5.6, 5.495555555555556)","(3.5, 4.2, 4.165296803652968)","(10.0, 13.5, 13.129213483146067)","(41.0, 75.0, 69.28571428571429)","(8.5, 11.0, 10.911971830985916)"
06-01-2023 15:11:04.554083,"(14.0, 25.0, 24.428571428571427)","(3.7, 4.0, 4.054518950437318)","(8.5, 9.8, 9.70379746835443)","(4.4, 5.5, 5.4911111111111115)","(3.5, 4.2, 4.165296803652968)","(10.0, 13.5, 13.173267326732674)","(41.0, 70.0, 72.5)","(8.5, 11.0, 10.875)"
06-01-2023 15:11:05.796353,"(14.0, 25.0, 24.428571428571427)","(3.7, 4.1, 4.054518950437318)","(8.0, 9.8, 9.70379746835443)","(4.4, 5.5, 5.4911111111111115)","(3.5, 4.2, 4.165296803652968)","(10.0, 13.5, 12.95)","(41.0, 75.0, 71.66666666666667)","(8.5, 11.0, 10.875)"
06-01-2023 15:11:06.911875,"(14.0, 25.0, 24.936)","(3.7, 4.1, 4.0587301587301585)","(8.0, 9.8, 9.70379746835443)","(4.4, 5.5, 5.4911111111111115)","(3.5, 4.2, 4.165296803652968)","(10.0, 13.5, 12.945378151260504)","(41.0, 75.0, 71.66666666666667)","(8.5, 11.0, 10.868243243243244)"
06-01-2023 15:11:08.076010,"(14.0, 26.0, 25.529411764705884)","(3.7, 4.1, 4.055932203389831)","(8.0, 9.6, 9.5875)","(4.4, 5.5, 5.490588235294117)","(3.5, 4.2, 4.161904761904762)","(10.0, 13.5, 12.945378151260504)","(41.0, 75.0, 71.84210526315789)","(8.5, 11.0, 10.777777777777779)"
06-01-2023 15:11:09.265520,"(14.0, 27.0, 26.666666666666668)","(3.7, 4.1, 4.054385964912281)","(8.0, 9.6, 9.681081081081082)","(4.4, 5.5, 5.490588235294117)","(3.5, 4.2, 4.170443349753695)","(10.0, 13.5, 12.945378151260504)","(41.0, 75.0, 71.84210526315789)","(8.5, 11.0, 10.776315789473685)"
06-01-2023 15:11:10.476030,"(14.0, 26.0, 24.46153846153846)","(3.7, 4.0, 3.938736263736264)","(8.0, 9.8, 9.6987012987013)","(4.4, 5.5, 5.51358024691358)","(3.5, 4.2, 4.190909090909091)","(10.0, 13.5, 13.03191489361702)","(41.0, 75.0, 72.5)","(8.5, 11.0, 10.77363184079602)"
06-01-2023 15:11:11.667921,"(14.0, 26.0, 25.37142857142857)","(3.7, 3.95, 3.94375)","(8.0, 9.8, 9.646808510638298)","(4.4, 5.6, 5.51358024691358)","(3.5, 4.2, 4.190909090909091)","(10.0, 13.5, 13.076923076923077)","(41.0, 75.0, 70.45454545454545)","(8.5, 11.0, 10.741228070175438)"
06-01-2023 15:11:12.894960,"(14.0, 25.0, 24.931818181818183)","(3.7, 3.95, 3.94375)","(8.0, 9.8, 9.646808510638298)","(4.4, 5.6, 5.511764705882353)","(3.5, 4.2, 4.190909090909091)","(10.0, 13.5, 13.0703125)","(41.0, 75.0, 70.45454545454545)","(8.5, 11.0, 10.741228070175438)"
06-01-2023 15:11:14.153400,"(14.0, 25.0, 24.666666666666668)","(3.7, 3.95, 3.9235368956743)","(8.0, 9.8, 9.558064516129033)","(4.4, 5.6, 5.532173913043478)","(3.5, 4.2, 4.192094861660079)","(10.0, 13.5, 13.095588235294118)","(41.0, 75.0, 70.58823529411765)","(8.5, 11.0, 10.752100840336134)"
06-01-2023 15:11:15.390001,"(14.0, 25.0, 24.785714285714285)","(3.7, 4.0, 3.9235368956743)","(8.0, 9.6, 9.558064516129033)","(4.4, 5.6, 5.532173913043478)","(3.5, 4.2, 4.240361445783132)","(10.0, 13.5, 13.095588235294118)","(41.0, 75.0, 70.58823529411765)","(8.5, 11.0, 10.738095238095237)"
06-01-2023 15:11:16.583122,"(14.0, 25.0, 24.928571428571427)","(3.7, 3.95, 3.934798534798535)","(8.0, 10.0, 9.85625)","(4.4, 5.5, 5.4875)","(3.5, 4.3, 4.242073170731707)","(10.0, 13.5, 13.112676056338028)","(41.0, 75.0, 72.6)","(8.5, 11.0, 10.738095238095237)"
06-01-2023 15:11:17.764574,"(14.0, 25.0, 24.928571428571427)","(3.7, 3.95, 3.93544776119403)","(8.0, 10.0, 9.85625)","(4.4, 5.5, 5.4875)","(3.5, 4.3, 4.242073170731707)","(10.0, 13.5, 13.1)","(41.0, 75.0, 72.3076923076923)","(8.5, 11.0, 10.717573221757322)"
06-01-2023 15:11:18.932882,"(14.0, 25.0, 24.928571428571427)","(3.7, 3.95, 3.93544776119403)","(8.0, 10.0, 9.85625)","(4.4, 5.5, 5.495454545454545)","(3.5, 4.3, 4.242073170731707)","(10.0, 13.5, 13.1)","(41.0, 75.0, 71.12903225806451)","(8.5, 11.0, 10.716386554621849)"
06-01-2023 15:11:20.115929,"(14.0, 25.0, 24.928571428571427)","(3.7, 3.95, 3.9383064516129034)","(8.0, 10.0, 9.85625)","(4.4, 5.5, 5.495454545454545)","(3.5, 4.3, 4.242073170731707)","(10.0, 13.5, 13.1)","(41.0, 75.0, 71.12903225806451)","(8.5, 11.0, 10.72008547008547)"
06-01-2023 15:11:21.252802,"(14.0, 26.0, 25.42105263157895)","(3.7, 3.95, 3.9375536480686697)","(8.0, 10.0, 9.85625)","(4.4, 5.5, 5.495454545454545)","(3.5, 4.3, 4.194331983805668)","(10.0, 13.5, 13.121951219512194)","(41.0, 75.0, 72.91666666666667)","(8.5, 11.0, 10.716346153846153)"
06-01-2023 15:11:22.459345,"(14.0, 26.0, 25.5)","(3.7, 3.95, 3.9374458874458877)","(8.0, 10.0, 9.882051282051282)","(4.4, 5.5, 5.45)","(3.5, 4.2, 4.194331983805668)","(10.0, 13.5, 13.069444444444445)","(41.0, 75.0, 72.91666666666667)","(8.5, 11.0, 10.716346153846153)"
06-01-2023 15:11:23.656777,"(14.0, 26.0, 25.5)","(3.7, 3.95, 3.936877828054299)","(8.0, 10.0, 9.903614457831326)","(4.4, 5.5, 5.585612788632327)","(3.5, 4.2, 4.194331983805668)","(10.0, 13.5, 13.1125)","(41.0, 75.0, 72.91666666666667)","(8.5, 11.0, 10.714285714285714)"
06-01-2023 15:11:24.842674,"(13.0, 25.0, 24.88888888888889)","(3.7, 3.95, 3.936877828054299)","(8.0, 10.0, 9.903614457831326)","(4.4, 5.6, 5.585612788632327)","(3.5, 4.2, 4.194331983805668)","(10.0, 13.5, 13.1125)","(41.0, 75.0, 72.91666666666667)","(8.5, 11.0, 10.71531100478469)"
06-01-2023 15:11:25.940402,"(13.0, 25.0, 24.88888888888889)","(3.7, 3.95, 3.936877828054299)","(8.0, 10.0, 9.924528301886792)","(4.4, 5.6, 5.585612788632327)","(3.5, 4.2, 4.194331983805668)","(10.0, 13.5, 13.1125)","(41.0, 75.0, 73.26086956521739)","(8.5, 11.0, 10.713942307692308)"
06-01-2023 15:11:27.064162,"(13.0, 25.0, 24.6)","(3.7, 3.95, 3.936320754716981)","(8.0, 10.0, 9.924528301886792)","(4.4, 5.6, 5.581399317406143)","(3.5, 4.2, 4.186037735849057)","(10.0, 13.5, 13.1125)","(41.0, 75.0, 73.26086956521739)","(8.5, 11.0, 10.713942307692308)"
06-01-2023 15:11:28.231739,"(13.0, 25.0, 24.6)","(3.7, 3.95, 3.9151162790697676)","(8.0, 10.0, 9.726470588235294)","(4.4, 5.6, 5.580776014109347)","(3.5, 4.2, 4.186346863468635)","(10.0, 13.5, 13.11111111111111)","(41.0, 75.0, 73.26086956521739)","(8.5, 11.0, 10.713942307692308)"
06-01-2023 15:11:29.409561,"(13.0, 25.0, 24.83050847457627)","(3.7, 3.95, 3.9151162790697676)","(8.0, 9.8, 9.726470588235294)","(4.4, 5.6, 5.580776014109347)","(3.5, 4.2, 4.192070484581498)","(10.0, 13.5, 13.11111111111111)","(41.0, 75.0, 73.26086956521739)","(8.5, 11.0, 10.713942307692308)"
06-01-2023 15:11:30.631027,"(13.0, 24.0, 23.859649122807017)","(3.7, 3.95, 3.9135714285714287)","(8.0, 9.8, 9.866666666666667)","(4.4, 5.6, 5.582848837209302)","(3.5, 4.2, 4.193721973094171)","(10.0, 13.5, 13.08)","(41.0, 75.0, 73.18181818181819)","(8.5, 11.0, 10.636363636363637)"
06-01-2023 15:11:31.815149,"(13.0, 25.0, 24.529411764705884)","(3.7, 3.95, 3.934431137724551)","(8.0, 10.0, 9.759223300970874)","(4.4, 5.6, 5.5837465564738284)","(3.5, 4.2, 4.177659574468085)","(10.0, 13.5, 12.752293577981652)","(41.0, 75.0, 72.24137931034483)","(8.5, 11.0, 10.720873786407767)"
