,Sals Blue Boy,Blink You Lose,Fake Promises,Hank Tank,Edge Gambler,Make It Count,Boston Budgies,Blazing Bob
08-01-2023 18:27:17.168318,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 14.428571428571429)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:18.463070,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 14.428571428571429)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:19.711094,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 14.428571428571429)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:20.931579,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 15.2)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:22.206360,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 15.2)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:23.498149,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 15.2)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:24.719376,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 15.2)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:25.845186,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 15.2)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:27.069050,"(2.4, 2.52, 2.507848101265823)","(7.5, 17.0, 15.2)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:28.386051,"(2.4, 2.54, 2.46)","(7.5, 17.0, 15.2)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:29.687909,"(2.4, 2.54, 2.46)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:30.849852,"(2.4, 2.54, 2.46)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.6, 3.9749999999999996)"
08-01-2023 18:27:32.103275,"(2.4, 2.54, 2.46)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:33.383697,"(2.4, 2.54, 2.46)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:34.701714,"(2.4, 2.54, 2.46)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 69.58333333333333)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:35.813791,"(2.4, 2.54, 2.46)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 69.58333333333333)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:37.168333,"(2.4, 2.54, 2.46)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:38.344568,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 100.0, 90.875)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:39.584518,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:40.837567,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 14.133333333333333)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:41.969985,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 14.542857142857143)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:43.357620,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 14.542857142857143)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:44.694831,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 14.542857142857143)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:46.010699,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 14.542857142857143)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:47.507855,"(2.4, 2.54, 2.5183132530120482)","(7.5, 17.0, 15.676923076923078)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:48.783279,"(2.4, 2.54, 2.522178217821782)","(7.5, 17.0, 15.676923076923078)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:50.185428,"(2.4, 2.54, 2.522178217821782)","(7.5, 17.0, 15.676923076923078)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:51.451980,"(2.4, 2.54, 2.522178217821782)","(7.5, 16.0, 15.366666666666667)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:52.685783,"(2.4, 2.54, 2.522178217821782)","(7.5, 16.0, 15.366666666666667)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:53.814601,"(2.4, 2.54, 2.522178217821782)","(7.5, 16.0, 15.366666666666667)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:55.032013,"(2.4, 2.54, 2.416923076923077)","(7.5, 16.0, 15.366666666666667)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.875)"
08-01-2023 18:27:56.288844,"(2.4, 2.54, 2.416923076923077)","(7.5, 16.0, 14.52)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.5142857142857142)"
08-01-2023 18:27:57.573957,"(2.4, 2.54, 2.416923076923077)","(7.5, 16.0, 14.52)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.5, 3.872727272727273)"
08-01-2023 18:27:58.880382,"(2.4, 2.54, 2.416923076923077)","(7.5, 16.0, 14.52)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.5, 3.753846153846154)"
08-01-2023 18:28:00.141141,"(2.4, 2.54, 2.416923076923077)","(7.5, 16.0, 14.56)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.753846153846154)"
08-01-2023 18:28:01.328890,"(2.4, 2.54, 2.4929411764705884)","(7.5, 16.0, 14.25)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 5.842105263157895)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.753846153846154)"
08-01-2023 18:28:02.434163,"(2.4, 2.54, 2.4929411764705884)","(7.5, 15.0, 12.514285714285714)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.6, 8.583333333333334)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.753846153846154)"
08-01-2023 18:28:03.638432,"(2.4, 2.54, 2.4476923076923076)","(7.5, 15.0, 12.1)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.583333333333334)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.753846153846154)"
08-01-2023 18:28:04.951603,"(2.4, 2.54, 2.4476923076923076)","(7.5, 15.0, 11.8)","(7.5, 24.0, 19.285714285714285)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.583333333333334)","(71.0, 580.0, 498.33333333333337)","(31.0, 110.0, 57.578947368421055)","(3.2, 4.4, 3.753846153846154)"
