,Sals Blue Boy,Blink You Lose,Fake Promises,Hank Tank,Edge Gambler,Make It Count,Boston Budgies,Blazing Bob
08-01-2023 18:34:51.490128,"(2.35, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.333333333333332)","(61.0, 450.0, 290.0)","(4.2, 8.0, 7.115384615384615)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.2, 4.2, 4.1625000000000005)"
08-01-2023 18:34:52.990592,"(2.35, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.5)","(61.0, 450.0, 290.0)","(4.2, 8.0, 7.24)","(81.0, 480.0, 320.0)","(31.0, 65.0, 52.5)","(3.2, 4.2, 4.1625000000000005)"
08-01-2023 18:34:54.391679,"(2.35, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.5)","(61.0, 450.0, 290.0)","(4.2, 7.8, 7.114285714285714)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.2, 4.2, 4.1625000000000005)"
08-01-2023 18:34:55.748175,"(2.35, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.5)","(61.0, 450.0, 295.0)","(4.2, 7.8, 7.114285714285714)","(81.0, 480.0, 320.0)","(31.0, 65.0, 52.5)","(3.2, 4.2, 4.1625000000000005)"
08-01-2023 18:34:56.977932,"(2.35, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.5)","(61.0, 450.0, 295.0)","(4.2, 7.8, 7.114285714285714)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.2, 4.2, 3.9488372093023254)"
08-01-2023 18:34:58.193686,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.5)","(61.0, 450.0, 295.0)","(4.4, 7.8, 7.114285714285714)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.9456521739130435)"
08-01-2023 18:34:59.382550,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.5)","(61.0, 450.0, 295.0)","(4.4, 7.8, 7.114285714285714)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.9456521739130435)"
08-01-2023 18:35:00.620392,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.5)","(61.0, 450.0, 295.0)","(4.4, 7.8, 7.225)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.9146341463414633)"
08-01-2023 18:35:01.818438,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.434782608695652)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.15)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 53.333333333333336)","(3.3, 4.2, 3.9136363636363636)"
08-01-2023 18:35:03.083046,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.9136363636363636)"
08-01-2023 18:35:04.315190,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.9136363636363636)"
08-01-2023 18:35:05.533166,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.9136363636363636)"
08-01-2023 18:35:06.706137,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.9136363636363636)"
08-01-2023 18:35:07.956776,"(2.3, 2.44, 2.433333333333333)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.2, 3.936363636363636)"
08-01-2023 18:35:09.273571,"(2.3, 2.46, 2.4345454545454546)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:10.520718,"(2.3, 2.46, 2.4345454545454546)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:11.694136,"(2.3, 2.46, 2.4345454545454546)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.035294117647059)","(81.0, 480.0, 320.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:12.955292,"(2.3, 2.46, 2.4345454545454546)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 7.066666666666666)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:14.270613,"(2.3, 2.46, 2.4345454545454546)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:15.505515,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:16.729114,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:17.879643,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:19.034980,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 373.33333333333337)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:20.302818,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 325.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:21.656572,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 325.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:22.951166,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 325.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.936363636363636)"
08-01-2023 18:35:24.239298,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 330.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.965)"
08-01-2023 18:35:25.444417,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 330.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.965)"
08-01-2023 18:35:26.608880,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 330.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.92)"
08-01-2023 18:35:27.822942,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 330.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:29.037886,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 330.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:30.239940,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 335.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:31.448487,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 335.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:32.652710,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 335.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:33.855858,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.618181818181819)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.96)","(81.0, 480.0, 335.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:35.069525,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:36.274077,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 65.0, 52.5)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:37.451268,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 21.96153846153846)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 60.0, 55.55555555555556)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:38.674418,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 60.0, 59.4)","(3.3, 4.1, 3.9166666666666665)"
08-01-2023 18:35:39.812997,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 65.0, 54.666666666666664)","(3.3, 4.1, 3.9166666666666665)"
08-01-2023 18:35:41.036735,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 60.0, 54.666666666666664)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:42.178174,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:43.341116,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:44.569554,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:45.816283,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.847058823529411)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.93125)"
08-01-2023 18:35:47.073596,"(2.3, 2.46, 2.4509677419354836)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.9105263157894736)"
08-01-2023 18:35:48.341233,"(2.3, 2.48, 2.468)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.9105263157894736)"
08-01-2023 18:35:49.590544,"(2.3, 2.48, 2.468)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.86)"
08-01-2023 18:35:50.750180,"(2.3, 2.48, 2.468)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 60.0, 57.714285714285715)","(3.3, 4.1, 3.86)"
08-01-2023 18:35:51.934374,"(2.3, 2.48, 2.468)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 60.0, 48.064516129032256)","(3.3, 4.1, 3.86)"
08-01-2023 18:35:53.149003,"(2.3, 2.48, 2.468)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.22222222222222)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.1, 3.864285714285714)"
08-01-2023 18:35:54.403065,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.0)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.1, 3.864285714285714)"
08-01-2023 18:35:55.722795,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.285714285714285)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.1, 3.95)"
08-01-2023 18:35:56.957522,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.285714285714285)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.95)"
08-01-2023 18:35:58.104374,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.0)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.95)"
08-01-2023 18:35:59.316441,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.0)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.95)"
08-01-2023 18:36:00.566827,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 23.0)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 325.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.95)"
08-01-2023 18:36:01.894110,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 325.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:03.188979,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 325.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:04.431098,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 290.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 325.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:05.602609,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 290.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 325.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:06.780449,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 290.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 325.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:08.025380,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 290.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 325.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:09.314381,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:10.710794,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 295.0)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:12.195492,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:13.601783,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:14.930110,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:16.299574,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:17.664490,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:18.999317,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:20.295228,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:21.523705,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:22.664720,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 24.25)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.84)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9)"
08-01-2023 18:36:23.792591,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 25.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 320.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:25.176543,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:26.509648,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:27.720195,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:28.982214,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:30.132475,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:31.331684,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:32.550165,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:33.777098,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
08-01-2023 18:36:34.939087,"(2.3, 2.48, 2.4636363636363634)","(7.5, 9.2, 8.742857142857142)","(7.5, 26.0, 22.5)","(61.0, 450.0, 346.66666666666663)","(4.4, 7.6, 6.842105263157895)","(81.0, 480.0, 335.0)","(31.0, 65.0, 48.064516129032256)","(3.3, 4.0, 3.9583333333333335)"
