,Potato Cake,Eyes On Meg,Ryans Pick,Dennis Denuto,Londonderry Lady,Jax The Hunter,Malligan Bale,Blazing Infrared
16-12-2022 12:26:48.937372,"(20.0, 60.0, 51.0)","(1.75, 1.95, 1.9449999999999998)","(7.0, 13.0, 12.327586206896552)","(19.0, 26.0, 25.75)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.833333333333334)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.766666666666667)"
16-12-2022 12:26:49.926898,"(20.0, 60.0, 49.333333333333336)","(1.75, 1.95, 1.9449999999999998)","(7.0, 13.0, 12.327586206896552)","(19.0, 26.0, 25.75)","(26.0, 48.0, 45.93103448275862)","(4.8, 5.9, 5.833333333333334)","(13.0, 22.0, 20.5)","(7.5, 10.5, 10.028571428571428)"
16-12-2022 12:26:50.932757,"(20.0, 60.0, 49.333333333333336)","(1.75, 1.94, 1.9388888888888889)","(7.0, 13.0, 12.327586206896552)","(19.0, 26.0, 25.75)","(26.0, 48.0, 45.93103448275862)","(4.8, 5.9, 5.833333333333334)","(13.0, 22.0, 20.5)","(7.5, 10.5, 10.028571428571428)"
16-12-2022 12:26:51.926461,"(20.0, 60.0, 49.5)","(1.75, 1.94, 1.9336)","(7.0, 13.0, 12.327586206896552)","(19.0, 26.0, 25.75)","(26.0, 48.0, 45.93103448275862)","(4.8, 5.9, 5.781818181818182)","(13.0, 22.0, 20.5)","(7.5, 10.5, 9.914285714285715)"
16-12-2022 12:26:52.911008,"(20.0, 60.0, 49.5)","(1.75, 1.94, 1.9333333333333333)","(7.0, 13.0, 12.327586206896552)","(19.0, 26.0, 25.77777777777778)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.781818181818182)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.914285714285715)"
16-12-2022 12:26:53.878720,"(20.0, 60.0, 49.5)","(1.75, 1.94, 1.938)","(7.0, 13.0, 12.327586206896552)","(19.0, 26.0, 25.77777777777778)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.806451612903226)","(13.0, 22.0, 20.4)","(7.5, 10.0, 9.92)"
16-12-2022 12:26:54.856750,"(20.0, 60.0, 54.0)","(1.75, 1.94, 1.93125)","(7.0, 13.0, 12.289473684210526)","(19.0, 26.0, 25.0)","(26.0, 48.0, 45.45454545454545)","(4.8, 6.0, 5.806451612903226)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.92)"
16-12-2022 12:26:55.816338,"(20.0, 60.0, 51.0)","(1.75, 1.94, 1.93125)","(7.0, 13.0, 12.289473684210526)","(19.0, 28.0, 27.692307692307693)","(26.0, 48.0, 45.45454545454545)","(4.8, 6.0, 5.806451612903226)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.92)"
16-12-2022 12:26:56.801460,"(20.0, 60.0, 51.0)","(1.75, 1.93, 1.9289999999999998)","(7.0, 13.0, 12.289473684210526)","(19.0, 28.0, 27.555555555555557)","(26.0, 48.0, 45.45454545454545)","(4.8, 6.0, 5.806451612903226)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.825)"
16-12-2022 12:26:57.774121,"(20.0, 60.0, 54.6)","(1.75, 1.93, 1.9289999999999998)","(7.0, 13.0, 12.333333333333334)","(19.0, 28.0, 27.555555555555557)","(26.0, 48.0, 45.529411764705884)","(4.8, 6.0, 5.806451612903226)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.936842105263159)"
16-12-2022 12:26:58.776490,"(21.0, 60.0, 54.0)","(1.75, 1.93, 1.9210344827586205)","(7.0, 13.0, 12.052631578947368)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.529411764705884)","(4.8, 6.0, 5.873333333333333)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.936842105263159)"
16-12-2022 12:26:59.820980,"(21.0, 60.0, 49.5)","(1.75, 1.94, 1.9316)","(7.0, 13.0, 12.0)","(19.0, 27.0, 25.894736842105264)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.904761904761905)","(13.0, 22.0, 20.5)","(7.5, 10.0, 9.84)"
16-12-2022 12:27:00.855367,"(21.0, 60.0, 47.55555555555556)","(1.75, 1.94, 1.9369999999999998)","(7.0, 13.0, 12.0)","(19.0, 27.0, 25.894736842105264)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.966666666666667)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.0, 9.74516129032258)"
16-12-2022 12:27:01.871368,"(21.0, 60.0, 47.55555555555556)","(1.75, 1.93, 1.9277777777777778)","(7.0, 12.5, 12.152173913043478)","(19.0, 27.0, 25.6)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.838095238095238)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9)"
16-12-2022 12:27:02.929733,"(21.0, 55.0, 45.375)","(1.75, 1.94, 1.9316)","(7.0, 12.5, 12.382352941176471)","(19.0, 27.0, 25.6)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.869230769230769)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.884848484848485)"
16-12-2022 12:27:03.929975,"(21.0, 55.0, 45.375)","(1.75, 1.94, 1.9369999999999998)","(7.5, 12.5, 12.289473684210526)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.842105263157895)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:04.950400,"(21.0, 55.0, 45.375)","(1.75, 1.94, 1.9316)","(7.5, 12.5, 12.125)","(19.0, 27.0, 26.333333333333332)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.905882352941177)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:05.956335,"(21.0, 55.0, 45.375)","(1.75, 1.94, 1.9369999999999998)","(7.5, 12.5, 12.289473684210526)","(19.0, 27.0, 25.894736842105264)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.9)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:06.967827,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9277777777777778)","(7.5, 12.5, 12.289473684210526)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.938461538461539)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:07.962546,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9239130434782608)","(7.5, 12.5, 12.289473684210526)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.89)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:08.925739,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9288235294117646)","(7.5, 12.5, 12.289473684210526)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.8533333333333335)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:09.926443,"(21.0, 55.0, 46.2)","(1.75, 1.92, 1.9194117647058824)","(7.5, 12.5, 12.25)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.93103448275862)","(4.8, 6.0, 5.890000000000001)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:10.932171,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9239130434782608)","(7.5, 13.0, 12.238095238095237)","(19.0, 27.0, 26.57142857142857)","(26.0, 48.0, 45.93103448275862)","(4.8, 5.9, 5.75)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:11.906916,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9277777777777778)","(7.5, 13.0, 12.384615384615385)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.5625)","(4.8, 5.8, 5.733333333333333)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:12.891084,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9218518518518517)","(7.5, 13.0, 12.172413793103448)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.93103448275862)","(4.8, 5.9, 5.733333333333333)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:13.901085,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9288235294117646)","(7.5, 13.0, 12.225806451612904)","(19.0, 27.0, 25.6)","(26.0, 48.0, 45.93103448275862)","(4.8, 5.9, 5.733333333333333)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:14.931914,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9288235294117646)","(7.5, 13.0, 12.11111111111111)","(19.0, 27.0, 26.4)","(26.0, 48.0, 45.93103448275862)","(4.8, 5.9, 5.822222222222222)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:15.968043,"(21.0, 55.0, 46.2)","(1.75, 1.93, 1.9288235294117646)","(7.5, 13.0, 12.05)","(19.0, 27.0, 25.6)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.822222222222222)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:16.974692,"(21.0, 55.0, 46.2)","(1.7, 1.93, 1.9239130434782608)","(7.5, 13.0, 12.05)","(19.0, 27.0, 25.75)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.822222222222222)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:17.949849,"(21.0, 55.0, 46.2)","(1.7, 1.93, 1.9218518518518517)","(7.5, 13.0, 12.05)","(19.0, 27.0, 25.75)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.818181818181818)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:18.964693,"(21.0, 55.0, 46.2)","(1.7, 1.93, 1.9158823529411764)","(7.5, 13.0, 12.05)","(19.0, 27.0, 25.636363636363637)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.818181818181818)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:19.953056,"(21.0, 55.0, 46.2)","(1.7, 1.93, 1.9158823529411764)","(7.5, 13.0, 12.05)","(19.0, 27.0, 26.0)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.82)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:20.933719,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.93, 1.9214285714285713)","(7.5, 13.0, 12.05)","(19.0, 27.0, 25.5)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.82)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:21.919718,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.93, 1.9223076923076923)","(7.5, 13.0, 12.05)","(19.0, 27.0, 25.5)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.82)","(13.0, 22.0, 20.636363636363637)","(7.5, 10.5, 9.9925)"
16-12-2022 12:27:22.949197,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.93, 1.9203225806451611)","(8.0, 13.0, 12.05)","(20.0, 27.0, 25.5)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.82)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:23.949510,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.93, 1.9196551724137931)","(8.0, 13.0, 12.05)","(20.0, 27.0, 25.5)","(26.0, 48.0, 45.45454545454545)","(4.8, 6.0, 5.82)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.004878048780489)"
16-12-2022 12:27:24.974333,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.93, 1.921111111111111)","(8.0, 12.5, 11.976190476190476)","(20.0, 29.0, 28.0)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.892)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:25.978489,"(21.0, 55.0, 49.5)","(1.7, 1.94, 1.9333333333333333)","(8.0, 12.5, 11.976190476190476)","(20.0, 29.0, 27.105263157894736)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.892)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:27.025325,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.94, 1.9333333333333333)","(8.0, 12.5, 11.976190476190476)","(20.0, 29.0, 27.75)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.892)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:28.034217,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.94, 1.9333333333333333)","(8.0, 12.5, 11.976190476190476)","(20.0, 29.0, 27.2)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.892)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:29.114689,"(21.0, 55.0, 45.57142857142857)","(1.7, 1.94, 1.9333333333333333)","(8.0, 12.5, 11.976190476190476)","(20.0, 29.0, 27.75)","(26.0, 48.0, 45.5625)","(4.8, 6.0, 5.892)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:30.162339,"(26.0, 55.0, 45.57142857142857)","(1.7, 1.94, 1.9333333333333333)","(8.5, 12.5, 11.976190476190476)","(20.0, 29.0, 27.75)","(31.0, 48.0, 45.5625)","(4.8, 6.0, 5.892)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:31.220821,"(26.0, 55.0, 50.875)","(1.7, 1.94, 1.9333333333333333)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.75)","(31.0, 48.0, 45.5625)","(4.8, 6.0, 5.85)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:32.227814,"(26.0, 55.0, 49.92307692307692)","(1.7, 1.94, 1.9333333333333333)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.2)","(31.0, 48.0, 45.5625)","(4.8, 6.0, 5.85)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 9.9925)"
16-12-2022 12:27:33.210815,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9333333333333333)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.2)","(31.0, 48.0, 45.5625)","(4.8, 6.0, 5.85)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 9.987804878048781)"
16-12-2022 12:27:34.247271,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9333333333333333)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.75)","(31.0, 48.0, 45.5625)","(4.8, 6.0, 5.85)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 9.987804878048781)"
16-12-2022 12:27:35.209190,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9333333333333333)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.41176470588235)","(31.0, 48.0, 45.5625)","(4.8, 6.0, 5.85)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 9.987804878048781)"
16-12-2022 12:27:36.201337,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.95, 1.9472727272727273)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.636363636363637)","(31.0, 48.0, 45.5625)","(4.8, 6.0, 5.807692307692308)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:37.191888,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9391304347826086)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.2)","(31.0, 48.0, 45.5625)","(4.8, 5.9, 5.818518518518519)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:38.180482,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9391304347826086)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.636363636363637)","(31.0, 48.0, 45.5625)","(4.8, 5.9, 5.742105263157895)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:39.210799,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.939090909090909)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.57894736842105)","(31.0, 48.0, 45.5625)","(4.8, 5.9, 5.775)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:40.195160,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.939090909090909)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.57894736842105)","(31.0, 48.0, 45.5625)","(4.8, 5.9, 5.742105263157895)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:41.197506,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.939090909090909)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.57894736842105)","(31.0, 48.0, 45.5625)","(4.8, 5.9, 5.873333333333334)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:42.230577,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.939090909090909)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.3125)","(31.0, 48.0, 45.5625)","(4.8, 5.9, 5.873333333333334)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:43.213988,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9355555555555555)","(8.5, 12.5, 11.9)","(20.0, 29.0, 27.125)","(31.0, 48.0, 45.483870967741936)","(4.8, 5.9, 5.873333333333334)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:44.278045,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.938)","(8.5, 12.5, 11.9)","(20.0, 26.0, 25.846153846153847)","(31.0, 48.0, 45.483870967741936)","(4.8, 5.9, 5.873333333333334)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:45.377309,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.9289999999999998)","(8.5, 12.5, 11.9)","(20.0, 26.0, 24.63157894736842)","(31.0, 48.0, 45.483870967741936)","(4.8, 5.9, 5.918181818181818)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:46.468815,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9384615384615385)","(8.5, 12.5, 11.844827586206897)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.936842105263158)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:47.534319,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.937142857142857)","(8.5, 12.5, 11.844827586206897)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.977777777777778)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:48.580459,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9314285714285713)","(8.5, 12.5, 12.115384615384615)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 46.0)","(4.8, 6.0, 5.977777777777778)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.043478260869566)"
16-12-2022 12:27:49.624540,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9381249999999999)","(8.5, 12.5, 12.115384615384615)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.977777777777778)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:50.658046,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9314285714285713)","(8.5, 12.5, 12.115384615384615)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.9185185185185185)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:51.720963,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9381249999999999)","(8.5, 12.5, 12.115384615384615)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.892857142857142)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:52.708482,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9333333333333333)","(8.5, 12.5, 12.115384615384615)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.903225806451613)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:53.690194,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.929090909090909)","(8.5, 12.5, 12.115384615384615)","(20.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.903225806451613)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:54.659199,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9216666666666666)","(8.5, 12.5, 12.115384615384615)","(19.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.9)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:55.614570,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.928)","(8.5, 12.5, 12.115384615384615)","(19.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.9)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:56.583803,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.928)","(8.5, 12.5, 12.115384615384615)","(19.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.9)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:57.588787,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.928)","(8.5, 12.5, 12.115384615384615)","(19.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.0, 5.9)","(14.0, 22.0, 20.695652173913043)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:58.601745,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.928)","(8.5, 12.5, 12.115384615384615)","(19.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.857142857142854)","(4.8, 6.0, 5.973584905660378)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:27:59.631794,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.92, 1.9152)","(8.5, 12.5, 12.3125)","(19.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.2, 5.964705882352941)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.033333333333333)"
16-12-2022 12:28:00.712984,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.92, 1.9166666666666665)","(8.5, 12.5, 12.192307692307692)","(19.0, 25.0, 24.333333333333332)","(31.0, 48.0, 45.483870967741936)","(4.8, 6.2, 5.970212765957447)","(14.0, 22.0, 20.636363636363637)","(8.0, 10.5, 10.088235294117647)"
16-12-2022 12:28:01.757936,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.92, 1.915)","(8.5, 13.0, 12.380952380952381)","(19.0, 25.0, 24.555555555555557)","(31.0, 48.0, 45.27272727272727)","(4.8, 6.2, 5.961111111111111)","(14.0, 22.0, 20.46153846153846)","(8.0, 10.5, 10.1875)"
16-12-2022 12:28:02.835637,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.9108333333333332)","(8.5, 13.0, 12.36111111111111)","(19.0, 25.0, 23.46153846153846)","(31.0, 48.0, 44.53846153846154)","(4.8, 6.2, 5.95)","(14.0, 22.0, 20.46153846153846)","(8.0, 10.5, 10.1875)"
16-12-2022 12:28:03.874882,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9230434782608694)","(8.5, 13.0, 12.17142857142857)","(19.0, 25.0, 23.46153846153846)","(31.0, 48.0, 44.53846153846154)","(4.8, 6.0, 5.870588235294117)","(14.0, 22.0, 20.46153846153846)","(8.0, 10.5, 10.191489361702128)"
16-12-2022 12:28:04.991789,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.9255555555555555)","(8.5, 13.0, 12.153846153846153)","(19.0, 25.0, 24.066666666666666)","(31.0, 48.0, 44.64)","(4.8, 6.0, 5.824)","(14.0, 22.0, 20.333333333333332)","(8.0, 10.5, 10.166666666666666)"
16-12-2022 12:28:06.036144,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.94, 1.933469387755102)","(8.5, 13.0, 12.24)","(19.0, 24.0, 23.333333333333332)","(31.0, 48.0, 44.64)","(4.8, 6.0, 5.824)","(14.0, 22.0, 20.333333333333332)","(8.0, 10.5, 10.065517241379311)"
16-12-2022 12:28:07.115296,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.9286666666666665)","(8.5, 13.0, 12.344827586206897)","(19.0, 25.0, 23.25)","(31.0, 48.0, 44.64)","(4.8, 6.0, 5.8533333333333335)","(14.0, 22.0, 20.823529411764707)","(8.0, 10.5, 10.065517241379311)"
16-12-2022 12:28:08.157123,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.9277777777777778)","(8.5, 13.0, 12.296296296296296)","(19.0, 25.0, 23.133333333333333)","(31.0, 48.0, 44.53846153846154)","(4.8, 6.0, 5.819354838709677)","(14.0, 22.0, 20.823529411764707)","(8.0, 10.5, 10.065517241379311)"
16-12-2022 12:28:09.141998,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.924909090909091)","(8.5, 13.0, 12.216216216216216)","(19.0, 25.0, 23.133333333333333)","(31.0, 48.0, 44.53846153846154)","(4.8, 6.0, 5.844444444444444)","(14.0, 22.0, 20.823529411764707)","(8.0, 10.5, 10.065517241379311)"
16-12-2022 12:28:10.146658,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.9249999999999998)","(8.5, 13.0, 12.216216216216216)","(19.0, 24.0, 23.333333333333332)","(31.0, 48.0, 44.53846153846154)","(4.8, 6.0, 5.844444444444444)","(14.0, 22.0, 20.823529411764707)","(8.0, 10.5, 10.065517241379311)"
16-12-2022 12:28:11.122587,"(26.0, 55.0, 51.333333333333336)","(1.7, 1.93, 1.9249999999999998)","(8.5, 13.0, 12.216216216216216)","(19.0, 24.0, 23.25)","(31.0, 48.0, 45.0)","(4.8, 6.0, 5.863414634146341)","(14.0, 22.0, 20.823529411764707)","(8.0, 10.5, 10.065517241379311)"
