,Whiskey Soda,War Drum Express,Hank The Hustler,Emerley Together,Sutton Sandy,Wind Burn Flash,Powder Finger,Harry
10,"[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 30428), 6.5, 10.5]"
11,"[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 51, 187108), 6.5, 10.5]"
12,"[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 327615), 6.5, 10.5]"
13,"[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 463610), 6.5, 10.0]"
14,"[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 600466), 6.5, 10.0]"
15,"[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 759789), 6.5, 10.0]"
16,"[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 56, 900939), 6.5, 10.0]"
17,"[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 28329), 6.5, 10.0]"
18,"[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 161495), 6.5, 10.0]"
19,"[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 288578), 6.5, 10.0]"
20,"[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 1, 420431), 6.5, 10.0]"
21,"[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 554434), 6.5, 10.0]"
22,"[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 706415), 6.5, 10.5]"
23,"[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 858332), 6.5, 10.5]"
24,"[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 988384), 6.5, 10.5]"
25,"[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 129440), 6.5, 10.5]"
26,"[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 274369), 6.5, 10.0]"
27,"[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 405103), 6.5, 10.0]"
28,"[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 542854), 6.5, 10.5]"
29,"[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 11, 669627), 6.5, 10.5]"
30,"[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 800535), 6.5, 10.5]"
31,"[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 926329), 6.5, 10.5]"
32,"[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 3.6, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 51267), 6.5, 10.5]"
33,"[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 16, 200460), 7.0, 10.5]"
34,"[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 2.5, 2.56]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 323152), 7.0, 10.5]"
35,"[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 2.5, 2.58]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 461184), 7.0, 10.5]"
36,"[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 2.5, 2.58]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 593246), 7.0, 10.0]"
37,"[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 2.5, 2.58]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 730440), 7.0, 10.0]"
38,"[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 2.5, 2.58]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 21, 854105), 7.0, 10.5]"
39,"[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 2.5, 2.58]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 7.5, 12.5]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 7.5, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 985731), 7.0, 10.5]"
