,Zea Jay,Riverdale Peggy,Aston Rozee,Gucci Giblet,Typhoon Missile,Blue Bale,My Mate Martha
10-01-2023 14:41:29.996378,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 17.714285714285715)","(1.9, 1.98, 1.9744444444444444)","(31.0, 120.0, 95.71428571428571)"
10-01-2023 14:41:31.217281,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 16.545454545454547)","(1.9, 1.98, 1.9744444444444444)","(31.0, 130.0, 95.71428571428571)"
10-01-2023 14:41:32.357649,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 16.545454545454547)","(1.9, 1.98, 1.9744444444444444)","(31.0, 130.0, 95.71428571428571)"
10-01-2023 14:41:33.666412,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 16.545454545454547)","(1.9, 1.98, 1.9744444444444444)","(31.0, 130.0, 100.0)"
10-01-2023 14:41:34.945613,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 16.545454545454547)","(1.9, 1.98, 1.9744444444444444)","(31.0, 130.0, 100.0)"
10-01-2023 14:41:36.193916,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 16.545454545454547)","(1.9, 1.98, 1.9744444444444444)","(31.0, 130.0, 100.0)"
10-01-2023 14:41:37.430500,"(3.4, 6.6, 5.35)","(21.0, 160.0, 128.33333333333334)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.8, 6.736842105263158)","(8.0, 19.0, 16.545454545454547)","(1.85, 1.98, 1.9744444444444444)","(41.0, 130.0, 100.0)"
10-01-2023 14:41:38.602374,"(3.4, 6.6, 5.35)","(21.0, 160.0, 89.28571428571428)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.8, 6.84)","(8.0, 19.0, 16.545454545454547)","(1.85, 1.98, 1.9744444444444444)","(41.0, 130.0, 100.0)"
10-01-2023 14:41:39.703007,"(3.4, 6.6, 5.35)","(21.0, 150.0, 89.28571428571428)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.8, 6.84)","(8.0, 19.0, 16.545454545454547)","(1.85, 1.98, 1.9744444444444444)","(41.0, 130.0, 100.0)"
10-01-2023 14:41:40.849314,"(3.4, 6.4, 4.611111111111111)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.8, 7.740540540540541)","(8.0, 19.0, 16.545454545454547)","(1.85, 1.98, 1.9744444444444444)","(41.0, 130.0, 100.0)"
10-01-2023 14:41:41.965382,"(3.4, 6.2, 4.8)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.8, 7.8121212121212125)","(8.0, 19.0, 16.545454545454547)","(1.85, 1.98, 2.1133333333333333)","(41.0, 130.0, 100.83333333333333)"
10-01-2023 14:41:43.323670,"(3.4, 5.5, 4.286666666666666)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.6, 7.8121212121212125)","(8.0, 19.0, 16.545454545454547)","(1.85, 2.16, 2.1133333333333333)","(41.0, 130.0, 100.83333333333333)"
10-01-2023 14:41:44.427134,"(3.4, 5.5, 4.286666666666666)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.6, 8.3)","(8.0, 19.0, 16.6)","(1.85, 2.16, 2.06875)","(41.0, 130.0, 125.0)"
10-01-2023 14:41:45.629678,"(3.4, 5.5, 4.286666666666666)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.3)","(8.0, 19.0, 17.153846153846153)","(1.85, 2.14, 2.110810810810811)","(41.0, 140.0, 125.0)"
10-01-2023 14:41:46.931373,"(3.4, 5.5, 4.285714285714286)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.3)","(8.0, 19.0, 17.153846153846153)","(1.85, 2.12, 2.0775)","(41.0, 140.0, 105.0)"
10-01-2023 14:41:48.237743,"(3.4, 5.4, 4.285714285714286)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.3)","(8.0, 19.0, 17.153846153846153)","(1.85, 2.12, 2.0775)","(41.0, 170.0, 127.5)"
10-01-2023 14:41:49.499057,"(3.4, 5.4, 4.285714285714286)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.3)","(8.0, 19.0, 17.153846153846153)","(1.85, 2.12, 2.0775)","(41.0, 160.0, 98.82352941176471)"
10-01-2023 14:41:50.852681,"(3.4, 5.4, 4.285714285714286)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.3)","(8.0, 19.0, 17.153846153846153)","(1.85, 2.12, 2.0676923076923077)","(41.0, 160.0, 98.82352941176471)"
10-01-2023 14:41:52.184907,"(3.4, 5.4, 4.285714285714286)","(21.0, 140.0, 78.63636363636364)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.3)","(8.0, 19.0, 17.153846153846153)","(1.85, 2.12, 2.0676923076923077)","(41.0, 160.0, 102.22222222222223)"
10-01-2023 14:41:53.395435,"(3.4, 5.3, 4.25)","(21.0, 140.0, 83.75)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 7.733333333333333)","(8.0, 19.0, 17.153846153846153)","(1.85, 2.12, 2.061818181818182)","(41.0, 160.0, 102.22222222222223)"
10-01-2023 14:41:54.577190,"(3.4, 5.3, 4.25)","(21.0, 140.0, 83.75)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.114285714285714)","(8.0, 19.0, 17.25)","(1.85, 2.12, 2.061818181818182)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:41:55.814407,"(3.4, 5.3, 4.25)","(21.0, 140.0, 83.75)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.114285714285714)","(8.0, 19.0, 17.25)","(1.85, 2.12, 2.061818181818182)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:41:56.991516,"(3.4, 5.3, 4.25)","(21.0, 140.0, 87.5)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 19.0, 17.25)","(1.85, 2.12, 2.061818181818182)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:41:58.216818,"(3.4, 5.3, 4.25)","(21.0, 140.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 19.0, 17.25)","(1.85, 2.12, 2.061818181818182)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:41:59.449981,"(3.4, 5.3, 4.25)","(21.0, 130.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 19.0, 15.666666666666666)","(1.85, 2.12, 2.061818181818182)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:42:00.822497,"(3.4, 5.3, 4.25)","(21.0, 130.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 16.0, 15.636363636363637)","(1.85, 2.12, 2.0285714285714285)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:42:02.752054,"(3.4, 5.3, 4.25)","(21.0, 130.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 16.0, 15.333333333333334)","(1.85, 2.12, 2.0285714285714285)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:42:04.537351,"(3.4, 5.3, 4.25)","(21.0, 130.0, 81.25)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.333333333333334)","(1.85, 2.12, 2.0285714285714285)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:42:06.929279,"(3.4, 5.3, 4.25)","(21.0, 130.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.333333333333334)","(1.85, 2.1, 2.0648275862068965)","(41.0, 160.0, 103.52941176470588)"
10-01-2023 14:42:08.547859,"(3.4, 5.3, 4.3999999999999995)","(21.0, 130.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.333333333333334)","(1.85, 2.1, 2.0648275862068965)","(41.0, 160.0, 125.0)"
10-01-2023 14:42:09.991677,"(3.4, 5.3, 4.3999999999999995)","(21.0, 130.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.333333333333334)","(1.85, 2.1, 2.0648275862068965)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:11.379697,"(3.4, 5.3, 4.3999999999999995)","(21.0, 130.0, 86.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.333333333333334)","(1.85, 2.1, 2.0803846153846153)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:12.718701,"(3.4, 5.3, 4.25)","(21.0, 130.0, 80.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 17.1875)","(1.85, 2.1, 2.0700000000000003)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:14.091032,"(3.4, 5.3, 4.241176470588235)","(21.0, 130.0, 78.57142857142857)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 1.9714285714285713)","(41.0, 150.0, 138.0)"
10-01-2023 14:42:15.431186,"(3.4, 5.3, 4.241176470588235)","(21.0, 130.0, 97.27272727272727)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 1.9714285714285713)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:16.738497,"(3.4, 5.3, 4.2142857142857135)","(21.0, 130.0, 97.27272727272727)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.0470588235294116)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:18.034528,"(3.4, 5.3, 4.241176470588235)","(21.0, 130.0, 97.27272727272727)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.0470588235294116)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:19.316246,"(3.4, 5.3, 4.241176470588235)","(21.0, 130.0, 97.27272727272727)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.0470588235294116)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:20.631725,"(3.4, 5.3, 4.366666666666666)","(21.0, 130.0, 97.27272727272727)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.058)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:22.013333,"(3.4, 5.3, 4.366666666666666)","(21.0, 130.0, 97.27272727272727)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.06)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:23.342821,"(3.4, 5.3, 4.366666666666666)","(21.0, 130.0, 94.0)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.06)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:24.704179,"(3.4, 5.3, 4.3)","(21.0, 130.0, 97.77777777777777)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.06)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:25.992586,"(3.4, 5.3, 4.3)","(21.0, 120.0, 105.71428571428572)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.065)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:27.307565,"(3.4, 5.3, 4.3)","(21.0, 120.0, 105.71428571428572)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.074)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:28.557026,"(3.4, 5.3, 4.3)","(21.0, 120.0, 105.71428571428572)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.074)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:29.996830,"(3.4, 5.3, 4.3)","(21.0, 120.0, 86.66666666666667)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.074)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:31.506738,"(3.4, 5.3, 4.3)","(21.0, 120.0, 98.57142857142857)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.074)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:32.878759,"(3.4, 5.3, 4.3)","(21.0, 110.0, 98.57142857142857)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.5, 16.09375)","(1.85, 2.1, 2.074)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:34.480884,"(3.4, 5.3, 4.3)","(21.0, 110.0, 90.0)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.074)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:35.797090,"(3.4, 5.3, 4.3)","(21.0, 120.0, 90.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.068421052631579)","(41.0, 150.0, 125.0)"
10-01-2023 14:42:37.072595,"(3.4, 5.3, 4.3)","(21.0, 120.0, 82.5)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.068421052631579)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:38.280183,"(3.4, 5.3, 4.3)","(21.0, 120.0, 82.5)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.045)","(41.0, 150.0, 130.0)"
10-01-2023 14:42:39.503942,"(3.4, 5.2, 4.833333333333333)","(21.0, 120.0, 82.5)","(11.0, 17.0, 14.15625)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.045)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:40.688882,"(3.4, 5.2, 4.833333333333333)","(21.0, 120.0, 82.5)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.045)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:41.925002,"(3.4, 5.2, 4.833333333333333)","(21.0, 120.0, 81.42857142857143)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.045)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:43.084041,"(3.4, 5.2, 4.833333333333333)","(21.0, 120.0, 81.42857142857143)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.045)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:44.313326,"(3.4, 5.2, 4.257142857142857)","(21.0, 120.0, 81.42857142857143)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.045)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:45.576381,"(3.4, 5.2, 4.229411764705882)","(21.0, 120.0, 87.85714285714286)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 15.4375)","(1.85, 2.1, 2.0292857142857144)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:46.812945,"(3.4, 5.2, 4.229411764705882)","(21.0, 120.0, 87.85714285714286)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 15.5, 16.166666666666668)","(1.85, 2.1, 2.005)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:48.117058,"(3.4, 5.2, 4.265)","(21.0, 120.0, 97.5)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.23076923076923)","(1.85, 2.1, 1.9947368421052631)","(41.0, 150.0, 139.0)"
10-01-2023 14:42:49.380719,"(3.4, 4.9, 4.548275862068966)","(21.0, 120.0, 74.16666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.23076923076923)","(1.85, 2.1, 2.0285714285714285)","(41.0, 150.0, 122.5)"
10-01-2023 14:42:50.646314,"(3.4, 4.9, 4.678260869565218)","(21.0, 120.0, 74.16666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.0)","(1.85, 2.1, 2.053658536585366)","(41.0, 150.0, 122.5)"
10-01-2023 14:42:51.746677,"(3.4, 4.9, 4.427777777777778)","(21.0, 110.0, 77.85714285714286)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.23076923076923)","(1.85, 2.1, 1.9363636363636363)","(41.0, 150.0, 122.5)"
10-01-2023 14:42:52.929683,"(3.4, 4.9, 4.513636363636364)","(21.0, 95.0, 85.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.0)","(1.85, 2.1, 1.9363636363636363)","(41.0, 150.0, 122.5)"
10-01-2023 14:42:54.140199,"(3.4, 4.9, 4.513636363636364)","(21.0, 95.0, 85.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.0)","(1.85, 2.1, 1.9363636363636363)","(41.0, 150.0, 120.0)"
10-01-2023 14:42:55.309916,"(3.4, 4.9, 4.625806451612903)","(21.0, 95.0, 85.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.0)","(1.85, 2.1, 1.9363636363636363)","(41.0, 150.0, 120.0)"
10-01-2023 14:42:56.557473,"(3.4, 4.9, 4.5851851851851855)","(21.0, 95.0, 85.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 16.23076923076923)","(1.85, 2.1, 2.0)","(41.0, 150.0, 111.0)"
10-01-2023 14:42:57.856699,"(3.4, 4.9, 4.5851851851851855)","(21.0, 95.0, 76.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 15.941176470588236)","(1.85, 2.1, 2.018181818181818)","(41.0, 150.0, 115.0)"
10-01-2023 14:42:59.100598,"(3.4, 4.9, 4.692682926829269)","(21.0, 100.0, 76.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.294736842105264)","(8.0, 17.0, 15.941176470588236)","(1.85, 2.1, 2.055263157894737)","(41.0, 140.0, 84.0)"
10-01-2023 14:43:00.299493,"(3.4, 4.9, 4.692682926829269)","(21.0, 100.0, 76.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 7.5)","(8.0, 17.0, 16.77777777777778)","(1.85, 2.1, 1.976923076923077)","(41.0, 90.0, 84.0)"
10-01-2023 14:43:01.506839,"(3.4, 4.9, 4.692682926829269)","(21.0, 100.0, 76.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 7.5)","(8.0, 17.0, 16.77777777777778)","(1.85, 2.1, 2.0058823529411764)","(41.0, 90.0, 84.0)"
10-01-2023 14:43:02.735704,"(3.4, 4.9, 4.638461538461539)","(21.0, 100.0, 76.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 7.5)","(8.0, 17.0, 16.77777777777778)","(1.85, 2.1, 2.0058823529411764)","(41.0, 90.0, 84.0)"
10-01-2023 14:43:03.938554,"(3.4, 4.9, 4.638461538461539)","(21.0, 100.0, 76.66666666666667)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 7.5)","(8.0, 17.0, 16.77777777777778)","(1.85, 2.1, 2.0058823529411764)","(41.0, 90.0, 84.0)"
10-01-2023 14:43:05.358721,"(3.4, 4.9, 4.721052631578948)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 7.5)","(8.0, 17.0, 16.23076923076923)","(1.85, 2.1, 2.0058823529411764)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:07.167958,"(3.4, 4.9, 4.7057142857142855)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 7.5)","(8.0, 17.0, 16.77777777777778)","(1.85, 2.1, 2.057692307692308)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:08.315879,"(3.4, 4.9, 4.7057142857142855)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.133333333333333)","(8.0, 17.0, 16.615384615384617)","(1.85, 2.1, 2.0353846153846153)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:09.575216,"(3.4, 4.9, 4.783333333333333)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.133333333333333)","(8.0, 18.0, 16.615384615384617)","(1.85, 2.1, 2.0236363636363635)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:10.876601,"(3.4, 4.9, 4.783333333333333)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 18.0, 16.615384615384617)","(1.85, 2.1, 2.0236363636363635)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:12.144021,"(3.4, 4.9, 4.783333333333333)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 18.0, 16.615384615384617)","(1.85, 2.1, 2.013846153846154)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:13.371126,"(3.4, 4.9, 4.783333333333333)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 18.0, 16.615384615384617)","(1.85, 2.1, 2.013846153846154)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:14.604853,"(3.4, 4.9, 4.783333333333333)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 18.0, 16.615384615384617)","(1.85, 2.1, 2.013846153846154)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:15.931169,"(3.4, 4.9, 4.76)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 18.0, 14.7)","(1.85, 2.1, 2.013846153846154)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:17.641013,"(3.4, 4.9, 4.725)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.5)","(1.85, 2.1, 1.9786666666666666)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:19.095542,"(3.4, 4.9, 4.725)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.4375)","(1.85, 2.1, 2.0042105263157897)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:20.410662,"(3.4, 4.9, 4.725)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 1.995)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:21.627496,"(3.4, 4.9, 4.725)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.046666666666667)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:22.830166,"(3.4, 4.9, 4.76)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.075)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:24.092810,"(3.4, 4.9, 4.772727272727273)","(21.0, 100.0, 76.0)","(11.0, 17.0, 14.307692307692308)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.075)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:25.372340,"(3.4, 4.9, 4.772727272727273)","(21.0, 100.0, 76.0)","(11.0, 17.0, 13.136363636363637)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.7)","(1.85, 2.1, 2.075)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:26.674746,"(3.4, 4.9, 4.772727272727273)","(21.0, 100.0, 76.0)","(11.0, 13.5, 13.214285714285714)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.075)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:27.960388,"(3.4, 4.9, 4.6454545454545455)","(21.0, 100.0, 76.0)","(11.0, 13.5, 13.214285714285714)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.0571428571428574)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:29.221437,"(3.4, 4.9, 4.69375)","(21.0, 100.0, 76.0)","(11.0, 13.5, 13.214285714285714)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.0571428571428574)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:30.485541,"(3.4, 4.9, 4.725)","(21.0, 100.0, 76.0)","(11.0, 13.5, 13.214285714285714)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.0571428571428574)","(41.0, 90.0, 82.0)"
10-01-2023 14:43:31.716299,"(3.4, 4.9, 4.725)","(21.0, 100.0, 76.0)","(11.0, 13.5, 13.055555555555555)","(5.5, 8.4, 8.24)","(8.0, 15.0, 14.59090909090909)","(1.85, 2.1, 2.0633333333333335)","(41.0, 90.0, 82.0)"
