,Perfect Nangar,Double Klatches,King Sumner,Magic Charm,Kulu Fly By,Haas,Midnight Diesel,Jimary Star
10-01-2023 17:49:09.652369,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:10.848712,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:12.074772,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:13.262195,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:14.485764,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:15.686114,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:16.907626,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:18.125810,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:19.310874,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:20.640994,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:21.956411,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:23.136503,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:24.310822,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:25.513050,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:26.723924,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:27.919390,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:29.081890,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:30.306166,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:31.476549,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:32.660567,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:33.852808,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:34.967091,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:36.048800,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:37.159576,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:38.240203,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:39.326249,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:40.346614,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:41.340222,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:42.340392,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:43.402676,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:44.442964,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:45.565325,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:46.620564,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:47.748792,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:48.908356,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:50.025908,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:51.123688,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:52.216641,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:53.295264,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:54.377073,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:55.488057,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:56.545117,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:57.579293,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:58.571060,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:49:59.576183,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:00.578565,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 61.25)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:01.650672,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 121.52941176470588)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:02.696422,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 148.46153846153845)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:03.783892,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 148.46153846153845)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:04.890503,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 148.46153846153845)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:06.057891,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 148.46153846153845)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:07.207306,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 121.52941176470588)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:08.308498,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 121.52941176470588)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:09.399858,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 18.166666666666664)","(31.0, 220.0, 121.52941176470588)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:10.562257,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 17.3)","(31.0, 220.0, 121.52941176470588)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:11.700498,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 17.3)","(31.0, 220.0, 121.52941176470588)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:12.855569,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 17.8)","(31.0, 220.0, 121.52941176470588)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:13.959312,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 17.84)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:15.062392,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 17.84)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
10-01-2023 17:50:16.173307,"(4.8, 10.0, 5.264285714285714)","(1.9, 2.34, 2.087878787878788)","(9.0, 20.0, 17.84)","(31.0, 220.0, 127.0)","(91.0, 650.0, 558.3333333333334)","(5.0, 12.0, 7.664705882352941)","(21.0, 70.0, 57.354838709677416)","(5.0, 9.2, 6.257894736842106)"
