,Perfect Nangar,Double Klatches,King Sumner,Magic Charm,Kulu Fly By,Haas,Midnight Diesel,Jimary Star
10-01-2023 17:59:51.687703,"(5.0, 9.8, 8.714285714285715)","(1.9, 2.34, 2.296)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 152.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 8.6)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.166666666666667)"
10-01-2023 17:59:52.724591,"(5.0, 9.8, 9.314285714285715)","(1.9, 2.34, 2.296)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 152.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 8.6)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.166666666666667)"
10-01-2023 17:59:53.762199,"(5.0, 9.8, 9.338461538461539)","(1.9, 2.34, 2.296)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 152.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 8.6)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.166666666666667)"
10-01-2023 17:59:54.767488,"(5.0, 9.8, 9.366666666666667)","(1.9, 2.34, 2.296)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 152.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 8.6)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.166666666666667)"
10-01-2023 17:59:55.954463,"(5.0, 9.8, 9.25)","(1.9, 2.34, 2.23)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 152.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 8.6)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.95)"
10-01-2023 17:59:57.198790,"(5.0, 9.8, 9.433333333333334)","(1.9, 2.34, 2.23)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 152.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 9.466666666666667)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.904347826086957)"
10-01-2023 17:59:58.394269,"(5.0, 9.8, 9.433333333333334)","(1.9, 2.34, 2.23)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 152.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.904347826086957)"
10-01-2023 17:59:59.546456,"(5.0, 9.8, 9.433333333333334)","(1.9, 2.34, 2.23)","(10.0, 17.5, 14.928571428571429)","(31.0, 260.0, 167.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.904347826086957)"
10-01-2023 18:00:00.724009,"(5.0, 9.8, 9.433333333333334)","(1.9, 2.34, 2.23)","(10.0, 17.5, 14.928571428571429)","(31.0, 290.0, 167.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 46.0, 29.272727272727273)","(4.6, 7.0, 5.904347826086957)"
10-01-2023 18:00:01.775107,"(5.0, 13.0, 12.50909090909091)","(1.9, 2.34, 2.23)","(10.0, 17.5, 16.642857142857142)","(31.0, 290.0, 93.2)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 46.0, 35.6)","(4.6, 7.0, 6.507692307692308)"
10-01-2023 18:00:02.868969,"(5.0, 13.0, 12.1)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 290.0, 89.2)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:03.939528,"(5.0, 14.0, 12.933333333333334)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 270.0, 119.33333333333333)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:05.017161,"(5.0, 14.0, 12.933333333333334)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 270.0, 157.0)","(101.0, 650.0, 475.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:06.047468,"(5.0, 14.0, 12.933333333333334)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 270.0, 157.0)","(101.0, 750.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:07.107976,"(5.0, 14.0, 12.933333333333334)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 270.0, 81.66666666666666)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:08.195185,"(5.0, 14.0, 12.933333333333334)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 270.0, 81.66666666666666)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:09.285876,"(5.0, 14.0, 12.933333333333334)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 260.0, 80.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:10.334019,"(5.0, 14.0, 12.933333333333334)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 260.0, 80.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:11.409155,"(5.0, 14.0, 12.966666666666667)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 260.0, 80.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 10.08)","(20.0, 44.0, 37.0)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:12.453108,"(5.0, 14.0, 12.342857142857142)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 260.0, 80.0)","(101.0, 650.0, 425.0)","(5.5, 11.0, 11.133333333333333)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:13.490835,"(5.0, 14.0, 12.945454545454545)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 260.0, 80.0)","(101.0, 650.0, 425.0)","(5.5, 13.5, 10.8)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:14.594105,"(5.0, 14.0, 12.945454545454545)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 260.0, 109.33333333333333)","(101.0, 650.0, 425.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:15.736445,"(5.0, 14.0, 13.033333333333333)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 240.0, 109.33333333333333)","(101.0, 650.0, 425.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:17.269969,"(5.0, 14.0, 13.033333333333333)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 210.0, 99.33333333333334)","(101.0, 650.0, 425.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:18.490445,"(5.0, 14.0, 13.033333333333333)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 210.0, 99.33333333333334)","(101.0, 650.0, 425.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.507692307692308)"
10-01-2023 18:00:19.547102,"(5.0, 14.0, 12.342857142857142)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 210.0, 75.2)","(101.0, 650.0, 425.0)","(5.5, 13.0, 10.866666666666667)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:20.691421,"(5.0, 14.0, 12.125)","(1.9, 2.32, 2.3)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 425.0)","(5.5, 13.0, 10.866666666666667)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:22.148648,"(5.0, 14.0, 12.125)","(1.9, 2.32, 2.3)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 425.0)","(5.5, 13.0, 10.866666666666667)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:23.532071,"(5.0, 14.0, 12.4375)","(1.9, 2.32, 2.3)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 425.0)","(5.5, 13.0, 10.866666666666667)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:24.812001,"(5.0, 14.5, 12.4375)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 475.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:25.909776,"(5.0, 14.0, 12.125)","(1.9, 2.32, 2.2199999999999998)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 750.0, 475.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:27.020795,"(5.0, 14.0, 11.4)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 750.0, 425.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:28.105892,"(5.0, 14.0, 11.4)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 425.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:29.284783,"(5.0, 13.5, 11.620000000000001)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 35.6)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:30.654520,"(5.0, 13.5, 11.620000000000001)","(1.9, 2.32, 2.29)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:32.082356,"(5.0, 13.5, 12.042857142857143)","(1.9, 2.32, 2.302162162162162)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:33.390916,"(5.0, 13.5, 12.042857142857143)","(1.9, 2.32, 2.302162162162162)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:34.655387,"(5.0, 13.5, 12.042857142857143)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:35.920281,"(5.0, 14.5, 12.757142857142856)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 96.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:37.187654,"(5.0, 14.5, 12.757142857142856)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 121.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:38.300387,"(5.0, 14.5, 12.2125)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 121.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 6.325)"
10-01-2023 18:00:39.426126,"(5.0, 13.5, 12.042857142857143)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.214285714285715)","(31.0, 200.0, 121.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.8, 5.8625)"
10-01-2023 18:00:40.507657,"(5.0, 13.5, 10.95)","(1.9, 2.32, 2.23)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 121.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 6.0, 5.1571428571428575)"
10-01-2023 18:00:41.671620,"(5.0, 14.5, 12.2875)","(1.9, 2.32, 2.23)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 121.0)","(101.0, 650.0, 556.0)","(5.5, 13.0, 11.719999999999999)","(20.0, 44.0, 33.5)","(4.6, 5.5, 5.25)"
10-01-2023 18:00:42.846942,"(5.0, 14.5, 12.2875)","(1.9, 2.32, 2.23)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 121.0)","(101.0, 650.0, 636.0)","(5.5, 13.0, 9.444444444444445)","(20.0, 44.0, 33.5)","(4.6, 5.5, 6.050000000000001)"
10-01-2023 18:00:44.065574,"(5.0, 14.5, 12.2875)","(1.9, 2.32, 2.23)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 154.85714285714286)","(101.0, 750.0, 636.0)","(5.5, 13.0, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:45.244895,"(5.0, 14.5, 12.2875)","(1.9, 2.32, 2.23)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 154.85714285714286)","(101.0, 750.0, 636.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:46.454595,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.23)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 154.85714285714286)","(101.0, 750.0, 636.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:47.602263,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 137.6)","(101.0, 750.0, 636.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:48.625186,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 97.33333333333334)","(101.0, 750.0, 470.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:49.669368,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 97.33333333333334)","(101.0, 650.0, 420.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:50.739298,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 97.33333333333334)","(101.0, 650.0, 420.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:52.015533,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 123.0)","(101.0, 650.0, 420.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:53.253414,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.24)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 97.33333333333334)","(101.0, 650.0, 420.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:54.414928,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.2218181818181817)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 97.33333333333334)","(101.0, 650.0, 420.0)","(5.5, 12.5, 11.32)","(20.0, 44.0, 33.5)","(4.6, 6.4, 6.050000000000001)"
10-01-2023 18:00:55.620880,"(5.0, 14.5, 11.65)","(1.9, 2.32, 2.2218181818181817)","(10.0, 17.0, 16.153846153846153)","(31.0, 200.0, 55.6)","(101.0, 650.0, 420.0)","(5.5, 12.5, 9.65)","(20.0, 44.0, 33.5)","(4.6, 6.4, 5.75)"
10-01-2023 18:00:56.861355,"(5.0, 14.5, 11.776923076923076)","(1.9, 2.16, 2.121904761904762)","(10.0, 17.0, 16.153846153846153)","(31.0, 190.0, 54.375)","(101.0, 650.0, 420.0)","(5.5, 12.5, 9.65)","(20.0, 44.0, 33.5)","(4.6, 6.4, 5.75)"
10-01-2023 18:00:58.034059,"(5.0, 14.5, 11.776923076923076)","(1.9, 2.14, 2.1365714285714286)","(10.0, 17.0, 16.153846153846153)","(31.0, 180.0, 54.375)","(101.0, 650.0, 420.0)","(5.5, 12.5, 9.65)","(20.0, 44.0, 33.5)","(4.6, 6.4, 5.872727272727273)"
10-01-2023 18:00:59.493875,"(5.0, 14.0, 11.507692307692308)","(1.9, 2.12, 2.1133333333333333)","(10.0, 17.0, 16.153846153846153)","(31.0, 170.0, 57.27272727272727)","(101.0, 650.0, 420.0)","(5.5, 12.5, 11.583333333333332)","(20.0, 44.0, 33.5)","(4.6, 6.0, 5.8375)"
10-01-2023 18:01:00.800776,"(5.0, 13.5, 11.485714285714286)","(1.9, 2.14, 2.009333333333333)","(10.0, 17.0, 15.625)","(31.0, 160.0, 74.0)","(101.0, 650.0, 420.0)","(5.5, 12.5, 11.8375)","(20.0, 44.0, 38.0)","(4.6, 6.0, 5.7875000000000005)"
10-01-2023 18:01:02.092085,"(5.0, 13.5, 11.657142857142857)","(1.9, 2.08, 2.0214285714285714)","(10.0, 17.0, 16.0)","(31.0, 130.0, 95.33333333333334)","(101.0, 650.0, 420.0)","(5.5, 12.5, 9.95)","(20.0, 44.0, 38.0)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:03.323178,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.04, 2.016153846153846)","(10.0, 17.0, 16.615384615384617)","(31.0, 120.0, 104.0)","(101.0, 650.0, 558.0)","(5.5, 12.5, 9.45)","(20.0, 44.0, 37.85714285714286)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:04.582192,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.016153846153846)","(10.0, 17.0, 15.2)","(31.0, 120.0, 104.0)","(101.0, 650.0, 638.0)","(5.5, 11.5, 8.933333333333334)","(20.0, 40.0, 37.85714285714286)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:05.746125,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.016153846153846)","(10.0, 17.0, 15.2)","(31.0, 120.0, 109.23076923076923)","(101.0, 750.0, 638.0)","(5.5, 12.0, 9.45)","(20.0, 40.0, 28.75)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:06.938826,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.014705882352941)","(10.0, 17.0, 16.625)","(31.0, 120.0, 109.23076923076923)","(101.0, 750.0, 638.0)","(5.5, 11.5, 8.55)","(20.0, 40.0, 33.5)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:08.099418,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.013571428571429)","(10.0, 17.0, 16.625)","(31.0, 120.0, 94.0)","(101.0, 750.0, 638.0)","(5.5, 12.0, 8.166666666666668)","(20.0, 36.0, 33.5)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:09.372036,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.013571428571429)","(10.0, 17.0, 16.625)","(31.0, 120.0, 103.75)","(101.0, 750.0, 475.0)","(5.5, 12.0, 8.766666666666667)","(20.0, 38.0, 34.333333333333336)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:10.626381,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.013571428571429)","(10.0, 17.0, 16.625)","(31.0, 120.0, 103.75)","(101.0, 750.0, 475.0)","(5.5, 11.5, 8.766666666666667)","(20.0, 36.0, 34.333333333333336)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:12.057628,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.0118181818181817)","(10.0, 17.0, 16.625)","(31.0, 120.0, 106.66666666666667)","(101.0, 750.0, 475.0)","(5.5, 11.5, 8.766666666666667)","(20.0, 36.0, 29.846153846153847)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:13.318600,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.0118181818181817)","(10.0, 17.0, 16.625)","(31.0, 120.0, 98.0)","(101.0, 750.0, 475.0)","(5.5, 11.5, 9.2)","(20.0, 36.0, 31.333333333333332)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:14.538517,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.0118181818181817)","(10.0, 17.0, 16.625)","(31.0, 120.0, 110.83333333333333)","(101.0, 750.0, 475.0)","(5.5, 11.0, 9.2)","(20.0, 34.0, 27.454545454545453)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:15.750063,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.0118181818181817)","(10.0, 17.0, 15.857142857142858)","(31.0, 120.0, 110.83333333333333)","(101.0, 750.0, 425.0)","(5.5, 11.0, 8.0)","(20.0, 34.0, 31.0)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:16.938021,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.0118181818181817)","(10.0, 17.0, 15.857142857142858)","(31.0, 120.0, 106.25)","(101.0, 650.0, 425.0)","(5.5, 11.0, 8.0)","(20.0, 32.0, 30.0)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:18.041071,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.0118181818181817)","(10.0, 17.0, 16.0)","(31.0, 120.0, 103.33333333333334)","(101.0, 650.0, 425.0)","(5.5, 11.0, 8.95)","(20.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:19.175492,"(5.0, 13.5, 9.737499999999999)","(1.9, 2.02, 2.0118181818181817)","(10.0, 17.0, 16.0)","(31.0, 120.0, 103.33333333333334)","(101.0, 650.0, 425.0)","(5.5, 10.5, 8.95)","(20.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:20.270716,"(5.0, 13.5, 9.958823529411765)","(1.9, 2.02, 2.0125)","(9.0, 17.0, 16.0)","(31.0, 120.0, 110.0)","(101.0, 650.0, 425.0)","(5.5, 10.5, 8.95)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:21.441200,"(5.0, 13.5, 9.958823529411765)","(1.9, 2.02, 2.0125)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 110.0)","(101.0, 650.0, 593.75)","(5.5, 10.5, 8.95)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:22.545945,"(5.0, 13.5, 11.004347826086956)","(1.9, 2.02, 2.0125)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 110.0)","(101.0, 650.0, 593.75)","(5.5, 10.5, 8.95)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:23.598621,"(5.0, 13.5, 11.004347826086956)","(1.9, 2.02, 2.0125)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 90.0)","(101.0, 650.0, 593.75)","(5.5, 10.5, 8.95)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:24.641722,"(5.0, 13.5, 9.86)","(1.9, 2.02, 2.0125)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 113.33333333333334)","(101.0, 650.0, 593.75)","(5.5, 10.5, 8.95)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:25.637894,"(5.0, 13.5, 11.018181818181818)","(1.9, 1.99, 1.9849999999999999)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 113.33333333333334)","(101.0, 650.0, 593.75)","(5.5, 10.5, 8.7)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:26.756707,"(5.0, 13.5, 11.617241379310345)","(1.9, 1.99, 1.966)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 118.88888888888889)","(101.0, 650.0, 593.75)","(5.5, 10.0, 8.7)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:27.866373,"(5.0, 13.5, 11.617241379310345)","(1.9, 1.99, 1.966)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 118.88888888888889)","(101.0, 650.0, 593.75)","(5.5, 10.0, 8.7)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:29.006415,"(5.0, 13.5, 11.617241379310345)","(1.9, 1.99, 1.966)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 118.88888888888889)","(101.0, 650.0, 593.75)","(5.5, 10.0, 8.7)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:30.056328,"(5.0, 13.5, 11.617241379310345)","(1.9, 1.99, 1.966)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 118.88888888888889)","(101.0, 650.0, 593.75)","(5.5, 10.0, 8.266666666666667)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
10-01-2023 18:01:31.108767,"(5.0, 13.5, 11.617241379310345)","(1.9, 1.99, 1.966)","(9.0, 17.0, 16.5625)","(31.0, 130.0, 118.88888888888889)","(101.0, 650.0, 681.25)","(5.5, 10.0, 8.266666666666667)","(19.0, 32.0, 27.09090909090909)","(4.6, 6.4, 5.677777777777778)"
