,Fever Lee,Showtime Bobby,Illegal Tender,Isa Belle,Elusive Emma,Pipers Band,Ebby Von,Going To Town
10-01-2023 19:21:24.906398,"(9.0, 14.0, 13.597560975609756)","(6.0, 6.8, 6.785714285714286)","(16.0, 24.0, 22.571428571428573)","(3.9, 4.9, 4.733333333333333)","(9.0, 13.5, 13.047619047619047)","(8.0, 11.5, 11.136363636363637)","(3.4, 3.95, 3.8166666666666664)","(8.0, 11.0, 10.547619047619047)"
10-01-2023 19:21:26.003797,"(9.0, 14.0, 13.597560975609756)","(6.0, 6.8, 6.785714285714286)","(16.0, 24.0, 22.571428571428573)","(3.9, 4.9, 4.733333333333333)","(9.0, 13.5, 13.047619047619047)","(8.0, 11.5, 11.136363636363637)","(3.4, 3.95, 3.8166666666666664)","(8.0, 11.0, 10.547619047619047)"
10-01-2023 19:21:27.128715,"(9.0, 14.0, 13.597560975609756)","(6.0, 6.8, 6.74)","(16.0, 24.0, 22.333333333333332)","(3.9, 4.9, 4.733333333333333)","(9.0, 13.5, 13.047619047619047)","(8.0, 11.5, 11.136363636363637)","(3.4, 3.95, 3.840909090909091)","(8.0, 11.0, 10.547619047619047)"
10-01-2023 19:21:28.265120,"(9.0, 14.0, 13.597560975609756)","(6.0, 6.8, 6.74)","(16.0, 24.0, 22.333333333333332)","(3.9, 4.9, 4.733333333333333)","(9.0, 13.5, 13.05813953488372)","(8.0, 11.5, 11.136363636363637)","(3.4, 3.95, 3.8166666666666664)","(8.0, 11.0, 10.547619047619047)"
10-01-2023 19:21:29.359818,"(9.0, 14.0, 13.597560975609756)","(6.0, 6.8, 6.68)","(16.0, 24.0, 22.571428571428573)","(3.9, 4.9, 4.741176470588235)","(9.0, 13.5, 13.047619047619047)","(8.0, 11.5, 11.136363636363637)","(3.4, 3.95, 3.840909090909091)","(8.0, 11.0, 10.547619047619047)"
10-01-2023 19:21:30.495228,"(9.0, 14.0, 13.597560975609756)","(6.0, 6.8, 6.733333333333333)","(16.0, 24.0, 22.571428571428573)","(3.9, 4.8, 4.694736842105263)","(9.0, 13.5, 13.105263157894736)","(8.0, 11.5, 11.136363636363637)","(3.4, 3.95, 3.9)","(8.0, 11.0, 10.547619047619047)"
10-01-2023 19:21:31.516166,"(9.0, 14.0, 13.597560975609756)","(6.0, 6.8, 6.68)","(16.0, 24.0, 22.571428571428573)","(3.9, 4.8, 4.694736842105263)","(9.0, 13.5, 13.105263157894736)","(8.0, 11.5, 11.136363636363637)","(3.4, 3.95, 3.916666666666667)","(8.0, 11.0, 10.55813953488372)"
10-01-2023 19:21:32.609924,"(9.0, 14.0, 13.607142857142858)","(6.0, 6.8, 6.733333333333333)","(16.0, 24.0, 22.75)","(3.9, 4.8, 4.688888888888889)","(9.0, 13.5, 13.068181818181818)","(8.0, 11.5, 11.147058823529411)","(3.4, 3.95, 3.8785714285714286)","(8.0, 11.0, 10.55813953488372)"
10-01-2023 19:21:33.693176,"(9.0, 14.0, 13.607142857142858)","(6.0, 6.8, 6.733333333333333)","(16.0, 24.0, 22.75)","(3.9, 4.7, 4.688888888888889)","(9.0, 13.5, 13.068181818181818)","(8.0, 11.5, 11.113636363636363)","(3.4, 3.95, 3.9142857142857146)","(8.0, 11.0, 10.604166666666666)"
10-01-2023 19:21:34.823426,"(9.0, 13.5, 13.36111111111111)","(6.0, 6.8, 6.74)","(16.0, 24.0, 22.181818181818183)","(3.9, 4.7, 4.688888888888889)","(9.0, 13.5, 13.065217391304348)","(8.0, 11.5, 11.113636363636363)","(3.4, 3.95, 3.9000000000000004)","(8.0, 11.0, 10.604166666666666)"
10-01-2023 19:21:35.963319,"(9.0, 13.5, 13.43939393939394)","(6.0, 6.8, 6.779999999999999)","(16.0, 24.0, 22.181818181818183)","(3.9, 4.7, 4.688888888888889)","(9.0, 13.5, 13.055555555555555)","(8.0, 11.5, 11.113636363636363)","(3.4, 3.95, 3.8863636363636367)","(8.0, 11.0, 10.604166666666666)"
10-01-2023 19:21:36.986851,"(9.0, 13.5, 13.275)","(6.0, 6.8, 6.785714285714286)","(16.0, 24.0, 22.181818181818183)","(3.9, 4.7, 4.688888888888889)","(9.0, 13.5, 13.055555555555555)","(8.0, 11.5, 11.113636363636363)","(3.4, 3.95, 3.9406250000000003)","(8.0, 11.0, 10.604166666666666)"
10-01-2023 19:21:38.101881,"(9.0, 13.5, 13.43939393939394)","(6.0, 6.8, 6.785714285714286)","(16.0, 24.0, 22.181818181818183)","(3.9, 4.7, 4.65)","(9.0, 13.5, 13.055555555555555)","(8.0, 11.5, 11.113636363636363)","(3.4, 3.95, 4.090425531914893)","(8.0, 11.0, 10.604166666666666)"
10-01-2023 19:21:39.257350,"(9.0, 13.5, 13.36111111111111)","(6.0, 6.8, 6.779999999999999)","(16.0, 24.0, 22.4)","(3.9, 4.7, 4.642857142857142)","(9.0, 13.5, 13.055555555555555)","(8.0, 11.5, 11.113636363636363)","(3.4, 4.1, 4.096010638297872)","(8.0, 11.0, 10.604166666666666)"
10-01-2023 19:21:40.358512,"(9.0, 13.5, 13.25609756097561)","(6.0, 6.8, 6.779999999999999)","(16.0, 23.0, 22.2)","(3.9, 4.7, 4.6)","(9.0, 13.5, 13.016129032258064)","(8.0, 11.5, 11.160377358490566)","(3.4, 4.1, 4.116)","(8.0, 11.0, 10.587301587301587)"
10-01-2023 19:21:41.441952,"(9.0, 13.5, 13.272727272727273)","(6.0, 6.8, 6.779999999999999)","(16.0, 23.0, 21.8)","(3.9, 4.6, 4.547826086956522)","(9.0, 13.5, 13.042372881355933)","(8.0, 11.5, 11.18421052631579)","(3.4, 4.2, 4.233333333333333)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:42.505213,"(9.0, 13.5, 13.125)","(6.0, 6.8, 6.779999999999999)","(16.0, 23.0, 22.333333333333332)","(3.9, 4.5, 4.433333333333334)","(9.0, 13.5, 13.042372881355933)","(8.0, 11.5, 11.172413793103448)","(3.4, 4.3, 4.225)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:43.619489,"(9.0, 13.0, 12.842105263157894)","(6.0, 6.8, 6.765853658536585)","(16.0, 23.0, 22.333333333333332)","(3.9, 4.5, 4.458333333333334)","(9.0, 13.5, 13.9)","(8.0, 11.5, 11.172413793103448)","(3.4, 4.3, 4.039130434782608)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:44.758861,"(9.0, 13.0, 12.85897435897436)","(6.0, 7.0, 6.765853658536585)","(16.0, 23.0, 22.333333333333332)","(3.9, 4.5, 4.437142857142858)","(9.0, 14.0, 13.954545454545455)","(8.0, 11.5, 11.15)","(3.4, 4.1, 3.957894736842105)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:45.885009,"(9.0, 13.0, 12.911764705882353)","(6.0, 7.0, 6.915384615384616)","(16.0, 23.0, 22.0)","(3.9, 4.5, 4.424137931034483)","(9.0, 14.5, 13.833333333333334)","(8.0, 11.5, 11.076923076923077)","(3.4, 4.0, 3.922222222222222)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:47.079827,"(9.0, 13.5, 12.972222222222221)","(6.0, 7.0, 6.88421052631579)","(16.0, 23.0, 22.333333333333332)","(3.9, 4.5, 4.457142857142857)","(9.0, 14.5, 13.833333333333334)","(8.0, 11.5, 11.153846153846153)","(3.4, 4.0, 3.928)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:48.240588,"(9.0, 12.5, 12.38888888888889)","(5.5, 7.0, 6.896551724137931)","(16.0, 23.0, 22.333333333333332)","(3.8, 4.5, 4.5588235294117645)","(9.0, 14.5, 13.87037037037037)","(8.0, 11.5, 11.392857142857142)","(3.3, 4.0, 3.9653846153846155)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:49.342533,"(9.0, 12.0, 11.666666666666666)","(5.5, 7.0, 6.896551724137931)","(16.0, 23.0, 22.047619047619047)","(3.8, 4.6, 4.5588235294117645)","(9.0, 14.5, 13.833333333333334)","(8.0, 11.5, 11.25)","(3.3, 4.0, 3.95)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:50.453612,"(9.0, 11.5, 11.394736842105264)","(5.5, 7.0, 6.896551724137931)","(16.0, 23.0, 22.0)","(3.8, 4.6, 4.538709677419355)","(9.0, 14.5, 13.954545454545455)","(8.0, 12.0, 11.25)","(3.3, 4.0, 3.9366666666666665)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:51.548925,"(9.0, 11.5, 11.357142857142858)","(5.5, 7.0, 6.896551724137931)","(16.0, 23.0, 22.375)","(3.8, 4.7, 4.5717948717948715)","(9.0, 14.0, 13.87037037037037)","(8.0, 12.0, 11.514705882352942)","(3.3, 4.0, 3.9583333333333335)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:52.679579,"(9.0, 11.5, 11.1875)","(5.5, 6.8, 6.76)","(16.0, 23.0, 22.047619047619047)","(3.8, 4.7, 4.6)","(9.0, 14.5, 13.857142857142858)","(8.0, 12.0, 11.514705882352942)","(3.3, 4.0, 3.9673076923076924)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:53.810926,"(9.0, 12.0, 11.521739130434783)","(5.5, 6.8, 6.76)","(16.0, 23.0, 22.0)","(3.8, 4.7, 4.6)","(9.0, 14.5, 13.857142857142858)","(8.0, 12.0, 11.514705882352942)","(3.3, 4.1, 3.9923076923076923)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:54.996890,"(9.0, 12.0, 11.535714285714286)","(5.5, 6.8, 6.7375)","(16.0, 23.0, 22.333333333333332)","(3.8, 4.7, 4.6)","(9.0, 14.5, 13.82258064516129)","(8.0, 12.0, 11.514705882352942)","(3.3, 4.1, 4.014772727272727)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:56.122318,"(9.0, 12.0, 11.375)","(5.5, 6.8, 6.741176470588235)","(16.0, 23.0, 22.0)","(3.8, 4.7, 4.6)","(9.0, 14.5, 13.944444444444445)","(8.0, 12.0, 11.514705882352942)","(3.3, 4.1, 4.022222222222222)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:57.251080,"(9.0, 12.5, 11.55)","(5.5, 6.8, 6.675862068965517)","(16.0, 23.0, 22.0)","(3.8, 4.7, 4.6)","(9.0, 14.0, 13.944444444444445)","(8.0, 12.0, 11.514705882352942)","(3.3, 4.1, 4.017391304347826)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:58.467023,"(9.0, 12.0, 11.928571428571429)","(5.5, 6.8, 6.663157894736842)","(16.0, 23.0, 22.333333333333332)","(3.8, 4.7, 4.6)","(9.0, 14.0, 13.9375)","(8.0, 12.0, 11.512820512820513)","(3.3, 4.1, 4.04074074074074)","(8.0, 11.0, 10.578125)"
10-01-2023 19:21:59.589381,"(9.0, 12.0, 11.666666666666666)","(5.5, 6.8, 6.614285714285714)","(16.0, 23.0, 22.444444444444443)","(3.8, 4.7, 4.6)","(9.0, 14.0, 13.75)","(8.0, 12.0, 11.512820512820513)","(3.3, 4.1, 4.021052631578947)","(8.0, 11.0, 10.525423728813559)"
10-01-2023 19:22:00.733202,"(9.0, 12.0, 11.571428571428571)","(5.5, 6.8, 6.6909090909090905)","(16.0, 23.0, 22.333333333333332)","(3.8, 4.7, 4.521428571428571)","(9.0, 14.0, 13.3125)","(8.0, 12.0, 11.512820512820513)","(3.3, 4.1, 4.036363636363636)","(8.0, 11.0, 10.525423728813559)"
10-01-2023 19:22:01.900822,"(9.0, 12.0, 11.571428571428571)","(5.5, 6.8, 6.6909090909090905)","(16.0, 23.0, 22.5)","(3.8, 4.6, 4.508333333333333)","(9.0, 14.0, 13.416666666666666)","(8.0, 12.0, 11.512820512820513)","(3.3, 4.1, 4.03125)","(8.0, 11.0, 10.525423728813559)"
10-01-2023 19:22:03.043848,"(9.0, 12.5, 12.080645161290322)","(5.5, 6.8, 6.6909090909090905)","(16.0, 23.0, 22.333333333333332)","(3.8, 4.6, 4.54054054054054)","(9.0, 13.5, 13.416666666666666)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.1, 4.033333333333333)","(8.0, 11.0, 10.525423728813559)"
10-01-2023 19:22:04.245511,"(9.0, 12.5, 12.096774193548388)","(5.5, 6.8, 6.699999999999999)","(16.0, 23.0, 22.333333333333332)","(3.8, 4.6, 4.536842105263158)","(9.0, 13.5, 13.428571428571429)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.1, 4.055)","(8.0, 11.0, 10.533333333333333)"
10-01-2023 19:22:05.464984,"(9.0, 12.5, 12.096774193548388)","(5.5, 6.8, 6.699999999999999)","(16.0, 23.0, 22.5)","(3.8, 4.6, 4.536842105263158)","(9.0, 13.5, 12.983333333333333)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.1, 4.0874999999999995)","(8.0, 11.0, 10.5)"
10-01-2023 19:22:06.726249,"(9.0, 12.5, 12.107142857142858)","(5.5, 6.8, 6.721739130434782)","(16.0, 23.0, 22.5)","(3.8, 4.6, 4.536842105263158)","(9.0, 13.0, 12.98076923076923)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.1, 4.0874999999999995)","(8.0, 11.0, 10.533333333333333)"
10-01-2023 19:22:07.889108,"(9.0, 12.5, 12.096774193548388)","(5.5, 6.8, 6.6875)","(16.0, 23.0, 22.333333333333332)","(3.8, 4.6, 4.54)","(9.0, 13.0, 12.323529411764707)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.1, 4.136)","(8.0, 11.0, 10.524590163934427)"
10-01-2023 19:22:09.035525,"(9.0, 12.5, 12.096774193548388)","(5.5, 6.8, 6.726315789473684)","(16.0, 23.0, 23.11111111111111)","(3.8, 4.6, 4.536842105263157)","(9.0, 12.5, 11.652173913043478)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.2, 4.144444444444444)","(8.0, 11.0, 10.508474576271187)"
10-01-2023 19:22:10.199356,"(9.0, 12.5, 12.11111111111111)","(5.5, 6.8, 6.705263157894737)","(16.0, 26.0, 23.75)","(3.8, 4.6, 4.536842105263157)","(9.0, 12.0, 11.538461538461538)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.2, 4.181481481481481)","(8.0, 11.0, 10.483870967741936)"
10-01-2023 19:22:11.337824,"(9.0, 12.5, 12.11111111111111)","(5.5, 6.8, 6.705263157894737)","(16.0, 26.0, 23.75)","(3.8, 4.6, 4.507692307692308)","(9.0, 12.0, 11.38)","(8.0, 12.0, 11.511904761904763)","(3.3, 4.2, 4.226666666666667)","(8.0, 10.5, 10.483870967741936)"
10-01-2023 19:22:12.455610,"(9.0, 12.5, 12.10344827586207)","(5.5, 6.8, 6.705263157894737)","(16.0, 26.0, 23.81081081081081)","(3.8, 4.6, 4.483333333333333)","(9.0, 11.5, 11.55)","(8.0, 12.0, 11.513513513513514)","(3.3, 4.3, 4.211538461538462)","(8.0, 10.5, 10.483870967741936)"
10-01-2023 19:22:13.623891,"(9.0, 12.5, 12.10344827586207)","(5.5, 6.8, 6.711111111111111)","(16.0, 26.0, 24.555555555555557)","(3.8, 4.5, 4.53)","(9.0, 12.0, 11.74)","(8.0, 12.0, 11.225)","(3.3, 4.3, 4.232352941176471)","(8.0, 10.5, 10.483870967741936)"
10-01-2023 19:22:14.779455,"(9.0, 12.5, 12.10344827586207)","(5.5, 6.8, 6.711111111111111)","(16.0, 25.0, 24.473684210526315)","(3.8, 4.6, 4.52)","(9.0, 12.0, 11.74)","(8.0, 11.5, 11.227272727272727)","(3.3, 4.3, 4.236111111111111)","(8.0, 10.5, 10.483333333333333)"
10-01-2023 19:22:15.912769,"(9.0, 12.5, 12.10344827586207)","(5.5, 6.8, 6.72)","(16.0, 25.0, 24.473684210526315)","(3.8, 4.6, 4.52)","(9.0, 12.0, 11.74)","(8.0, 11.5, 11.227272727272727)","(3.3, 4.3, 4.247999999999999)","(8.0, 10.5, 10.483333333333333)"
10-01-2023 19:22:17.056227,"(9.0, 12.5, 12.10344827586207)","(5.5, 6.8, 6.711111111111111)","(16.0, 25.0, 24.473684210526315)","(3.8, 4.6, 4.521428571428571)","(9.0, 12.0, 11.767857142857142)","(8.0, 11.5, 11.227272727272727)","(3.3, 4.3, 4.229824561403508)","(8.0, 10.5, 10.483333333333333)"
10-01-2023 19:22:18.199184,"(9.0, 12.5, 12.090909090909092)","(5.5, 6.8, 6.711111111111111)","(16.0, 25.0, 24.473684210526315)","(3.8, 4.6, 4.521428571428571)","(9.0, 12.0, 11.767857142857142)","(8.0, 11.5, 11.227272727272727)","(3.3, 4.3, 4.229824561403508)","(8.0, 10.5, 10.483333333333333)"
10-01-2023 19:22:19.261140,"(9.0, 12.5, 12.090909090909092)","(5.5, 6.8, 6.711111111111111)","(16.0, 25.0, 24.473684210526315)","(3.8, 4.6, 4.521428571428571)","(9.0, 12.0, 11.767857142857142)","(8.0, 11.5, 11.214285714285714)","(3.3, 4.3, 4.229824561403508)","(8.0, 10.5, 10.487179487179487)"
10-01-2023 19:22:20.407228,"(9.0, 12.5, 12.08)","(5.5, 6.8, 6.711111111111111)","(16.0, 25.0, 24.166666666666668)","(3.8, 4.6, 4.992122538293216)","(9.0, 12.0, 11.59375)","(8.0, 11.5, 10.885714285714286)","(3.3, 4.3, 4.1891891891891895)","(8.0, 10.5, 10.486842105263158)"
10-01-2023 19:22:21.477396,"(9.0, 12.5, 12.043478260869565)","(5.5, 6.6, 6.573684210526316)","(16.0, 25.0, 24.0)","(3.8, 5.0, 4.994392523364486)","(9.0, 12.0, 11.236842105263158)","(8.0, 11.0, 10.857142857142858)","(3.3, 4.2, 4.239285714285714)","(8.0, 10.5, 10.486842105263158)"
10-01-2023 19:22:22.583024,"(9.0, 12.5, 12.043478260869565)","(5.5, 6.6, 6.558333333333334)","(16.0, 25.0, 24.0)","(3.8, 5.0, 4.994392523364486)","(9.0, 11.5, 11.25)","(8.0, 11.0, 10.807692307692308)","(3.3, 4.3, 4.220000000000001)","(8.0, 10.5, 10.44047619047619)"
10-01-2023 19:22:23.819861,"(9.0, 12.5, 12.037037037037036)","(5.5, 6.6, 6.518518518518518)","(16.0, 25.0, 23.444444444444443)","(3.8, 5.0, 4.948275862068965)","(9.0, 11.5, 11.263157894736842)","(8.0, 11.0, 10.807692307692308)","(3.3, 4.4, 4.178)","(8.0, 10.5, 10.2890625)"
10-01-2023 19:22:25.024969,"(9.0, 13.0, 12.346153846153847)","(5.5, 6.6, 6.533333333333333)","(16.0, 24.0, 23.555555555555557)","(3.8, 5.0, 4.864285714285714)","(9.0, 11.5, 11.208333333333334)","(8.0, 11.0, 10.871794871794872)","(3.3, 4.2, 4.24)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:26.189517,"(9.0, 13.0, 12.432432432432432)","(5.5, 6.6, 6.533333333333333)","(16.0, 25.0, 23.555555555555557)","(3.8, 5.0, 4.864285714285714)","(9.0, 11.5, 11.24074074074074)","(8.0, 11.0, 10.787234042553191)","(3.3, 4.3, 4.246666666666667)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:27.291280,"(9.0, 13.0, 12.666666666666666)","(5.5, 6.8, 6.654545454545454)","(16.0, 25.0, 23.555555555555557)","(3.9, 4.8, 4.708)","(9.0, 11.5, 11.24074074074074)","(8.0, 11.0, 10.787234042553191)","(3.3, 4.3, 4.293333333333333)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:28.413088,"(9.0, 13.0, 12.6)","(5.5, 6.8, 6.670588235294117)","(16.0, 25.0, 23.473684210526315)","(3.9, 4.8, 4.708)","(9.0, 11.5, 11.24074074074074)","(8.0, 11.0, 10.782608695652174)","(3.3, 4.3, 4.294736842105263)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:29.514159,"(9.0, 13.0, 12.571428571428571)","(5.5, 6.8, 6.670588235294117)","(16.0, 24.0, 23.473684210526315)","(3.9, 4.8, 4.708)","(9.0, 11.5, 11.24074074074074)","(8.0, 11.0, 10.782608695652174)","(3.3, 4.3, 4.294736842105263)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:30.666277,"(9.0, 13.0, 12.48)","(5.5, 6.8, 6.670588235294117)","(16.0, 24.0, 23.166666666666668)","(3.9, 4.8, 4.7004535147392295)","(9.0, 11.5, 11.24074074074074)","(8.0, 11.0, 10.791666666666666)","(3.4, 4.3, 4.293333333333333)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:31.839115,"(9.0, 13.0, 12.48)","(5.5, 6.8, 6.670588235294117)","(16.0, 24.0, 23.5)","(3.9, 4.8, 4.611920529801324)","(9.0, 11.5, 11.24074074074074)","(8.0, 11.0, 10.8)","(3.4, 4.3, 4.284375)","(8.0, 10.5, 10.25438596491228)"
10-01-2023 19:22:33.026893,"(9.0, 12.5, 12.166666666666666)","(5.5, 6.8, 6.754385964912281)","(16.0, 24.0, 23.166666666666668)","(3.9, 4.8, 4.703626943005181)","(9.0, 11.5, 11.24074074074074)","(8.0, 11.0, 10.77450980392157)","(3.4, 4.4, 4.3100000000000005)","(8.0, 10.5, 10.25438596491228)"
10-01-2023 19:22:34.124084,"(9.0, 12.5, 12.277777777777779)","(5.5, 7.0, 6.754385964912281)","(16.0, 24.0, 23.166666666666668)","(4.0, 4.8, 4.763636363636364)","(9.0, 11.5, 11.24074074074074)","(8.5, 11.0, 10.783018867924529)","(3.4, 4.4, 4.3100000000000005)","(8.0, 10.5, 10.23076923076923)"
10-01-2023 19:22:35.182749,"(9.0, 12.5, 11.73076923076923)","(5.5, 6.8, 6.776923076923077)","(16.0, 24.0, 23.166666666666668)","(4.0, 4.9, 4.797872340425532)","(9.0, 11.5, 11.24074074074074)","(8.5, 11.0, 10.77450980392157)","(3.4, 4.4, 4.3100000000000005)","(8.0, 10.5, 10.25438596491228)"
10-01-2023 19:22:36.257475,"(9.0, 12.5, 11.73076923076923)","(5.5, 6.8, 6.776923076923077)","(16.0, 24.0, 23.166666666666668)","(4.0, 4.9, 4.797872340425532)","(9.0, 11.5, 11.24074074074074)","(8.5, 11.0, 10.783018867924529)","(3.4, 4.4, 4.3375)","(8.0, 10.5, 10.25438596491228)"
10-01-2023 19:22:37.298201,"(9.0, 12.5, 11.73076923076923)","(5.5, 6.8, 6.721739130434782)","(16.0, 24.0, 23.166666666666668)","(4.0, 4.9, 4.812727272727273)","(9.0, 11.5, 11.24074074074074)","(8.5, 11.0, 10.77450980392157)","(3.4, 4.4, 4.3375)","(8.0, 10.5, 10.25438596491228)"
10-01-2023 19:22:38.410250,"(9.0, 12.5, 11.73076923076923)","(5.5, 6.8, 6.699999999999999)","(16.0, 24.0, 23.166666666666668)","(4.0, 4.9, 4.78)","(9.0, 11.5, 11.23076923076923)","(8.5, 11.0, 10.77450980392157)","(3.4, 4.4, 4.321739130434783)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:39.559429,"(9.0, 12.5, 11.73076923076923)","(5.5, 6.8, 6.699999999999999)","(16.0, 24.0, 22.94736842105263)","(4.0, 4.8, 4.7725)","(9.0, 11.5, 11.206896551724139)","(8.5, 11.0, 10.78)","(3.4, 4.4, 4.357142857142858)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:40.648767,"(9.0, 12.5, 11.911764705882353)","(5.5, 6.8, 6.699999999999999)","(16.0, 24.0, 22.94736842105263)","(4.0, 4.8, 4.752727272727273)","(9.0, 11.5, 11.206896551724139)","(8.5, 11.0, 10.784313725490197)","(3.4, 4.4, 4.35945945945946)","(8.0, 10.5, 10.258928571428571)"
10-01-2023 19:22:41.752104,"(9.0, 12.5, 11.85)","(5.5, 6.8, 6.652631578947368)","(16.0, 24.0, 22.94736842105263)","(4.0, 5.0, 4.999491094147583)","(9.0, 11.5, 11.16)","(8.5, 11.0, 10.744186046511627)","(3.4, 4.4, 4.347368421052631)","(8.0, 10.5, 10.254545454545454)"
10-01-2023 19:22:42.823091,"(9.0, 12.0, 11.75)","(5.5, 6.6, 6.542857142857143)","(16.0, 23.0, 22.153846153846153)","(4.0, 5.0, 4.99824120603015)","(9.0, 11.5, 11.148148148148149)","(8.5, 11.0, 10.78)","(3.4, 4.4, 4.347368421052631)","(8.0, 10.5, 10.25925925925926)"
10-01-2023 19:22:43.960478,"(9.0, 12.0, 11.875)","(5.5, 6.6, 6.522222222222222)","(16.0, 23.0, 21.705882352941178)","(4.0, 5.0, 5.087864077669902)","(9.0, 11.5, 11.068181818181818)","(8.5, 11.0, 10.717948717948717)","(3.4, 4.4, 4.387654320987655)","(8.0, 10.5, 10.25)"
10-01-2023 19:22:45.155015,"(9.0, 12.0, 11.777777777777779)","(5.5, 6.8, 6.613333333333333)","(16.0, 23.0, 22.8)","(4.0, 5.1, 4.635483870967741)","(9.0, 11.5, 11.071428571428571)","(8.5, 11.0, 10.841463414634147)","(3.4, 4.4, 4.496969696969697)","(8.0, 10.5, 10.384615384615385)"
10-01-2023 19:22:46.347667,"(9.0, 9.8, 9.218181818181819)","(5.5, 7.0, 6.721212121212121)","(16.0, 23.0, 23.666666666666668)","(4.0, 4.8, 4.601098901098902)","(9.0, 11.5, 11.833333333333334)","(8.5, 11.0, 11.133333333333333)","(3.4, 4.5, 4.5137931034482754)","(8.0, 10.5, 10.925925925925926)"
10-01-2023 19:22:47.604697,"(9.0, 9.8, 9.430769230769231)","(5.5, 6.8, 6.685714285714285)","(16.0, 25.0, 24.157894736842106)","(4.0, 4.7, 4.558333333333334)","(9.0, 12.0, 11.970588235294118)","(8.5, 11.5, 11.181818181818182)","(3.4, 4.6, 4.510810810810811)","(8.0, 11.0, 11.145833333333334)"
10-01-2023 19:22:48.818214,"(9.0, 9.8, 9.488)","(5.5, 6.8, 6.660869565217391)","(16.0, 25.0, 24.22222222222222)","(4.0, 4.6, 4.6078125)","(9.0, 12.0, 11.166666666666666)","(8.5, 11.5, 11.19047619047619)","(3.4, 4.6, 4.528205128205128)","(8.0, 11.5, 10.869565217391305)"
10-01-2023 19:22:49.977097,"(9.0, 9.0, 8.80294117647059)","(5.5, 7.0, 6.8)","(16.0, 25.0, 23.90909090909091)","(4.0, 4.7, 4.673684210526316)","(9.0, 11.5, 11.128571428571428)","(8.5, 11.5, 10.96808510638298)","(3.4, 4.6, 4.480555555555556)","(8.0, 11.0, 10.816666666666666)"
10-01-2023 19:22:51.094882,"(9.0, 11.0, 10.695652173913043)","(5.5, 7.0, 6.8)","(16.0, 25.0, 23.90909090909091)","(4.0, 4.7, 4.56)","(9.0, 11.5, 11.125)","(8.5, 11.5, 11.084905660377359)","(3.4, 4.5, 4.482857142857143)","(8.0, 11.0, 10.816666666666666)"
10-01-2023 19:22:52.215902,"(9.0, 10.5, 10.333333333333334)","(5.5, 7.0, 6.778947368421052)","(16.0, 25.0, 24.153846153846153)","(4.0, 4.6, 4.56938775510204)","(9.0, 11.5, 11.181818181818182)","(8.5, 11.5, 11.084905660377359)","(3.4, 4.5, 4.5075)","(8.0, 11.0, 10.884615384615385)"
10-01-2023 19:22:53.323923,"(9.0, 10.5, 10.137037037037038)","(5.5, 7.0, 6.778947368421052)","(16.0, 25.0, 24.153846153846153)","(4.0, 4.6, 4.551851851851852)","(9.0, 11.5, 11.22549019607843)","(8.5, 11.5, 11.053571428571429)","(3.4, 4.6, 4.50958904109589)","(8.0, 11.0, 10.878378378378379)"
10-01-2023 19:22:54.462217,"(9.0, 10.5, 10.428571428571429)","(5.5, 7.0, 6.778947368421052)","(16.0, 25.0, 24.153846153846153)","(4.0, 4.7, 4.645945945945946)","(9.0, 11.5, 11.22)","(8.5, 11.5, 11.053571428571429)","(3.4, 4.6, 4.50958904109589)","(8.0, 11.0, 10.88888888888889)"
