,Context,Play Fling,Wreck It Rio,Canya Bellatrix,Been Framed,Couch King,Esmay Nelly,Magic Spry
08-01-2023 18:07:19.156845,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.45)","(6.5, 14.5, 12.5)","(10.0, 25.0, 19.25)","(3.7, 4.7, 4.071428571428571)","(31.0, 95.0, 43.05555555555556)","(2.6, 3.25, 2.8416666666666663)","(21.0, 75.0, 68.875)"
08-01-2023 18:07:20.303646,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.45)","(6.5, 14.5, 12.5)","(10.0, 25.0, 19.25)","(3.7, 4.7, 4.071428571428571)","(31.0, 95.0, 43.05555555555556)","(2.6, 3.25, 2.8416666666666663)","(21.0, 75.0, 68.875)"
08-01-2023 18:07:21.388941,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.45)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.254761904761905)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 80.0, 56.85714285714286)"
08-01-2023 18:07:22.448830,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.45)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.254761904761905)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 80.0, 56.85714285714286)"
08-01-2023 18:07:23.571901,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.254761904761905)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 80.0, 56.85714285714286)"
08-01-2023 18:07:24.849281,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.254761904761905)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 80.0, 55.33333333333333)"
08-01-2023 18:07:25.863803,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.254761904761905)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 70.0, 49.46666666666667)"
08-01-2023 18:07:26.850862,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.115625)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 70.0, 49.46666666666667)"
08-01-2023 18:07:27.855192,"(5.0, 7.4, 5.7375)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.115625)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 70.0, 49.46666666666667)"
08-01-2023 18:07:28.940643,"(5.0, 7.4, 5.65)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 12.5)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.115625)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 70.0, 49.46666666666667)"
08-01-2023 18:07:30.012910,"(5.0, 7.4, 6.269230769230769)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 14.411764705882353)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.071428571428571)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 70.0, 56.22222222222222)"
08-01-2023 18:07:31.137423,"(5.0, 7.4, 5.93)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 14.083333333333334)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.115625)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:32.247569,"(5.0, 7.4, 5.4750000000000005)","(8.0, 17.0, 16.214285714285715)","(6.5, 14.5, 13.25)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 4.115625)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:33.325026,"(5.0, 7.0, 6.113333333333333)","(8.0, 17.0, 16.214285714285715)","(6.5, 13.5, 13.25)","(10.0, 25.0, 15.142857142857142)","(3.7, 4.7, 3.966666666666667)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:34.386068,"(5.0, 7.0, 5.859999999999999)","(8.0, 17.0, 16.45)","(6.5, 13.5, 13.3125)","(10.0, 25.0, 14.714285714285714)","(3.7, 4.7, 3.966666666666667)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:35.474575,"(5.0, 7.0, 5.8125)","(8.0, 17.0, 16.607142857142858)","(6.5, 13.5, 13.3125)","(10.0, 25.0, 14.714285714285714)","(3.7, 4.7, 3.966666666666667)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:36.548660,"(5.0, 7.0, 5.8125)","(8.0, 17.0, 16.607142857142858)","(6.5, 13.5, 13.3125)","(10.0, 25.0, 14.714285714285714)","(3.7, 4.7, 4.0)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.8416666666666663)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:37.731647,"(5.0, 5.9, 5.7)","(8.0, 17.0, 16.607142857142858)","(6.5, 13.5, 13.3125)","(10.0, 25.0, 14.714285714285714)","(3.7, 4.7, 4.35)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.25, 2.793846153846154)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:38.961462,"(5.0, 5.9, 5.811111111111112)","(8.0, 17.0, 16.607142857142858)","(6.5, 13.5, 13.3125)","(10.0, 25.0, 17.8)","(3.7, 4.7, 4.370588235294118)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.2, 2.955)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:40.178133,"(5.0, 5.9, 5.390909090909091)","(8.0, 17.0, 15.5)","(6.5, 13.5, 14.625)","(10.0, 25.0, 17.8)","(3.7, 4.7, 4.1625)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.784375)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:41.295293,"(5.0, 5.9, 5.199999999999999)","(8.0, 17.0, 15.5)","(6.5, 15.0, 14.625)","(10.0, 25.0, 17.8)","(3.7, 4.6, 4.068)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.782941176470588)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:42.417135,"(5.0, 5.9, 5.199999999999999)","(8.0, 17.0, 15.5)","(6.5, 15.0, 14.625)","(10.0, 25.0, 17.8)","(3.7, 4.6, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.782941176470588)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:43.428111,"(5.0, 5.9, 5.199999999999999)","(8.0, 17.0, 15.5)","(6.5, 15.0, 14.333333333333332)","(10.0, 25.0, 20.941176470588236)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.782941176470588)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:44.543039,"(5.0, 5.9, 5.199999999999999)","(8.0, 17.5, 16.785714285714285)","(6.5, 15.5, 14.75)","(10.0, 25.0, 17.666666666666668)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.782941176470588)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:45.586176,"(5.0, 5.9, 5.199999999999999)","(8.0, 17.5, 16.785714285714285)","(6.5, 15.5, 14.75)","(10.0, 25.0, 20.0)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:46.676794,"(5.0, 5.9, 5.199999999999999)","(8.0, 17.5, 16.857142857142858)","(6.5, 15.5, 14.75)","(10.0, 25.0, 19.545454545454547)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:47.793615,"(5.0, 5.9, 5.199999999999999)","(8.0, 17.5, 16.857142857142858)","(6.5, 15.5, 14.75)","(10.0, 25.0, 20.09090909090909)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:48.915087,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 16.333333333333332)","(6.5, 15.5, 14.75)","(10.0, 25.0, 20.09090909090909)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:50.018386,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 15.5)","(6.5, 15.5, 14.75)","(10.0, 25.0, 20.09090909090909)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.476190476190474)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:51.243577,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 15.5)","(6.5, 15.5, 15.071428571428571)","(10.0, 25.0, 23.142857142857142)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:52.349038,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 15.5)","(6.5, 15.5, 15.071428571428571)","(10.0, 26.0, 23.142857142857142)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:53.438763,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 15.5)","(6.5, 15.5, 15.071428571428571)","(10.0, 26.0, 22.11111111111111)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:54.503688,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 15.75)","(6.5, 15.5, 15.071428571428571)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:55.584378,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.5, 4.414285714285715)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:56.568447,"(5.0, 5.9, 5.199999999999999)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.5, 4.14)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:57.670490,"(5.0, 5.9, 5.6454545454545455)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.5, 4.328571428571429)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:58.757628,"(5.0, 5.9, 5.656521739130435)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.4, 4.328571428571429)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:07:59.842755,"(5.0, 5.9, 5.656521739130435)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.4, 4.328571428571429)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:08:00.867505,"(5.0, 5.9, 5.656521739130435)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.4, 4.328571428571429)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:08:01.813981,"(5.0, 5.9, 5.656521739130435)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.11111111111111)","(3.7, 4.4, 4.328571428571429)","(31.0, 95.0, 50.0)","(2.6, 3.15, 2.8205882352941174)","(21.0, 60.0, 56.22222222222222)"
08-01-2023 18:08:02.891438,"(5.0, 5.9, 5.656521739130435)","(8.0, 18.0, 15.75)","(6.5, 15.5, 14.75)","(10.0, 27.0, 18.6)","(3.7, 4.4, 4.308333333333334)","(31.0, 95.0, 46.68421052631579)","(2.6, 3.15, 2.95)","(21.0, 60.0, 50.53846153846154)"
08-01-2023 18:08:04.048959,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 22.555555555555557)","(3.7, 4.4, 3.975)","(31.0, 95.0, 62.214285714285715)","(2.6, 3.1, 2.925)","(21.0, 55.0, 50.53846153846154)"
08-01-2023 18:08:05.088014,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 23.923076923076923)","(3.7, 4.4, 3.975)","(31.0, 95.0, 48.578947368421055)","(2.6, 3.05, 2.925)","(21.0, 55.0, 50.53846153846154)"
08-01-2023 18:08:06.103105,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 23.923076923076923)","(3.7, 4.4, 3.975)","(31.0, 95.0, 48.578947368421055)","(2.6, 3.05, 2.8277777777777775)","(21.0, 55.0, 50.53846153846154)"
08-01-2023 18:08:07.173527,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 23.727272727272727)","(3.7, 4.4, 3.975)","(31.0, 95.0, 48.578947368421055)","(2.6, 3.05, 2.8166666666666664)","(21.0, 55.0, 50.53846153846154)"
08-01-2023 18:08:08.213737,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 23.727272727272727)","(3.7, 4.4, 3.90188679245283)","(31.0, 95.0, 56.65217391304348)","(2.6, 3.05, 2.8166666666666664)","(21.0, 55.0, 48.0)"
08-01-2023 18:08:09.304751,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 23.0)","(3.7, 4.4, 3.90188679245283)","(31.0, 95.0, 56.65217391304348)","(2.6, 3.05, 2.8166666666666664)","(21.0, 50.0, 48.0)"
08-01-2023 18:08:10.392471,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 23.22222222222222)","(3.7, 4.4, 3.90188679245283)","(31.0, 95.0, 56.65217391304348)","(2.6, 3.05, 2.8166666666666664)","(21.0, 50.0, 48.0)"
08-01-2023 18:08:11.486537,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 16.772727272727273)","(6.5, 15.5, 14.75)","(10.0, 27.0, 25.210526315789473)","(3.7, 4.4, 3.90188679245283)","(31.0, 95.0, 56.54545454545455)","(2.6, 3.05, 2.846774193548387)","(21.0, 50.0, 46.166666666666664)"
08-01-2023 18:08:12.595695,"(5.0, 5.9, 5.412195121951219)","(8.0, 18.0, 15.923076923076923)","(6.5, 15.5, 14.75)","(10.0, 27.0, 25.3)","(3.7, 4.4, 4.023076923076923)","(31.0, 95.0, 58.21739130434783)","(2.6, 3.05, 2.91)","(21.0, 48.0, 46.166666666666664)"
08-01-2023 18:08:13.728780,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.0, 16.153846153846153)","(6.5, 15.5, 14.75)","(10.0, 27.0, 25.3)","(3.7, 4.3, 4.023076923076923)","(31.0, 95.0, 58.21739130434783)","(2.6, 2.98, 2.91)","(21.0, 48.0, 46.166666666666664)"
08-01-2023 18:08:14.812925,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.0, 16.8)","(6.5, 15.5, 14.75)","(10.0, 27.0, 26.055555555555557)","(3.7, 4.3, 3.8833333333333333)","(31.0, 95.0, 58.21739130434783)","(2.6, 2.98, 2.91)","(21.0, 48.0, 46.166666666666664)"
08-01-2023 18:08:15.976551,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.5, 18.136363636363637)","(6.5, 15.5, 14.75)","(10.0, 27.0, 24.333333333333332)","(3.7, 4.3, 4.085714285714285)","(31.0, 95.0, 66.66666666666667)","(2.6, 2.98, 2.91)","(21.0, 48.0, 41.125)"
08-01-2023 18:08:17.100104,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.5, 18.136363636363637)","(6.5, 15.5, 12.692307692307692)","(10.0, 27.0, 24.333333333333332)","(3.7, 4.2, 3.953846153846154)","(31.0, 95.0, 66.66666666666667)","(2.6, 2.98, 2.91)","(21.0, 48.0, 41.125)"
08-01-2023 18:08:18.201552,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.5, 18.136363636363637)","(6.5, 14.0, 12.692307692307692)","(10.0, 27.0, 24.333333333333332)","(3.7, 4.2, 3.953846153846154)","(31.0, 95.0, 66.66666666666667)","(2.6, 2.98, 2.91)","(21.0, 48.0, 44.333333333333336)"
08-01-2023 18:08:19.219360,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.5, 18.136363636363637)","(6.5, 14.0, 12.692307692307692)","(10.0, 27.0, 24.333333333333332)","(3.7, 4.2, 3.953846153846154)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 46.0, 39.75)"
08-01-2023 18:08:20.213686,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.953846153846154)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 46.0, 42.5)"
08-01-2023 18:08:21.374478,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.953846153846154)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 44.0, 42.5)"
08-01-2023 18:08:22.513947,"(5.0, 5.9, 5.293939393939394)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.992)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 44.0, 42.5)"
08-01-2023 18:08:23.635179,"(5.0, 5.7, 5.6647058823529415)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.107142857142858)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 44.0, 40.666666666666664)"
08-01-2023 18:08:24.750167,"(5.0, 5.7, 5.6647058823529415)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.107142857142858)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 42.0, 40.666666666666664)"
08-01-2023 18:08:25.764285,"(5.0, 5.7, 5.633333333333334)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.107142857142858)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 42.0, 40.666666666666664)"
08-01-2023 18:08:26.736487,"(5.0, 5.7, 5.633333333333334)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.107142857142858)","(31.0, 95.0, 67.3076923076923)","(2.6, 2.98, 2.91)","(21.0, 42.0, 40.666666666666664)"
08-01-2023 18:08:27.795640,"(5.0, 5.7, 5.633333333333334)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 67.6086956521739)","(2.6, 2.98, 2.91)","(21.0, 42.0, 38.833333333333336)"
08-01-2023 18:08:28.858023,"(5.0, 5.7, 5.633333333333334)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 68.75)","(2.6, 2.98, 2.91)","(21.0, 40.0, 38.833333333333336)"
08-01-2023 18:08:29.933927,"(5.0, 5.7, 5.633333333333334)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 68.75)","(2.6, 2.98, 2.91)","(21.0, 40.0, 34.10526315789474)"
08-01-2023 18:08:30.906186,"(5.0, 5.7, 5.633333333333334)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 62.05882352941177)","(2.6, 2.98, 2.91)","(21.0, 40.0, 34.10526315789474)"
08-01-2023 18:08:31.946373,"(5.0, 5.7, 5.6000000000000005)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 67.0)","(2.6, 2.98, 2.91)","(21.0, 40.0, 34.10526315789474)"
08-01-2023 18:08:33.019711,"(5.0, 5.7, 5.609090909090909)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 64.375)","(2.6, 2.98, 2.92)","(21.0, 40.0, 34.10526315789474)"
08-01-2023 18:08:34.094627,"(5.0, 5.7, 5.609090909090909)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.642857142857142)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 66.17647058823529)","(2.6, 2.98, 2.92)","(21.0, 40.0, 34.10526315789474)"
08-01-2023 18:08:35.159708,"(5.0, 5.7, 5.609090909090909)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.592592592592592)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 66.17647058823529)","(2.6, 2.98, 2.92)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:36.259433,"(5.0, 5.7, 5.609090909090909)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.592592592592592)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 68.75)","(2.6, 2.98, 2.92)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:37.409217,"(5.0, 5.7, 5.521428571428571)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.592592592592592)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 68.75)","(2.6, 2.98, 2.92)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:38.572433,"(5.0, 5.7, 5.521428571428571)","(8.0, 18.5, 18.27777777777778)","(6.5, 14.0, 12.857142857142858)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 4.030434782608696)","(31.0, 95.0, 68.75)","(2.6, 2.98, 2.92)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:39.742135,"(5.0, 5.7, 5.521428571428571)","(8.0, 18.5, 18.27777777777778)","(6.5, 13.0, 12.857142857142858)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.85875)","(31.0, 95.0, 69.0)","(2.6, 2.98, 2.92)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:40.877662,"(5.0, 5.7, 5.521428571428571)","(8.0, 18.5, 18.27777777777778)","(6.5, 13.0, 13.285714285714285)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.8585365853658535)","(31.0, 95.0, 69.0)","(2.6, 2.98, 2.8685714285714283)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:41.949116,"(5.0, 5.7, 5.586363636363637)","(8.0, 18.5, 18.27777777777778)","(6.5, 13.5, 13.285714285714285)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.8585365853658535)","(31.0, 95.0, 69.0)","(2.6, 2.98, 2.8685714285714283)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:43.020666,"(5.0, 5.7, 5.586363636363637)","(8.0, 18.5, 18.27777777777778)","(6.5, 13.5, 13.285714285714285)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.8585365853658535)","(31.0, 95.0, 69.0)","(2.6, 2.98, 2.8685714285714283)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:44.233286,"(5.0, 5.7, 5.586363636363637)","(8.0, 18.5, 18.27777777777778)","(6.5, 13.5, 13.285714285714285)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.8585365853658535)","(31.0, 95.0, 69.0)","(2.6, 2.98, 2.8685714285714283)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:45.535396,"(5.0, 5.7, 5.586363636363637)","(8.0, 18.5, 18.27777777777778)","(6.5, 13.5, 13.285714285714285)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.8585365853658535)","(31.0, 95.0, 69.0)","(2.6, 2.98, 2.91)","(21.0, 40.0, 33.77777777777778)"
08-01-2023 18:08:46.736075,"(5.0, 5.7, 5.586363636363637)","(8.0, 18.5, 18.27777777777778)","(6.5, 13.5, 13.285714285714285)","(10.0, 27.0, 25.933333333333334)","(3.7, 4.2, 3.8585365853658535)","(31.0, 95.0, 69.0)","(2.6, 2.94, 2.92)","(21.0, 40.0, 33.77777777777778)"
