,Saint Kimetto,Tinker Crystal,Solar Lock,Zakai Bale,Back Pat,Aston Skipper,Zulu Ghost,Groomsman
09-01-2023 15:24:11.244832,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:12.305665,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:13.376239,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:14.383729,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:15.456368,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:16.556378,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:17.669157,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:18.785633,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:19.959538,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:21.096950,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:22.218091,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:23.274730,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:24.343618,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 9.98)"
09-01-2023 15:24:25.426250,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 9.98)"
09-01-2023 15:24:26.541528,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 9.98)"
09-01-2023 15:24:27.704419,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.5)","(8.5, 15.5, 9.98)"
09-01-2023 15:24:28.803778,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.909090909090907)","(8.5, 15.5, 9.98)"
09-01-2023 15:24:29.817648,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.909090909090907)","(8.5, 15.5, 9.98)"
09-01-2023 15:24:30.868817,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.909090909090907)","(8.5, 15.5, 9.98)"
09-01-2023 15:24:31.992947,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.785714285714285)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:33.161145,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.357142857142858)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:34.321444,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.772727272727273)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:35.477105,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 21.772727272727273)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:36.625994,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:37.798108,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:38.882767,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:40.000565,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:41.176796,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:42.240817,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:43.318376,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:44.389041,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:45.491867,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:46.547566,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:47.650225,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:48.727843,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:49.856673,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:51.053305,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:52.184577,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:53.313343,"(3.4, 6.6, 5.236363636363636)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:54.380673,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:55.471223,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:56.523729,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:57.603884,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:58.628360,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:24:59.711109,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:00.735876,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:01.853329,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 21.466666666666665)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:02.925938,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 18.85)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:03.987964,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 18.85)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:05.036028,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 18.85)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:06.046049,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 18.95)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:07.130900,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 18.95)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:08.197174,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 18.9)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:09.320707,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:10.365155,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:11.394201,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:12.446399,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:13.579125,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:14.721892,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:15.851077,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:17.005794,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:18.165679,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:19.280074,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:20.410860,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:21.558963,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:22.715971,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:23.844400,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:25.028314,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:26.189251,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 665.0)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:27.369039,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 17.0)","(10.0, 24.0, 21.4)","(101.0, 730.0, 621.6666666666666)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:28.526406,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 15.4)","(10.0, 24.0, 21.4)","(101.0, 730.0, 621.6666666666666)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:29.682147,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 15.4)","(10.0, 24.0, 21.4)","(101.0, 730.0, 621.6666666666666)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:30.812881,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 15.4)","(10.0, 24.0, 21.4)","(101.0, 730.0, 621.6666666666666)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
09-01-2023 15:25:31.941113,"(3.4, 6.6, 4.933333333333334)","(9.0, 22.0, 19.560000000000002)","(10.0, 21.0, 15.4)","(10.0, 24.0, 21.4)","(101.0, 730.0, 621.6666666666666)","(2.05, 2.38, 2.0752380952380953)","(11.0, 26.0, 19.57142857142857)","(8.5, 15.5, 10.9)"
