,Saint Kimetto,Tinker Crystal,Solar Lock,Zakai Bale,Back Pat,Aston Skipper,Zulu Ghost,Groomsman
09-01-2023 15:33:30.827285,"(3.5, 5.8, 5.506896551724138)","(8.5, 24.0, 23.444444444444443)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 641.4285714285714)","(2.0, 2.06, 2.0346153846153845)","(12.0, 23.0, 16.0)","(8.5, 11.0, 9.35)"
09-01-2023 15:33:32.249701,"(3.5, 5.8, 5.506896551724138)","(8.5, 25.0, 24.066666666666666)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 641.4285714285714)","(2.0, 2.06, 2.0364285714285715)","(12.0, 23.0, 15.4)","(8.5, 10.5, 9.636363636363637)"
09-01-2023 15:33:33.624630,"(3.5, 5.8, 5.506896551724138)","(8.5, 25.0, 19.8)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 641.4285714285714)","(2.0, 2.06, 2.0364285714285715)","(12.0, 23.0, 15.4)","(8.5, 10.5, 9.55)"
09-01-2023 15:33:34.861993,"(3.5, 5.8, 5.506896551724138)","(8.5, 25.0, 19.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 641.4285714285714)","(2.0, 2.06, 2.0364285714285715)","(12.0, 23.0, 15.4)","(8.5, 10.5, 8.930769230769231)"
09-01-2023 15:33:36.074856,"(3.5, 5.8, 5.506896551724138)","(8.5, 25.0, 19.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 641.4285714285714)","(2.0, 2.06, 2.0364285714285715)","(12.0, 23.0, 15.4)","(8.5, 10.5, 9.075675675675676)"
09-01-2023 15:33:37.351625,"(3.5, 5.8, 5.506896551724138)","(8.5, 25.0, 19.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 641.4285714285714)","(2.0, 2.06, 2.0364285714285715)","(12.0, 23.0, 15.4)","(8.5, 10.5, 9.075675675675676)"
09-01-2023 15:33:38.657723,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 21.0)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 641.4285714285714)","(2.0, 2.06, 2.0364285714285715)","(12.0, 23.0, 15.4)","(8.5, 10.5, 9.200000000000001)"
09-01-2023 15:33:39.909777,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 22.833333333333332)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.06, 1.992)","(12.0, 23.0, 15.4)","(8.5, 10.0, 8.984615384615385)"
09-01-2023 15:33:41.194739,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 22.4)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.9905263157894737)","(12.0, 23.0, 15.4)","(8.5, 10.0, 9.03225806451613)"
09-01-2023 15:33:42.404476,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 22.4)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.9905263157894737)","(12.0, 23.0, 15.4)","(8.5, 10.0, 9.03225806451613)"
09-01-2023 15:33:43.705538,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 22.4)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.988888888888889)","(12.0, 23.0, 15.4)","(8.5, 10.0, 9.03225806451613)"
09-01-2023 15:33:44.981838,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 22.4)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.988888888888889)","(12.0, 23.0, 15.4)","(8.5, 10.0, 9.03225806451613)"
09-01-2023 15:33:46.207669,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 22.4)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.9809302325581395)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.633333333333335)"
09-01-2023 15:33:47.457272,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 22.4)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.9809302325581395)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.633333333333335)"
09-01-2023 15:33:48.664485,"(3.5, 5.8, 5.6038461538461535)","(8.5, 25.0, 21.8)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.978)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.633333333333335)"
09-01-2023 15:33:49.846332,"(3.5, 5.8, 5.7444444444444445)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.9733333333333334)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.633333333333335)"
09-01-2023 15:33:51.022048,"(3.5, 5.8, 5.7444444444444445)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 1.9432)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.633333333333335)"
09-01-2023 15:33:52.301432,"(3.5, 5.8, 5.7444444444444445)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 2.004233576642336)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.57777777777778)"
09-01-2023 15:33:53.547974,"(3.5, 5.8, 5.7444444444444445)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:33:54.779131,"(3.5, 5.8, 5.7444444444444445)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 608.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:33:56.088920,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:33:57.367062,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:33:58.594390,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:33:59.865857,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:01.091574,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:02.273674,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:03.379677,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 2.0058823529411764)","(12.0, 23.0, 15.4)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:04.469591,"(3.5, 5.8, 5.747368421052632)","(8.5, 25.0, 23.22222222222222)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.02, 1.9890196078431372)","(12.0, 23.0, 15.421052631578947)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:05.653508,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.8)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(2.0, 2.0, 1.980921052631579)","(12.0, 23.0, 15.421052631578947)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:06.841677,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(1.95, 1.99, 1.980921052631579)","(12.0, 23.0, 15.421052631578947)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:08.024570,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(1.95, 1.99, 1.980921052631579)","(12.0, 23.0, 15.421052631578947)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:09.197468,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 530.0)","(1.95, 1.99, 1.980921052631579)","(12.0, 23.0, 15.421052631578947)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:10.270089,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 15.25)","(101.0, 730.0, 430.0)","(1.95, 1.99, 1.980921052631579)","(12.0, 23.0, 15.421052631578947)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:11.388220,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 23.4375)","(10.0, 17.0, 14.9)","(101.0, 730.0, 530.0)","(1.95, 1.99, 1.9755769230769231)","(12.0, 23.0, 15.421052631578947)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:12.553156,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 19.75)","(10.0, 17.0, 14.9)","(101.0, 730.0, 526.6666666666667)","(1.95, 1.99, 1.9751485148514851)","(12.0, 23.0, 16.043478260869566)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:13.704871,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 19.75)","(10.0, 17.0, 14.9)","(101.0, 730.0, 526.6666666666667)","(1.95, 1.99, 1.9751485148514851)","(12.0, 23.0, 16.043478260869566)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:14.878320,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 16.444444444444443)","(10.0, 17.0, 14.9)","(101.0, 730.0, 612.0)","(1.95, 1.99, 1.9746938775510203)","(12.0, 23.0, 16.043478260869566)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:16.060012,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 16.444444444444443)","(10.0, 17.0, 14.9)","(101.0, 730.0, 612.0)","(1.95, 1.99, 1.9580851063829787)","(12.0, 23.0, 15.857142857142858)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:17.246194,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.285714285714285)","(10.0, 17.0, 14.9)","(101.0, 730.0, 612.0)","(1.95, 1.99, 1.9559090909090908)","(12.0, 23.0, 16.75)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:18.372022,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.44)","(10.0, 17.0, 14.9)","(101.0, 730.0, 536.6666666666667)","(1.95, 1.99, 1.9559090909090908)","(12.0, 23.0, 20.0)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:19.509233,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.44)","(10.0, 17.0, 14.9)","(101.0, 730.0, 536.6666666666667)","(1.95, 1.99, 1.9457894736842105)","(12.0, 22.0, 20.0)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:20.711018,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.44)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.98, 1.937741935483871)","(12.0, 22.0, 16.666666666666668)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:21.951610,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.714285714285715)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.9342857142857142)","(12.0, 22.0, 16.666666666666668)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:23.159675,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.714285714285715)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.9283333333333332)","(12.0, 22.0, 16.666666666666668)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:24.415062,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.714285714285715)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.9588392857142858)","(12.0, 22.0, 16.666666666666668)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:25.681587,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.714285714285715)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.9588392857142858)","(12.0, 22.0, 16.666666666666668)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:26.912373,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.9588392857142858)","(12.0, 22.0, 16.705882352941178)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:28.173328,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.9582075471698113)","(12.0, 22.0, 16.705882352941178)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:29.349357,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.9596694214876034)","(12.0, 22.0, 16.705882352941178)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:30.615488,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.953108108108108)","(12.0, 22.0, 16.705882352941178)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:31.824520,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.953108108108108)","(12.0, 22.0, 16.705882352941178)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:33.036834,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.952394366197183)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:34.263729,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 616.0)","(1.95, 1.97, 1.952394366197183)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:35.475678,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 587.5)","(1.95, 1.97, 1.9516176470588236)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:36.659268,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(11.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 587.5)","(1.95, 1.97, 1.9526388888888888)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:38.093266,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 540.0)","(1.95, 1.97, 1.9526388888888888)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:39.511266,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 543.3333333333333)","(1.95, 1.97, 1.9526388888888888)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:40.873905,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.75)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 543.3333333333333)","(1.95, 1.97, 1.9526388888888888)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:42.243962,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.68181818181818)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 543.3333333333333)","(1.95, 1.97, 1.9533333333333334)","(12.0, 22.0, 15.933333333333334)","(8.5, 9.8, 9.600000000000001)"
09-01-2023 15:34:43.590678,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 455.0)","(1.95, 1.97, 1.9533333333333334)","(12.0, 22.0, 15.466666666666667)","(8.5, 9.8, 9.118518518518519)"
09-01-2023 15:34:44.851370,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 546.6666666666667)","(1.95, 1.97, 1.9526388888888888)","(12.0, 22.0, 15.466666666666667)","(8.5, 9.8, 8.88)"
09-01-2023 15:34:46.062640,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.97, 1.9526388888888888)","(12.0, 22.0, 15.466666666666667)","(8.5, 9.8, 8.88)"
09-01-2023 15:34:47.248212,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.97, 1.9533333333333334)","(12.0, 22.0, 16.842105263157894)","(8.5, 9.8, 9.186666666666667)"
09-01-2023 15:34:48.501455,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.97, 1.9526388888888888)","(12.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.186666666666667)"
09-01-2023 15:34:49.734124,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.97, 1.939047619047619)","(12.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.242424242424242)"
09-01-2023 15:34:50.977037,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9384615384615385)","(12.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.285714285714286)"
09-01-2023 15:34:52.283394,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9349999999999998)","(12.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:34:53.517621,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9349999999999998)","(12.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:34:54.705456,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9307142857142856)","(12.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:34:55.877810,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.8)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9271186440677965)","(13.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:34:57.061411,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9285714285714286)","(13.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:34:58.557006,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9285714285714286)","(13.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:35:00.402797,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9285714285714286)","(13.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:35:01.690524,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.84090909090909)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:35:03.010539,"(3.5, 5.8, 5.747368421052632)","(8.5, 23.0, 22.847826086956523)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.56818181818182)","(8.5, 9.8, 9.173913043478262)"
09-01-2023 15:35:04.371235,"(3.5, 5.8, 5.904545454545454)","(8.5, 23.0, 22.847826086956523)","(12.0, 24.0, 21.565217391304348)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.8, 9.35)"
09-01-2023 15:35:05.635814,"(3.5, 6.2, 5.904545454545454)","(8.5, 23.0, 22.847826086956523)","(12.0, 24.0, 20.88888888888889)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.8, 9.35)"
09-01-2023 15:35:06.800908,"(3.5, 6.2, 5.904545454545454)","(8.5, 23.0, 22.847826086956523)","(12.0, 24.0, 21.6)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.8, 9.35)"
09-01-2023 15:35:08.013801,"(3.5, 6.6, 6.066666666666666)","(8.5, 23.0, 22.833333333333332)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.8, 9.35)"
09-01-2023 15:35:09.289427,"(3.5, 6.6, 6.32)","(8.5, 23.0, 22.833333333333332)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.8, 9.35)"
09-01-2023 15:35:10.715755,"(3.5, 6.6, 6.103225806451613)","(8.5, 23.0, 22.766666666666666)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.8, 9.52)"
09-01-2023 15:35:12.003223,"(3.5, 6.6, 6.072)","(8.5, 23.0, 22.766666666666666)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.6, 9.353846153846154)"
09-01-2023 15:35:13.411174,"(3.5, 6.6, 6.3076923076923075)","(8.5, 23.0, 22.766666666666666)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.9224489795918367)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.6, 9.025)"
09-01-2023 15:35:14.708465,"(3.5, 6.6, 6.3076923076923075)","(8.5, 23.0, 22.766666666666666)","(12.0, 24.0, 22.5)","(10.0, 17.0, 14.9)","(101.0, 730.0, 460.0)","(1.95, 1.95, 1.921290322580645)","(13.0, 22.0, 17.210526315789473)","(8.5, 9.6, 9.16)"
