,Angry Ann,Swiper Taz,Ballina,Misbehaved,Urana Blazer,Coopers Mate,Fabulous Victor,Slingshot Yo Yo
11-01-2023 14:24:24.079837,"(2.4, 3.0, 3.043076923076923)","(4.4, 5.2, 5.031578947368421)","(4.0, 5.5, 5.283333333333333)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.67142857142857)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:25.562681,"(2.4, 3.05, 3.0418181818181815)","(4.4, 5.2, 5.031578947368421)","(4.0, 5.5, 5.283333333333333)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.693548387096774)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:26.819569,"(2.4, 3.05, 3.03875)","(4.4, 5.2, 5.031578947368421)","(4.0, 5.5, 5.117647058823529)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.290322580645162)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:28.125584,"(2.4, 3.05, 3.04125)","(4.4, 5.2, 5.031578947368421)","(4.0, 5.5, 5.119047619047619)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.397058823529411)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:29.410623,"(2.4, 3.05, 3.0418181818181815)","(4.4, 5.2, 5.031578947368421)","(4.0, 5.5, 5.271428571428571)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.67142857142857)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:30.687618,"(2.4, 3.0, 2.986666666666667)","(4.4, 5.2, 5.031578947368421)","(4.0, 5.5, 5.271428571428571)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.693548387096774)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:31.995501,"(2.4, 3.1, 3.0325)","(4.4, 5.2, 4.986666666666666)","(4.0, 5.5, 5.271428571428571)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.693548387096774)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:33.305740,"(2.4, 3.1, 3.0325)","(4.4, 5.2, 4.986666666666666)","(4.0, 5.5, 5.271428571428571)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.6875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:34.622364,"(2.4, 3.1, 3.0983050847457627)","(4.4, 5.2, 4.986666666666666)","(4.0, 5.5, 5.271428571428571)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.6875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:36.013532,"(2.4, 3.1, 3.0984375)","(4.4, 5.2, 4.986666666666666)","(4.0, 5.5, 5.035714285714286)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.5, 10.615384615384615)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:37.412746,"(2.4, 3.1, 3.0984375)","(4.4, 5.2, 4.986666666666666)","(4.0, 5.5, 5.035714285714286)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 47.6875)","(10.0, 11.0, 10.615384615384615)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:38.738769,"(2.4, 3.1, 3.0984375)","(4.4, 5.2, 4.986666666666666)","(4.0, 5.5, 5.18)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 48.11764705882353)","(10.0, 11.0, 11.785714285714285)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:24:40.240345,"(2.4, 3.1, 3.098648648648649)","(4.4, 5.2, 5.085714285714285)","(4.0, 5.3, 5.115384615384616)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 50.0)","(10.0, 12.5, 11.71875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:24:41.631396,"(2.4, 3.1, 3.0986301369863014)","(4.4, 5.2, 5.085714285714285)","(4.0, 5.3, 5.115384615384616)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:24:43.014326,"(2.4, 3.1, 3.097297297297297)","(4.4, 5.2, 5.085714285714285)","(4.0, 5.3, 5.115384615384616)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:24:44.350026,"(2.45, 3.1, 3.097297297297297)","(4.2, 5.2, 5.085714285714285)","(4.0, 5.3, 5.115384615384616)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 60.55555555555556)"
11-01-2023 14:24:45.668880,"(2.45, 3.1, 3.097297297297297)","(4.2, 5.2, 5.085714285714285)","(4.0, 5.3, 5.115384615384616)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:46.934842,"(2.45, 3.1, 3.097297297297297)","(4.2, 5.2, 5.085714285714285)","(4.0, 5.3, 5.075)","(10.0, 15.5, 13.454545454545455)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:48.165157,"(2.45, 3.05, 3.0467532467532465)","(4.2, 5.2, 5.085714285714285)","(4.0, 5.3, 5.171428571428571)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:49.488337,"(2.45, 3.05, 3.0467532467532465)","(4.2, 5.2, 5.085714285714285)","(4.0, 5.3, 5.171428571428571)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.875)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:50.726085,"(2.45, 3.05, 3.0467532467532465)","(4.2, 5.2, 5.085714285714285)","(4.0, 5.3, 5.171428571428571)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 10.909090909090908)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:52.046206,"(2.45, 3.05, 3.0467532467532465)","(4.2, 5.2, 5.031578947368421)","(4.0, 5.3, 5.171428571428571)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 10.764705882352942)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:53.535922,"(2.45, 3.05, 3.0467532467532465)","(4.2, 5.2, 5.031578947368421)","(4.0, 5.3, 5.171428571428571)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 10.764705882352942)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:54.902918,"(2.45, 3.05, 3.0467532467532465)","(4.2, 5.2, 5.031578947368421)","(4.0, 5.3, 5.171428571428571)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 10.764705882352942)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:56.231668,"(2.45, 3.05, 3.0467532467532465)","(4.2, 5.2, 5.060869565217391)","(4.0, 5.3, 5.18)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.263157894736842)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:57.485953,"(2.45, 3.05, 3.0464788732394363)","(4.2, 5.2, 5.060869565217391)","(4.0, 5.3, 5.163157894736842)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.5)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:24:58.844991,"(2.45, 3.05, 3.0464788732394363)","(4.2, 5.2, 5.060869565217391)","(4.0, 5.3, 5.155555555555555)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.5)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:25:00.243709,"(2.45, 3.05, 3.0464788732394363)","(4.2, 5.2, 5.060869565217391)","(4.0, 5.3, 5.155555555555555)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.5)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 64.44444444444444)"
11-01-2023 14:25:01.663943,"(2.45, 3.05, 3.0971428571428574)","(4.2, 5.2, 5.060869565217391)","(4.0, 5.3, 5.12)","(10.0, 15.5, 13.375)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.307692307692308)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:25:03.015506,"(2.45, 3.1, 3.0985714285714288)","(4.2, 5.2, 5.054545454545455)","(4.0, 5.3, 5.1625000000000005)","(10.0, 15.5, 14.25)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.307692307692308)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:25:04.268577,"(2.45, 3.1, 3.0985714285714288)","(4.2, 5.2, 5.054545454545455)","(4.0, 5.2, 5.1625000000000005)","(10.0, 15.0, 14.25)","(31.0, 55.0, 50.0)","(10.0, 12.0, 11.307692307692308)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:25:05.513611,"(2.45, 3.1, 3.0985714285714288)","(4.2, 5.2, 5.133333333333334)","(4.0, 5.2, 5.166666666666667)","(10.0, 15.0, 14.0625)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.307692307692308)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:25:06.737723,"(2.45, 3.1, 3.0985714285714288)","(4.2, 5.2, 5.133333333333334)","(4.0, 5.2, 5.166666666666667)","(10.0, 15.0, 14.0625)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.307692307692308)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 62.5)"
11-01-2023 14:25:07.999717,"(2.45, 3.1, 3.0985714285714288)","(4.2, 5.2, 5.1030303030303035)","(4.0, 5.2, 5.1125)","(10.0, 15.0, 14.0)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.852459016393443)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:09.373730,"(2.45, 3.1, 3.0985507246376813)","(4.2, 5.2, 5.04)","(4.0, 5.3, 5.094736842105263)","(10.0, 15.0, 14.0)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.852459016393443)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:10.707939,"(2.45, 3.1, 3.095890410958904)","(4.2, 5.2, 5.04)","(4.0, 5.3, 5.021428571428571)","(10.0, 15.0, 13.8)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.852459016393443)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:12.125641,"(2.45, 3.1, 3.095890410958904)","(4.2, 5.2, 5.04)","(4.0, 5.3, 5.01304347826087)","(10.0, 15.0, 13.8)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.852459016393443)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:13.402420,"(2.45, 3.1, 3.095890410958904)","(4.2, 5.2, 5.04)","(4.0, 5.3, 5.133333333333334)","(10.0, 15.0, 13.8)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.852459016393443)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:14.606836,"(2.45, 3.1, 3.095890410958904)","(4.2, 5.2, 5.0285714285714285)","(4.0, 5.2, 5.127272727272727)","(10.0, 15.0, 14.3)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 11.852459016393443)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:15.759856,"(2.45, 3.05, 3.0466666666666664)","(4.2, 5.2, 5.0285714285714285)","(4.0, 5.2, 5.116666666666666)","(10.0, 15.0, 14.3)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.0, 12.418181818181818)","(8.5, 13.0, 12.076923076923077)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:17.000602,"(2.45, 3.1, 3.095890410958904)","(4.2, 5.2, 5.0285714285714285)","(4.0, 5.3, 5.13125)","(10.0, 15.0, 14.3)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 12.418181818181818)","(8.5, 13.0, 11.9)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:18.187652,"(2.45, 3.1, 3.095890410958904)","(4.2, 5.2, 5.185365853658537)","(4.0, 5.2, 5.071428571428571)","(10.0, 15.0, 14.3)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 11.857142857142858)","(8.5, 12.5, 11.195652173913043)","(51.0, 80.0, 58.125)"
11-01-2023 14:25:19.368571,"(2.45, 3.1, 3.095945945945946)","(4.2, 5.2, 5.10625)","(4.0, 5.2, 5.055555555555555)","(10.0, 15.0, 14.25)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 11.6)","(8.5, 12.5, 11.857142857142858)","(51.0, 80.0, 58.125)"
11-01-2023 14:25:20.621708,"(2.45, 3.1, 3.095945945945946)","(4.2, 5.2, 5.08)","(4.0, 5.1, 5.027272727272727)","(10.0, 15.0, 14.272727272727273)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 12.344827586206897)","(8.5, 12.0, 11.90909090909091)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:21.902096,"(2.45, 3.1, 3.0962025316455697)","(4.2, 5.2, 5.08)","(4.0, 5.1, 5.027272727272727)","(10.0, 15.0, 14.272727272727273)","(31.0, 55.0, 50.0)","(10.0, 12.5, 12.0)","(8.5, 12.0, 11.476190476190476)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:23.352259,"(2.45, 3.1, 3.0466666666666664)","(4.2, 5.2, 5.05)","(4.0, 5.1, 5.116666666666666)","(10.0, 15.0, 14.272727272727273)","(31.0, 55.0, 48.11764705882353)","(10.0, 12.5, 12.214285714285714)","(8.5, 12.0, 11.193548387096774)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:24.719304,"(2.45, 3.05, 3.0466666666666664)","(4.2, 5.2, 5.05)","(4.0, 5.3, 5.072413793103448)","(10.0, 15.0, 14.272727272727273)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.342105263157894)","(8.5, 12.0, 11.193548387096774)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:26.050456,"(2.45, 3.05, 3.0466666666666664)","(4.2, 5.2, 5.05)","(4.0, 5.3, 5.072413793103448)","(10.0, 15.0, 14.272727272727273)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.22)","(8.5, 12.0, 11.193548387096774)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:27.354289,"(2.45, 3.05, 3.046710526315789)","(4.2, 5.2, 5.05)","(4.0, 5.3, 5.01304347826087)","(10.0, 15.0, 14.272727272727273)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.108695652173914)","(8.0, 12.0, 11.193548387096774)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:28.744473,"(2.45, 3.1, 3.0957142857142856)","(4.2, 5.2, 5.05)","(4.0, 5.3, 5.11)","(10.0, 15.0, 14.333333333333334)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.108695652173914)","(8.0, 12.0, 11.193548387096774)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:30.164798,"(2.45, 3.1, 3.0957142857142856)","(4.2, 5.2, 5.05)","(4.0, 5.2, 4.9913043478260875)","(10.0, 15.0, 14.4)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.083333333333334)","(8.0, 12.0, 11.222222222222221)","(51.0, 80.0, 65.0)"
11-01-2023 14:25:31.594926,"(2.45, 3.1, 3.0957142857142856)","(4.2, 5.2, 5.057142857142857)","(4.0, 5.2, 5.0588235294117645)","(10.0, 15.0, 14.444444444444445)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.108695652173914)","(8.0, 12.0, 11.193548387096774)","(51.0, 80.0, 65.41666666666667)"
11-01-2023 14:25:32.975595,"(2.45, 3.05, 3.0464788732394363)","(4.2, 5.2, 5.10625)","(4.0, 5.2, 5.0625)","(10.0, 15.0, 14.444444444444445)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.467741935483872)","(8.0, 12.0, 11.193548387096774)","(51.0, 80.0, 58.125)"
11-01-2023 14:25:34.291761,"(2.45, 3.1, 3.0957142857142856)","(4.2, 5.2, 5.0200000000000005)","(4.0, 5.1, 5.0285714285714285)","(10.0, 15.0, 14.5)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.467741935483872)","(8.0, 12.0, 11.222222222222221)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:35.751987,"(2.45, 3.1, 3.0957142857142856)","(4.2, 5.2, 5.0375)","(4.0, 5.2, 5.004347826086957)","(10.0, 15.0, 14.0625)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.4375)","(8.0, 12.0, 11.222222222222221)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:37.157625,"(2.45, 3.1, 3.0957142857142856)","(4.2, 5.3, 5.05625)","(4.0, 5.2, 5.004347826086957)","(10.0, 15.0, 14.058823529411764)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.4375)","(8.0, 12.0, 11.193548387096774)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:38.657031,"(2.45, 3.1, 3.0944444444444446)","(4.2, 5.3, 5.05625)","(4.0, 5.2, 5.045454545454545)","(10.0, 15.0, 14.058823529411764)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.4375)","(8.0, 12.0, 11.222222222222221)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:40.079414,"(2.5, 3.1, 3.0833333333333335)","(4.2, 5.3, 5.083333333333333)","(4.2, 5.1, 5.184615384615385)","(11.0, 15.0, 14.11111111111111)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.5, 12.625)","(8.5, 12.0, 11.125)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:41.462549,"(2.5, 3.1, 3.0892857142857144)","(4.2, 5.3, 5.083333333333333)","(4.2, 5.3, 5.18)","(11.0, 15.0, 14.055555555555555)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.4375)","(8.5, 12.0, 11.107142857142858)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:42.805714,"(2.5, 3.1, 3.0892857142857144)","(4.2, 5.3, 5.11764705882353)","(4.2, 5.3, 5.0600000000000005)","(11.0, 15.0, 14.11111111111111)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.370967741935484)","(8.5, 12.0, 11.107142857142858)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:44.087609,"(2.5, 3.1, 3.090909090909091)","(4.2, 5.2, 5.11764705882353)","(4.2, 5.2, 5.0600000000000005)","(11.0, 15.0, 14.11111111111111)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.4)","(8.5, 12.0, 11.107142857142858)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:45.493894,"(2.5, 3.1, 3.1473684210526316)","(4.2, 5.2, 5.142857142857143)","(4.2, 5.2, 5.0600000000000005)","(11.0, 15.0, 14.058823529411764)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.4)","(8.5, 12.0, 10.64864864864865)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:46.953237,"(2.5, 3.15, 3.1473684210526316)","(4.2, 5.2, 5.142857142857143)","(4.2, 5.2, 5.0600000000000005)","(11.0, 15.0, 14.058823529411764)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.538461538461538)","(8.5, 12.0, 10.634146341463415)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:48.293176,"(2.5, 3.15, 3.094047619047619)","(4.2, 5.2, 5.142857142857143)","(4.2, 5.2, 5.172727272727273)","(11.0, 15.0, 14.157894736842104)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.4)","(8.5, 12.0, 10.411764705882353)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:49.597405,"(2.5, 3.1, 3.0930555555555554)","(4.2, 5.2, 5.133333333333334)","(4.2, 5.2, 5.206666666666666)","(11.0, 15.0, 14.157894736842104)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.4)","(8.5, 11.0, 10.411764705882353)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:51.248158,"(2.5, 3.1, 3.144285714285714)","(4.2, 5.2, 5.1066666666666665)","(4.2, 5.3, 5.192307692307692)","(11.0, 15.0, 14.157894736842104)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.4375)","(8.5, 11.0, 10.368421052631579)","(51.0, 80.0, 73.0)"
11-01-2023 14:25:52.651736,"(2.5, 3.15, 3.144285714285714)","(4.2, 5.2, 5.0625)","(4.2, 5.3, 5.140000000000001)","(11.0, 15.0, 14.15)","(31.0, 55.0, 48.11764705882353)","(10.0, 13.0, 12.357142857142858)","(8.5, 11.0, 10.411764705882353)","(51.0, 80.0, 67.64705882352942)"
11-01-2023 14:25:54.026675,"(2.5, 3.15, 3.144285714285714)","(4.2, 5.1, 5.088235294117647)","(4.2, 5.2, 5.140000000000001)","(11.0, 15.0, 14.055555555555555)","(31.0, 55.0, 47.92857142857143)","(10.0, 13.0, 12.203125)","(8.5, 11.0, 10.411764705882353)","(51.0, 80.0, 67.27272727272727)"
11-01-2023 14:25:55.354942,"(2.5, 3.15, 3.144285714285714)","(4.2, 5.1, 5.1066666666666665)","(4.2, 5.2, 5.1125)","(11.0, 15.0, 14.0625)","(31.0, 55.0, 49.5)","(10.0, 13.0, 11.9375)","(8.5, 11.0, 10.411764705882353)","(51.0, 80.0, 67.27272727272727)"
11-01-2023 14:25:56.590934,"(2.5, 3.15, 3.144285714285714)","(4.2, 5.2, 5.1066666666666665)","(4.2, 5.3, 5.143478260869565)","(11.0, 15.0, 14.157894736842104)","(31.0, 55.0, 48.4)","(10.0, 13.0, 11.9375)","(8.5, 11.0, 10.411764705882353)","(51.0, 80.0, 66.15384615384616)"
11-01-2023 14:25:57.932711,"(2.5, 3.1, 3.0924242424242423)","(4.2, 5.2, 5.1066666666666665)","(4.2, 5.3, 5.143478260869565)","(11.0, 15.0, 14.157894736842104)","(31.0, 55.0, 48.4)","(10.0, 13.0, 11.9375)","(8.5, 11.0, 10.411764705882353)","(51.0, 80.0, 66.15384615384616)"
11-01-2023 14:25:59.335376,"(2.5, 3.1, 3.0924242424242423)","(4.2, 5.2, 5.1066666666666665)","(4.2, 5.3, 5.143478260869565)","(11.0, 15.0, 14.157894736842104)","(31.0, 55.0, 47.92857142857143)","(10.0, 13.0, 11.9375)","(8.5, 11.0, 10.56)","(51.0, 80.0, 66.15384615384616)"
11-01-2023 14:26:00.902985,"(2.5, 3.1, 3.1416666666666666)","(4.2, 5.2, 5.1066666666666665)","(4.2, 5.3, 5.143478260869565)","(11.0, 15.0, 14.157894736842104)","(31.0, 55.0, 47.92857142857143)","(10.0, 13.0, 11.9375)","(8.5, 11.0, 10.375)","(51.0, 80.0, 66.15384615384616)"
11-01-2023 14:26:02.303364,"(2.5, 3.15, 3.11875)","(4.2, 5.2, 5.10625)","(4.2, 5.3, 5.132258064516129)","(11.0, 15.0, 14.12)","(31.0, 55.0, 47.92857142857143)","(10.0, 13.0, 12.232558139534884)","(8.5, 11.0, 10.416666666666666)","(51.0, 80.0, 66.15384615384616)"
11-01-2023 14:26:03.721858,"(2.5, 3.15, 3.097916666666667)","(4.2, 5.2, 5.094444444444444)","(4.2, 5.3, 5.2081081081081075)","(11.0, 15.0, 14.233333333333333)","(31.0, 55.0, 47.92857142857143)","(10.0, 13.0, 12.380434782608695)","(8.5, 11.0, 10.405405405405405)","(51.0, 80.0, 67.14285714285714)"
11-01-2023 14:26:05.203332,"(2.5, 3.1, 3.06875)","(4.2, 5.2, 5.087179487179487)","(4.2, 5.3, 5.223076923076923)","(11.0, 15.0, 14.178571428571429)","(31.0, 55.0, 47.92857142857143)","(10.0, 13.0, 12.352272727272727)","(8.5, 11.0, 10.525)","(51.0, 80.0, 66.15384615384616)"
11-01-2023 14:26:06.661021,"(2.5, 3.1, 3.06875)","(4.2, 5.2, 5.087179487179487)","(4.2, 5.3, 5.223076923076923)","(11.0, 15.0, 14.178571428571429)","(31.0, 55.0, 47.92857142857143)","(10.0, 13.0, 12.372093023255815)","(8.5, 11.0, 10.525)","(51.0, 80.0, 70.0)"
11-01-2023 14:26:08.087939,"(2.5, 3.1, 3.0921052631578947)","(4.2, 5.2, 5.042857142857143)","(4.2, 5.3, 5.27)","(11.0, 15.0, 14.206896551724139)","(31.0, 55.0, 50.76470588235294)","(10.0, 13.0, 12.4375)","(8.5, 11.0, 10.46875)","(51.0, 80.0, 70.52631578947368)"
11-01-2023 14:26:09.456112,"(2.5, 3.1, 3.0921052631578947)","(4.2, 5.2, 5.042857142857143)","(4.2, 5.3, 5.325)","(11.0, 15.0, 14.148148148148149)","(31.0, 55.0, 48.45454545454545)","(10.0, 13.0, 12.372093023255815)","(8.5, 10.5, 10.454545454545455)","(51.0, 80.0, 71.42857142857143)"
11-01-2023 14:26:11.040013,"(2.5, 3.1, 3.088235294117647)","(4.2, 5.2, 5.042857142857143)","(4.2, 5.4, 5.328571428571428)","(11.0, 15.0, 14.148148148148149)","(31.0, 55.0, 48.45454545454545)","(10.0, 13.0, 12.4375)","(8.5, 10.5, 10.294117647058824)","(51.0, 80.0, 71.42857142857143)"
11-01-2023 14:26:12.442464,"(2.5, 3.1, 3.0629999999999997)","(4.2, 5.2, 5.033333333333333)","(4.2, 5.5, 5.386486486486486)","(11.0, 15.0, 14.206896551724139)","(31.0, 55.0, 50.76470588235294)","(10.0, 13.0, 12.846153846153847)","(8.5, 10.5, 10.107142857142858)","(51.0, 80.0, 71.76470588235294)"
