,South Parade,Montenegro,Final Man,Arctic Eagle,Too Viennese,New Enterprise,Panagsama,Rusheen,Frostick,Kishstar,Maldestro,Speed Bump
12-01-2023 17:25:56.667110,"(3.9, 4.9, 4.614285714285715)","(31.0, 50.0, 40.0)","(21.0, 44.0, 29.428571428571427)","(8.5, 10.5, 9.48918918918919)","(7.0, 8.4, 8.216666666666667)","(9.0, 11.0, 10.578947368421053)","(31.0, 48.0, 43.78947368421053)","(3.5, 4.9, 4.807692307692308)","(10.0, 16.0, 13.75)","(13.0, 22.0, 18.5)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:25:58.146627,"(3.9, 4.9, 4.614285714285715)","(31.0, 50.0, 40.0)","(21.0, 44.0, 29.428571428571427)","(8.5, 10.5, 9.48918918918919)","(7.0, 8.4, 8.216666666666667)","(9.0, 11.0, 10.578947368421053)","(31.0, 48.0, 43.78947368421053)","(3.5, 4.9, 4.807692307692308)","(10.0, 16.0, 13.75)","(13.0, 22.0, 18.5)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:25:59.571938,"(3.9, 4.9, 4.614285714285715)","(31.0, 50.0, 40.0)","(21.0, 44.0, 29.428571428571427)","(8.5, 10.5, 9.48918918918919)","(7.0, 8.4, 8.186046511627906)","(9.0, 11.0, 10.11111111111111)","(31.0, 48.0, 43.78947368421053)","(3.5, 4.9, 4.807692307692308)","(10.0, 16.0, 13.75)","(13.0, 22.0, 18.5)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:01.165941,"(3.9, 4.9, 4.614285714285715)","(31.0, 50.0, 40.0)","(21.0, 44.0, 29.428571428571427)","(8.5, 10.5, 9.48918918918919)","(7.0, 8.2, 8.186046511627906)","(9.0, 11.0, 10.11111111111111)","(31.0, 48.0, 43.78947368421053)","(3.5, 4.9, 4.807692307692308)","(10.0, 16.0, 13.75)","(13.0, 22.0, 18.5)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:02.582951,"(3.9, 4.9, 4.614285714285715)","(31.0, 50.0, 40.8)","(21.0, 44.0, 29.428571428571427)","(8.5, 10.5, 8.6)","(7.0, 8.2, 8.186046511627906)","(9.0, 11.0, 10.166666666666666)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 16.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:04.032920,"(3.9, 4.9, 4.669230769230769)","(31.0, 48.0, 40.8)","(21.0, 44.0, 29.428571428571427)","(8.5, 9.6, 8.98235294117647)","(7.0, 8.2, 8.186046511627906)","(9.0, 11.0, 10.166666666666666)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:05.491115,"(3.9, 4.9, 4.669230769230769)","(31.0, 48.0, 40.8)","(21.0, 44.0, 29.428571428571427)","(8.5, 9.6, 9.788235294117648)","(7.0, 8.2, 8.186046511627906)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:07.027194,"(3.9, 4.9, 4.637499999999999)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.535483870967742)","(7.0, 8.2, 8.186046511627906)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 21.142857142857142)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:08.540106,"(3.9, 4.9, 4.637499999999999)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.186046511627906)","(9.0, 11.0, 10.652173913043478)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 21.142857142857142)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:10.062780,"(3.9, 4.9, 4.657692307692307)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:11.555018,"(3.9, 4.9, 4.657692307692307)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:13.084835,"(3.9, 4.9, 4.657692307692307)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:14.562752,"(3.9, 4.9, 4.576923076923077)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:16.131557,"(3.9, 4.9, 4.576923076923077)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:17.596694,"(3.9, 4.9, 4.576923076923077)","(31.0, 48.0, 40.8)","(21.0, 44.0, 36.714285714285715)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 24.75)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:19.042251,"(3.9, 4.9, 4.576923076923077)","(31.0, 48.0, 40.8)","(21.0, 44.0, 33.8)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:20.540054,"(3.9, 4.9, 4.576923076923077)","(31.0, 48.0, 40.8)","(21.0, 44.0, 33.8)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:22.067249,"(3.9, 4.9, 4.576923076923077)","(31.0, 48.0, 40.8)","(21.0, 42.0, 37.0)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:23.497616,"(3.9, 4.9, 4.576923076923077)","(31.0, 48.0, 40.8)","(21.0, 40.0, 37.4)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:24.997829,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 40.0, 33.5)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.444444444444445)","(13.0, 22.0, 20.25)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:26.461354,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 40.0, 33.5)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:27.847820,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 40.0, 33.5)","(8.5, 10.0, 9.37)","(7.0, 8.2, 8.18421052631579)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:29.309641,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 40.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.2, 8.181818181818182)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.807692307692308)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:30.767391,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.2, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.7)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:32.288940,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.37)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:33.910451,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.37)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:35.344105,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.37)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 40.888888888888886)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:36.751272,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.37)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:38.274925,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.37)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:39.762962,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.37)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 21.2)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:41.258071,"(3.9, 4.9, 4.455555555555556)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.37)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:42.723243,"(3.9, 4.9, 4.712987012987013)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 20.285714285714285)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:44.203179,"(3.9, 4.9, 4.712987012987013)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.9, 4.65)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 20.285714285714285)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:45.651517,"(3.9, 4.9, 4.712987012987013)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.9, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 20.285714285714285)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:47.129950,"(3.9, 4.9, 4.712987012987013)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.8, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 20.285714285714285)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:48.684865,"(3.9, 4.9, 4.712987012987013)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.8, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 20.285714285714285)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:50.161896,"(3.9, 4.9, 4.712987012987013)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.8, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:51.544543,"(3.9, 4.9, 4.712987012987013)","(31.0, 48.0, 40.8)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.5625)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.8, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:53.024208,"(3.9, 4.9, 4.749152542372881)","(31.0, 48.0, 39.0)","(21.0, 38.0, 30.666666666666668)","(8.5, 10.0, 9.48)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.8, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:54.457144,"(3.9, 4.8, 4.378260869565217)","(31.0, 48.0, 39.333333333333336)","(21.0, 38.0, 30.666666666666668)","(8.5, 9.8, 9.48)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.8, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
12-01-2023 17:26:56.014917,"(3.9, 4.9, 4.378260869565217)","(31.0, 46.0, 39.333333333333336)","(21.0, 38.0, 30.666666666666668)","(8.5, 9.8, 9.48)","(7.0, 8.4, 8.292682926829269)","(9.0, 11.0, 10.75)","(31.0, 48.0, 41.84615384615385)","(3.5, 4.8, 4.68)","(10.0, 17.0, 13.666666666666666)","(13.0, 22.0, 19.0)","(17.0, 27.0, 21.857142857142858)","(31.0, 85.0, 71.66666666666667)"
