,Amazonian Queen,Dots Redeemer,Dr Ryker,Mad Brax,King Kaboom,Button,Mahogany Jet,Shes So Kind
11-01-2023 19:15:44.066514,"(8.0, 13.0, 12.272727272727273)","(3.8, 4.7, 4.677272727272728)","(4.8, 6.2, 6.092857142857143)","(6.0, 8.4, 8.189473684210526)","(5.5, 7.0, 6.619999999999999)","(5.5, 6.6, 6.366666666666666)","(12.0, 22.0, 21.058823529411764)","(12.0, 16.5, 15.48)"
11-01-2023 19:15:45.293637,"(8.0, 13.0, 12.272727272727273)","(3.8, 4.7, 4.677272727272728)","(4.8, 6.2, 6.0636363636363635)","(6.0, 8.4, 8.189473684210526)","(5.5, 7.0, 6.696)","(5.5, 6.6, 6.366666666666666)","(12.0, 22.0, 21.058823529411764)","(12.0, 16.5, 15.48)"
11-01-2023 19:15:46.500759,"(8.0, 13.0, 12.272727272727273)","(3.8, 4.7, 4.677272727272728)","(4.8, 6.2, 6.0636363636363635)","(6.0, 8.4, 8.189473684210526)","(5.5, 7.0, 6.619999999999999)","(5.5, 6.6, 6.366666666666666)","(12.0, 22.0, 21.058823529411764)","(12.0, 16.5, 15.48)"
11-01-2023 19:15:47.656971,"(8.0, 13.0, 12.384615384615385)","(3.8, 4.7, 4.677272727272728)","(4.8, 6.2, 6.071428571428572)","(6.0, 8.4, 8.193103448275862)","(5.5, 7.0, 6.628571428571428)","(5.5, 6.6, 6.375)","(12.0, 22.0, 21.058823529411764)","(12.0, 16.5, 15.8)"
11-01-2023 19:15:48.736538,"(8.0, 13.0, 12.444444444444445)","(3.8, 4.7, 4.680769230769231)","(4.8, 6.2, 6.11)","(6.0, 8.4, 8.193103448275862)","(5.5, 6.8, 6.709090909090909)","(5.5, 6.6, 6.375)","(12.0, 22.0, 21.058823529411764)","(12.0, 16.0, 15.705882352941176)"
11-01-2023 19:15:49.946466,"(8.0, 13.0, 12.736842105263158)","(3.8, 4.7, 4.667741935483871)","(4.8, 6.2, 6.127272727272727)","(6.0, 8.4, 8.193103448275862)","(5.5, 6.8, 6.709090909090909)","(5.5, 6.6, 6.391304347826087)","(12.0, 22.0, 21.058823529411764)","(12.0, 16.0, 15.444444444444445)"
11-01-2023 19:15:51.292662,"(8.0, 13.0, 12.583333333333334)","(3.8, 4.7, 4.753846153846154)","(4.8, 6.2, 6.066666666666666)","(6.0, 8.4, 7.964705882352941)","(5.5, 6.8, 6.7375)","(5.5, 6.6, 6.5)","(12.0, 22.0, 21.272727272727273)","(12.0, 16.0, 14.647058823529411)"
11-01-2023 19:15:52.552548,"(8.0, 13.0, 12.545454545454545)","(3.8, 4.8, 4.769230769230769)","(4.8, 6.2, 6.066666666666666)","(6.0, 8.0, 7.964705882352941)","(5.5, 6.8, 6.7375)","(5.5, 6.6, 6.5)","(12.0, 22.0, 21.272727272727273)","(12.0, 15.0, 14.615384615384615)"
11-01-2023 19:15:53.780803,"(8.0, 13.0, 12.5)","(3.8, 4.8, 4.7631578947368425)","(4.8, 6.2, 6.066666666666666)","(6.0, 8.0, 8.210526315789474)","(5.5, 6.8, 6.7375)","(5.5, 6.6, 6.5)","(12.0, 22.0, 21.272727272727273)","(12.0, 15.0, 14.565217391304348)"
11-01-2023 19:15:55.098275,"(8.0, 13.0, 12.5)","(3.8, 4.8, 4.7631578947368425)","(4.8, 6.2, 6.066666666666666)","(6.0, 8.4, 8.210526315789474)","(5.5, 6.8, 6.7375)","(5.5, 6.6, 6.571428571428571)","(12.0, 22.0, 21.272727272727273)","(12.0, 15.0, 14.393939393939394)"
11-01-2023 19:15:56.454034,"(8.0, 12.5, 12.0)","(3.8, 4.8, 4.851351351351352)","(4.8, 6.2, 6.052631578947368)","(6.0, 8.4, 8.25263157894737)","(5.5, 6.8, 6.704)","(5.5, 6.8, 6.704761904761905)","(12.0, 22.0, 21.272727272727273)","(12.0, 15.0, 13.75)"
11-01-2023 19:15:57.769937,"(8.0, 12.5, 12.0)","(3.8, 4.9, 4.864705882352942)","(4.8, 6.2, 6.0218750000000005)","(6.0, 8.4, 8.355555555555556)","(5.5, 6.8, 6.730434782608696)","(5.5, 6.8, 6.704761904761905)","(12.0, 22.0, 21.36)","(12.0, 14.5, 13.785714285714286)"
11-01-2023 19:15:58.990064,"(8.0, 12.5, 11.75925925925926)","(3.8, 4.9, 4.864705882352942)","(4.8, 6.2, 6.178571428571429)","(6.0, 8.4, 8.355555555555556)","(5.5, 6.8, 6.733333333333333)","(5.5, 6.8, 6.704761904761905)","(12.0, 22.0, 21.36)","(12.0, 14.0, 13.526315789473685)"
11-01-2023 19:16:00.166921,"(8.0, 12.0, 11.708333333333334)","(3.8, 4.9, 4.866666666666667)","(4.8, 6.0, 5.99)","(6.0, 8.4, 8.281481481481482)","(5.5, 6.8, 6.723809523809524)","(5.5, 6.8, 6.6461538461538465)","(12.0, 22.0, 21.333333333333332)","(12.0, 14.0, 13.526315789473685)"
11-01-2023 19:16:01.368912,"(8.0, 11.5, 11.169642857142858)","(3.8, 5.0, 4.883333333333333)","(4.8, 6.2, 5.937931034482759)","(6.0, 8.6, 8.287272727272727)","(5.5, 6.8, 6.723809523809524)","(5.5, 6.8, 6.591304347826087)","(12.0, 22.0, 21.428571428571427)","(12.0, 14.0, 13.526315789473685)"
11-01-2023 19:16:02.463696,"(8.0, 11.5, 11.181818181818182)","(3.8, 5.0, 4.896551724137931)","(4.8, 6.2, 5.988888888888889)","(6.0, 8.6, 8.275471698113208)","(5.5, 6.8, 6.723809523809524)","(5.5, 6.8, 6.64)","(12.0, 22.0, 21.57894736842105)","(12.0, 14.0, 13.526315789473685)"
11-01-2023 19:16:03.587149,"(8.0, 11.5, 11.171875)","(3.8, 5.0, 4.896551724137931)","(4.8, 6.2, 5.988888888888889)","(6.0, 8.6, 8.275471698113208)","(5.5, 6.8, 6.678787878787879)","(5.5, 6.8, 6.64)","(13.0, 22.0, 21.57894736842105)","(12.0, 14.0, 13.526315789473685)"
11-01-2023 19:16:04.676651,"(8.5, 11.5, 11.05)","(3.9, 5.0, 4.9)","(4.8, 6.2, 5.952173913043478)","(6.0, 8.6, 8.275471698113208)","(5.5, 6.8, 6.678787878787879)","(5.5, 6.8, 6.64)","(13.0, 22.0, 21.57894736842105)","(12.0, 14.0, 13.55)"
11-01-2023 19:16:05.726044,"(8.5, 11.5, 11.05)","(3.9, 5.0, 4.9)","(4.8, 6.2, 5.952173913043478)","(6.0, 8.6, 8.292857142857143)","(5.5, 6.8, 6.613953488372093)","(5.5, 6.8, 6.6)","(13.0, 22.0, 22.88888888888889)","(12.0, 14.0, 13.55)"
11-01-2023 19:16:06.938868,"(8.5, 11.5, 10.944444444444445)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.2, 5.915)","(6.0, 8.6, 8.292857142857143)","(5.5, 6.8, 6.613953488372093)","(5.5, 6.8, 6.6)","(13.0, 24.0, 23.6)","(12.0, 14.0, 13.55)"
11-01-2023 19:16:08.252911,"(8.5, 11.5, 10.932432432432432)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.2, 5.952173913043478)","(6.0, 8.6, 8.292857142857143)","(5.5, 6.8, 6.613953488372093)","(5.5, 6.8, 6.676923076923076)","(13.0, 24.0, 23.6)","(12.0, 14.0, 13.55)"
11-01-2023 19:16:09.390670,"(8.5, 11.5, 10.932432432432432)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.2, 5.952173913043478)","(6.0, 8.6, 8.292857142857143)","(5.5, 6.8, 6.618181818181818)","(5.5, 6.8, 6.573333333333333)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 13.55)"
11-01-2023 19:16:10.571161,"(8.5, 11.5, 11.092592592592592)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.2, 5.9581395348837205)","(6.0, 8.6, 8.292857142857143)","(5.5, 6.8, 6.544444444444444)","(5.5, 6.6, 6.536)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 13.55)"
11-01-2023 19:16:11.659947,"(8.5, 11.5, 11.133333333333333)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.2, 5.9581395348837205)","(6.0, 8.6, 8.234042553191488)","(5.5, 6.6, 6.631578947368421)","(5.5, 6.8, 6.536)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 13.541666666666666)"
11-01-2023 19:16:12.875096,"(8.5, 12.0, 11.357142857142858)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.0, 5.896774193548387)","(6.0, 8.6, 8.269230769230768)","(5.5, 6.8, 6.609523809523809)","(5.5, 6.8, 6.511111111111111)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 13.541666666666666)"
11-01-2023 19:16:13.945256,"(8.5, 12.0, 11.384615384615385)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.0, 5.896774193548387)","(6.0, 8.6, 8.269230769230768)","(5.5, 6.8, 6.609523809523809)","(5.5, 6.6, 6.542857142857143)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 13.54)"
11-01-2023 19:16:14.981444,"(8.5, 12.0, 11.384615384615385)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.0, 5.909677419354838)","(6.0, 8.4, 8.288)","(5.5, 6.8, 6.609523809523809)","(5.5, 6.6, 6.511111111111111)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 13.651515151515152)"
11-01-2023 19:16:16.184133,"(8.5, 12.0, 11.444444444444445)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.0, 5.966666666666667)","(6.0, 8.4, 8.248275862068965)","(5.5, 6.8, 6.595555555555555)","(5.5, 6.8, 6.5920000000000005)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 13.804347826086957)"
11-01-2023 19:16:17.269086,"(8.5, 11.5, 11.444444444444445)","(3.9, 5.0, 4.904761904761905)","(4.8, 6.2, 5.966666666666667)","(6.0, 8.4, 8.248275862068965)","(5.5, 6.8, 6.703448275862069)","(5.5, 6.8, 6.584615384615384)","(13.0, 24.0, 23.636363636363637)","(12.0, 14.0, 14.818181818181818)"
11-01-2023 19:16:18.389763,"(8.5, 12.0, 11.380952380952381)","(3.9, 5.0, 4.9)","(4.8, 6.0, 5.942857142857143)","(6.0, 8.4, 8.218181818181819)","(5.5, 6.6, 6.541666666666666)","(5.5, 6.8, 6.5920000000000005)","(13.0, 24.0, 23.636363636363637)","(12.0, 15.0, 15.642857142857142)"
11-01-2023 19:16:19.474439,"(8.5, 12.0, 11.380952380952381)","(3.9, 5.0, 4.9)","(4.8, 6.0, 5.8769230769230765)","(6.0, 8.4, 8.218181818181819)","(5.5, 6.6, 6.515492957746479)","(5.5, 6.8, 6.626666666666667)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.0, 15.916666666666666)"
11-01-2023 19:16:20.623725,"(8.5, 12.0, 11.31578947368421)","(3.9, 5.0, 4.9)","(4.8, 6.0, 5.8769230769230765)","(6.0, 8.4, 8.218181818181819)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.8, 6.5636363636363635)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.1)"
11-01-2023 19:16:21.718647,"(8.5, 12.0, 11.461538461538462)","(3.9, 5.0, 4.9)","(4.8, 6.0, 5.8769230769230765)","(6.0, 8.4, 8.218181818181819)","(5.5, 6.6, 6.333333333333334)","(5.5, 6.8, 6.529411764705882)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.433333333333334)"
11-01-2023 19:16:22.815058,"(8.5, 12.0, 11.55)","(3.9, 5.0, 4.9)","(4.8, 6.0, 5.8769230769230765)","(6.0, 8.4, 8.218181818181819)","(5.5, 6.4, 6.333333333333334)","(5.5, 6.6, 6.529411764705882)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.2)"
11-01-2023 19:16:23.831803,"(8.5, 12.0, 11.55)","(3.9, 5.0, 4.906976744186046)","(4.8, 6.0, 5.8769230769230765)","(6.0, 8.4, 8.218181818181819)","(5.5, 6.4, 6.314285714285715)","(5.5, 6.6, 6.511111111111111)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.433333333333334)"
11-01-2023 19:16:24.843928,"(8.5, 12.0, 11.55)","(3.9, 5.0, 4.906976744186046)","(4.8, 6.0, 5.8769230769230765)","(6.0, 8.4, 8.23225806451613)","(5.5, 6.4, 6.333333333333334)","(5.5, 6.8, 6.576744186046511)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.44736842105263)"
11-01-2023 19:16:25.977413,"(8.5, 12.0, 11.4375)","(3.9, 5.0, 4.906976744186046)","(4.8, 6.0, 5.885714285714285)","(6.0, 8.4, 8.23225806451613)","(5.5, 6.4, 6.333333333333334)","(5.5, 6.8, 6.553846153846154)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.433333333333334)"
11-01-2023 19:16:27.062076,"(8.5, 12.0, 11.571428571428571)","(3.9, 5.0, 4.906976744186046)","(4.8, 6.0, 5.885714285714285)","(6.0, 8.4, 8.266666666666667)","(5.5, 6.4, 6.463636363636364)","(5.5, 6.8, 6.576744186046511)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.166666666666668)"
11-01-2023 19:16:28.263923,"(8.5, 12.0, 11.705882352941176)","(3.9, 5.0, 4.9)","(4.8, 6.0, 5.8769230769230765)","(6.0, 8.4, 8.3)","(5.5, 6.6, 6.51)","(5.5, 6.8, 6.527272727272727)","(13.0, 24.0, 23.636363636363637)","(12.0, 16.5, 16.375)"
11-01-2023 19:16:29.466113,"(8.5, 12.0, 11.705882352941176)","(3.9, 5.0, 4.9)","(4.8, 5.9, 5.769565217391305)","(6.0, 8.4, 8.3)","(5.5, 6.6, 6.51)","(5.5, 6.6, 6.536842105263157)","(13.0, 24.0, 25.6)","(12.0, 16.5, 16.375)"
11-01-2023 19:16:30.607039,"(8.5, 12.0, 11.6)","(3.9, 5.0, 4.942857142857143)","(4.8, 5.9, 5.70952380952381)","(6.0, 8.4, 8.357894736842105)","(5.5, 6.6, 6.497142857142857)","(5.5, 6.6, 6.419354838709677)","(13.0, 26.0, 25.76923076923077)","(12.0, 16.5, 16.03846153846154)"
11-01-2023 19:16:31.839092,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.986666666666666)","(4.8, 5.9, 5.732258064516129)","(6.5, 8.4, 8.373333333333333)","(5.5, 6.6, 6.51)","(5.5, 6.6, 6.342857142857143)","(14.0, 26.0, 26.22222222222222)","(13.0, 16.5, 16.3)"
11-01-2023 19:16:33.169616,"(8.5, 12.0, 11.473684210526315)","(4.2, 5.0, 4.981428571428571)","(4.8, 5.8, 5.637037037037037)","(6.5, 8.4, 8.292857142857143)","(5.5, 6.6, 6.51)","(5.5, 6.4, 6.3500000000000005)","(14.0, 28.0, 26.25)","(13.0, 16.5, 16.366666666666667)"
11-01-2023 19:16:34.246602,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.982191780821918)","(4.8, 5.7, 5.602857142857143)","(6.5, 8.6, 8.292857142857143)","(5.5, 6.6, 6.51)","(5.5, 6.4, 6.316129032258065)","(14.0, 28.0, 26.666666666666668)","(13.0, 16.5, 16.184210526315788)"
11-01-2023 19:16:35.348531,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.982191780821918)","(4.8, 5.7, 5.612820512820513)","(6.5, 8.6, 8.298245614035087)","(5.5, 6.6, 6.52)","(5.5, 6.4, 6.25531914893617)","(14.0, 28.0, 26.666666666666668)","(13.0, 16.5, 16.184210526315788)"
11-01-2023 19:16:36.513998,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.982191780821918)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.298245614035087)","(5.5, 6.6, 6.52)","(5.5, 6.4, 6.238095238095238)","(14.0, 28.0, 26.666666666666668)","(13.0, 16.5, 16.25)"
11-01-2023 19:16:37.644679,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.982191780821918)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.298245614035087)","(5.5, 6.6, 6.52)","(5.5, 6.4, 6.261224489795919)","(14.0, 28.0, 26.94736842105263)","(13.0, 16.5, 16.0)"
11-01-2023 19:16:38.651027,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.982191780821918)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.287272727272727)","(5.5, 6.6, 6.56551724137931)","(5.5, 6.4, 6.261224489795919)","(14.0, 28.0, 26.94736842105263)","(13.0, 16.5, 16.071428571428573)"
11-01-2023 19:16:39.752366,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.982191780821918)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.281481481481482)","(5.5, 6.6, 6.593103448275862)","(5.5, 6.4, 6.246153846153846)","(14.0, 28.0, 25.857142857142858)","(13.0, 16.5, 15.444444444444445)"
11-01-2023 19:16:40.871401,"(8.5, 12.0, 11.6)","(4.2, 5.0, 4.982191780821918)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.281481481481482)","(5.5, 6.6, 6.593103448275862)","(5.5, 6.4, 6.2)","(14.0, 27.0, 25.642857142857142)","(13.0, 15.5, 15.4)"
11-01-2023 19:16:42.098456,"(8.5, 12.0, 11.6)","(4.2, 5.2, 5.0920000000000005)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.281481481481482)","(5.5, 6.6, 6.593103448275862)","(5.5, 6.4, 6.2)","(14.0, 28.0, 26.625)","(13.0, 15.5, 15.25)"
11-01-2023 19:16:43.312631,"(8.5, 12.0, 11.6)","(4.2, 5.1, 5.072)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.370666666666667)","(5.5, 6.6, 6.592)","(5.5, 6.4, 6.2)","(14.0, 27.0, 26.0)","(13.0, 15.5, 15.25)"
11-01-2023 19:16:44.485780,"(8.5, 12.0, 11.6)","(4.2, 5.1, 5.064864864864864)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.372972972972972)","(5.5, 6.6, 6.592)","(5.5, 6.4, 6.2)","(14.0, 27.0, 24.6)","(13.0, 15.5, 15.464285714285714)"
11-01-2023 19:16:45.668357,"(8.5, 12.0, 11.6)","(4.2, 5.1, 5.064864864864864)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.372972972972972)","(5.5, 6.6, 6.592)","(5.5, 6.4, 6.1931034482758625)","(14.0, 27.0, 25.0)","(13.0, 15.5, 15.657142857142857)"
11-01-2023 19:16:46.823948,"(8.5, 12.0, 11.6)","(4.2, 5.1, 5.053658536585366)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.372972972972972)","(5.5, 6.6, 6.592)","(5.5, 6.4, 6.21)","(14.0, 27.0, 26.0)","(13.0, 16.0, 15.657142857142857)"
11-01-2023 19:16:47.886628,"(8.5, 12.0, 11.642857142857142)","(4.2, 5.1, 5.053658536585366)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.382857142857143)","(5.5, 6.6, 6.592)","(5.5, 6.4, 6.21)","(14.0, 27.0, 25.0)","(13.0, 16.0, 15.384615384615385)"
11-01-2023 19:16:49.079933,"(8.5, 12.0, 11.6)","(4.2, 5.1, 5.053658536585366)","(4.8, 5.7, 5.636170212765958)","(6.5, 8.6, 8.382857142857143)","(5.5, 6.6, 6.592)","(5.5, 6.4, 6.21)","(14.0, 27.0, 24.6)","(13.0, 16.0, 15.294117647058824)"
11-01-2023 19:16:50.251901,"(8.5, 12.0, 11.6)","(4.2, 5.1, 5.053658536585366)","(5.0, 5.7, 5.636170212765958)","(6.5, 8.6, 8.382857142857143)","(5.5, 6.6, 6.588888888888889)","(5.5, 6.4, 6.21)","(15.0, 27.0, 25.0)","(13.0, 16.0, 15.384615384615385)"
11-01-2023 19:16:51.377246,"(8.5, 12.0, 11.6)","(4.2, 5.1, 5.053658536585366)","(5.0, 5.7, 5.613333333333333)","(6.5, 8.6, 8.391044776119402)","(5.5, 6.6, 6.460869565217391)","(5.5, 6.4, 6.16969696969697)","(15.0, 27.0, 26.0)","(13.0, 16.0, 15.454545454545455)"
11-01-2023 19:16:52.406854,"(8.5, 12.0, 11.782608695652174)","(4.2, 5.1, 5.053658536585366)","(5.0, 5.8, 5.692307692307692)","(6.5, 8.6, 8.391044776119402)","(5.5, 6.6, 6.460869565217391)","(5.5, 6.4, 6.16969696969697)","(15.0, 27.0, 25.7)","(13.0, 16.0, 15.416666666666666)"
11-01-2023 19:16:53.573755,"(8.5, 12.0, 11.666666666666666)","(4.2, 5.1, 5.053658536585366)","(5.0, 5.9, 5.884615384615384)","(6.5, 8.6, 8.375342465753423)","(5.5, 6.6, 6.406060606060606)","(5.5, 6.4, 6.16969696969697)","(15.0, 26.0, 25.7)","(13.0, 16.0, 15.384615384615385)"
11-01-2023 19:16:54.793016,"(8.5, 12.0, 11.666666666666666)","(4.2, 5.1, 5.053658536585366)","(5.0, 6.0, 5.835714285714285)","(6.5, 8.6, 8.375342465753423)","(5.5, 6.6, 6.447619047619048)","(5.5, 6.4, 6.16969696969697)","(15.0, 26.0, 25.7)","(13.0, 16.0, 15.25)"
11-01-2023 19:16:56.288919,"(8.5, 12.0, 11.666666666666666)","(4.2, 5.1, 5.046666666666667)","(5.0, 6.0, 5.835714285714285)","(6.5, 8.6, 8.375342465753423)","(5.5, 6.6, 6.43448275862069)","(5.5, 6.4, 6.1625000000000005)","(15.0, 26.0, 25.11764705882353)","(13.0, 16.0, 15.25)"
11-01-2023 19:16:57.719612,"(8.5, 12.0, 11.666666666666666)","(4.2, 5.1, 5.046666666666667)","(5.0, 6.0, 5.835714285714285)","(6.5, 8.6, 8.375342465753423)","(5.5, 6.6, 6.366666666666667)","(5.5, 6.4, 6.118518518518519)","(15.0, 27.0, 25.7)","(13.0, 16.0, 15.294117647058824)"
11-01-2023 19:16:59.046655,"(8.5, 12.0, 11.666666666666666)","(4.2, 5.1, 5.046666666666667)","(5.0, 6.0, 5.84)","(6.5, 8.6, 8.375342465753423)","(5.5, 6.4, 6.366666666666667)","(5.5, 6.4, 6.173333333333334)","(15.0, 26.0, 25.11764705882353)","(13.0, 16.0, 15.571428571428571)"
11-01-2023 19:17:00.338472,"(8.5, 12.0, 11.666666666666666)","(4.2, 5.1, 5.046666666666667)","(5.0, 6.0, 5.84)","(6.5, 8.6, 8.375342465753423)","(5.5, 6.4, 6.366666666666667)","(5.5, 6.4, 6.173333333333334)","(15.0, 27.0, 25.11764705882353)","(13.0, 16.0, 15.571428571428571)"
11-01-2023 19:17:01.536997,"(8.5, 12.0, 11.666666666666666)","(4.2, 5.1, 4.994339622641509)","(5.0, 6.0, 5.866666666666666)","(6.5, 8.6, 8.368421052631579)","(5.5, 6.4, 6.413953488372093)","(5.5, 6.4, 6.12972972972973)","(15.0, 27.0, 25.0)","(13.0, 16.0, 15.368421052631579)"
11-01-2023 19:17:02.628337,"(8.5, 12.0, 11.516129032258064)","(4.2, 5.0, 4.994339622641509)","(5.0, 6.0, 5.866666666666666)","(6.5, 8.6, 8.368421052631579)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.177777777777778)","(15.0, 27.0, 25.285714285714285)","(13.0, 15.5, 15.7)"
11-01-2023 19:17:03.733561,"(8.5, 12.0, 11.555555555555555)","(4.2, 4.8, 4.781481481481482)","(5.0, 6.0, 5.935294117647059)","(6.5, 8.6, 8.77142857142857)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.177777777777778)","(15.0, 27.0, 25.285714285714285)","(13.0, 16.5, 15.636363636363637)"
11-01-2023 19:17:04.953668,"(8.5, 12.0, 11.555555555555555)","(4.2, 4.8, 4.781818181818181)","(5.0, 6.0, 5.953333333333333)","(6.5, 9.0, 8.633333333333333)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.177777777777778)","(15.0, 27.0, 25.285714285714285)","(13.0, 16.0, 15.666666666666666)"
11-01-2023 19:17:06.183923,"(8.5, 12.0, 11.689655172413794)","(4.2, 4.8, 4.82)","(5.0, 6.0, 5.965454545454546)","(6.5, 9.0, 8.7)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.2)","(15.0, 27.0, 25.285714285714285)","(13.0, 16.0, 15.357142857142858)"
11-01-2023 19:17:07.357860,"(8.5, 12.0, 11.653846153846153)","(4.2, 4.9, 4.82)","(5.0, 6.2, 5.965454545454546)","(6.5, 9.0, 8.7)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.2)","(15.0, 27.0, 25.285714285714285)","(13.0, 15.5, 15.326086956521738)"
11-01-2023 19:17:08.488407,"(8.5, 12.0, 11.863636363636363)","(4.2, 4.9, 4.82)","(5.0, 6.2, 5.973684210526316)","(6.5, 9.0, 8.62758620689655)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.182608695652174)","(15.0, 27.0, 25.285714285714285)","(13.0, 15.5, 15.326086956521738)"
11-01-2023 19:17:09.627199,"(8.5, 12.5, 11.794117647058824)","(4.2, 4.9, 4.82)","(5.0, 6.2, 5.973684210526316)","(6.5, 9.0, 8.767441860465116)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.161904761904762)","(15.0, 27.0, 25.210526315789473)","(13.0, 15.5, 15.245098039215687)"
11-01-2023 19:17:10.817370,"(8.5, 12.5, 11.66)","(4.2, 4.8, 4.791071428571429)","(5.0, 6.2, 5.965454545454546)","(6.5, 9.0, 8.767441860465116)","(5.5, 6.6, 6.433333333333334)","(5.5, 6.4, 6.177777777777778)","(15.0, 26.0, 25.0)","(13.0, 15.5, 15.308510638297872)"
11-01-2023 19:17:12.147472,"(8.5, 12.0, 11.653846153846153)","(4.2, 4.8, 4.791071428571429)","(5.0, 6.2, 6.046938775510204)","(6.5, 9.0, 8.767441860465116)","(5.5, 6.6, 6.407407407407407)","(5.5, 6.4, 6.186046511627907)","(15.0, 27.0, 25.064516129032256)","(13.0, 15.5, 15.308510638297872)"
11-01-2023 19:17:13.341147,"(8.5, 12.0, 11.625)","(4.2, 4.8, 4.777272727272727)","(5.0, 6.2, 6.1020408163265305)","(6.5, 9.0, 8.736842105263158)","(5.5, 6.6, 6.407407407407407)","(5.5, 6.4, 6.166666666666667)","(15.0, 27.0, 25.064516129032256)","(13.0, 15.5, 15.308510638297872)"
11-01-2023 19:17:14.396140,"(8.5, 12.0, 11.595238095238095)","(4.2, 4.8, 4.791304347826086)","(5.0, 6.2, 6.1020408163265305)","(6.5, 9.0, 8.736842105263158)","(5.5, 6.6, 6.407407407407407)","(5.5, 6.4, 6.166666666666667)","(15.0, 27.0, 25.064516129032256)","(13.0, 15.5, 15.245098039215687)"
11-01-2023 19:17:15.542369,"(8.5, 12.0, 11.595238095238095)","(4.2, 4.9, 4.84054054054054)","(5.0, 6.2, 6.057377049180328)","(6.5, 9.0, 8.74054054054054)","(5.5, 6.6, 6.407407407407407)","(5.5, 6.4, 6.166666666666667)","(15.0, 27.0, 25.064516129032256)","(13.0, 15.5, 15.217391304347826)"
11-01-2023 19:17:16.749315,"(8.5, 12.0, 11.595238095238095)","(4.2, 4.9, 4.833333333333333)","(5.0, 6.2, 6.043243243243244)","(6.5, 9.0, 8.853846153846154)","(5.5, 6.6, 6.392)","(5.5, 6.4, 6.176)","(15.0, 27.0, 24.8)","(13.0, 15.5, 14.34375)"
11-01-2023 19:17:18.020018,"(8.5, 12.0, 11.488372093023255)","(4.2, 4.8, 4.778991596638655)","(5.0, 6.2, 6.082051282051282)","(6.5, 9.2, 8.88)","(5.5, 6.6, 6.368888888888889)","(5.5, 6.4, 6.176)","(15.0, 25.0, 24.823529411764707)","(13.0, 14.5, 15.470588235294118)"
