,Lightning Luna,Drive The Jack,Gable,Burning Fee,Bailey The Rock,Woodside Bella
11-01-2023 11:23:32.324410,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.766666666666667)","(3.5, 4.4, 4.207692307692308)","(2.6, 3.05, 3.0166666666666666)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.557142857142857)"
11-01-2023 11:23:33.396833,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.766666666666667)","(3.5, 4.4, 4.207692307692308)","(2.6, 3.05, 3.0166666666666666)","(41.0, 85.0, 67.0)","(9.0, 11.5, 10.557142857142857)"
11-01-2023 11:23:34.450224,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.800000000000001)","(3.5, 4.4, 4.207692307692308)","(2.6, 3.05, 3.0227272727272725)","(41.0, 85.0, 75.83333333333334)","(9.0, 11.5, 10.557142857142857)"
11-01-2023 11:23:35.614183,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.800000000000001)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 3.0227272727272725)","(41.0, 80.0, 75.83333333333334)","(9.0, 11.5, 10.557142857142857)"
11-01-2023 11:23:36.771044,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.800000000000001)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 3.0227272727272725)","(41.0, 80.0, 65.71428571428571)","(9.0, 11.5, 10.549295774647888)"
11-01-2023 11:23:37.757813,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.800000000000001)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 3.0227272727272725)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.549295774647888)"
11-01-2023 11:23:38.889064,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.800000000000001)","(3.5, 4.4, 4.172972972972973)","(2.6, 3.05, 3.1910714285714286)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.956521739130435)"
11-01-2023 11:23:39.902799,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.800000000000001)","(3.5, 4.4, 4.2384615384615385)","(2.6, 3.2, 3.1100000000000003)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.0, 10.511627906976745)"
11-01-2023 11:23:40.996492,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.9, 4.825)","(3.5, 4.3, 4.199999999999999)","(2.6, 3.2, 3.1666666666666665)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.0, 10.456521739130435)"
11-01-2023 11:23:42.138946,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.8, 4.6875)","(3.5, 4.3, 4.199999999999999)","(2.6, 3.2, 3.175)","(41.0, 85.0, 75.83333333333334)","(9.0, 11.0, 10.470588235294118)"
11-01-2023 11:23:43.334599,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.7, 4.6875)","(3.5, 4.3, 4.199999999999999)","(2.6, 3.2, 3.175)","(41.0, 80.0, 75.83333333333334)","(9.0, 10.5, 10.466666666666667)"
11-01-2023 11:23:44.469494,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.7, 4.6875)","(3.5, 4.3, 4.199999999999999)","(2.6, 3.2, 3.175)","(41.0, 80.0, 65.0)","(9.0, 10.5, 10.466666666666667)"
11-01-2023 11:23:45.543953,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.7, 4.675)","(3.5, 4.3, 4.199999999999999)","(2.6, 3.2, 3.1833333333333336)","(41.0, 75.0, 65.0)","(9.0, 10.5, 10.28)"
11-01-2023 11:23:46.593524,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.7, 4.675)","(3.5, 4.3, 4.199999999999999)","(2.6, 3.2, 3.1833333333333336)","(41.0, 75.0, 65.0)","(9.0, 10.5, 10.28)"
11-01-2023 11:23:47.565564,"(6.0, 9.2, 8.826666666666666)","(3.7, 4.8, 4.741935483870968)","(3.5, 4.3, 4.199999999999999)","(2.6, 3.2, 3.1863636363636365)","(41.0, 75.0, 65.0)","(9.0, 10.5, 10.2)"
11-01-2023 11:23:48.630850,"(6.0, 9.2, 8.64)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.3, 4.268)","(2.6, 3.25, 3.14375)","(41.0, 75.0, 65.0)","(9.0, 10.5, 9.7125)"
11-01-2023 11:23:49.678985,"(6.0, 9.2, 8.64)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.3, 4.246666666666667)","(2.6, 3.2, 3.1166666666666667)","(41.0, 75.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:50.792818,"(6.0, 9.2, 8.64)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.2)","(2.6, 3.15, 3.0999999999999996)","(41.0, 70.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:51.788464,"(6.0, 9.2, 8.826666666666666)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.266666666666667)","(2.6, 3.15, 3.075)","(41.0, 70.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:52.834362,"(6.0, 9.2, 8.826666666666666)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.266666666666667)","(2.6, 3.1, 3.075)","(41.0, 70.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:53.832317,"(6.0, 9.2, 8.518518518518519)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.266666666666667)","(2.6, 3.1, 3.075)","(41.0, 70.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:54.833111,"(6.0, 9.2, 8.518518518518519)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.24)","(2.6, 3.1, 3.088888888888889)","(41.0, 70.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:55.864937,"(6.0, 9.2, 8.518518518518519)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.24)","(2.6, 3.1, 3.088888888888889)","(41.0, 70.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:56.990278,"(6.0, 9.2, 8.518518518518519)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.24)","(2.6, 3.1, 3.088888888888889)","(41.0, 70.0, 67.5)","(9.0, 10.5, 9.664285714285715)"
11-01-2023 11:23:58.221839,"(6.0, 9.0, 8.466666666666667)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.24)","(2.6, 3.1, 3.0966666666666667)","(41.0, 70.0, 67.5)","(9.0, 10.5, 10.0)"
11-01-2023 11:23:59.349711,"(6.0, 9.0, 8.786666666666667)","(3.6, 4.8, 4.741935483870968)","(3.5, 4.4, 4.2026315789473685)","(2.6, 3.15, 3.13)","(41.0, 70.0, 67.5)","(9.0, 11.0, 10.222222222222221)"
11-01-2023 11:24:00.476434,"(6.0, 9.0, 8.68)","(3.6, 4.8, 4.741935483870968)","(3.6, 4.4, 4.2026315789473685)","(2.6, 3.15, 3.094444444444444)","(41.0, 70.0, 67.5)","(8.5, 11.0, 10.125)"
11-01-2023 11:24:01.708291,"(6.0, 9.0, 8.542857142857143)","(3.6, 4.8, 4.85)","(3.6, 4.4, 4.232)","(2.6, 3.15, 3.1166666666666667)","(41.0, 70.0, 67.5)","(8.5, 11.0, 10.1)"
11-01-2023 11:24:02.760526,"(6.0, 9.0, 8.368421052631579)","(3.6, 4.9, 4.85)","(3.6, 4.4, 4.232)","(2.6, 3.15, 3.1166666666666667)","(41.0, 70.0, 67.5)","(8.5, 11.0, 10.1)"
11-01-2023 11:24:03.741797,"(6.0, 9.0, 8.066666666666666)","(3.6, 4.9, 4.85)","(3.6, 4.4, 4.222222222222222)","(2.6, 3.15, 3.083333333333333)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.22857142857143)"
11-01-2023 11:24:05.053339,"(6.0, 9.0, 8.066666666666666)","(3.6, 4.9, 4.822222222222222)","(3.6, 4.4, 4.222222222222222)","(2.6, 3.15, 3.083333333333333)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.1)"
11-01-2023 11:24:06.122710,"(6.0, 8.6, 8.3)","(3.6, 4.9, 4.833333333333333)","(3.6, 4.4, 4.222222222222222)","(2.6, 3.15, 3.083333333333333)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.1)"
11-01-2023 11:24:07.161283,"(6.0, 8.6, 8.3)","(3.6, 4.9, 4.833333333333333)","(3.6, 4.4, 4.388)","(2.6, 3.05, 3.025)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.555555555555555)"
11-01-2023 11:24:08.173278,"(6.0, 8.6, 8.085714285714285)","(3.6, 4.9, 4.833333333333333)","(3.6, 4.3, 4.292)","(2.6, 3.05, 3.0045454545454544)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.555555555555555)"
11-01-2023 11:24:09.217761,"(6.0, 8.4, 8.2)","(3.6, 4.9, 4.675)","(3.6, 4.3, 4.290909090909091)","(2.6, 3.15, 3.0045454545454544)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.7)"
11-01-2023 11:24:10.244403,"(6.0, 8.4, 8.2)","(3.6, 4.9, 4.7)","(3.6, 4.3, 4.290909090909091)","(2.6, 3.15, 3.0045454545454544)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.7)"
11-01-2023 11:24:11.253666,"(6.0, 8.2, 8.066666666666666)","(3.6, 4.9, 4.800000000000001)","(3.6, 4.3, 4.290909090909091)","(2.6, 3.15, 3.05)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.7)"
11-01-2023 11:24:12.227257,"(6.0, 8.2, 8.066666666666666)","(3.6, 4.9, 4.800000000000001)","(3.6, 4.3, 4.290909090909091)","(2.6, 3.1, 3.01)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.777777777777779)"
11-01-2023 11:24:13.236440,"(6.0, 8.4, 8.25)","(3.6, 4.7, 4.6923076923076925)","(3.6, 4.3, 4.29047619047619)","(2.6, 3.1, 3.018181818181818)","(41.0, 70.0, 69.0909090909091)","(8.5, 11.0, 10.777777777777779)"
11-01-2023 11:24:14.301413,"(6.0, 8.2, 8.066666666666666)","(3.6, 4.9, 4.876923076923077)","(3.6, 4.4, 4.325)","(2.6, 3.1, 3.01)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.777777777777779)"
11-01-2023 11:24:15.440185,"(6.0, 8.2, 8.066666666666666)","(3.6, 4.9, 4.86)","(3.6, 4.4, 4.3225)","(2.6, 3.1, 3.01)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.714285714285714)"
11-01-2023 11:24:16.788258,"(6.0, 8.2, 8.066666666666666)","(3.6, 4.9, 4.889473684210527)","(3.6, 4.4, 4.3225)","(2.6, 3.1, 3.01)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.777777777777779)"
11-01-2023 11:24:18.181809,"(6.0, 8.2, 8.066666666666666)","(3.6, 4.9, 4.9)","(3.6, 4.4, 4.261904761904762)","(2.6, 3.1, 3.025)","(41.0, 70.0, 68.75)","(8.5, 11.0, 10.777777777777779)"
11-01-2023 11:24:19.422187,"(6.0, 8.2, 8.066666666666666)","(3.6, 5.0, 4.925)","(3.6, 4.3, 4.2407407407407405)","(2.6, 3.1, 3.025)","(41.0, 70.0, 73.63636363636364)","(8.5, 11.0, 10.777777777777779)"
11-01-2023 11:24:20.549018,"(6.0, 8.2, 8.066666666666666)","(3.6, 5.0, 4.925)","(3.6, 4.3, 4.246666666666666)","(2.6, 3.1, 3.025)","(41.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.777777777777779)"
11-01-2023 11:24:21.688064,"(6.0, 8.2, 8.066666666666666)","(3.7, 5.0, 4.9)","(3.7, 4.3, 4.252941176470588)","(2.6, 3.1, 3.025)","(41.0, 75.0, 73.63636363636364)","(8.0, 11.0, 10.777777777777779)"
11-01-2023 11:24:23.047159,"(6.0, 8.2, 8.066666666666666)","(3.7, 5.0, 4.844)","(3.7, 4.3, 4.24)","(2.6, 3.1, 3.07)","(41.0, 75.0, 73.63636363636364)","(8.0, 11.0, 10.777777777777779)"
11-01-2023 11:24:24.473889,"(6.0, 8.2, 7.857142857142857)","(3.7, 4.9, 4.844)","(3.7, 4.3, 4.209677419354838)","(2.6, 3.1, 3.07)","(41.0, 75.0, 73.63636363636364)","(8.0, 11.0, 10.4375)"
11-01-2023 11:24:25.769876,"(6.5, 8.2, 7.857142857142857)","(3.8, 4.9, 4.844)","(3.7, 4.3, 4.1375)","(2.7, 3.1, 3.0785714285714283)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:27.192916,"(6.5, 8.2, 7.857142857142857)","(3.8, 4.9, 4.8500000000000005)","(3.7, 4.2, 4.128)","(2.7, 3.15, 3.09)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:28.374219,"(6.5, 8.2, 7.857142857142857)","(3.8, 4.9, 4.8500000000000005)","(3.7, 4.2, 4.128)","(2.7, 3.15, 3.09)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:29.581401,"(6.5, 8.2, 7.888888888888888)","(3.8, 4.9, 4.8500000000000005)","(3.7, 4.2, 4.118518518518519)","(2.7, 3.15, 3.12)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:30.837291,"(6.5, 8.2, 7.888888888888888)","(3.8, 5.0, 4.9125)","(3.7, 4.2, 4.070588235294117)","(2.7, 3.15, 3.12)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:32.391427,"(6.5, 8.2, 7.888888888888888)","(3.8, 5.0, 4.9125)","(3.7, 4.2, 4.070588235294117)","(2.7, 3.15, 3.12)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:33.805600,"(6.5, 8.2, 7.888888888888888)","(3.8, 5.0, 4.9125)","(3.7, 4.2, 4.070588235294117)","(2.7, 3.15, 3.12)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:35.248492,"(6.5, 8.2, 7.888888888888888)","(3.8, 5.0, 4.889473684210526)","(3.7, 4.2, 4.057142857142857)","(2.7, 3.15, 3.123529411764706)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4375)"
11-01-2023 11:24:36.422487,"(6.5, 8.2, 7.888888888888888)","(3.8, 5.0, 4.889473684210526)","(3.7, 4.2, 4.09)","(2.7, 3.15, 3.0608108108108105)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.714285714285714)"
11-01-2023 11:24:37.776647,"(6.5, 8.2, 8.1)","(3.8, 5.0, 4.833333333333334)","(3.7, 4.2, 4.09)","(2.7, 3.25, 3.0629032258064512)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.714285714285714)"
11-01-2023 11:24:38.818335,"(6.5, 8.4, 8.1)","(3.8, 4.9, 4.833333333333334)","(3.7, 4.2, 4.09)","(2.7, 3.25, 3.0999999999999996)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.714285714285714)"
11-01-2023 11:24:39.855957,"(6.5, 8.4, 8.1)","(3.8, 4.9, 4.833333333333334)","(3.7, 4.2, 4.05)","(2.7, 3.15, 3.08125)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.714285714285714)"
11-01-2023 11:24:40.957909,"(6.5, 8.4, 8.0)","(3.8, 4.9, 4.814285714285715)","(3.7, 4.2, 4.05)","(2.7, 3.2, 3.0826086956521737)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.714285714285714)"
11-01-2023 11:24:42.015999,"(6.5, 8.4, 8.123076923076923)","(3.8, 4.9, 4.862500000000001)","(3.7, 4.2, 4.066666666666666)","(2.7, 3.2, 3.0826086956521737)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.333333333333334)"
11-01-2023 11:24:42.934652,"(6.5, 8.4, 8.16)","(3.8, 4.9, 4.8578947368421055)","(3.7, 4.2, 4.041666666666667)","(2.7, 3.2, 3.0826086956521737)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.333333333333334)"
11-01-2023 11:24:44.131700,"(6.5, 8.4, 8.2)","(3.8, 4.9, 4.904545454545454)","(3.7, 4.2, 4.041666666666667)","(2.7, 3.2, 3.1)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.4)"
11-01-2023 11:24:45.240100,"(6.5, 8.4, 8.261538461538462)","(3.8, 4.8, 4.8875)","(3.7, 4.1, 4.027777777777778)","(2.7, 3.15, 3.0785714285714283)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.142857142857142)"
11-01-2023 11:24:46.374019,"(6.5, 8.4, 8.3)","(3.8, 4.9, 4.8875)","(3.7, 4.1, 4.027777777777778)","(2.7, 3.15, 3.091176470588235)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.142857142857142)"
11-01-2023 11:24:47.541756,"(6.5, 8.4, 8.3)","(3.8, 4.9, 4.8875)","(3.7, 4.1, 4.027777777777778)","(2.7, 3.15, 3.091176470588235)","(51.0, 75.0, 73.63636363636364)","(8.5, 11.0, 10.142857142857142)"
11-01-2023 11:24:48.644153,"(6.5, 8.4, 8.3)","(3.8, 4.9, 4.8875)","(3.7, 4.1, 4.173469387755102)","(2.7, 3.15, 3.083333333333333)","(51.0, 75.0, 72.85714285714286)","(8.5, 11.0, 10.142857142857142)"
11-01-2023 11:24:49.728060,"(6.5, 8.4, 8.266666666666667)","(3.7, 4.9, 4.87)","(3.6, 4.2, 4.164583333333334)","(2.7, 3.15, 3.083333333333333)","(41.0, 75.0, 72.85714285714286)","(8.0, 11.0, 10.142857142857142)"
11-01-2023 11:24:50.802676,"(6.5, 8.4, 8.04)","(3.7, 4.9, 4.87)","(3.6, 4.2, 4.188571428571429)","(2.7, 3.15, 3.0576923076923075)","(41.0, 75.0, 72.85714285714286)","(8.0, 11.0, 10.11111111111111)"
11-01-2023 11:24:51.965822,"(6.5, 8.8, 8.466666666666667)","(3.7, 4.9, 4.853846153846154)","(3.6, 4.2, 4.188571428571429)","(2.7, 3.15, 3.0576923076923075)","(41.0, 75.0, 72.85714285714286)","(8.0, 11.0, 10.11111111111111)"
11-01-2023 11:24:53.049621,"(6.5, 8.8, 8.088888888888889)","(3.7, 4.9, 4.853846153846154)","(3.6, 4.2, 4.188571428571429)","(2.7, 3.15, 3.0576923076923075)","(41.0, 75.0, 72.85714285714286)","(8.0, 11.0, 10.11111111111111)"
11-01-2023 11:24:54.024686,"(6.5, 8.8, 8.057142857142857)","(3.7, 4.9, 4.853846153846154)","(3.6, 4.2, 4.188571428571429)","(2.7, 3.15, 3.0576923076923075)","(41.0, 75.0, 72.85714285714286)","(8.0, 11.0, 10.11111111111111)"
11-01-2023 11:24:55.043421,"(6.5, 8.8, 8.057142857142857)","(3.7, 4.9, 4.853846153846154)","(3.6, 4.2, 4.1720930232558135)","(2.7, 3.15, 3.0576923076923075)","(41.0, 75.0, 71.25)","(8.0, 11.0, 10.11111111111111)"
11-01-2023 11:24:56.022808,"(6.5, 8.8, 8.057142857142857)","(3.8, 4.9, 4.853846153846154)","(3.6, 4.2, 4.1775)","(2.7, 3.15, 3.0576923076923075)","(51.0, 75.0, 74.42307692307692)","(8.5, 11.0, 10.11111111111111)"
11-01-2023 11:24:56.933456,"(6.5, 8.8, 8.057142857142857)","(3.8, 4.9, 4.853846153846154)","(3.6, 4.2, 4.070588235294117)","(2.7, 3.15, 3.0576923076923075)","(51.0, 75.0, 74.42307692307692)","(8.5, 11.0, 9.866666666666667)"
11-01-2023 11:24:57.928383,"(6.5, 8.2, 8.127272727272727)","(3.8, 4.8, 4.75)","(3.6, 4.0, 3.946153846153846)","(2.7, 3.55, 3.25)","(51.0, 75.0, 74.4)","(8.5, 10.0, 9.92)"
11-01-2023 11:24:58.893043,"(6.5, 8.6, 8.466666666666667)","(3.8, 4.8, 4.666666666666666)","(3.6, 4.1, 3.9833333333333334)","(2.7, 3.45, 3.29)","(51.0, 75.0, 71.42857142857143)","(8.5, 11.0, 9.92)"
11-01-2023 11:24:59.924847,"(6.5, 8.6, 8.3)","(3.8, 4.8, 4.6499999999999995)","(3.6, 4.1, 3.9833333333333334)","(2.7, 3.45, 3.29)","(51.0, 80.0, 71.42857142857143)","(8.5, 11.0, 9.92)"
11-01-2023 11:25:00.956892,"(6.5, 8.6, 8.3)","(3.8, 4.8, 4.625)","(3.6, 4.1, 3.9285714285714284)","(2.7, 3.45, 3.340909090909091)","(51.0, 80.0, 72.0)","(8.5, 11.0, 9.92)"
11-01-2023 11:25:02.136186,"(6.5, 8.6, 8.3)","(3.8, 4.8, 4.6125)","(3.6, 4.1, 3.9785714285714286)","(2.7, 3.45, 3.2267441860465116)","(51.0, 80.0, 69.0909090909091)","(8.5, 11.0, 9.772727272727272)"
11-01-2023 11:25:03.155451,"(6.5, 8.6, 8.08)","(3.8, 4.8, 4.6125)","(3.6, 4.1, 3.9785714285714286)","(2.7, 3.45, 3.290909090909091)","(51.0, 80.0, 68.0)","(8.5, 11.0, 9.6875)"
11-01-2023 11:25:04.188650,"(6.5, 8.6, 8.288)","(3.8, 4.8, 4.6125)","(3.6, 3.95, 3.9083333333333337)","(2.7, 3.45, 3.2833333333333337)","(51.0, 80.0, 68.0)","(8.5, 11.0, 9.6875)"
11-01-2023 11:25:05.263115,"(6.5, 8.6, 8.288)","(3.8, 4.8, 4.614285714285714)","(3.6, 3.95, 3.9222222222222225)","(2.7, 3.45, 3.2851063829787237)","(51.0, 80.0, 68.0)","(8.5, 11.0, 9.653846153846153)"
11-01-2023 11:25:06.310715,"(6.5, 8.6, 8.36)","(3.8, 4.7, 4.614285714285714)","(3.6, 3.95, 3.9222222222222225)","(2.7, 3.45, 3.2851063829787237)","(51.0, 80.0, 68.0)","(8.5, 11.0, 9.653846153846153)"
11-01-2023 11:25:07.310125,"(6.5, 8.6, 8.48)","(3.8, 4.7, 4.614285714285714)","(3.6, 3.95, 3.9)","(2.7, 3.45, 3.325)","(51.0, 80.0, 68.0)","(8.5, 11.0, 9.981818181818182)"
11-01-2023 11:25:08.355441,"(6.5, 8.6, 8.48)","(3.8, 4.7, 4.614285714285714)","(3.6, 4.0, 3.9)","(2.7, 3.45, 3.2911764705882356)","(51.0, 80.0, 68.0)","(8.5, 11.0, 10.253333333333334)"
11-01-2023 11:25:09.361105,"(6.5, 8.6, 8.48)","(3.8, 4.7, 4.614285714285714)","(3.6, 4.0, 3.9)","(2.7, 3.45, 3.2945121951219516)","(51.0, 80.0, 68.0)","(8.5, 11.0, 10.268181818181818)"
11-01-2023 11:25:10.417870,"(6.5, 8.6, 8.494736842105263)","(3.8, 4.7, 4.614285714285714)","(3.6, 4.0, 3.9)","(2.7, 3.45, 3.3051136363636364)","(51.0, 80.0, 68.0)","(8.5, 11.0, 10.268181818181818)"
11-01-2023 11:25:11.431007,"(6.5, 8.6, 8.494736842105263)","(3.8, 4.7, 4.614285714285714)","(3.6, 3.9, 3.882142857142857)","(2.7, 3.45, 3.3051136363636364)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.233333333333333)"
11-01-2023 11:25:12.355907,"(6.5, 8.6, 8.494736842105263)","(3.8, 4.7, 4.6947368421052635)","(3.6, 3.95, 3.916666666666667)","(2.7, 3.45, 3.267857142857143)","(51.0, 80.0, 70.0)","(8.5, 11.0, 9.850000000000001)"
11-01-2023 11:25:13.387387,"(6.5, 8.6, 8.5)","(3.8, 4.7, 4.635135135135135)","(3.6, 3.95, 3.8807692307692307)","(2.7, 3.45, 3.318103448275862)","(51.0, 80.0, 70.0)","(8.5, 11.0, 9.850000000000001)"
11-01-2023 11:25:14.397217,"(6.5, 8.6, 8.5)","(3.8, 4.7, 4.621951219512195)","(3.6, 3.95, 3.868181818181818)","(2.7, 3.45, 3.3466216216216216)","(51.0, 80.0, 70.0)","(8.5, 11.0, 9.850000000000001)"
11-01-2023 11:25:15.491139,"(6.5, 8.6, 8.5)","(3.8, 4.7, 4.621951219512195)","(3.6, 3.95, 3.868181818181818)","(2.7, 3.45, 3.3469696969696967)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.621917808219179)"
11-01-2023 11:25:16.481063,"(6.5, 8.6, 8.5)","(3.8, 4.7, 4.621951219512195)","(3.6, 3.95, 3.9153846153846157)","(2.7, 3.45, 3.3516666666666666)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.650632911392405)"
11-01-2023 11:25:17.342575,"(6.5, 8.8, 8.711111111111112)","(3.8, 4.7, 4.621951219512195)","(3.6, 3.9, 3.84)","(2.7, 3.4, 3.3516666666666666)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.773913043478261)"
11-01-2023 11:25:18.389699,"(6.5, 9.0, 8.71764705882353)","(3.8, 4.7, 4.608695652173913)","(3.6, 3.9, 3.8833333333333333)","(2.7, 3.4, 3.3585714285714285)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.802985074626866)"
11-01-2023 11:25:19.413098,"(6.5, 9.0, 8.68)","(3.8, 4.5, 4.4818181818181815)","(3.6, 3.95, 3.8642857142857143)","(2.7, 3.4, 3.3773584905660377)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.802985074626866)"
11-01-2023 11:25:20.395901,"(6.5, 8.8, 8.533333333333333)","(3.8, 4.5, 4.4818181818181815)","(3.6, 3.95, 3.8642857142857143)","(2.8, 3.4, 3.3773584905660377)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.802985074626866)"
11-01-2023 11:25:21.453602,"(6.5, 8.8, 8.444444444444445)","(3.8, 4.5, 4.4818181818181815)","(3.6, 3.95, 3.8692307692307693)","(2.8, 3.4, 3.4562500000000003)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.78360655737705)"
11-01-2023 11:25:22.438416,"(6.5, 8.6, 8.577777777777778)","(3.8, 4.5, 4.429166666666667)","(3.6, 3.95, 3.88)","(2.8, 3.5, 3.4964285714285714)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.752380952380953)"
11-01-2023 11:25:23.393186,"(6.5, 8.6, 8.546666666666667)","(3.8, 4.5, 4.415384615384616)","(3.5, 3.95, 3.842857142857143)","(2.8, 3.5, 3.4964285714285714)","(51.0, 80.0, 70.0)","(8.5, 11.0, 10.731034482758622)"
11-01-2023 11:25:24.249759,"(6.5, 8.6, 8.222857142857142)","(3.8, 4.5, 4.3625)","(3.5, 4.1, 3.9125)","(2.8, 3.55, 3.5022727272727274)","(51.0, 80.0, 68.0)","(8.5, 11.0, 10.731034482758622)"
11-01-2023 11:25:25.133396,"(6.5, 8.4, 8.246153846153847)","(3.8, 4.5, 4.355555555555555)","(3.5, 4.1, 4.0)","(2.8, 3.55, 3.511111111111111)","(51.0, 80.0, 68.0)","(8.5, 11.0, 10.731034482758622)"
11-01-2023 11:25:26.041428,"(6.5, 8.4, 8.292857142857143)","(3.8, 4.5, 4.355555555555555)","(3.5, 4.1, 4.033333333333333)","(2.8, 3.55, 3.505)","(51.0, 80.0, 68.0)","(8.5, 11.0, 9.76)"
11-01-2023 11:25:27.207605,"(6.5, 8.6, 8.2)","(3.7, 4.5, 4.338461538461538)","(3.5, 4.1, 4.0125)","(2.8, 3.55, 3.5322033898305083)","(51.0, 80.0, 70.0)","(8.5, 10.0, 9.7)"
