,Cashed Up Johnny,Dixie Dutton,Book Of Love,Precious Layla,High Range,Four Barrys,Salem Sweetheart,Cool Red
08-01-2023 16:44:17.006955,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:18.116442,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:19.193092,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:20.334703,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:21.524057,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:22.702147,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:23.805651,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:24.862361,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:26.015532,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:27.143231,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:28.262156,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 5.300000000000001)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:29.356305,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 5.300000000000001)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:30.492076,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 5.300000000000001)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:31.664079,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:32.805492,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:33.907165,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:35.034884,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:36.184375,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:37.382162,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:38.530466,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:39.652336,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:40.783977,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:41.902967,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:43.064726,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:44.255434,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:45.380419,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:46.457643,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:47.578004,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:48.862695,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:50.028709,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:51.163924,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:52.574840,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:53.757256,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:54.969958,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:55.997374,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:57.149755,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:58.290843,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:44:59.406096,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 25.4)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:00.507227,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:01.706626,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:02.928024,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 5.300000000000001)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:04.136213,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 5.300000000000001)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:05.311123,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:06.439026,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:07.602267,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:08.790636,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:09.977119,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:11.121234,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:12.228316,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:13.375289,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:14.534594,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:15.744156,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:16.917704,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:18.059268,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:19.230922,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:20.346828,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:21.496564,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:22.620331,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:23.780314,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:24.947541,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:26.086617,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:27.223782,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:28.346419,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:29.448791,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:30.584052,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:31.752557,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:32.936097,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:34.108325,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:35.216932,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:36.285895,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 5.300000000000001)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:37.391705,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 5.300000000000001)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:38.554042,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.6)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:39.721411,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:40.797369,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:41.904933,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:42.964693,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:44.112130,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:45.258569,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(12.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(61.0, 240.0, 105.6923076923077)","(7.5, 14.5, 12.1)","(41.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:46.388460,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(14.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(51.0, 240.0, 105.6923076923077)","(7.0, 14.5, 12.1)","(31.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:47.438029,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(14.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(51.0, 240.0, 105.6923076923077)","(7.0, 14.5, 12.1)","(31.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:48.527034,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(14.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(51.0, 240.0, 105.6923076923077)","(7.0, 14.5, 12.1)","(31.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:49.610658,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(14.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(51.0, 240.0, 105.6923076923077)","(7.0, 14.5, 12.1)","(31.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:50.723743,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(14.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(51.0, 240.0, 105.6923076923077)","(7.0, 14.5, 12.1)","(31.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:51.852980,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(14.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(51.0, 240.0, 105.6923076923077)","(7.0, 14.5, 12.1)","(31.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
08-01-2023 16:45:52.938128,"(1.95, 2.4, 1.9949999999999999)","(7.5, 13.0, 10.1)","(14.0, 29.0, 27.0)","(2.8, 6.4, 4.825)","(51.0, 240.0, 105.6923076923077)","(7.0, 14.5, 12.1)","(31.0, 210.0, 72.54545454545455)","(21.0, 25.0, 20.213675213675213)"
