,Baozun,Eyes On Red,Helluva Life,Victory Stripe,Fort Knox,Charing Cross,Concrete Finisher,Frosted Prayer,Moro Warrior,Great Faces,Hoodoo Brown
16-12-2022 12:58:33.237176,"(26.0, 60.0, 51.0)","(7.0, 8.0, 7.766666666666667)","(2.1, 2.4, 2.368484848484848)","(51.0, 500.0, 361.6666666666667)","(7.0, 10.0, 9.95)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 44.5)","(21.0, 44.0, 42.22222222222222)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.8, 6.5)","(11.0, 19.0, 18.25)"
16-12-2022 12:58:34.672696,"(26.0, 60.0, 51.0)","(7.0, 8.0, 7.5354838709677425)","(2.1, 2.4, 2.3452631578947365)","(51.0, 500.0, 361.6666666666667)","(7.0, 10.0, 9.95)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 44.5)","(21.0, 44.0, 41.53846153846154)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.8, 6.5)","(11.0, 19.0, 18.25)"
16-12-2022 12:58:35.991830,"(26.0, 60.0, 51.0)","(7.0, 8.0, 7.5354838709677425)","(2.1, 2.4, 2.3452631578947365)","(51.0, 500.0, 355.0)","(7.0, 10.0, 9.95)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 44.5)","(21.0, 44.0, 42.54545454545455)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.8, 6.5)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:37.316792,"(26.0, 60.0, 54.666666666666664)","(7.0, 8.0, 7.5354838709677425)","(2.1, 2.4, 2.3452631578947365)","(51.0, 490.0, 355.0)","(7.0, 10.0, 10.38)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 44.5)","(21.0, 44.0, 42.54545454545455)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.8, 5.852173913043479)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:38.653981,"(26.0, 60.0, 54.666666666666664)","(7.0, 8.0, 7.610810810810811)","(2.1, 2.42, 2.35030303030303)","(51.0, 480.0, 348.3333333333333)","(7.0, 10.5, 10.38)","(16.0, 32.0, 26.0)","(26.0, 55.0, 45.5)","(21.0, 44.0, 42.54545454545455)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.4, 6.0)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:39.953652,"(26.0, 60.0, 54.666666666666664)","(7.0, 8.0, 7.5354838709677425)","(2.1, 2.42, 2.35030303030303)","(51.0, 480.0, 348.3333333333333)","(7.0, 10.5, 10.325)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 45.5)","(21.0, 44.0, 42.54545454545455)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.2, 6.0)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:41.403962,"(26.0, 60.0, 54.666666666666664)","(7.0, 8.0, 7.485714285714286)","(2.1, 2.42, 2.344590163934426)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.325)","(16.0, 32.0, 29.8)","(26.0, 55.0, 48.0)","(21.0, 44.0, 42.54545454545455)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.2, 6.0)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:42.768712,"(26.0, 60.0, 54.666666666666664)","(7.0, 8.0, 7.685245901639345)","(2.1, 2.42, 2.344590163934426)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.325)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 48.0)","(21.0, 44.0, 42.54545454545455)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.2, 6.0)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:44.112395,"(26.0, 60.0, 54.666666666666664)","(7.0, 8.0, 7.48)","(2.05, 2.42, 2.348)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.4)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 48.0)","(21.0, 44.0, 42.666666666666664)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.2, 5.733333333333333)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:45.458094,"(26.0, 60.0, 58.0)","(7.0, 7.8, 7.48)","(2.05, 2.4, 2.3375)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.4)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 48.0)","(21.0, 44.0, 42.666666666666664)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.4, 5.866666666666666)","(11.0, 19.0, 18.0)"
16-12-2022 12:58:46.813062,"(26.0, 60.0, 58.0)","(7.0, 7.8, 7.6)","(2.05, 2.42, 2.3379487179487177)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.4)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 48.0)","(21.0, 44.0, 42.666666666666664)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.4, 5.912)","(11.0, 19.0, 18.333333333333332)"
16-12-2022 12:58:48.181337,"(26.0, 60.0, 58.0)","(7.0, 7.6, 7.044444444444444)","(2.05, 2.42, 2.3379487179487177)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.4)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 51.33333333333333)","(21.0, 44.0, 42.666666666666664)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.2, 5.912)","(11.0, 19.0, 18.333333333333332)"
16-12-2022 12:58:49.412440,"(26.0, 60.0, 58.0)","(7.0, 7.6, 7.044444444444444)","(2.05, 2.42, 2.3379487179487177)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.4)","(16.0, 32.0, 25.333333333333332)","(26.0, 60.0, 51.33333333333333)","(21.0, 44.0, 42.666666666666664)","(31.0, 110.0, 103.45454545454545)","(5.0, 6.2, 5.912)","(11.0, 19.0, 18.333333333333332)"
16-12-2022 12:58:50.722909,"(26.0, 60.0, 58.0)","(7.0, 7.6, 7.295652173913043)","(2.05, 2.42, 2.359655172413793)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.4)","(16.0, 32.0, 25.333333333333332)","(26.0, 60.0, 51.33333333333333)","(21.0, 44.0, 42.666666666666664)","(31.0, 110.0, 98.0)","(5.0, 6.2, 5.912)","(12.0, 19.0, 18.333333333333332)"
16-12-2022 12:58:52.139098,"(26.0, 60.0, 58.0)","(7.0, 7.6, 7.308333333333333)","(2.05, 2.42, 2.360350877192982)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.4)","(16.0, 32.0, 25.333333333333332)","(26.0, 60.0, 44.5)","(21.0, 44.0, 42.666666666666664)","(31.0, 110.0, 71.63636363636364)","(5.0, 6.2, 5.994285714285715)","(12.0, 19.0, 18.333333333333332)"
16-12-2022 12:58:53.517078,"(26.0, 60.0, 58.0)","(7.0, 7.6, 7.253846153846154)","(2.05, 2.42, 2.3757575757575755)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.446153846153846)","(16.0, 32.0, 25.333333333333332)","(26.0, 55.0, 44.5)","(21.0, 44.0, 42.769230769230774)","(31.0, 75.0, 71.91666666666667)","(5.0, 6.2, 5.96)","(12.0, 19.0, 18.666666666666668)"
16-12-2022 12:58:54.886554,"(26.0, 60.0, 58.22222222222222)","(6.5, 7.6, 7.253846153846154)","(2.05, 2.4, 2.3777777777777778)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.45)","(16.0, 32.0, 27.0)","(26.0, 55.0, 41.0)","(21.0, 44.0, 42.666666666666664)","(31.0, 75.0, 71.63636363636364)","(5.0, 6.2, 5.771428571428571)","(12.0, 19.5, 18.25)"
16-12-2022 12:58:56.382518,"(26.0, 60.0, 58.54545454545455)","(6.5, 7.4, 7.142857142857143)","(2.05, 2.4, 2.363076923076923)","(51.0, 480.0, 260.55555555555554)","(7.0, 10.5, 10.666666666666666)","(16.0, 32.0, 27.0)","(26.0, 55.0, 41.0)","(21.0, 44.0, 42.769230769230774)","(31.0, 75.0, 72.15384615384616)","(5.0, 6.2, 5.771428571428571)","(12.0, 19.5, 18.666666666666668)"
16-12-2022 12:58:57.788394,"(26.0, 60.0, 58.54545454545455)","(6.5, 7.4, 7.1)","(2.05, 2.4, 2.335135135135135)","(51.0, 480.0, 260.55555555555554)","(7.0, 11.0, 10.941176470588236)","(16.0, 32.0, 27.5)","(26.0, 55.0, 41.0)","(21.0, 44.0, 42.769230769230774)","(31.0, 75.0, 72.15384615384616)","(5.0, 6.2, 5.727777777777778)","(12.0, 19.5, 18.5)"
16-12-2022 12:58:59.160058,"(26.0, 60.0, 58.22222222222222)","(6.5, 7.4, 7.163636363636363)","(2.05, 2.4, 2.3485714285714283)","(51.0, 480.0, 260.55555555555554)","(7.0, 11.0, 10.966666666666667)","(16.0, 32.0, 28.0)","(26.0, 55.0, 42.333333333333336)","(21.0, 44.0, 42.769230769230774)","(31.0, 75.0, 72.15384615384616)","(5.0, 6.2, 5.822222222222222)","(12.0, 19.5, 18.5)"
16-12-2022 12:59:00.614605,"(26.0, 60.0, 58.22222222222222)","(6.5, 7.6, 7.163636363636363)","(2.05, 2.4, 2.386086956521739)","(51.0, 480.0, 260.55555555555554)","(7.5, 11.0, 10.976190476190476)","(16.0, 32.0, 29.714285714285715)","(26.0, 55.0, 45.5)","(21.0, 44.0, 43.38461538461539)","(31.0, 75.0, 66.25)","(5.0, 6.2, 5.957142857142857)","(12.0, 19.5, 19.0)"
16-12-2022 12:59:02.121952,"(26.0, 75.0, 71.55555555555556)","(6.5, 7.6, 7.266666666666667)","(2.05, 2.4, 2.33)","(51.0, 480.0, 260.55555555555554)","(7.5, 11.0, 10.978260869565217)","(16.0, 32.0, 28.5)","(26.0, 55.0, 43.666666666666664)","(21.0, 44.0, 41.0)","(31.0, 75.0, 66.25)","(5.0, 6.2, 5.9638888888888895)","(12.0, 19.5, 19.055555555555557)"
16-12-2022 12:59:03.595197,"(26.0, 75.0, 71.55555555555556)","(6.5, 7.6, 7.562616822429907)","(2.05, 2.4, 2.3258823529411767)","(51.0, 480.0, 260.55555555555554)","(7.5, 11.0, 10.978260869565217)","(16.0, 32.0, 28.5)","(26.0, 55.0, 43.666666666666664)","(21.0, 44.0, 39.0)","(31.0, 75.0, 71.81818181818181)","(5.0, 6.2, 5.9638888888888895)","(12.0, 19.5, 19.055555555555557)"
16-12-2022 12:59:04.985032,"(26.0, 75.0, 71.55555555555556)","(6.5, 7.6, 7.5689320388349515)","(2.05, 2.4, 2.3698039215686273)","(51.0, 480.0, 341.6666666666667)","(7.5, 11.0, 10.982758620689655)","(16.0, 32.0, 28.5)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 39.0)","(31.0, 75.0, 71.81818181818181)","(5.0, 6.2, 6.152380952380953)","(12.0, 19.5, 19.055555555555557)"
16-12-2022 12:59:06.508430,"(26.0, 75.0, 73.45)","(6.5, 8.0, 7.96)","(2.05, 2.4, 2.331818181818182)","(51.0, 470.0, 239.0)","(7.5, 11.0, 10.987179487179487)","(16.0, 32.0, 28.5)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 39.0)","(31.0, 75.0, 71.81818181818181)","(5.0, 6.2, 6.152380952380953)","(12.0, 19.5, 19.264705882352942)"
16-12-2022 12:59:08.002711,"(26.0, 75.0, 72.0)","(6.5, 8.0, 7.9714285714285715)","(2.05, 2.4, 2.209739130434783)","(51.0, 470.0, 245.41666666666669)","(7.5, 11.0, 10.987179487179487)","(16.0, 32.0, 29.2)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 71.81818181818181)","(5.0, 6.2, 6.152380952380953)","(12.0, 19.5, 19.264705882352942)"
16-12-2022 12:59:09.498735,"(26.0, 85.0, 67.5)","(6.5, 8.0, 7.977777777777778)","(2.05, 2.28, 2.2238888888888892)","(51.0, 470.0, 137.5)","(7.5, 11.0, 10.988372093023255)","(16.0, 32.0, 29.2)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 64.0)","(5.0, 6.2, 6.152380952380953)","(12.0, 19.5, 19.0)"
16-12-2022 12:59:11.023118,"(26.0, 80.0, 67.5)","(6.5, 8.0, 7.977777777777778)","(2.05, 2.28, 2.232173913043478)","(51.0, 470.0, 137.5)","(7.5, 11.0, 10.988372093023255)","(16.0, 32.0, 29.2)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 64.0)","(5.0, 6.2, 6.164285714285715)","(12.0, 19.5, 19.26923076923077)"
16-12-2022 12:59:12.520396,"(26.0, 80.0, 67.5)","(6.5, 8.0, 7.984)","(2.05, 2.26, 2.2366666666666664)","(51.0, 470.0, 144.28571428571428)","(7.5, 11.0, 10.988372093023255)","(16.0, 32.0, 30.6)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 64.0)","(5.0, 6.2, 6.164285714285715)","(13.0, 19.5, 19.323529411764707)"
16-12-2022 12:59:13.942264,"(26.0, 80.0, 67.5)","(6.5, 8.0, 7.977777777777778)","(2.05, 2.26, 2.3568421052631576)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 10.75)","(16.0, 32.0, 30.25)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 64.0)","(5.0, 6.2, 5.989473684210527)","(13.0, 19.5, 19.323529411764707)"
16-12-2022 12:59:15.390052,"(26.0, 80.0, 67.5)","(6.5, 8.0, 7.883333333333333)","(2.05, 2.36, 2.3868965517241376)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 10.692307692307692)","(16.0, 32.0, 30.25)","(26.0, 55.0, 45.5)","(21.0, 46.0, 41.8)","(31.0, 75.0, 64.0)","(5.0, 6.2, 6.057142857142857)","(13.0, 19.5, 19.342105263157894)"
16-12-2022 12:59:16.788807,"(26.0, 80.0, 76.25)","(6.5, 8.0, 7.878260869565217)","(2.05, 2.42, 2.3847058823529412)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 10.666666666666666)","(16.0, 32.0, 30.25)","(26.0, 55.0, 45.5)","(21.0, 46.0, 41.8)","(31.0, 75.0, 64.0)","(5.0, 6.2, 6.1230769230769235)","(13.0, 19.5, 19.4375)"
16-12-2022 12:59:18.123685,"(26.0, 80.0, 76.25)","(6.5, 8.0, 7.878260869565217)","(2.05, 2.42, 2.3847058823529412)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 10.666666666666666)","(16.0, 32.0, 29.125)","(26.0, 55.0, 45.5)","(21.0, 46.0, 40.75)","(31.0, 75.0, 64.0)","(5.0, 6.2, 6.1230769230769235)","(13.0, 19.5, 19.4375)"
16-12-2022 12:59:19.514157,"(26.0, 80.0, 76.25)","(6.5, 8.0, 7.878260869565217)","(2.05, 2.42, 2.388421052631579)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 10.666666666666666)","(16.0, 36.0, 29.125)","(26.0, 55.0, 45.5)","(21.0, 46.0, 41.333333333333336)","(31.0, 75.0, 64.0)","(5.0, 6.2, 5.95)","(13.0, 19.5, 19.75)"
16-12-2022 12:59:20.958560,"(26.0, 80.0, 76.25)","(6.5, 8.0, 7.878260869565217)","(2.05, 2.4, 2.388421052631579)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 10.666666666666666)","(16.0, 36.0, 29.125)","(26.0, 55.0, 45.5)","(21.0, 46.0, 41.333333333333336)","(31.0, 75.0, 64.0)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.85)"
16-12-2022 12:59:22.359981,"(26.0, 80.0, 76.25)","(6.5, 8.0, 7.9)","(2.05, 2.4, 2.2240740740740743)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 10.791666666666666)","(16.0, 36.0, 31.0)","(26.0, 55.0, 47.4)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.85)"
16-12-2022 12:59:23.687057,"(26.0, 80.0, 76.25)","(6.5, 8.0, 7.965217391304348)","(2.05, 2.28, 2.2260714285714287)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.0, 11.1875)","(16.0, 34.0, 31.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.85)"
16-12-2022 12:59:25.075702,"(26.0, 80.0, 67.5)","(6.5, 8.0, 7.965217391304348)","(2.05, 2.28, 2.2260714285714287)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.5, 11.1875)","(16.0, 34.0, 31.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.85)"
16-12-2022 12:59:26.513937,"(26.0, 80.0, 67.5)","(6.5, 8.0, 7.8)","(2.05, 2.28, 2.2542857142857144)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.5, 11.1875)","(16.0, 34.0, 31.636363636363637)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.875)"
16-12-2022 12:59:27.976141,"(26.0, 80.0, 67.5)","(6.5, 8.0, 7.670588235294117)","(2.05, 2.26, 2.242857142857143)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.5, 11.1875)","(16.0, 34.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.875)"
16-12-2022 12:59:29.443451,"(26.0, 80.0, 73.33333333333333)","(6.5, 8.0, 7.675)","(2.05, 2.26, 2.242857142857143)","(51.0, 470.0, 216.66666666666669)","(7.5, 11.5, 11.1875)","(16.0, 34.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.925)"
16-12-2022 12:59:30.933965,"(26.0, 80.0, 73.33333333333333)","(6.5, 8.0, 7.783333333333333)","(2.05, 2.26, 2.249090909090909)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 34.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.963636363636364)","(13.0, 20.0, 19.925)"
16-12-2022 12:59:32.472812,"(26.0, 80.0, 73.33333333333333)","(6.5, 8.0, 7.783333333333333)","(2.05, 2.26, 2.1895774647887327)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 34.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.925)"
16-12-2022 12:59:33.876144,"(26.0, 80.0, 73.33333333333333)","(6.5, 8.0, 7.966666666666667)","(2.05, 2.22, 2.1895774647887327)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 34.0, 27.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.925)"
16-12-2022 12:59:35.329992,"(26.0, 80.0, 68.0)","(6.5, 8.0, 7.625)","(2.05, 2.22, 2.1911475409836068)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 32.0, 27.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.925)"
16-12-2022 12:59:36.749901,"(26.0, 80.0, 62.0)","(6.5, 8.0, 7.625)","(2.05, 2.22, 2.1911475409836068)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 32.0, 27.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.928571428571427)"
16-12-2022 12:59:38.158283,"(26.0, 80.0, 63.0)","(6.5, 8.0, 7.625)","(2.05, 2.22, 2.1911475409836068)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 32.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 41.8)","(31.0, 75.0, 66.75)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.928571428571427)"
16-12-2022 12:59:39.518535,"(26.0, 80.0, 63.0)","(6.5, 8.0, 7.625)","(2.05, 2.22, 2.1911475409836068)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 32.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 71.33333333333333)","(5.0, 6.0, 5.969230769230769)","(13.0, 20.0, 19.928571428571427)"
16-12-2022 12:59:41.007921,"(26.0, 80.0, 68.66666666666667)","(6.5, 8.0, 7.625)","(2.05, 2.22, 2.2583333333333333)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.1875)","(16.0, 32.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 71.33333333333333)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.928571428571427)"
16-12-2022 12:59:42.383481,"(26.0, 80.0, 62.0)","(6.5, 8.0, 7.625)","(2.05, 2.26, 2.2583333333333333)","(51.0, 470.0, 360.0)","(7.5, 11.5, 11.0)","(16.0, 32.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 71.33333333333333)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.928571428571427)"
16-12-2022 12:59:43.768270,"(26.0, 80.0, 62.0)","(6.5, 8.0, 7.8)","(2.05, 2.26, 2.2585714285714285)","(51.0, 470.0, 360.0)","(8.0, 11.5, 11.0)","(16.0, 32.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 71.33333333333333)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.928571428571427)"
16-12-2022 12:59:45.216151,"(26.0, 80.0, 70.5)","(6.5, 8.0, 7.672727272727273)","(2.05, 2.26, 2.2572413793103445)","(51.0, 470.0, 360.0)","(8.0, 11.5, 11.1875)","(16.0, 32.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 71.33333333333333)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 19.833333333333332)"
16-12-2022 12:59:46.637318,"(26.0, 80.0, 62.0)","(6.5, 8.0, 7.85)","(2.05, 2.26, 2.2572413793103445)","(51.0, 470.0, 360.0)","(8.0, 11.5, 11.291666666666666)","(16.0, 32.0, 28.0)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 71.33333333333333)","(5.0, 6.0, 5.946666666666666)","(13.0, 20.0, 20.263157894736842)"
16-12-2022 12:59:48.128608,"(21.0, 80.0, 62.0)","(6.5, 7.8, 7.5600000000000005)","(2.05, 2.26, 2.2572413793103445)","(51.0, 470.0, 360.0)","(8.0, 11.5, 11.291666666666666)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 71.33333333333333)","(5.0, 6.0, 5.946666666666666)","(13.0, 21.0, 20.391304347826086)"
16-12-2022 12:59:49.502208,"(21.0, 80.0, 62.0)","(6.5, 7.8, 7.5600000000000005)","(2.05, 2.26, 2.261556886227545)","(51.0, 470.0, 360.0)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 67.25)","(5.0, 6.0, 5.946666666666666)","(13.0, 21.0, 20.391304347826086)"
16-12-2022 12:59:50.985571,"(21.0, 80.0, 62.0)","(6.5, 7.8, 7.5600000000000005)","(2.05, 2.28, 2.261556886227545)","(51.0, 470.0, 360.0)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 64.66666666666667)","(5.0, 6.0, 5.965217391304348)","(13.0, 21.0, 20.391304347826086)"
16-12-2022 12:59:52.521914,"(21.0, 80.0, 62.0)","(6.5, 7.8, 7.757142857142857)","(2.05, 2.28, 2.261556886227545)","(51.0, 470.0, 360.0)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.25)","(31.0, 75.0, 64.66666666666667)","(5.0, 6.0, 5.965217391304348)","(13.0, 21.0, 20.391304347826086)"
16-12-2022 12:59:53.953625,"(21.0, 80.0, 62.0)","(6.5, 7.8, 7.757142857142857)","(2.0, 2.28, 2.261556886227545)","(51.0, 470.0, 216.66666666666669)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.666666666666664)","(31.0, 75.0, 64.66666666666667)","(5.0, 6.0, 5.965217391304348)","(13.0, 21.0, 20.416666666666668)"
16-12-2022 12:59:55.375135,"(21.0, 80.0, 62.0)","(6.5, 7.8, 7.757142857142857)","(2.0, 2.28, 2.26075)","(51.0, 470.0, 216.66666666666669)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.666666666666664)","(31.0, 75.0, 64.66666666666667)","(5.0, 6.0, 5.965217391304348)","(13.0, 21.0, 20.46153846153846)"
16-12-2022 12:59:56.847315,"(21.0, 80.0, 72.8)","(6.5, 7.8, 7.5)","(2.0, 2.28, 2.26075)","(51.0, 470.0, 216.66666666666669)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.666666666666664)","(31.0, 75.0, 64.66666666666667)","(5.0, 6.0, 5.965217391304348)","(13.0, 21.0, 20.46153846153846)"
16-12-2022 12:59:58.606234,"(21.0, 80.0, 63.0)","(6.5, 7.8, 7.5)","(2.0, 2.28, 2.26075)","(51.0, 470.0, 216.66666666666669)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.666666666666664)","(31.0, 75.0, 64.66666666666667)","(5.0, 6.0, 5.965217391304348)","(13.0, 21.0, 20.46153846153846)"
16-12-2022 13:00:00.569598,"(21.0, 80.0, 65.0)","(6.5, 7.8, 7.5)","(2.0, 2.28, 2.268978102189781)","(51.0, 470.0, 216.66666666666669)","(8.0, 11.5, 11.25)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 43.666666666666664)","(21.0, 46.0, 42.666666666666664)","(31.0, 75.0, 64.66666666666667)","(5.0, 6.2, 6.072727272727273)","(13.0, 21.0, 20.46153846153846)"
16-12-2022 13:00:02.368787,"(21.0, 80.0, 65.0)","(6.5, 7.8, 7.5)","(2.0, 2.28, 2.269333333333333)","(51.0, 470.0, 216.66666666666669)","(8.0, 11.5, 11.261904761904763)","(16.0, 32.0, 28.666666666666668)","(26.0, 55.0, 52.875)","(21.0, 46.0, 42.666666666666664)","(31.0, 75.0, 67.25)","(5.0, 6.2, 6.075555555555556)","(13.0, 21.0, 20.46153846153846)"
