,Hedaresthedevil,Muletrain,Russet Moon,Triple,Johnny Jude,Production Time,Saber Storm,Gray Dane,Smarty Ridge,Bad Decisions
16-12-2022 12:41:43.136909,"(10.0, 14.0, 12.125)","(13.0, 21.0, 20.6)","(7.0, 9.8, 9.457142857142857)","(21.0, 46.0, 43.33333333333333)","(26.0, 65.0, 62.5)","(6.5, 7.6, 7.226666666666667)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.614285714285714)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 1.9783333333333333)"
16-12-2022 12:41:44.333722,"(10.0, 14.0, 12.125)","(13.0, 21.0, 20.6)","(7.0, 9.8, 9.457142857142857)","(21.0, 46.0, 43.33333333333333)","(26.0, 65.0, 62.5)","(6.5, 7.6, 7.226666666666667)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.0145945945945947)"
16-12-2022 12:41:45.523364,"(10.0, 14.0, 12.125)","(13.0, 21.0, 20.6)","(7.0, 9.8, 9.457142857142857)","(21.0, 46.0, 43.33333333333333)","(26.0, 65.0, 62.5)","(6.5, 7.6, 6.9)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.015833333333333)"
16-12-2022 12:41:46.802625,"(10.0, 14.0, 13.181818181818182)","(13.0, 23.0, 22.555555555555557)","(7.0, 9.8, 9.457142857142857)","(21.0, 46.0, 43.33333333333333)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.114285714285715)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.02)"
16-12-2022 12:41:48.061232,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 22.428571428571427)","(7.0, 9.8, 9.457142857142857)","(21.0, 46.0, 43.6)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.114285714285715)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.0911538461538464)"
16-12-2022 12:41:49.297805,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 22.25)","(7.0, 9.8, 9.457142857142857)","(21.0, 46.0, 43.6)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.275)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.086666666666667)"
16-12-2022 12:41:50.454790,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 22.214285714285715)","(7.0, 9.8, 9.457142857142857)","(26.0, 46.0, 43.6)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.275)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.1040425531914893)"
16-12-2022 12:41:51.646270,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 21.333333333333332)","(7.0, 9.8, 9.457142857142857)","(26.0, 46.0, 43.6)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.246153846153847)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.1165116279069767)"
16-12-2022 12:41:52.741877,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 21.333333333333332)","(7.0, 9.8, 9.426666666666668)","(26.0, 46.0, 43.6)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.246153846153847)","(17.0, 34.0, 27.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.12, 2.087049180327869)"
16-12-2022 12:41:53.896593,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 21.333333333333332)","(7.0, 9.8, 9.584615384615384)","(26.0, 46.0, 41.2)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.325925925925926)","(17.0, 34.0, 28.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.14, 2.0975)"
16-12-2022 12:41:55.125430,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 22.615384615384617)","(7.0, 9.8, 9.584615384615384)","(26.0, 46.0, 34.0)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.325925925925926)","(17.0, 34.0, 28.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.14, 2.1073076923076925)"
16-12-2022 12:41:56.450950,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 22.357142857142858)","(7.0, 9.8, 9.505263157894737)","(26.0, 46.0, 39.0)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.254545454545455)","(17.0, 34.0, 28.0)","(12.0, 17.5, 15.558823529411764)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.14, 2.1163157894736844)"
16-12-2022 12:41:57.661785,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 22.357142857142858)","(7.0, 9.8, 9.505263157894737)","(26.0, 48.0, 39.0)","(26.0, 65.0, 62.5)","(6.5, 7.4, 6.775)","(17.0, 34.0, 28.0)","(12.0, 17.5, 15.59375)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.14, 2.1076923076923078)"
16-12-2022 12:41:58.835258,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 21.666666666666668)","(7.0, 9.8, 9.505263157894737)","(26.0, 65.0, 56.25)","(26.0, 65.0, 62.5)","(6.5, 7.0, 6.775)","(17.0, 34.0, 28.0)","(12.0, 17.0, 15.59375)","(41.0, 350.0, 166.66666666666669)","(1.8, 2.14, 2.1076923076923078)"
16-12-2022 12:42:00.016877,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 21.666666666666668)","(7.0, 9.8, 9.505263157894737)","(26.0, 70.0, 43.333333333333336)","(26.0, 65.0, 62.5)","(6.5, 7.4, 6.800000000000001)","(17.0, 34.0, 28.0)","(12.0, 17.0, 15.59375)","(41.0, 350.0, 222.72727272727272)","(1.8, 2.14, 2.1100000000000003)"
16-12-2022 12:42:01.256758,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 21.666666666666668)","(7.0, 9.8, 9.505263157894737)","(26.0, 70.0, 47.5)","(26.0, 65.0, 62.5)","(6.5, 7.4, 6.800000000000001)","(17.0, 34.0, 28.0)","(12.0, 17.0, 15.59375)","(41.0, 350.0, 222.72727272727272)","(1.8, 2.14, 2.122)"
16-12-2022 12:42:02.413526,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 21.666666666666668)","(7.0, 9.8, 9.505263157894737)","(26.0, 65.0, 47.5)","(26.0, 65.0, 62.5)","(6.5, 7.4, 6.800000000000001)","(17.0, 34.0, 28.0)","(12.0, 17.0, 15.59375)","(41.0, 350.0, 222.72727272727272)","(1.8, 2.14, 2.122)"
16-12-2022 12:42:03.655303,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 21.666666666666668)","(7.0, 9.8, 9.52)","(26.0, 60.0, 40.0)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.1000000000000005)","(17.0, 34.0, 28.4)","(12.0, 17.0, 15.59375)","(41.0, 350.0, 272.5)","(1.8, 2.14, 2.1142857142857143)"
16-12-2022 12:42:05.115110,"(10.0, 13.5, 12.785714285714285)","(13.0, 23.0, 21.666666666666668)","(7.0, 9.8, 9.52)","(26.0, 60.0, 34.285714285714285)","(26.0, 65.0, 62.5)","(6.5, 7.4, 7.1000000000000005)","(17.0, 34.0, 28.4)","(12.0, 17.0, 15.59375)","(41.0, 340.0, 226.0)","(1.8, 2.14, 2.1375)"
16-12-2022 12:42:06.561786,"(10.0, 14.0, 12.285714285714286)","(13.0, 23.0, 22.5)","(7.0, 9.8, 9.584615384615384)","(26.0, 60.0, 38.333333333333336)","(26.0, 65.0, 62.5)","(6.5, 7.4, 6.800000000000001)","(17.0, 34.0, 28.4)","(12.0, 17.0, 15.59375)","(41.0, 330.0, 284.2857142857143)","(1.8, 2.2, 2.12)"
16-12-2022 12:42:07.887781,"(10.0, 14.0, 12.285714285714286)","(13.0, 23.0, 22.5)","(7.0, 9.8, 9.584615384615384)","(26.0, 55.0, 36.666666666666664)","(26.0, 65.0, 62.285714285714285)","(6.5, 7.4, 7.1692307692307695)","(17.0, 34.0, 27.53846153846154)","(12.0, 17.0, 15.59375)","(41.0, 320.0, 250.0)","(1.8, 2.22, 2.09)"
16-12-2022 12:42:09.255391,"(10.0, 14.0, 12.285714285714286)","(13.0, 23.0, 22.5)","(7.0, 9.8, 9.584615384615384)","(26.0, 50.0, 36.666666666666664)","(26.0, 65.0, 61.14285714285714)","(6.5, 7.4, 6.92)","(17.0, 34.0, 27.53846153846154)","(12.0, 17.0, 15.59375)","(41.0, 310.0, 250.0)","(1.8, 2.18, 2.07875)"
16-12-2022 12:42:10.537313,"(10.0, 14.0, 12.285714285714286)","(13.0, 23.0, 22.333333333333332)","(7.0, 9.8, 9.619354838709677)","(26.0, 50.0, 31.166666666666668)","(26.0, 65.0, 61.625)","(6.5, 7.4, 7.175000000000001)","(17.0, 34.0, 28.0)","(12.0, 17.0, 15.977272727272727)","(41.0, 310.0, 271.25)","(1.8, 2.18, 2.0531428571428574)"
16-12-2022 12:42:11.779529,"(10.0, 14.0, 12.421052631578947)","(13.0, 23.0, 22.5)","(7.0, 9.8, 9.619354838709677)","(26.0, 44.0, 31.166666666666668)","(26.0, 65.0, 61.14285714285714)","(6.5, 7.4, 6.988235294117647)","(17.0, 34.0, 27.0)","(12.0, 17.0, 15.977272727272727)","(41.0, 300.0, 242.5)","(1.8, 2.16, 2.064390243902439)"
16-12-2022 12:42:13.148844,"(10.0, 14.0, 12.285714285714286)","(13.0, 23.0, 22.333333333333332)","(7.0, 9.8, 9.584615384615384)","(26.0, 44.0, 31.75)","(26.0, 65.0, 63.07142857142857)","(6.5, 7.4, 6.988235294117647)","(17.0, 34.0, 27.0)","(12.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.16, 2.0644444444444443)"
16-12-2022 12:42:14.518387,"(10.0, 14.0, 12.285714285714286)","(13.0, 23.0, 21.833333333333332)","(7.0, 9.8, 9.584615384615384)","(26.0, 44.0, 31.75)","(26.0, 65.0, 61.625)","(6.5, 7.4, 6.988235294117647)","(17.0, 34.0, 27.0)","(12.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.0542857142857143)"
16-12-2022 12:42:15.989193,"(10.0, 14.0, 12.421052631578947)","(13.0, 23.0, 21.833333333333332)","(7.0, 9.8, 9.619354838709677)","(26.0, 44.0, 31.75)","(26.0, 65.0, 62.0)","(6.5, 7.4, 7.050000000000001)","(17.0, 34.0, 28.0)","(12.0, 17.0, 15.59375)","(41.0, 300.0, 248.8888888888889)","(1.8, 2.14, 2.0990123456790126)"
16-12-2022 12:42:17.271349,"(10.0, 14.0, 12.421052631578947)","(13.0, 23.0, 21.833333333333332)","(7.0, 9.8, 9.584615384615384)","(26.0, 44.0, 35.5)","(26.0, 65.0, 61.625)","(6.5, 7.4, 6.74375)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.12, 2.104)"
16-12-2022 12:42:18.513006,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 21.833333333333332)","(7.0, 9.8, 9.584615384615384)","(26.0, 44.0, 35.5)","(26.0, 65.0, 61.625)","(6.5, 7.4, 6.28)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.2, 2.062276422764228)"
16-12-2022 12:42:19.768557,"(10.0, 14.0, 13.142857142857142)","(13.0, 23.0, 22.666666666666668)","(7.0, 9.8, 9.584615384615384)","(26.0, 44.0, 32.666666666666664)","(26.0, 65.0, 61.625)","(6.5, 7.4, 6.882608695652174)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.2, 2.1013793103448277)"
16-12-2022 12:42:21.089826,"(10.0, 14.0, 13.142857142857142)","(12.0, 23.0, 22.666666666666668)","(7.0, 9.8, 9.584615384615384)","(26.0, 42.0, 35.0)","(26.0, 65.0, 61.625)","(6.0, 7.4, 6.155555555555556)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.1491891891891894)"
16-12-2022 12:42:22.538458,"(10.0, 14.0, 13.142857142857142)","(12.0, 23.0, 22.666666666666668)","(7.0, 9.8, 9.556521739130435)","(26.0, 42.0, 35.0)","(26.0, 65.0, 52.5)","(6.0, 7.4, 6.777777777777778)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.1245378151260503)"
16-12-2022 12:42:23.890246,"(10.0, 14.0, 13.142857142857142)","(12.0, 23.0, 22.785714285714285)","(7.0, 9.8, 9.556521739130435)","(26.0, 42.0, 36.90909090909091)","(26.0, 65.0, 63.3125)","(6.0, 7.4, 6.777777777777778)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.0778947368421052)"
16-12-2022 12:42:25.258900,"(10.0, 14.0, 12.8)","(12.0, 23.0, 22.785714285714285)","(7.0, 9.8, 9.556521739130435)","(26.0, 42.0, 33.89473684210526)","(26.0, 65.0, 63.3125)","(6.0, 7.4, 6.777777777777778)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.59375)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.0893457943925235)"
16-12-2022 12:42:26.547148,"(10.0, 14.0, 12.8)","(12.0, 23.0, 22.785714285714285)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 33.89473684210526)","(26.0, 65.0, 60.4)","(6.0, 7.4, 6.777777777777778)","(17.0, 34.0, 27.0)","(13.0, 17.0, 15.235294117647058)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.0956521739130434)"
16-12-2022 12:42:27.795718,"(10.0, 14.0, 12.8)","(12.0, 23.0, 22.785714285714285)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 32.705882352941174)","(26.0, 65.0, 60.4)","(6.0, 7.4, 6.777777777777778)","(17.0, 34.0, 27.0)","(13.0, 17.0, 17.0)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.0956521739130434)"
16-12-2022 12:42:29.034121,"(10.0, 14.0, 12.8)","(12.0, 24.0, 23.555555555555557)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 32.705882352941174)","(26.0, 65.0, 77.0)","(6.0, 7.4, 6.777777777777778)","(17.0, 34.0, 27.0)","(13.0, 17.5, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.068)"
16-12-2022 12:42:30.308647,"(10.0, 14.0, 13.142857142857142)","(12.0, 24.0, 23.5)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 32.0)","(26.0, 80.0, 81.0)","(6.0, 7.4, 7.0888888888888895)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.067142857142857)"
16-12-2022 12:42:31.665132,"(10.0, 14.0, 13.142857142857142)","(12.0, 24.0, 23.5)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 33.5)","(26.0, 85.0, 81.0)","(6.0, 7.4, 7.12)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.18, 2.061176470588235)"
16-12-2022 12:42:33.100035,"(10.0, 14.0, 13.142857142857142)","(12.0, 24.0, 23.0)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 37.0)","(26.0, 85.0, 83.0)","(6.0, 7.4, 7.12)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.08, 2.061176470588235)"
16-12-2022 12:42:34.520983,"(10.0, 14.0, 13.142857142857142)","(12.0, 24.0, 23.25)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 37.0)","(26.0, 85.0, 83.0)","(6.0, 7.4, 6.9625)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.08, 2.066666666666667)"
16-12-2022 12:42:35.953658,"(10.0, 14.0, 13.142857142857142)","(12.0, 24.0, 22.666666666666668)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 37.0)","(31.0, 85.0, 83.0)","(6.0, 7.4, 6.9625)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.08, 2.0733333333333333)"
16-12-2022 12:42:37.349911,"(10.0, 14.0, 13.142857142857142)","(12.0, 24.0, 22.666666666666668)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 37.0)","(31.0, 85.0, 83.0)","(6.0, 7.4, 6.996153846153847)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.0813333333333333)"
16-12-2022 12:42:38.717305,"(10.0, 13.5, 12.785714285714285)","(12.0, 24.0, 22.666666666666668)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 37.0)","(31.0, 85.0, 83.0)","(6.0, 7.4, 6.311111111111111)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.1370370370370373)"
16-12-2022 12:42:40.168810,"(10.0, 13.5, 12.785714285714285)","(12.0, 24.0, 22.666666666666668)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 37.0)","(31.0, 85.0, 83.0)","(6.0, 7.4, 6.311111111111111)","(17.0, 34.0, 27.0)","(13.0, 18.0, 16.5)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.1348201438848924)"
16-12-2022 12:42:41.685070,"(10.0, 13.5, 12.785714285714285)","(12.0, 24.0, 22.666666666666668)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 37.0)","(31.0, 85.0, 83.0)","(6.0, 7.4, 6.311111111111111)","(17.0, 34.0, 27.0)","(13.0, 18.0, 16.5)","(41.0, 300.0, 242.5)","(1.8, 2.16, 2.1404195804195805)"
16-12-2022 12:42:43.187873,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 33.5)","(31.0, 85.0, 80.71428571428572)","(6.0, 7.4, 6.311111111111111)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.16, 2.1314285714285717)"
16-12-2022 12:42:44.527666,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 38.0)","(31.0, 85.0, 82.14285714285714)","(6.0, 7.4, 6.311111111111111)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.16, 2.0647058823529414)"
16-12-2022 12:42:45.976415,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 38.0)","(31.0, 85.0, 82.14285714285714)","(6.0, 7.4, 7.081818181818182)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.0710344827586207)"
16-12-2022 12:42:47.304620,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 38.0)","(31.0, 85.0, 82.14285714285714)","(6.0, 7.4, 7.12)","(17.0, 34.0, 27.0)","(13.0, 18.0, 17.166666666666668)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.076)"
16-12-2022 12:42:48.548377,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 44.0, 48.333333333333336)","(31.0, 85.0, 65.5)","(6.0, 7.4, 7.12)","(17.0, 34.0, 28.333333333333332)","(13.0, 18.0, 17.125)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.076)"
16-12-2022 12:42:49.949325,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 60.0, 52.125)","(31.0, 85.0, 68.0)","(6.0, 7.4, 6.7)","(17.0, 32.0, 28.333333333333332)","(13.0, 18.0, 17.125)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.076)"
16-12-2022 12:42:51.353473,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 55.0, 53.375)","(31.0, 85.0, 68.0)","(6.0, 7.4, 6.8235294117647065)","(17.0, 32.0, 28.333333333333332)","(13.0, 18.0, 17.125)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.052)"
16-12-2022 12:42:52.765184,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.556521739130435)","(26.0, 55.0, 46.66666666666667)","(31.0, 85.0, 68.0)","(6.0, 7.4, 6.8235294117647065)","(17.0, 32.0, 26.0)","(13.0, 18.0, 17.0)","(41.0, 300.0, 242.5)","(1.8, 2.06, 2.076)"
16-12-2022 12:42:54.069181,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 55.0, 56.25)","(31.0, 85.0, 78.625)","(6.0, 7.4, 6.8235294117647065)","(17.0, 32.0, 26.0)","(13.0, 18.0, 17.0)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.076)"
16-12-2022 12:42:55.387750,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 60.0, 47.5)","(31.0, 85.0, 78.625)","(6.0, 7.4, 6.8235294117647065)","(17.0, 32.0, 26.0)","(13.0, 18.0, 17.0)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.129915966386555)"
16-12-2022 12:42:56.785352,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 60.0, 45.625)","(31.0, 85.0, 78.625)","(6.0, 7.4, 6.466666666666667)","(17.0, 32.0, 26.0)","(13.0, 18.0, 16.8)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.129166666666667)"
16-12-2022 12:42:57.996154,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 55.0, 45.625)","(26.0, 85.0, 78.625)","(6.0, 7.4, 6.466666666666667)","(17.0, 32.0, 26.0)","(13.0, 18.0, 16.8)","(41.0, 300.0, 242.5)","(1.8, 2.14, 2.1314529914529916)"
16-12-2022 12:42:59.454259,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 55.0, 45.625)","(26.0, 85.0, 78.625)","(6.0, 7.4, 6.466666666666667)","(17.0, 32.0, 26.0)","(13.0, 18.0, 16.8)","(41.0, 300.0, 216.66666666666666)","(1.8, 2.14, 2.1342857142857143)"
