,Victa Monty,Bag The Cash,Koepka,Bermuda Sky,Stella Star,Club Supreme
16-12-2022 10:18:21.779521,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.822222222222222)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:22.717072,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.822222222222222)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:23.728743,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.822222222222222)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:24.716104,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.822222222222222)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:25.718915,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.822222222222222)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:26.698156,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.822222222222222)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:27.730486,"(1.95, 2.1, 1.8675000000000002)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.407692307692308)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:28.788106,"(1.95, 2.1, 1.8675000000000002)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 6.407692307692308)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:29.815124,"(1.95, 2.1, 1.8675000000000002)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.933333333333333)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:30.766594,"(1.95, 2.1, 1.8675000000000002)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.933333333333333)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:31.750591,"(1.95, 2.1, 1.8675000000000002)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:32.773085,"(1.95, 2.1, 1.8675000000000002)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:33.806320,"(1.95, 2.44, 1.8823076923076925)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:35.003356,"(1.95, 2.3, 1.87375)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:36.109545,"(1.95, 2.28, 1.88625)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:37.114477,"(1.95, 2.28, 1.88625)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:38.138908,"(1.95, 2.28, 1.88625)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:39.170271,"(1.95, 2.28, 1.88625)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.742857142857143)","(4.0, 6.4, 4.975)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:40.202168,"(1.95, 2.0, 1.8833333333333333)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.275)","(4.6, 7.6, 5.814285714285714)","(4.0, 6.4, 4.975)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:41.280795,"(1.95, 1.99, 1.8816666666666668)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:42.345557,"(1.95, 2.28, 1.88625)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:43.446683,"(1.95, 2.44, 1.8823076923076925)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:44.657388,"(1.95, 2.44, 1.8823076923076925)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:45.725500,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:46.760122,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:47.853796,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:48.980951,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:50.162454,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:51.253038,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:52.290215,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:53.376920,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:54.458201,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:55.600396,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:56.730445,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:57.827946,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:58.941216,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:18:59.997125,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:01.068691,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:02.204253,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:03.334233,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:04.453557,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:05.758002,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:06.826908,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:07.802822,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:08.962904,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:10.085862,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:11.245477,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:12.294026,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:13.346783,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:14.424075,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:15.491189,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:16.617915,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:17.598545,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:18.646768,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:19.704213,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:20.799513,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:21.903708,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:22.921544,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:23.916425,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:24.856885,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:25.904697,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:26.843117,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:27.816591,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:28.824953,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:29.830974,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:30.865174,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:31.893276,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:32.829508,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:33.757027,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:34.687033,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:35.745162,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:36.767520,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:37.687548,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:38.782167,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:39.863973,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:40.931177,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:42.018522,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:43.055338,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:44.100352,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:45.147973,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:46.169601,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:47.098004,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:48.138507,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:49.200475,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:50.303471,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:51.445336,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:52.480640,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:53.514285,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:54.536719,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:55.536107,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:56.571713,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:57.631565,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:58.666447,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:19:59.690583,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:00.724941,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:01.734195,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:02.728206,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:03.613893,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:04.621928,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:05.699876,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:06.754794,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:07.764508,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:08.667749,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:09.682418,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:10.702424,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:11.763400,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:12.775558,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:13.737798,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:14.766765,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:15.815793,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.75)","(4.6, 7.6, 5.988888888888889)","(4.0, 6.4, 6.025)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:16.900002,"(1.95, 2.42, 1.895)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.275)","(4.6, 7.6, 5.742857142857143)","(4.0, 6.4, 4.975)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:17.992065,"(1.95, 2.0, 1.8833333333333333)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.275)","(4.6, 7.6, 5.814285714285714)","(4.0, 6.4, 4.975)","(11.0, 22.0, 21.114285714285714)"
16-12-2022 10:20:18.969334,"(1.95, 1.99, 1.8816666666666668)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.275)","(4.6, 7.6, 5.814285714285714)","(4.0, 6.4, 5.05)","(11.0, 22.0, 21.114285714285714)"
