,Jemeldi,Billionair Baby,Hard To Say,Roll Up,Busting,Cripps Tonite,Corfe Castle,Junqueira,Shaquila,Wowits Willywonka,Alert State,Mishani Persuasion
07-01-2023 15:04:07.033834,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.165397923875433)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 7.963440860215053)","(2.5, 2.92, 2.913333333333333)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 76.44444444444444)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:08.267833,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.165397923875433)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.963440860215053)","(2.5, 2.94, 2.913333333333333)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 76.44444444444444)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:09.500573,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.165397923875433)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.96421052631579)","(2.5, 2.94, 2.916190476190476)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 76.44444444444444)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:10.773748,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.165397923875433)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.96046511627907)","(2.5, 2.94, 2.916190476190476)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 76.44444444444444)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:11.995394,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.165397923875433)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.96046511627907)","(2.5, 2.94, 2.916190476190476)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 74.6774193548387)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:13.242340,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.165397923875433)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.96046511627907)","(2.5, 2.94, 2.9242857142857144)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:14.470893,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170238095238095)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.96046511627907)","(2.5, 2.94, 2.9486545454545454)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:15.697365,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170238095238095)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.764864864864864)","(2.5, 2.96, 2.955178571428571)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 75.91836734693878)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:16.936188,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170238095238095)","(14.0, 17.5, 17.362068965517242)","(7.0, 7.8, 7.764864864864864)","(2.5, 2.96, 2.955178571428571)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 85.0, 83.33333333333333)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:18.150318,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170238095238095)","(14.0, 17.5, 17.362068965517242)","(7.0, 7.8, 7.954166666666667)","(2.5, 2.96, 2.955178571428571)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 85.0, 82.5)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:19.408621,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170238095238095)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 7.984259259259259)","(2.5, 2.96, 2.9567073170731706)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 85.0, 82.5)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:20.637624,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.169788519637462)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.0, 8.109727626459144)","(2.5, 2.96, 2.9567073170731706)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 85.0, 81.42857142857143)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:21.836397,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.169788519637462)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.109727626459144)","(2.5, 2.96, 2.9567073170731706)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 90.0, 81.42857142857143)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:23.104344,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.106153846153845)","(2.5, 2.96, 2.9567073170731706)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 90.0, 81.42857142857143)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:24.347852,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.106153846153845)","(2.5, 2.96, 2.959605263157895)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 90.0, 81.42857142857143)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:25.551165,"(31.0, 55.0, 54.473684210526315)","(19.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.12516129032258)","(2.5, 2.96, 2.959605263157895)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 75.91836734693878)","(51.0, 90.0, 81.42857142857143)","(101.0, 280.0, 235.55555555555554)"
07-01-2023 15:04:26.783967,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.12516129032258)","(2.5, 2.96, 2.959605263157895)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 76.17021276595744)","(51.0, 90.0, 81.25)","(101.0, 280.0, 238.88888888888889)"
07-01-2023 15:04:28.068876,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.31132075471698)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.12516129032258)","(2.5, 2.96, 2.959605263157895)","(17.0, 24.0, 23.535714285714285)","(61.0, 80.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:29.316499,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.068421052631578)","(2.5, 2.96, 2.93710843373494)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:30.546452,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.94, 2.952118226600985)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:31.776884,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.952118226600985)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:33.043735,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.171590909090909)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.9566292134831462)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:34.267523,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.5, 17.362068965517242)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.9550537634408602)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:35.481662,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.5, 16.866666666666667)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.9550537634408602)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:36.703614,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.6)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.9550537634408602)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:37.963935,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.6)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.9550537634408602)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6774193548387)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:39.174627,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.506944444444443)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.9550537634408602)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:40.358664,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.506944444444443)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.957687861271676)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:41.578204,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.626315789473683)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.958139534883721)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:42.759811,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.626315789473683)","(7.0, 8.2, 8.05360824742268)","(2.5, 2.96, 2.958139534883721)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:43.968400,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.66509433962264)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.958139534883721)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:45.169064,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.66509433962264)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.958139534883721)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:46.357119,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1711815561959655)","(14.0, 17.0, 16.66509433962264)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.958139534883721)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:47.617160,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170760233918129)","(14.0, 17.0, 16.660714285714285)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9455172413793105)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:48.849637,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170760233918129)","(14.0, 17.0, 16.660714285714285)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9515537848605575)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 238.88888888888889)"
07-01-2023 15:04:50.131830,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170760233918129)","(14.0, 17.0, 16.660714285714285)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9515537848605575)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 273.0769230769231)"
07-01-2023 15:04:51.345550,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.226027397260275)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.170760233918129)","(14.0, 17.0, 16.660714285714285)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9515537848605575)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:04:52.527167,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1809364548494985)","(14.0, 17.0, 16.660714285714285)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9515537848605575)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:04:53.720301,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1809364548494985)","(14.0, 17.0, 16.62)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9515537848605575)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:04:54.924663,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1809364548494985)","(14.0, 17.0, 16.691056910569106)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.952313725490196)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:04:56.278150,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1809364548494985)","(14.0, 17.0, 16.691056910569106)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.952313725490196)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:04:57.550835,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1809364548494985)","(14.0, 17.0, 16.72463768115942)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.952313725490196)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:04:58.764562,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.1809364548494985)","(14.0, 17.0, 16.72463768115942)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.952313725490196)","(17.0, 24.0, 23.535714285714285)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:04:59.987080,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.179120879120879)","(14.0, 17.0, 16.641509433962263)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9553170731707317)","(17.0, 24.0, 23.5)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
07-01-2023 15:05:01.208660,"(31.0, 55.0, 54.473684210526315)","(20.0, 32.0, 31.0)","(10.0, 12.5, 12.182539682539682)","(26.0, 38.0, 37.054545454545455)","(3.8, 4.2, 4.179120879120879)","(14.0, 17.0, 16.641509433962263)","(7.0, 8.2, 8.083606557377049)","(2.5, 2.96, 2.9553170731707317)","(17.0, 24.0, 23.5)","(61.0, 75.0, 74.6875)","(51.0, 90.0, 81.25)","(101.0, 310.0, 265.55555555555554)"
