,My Dreamer,Bombers Reward,Dr Callie,His Genius Hands,Dr Jax,Early Secrets,Feather Nest,Kale
14-12-2022 18:56:28.700228,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:29.864760,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:31.043260,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:32.247074,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:33.440840,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:34.662306,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:36.139592,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:37.495638,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:38.750462,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:40.089586,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:41.563375,"(1.85, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:42.915290,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:44.374779,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:45.694378,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 85.85714285714286)","(71.0, 370.0, 164.28571428571428)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 251.25)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 203.0769230769231)"
14-12-2022 18:56:46.971617,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 247.5)"
14-12-2022 18:56:48.305956,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 247.5)"
14-12-2022 18:56:49.659865,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 247.5)"
14-12-2022 18:56:50.943675,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 247.5)"
14-12-2022 18:56:52.299685,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 247.5)"
14-12-2022 18:56:53.570672,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 247.5)"
14-12-2022 18:56:54.926381,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 440.0, 257.5)"
14-12-2022 18:56:56.319845,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.723076923076923)","(101.0, 720.0, 178.33333333333331)","(5.0, 9.2, 8.533333333333333)","(3.2, 4.0, 3.909090909090909)","(71.0, 460.0, 257.5)"
14-12-2022 18:56:57.671424,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.2, 8.433333333333334)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 257.5)"
14-12-2022 18:56:58.967733,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.433333333333334)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 257.5)"
14-12-2022 18:57:00.335267,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.433333333333334)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 257.5)"
14-12-2022 18:57:01.561897,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.433333333333334)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 257.5)"
14-12-2022 18:57:02.635015,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.433333333333334)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 257.5)"
14-12-2022 18:57:03.961524,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.433333333333334)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 118.33333333333333)"
14-12-2022 18:57:05.147406,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.433333333333334)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 118.33333333333333)"
14-12-2022 18:57:06.306265,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.733333333333333)","(3.2, 4.0, 3.8636363636363638)","(71.0, 460.0, 118.33333333333333)"
14-12-2022 18:57:07.508538,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.8, 8.733333333333333)","(3.2, 4.0, 3.8636363636363638)","(71.0, 460.0, 118.33333333333333)"
14-12-2022 18:57:08.719988,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.8, 8.6)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 118.33333333333333)"
14-12-2022 18:57:09.978305,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 103.33333333333334)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 118.33333333333333)"
14-12-2022 18:57:11.243078,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 204.0)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 251.0)"
14-12-2022 18:57:12.485686,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 204.0)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 251.0)"
14-12-2022 18:57:13.704023,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 204.0)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8863636363636362)","(71.0, 460.0, 251.0)"
14-12-2022 18:57:14.859372,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 204.0)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8636363636363638)","(71.0, 460.0, 336.0)"
14-12-2022 18:57:16.114093,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8636363636363638)","(71.0, 630.0, 317.5)"
14-12-2022 18:57:17.420178,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8636363636363638)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:18.662483,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8636363636363638)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:19.933207,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.4, 7.384615384615385)","(101.0, 720.0, 390.0)","(5.0, 9.6, 8.6)","(3.2, 4.0, 3.8636363636363638)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:21.160603,"(1.8, 2.02, 2.00625)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.4, 7.485714285714286)","(101.0, 720.0, 420.0)","(5.0, 9.6, 8.742857142857144)","(3.2, 4.0, 3.8863636363636362)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:22.521861,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.2, 7.485714285714286)","(101.0, 720.0, 466.15384615384613)","(5.0, 9.6, 8.75)","(3.2, 4.0, 3.8863636363636362)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:23.842218,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.2, 7.485714285714286)","(101.0, 720.0, 466.15384615384613)","(5.0, 9.8, 8.75)","(3.2, 4.0, 3.8863636363636362)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:25.205875,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.2, 7.485714285714286)","(101.0, 720.0, 466.15384615384613)","(5.0, 9.8, 8.564705882352941)","(3.2, 4.0, 3.8863636363636362)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:26.921906,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 8.2, 7.3)","(101.0, 720.0, 190.83333333333331)","(5.0, 9.8, 8.91764705882353)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 317.5)"
14-12-2022 18:57:28.294810,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 109.0)","(71.0, 370.0, 107.5)","(5.0, 7.8, 7.3)","(101.0, 720.0, 378.8461538461538)","(5.0, 9.8, 8.91764705882353)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:29.624027,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 92.8)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 710.0, 378.8461538461538)","(5.0, 9.8, 8.91764705882353)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:30.869258,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 92.8)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 710.0, 378.8461538461538)","(5.0, 9.8, 8.91764705882353)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:32.105680,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 710.0, 446.0)","(5.0, 9.8, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:33.446723,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 680.0, 434.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:34.757823,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 660.0, 434.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:36.090203,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 660.0, 434.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:37.342118,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 660.0, 434.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:38.584720,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 660.0, 434.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:40.021862,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 660.0, 428.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:41.506904,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:42.878504,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:44.237944,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.6, 9.028571428571428)","(3.2, 4.0, 3.9318181818181817)","(71.0, 580.0, 282.8571428571429)"
14-12-2022 18:57:45.601765,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.6, 9.133333333333335)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:46.834995,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.8, 9.133333333333335)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:48.181143,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.8, 9.133333333333335)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:49.461724,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.8, 9.133333333333335)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:50.744107,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.8, 9.133333333333335)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:51.956573,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.8, 9.133333333333335)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:53.145381,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.8, 9.133333333333335)","(3.2, 4.0, 3.909090909090909)","(71.0, 580.0, 302.66666666666663)"
14-12-2022 18:57:54.372778,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 7.8, 7.3)","(101.0, 650.0, 428.0)","(5.0, 9.8, 8.457142857142857)","(3.2, 4.0, 3.8636363636363638)","(71.0, 580.0, 360.0)"
14-12-2022 18:57:55.676907,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 135.64705882352942)","(5.0, 8.6, 7.386666666666667)","(101.0, 650.0, 428.0)","(5.0, 9.6, 8.457142857142857)","(3.2, 4.0, 3.8636363636363638)","(71.0, 560.0, 305.0)"
14-12-2022 18:57:56.970997,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 135.64705882352942)","(5.0, 8.6, 7.386666666666667)","(101.0, 650.0, 428.0)","(5.0, 9.6, 8.457142857142857)","(3.2, 4.0, 3.8636363636363638)","(71.0, 550.0, 305.0)"
14-12-2022 18:57:58.229258,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 135.64705882352942)","(5.0, 8.6, 7.386666666666667)","(101.0, 650.0, 428.0)","(5.0, 9.6, 8.457142857142857)","(3.2, 4.0, 3.8636363636363638)","(71.0, 550.0, 305.0)"
14-12-2022 18:57:59.498077,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 135.64705882352942)","(5.0, 8.6, 7.386666666666667)","(101.0, 650.0, 428.0)","(5.0, 9.6, 8.457142857142857)","(3.2, 4.0, 3.8636363636363638)","(71.0, 550.0, 305.0)"
14-12-2022 18:58:00.719139,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 88.3157894736842)","(71.0, 370.0, 79.23076923076923)","(5.0, 8.6, 7.386666666666667)","(101.0, 650.0, 428.0)","(5.0, 9.6, 8.457142857142857)","(3.2, 4.0, 3.8636363636363638)","(71.0, 550.0, 305.0)"
14-12-2022 18:58:01.979296,"(1.8, 2.02, 2.0077777777777777)","(26.0, 190.0, 146.44444444444446)","(71.0, 370.0, 341.5151515151515)","(5.0, 8.6, 8.066666666666666)","(101.0, 650.0, 428.0)","(5.0, 9.6, 8.8)","(3.2, 4.0, 3.91)","(71.0, 540.0, 343.6363636363636)"
14-12-2022 18:58:03.225855,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 146.44444444444446)","(71.0, 360.0, 341.5151515151515)","(5.0, 8.4, 8.066666666666666)","(101.0, 650.0, 428.0)","(5.0, 9.4, 8.8)","(3.2, 3.95, 3.91)","(71.0, 500.0, 381.1111111111111)"
14-12-2022 18:58:04.490271,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 146.44444444444446)","(71.0, 360.0, 341.5151515151515)","(5.0, 8.4, 8.066666666666666)","(101.0, 650.0, 422.0)","(5.0, 9.4, 8.8)","(3.2, 3.95, 3.91)","(71.0, 470.0, 396.66666666666663)"
14-12-2022 18:58:05.807570,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 142.25)","(71.0, 360.0, 293.33333333333337)","(5.0, 8.4, 8.22857142857143)","(101.0, 640.0, 422.0)","(5.0, 9.4, 9.228571428571428)","(3.2, 3.95, 4.5)","(71.0, 490.0, 396.66666666666663)"
14-12-2022 18:58:07.084436,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 142.25)","(71.0, 360.0, 293.33333333333337)","(5.0, 8.4, 8.22857142857143)","(101.0, 640.0, 422.0)","(5.0, 9.6, 9.210526315789474)","(3.2, 5.6, 4.0)","(71.0, 490.0, 330.90909090909093)"
14-12-2022 18:58:08.376296,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 143.0)","(71.0, 350.0, 263.0)","(5.0, 8.4, 8.22857142857143)","(101.0, 640.0, 422.0)","(5.0, 9.8, 9.210526315789474)","(3.2, 5.5, 4.011111111111111)","(71.0, 480.0, 388.8888888888889)"
14-12-2022 18:58:09.521777,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 82.66666666666666)","(71.0, 330.0, 249.0)","(5.0, 8.4, 8.22857142857143)","(101.0, 640.0, 422.0)","(5.0, 9.8, 9.210526315789474)","(3.2, 5.3, 4.011111111111111)","(71.0, 480.0, 388.8888888888889)"
14-12-2022 18:58:10.594991,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 82.66666666666666)","(71.0, 320.0, 287.5)","(5.0, 8.4, 8.22857142857143)","(101.0, 640.0, 422.0)","(5.0, 9.8, 9.210526315789474)","(3.2, 5.3, 4.011111111111111)","(71.0, 480.0, 388.8888888888889)"
14-12-2022 18:58:11.758120,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 82.66666666666666)","(71.0, 320.0, 287.5)","(5.0, 8.4, 8.22857142857143)","(101.0, 640.0, 422.0)","(5.0, 9.8, 9.210526315789474)","(3.2, 5.3, 4.011111111111111)","(71.0, 480.0, 388.8888888888889)"
14-12-2022 18:58:12.983774,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 82.66666666666666)","(71.0, 320.0, 190.0)","(5.0, 8.4, 7.835294117647059)","(101.0, 630.0, 496.25)","(5.0, 9.6, 9.294117647058822)","(3.2, 5.2, 4.3)","(71.0, 480.0, 388.8888888888889)"
14-12-2022 18:58:14.304514,"(1.8, 2.02, 2.0077777777777777)","(26.0, 180.0, 82.66666666666666)","(71.0, 310.0, 220.9090909090909)","(5.0, 8.4, 7.4222222222222225)","(101.0, 600.0, 519.2857142857142)","(5.0, 9.6, 8.333333333333334)","(3.2, 5.3, 4.58)","(71.0, 480.0, 388.8888888888889)"
