,My Dreamer,Bombers Reward,Dr Callie,His Genius Hands,Dr Jax,Early Secrets,Feather Nest,Kale
14-12-2022 18:45:40.952863,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:42.262871,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:43.415155,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:44.505968,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:45.639940,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:46.754982,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:47.873103,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:48.931196,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:50.027695,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:51.243749,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:52.389339,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:53.635512,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:54.883278,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:56.010697,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:57.071672,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:58.133049,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:45:59.286389,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:00.504332,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:01.626827,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:02.735946,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:03.813358,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:04.908913,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:05.932983,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:07.040897,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:08.104567,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:09.188185,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:10.580344,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:11.636469,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:12.735602,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:13.839163,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:14.936787,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:16.029516,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:17.149288,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:18.243256,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:19.534505,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:20.657593,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:21.636979,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:22.664696,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:23.686993,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:24.688104,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:25.731574,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:26.868487,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
14-12-2022 18:46:27.928929,"(1.9, 2.5, 2.1363636363636362)","(26.0, 190.0, 107.5)","(51.0, 270.0, 83.33333333333334)","(4.8, 8.4, 4.916666666666666)","(101.0, 720.0, 390.0)","(5.0, 9.2, 5.76)","(3.2, 4.0, 3.673076923076923)","(51.0, 390.0, 103.33333333333334)"
