,Elettrica,Anagain,Black On Beauty,Miss Lenorr,The Storm In Me,Summerbeel,Sebrings Rose,Spanish Pearl,Arranmore
11-01-2023 15:21:39.545451,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.22972972972973)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.414285714285715)","(18.0, 25.0, 23.75)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:40.986680,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.22972972972973)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.422580645161291)","(18.0, 25.0, 23.75)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:42.438489,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(18.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:43.839461,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(18.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:45.276470,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(18.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:46.656036,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(18.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:48.020697,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(18.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:49.406622,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(18.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:50.794945,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.5, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(18.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:52.194045,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:53.556903,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:54.991504,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:56.445308,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:57.775024,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:21:59.039258,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.7, 5.214285714285714)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:00.467019,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.407692307692307)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:02.146597,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.407692307692307)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.4314285714285715)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:03.530225,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.407692307692307)","(5.0, 7.6, 7.408888888888889)","(4.8, 5.5, 5.415)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:04.889913,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.407692307692307)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:06.143046,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.322222222222222)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:07.403460,"(4.4, 5.1, 5.055)","(4.8, 5.6, 5.433333333333334)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:08.623196,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333334)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:09.837878,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333334)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:11.055556,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.377777777777777)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 25.0, 22.5)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 38.42857142857143)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:12.424208,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.377777777777777)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 25.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 95.0, 49.33333333333333)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:13.726568,"(4.4, 5.1, 5.055)","(4.8, 5.6, 5.377777777777777)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 49.33333333333333)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:14.946935,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 49.33333333333333)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:16.201126,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 49.33333333333333)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:17.517411,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 49.33333333333333)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:18.774212,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 49.33333333333333)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:20.076736,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 49.33333333333333)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:21.377950,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 44.25)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:22.746849,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 44.25)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:24.246282,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 44.25)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:25.511707,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 44.25)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:26.822730,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.666666666666668)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 44.25)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:28.000243,"(4.4, 5.1, 5.047058823529412)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 24.0, 19.333333333333332)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 90.0, 47.66666666666667)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:29.292507,"(4.4, 5.1, 5.055)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 23.0, 19.333333333333332)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 85.0, 43.0)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:30.652562,"(4.4, 5.1, 5.055)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 23.0, 19.333333333333332)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 85.0, 43.0)","(8.0, 10.0, 9.8)"
11-01-2023 15:22:31.950309,"(4.4, 5.1, 5.055)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 23.0, 19.333333333333332)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 85.0, 43.0)","(8.0, 10.0, 9.577777777777778)"
11-01-2023 15:22:33.119408,"(4.4, 5.1, 5.055)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 23.0, 19.333333333333332)","(9.0, 12.5, 11.944444444444445)","(16.0, 30.0, 27.5)","(21.0, 85.0, 43.0)","(8.0, 9.8, 9.577777777777778)"
11-01-2023 15:22:34.396663,"(4.4, 5.1, 5.055)","(4.8, 5.6, 5.433333333333333)","(5.0, 7.6, 7.45)","(4.8, 5.5, 5.405555555555556)","(17.0, 23.0, 19.333333333333332)","(9.0, 12.5, 12.115384615384615)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.8, 9.466666666666667)"
11-01-2023 15:22:35.624785,"(4.4, 5.0, 4.941666666666666)","(4.8, 5.5, 5.347058823529411)","(5.0, 7.6, 7.410526315789474)","(4.8, 5.5, 5.49)","(17.0, 23.0, 21.6)","(9.0, 12.5, 13.285714285714285)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.6, 8.423529411764706)"
11-01-2023 15:22:36.808906,"(4.4, 5.0, 4.933333333333334)","(4.8, 5.5, 5.347058823529411)","(5.0, 7.6, 7.410526315789474)","(4.8, 5.5, 5.491176470588235)","(17.0, 23.0, 19.333333333333332)","(9.0, 13.5, 13.285714285714285)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.6, 8.6)"
11-01-2023 15:22:38.051865,"(4.4, 5.0, 4.9797101449275365)","(4.8, 5.5, 5.3307692307692305)","(5.0, 7.6, 6.752173913043478)","(4.8, 5.5, 5.491891891891892)","(17.0, 23.0, 18.416666666666668)","(9.0, 13.5, 13.285714285714285)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.6, 8.6)"
11-01-2023 15:22:39.323320,"(4.4, 5.0, 4.980555555555555)","(4.8, 5.8, 5.752941176470588)","(5.0, 7.6, 6.752173913043478)","(4.8, 5.5, 5.491891891891892)","(17.0, 23.0, 18.416666666666668)","(9.0, 13.5, 13.285714285714285)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.6, 8.6)"
11-01-2023 15:22:40.493985,"(4.4, 5.0, 4.980821917808219)","(4.8, 5.8, 5.752941176470588)","(5.0, 7.6, 7.3)","(4.8, 5.5, 5.491891891891892)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.285714285714285)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.6, 8.757894736842106)"
11-01-2023 15:22:41.621830,"(4.4, 5.0, 4.988571428571428)","(4.8, 5.8, 5.752941176470588)","(5.0, 7.4, 7.16)","(4.8, 5.5, 5.491891891891892)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.285714285714285)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.6, 8.904347826086957)"
11-01-2023 15:22:42.725395,"(4.4, 5.0, 4.988571428571428)","(4.8, 5.8, 5.752941176470588)","(5.0, 7.4, 7.16)","(4.8, 5.5, 5.491891891891892)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.285714285714285)","(16.0, 30.0, 27.5)","(21.0, 85.0, 62.5)","(8.0, 9.6, 8.904347826086957)"
11-01-2023 15:22:43.911730,"(4.4, 5.0, 4.988571428571428)","(4.8, 5.8, 5.752941176470588)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.492307692307692)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 85.0, 52.75)","(8.0, 9.6, 8.327272727272726)"
11-01-2023 15:22:45.029878,"(4.4, 5.0, 4.988571428571428)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.492307692307692)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 85.0, 61.0)","(8.0, 9.6, 8.327272727272726)"
11-01-2023 15:22:46.119898,"(4.4, 5.0, 4.988571428571428)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.491428571428571)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.327272727272726)"
11-01-2023 15:22:47.305777,"(4.4, 5.1, 5.082857142857143)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.491428571428571)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.327272727272726)"
11-01-2023 15:22:48.550110,"(4.4, 5.1, 5.082857142857143)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.491428571428571)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.327272727272726)"
11-01-2023 15:22:49.827321,"(4.4, 5.1, 5.082857142857143)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.491428571428571)","(17.0, 23.0, 21.38235294117647)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:22:51.005522,"(4.4, 5.1, 5.082857142857143)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.491428571428571)","(17.0, 23.0, 21.9)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:22:52.535352,"(4.4, 5.1, 5.182608695652174)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.491428571428571)","(17.0, 23.0, 21.9)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:22:53.817790,"(4.4, 5.2, 5.182608695652174)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.491428571428571)","(17.0, 23.0, 21.9)","(9.0, 13.5, 13.0)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:22:55.169800,"(4.4, 5.2, 5.182608695652174)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.5, 5.666666666666667)","(17.0, 23.0, 21.9)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:22:56.577663,"(4.4, 5.2, 5.182608695652174)","(4.8, 5.8, 5.661538461538462)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.8, 5.666666666666667)","(17.0, 23.0, 21.9)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:22:58.019951,"(4.4, 5.2, 5.050000000000001)","(4.8, 5.8, 5.718181818181818)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.8, 5.666666666666667)","(17.0, 23.0, 20.5)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:22:59.487555,"(4.4, 5.2, 5.050000000000001)","(4.8, 5.8, 5.718181818181818)","(5.0, 7.4, 7.030769230769231)","(4.8, 5.8, 5.666666666666667)","(17.0, 23.0, 20.5)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:00.786791,"(4.4, 5.2, 5.050000000000001)","(4.8, 5.8, 5.718181818181818)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.666666666666667)","(17.0, 23.0, 20.5)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 80.0, 61.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:02.084464,"(4.4, 5.2, 5.050000000000001)","(4.8, 5.8, 5.718181818181818)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.666666666666667)","(17.0, 23.0, 20.5)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 80.0, 46.714285714285715)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:03.414730,"(4.4, 5.2, 5.050000000000001)","(4.8, 5.8, 5.718181818181818)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.666666666666667)","(17.0, 23.0, 20.5)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 75.0, 46.714285714285715)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:04.810167,"(4.4, 5.2, 5.071428571428571)","(4.8, 5.8, 5.718181818181818)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.666666666666667)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.366666666666667)","(16.0, 30.0, 27.5)","(21.0, 75.0, 46.714285714285715)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:06.173655,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 75.0, 46.714285714285715)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:07.462708,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 75.0, 46.714285714285715)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:08.743876,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 75.0, 46.714285714285715)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:10.081957,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 75.0, 46.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:11.326123,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 70.0, 46.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:12.613163,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 70.0, 46.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:13.915487,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 70.0, 46.0)","(8.0, 9.6, 8.2875)"
11-01-2023 15:23:15.257457,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 70.0, 46.0)","(8.0, 9.6, 8.399999999999999)"
11-01-2023 15:23:16.511598,"(4.4, 5.3, 5.109090909090909)","(4.8, 5.8, 5.692)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.650980392156863)","(17.0, 23.0, 20.3)","(9.0, 13.5, 13.433333333333334)","(16.0, 30.0, 27.5)","(21.0, 70.0, 46.0)","(8.0, 9.4, 8.399999999999999)"
