,Twenty Two Black,Aeroplane Ellie,Determination,Latham Bale,Islas Boy,Conor Pass,Kelseys Girl,Just Shout
09-01-2023 12:41:39.498551,"(5.0, 7.6, 6.8)","(4.6, 6.2, 5.64)","(5.0, 6.4, 5.7)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.004545454545454)","(7.0, 11.5, 9.152173913043478)","(5.0, 8.0, 7.236363636363636)","(5.0, 7.8, 6.886956521739131)"
09-01-2023 12:41:40.568705,"(5.0, 7.6, 6.8)","(4.6, 6.2, 5.64)","(5.0, 6.4, 5.7)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.004545454545454)","(7.0, 11.5, 9.152173913043478)","(5.0, 8.0, 7.236363636363636)","(5.0, 7.8, 7.1)"
09-01-2023 12:41:41.834946,"(5.0, 7.6, 6.8)","(4.6, 6.2, 5.64)","(5.0, 6.4, 5.7)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.004545454545454)","(7.0, 11.5, 9.152173913043478)","(5.0, 8.0, 7.236363636363636)","(5.0, 7.8, 7.1)"
09-01-2023 12:41:42.989213,"(5.0, 7.6, 6.8)","(4.6, 6.2, 5.64)","(5.0, 6.4, 5.675)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.130612244897959)","(7.0, 11.5, 9.762500000000001)","(5.0, 8.0, 7.5)","(5.0, 7.8, 7.1)"
09-01-2023 12:41:44.080621,"(5.0, 7.6, 6.963636363636364)","(4.6, 6.2, 5.64)","(5.0, 6.2, 5.75)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.130612244897959)","(7.0, 11.0, 9.296774193548387)","(5.0, 7.8, 6.892307692307692)","(5.0, 7.8, 6.886956521739131)"
09-01-2023 12:41:45.204969,"(5.0, 7.6, 6.395348837209302)","(4.6, 6.2, 5.64)","(5.0, 6.2, 5.75)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.130612244897959)","(7.0, 11.0, 9.296774193548387)","(5.0, 8.0, 6.95)","(5.0, 7.8, 6.886956521739131)"
09-01-2023 12:41:46.269450,"(5.0, 7.6, 6.395348837209302)","(4.6, 6.2, 5.64)","(5.0, 6.2, 5.75)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.130612244897959)","(7.0, 11.0, 9.296774193548387)","(5.0, 8.0, 6.95)","(5.0, 7.8, 6.886956521739131)"
09-01-2023 12:41:47.250413,"(5.0, 7.4, 6.5600000000000005)","(4.6, 6.2, 5.64)","(5.0, 6.2, 5.75)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.130612244897959)","(7.0, 11.0, 9.296774193548387)","(5.0, 8.0, 7.485714285714286)","(5.0, 7.8, 7.1)"
09-01-2023 12:41:48.227314,"(5.0, 7.4, 6.5600000000000005)","(4.6, 6.2, 5.64)","(5.0, 6.2, 5.8)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.215384615384615)","(7.0, 11.0, 9.296774193548387)","(5.0, 8.0, 9.333333333333334)","(5.0, 7.8, 7.1)"
09-01-2023 12:41:49.225922,"(5.0, 7.4, 6.344)","(4.6, 6.2, 5.64)","(5.0, 6.2, 6.090909090909091)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.296774193548387)","(5.0, 9.8, 9.333333333333334)","(5.0, 7.8, 7.1)"
09-01-2023 12:41:50.251220,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.2, 6.114285714285714)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.302702702702703)","(7.0, 11.0, 9.296774193548387)","(5.0, 9.8, 9.333333333333334)","(5.0, 7.8, 6.866666666666666)"
09-01-2023 12:41:51.339459,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.64)","(5.0, 6.2, 6.297435897435898)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.302702702702703)","(7.0, 11.0, 9.296774193548387)","(5.0, 9.8, 9.566666666666666)","(5.0, 7.8, 6.8068965517241375)"
09-01-2023 12:41:52.384977,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.64)","(5.0, 6.4, 6.297435897435898)","(26.0, 28.0, 27.0)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.296774193548387)","(5.0, 9.8, 7.8500000000000005)","(5.0, 7.6, 6.8068965517241375)"
09-01-2023 12:41:53.471836,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.64)","(5.0, 6.4, 5.816666666666666)","(26.0, 28.0, 26.8)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.044444444444444)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.8068965517241375)"
09-01-2023 12:41:54.540314,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.64)","(5.0, 6.4, 5.816666666666666)","(26.0, 28.0, 26.8)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.8068965517241375)"
09-01-2023 12:41:55.632926,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.4, 6.108333333333333)","(26.0, 28.0, 26.8)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.892307692307692)"
09-01-2023 12:41:56.786892,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.4, 6.215789473684211)","(26.0, 28.0, 26.8)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:41:57.926994,"(5.0, 7.4, 6.341176470588236)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.4, 6.310256410256411)","(26.0, 27.0, 25.333333333333332)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:41:58.938884,"(5.0, 7.4, 6.32)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.527027027027026)","(26.0, 27.0, 22.833333333333332)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:41:59.977300,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.485714285714286)","(26.0, 27.0, 22.535714285714285)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:01.033685,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.485714285714286)","(26.0, 27.0, 22.535714285714285)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:02.130284,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.485714285714286)","(26.0, 27.0, 22.535714285714285)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:03.150239,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.32)","(26.0, 27.0, 22.535714285714285)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:04.230806,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.46)","(26.0, 27.0, 22.714285714285715)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:05.287160,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.88235294117647)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:06.320818,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.88235294117647)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:07.343552,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.5777777777777775)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.88235294117647)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:08.359863,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.88235294117647)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.892307692307692)"
09-01-2023 12:42:09.441136,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.88235294117647)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.053846153846154)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:10.527840,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.88235294117647)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.053846153846154)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:11.618462,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:12.716587,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:13.782974,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:14.842697,"(5.0, 7.2, 6.366666666666667)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.15)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:15.910497,"(5.0, 7.2, 6.342857142857143)","(4.6, 6.2, 5.57)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.48)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:16.919156,"(5.0, 7.2, 6.342857142857143)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:17.984130,"(5.0, 7.2, 6.342857142857143)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:19.044196,"(5.0, 7.2, 6.342857142857143)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:20.102459,"(5.0, 7.2, 6.342857142857143)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.896)"
09-01-2023 12:42:21.153901,"(5.0, 7.2, 6.342857142857143)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.909090909090909)"
09-01-2023 12:42:22.148145,"(5.0, 7.2, 6.248780487804878)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.909090909090909)"
09-01-2023 12:42:23.159979,"(5.0, 7.0, 6.377777777777778)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 23.071428571428573)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.808333333333333)"
09-01-2023 12:42:24.225791,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.7785714285714285)"
09-01-2023 12:42:25.321818,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.7785714285714285)"
09-01-2023 12:42:26.356086,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(26.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.909090909090909)"
09-01-2023 12:42:27.424081,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.392307692307693)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.909090909090909)"
09-01-2023 12:42:28.427471,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.808333333333333)"
09-01-2023 12:42:29.436042,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:30.498524,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.188235294117646)","(7.0, 11.0, 9.100000000000001)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.785185185185185)"
09-01-2023 12:42:31.616951,"(5.0, 7.0, 6.236363636363636)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.6, 8.430769230769231)","(7.0, 11.0, 9.715384615384616)","(5.0, 9.8, 8.8)","(5.0, 7.6, 6.878260869565217)"
09-01-2023 12:42:32.746387,"(5.0, 7.0, 5.786666666666667)","(4.6, 6.0, 5.6)","(5.0, 6.6, 6.548148148148147)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.430769230769231)","(7.0, 10.5, 9.715384615384616)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.4, 6.878260869565217)"
09-01-2023 12:42:33.899086,"(5.0, 6.8, 5.961904761904762)","(4.6, 6.0, 5.6)","(5.0, 6.8, 6.735714285714286)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.276)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.4, 6.878260869565217)"
09-01-2023 12:42:35.033465,"(5.0, 6.8, 5.830952380952381)","(4.6, 6.0, 5.6)","(5.0, 7.0, 6.285714285714286)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.042857142857143)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.4, 7.05)"
09-01-2023 12:42:36.120239,"(5.0, 6.6, 6.449999999999999)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.444444444444445)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.276)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.2, 6.699999999999999)"
09-01-2023 12:42:37.187055,"(5.0, 6.6, 6.15)","(4.6, 6.0, 5.5200000000000005)","(5.0, 7.0, 6.696969696969697)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.276)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.2, 6.699999999999999)"
09-01-2023 12:42:38.234446,"(5.0, 6.6, 6.15)","(4.6, 6.0, 5.5200000000000005)","(5.0, 7.0, 6.696969696969697)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.276)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.2, 6.699999999999999)"
09-01-2023 12:42:39.310230,"(5.0, 6.6, 6.15)","(4.6, 6.0, 5.5200000000000005)","(5.0, 7.0, 6.696969696969697)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.276)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.2, 6.699999999999999)"
09-01-2023 12:42:40.416568,"(5.0, 6.6, 6.15)","(4.6, 6.0, 5.5200000000000005)","(5.0, 7.0, 6.769230769230769)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.276)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.2, 6.9)"
09-01-2023 12:42:41.539493,"(5.0, 6.6, 6.15)","(4.6, 6.0, 5.5200000000000005)","(5.0, 7.0, 6.466666666666667)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.127272727272727)","(7.0, 10.5, 9.276)","(5.0, 9.8, 8.942857142857143)","(5.0, 7.2, 6.9)"
09-01-2023 12:42:42.640943,"(5.0, 6.6, 6.15)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.466666666666667)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.5, 9.042857142857143)","(5.0, 9.8, 9.028571428571428)","(5.0, 7.2, 6.9)"
09-01-2023 12:42:43.764635,"(5.0, 6.6, 6.253846153846154)","(4.6, 6.0, 5.733333333333333)","(5.0, 7.0, 6.6)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.44)","(7.0, 10.5, 9.042857142857143)","(5.0, 9.8, 9.1)","(5.0, 7.2, 6.955555555555556)"
09-01-2023 12:42:44.873608,"(5.0, 6.6, 6.253846153846154)","(4.6, 6.0, 5.733333333333333)","(5.0, 7.0, 6.75)","(21.0, 27.0, 22.652173913043477)","(8.0, 9.4, 8.333333333333332)","(7.0, 10.5, 9.042857142857143)","(5.0, 10.0, 9.273333333333333)","(5.0, 7.4, 6.866666666666666)"
09-01-2023 12:42:45.960872,"(5.0, 6.4, 5.933333333333334)","(4.6, 6.0, 5.466666666666667)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.625)","(8.0, 9.4, 8.257142857142858)","(7.0, 10.5, 9.042857142857143)","(5.0, 10.5, 9.35)","(5.0, 7.6, 6.988888888888889)"
09-01-2023 12:42:47.035123,"(5.0, 6.4, 5.855555555555556)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.8)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.5, 9.042857142857143)","(5.0, 10.5, 9.35)","(5.0, 7.6, 7.08235294117647)"
09-01-2023 12:42:48.076774,"(5.0, 6.4, 5.855555555555556)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.833333333333332)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.5, 9.042857142857143)","(5.0, 10.5, 9.35)","(5.0, 7.6, 7.08235294117647)"
09-01-2023 12:42:49.155883,"(5.0, 6.4, 5.855555555555556)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.833333333333332)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.5, 9.042857142857143)","(5.0, 10.5, 9.35)","(5.0, 7.6, 7.08235294117647)"
09-01-2023 12:42:50.210877,"(5.0, 6.4, 5.855555555555556)","(4.6, 6.0, 5.466666666666667)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.833333333333332)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.5, 9.042857142857143)","(5.0, 10.5, 9.35)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:51.315342,"(5.0, 6.4, 5.855555555555556)","(4.6, 6.0, 5.733333333333333)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.8)","(8.0, 9.4, 8.301960784313726)","(7.0, 10.5, 9.042857142857143)","(5.0, 10.5, 9.35)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:52.433872,"(5.0, 6.4, 5.855555555555556)","(4.6, 6.0, 5.733333333333333)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.8)","(8.0, 9.4, 8.301960784313726)","(7.0, 10.5, 9.7)","(5.0, 10.5, 8.82)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:53.570270,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.833333333333332)","(8.0, 9.4, 8.378723404255318)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.511764705882353)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:54.710916,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.833333333333332)","(8.0, 9.4, 8.378723404255318)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.877777777777778)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:55.823959,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.466666666666667)","(5.0, 7.0, 6.5)","(21.0, 27.0, 22.833333333333332)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.877777777777778)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:56.861394,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 26.0, 24.0)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.769565217391305)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:57.891690,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.23076923076923)","(8.0, 9.4, 8.309090909090909)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.877777777777778)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:58.926145,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 26.0, 23.272727272727273)","(8.0, 9.4, 8.490909090909092)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.877777777777778)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:42:59.947621,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.5200000000000005)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.666666666666668)","(8.0, 9.4, 8.490909090909092)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.877777777777778)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:43:00.975948,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.466666666666667)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.8)","(8.0, 9.4, 8.490909090909092)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.769565217391305)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:43:02.029768,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.466666666666667)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.8)","(8.0, 9.4, 8.233333333333334)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.769565217391305)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:43:03.091774,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.733333333333333)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.8)","(8.0, 9.4, 8.233333333333334)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.769565217391305)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:43:04.189602,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.733333333333333)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.8)","(8.0, 9.4, 8.466666666666667)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.877777777777778)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:43:05.176233,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.733333333333333)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.8)","(8.0, 9.4, 8.466666666666667)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.8)","(5.0, 7.6, 6.9714285714285715)"
09-01-2023 12:43:06.193620,"(5.0, 6.4, 5.753846153846154)","(4.6, 6.0, 5.6000000000000005)","(5.0, 7.0, 6.5)","(21.0, 26.0, 22.666666666666668)","(8.0, 9.2, 9.0)","(7.0, 10.0, 9.4)","(5.0, 10.5, 9.8)","(5.0, 7.6, 6.9714285714285715)"
