,Mustang Dude,Eastbro Tex,Dallas Cowgirl,Darby Brights,Beyonski,Taleggio,Shez Got Bling,Lesvos Lad
05-01-2023 14:19:34.454955,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 14.545454545454545)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 77.14285714285714)"
05-01-2023 14:19:35.756614,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 14.545454545454545)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 77.14285714285714)"
05-01-2023 14:19:37.249721,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 14.545454545454545)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 77.14285714285714)"
05-01-2023 14:19:38.673752,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 14.545454545454545)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:40.076255,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 14.545454545454545)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:41.475739,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 14.545454545454545)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:42.890946,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 14.545454545454545)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:44.364670,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 25.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:45.761146,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:47.228712,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:48.716828,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:50.266933,"(6.0, 9.4, 7.65)","(2.05, 2.84, 2.734285714285714)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:51.854614,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.734285714285714)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:53.468052,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.734285714285714)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:54.889841,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.734285714285714)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:56.331132,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:57.778298,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:19:59.137929,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:20:00.480817,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:20:01.733948,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:20:03.173963,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:20:04.910336,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:20:06.341837,"(6.0, 9.4, 7.222222222222222)","(2.05, 2.84, 2.2930434782608695)","(15.0, 24.0, 17.0)","(5.5, 8.8, 7.130769230769231)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 72.0)"
05-01-2023 14:20:07.808059,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:09.295390,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:10.766604,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:12.216334,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:13.597133,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:14.925073,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:16.277474,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:17.500212,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:18.753735,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:20.014564,"(6.0, 9.2, 7.64)","(2.05, 2.78, 2.508)","(15.0, 22.0, 14.916666666666666)","(5.5, 8.6, 7.4399999999999995)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:21.261578,"(6.0, 9.0, 7.8)","(2.05, 2.78, 2.5949999999999998)","(15.0, 22.0, 16.0)","(5.5, 8.6, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:22.567726,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:23.903285,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:25.350967,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:26.711870,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:28.112118,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:29.569741,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:30.910312,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:32.301686,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:33.765269,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:35.339623,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:36.574963,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:37.813107,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:39.006065,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:40.197102,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:41.509290,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:42.898516,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:44.242204,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:45.590380,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:46.852610,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:48.125066,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:49.391884,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:50.769893,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:52.169484,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:53.456142,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:54.541913,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:55.759379,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:57.080884,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:58.458872,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:20:59.909771,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:01.224327,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:02.659033,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:04.295714,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:05.582502,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:06.856491,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:08.126362,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:09.392823,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:10.624650,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:11.836783,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:12.945205,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:14.075600,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:15.200213,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
05-01-2023 14:21:16.373100,"(6.0, 9.0, 7.8)","(2.05, 2.76, 2.5949999999999998)","(15.0, 21.0, 16.0)","(5.5, 8.4, 7.7250000000000005)","(41.0, 85.0, 55.0)","(21.0, 46.0, 34.0)","(3.3, 5.3, 4.955555555555556)","(61.0, 180.0, 76.5)"
