,Elviare,Enuff For Me,Lenny Rocket,Caddy,Chilena,Flying Carmen,Valentina Express
06-01-2023 12:42:00.060177,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
06-01-2023 12:42:01.197673,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
06-01-2023 12:42:02.268512,"(12.0, 23.0, 20.42857142857143)","(41.0, 160.0, 128.57142857142856)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
06-01-2023 12:42:03.392215,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
06-01-2023 12:42:04.475538,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
06-01-2023 12:42:05.499984,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
06-01-2023 12:42:06.581161,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.266666666666667)","(1.2, 1.35, 1.29044776119403)"
06-01-2023 12:42:07.670966,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.8, 7.0)","(1.2, 1.35, 1.2939344262295083)"
06-01-2023 12:42:08.650024,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.0)","(1.2, 1.35, 1.2939344262295083)"
06-01-2023 12:42:09.722368,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.0)","(1.2, 1.35, 1.2939344262295083)"
06-01-2023 12:42:10.768552,"(12.0, 23.0, 20.42857142857143)","(41.0, 120.0, 108.33333333333333)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.0)","(1.2, 1.35, 1.2928915662650602)"
06-01-2023 12:42:11.912539,"(12.0, 23.0, 19.0)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 73.2)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.0)","(1.2, 1.35, 1.2928915662650602)"
06-01-2023 12:42:13.046795,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.0)","(1.2, 1.35, 1.2928915662650602)"
06-01-2023 12:42:14.145651,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.0)","(1.2, 1.35, 1.2928915662650602)"
06-01-2023 12:42:15.158822,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.0)","(1.2, 1.35, 1.2928915662650602)"
06-01-2023 12:42:16.263318,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.35, 1.2915384615384615)"
06-01-2023 12:42:17.270029,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:18.392938,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:19.510398,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:20.490387,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:21.610505,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:22.791222,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:23.905115,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:24.989641,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:25.999052,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:27.033327,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:28.122171,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:29.160979,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2915384615384615)"
06-01-2023 12:42:30.216685,"(12.0, 23.0, 19.666666666666668)","(41.0, 110.0, 100.0)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:31.401135,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:32.540970,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:33.720260,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:34.936722,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 144.16666666666669)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:36.114517,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:37.292975,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:38.476817,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:39.653705,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:40.858716,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:42.034406,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:43.222833,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:44.510878,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:45.686572,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:46.979591,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:48.200389,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:49.428486,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 42.666666666666664)","(26.0, 120.0, 81.0)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.228571428571429)","(1.2, 1.33, 1.2961016949152542)"
06-01-2023 12:42:50.715634,"(12.0, 23.0, 19.666666666666668)","(41.0, 100.0, 85.71428571428572)","(19.0, 50.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 7.4, 7.36)","(1.2, 1.33, 1.2853571428571429)"
06-01-2023 12:42:51.944260,"(12.0, 28.0, 23.0)","(41.0, 100.0, 85.71428571428572)","(19.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.2, 1.33, 1.2848)"
06-01-2023 12:42:53.132817,"(12.0, 28.0, 23.0)","(41.0, 100.0, 85.71428571428572)","(19.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.12)","(1.2, 1.33, 1.2848)"
06-01-2023 12:42:54.351109,"(12.0, 28.0, 23.0)","(41.0, 100.0, 85.71428571428572)","(19.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 7.6, 7.12)","(1.2, 1.33, 1.2848)"
06-01-2023 12:42:55.471056,"(12.0, 28.0, 23.0)","(41.0, 100.0, 85.71428571428572)","(19.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 7.6, 7.12)","(1.2, 1.33, 1.2848)"
06-01-2023 12:42:56.696230,"(12.0, 28.0, 23.0)","(41.0, 100.0, 85.71428571428572)","(19.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 7.6, 7.75)","(1.2, 1.33, 1.2848)"
06-01-2023 12:42:57.884165,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.2, 7.6000000000000005)","(1.18, 1.33, 1.2848)"
06-01-2023 12:42:59.027427,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2848)"
06-01-2023 12:43:00.230229,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2848)"
06-01-2023 12:43:01.503852,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2848)"
06-01-2023 12:43:02.711862,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2848)"
06-01-2023 12:43:03.956732,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2848)"
06-01-2023 12:43:05.175126,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2848)"
06-01-2023 12:43:06.341397,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2846875)"
06-01-2023 12:43:07.502254,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 7.6000000000000005)","(1.18, 1.33, 1.2846875)"
06-01-2023 12:43:08.593647,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.4, 6.890909090909091)","(1.18, 1.33, 1.2846875)"
06-01-2023 12:43:09.732851,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.2, 7.36)","(1.18, 1.33, 1.2839024390243903)"
06-01-2023 12:43:11.060763,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:12.282601,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:13.538962,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:14.731325,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:15.887624,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:17.054672,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:18.107742,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:19.314252,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:20.415956,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:21.439289,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:22.568529,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:23.704759,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:24.924498,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:26.134601,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:27.318338,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:28.485095,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:29.538658,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:30.624372,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:31.721456,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:32.708428,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:33.859150,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:34.934540,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:36.104695,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:37.259061,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:38.646346,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:40.232644,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:41.601779,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:43.179346,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:44.635930,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:45.845769,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.71428571428572)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:47.379872,"(13.0, 28.0, 23.0)","(51.0, 100.0, 85.0)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.2839024390243903)"
06-01-2023 12:43:48.501097,"(13.0, 28.0, 26.333333333333336)","(51.0, 100.0, 85.0)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.3092926045016078)"
06-01-2023 12:43:49.720361,"(13.0, 28.0, 26.333333333333336)","(51.0, 100.0, 85.0)","(20.0, 55.0, 46.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 115.0)","(5.0, 8.0, 7.36)","(1.18, 1.32, 1.3092926045016078)"
