,Goldstar Spencer,Opawa Chrissy,Diamond Alex,Tiggerlong Panda,Iced Mocha,Goldstar Brooks,Ava Effort
05-01-2023 14:27:28.824747,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 2.8742857142857146)","(12.0, 29.0, 17.333333333333332)","(12.0, 29.0, 16.666666666666668)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:29.782622,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 2.8742857142857146)","(12.0, 29.0, 17.333333333333332)","(12.0, 29.0, 16.666666666666668)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:30.776715,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 2.8742857142857146)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:31.699096,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 2.8742857142857146)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:32.666878,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 2.8742857142857146)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:33.685403,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 2.8742857142857146)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:34.706958,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 2.8742857142857146)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:35.773926,"(7.0, 13.5, 12.81)","(2.0, 3.45, 2.87)","(2.6, 5.4, 3.204)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:36.857475,"(7.0, 13.5, 12.542857142857143)","(2.0, 3.45, 2.8285714285714287)","(2.6, 5.3, 3.204)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:37.961544,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.8285714285714287)","(2.6, 5.3, 3.204)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:39.071990,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.8285714285714287)","(2.6, 5.3, 3.204)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:40.231037,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.3775)","(2.6, 5.3, 3.204)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 68.83333333333334)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:41.378025,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.3775)","(2.6, 5.3, 3.204)","(12.0, 30.0, 16.125)","(12.0, 30.0, 15.375)","(19.0, 95.0, 85.1875)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:42.465269,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.3775)","(2.6, 5.3, 3.204)","(12.0, 30.0, 23.0625)","(12.0, 30.0, 15.375)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:43.529677,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.3775)","(2.6, 5.3, 3.204)","(12.0, 30.0, 23.0625)","(12.0, 30.0, 15.375)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:44.603586,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.3775)","(2.6, 5.3, 3.204)","(12.0, 30.0, 23.0625)","(12.0, 30.0, 15.375)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:45.568338,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.3775)","(2.6, 5.3, 3.204)","(12.0, 30.0, 23.0625)","(12.0, 30.0, 15.375)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:46.600833,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 2.3775)","(2.6, 5.3, 3.204)","(12.0, 30.0, 23.0625)","(12.0, 30.0, 15.375)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:47.605498,"(7.0, 13.5, 11.333333333333332)","(2.0, 3.45, 3.147857142857143)","(2.6, 5.3, 3.204)","(12.0, 30.0, 23.0625)","(12.0, 30.0, 15.375)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:48.615231,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 26.916666666666668)","(12.0, 30.0, 26.75)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:49.731834,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:50.878059,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:52.050625,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:53.274681,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:54.523101,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:55.689065,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:56.864894,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:58.081581,"(7.0, 14.0, 11.666666666666668)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 86.27777777777777)","(16.0, 50.0, 41.0)"
05-01-2023 14:27:59.269507,"(7.0, 14.0, 13.26)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 82.0)","(16.0, 50.0, 41.0)"
05-01-2023 14:28:00.390719,"(7.0, 14.0, 13.26)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 24.714285714285715)","(12.0, 30.0, 24.571428571428573)","(19.0, 95.0, 82.0)","(16.0, 50.0, 46.72727272727273)"
05-01-2023 14:28:01.502977,"(7.0, 14.0, 13.26)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 30.0, 22.88888888888889)","(12.0, 30.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:02.550720,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:03.563354,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:04.704199,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:05.789878,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:06.937741,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.2585714285714285)","(2.6, 5.3, 3.204)","(12.0, 32.0, 18.82142857142857)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:08.132533,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.275714285714286)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:09.287807,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.275714285714286)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:10.419814,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.275714285714286)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:11.617062,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.275714285714286)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:12.821603,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.275714285714286)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:14.040381,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:15.287712,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:16.534136,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:17.721293,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.894736842105264)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:18.858511,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.3, 3.204)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:20.067564,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.3, 3.52)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:21.207323,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 47.0)"
05-01-2023 14:28:22.315596,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 44.083333333333336)"
05-01-2023 14:28:23.452561,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:24.579451,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:25.666986,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 16.625)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 82.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:26.837082,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 18.333333333333336)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:27.987135,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:29.156899,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.765)","(2.6, 5.2, 3.52)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 23.857142857142858)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:30.356503,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.64)","(2.6, 5.2, 3.31)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:31.475713,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.64)","(2.6, 5.2, 3.31)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:32.659841,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.64)","(2.6, 5.2, 3.31)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:33.885224,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.64)","(2.6, 5.2, 3.31)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:35.096878,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.64)","(2.6, 5.2, 3.31)","(12.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(16.0, 50.0, 41.25)"
05-01-2023 14:28:36.308810,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.2, 4.3533333333333335)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(17.0, 50.0, 41.25)"
05-01-2023 14:28:37.494754,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.2, 4.3533333333333335)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(17.0, 50.0, 41.25)"
05-01-2023 14:28:38.692796,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.2, 4.3533333333333335)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(17.0, 50.0, 41.25)"
05-01-2023 14:28:39.856270,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.2, 4.3533333333333335)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(17.0, 50.0, 41.25)"
05-01-2023 14:28:41.003890,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.2, 3.25)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(17.0, 50.0, 41.25)"
05-01-2023 14:28:42.170318,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.2, 3.25)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 26.0)","(19.0, 95.0, 56.0)","(17.0, 50.0, 41.25)"
05-01-2023 14:28:43.302477,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.8083333333333336)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 56.0)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:44.442157,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.8083333333333336)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 56.0)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:45.618893,"(7.0, 14.0, 8.6)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.8083333333333336)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 56.0)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:46.778092,"(7.0, 14.0, 11.78)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.8083333333333336)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 56.0)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:47.978027,"(7.0, 14.0, 11.78)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.8083333333333336)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 56.0)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:49.186247,"(7.0, 14.0, 9.68)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.8083333333333336)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:50.374105,"(7.0, 14.0, 9.68)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.8083333333333336)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:51.575455,"(7.0, 14.0, 9.68)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 27.363636363636363)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:52.776169,"(7.0, 14.0, 9.68)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 22.88888888888889)","(12.0, 29.0, 29.26086956521739)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:54.004026,"(7.0, 14.0, 9.68)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 22.88888888888889)","(12.0, 32.0, 29.26086956521739)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:55.153866,"(7.0, 14.0, 9.68)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 22.88888888888889)","(12.0, 32.0, 29.375)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:56.512866,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 22.88888888888889)","(12.0, 32.0, 29.375)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:57.780316,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 22.88888888888889)","(12.0, 32.0, 29.375)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:28:59.048055,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 16.625)","(12.0, 32.0, 29.375)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 47.84375)"
05-01-2023 14:29:00.331855,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9125)","(13.0, 32.0, 20.173076923076923)","(12.0, 32.0, 14.0625)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 38.66666666666667)"
05-01-2023 14:29:01.579170,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.792307692307692)","(13.0, 32.0, 20.173076923076923)","(12.0, 32.0, 14.5)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 38.66666666666667)"
05-01-2023 14:29:02.799174,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9571428571428573)","(13.0, 32.0, 20.173076923076923)","(12.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 38.66666666666667)"
05-01-2023 14:29:04.043577,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 2.9571428571428573)","(13.0, 32.0, 20.173076923076923)","(12.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 38.66666666666667)"
05-01-2023 14:29:05.177802,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 3.24)","(13.0, 32.0, 20.173076923076923)","(12.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(17.0, 50.0, 38.66666666666667)"
05-01-2023 14:29:06.392814,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 3.24)","(13.0, 32.0, 20.173076923076923)","(12.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.66666666666667)"
05-01-2023 14:29:07.663843,"(7.0, 14.0, 11.78)","(2.0, 3.45, 2.64)","(2.6, 5.1, 3.4133333333333336)","(14.0, 32.0, 20.173076923076923)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.66666666666667)"
05-01-2023 14:29:09.021572,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.0, 3.4133333333333336)","(14.0, 32.0, 20.173076923076923)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:10.429064,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.0, 3.4133333333333336)","(14.0, 32.0, 20.173076923076923)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:11.691357,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.0, 3.4133333333333336)","(14.0, 32.0, 20.173076923076923)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:12.963740,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.0, 3.4133333333333336)","(14.0, 32.0, 20.173076923076923)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:14.273276,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.0, 3.4133333333333336)","(14.0, 32.0, 20.173076923076923)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:15.597639,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.0, 4.273333333333333)","(14.0, 32.0, 20.173076923076923)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:16.883931,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 4.273333333333333)","(14.0, 32.0, 20.61111111111111)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:18.095435,"(7.0, 14.0, 12.15)","(2.0, 3.45, 2.64)","(2.6, 5.1, 4.273333333333333)","(14.0, 32.0, 22.68181818181818)","(13.0, 32.0, 21.09090909090909)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:19.296950,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 4.273333333333333)","(14.0, 32.0, 22.68181818181818)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:20.436903,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 4.273333333333333)","(14.0, 32.0, 22.68181818181818)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
05-01-2023 14:29:21.707529,"(7.0, 14.0, 9.8)","(2.0, 3.45, 2.64)","(2.6, 5.1, 4.273333333333333)","(14.0, 32.0, 22.68181818181818)","(13.0, 32.0, 20.333333333333336)","(19.0, 95.0, 46.5625)","(18.0, 50.0, 38.83333333333333)"
