,Flop Wedge,Arthur Chance,Canya Side Kick,Cyberpunk Wave,Foxy Foliaki,Jai Cool Guy,Always Dream,Bears Best
09-01-2023 16:11:41.795585,"(61.0, 140.0, 133.33333333333334)","(5.0, 7.2, 6.883333333333333)","(10.0, 15.0, 13.8)","(2.25, 2.58, 2.559)","(20.0, 32.0, 31.0)","(8.5, 11.5, 11.173469387755102)","(4.2, 5.4, 5.17872340425532)","(10.0, 15.0, 16.647058823529413)"
09-01-2023 16:11:42.847558,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.631578947368421)","(10.0, 14.5, 14.055555555555555)","(2.25, 2.58, 2.5632)","(20.0, 32.0, 31.0)","(8.5, 11.5, 11.173469387755102)","(4.2, 5.2, 5.18)","(10.0, 17.0, 16.7)"
09-01-2023 16:11:43.941128,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.658823529411765)","(10.0, 14.5, 14.0)","(2.25, 2.62, 2.5872727272727274)","(20.0, 32.0, 31.0)","(8.5, 11.5, 11.173469387755102)","(4.2, 5.3, 5.25)","(10.0, 17.0, 16.17241379310345)"
09-01-2023 16:11:45.033591,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.555555555555555)","(10.0, 14.5, 13.673913043478262)","(2.25, 2.62, 2.572)","(20.0, 32.0, 31.0)","(8.5, 11.5, 11.147058823529411)","(4.2, 5.3, 5.276923076923077)","(10.0, 17.0, 16.142857142857142)"
09-01-2023 16:11:46.106062,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.485714285714286)","(10.0, 14.5, 13.648148148148149)","(2.25, 2.62, 2.564)","(20.0, 32.0, 31.0)","(8.5, 11.5, 11.147058823529411)","(4.2, 5.4, 5.276190476190476)","(10.0, 17.0, 16.294117647058822)"
09-01-2023 16:11:47.266699,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.485714285714286)","(10.0, 14.5, 13.648148148148149)","(2.25, 2.6, 2.525)","(20.0, 32.0, 31.0)","(8.5, 11.5, 11.13265306122449)","(4.2, 5.4, 5.276190476190476)","(10.0, 17.0, 16.294117647058822)"
09-01-2023 16:11:48.376059,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.485714285714286)","(10.0, 14.5, 13.648148148148149)","(2.25, 2.6, 2.525)","(20.0, 32.0, 34.0)","(8.5, 11.5, 11.13265306122449)","(4.2, 5.4, 5.276190476190476)","(10.0, 17.0, 16.294117647058822)"
09-01-2023 16:11:49.555781,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.485714285714286)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.6, 2.5)","(20.0, 38.0, 34.0)","(8.5, 11.5, 10.916666666666666)","(4.2, 5.4, 5.371428571428572)","(10.0, 17.0, 16.294117647058822)"
09-01-2023 16:11:50.690160,"(61.0, 140.0, 133.33333333333334)","(5.0, 6.8, 6.763636363636364)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.54, 2.5189473684210526)","(20.0, 38.0, 34.8)","(8.5, 11.0, 10.916666666666666)","(4.2, 5.4, 5.314285714285714)","(10.0, 17.0, 16.294117647058822)"
09-01-2023 16:11:51.741856,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.763636363636364)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.54, 2.513333333333333)","(20.0, 38.0, 34.8)","(8.5, 11.0, 10.916666666666666)","(4.2, 5.4, 5.282608695652174)","(10.0, 17.0, 17.25)"
09-01-2023 16:11:53.088289,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.788235294117647)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.54, 2.513333333333333)","(20.0, 38.0, 34.0)","(8.5, 11.0, 10.916666666666666)","(4.2, 5.4, 5.333333333333334)","(10.0, 18.5, 17.1875)"
09-01-2023 16:11:54.218642,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.788235294117647)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.54, 2.513333333333333)","(20.0, 38.0, 34.0)","(8.5, 11.0, 10.916666666666666)","(4.2, 5.4, 5.333333333333334)","(10.0, 18.5, 17.0)"
09-01-2023 16:11:55.413179,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.788235294117647)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.54, 2.513333333333333)","(20.0, 38.0, 34.0)","(8.5, 11.0, 10.916666666666666)","(4.2, 5.4, 5.333333333333334)","(10.0, 18.5, 17.0)"
09-01-2023 16:11:56.625526,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.754545454545455)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.58, 2.5300000000000002)","(20.0, 38.0, 34.0)","(8.5, 11.0, 10.916666666666666)","(4.2, 5.4, 5.282608695652174)","(10.0, 18.5, 16.681818181818183)"
09-01-2023 16:11:57.733607,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.5200000000000005)","(10.0, 14.5, 14.0)","(2.25, 2.58, 2.546666666666667)","(20.0, 38.0, 33.84615384615385)","(8.5, 11.0, 10.928571428571429)","(4.2, 5.4, 5.282608695652174)","(10.0, 18.5, 17.25)"
09-01-2023 16:11:58.831333,"(61.0, 140.0, 136.66666666666666)","(5.0, 6.8, 6.7124999999999995)","(10.0, 14.5, 14.0)","(2.25, 2.58, 2.546666666666667)","(21.0, 38.0, 32.857142857142854)","(8.5, 11.0, 10.924242424242424)","(4.2, 5.4, 5.181481481481481)","(10.0, 18.5, 17.25)"
09-01-2023 16:11:59.920097,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.7384615384615385)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.58, 2.545714285714286)","(21.0, 38.0, 32.857142857142854)","(8.5, 11.0, 10.924242424242424)","(4.2, 5.3, 5.181481481481481)","(10.0, 18.5, 17.25)"
09-01-2023 16:12:00.958468,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.7384615384615385)","(10.0, 14.5, 13.807692307692308)","(2.25, 2.58, 2.5554545454545456)","(21.0, 38.0, 33.21739130434783)","(8.5, 11.0, 10.924242424242424)","(4.2, 5.3, 5.152727272727273)","(10.0, 18.5, 17.25)"
09-01-2023 16:12:02.042565,"(61.0, 140.0, 136.66666666666666)","(5.0, 6.8, 6.683333333333333)","(10.0, 14.5, 14.0)","(2.25, 2.58, 2.5554545454545456)","(21.0, 36.0, 32.63157894736842)","(8.5, 11.0, 10.924242424242424)","(4.2, 5.2, 5.15)","(11.0, 18.5, 17.25)"
09-01-2023 16:12:03.219370,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.742857142857143)","(10.0, 14.5, 14.029411764705882)","(2.25, 2.58, 2.5633333333333335)","(21.0, 36.0, 32.63157894736842)","(8.5, 11.0, 10.924242424242424)","(4.2, 5.2, 5.072340425531914)","(11.0, 18.5, 17.25)"
09-01-2023 16:12:04.322986,"(61.0, 140.0, 136.66666666666666)","(5.0, 6.8, 6.5200000000000005)","(10.0, 14.5, 14.029411764705882)","(2.25, 2.58, 2.572)","(21.0, 36.0, 31.5)","(8.5, 11.0, 10.827586206896552)","(4.2, 5.1, 5.15)","(11.0, 18.5, 17.323529411764707)"
09-01-2023 16:12:05.664935,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.5200000000000005)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.58, 2.565)","(21.0, 32.0, 31.5)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.2, 5.147619047619047)","(11.0, 18.5, 16.3)"
09-01-2023 16:12:06.891788,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.5)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.6, 2.545714285714286)","(21.0, 32.0, 31.636363636363637)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.3, 5.147619047619047)","(11.0, 17.5, 16.3)"
09-01-2023 16:12:08.122762,"(61.0, 140.0, 136.66666666666666)","(5.0, 6.8, 6.671428571428571)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.56, 2.545714285714286)","(21.0, 36.0, 31.636363636363637)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.3, 5.147619047619047)","(11.0, 17.5, 16.3)"
09-01-2023 16:12:09.306194,"(61.0, 140.0, 136.66666666666666)","(5.0, 6.8, 6.7124999999999995)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.56, 2.545714285714286)","(21.0, 36.0, 31.636363636363637)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.3, 5.266666666666667)","(11.0, 17.5, 16.736842105263158)"
09-01-2023 16:12:10.497248,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.763636363636364)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.56, 2.54)","(21.0, 36.0, 31.636363636363637)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.4, 5.23448275862069)","(11.0, 17.0, 16.7)"
09-01-2023 16:12:11.792356,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.7384615384615385)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.56, 2.54)","(21.0, 36.0, 31.44)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.4, 5.178571428571429)","(11.0, 17.0, 16.684210526315788)"
09-01-2023 16:12:13.011058,"(61.0, 140.0, 136.66666666666666)","(5.0, 6.8, 6.6499999999999995)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.56, 2.5408)","(21.0, 36.0, 31.44)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.2, 5.075609756097561)","(11.0, 17.0, 16.727272727272727)"
09-01-2023 16:12:14.062895,"(61.0, 140.0, 136.66666666666666)","(5.0, 6.8, 6.492307692307692)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.6, 2.5792592592592594)","(21.0, 36.0, 31.44)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.1, 5.158974358974359)","(11.0, 17.0, 16.727272727272727)"
09-01-2023 16:12:15.126745,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.64)","(10.0, 14.5, 13.766666666666667)","(2.25, 2.6, 2.5816666666666666)","(21.0, 36.0, 31.44)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.2, 5.140909090909091)","(11.0, 17.0, 16.46875)"
09-01-2023 16:12:16.149313,"(61.0, 140.0, 134.28571428571428)","(5.0, 6.8, 6.742857142857143)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.6, 2.5762264150943395)","(21.0, 36.0, 31.44)","(8.5, 11.0, 10.827586206896552)","(4.0, 5.2, 5.140909090909091)","(11.0, 16.5, 16.46875)"
09-01-2023 16:12:17.198681,"(61.0, 140.0, 136.66666666666666)","(5.0, 7.0, 6.82)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.6, 2.5762264150943395)","(21.0, 36.0, 31.8)","(8.5, 11.0, 10.793650793650794)","(4.0, 5.2, 5.171428571428571)","(11.0, 16.5, 16.46875)"
09-01-2023 16:12:18.201215,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.809523809523809)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.6, 2.5762264150943395)","(21.0, 36.0, 31.8)","(8.5, 11.0, 10.793650793650794)","(4.0, 5.3, 5.171428571428571)","(11.0, 16.5, 16.46875)"
09-01-2023 16:12:19.210086,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.809523809523809)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.6, 2.5762264150943395)","(21.0, 36.0, 31.8)","(8.5, 11.0, 10.793650793650794)","(4.0, 5.3, 5.171428571428571)","(11.0, 16.5, 16.46875)"
09-01-2023 16:12:20.225889,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.809523809523809)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.6, 2.5762264150943395)","(21.0, 36.0, 31.8)","(8.5, 11.0, 10.793650793650794)","(4.0, 5.3, 5.171428571428571)","(11.0, 16.5, 16.46875)"
09-01-2023 16:12:21.295185,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.809523809523809)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.6, 2.5762264150943395)","(21.0, 36.0, 31.8)","(8.5, 11.0, 10.793650793650794)","(4.0, 5.3, 5.171428571428571)","(11.0, 16.5, 16.46875)"
09-01-2023 16:12:22.356978,"(61.0, 140.0, 136.66666666666666)","(5.0, 7.0, 6.75)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.6, 2.5762264150943395)","(21.0, 34.0, 32.0)","(8.5, 11.0, 10.892857142857142)","(4.0, 5.3, 5.223076923076923)","(11.0, 17.0, 16.75)"
09-01-2023 16:12:23.588931,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.866666666666666)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.6, 2.557297297297297)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.892857142857142)","(4.0, 5.3, 5.196)","(11.0, 17.0, 16.46875)"
09-01-2023 16:12:24.733393,"(61.0, 140.0, 136.66666666666666)","(5.0, 7.0, 6.866666666666666)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.56, 2.558823529411765)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.892857142857142)","(4.0, 5.3, 5.22)","(11.0, 16.5, 16.46875)"
09-01-2023 16:12:26.015330,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.866666666666666)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.56, 2.558823529411765)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.892857142857142)","(4.0, 5.3, 5.185714285714285)","(11.0, 16.5, 16.6875)"
09-01-2023 16:12:27.205601,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.866666666666666)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.56, 2.558823529411765)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.892857142857142)","(4.0, 5.3, 5.196)","(11.0, 17.0, 16.736842105263158)"
09-01-2023 16:12:28.402824,"(61.0, 140.0, 136.66666666666666)","(5.0, 7.0, 6.866666666666666)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.56, 2.558823529411765)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.892857142857142)","(4.0, 5.3, 5.196)","(11.0, 17.0, 16.736842105263158)"
09-01-2023 16:12:29.580926,"(61.0, 140.0, 136.66666666666666)","(5.0, 7.0, 6.866666666666666)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.58, 2.575555555555556)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.925925925925926)","(4.0, 5.3, 5.22)","(11.0, 17.0, 16.736842105263158)"
09-01-2023 16:12:30.875451,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.756521739130434)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.58, 2.5752941176470587)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.961538461538462)","(4.0, 5.3, 5.26)","(11.0, 17.0, 16.736842105263158)"
09-01-2023 16:12:32.122961,"(61.0, 140.0, 136.66666666666666)","(5.0, 7.0, 6.852631578947368)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.58, 2.5571428571428574)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.961538461538462)","(4.0, 5.3, 5.15)","(11.0, 17.0, 16.705882352941178)"
09-01-2023 16:12:33.353200,"(61.0, 140.0, 136.66666666666666)","(5.0, 7.0, 6.852631578947368)","(10.0, 14.5, 13.909090909090908)","(2.25, 2.56, 2.5571428571428574)","(21.0, 34.0, 31.714285714285715)","(8.5, 11.0, 10.961538461538462)","(4.0, 5.2, 5.123076923076923)","(11.0, 17.0, 16.761904761904763)"
09-01-2023 16:12:34.608834,"(61.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.866666666666666)","(10.0, 14.5, 13.735294117647058)","(2.25, 2.56, 2.556969696969697)","(21.0, 34.0, 31.09090909090909)","(8.5, 11.0, 10.961538461538462)","(4.0, 5.2, 5.17)","(11.0, 17.0, 16.761904761904763)"
09-01-2023 16:12:35.800449,"(71.0, 140.0, 134.28571428571428)","(5.0, 7.0, 6.866666666666666)","(11.0, 14.5, 13.909090909090908)","(2.2, 2.56, 2.556969696969697)","(21.0, 34.0, 31.5)","(8.5, 11.0, 10.961538461538462)","(4.0, 5.3, 5.123076923076923)","(12.0, 17.0, 16.761904761904763)"
09-01-2023 16:12:36.993762,"(71.0, 140.0, 137.33333333333334)","(5.0, 7.0, 6.866666666666666)","(11.0, 14.5, 13.909090909090908)","(2.2, 2.56, 2.556969696969697)","(21.0, 34.0, 31.5)","(8.5, 11.0, 10.961538461538462)","(4.0, 5.2, 5.1187499999999995)","(12.0, 17.0, 16.761904761904763)"
09-01-2023 16:12:38.169074,"(71.0, 140.0, 137.33333333333334)","(5.0, 7.0, 6.818181818181818)","(11.0, 14.5, 13.95)","(2.2, 2.56, 2.5742857142857143)","(21.0, 34.0, 31.5)","(8.5, 11.0, 10.961538461538462)","(4.0, 5.2, 5.154385964912281)","(12.0, 17.0, 16.761904761904763)"
09-01-2023 16:12:39.274300,"(71.0, 140.0, 137.33333333333334)","(5.0, 7.0, 6.818181818181818)","(11.0, 14.5, 13.863636363636363)","(2.2, 2.6, 2.573939393939394)","(21.0, 34.0, 31.5)","(8.5, 11.0, 10.90566037735849)","(4.0, 5.2, 5.15)","(12.0, 17.0, 16.761904761904763)"
09-01-2023 16:12:40.431678,"(71.0, 140.0, 137.33333333333334)","(5.0, 7.0, 6.866666666666666)","(11.0, 14.5, 13.863636363636363)","(2.2, 2.58, 2.556969696969697)","(21.0, 34.0, 31.5)","(8.5, 11.0, 10.833333333333334)","(4.0, 5.2, 5.15)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:41.662901,"(71.0, 140.0, 137.33333333333334)","(5.0, 7.0, 6.866666666666666)","(11.0, 14.5, 13.863636363636363)","(2.2, 2.56, 2.556969696969697)","(21.0, 34.0, 31.5)","(8.5, 11.0, 10.884615384615385)","(4.0, 5.2, 5.181818181818182)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:42.863879,"(71.0, 140.0, 137.33333333333334)","(5.0, 7.0, 6.866666666666666)","(11.0, 14.5, 14.1)","(2.2, 2.56, 2.5766666666666667)","(21.0, 34.0, 31.647058823529413)","(8.5, 11.0, 10.884615384615385)","(4.0, 5.2, 5.15625)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:44.019361,"(71.0, 140.0, 137.33333333333334)","(5.0, 6.6, 6.572413793103448)","(11.0, 14.5, 14.08695652173913)","(2.2, 2.6, 2.5766666666666667)","(21.0, 34.0, 33.5)","(8.5, 11.0, 10.884615384615385)","(4.0, 5.3, 5.181818181818182)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:45.110646,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.533333333333333)","(2.25, 2.6, 2.5766666666666667)","(21.0, 34.0, 32.54545454545455)","(9.0, 11.0, 10.884615384615385)","(4.2, 5.3, 5.170588235294117)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:46.258560,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.5625)","(2.25, 2.6, 2.5766666666666667)","(21.0, 34.0, 32.54545454545455)","(9.0, 11.0, 10.878378378378379)","(4.2, 5.3, 5.164864864864865)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:47.483815,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.625)","(2.25, 2.6, 2.5766666666666667)","(21.0, 34.0, 33.5)","(9.0, 11.0, 10.88888888888889)","(4.2, 5.3, 5.164864864864865)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:48.641268,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.625)","(2.25, 2.6, 2.5766666666666667)","(21.0, 34.0, 33.5)","(9.0, 11.0, 10.88888888888889)","(4.2, 5.3, 5.164864864864865)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:49.780470,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.625)","(2.25, 2.6, 2.5874626865671644)","(21.0, 34.0, 33.5)","(9.0, 11.0, 10.88888888888889)","(4.2, 5.3, 5.164864864864865)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:51.007094,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.625)","(2.25, 2.6, 2.5874626865671644)","(21.0, 34.0, 33.5)","(9.0, 11.0, 10.88888888888889)","(4.2, 5.3, 5.164864864864865)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:52.267845,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.625)","(2.25, 2.6, 2.5874626865671644)","(21.0, 34.0, 33.5)","(9.0, 11.0, 10.88888888888889)","(4.2, 5.3, 5.161538461538461)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:53.861265,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.51875)","(11.0, 15.0, 14.8125)","(2.25, 2.62, 2.6135483870967744)","(21.0, 34.0, 32.54545454545455)","(9.0, 11.0, 10.839285714285714)","(4.2, 5.3, 5.145714285714285)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:55.459357,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.51875)","(11.0, 15.0, 14.8125)","(2.25, 2.62, 2.6135483870967744)","(21.0, 34.0, 32.54545454545455)","(9.0, 11.0, 10.839285714285714)","(4.2, 5.3, 5.145714285714285)","(12.0, 17.0, 16.75)"
09-01-2023 16:12:57.009996,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.8125)","(2.25, 2.62, 2.615)","(21.0, 34.0, 33.5)","(9.0, 11.0, 10.839285714285714)","(4.2, 5.3, 5.172727272727273)","(12.0, 17.0, 16.736842105263158)"
09-01-2023 16:12:58.434668,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.476190476190476)","(11.0, 15.0, 14.8125)","(2.25, 2.62, 2.610232558139535)","(21.0, 34.0, 32.54545454545455)","(9.0, 11.0, 10.839285714285714)","(4.2, 5.3, 5.172727272727273)","(12.0, 17.0, 16.736842105263158)"
09-01-2023 16:12:59.743096,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.503703703703704)","(11.0, 15.0, 14.8125)","(2.25, 2.62, 2.608)","(21.0, 34.0, 33.5)","(9.0, 11.0, 10.489583333333334)","(4.2, 5.3, 5.266666666666667)","(12.0, 17.0, 16.736842105263158)"
09-01-2023 16:13:00.953540,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.51875)","(11.0, 15.0, 14.8125)","(2.25, 2.64, 2.608)","(21.0, 34.0, 33.5)","(9.0, 10.5, 10.489583333333334)","(4.2, 5.4, 5.266666666666667)","(12.0, 17.0, 16.736842105263158)"
09-01-2023 16:13:02.088657,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.51875)","(11.0, 15.0, 14.8125)","(2.25, 2.64, 2.608)","(21.0, 34.0, 33.5)","(9.0, 10.5, 10.489583333333334)","(4.2, 5.4, 5.266666666666667)","(12.0, 17.0, 16.736842105263158)"
09-01-2023 16:13:03.260160,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.51875)","(11.0, 15.0, 14.68421052631579)","(2.25, 2.64, 2.605714285714286)","(21.0, 34.0, 33.5)","(9.0, 10.5, 10.489583333333334)","(4.2, 5.3, 5.19655172413793)","(12.0, 17.0, 16.736842105263158)"
09-01-2023 16:13:04.496016,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.495)","(11.0, 15.0, 14.619047619047619)","(2.25, 2.62, 2.6069565217391304)","(21.0, 34.0, 31.866666666666667)","(9.0, 10.5, 10.41095890410959)","(4.2, 5.3, 5.192857142857142)","(12.0, 17.0, 16.75)"
09-01-2023 16:13:05.722221,"(71.0, 140.0, 137.64705882352942)","(5.5, 6.6, 6.444444444444445)","(11.0, 15.0, 15.142857142857142)","(2.25, 2.62, 2.5971428571428574)","(21.0, 34.0, 32.0)","(9.0, 10.5, 10.166666666666666)","(4.2, 5.3, 5.20566037735849)","(12.0, 17.0, 16.448275862068964)"
09-01-2023 16:13:06.899360,"(71.0, 140.0, 137.64705882352942)","(5.5, 6.6, 6.444444444444445)","(11.0, 15.5, 15.428571428571429)","(2.25, 2.6, 2.5966666666666667)","(21.0, 34.0, 32.0)","(9.0, 10.5, 10.126666666666667)","(4.2, 5.3, 5.193333333333333)","(12.0, 17.0, 16.448275862068964)"
09-01-2023 16:13:08.113226,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.466666666666667)","(11.0, 15.5, 15.428571428571429)","(2.25, 2.62, 2.607142857142857)","(21.0, 34.0, 31.6)","(9.0, 10.5, 10.126666666666667)","(4.2, 5.3, 5.193333333333333)","(12.0, 17.0, 16.772727272727273)"
09-01-2023 16:13:09.318847,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.4, 6.3909090909090915)","(11.0, 15.5, 15.34375)","(2.25, 2.6, 2.574606741573034)","(21.0, 34.0, 31.6)","(9.0, 10.5, 10.181818181818182)","(4.2, 5.3, 5.247368421052632)","(12.0, 17.0, 16.607142857142858)"
09-01-2023 16:13:10.380623,"(71.0, 140.0, 137.64705882352942)","(5.5, 6.6, 6.496428571428572)","(11.0, 15.5, 15.35)","(2.25, 2.58, 2.5646153846153847)","(21.0, 34.0, 32.13333333333333)","(9.0, 10.5, 10.170588235294119)","(4.2, 5.3, 5.380952380952381)","(12.0, 17.0, 16.607142857142858)"
09-01-2023 16:13:11.408830,"(71.0, 140.0, 137.64705882352942)","(5.5, 6.6, 6.516981132075472)","(11.0, 15.5, 15.35)","(2.25, 2.56, 2.5312)","(21.0, 34.0, 31.142857142857142)","(9.0, 10.5, 10.170588235294119)","(4.2, 5.4, 5.366666666666667)","(12.0, 17.0, 16.772727272727273)"
09-01-2023 16:13:12.559541,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.473913043478261)","(11.0, 15.5, 15.3125)","(2.25, 2.56, 2.5394285714285716)","(21.0, 36.0, 31.142857142857142)","(9.0, 10.5, 10.202127659574469)","(4.2, 5.4, 5.38)","(12.0, 17.0, 16.772727272727273)"
09-01-2023 16:13:13.678344,"(71.0, 140.0, 137.33333333333334)","(5.5, 6.6, 6.447368421052632)","(11.0, 15.5, 15.333333333333334)","(2.25, 2.56, 2.528235294117647)","(21.0, 36.0, 31.142857142857142)","(9.0, 10.5, 10.202127659574469)","(4.2, 5.5, 5.3235294117647065)","(12.0, 17.0, 16.45945945945946)"
09-01-2023 16:13:14.942620,"(71.0, 140.0, 137.64705882352942)","(5.5, 6.8, 6.629787234042553)","(11.0, 15.5, 15.333333333333334)","(2.25, 2.54, 2.528235294117647)","(21.0, 36.0, 31.142857142857142)","(9.0, 10.5, 10.202127659574469)","(4.2, 5.4, 5.3235294117647065)","(12.0, 17.0, 16.45945945945946)"
09-01-2023 16:13:16.209212,"(71.0, 140.0, 137.64705882352942)","(5.5, 6.8, 6.64)","(11.0, 15.5, 15.333333333333334)","(2.25, 2.54, 2.533333333333333)","(21.0, 36.0, 31.09090909090909)","(9.0, 10.5, 10.202127659574469)","(4.2, 5.3, 5.175409836065573)","(12.0, 17.0, 16.8)"
