,Reality Mask,All Day Drive,Zambora Nut,Thai Gem,Vans Turbo,Eyes Dont Lie,Miss Immy Lee
10,"[datetime.datetime(2022, 11, 28, 15, 8, 43, 349460), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 43, 349460), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 43, 349460), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 43, 349460), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 43, 349460), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 43, 349460), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 43, 349460), 12.0, 28.0]"
11,"[datetime.datetime(2022, 11, 28, 15, 8, 44, 460951), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 44, 460951), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 44, 460951), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 44, 460951), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 44, 460951), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 44, 460951), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 44, 460951), 12.0, 28.0]"
12,"[datetime.datetime(2022, 11, 28, 15, 8, 45, 583793), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 45, 583793), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 45, 583793), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 45, 583793), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 45, 583793), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 45, 583793), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 45, 583793), 12.0, 28.0]"
13,"[datetime.datetime(2022, 11, 28, 15, 8, 46, 698251), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 46, 698251), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 46, 698251), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 46, 698251), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 46, 698251), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 46, 698251), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 46, 698251), 12.0, 28.0]"
14,"[datetime.datetime(2022, 11, 28, 15, 8, 47, 832558), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 47, 832558), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 47, 832558), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 47, 832558), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 47, 832558), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 47, 832558), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 47, 832558), 12.0, 28.0]"
15,"[datetime.datetime(2022, 11, 28, 15, 8, 48, 948429), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 48, 948429), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 48, 948429), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 48, 948429), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 48, 948429), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 48, 948429), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 48, 948429), 12.0, 28.0]"
16,"[datetime.datetime(2022, 11, 28, 15, 8, 50, 70750), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 50, 70750), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 50, 70750), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 50, 70750), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 50, 70750), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 50, 70750), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 50, 70750), 12.0, 28.0]"
17,"[datetime.datetime(2022, 11, 28, 15, 8, 51, 180964), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 51, 180964), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 51, 180964), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 51, 180964), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 51, 180964), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 51, 180964), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 51, 180964), 12.0, 28.0]"
18,"[datetime.datetime(2022, 11, 28, 15, 8, 52, 301285), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 52, 301285), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 52, 301285), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 52, 301285), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 52, 301285), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 52, 301285), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 52, 301285), 12.0, 28.0]"
19,"[datetime.datetime(2022, 11, 28, 15, 8, 53, 416019), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 53, 416019), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 53, 416019), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 53, 416019), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 53, 416019), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 53, 416019), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 53, 416019), 12.0, 28.0]"
20,"[datetime.datetime(2022, 11, 28, 15, 8, 54, 541888), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 54, 541888), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 54, 541888), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 54, 541888), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 54, 541888), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 54, 541888), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 54, 541888), 12.0, 28.0]"
21,"[datetime.datetime(2022, 11, 28, 15, 8, 55, 651334), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 55, 651334), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 55, 651334), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 55, 651334), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 55, 651334), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 55, 651334), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 55, 651334), 12.0, 28.0]"
22,"[datetime.datetime(2022, 11, 28, 15, 8, 56, 776521), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 56, 776521), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 56, 776521), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 56, 776521), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 56, 776521), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 56, 776521), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 56, 776521), 12.0, 28.0]"
23,"[datetime.datetime(2022, 11, 28, 15, 8, 57, 916106), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 57, 916106), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 57, 916106), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 57, 916106), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 57, 916106), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 57, 916106), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 57, 916106), 12.0, 28.0]"
24,"[datetime.datetime(2022, 11, 28, 15, 8, 59, 65135), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 8, 59, 65135), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 8, 59, 65135), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 8, 59, 65135), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 8, 59, 65135), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 8, 59, 65135), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 8, 59, 65135), 12.0, 28.0]"
25,"[datetime.datetime(2022, 11, 28, 15, 9, 0, 193688), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 0, 193688), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 0, 193688), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 0, 193688), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 0, 193688), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 0, 193688), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 0, 193688), 12.0, 28.0]"
26,"[datetime.datetime(2022, 11, 28, 15, 9, 1, 311293), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 1, 311293), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 1, 311293), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 1, 311293), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 1, 311293), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 1, 311293), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 1, 311293), 12.0, 28.0]"
27,"[datetime.datetime(2022, 11, 28, 15, 9, 2, 430804), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 2, 430804), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 2, 430804), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 2, 430804), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 2, 430804), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 2, 430804), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 2, 430804), 12.0, 28.0]"
28,"[datetime.datetime(2022, 11, 28, 15, 9, 3, 545378), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 3, 545378), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 3, 545378), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 3, 545378), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 3, 545378), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 3, 545378), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 3, 545378), 12.0, 28.0]"
29,"[datetime.datetime(2022, 11, 28, 15, 9, 4, 662062), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 4, 662062), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 4, 662062), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 4, 662062), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 4, 662062), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 4, 662062), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 4, 662062), 12.0, 28.0]"
30,"[datetime.datetime(2022, 11, 28, 15, 9, 5, 769639), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 5, 769639), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 5, 769639), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 5, 769639), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 5, 769639), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 5, 769639), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 5, 769639), 12.0, 28.0]"
31,"[datetime.datetime(2022, 11, 28, 15, 9, 6, 883593), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 6, 883593), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 6, 883593), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 6, 883593), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 6, 883593), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 6, 883593), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 6, 883593), 12.0, 26.0]"
32,"[datetime.datetime(2022, 11, 28, 15, 9, 7, 994282), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 7, 994282), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 7, 994282), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 7, 994282), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 7, 994282), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 7, 994282), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 7, 994282), 12.0, 26.0]"
33,"[datetime.datetime(2022, 11, 28, 15, 9, 9, 108838), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 9, 108838), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 9, 108838), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 9, 108838), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 9, 108838), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 9, 108838), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 9, 108838), 12.0, 26.0]"
34,"[datetime.datetime(2022, 11, 28, 15, 9, 10, 216111), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 10, 216111), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 10, 216111), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 10, 216111), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 10, 216111), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 10, 216111), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 10, 216111), 12.0, 26.0]"
35,"[datetime.datetime(2022, 11, 28, 15, 9, 11, 333639), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 11, 333639), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 11, 333639), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 11, 333639), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 11, 333639), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 11, 333639), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 11, 333639), 12.0, 26.0]"
36,"[datetime.datetime(2022, 11, 28, 15, 9, 12, 442584), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 12, 442584), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 12, 442584), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 12, 442584), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 12, 442584), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 12, 442584), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 12, 442584), 12.0, 26.0]"
37,"[datetime.datetime(2022, 11, 28, 15, 9, 13, 558569), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 13, 558569), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 13, 558569), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 13, 558569), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 13, 558569), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 13, 558569), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 13, 558569), 12.0, 26.0]"
38,"[datetime.datetime(2022, 11, 28, 15, 9, 14, 667744), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 14, 667744), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 14, 667744), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 14, 667744), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 14, 667744), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 14, 667744), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 14, 667744), 12.0, 26.0]"
39,"[datetime.datetime(2022, 11, 28, 15, 9, 15, 787841), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 15, 787841), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 15, 787841), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 15, 787841), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 15, 787841), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 15, 787841), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 15, 787841), 12.0, 26.0]"
40,"[datetime.datetime(2022, 11, 28, 15, 9, 16, 896051), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 16, 897052), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 16, 897052), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 16, 897052), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 16, 897052), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 16, 897052), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 16, 897052), 12.0, 28.0]"
41,"[datetime.datetime(2022, 11, 28, 15, 9, 18, 15071), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 18, 15071), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 18, 15071), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 18, 15071), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 18, 15071), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 18, 15071), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 18, 15071), 12.0, 28.0]"
42,"[datetime.datetime(2022, 11, 28, 15, 9, 19, 132395), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 19, 132395), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 19, 132395), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 19, 132395), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 19, 132395), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 19, 132395), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 19, 132395), 12.0, 28.0]"
43,"[datetime.datetime(2022, 11, 28, 15, 9, 20, 257062), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 20, 257062), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 20, 257062), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 20, 257062), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 20, 257062), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 20, 257062), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 20, 257062), 12.0, 28.0]"
44,"[datetime.datetime(2022, 11, 28, 15, 9, 21, 367401), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 21, 367401), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 21, 367401), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 21, 367401), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 21, 367401), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 21, 367401), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 21, 367401), 12.0, 28.0]"
45,"[datetime.datetime(2022, 11, 28, 15, 9, 22, 477752), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 15, 9, 22, 477752), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 9, 22, 477752), 2.0, 2.98]","[datetime.datetime(2022, 11, 28, 15, 9, 22, 477752), 18.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 9, 22, 477752), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 15, 9, 22, 477752), 2.9, 6.0]","[datetime.datetime(2022, 11, 28, 15, 9, 22, 477752), 12.0, 28.0]"
