,Emmas Portrait,Pyrenees Blazer,Cruising Loren,Philip Marlowe,Another Six,Ranger Ricksen,Jellybean Jam,Aston Zabbar
16-12-2022 13:25:22.833876,"(3.6, 4.6, 4.475)","(4.6, 5.5, 5.390909090909091)","(51.0, 260.0, 186.2)","(13.0, 23.0, 20.0)","(15.0, 34.0, 33.69230769230769)","(5.5, 6.4, 5.843478260869565)","(3.5, 5.1, 4.862962962962963)","(7.0, 9.2, 8.0)"
16-12-2022 13:25:24.118150,"(3.6, 4.6, 4.475)","(4.6, 5.5, 5.390909090909091)","(51.0, 260.0, 186.2)","(13.0, 23.0, 20.0)","(15.0, 34.0, 33.78947368421053)","(5.5, 6.4, 5.843478260869565)","(3.5, 5.1, 4.81875)","(7.0, 9.2, 7.684210526315789)"
16-12-2022 13:25:25.343249,"(3.6, 4.6, 4.4125)","(4.6, 5.5, 5.183333333333333)","(51.0, 260.0, 155.0)","(13.0, 23.0, 20.0)","(15.0, 34.0, 33.8)","(5.0, 6.4, 6.030769230769231)","(3.5, 5.1, 4.883333333333333)","(7.0, 9.2, 7.684210526315789)"
16-12-2022 13:25:26.518495,"(3.6, 4.6, 4.4125)","(4.6, 5.6, 5.183333333333333)","(51.0, 250.0, 155.0)","(13.0, 23.0, 20.0)","(15.0, 34.0, 35.18181818181818)","(5.0, 6.4, 6.030769230769231)","(3.5, 5.1, 4.883333333333333)","(7.0, 9.2, 7.684210526315789)"
16-12-2022 13:25:27.589561,"(3.6, 4.6, 4.4125)","(4.6, 5.6, 5.183333333333333)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 36.0, 35.18181818181818)","(5.0, 6.4, 6.030769230769231)","(3.6, 5.1, 4.883333333333333)","(7.0, 9.2, 7.684210526315789)"
16-12-2022 13:25:28.605552,"(3.6, 4.6, 4.4125)","(4.6, 5.6, 5.183333333333333)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 36.0, 35.18181818181818)","(5.0, 6.4, 6.030769230769231)","(3.6, 5.1, 4.883333333333333)","(7.0, 9.2, 7.684210526315789)"
16-12-2022 13:25:29.610486,"(3.6, 4.6, 4.4125)","(4.6, 5.6, 5.183333333333333)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 36.0, 35.18181818181818)","(5.0, 6.4, 6.030769230769231)","(3.6, 5.1, 4.883333333333333)","(7.0, 9.2, 7.684210526315789)"
16-12-2022 13:25:30.585233,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.6, 5.1454545454545455)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 40.0, 39.5)","(5.0, 6.4, 6.030769230769231)","(3.6, 5.1, 4.883333333333333)","(7.0, 9.2, 7.88)"
16-12-2022 13:25:31.572678,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.6, 5.1454545454545455)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 40.0, 39.27272727272727)","(5.0, 6.4, 5.885714285714285)","(3.6, 5.1, 4.955555555555556)","(7.0, 9.0, 7.7)"
16-12-2022 13:25:32.535047,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.6, 5.133333333333333)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 40.0, 39.27272727272727)","(5.0, 6.4, 5.885714285714285)","(3.6, 5.1, 4.961538461538462)","(7.0, 9.0, 7.421052631578947)"
16-12-2022 13:25:33.542300,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.5, 5.157142857142857)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 40.0, 39.27272727272727)","(5.0, 6.4, 5.885714285714285)","(3.6, 5.1, 5.0)","(7.0, 9.0, 8.65)"
16-12-2022 13:25:34.576615,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.5, 5.21875)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 40.0, 39.27272727272727)","(5.0, 6.4, 5.885714285714285)","(3.6, 5.1, 5.0249999999999995)","(7.0, 8.8, 8.164705882352942)"
16-12-2022 13:25:35.658261,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.5, 5.21875)","(51.0, 250.0, 212.0)","(13.0, 23.0, 20.0)","(15.0, 40.0, 39.27272727272727)","(5.0, 6.4, 5.885714285714285)","(3.6, 5.1, 5.0249999999999995)","(7.0, 8.8, 7.942857142857143)"
16-12-2022 13:25:36.950909,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.5, 5.21875)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.653846153846153)","(15.0, 40.0, 39.27272727272727)","(5.0, 6.4, 5.885714285714285)","(3.6, 5.1, 5.0249999999999995)","(7.0, 8.8, 7.942857142857143)"
16-12-2022 13:25:38.500245,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.5, 5.21875)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.147058823529413)","(15.0, 40.0, 39.27272727272727)","(5.0, 6.4, 5.885714285714285)","(3.6, 5.1, 5.0249999999999995)","(7.0, 8.6, 8.353846153846154)"
16-12-2022 13:25:39.695217,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.5, 5.21875)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.147058823529413)","(15.0, 38.0, 37.45454545454545)","(5.0, 6.4, 5.95)","(3.6, 5.1, 5.0249999999999995)","(7.0, 8.6, 8.035294117647059)"
16-12-2022 13:25:40.810963,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.5, 5.21875)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.537037037037038)","(15.0, 38.0, 37.45454545454545)","(5.0, 6.4, 5.95)","(3.6, 5.1, 5.0249999999999995)","(7.0, 8.6, 7.824999999999999)"
16-12-2022 13:25:42.039741,"(3.6, 4.6, 4.492857142857143)","(4.6, 5.4, 5.1866666666666665)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.442307692307693)","(15.0, 38.0, 37.63636363636364)","(5.0, 6.4, 6.1)","(3.6, 5.1, 5.341935483870968)","(7.0, 8.2, 7.942857142857142)"
16-12-2022 13:25:43.471678,"(3.6, 4.6, 4.454545454545454)","(4.6, 5.4, 5.126315789473685)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 37.63636363636364)","(5.0, 6.4, 5.745454545454546)","(3.6, 5.4, 5.334782608695653)","(7.0, 8.2, 7.942857142857142)"
16-12-2022 13:25:44.885561,"(3.6, 4.6, 4.454545454545454)","(4.6, 5.4, 5.126315789473685)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 37.63636363636364)","(5.0, 6.2, 5.866666666666667)","(3.6, 5.4, 5.4363636363636365)","(7.0, 8.2, 7.942857142857142)"
16-12-2022 13:25:46.138738,"(3.6, 4.6, 4.4645161290322575)","(4.6, 5.4, 5.171428571428572)","(51.0, 260.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 37.63636363636364)","(5.0, 6.2, 5.866666666666667)","(3.6, 5.6, 5.24)","(6.5, 8.2, 7.942857142857142)"
16-12-2022 13:25:47.488656,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.171428571428572)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 37.63636363636364)","(5.0, 6.2, 5.866666666666667)","(3.6, 5.6, 5.24)","(6.5, 8.2, 7.942857142857142)"
16-12-2022 13:25:48.613179,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.171428571428572)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 37.63636363636364)","(5.0, 6.2, 5.866666666666667)","(3.6, 5.6, 5.24)","(6.5, 8.2, 7.8999999999999995)"
16-12-2022 13:25:49.802248,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.171428571428572)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 37.63636363636364)","(5.0, 6.2, 5.866666666666667)","(3.6, 5.6, 5.24)","(6.5, 8.2, 7.8999999999999995)"
16-12-2022 13:25:51.227461,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.171428571428572)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 37.63636363636364)","(5.0, 6.2, 5.866666666666667)","(3.6, 5.6, 5.475862068965517)","(6.5, 8.2, 7.8999999999999995)"
16-12-2022 13:25:52.298912,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.171428571428572)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 38.0, 39.333333333333336)","(5.0, 6.2, 6.1375)","(3.7, 5.6, 5.475862068965517)","(6.5, 8.2, 7.7555555555555555)"
16-12-2022 13:25:53.694182,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.300000000000001)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 40.0, 39.333333333333336)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.425)","(6.5, 8.2, 7.634782608695652)"
16-12-2022 13:25:54.830056,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.300000000000001)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.442307692307693)","(16.0, 40.0, 39.333333333333336)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.50625)","(6.5, 8.2, 7.634782608695652)"
16-12-2022 13:25:56.019535,"(3.6, 4.6, 4.52)","(4.6, 5.4, 5.218181818181819)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.941176470588236)","(16.0, 40.0, 39.333333333333336)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.505263157894737)","(6.5, 8.2, 7.634782608695652)"
16-12-2022 13:25:57.221537,"(3.6, 4.6, 4.506666666666667)","(4.6, 5.4, 5.218181818181819)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.941176470588236)","(16.0, 40.0, 39.333333333333336)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.505263157894737)","(6.5, 8.2, 7.634782608695652)"
16-12-2022 13:25:58.283002,"(3.6, 4.6, 4.523076923076923)","(4.6, 5.4, 5.218181818181819)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.941176470588236)","(16.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.492857142857143)","(6.5, 8.2, 7.634782608695652)"
16-12-2022 13:25:59.415881,"(3.6, 4.6, 4.523076923076923)","(4.6, 5.4, 5.218181818181819)","(51.0, 250.0, 212.0)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.75)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.516666666666667)","(6.5, 8.2, 7.634782608695652)"
16-12-2022 13:26:00.575184,"(3.6, 4.6, 4.506666666666667)","(4.6, 5.4, 5.218181818181819)","(51.0, 250.0, 114.28571428571428)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.75)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.5210526315789465)","(6.5, 8.2, 7.634782608695652)"
16-12-2022 13:26:01.694548,"(3.6, 4.6, 4.523076923076923)","(4.6, 5.4, 5.218181818181819)","(51.0, 260.0, 117.14285714285714)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.5375)","(6.5, 8.2, 7.435294117647059)"
16-12-2022 13:26:02.894145,"(3.6, 4.5, 4.464705882352941)","(4.6, 5.4, 5.218181818181819)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.428571428571429)","(6.5, 8.2, 7.2823529411764705)"
16-12-2022 13:26:03.964824,"(3.6, 4.5, 4.342105263157895)","(4.6, 5.6, 5.530769230769231)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.428571428571429)","(6.5, 8.2, 7.2823529411764705)"
16-12-2022 13:26:05.100771,"(3.6, 4.5, 4.35)","(4.6, 5.6, 5.530769230769231)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.991666666666667)","(3.7, 5.6, 5.428571428571429)","(6.5, 8.2, 7.2823529411764705)"
16-12-2022 13:26:06.283113,"(3.6, 4.4, 4.366666666666667)","(4.6, 5.6, 5.530769230769231)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.95)","(3.7, 5.6, 5.428571428571429)","(6.5, 8.2, 7.2823529411764705)"
16-12-2022 13:26:07.372872,"(3.6, 4.4, 4.342857142857143)","(4.6, 5.6, 5.541935483870968)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.95)","(3.7, 5.6, 5.428571428571429)","(6.5, 8.2, 7.2823529411764705)"
16-12-2022 13:26:08.492744,"(3.6, 4.3, 4.283333333333333)","(4.6, 5.6, 5.515384615384615)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 20.636363636363637)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.4, 5.64)","(3.7, 5.6, 5.555555555555555)","(6.5, 8.2, 7.192)"
16-12-2022 13:26:09.622948,"(3.6, 4.3, 4.283333333333333)","(4.6, 5.6, 5.469230769230769)","(51.0, 260.0, 96.36363636363637)","(13.0, 22.0, 20.636363636363637)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.63157894736842)","(3.7, 5.6, 5.555555555555555)","(6.5, 8.2, 7.76551724137931)"
16-12-2022 13:26:10.712293,"(3.6, 4.3, 4.283333333333333)","(4.6, 5.6, 5.469230769230769)","(51.0, 260.0, 93.33333333333334)","(13.0, 22.0, 20.636363636363637)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.63157894736842)","(3.7, 5.6, 5.555555555555555)","(6.5, 8.2, 7.779999999999999)"
16-12-2022 13:26:11.783213,"(3.6, 4.3, 4.199999999999999)","(4.6, 5.6, 5.469230769230769)","(51.0, 260.0, 93.33333333333334)","(13.0, 22.0, 20.636363636363637)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.64)","(3.7, 5.6, 5.661538461538462)","(6.5, 8.2, 7.8999999999999995)"
16-12-2022 13:26:12.785457,"(3.6, 4.3, 4.199999999999999)","(4.6, 5.6, 5.469230769230769)","(51.0, 260.0, 93.33333333333334)","(13.0, 22.0, 20.636363636363637)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.64)","(3.7, 5.7, 5.6000000000000005)","(6.5, 8.2, 7.8999999999999995)"
16-12-2022 13:26:13.762353,"(3.6, 4.3, 4.25)","(4.6, 5.6, 5.469230769230769)","(51.0, 260.0, 93.33333333333334)","(13.0, 22.0, 20.4375)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.64)","(3.7, 5.7, 5.6000000000000005)","(6.5, 8.2, 7.883018867924528)"
16-12-2022 13:26:14.724353,"(3.6, 4.3, 4.25)","(4.6, 5.6, 5.469230769230769)","(51.0, 260.0, 93.33333333333334)","(13.0, 22.0, 20.4375)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.64)","(3.7, 5.7, 5.6000000000000005)","(6.5, 8.2, 7.883018867924528)"
16-12-2022 13:26:15.751175,"(3.6, 4.3, 4.25)","(4.6, 5.6, 5.469230769230769)","(51.0, 260.0, 93.33333333333334)","(13.0, 22.0, 20.4375)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.666666666666666)","(3.7, 5.7, 5.55)","(6.5, 8.2, 7.955102040816326)"
16-12-2022 13:26:17.022638,"(3.6, 4.2, 4.180952380952381)","(4.6, 5.6, 5.469230769230769)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.666666666666666)","(3.7, 5.7, 5.55)","(6.5, 8.2, 7.961702127659574)"
16-12-2022 13:26:18.019211,"(3.6, 4.2, 4.178947368421053)","(4.6, 5.6, 5.469230769230769)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.666666666666666)","(3.7, 5.7, 5.55)","(6.5, 8.2, 8.154285714285713)"
16-12-2022 13:26:19.024613,"(3.6, 4.2, 4.12)","(4.6, 5.6, 5.469230769230769)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.666666666666666)","(3.7, 5.7, 5.55)","(6.5, 8.2, 8.60909090909091)"
16-12-2022 13:26:20.376815,"(3.6, 4.2, 4.12)","(4.6, 5.6, 5.469230769230769)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.868421052631579)","(3.8, 5.7, 5.55)","(6.5, 8.8, 8.485714285714286)"
16-12-2022 13:26:21.662507,"(3.5, 4.3, 4.118181818181818)","(4.6, 5.6, 5.469230769230769)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.666666666666666)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.028571428571428)"
16-12-2022 13:26:23.069738,"(3.5, 4.1, 4.083333333333333)","(4.6, 5.6, 5.465)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.666666666666666)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.0)"
16-12-2022 13:26:24.702752,"(3.5, 4.1, 4.083333333333333)","(4.6, 5.6, 5.468292682926829)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.666666666666666)","(3.8, 5.7, 5.55)","(6.5, 8.8, 8.08)"
16-12-2022 13:26:25.839156,"(3.5, 4.1, 4.083333333333333)","(4.6, 5.6, 5.468292682926829)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.637499999999999)","(3.8, 5.7, 5.55)","(6.5, 8.8, 8.457142857142857)"
16-12-2022 13:26:26.906458,"(3.5, 4.2, 4.176470588235294)","(4.6, 5.6, 5.468292682926829)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.2, 5.8)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.457142857142857)"
16-12-2022 13:26:28.171950,"(3.5, 4.2, 4.15)","(4.6, 5.6, 5.465)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.8)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.457142857142857)"
16-12-2022 13:26:29.320103,"(3.5, 4.2, 4.15)","(4.6, 5.6, 5.465)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.333333333333332)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.8)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:30.304038,"(3.5, 4.2, 4.141176470588236)","(4.6, 5.6, 5.465)","(51.0, 250.0, 212.0)","(13.0, 22.0, 20.157894736842106)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.8)","(3.6, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:31.391466,"(3.5, 4.2, 4.141176470588236)","(4.6, 5.6, 5.465)","(51.0, 250.0, 90.76923076923077)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.8)","(3.6, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:32.334565,"(3.5, 4.2, 4.116666666666667)","(4.6, 5.6, 5.465)","(51.0, 260.0, 90.76923076923077)","(13.0, 22.0, 19.941176470588236)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.8)","(3.6, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:33.429532,"(3.5, 4.2, 4.116666666666667)","(4.6, 5.6, 5.441176470588235)","(51.0, 260.0, 90.76923076923077)","(13.0, 22.0, 20.90625)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.8)","(3.6, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:34.423289,"(3.5, 4.2, 4.116666666666667)","(4.6, 5.6, 5.441176470588235)","(51.0, 260.0, 90.76923076923077)","(13.0, 22.0, 20.90625)","(17.0, 40.0, 39.63636363636364)","(5.0, 6.0, 5.8)","(3.6, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:35.464975,"(3.5, 4.2, 4.116666666666667)","(4.6, 5.6, 5.441176470588235)","(51.0, 260.0, 90.76923076923077)","(13.0, 22.0, 20.90625)","(17.0, 40.0, 39.6)","(5.0, 6.0, 5.8)","(3.6, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:36.731608,"(3.5, 4.2, 4.116666666666667)","(4.8, 5.6, 5.441176470588235)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.90625)","(19.0, 40.0, 39.6)","(5.0, 6.0, 5.8)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:38.016583,"(3.5, 4.2, 4.033333333333333)","(4.8, 5.6, 5.392307692307692)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.90625)","(19.0, 40.0, 39.6)","(5.0, 6.0, 5.8)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:39.095934,"(3.5, 4.2, 4.075)","(4.8, 5.6, 5.392307692307692)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.90625)","(19.0, 40.0, 39.6)","(5.0, 6.0, 5.75)","(3.8, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:40.197084,"(3.5, 4.2, 4.19)","(4.8, 5.6, 5.392307692307692)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.666666666666668)","(19.0, 40.0, 39.6)","(5.0, 5.9, 5.75)","(3.9, 5.7, 5.55)","(6.5, 8.6, 8.034782608695652)"
16-12-2022 13:26:41.775073,"(3.5, 4.2, 4.19)","(4.8, 5.6, 5.392307692307692)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.88)","(19.0, 40.0, 39.6)","(5.0, 5.9, 5.75)","(3.9, 5.7, 5.55)","(6.5, 8.6, 8.327272727272728)"
16-12-2022 13:26:42.941307,"(3.5, 4.2, 4.19)","(4.8, 5.6, 5.392307692307692)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.88)","(19.0, 40.0, 39.6)","(5.0, 5.9, 5.9)","(3.9, 5.7, 5.55)","(6.5, 8.4, 8.327272727272728)"
16-12-2022 13:26:44.162355,"(3.5, 4.2, 4.075)","(4.8, 5.6, 5.3652173913043475)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.352941176470587)","(19.0, 40.0, 39.6)","(5.0, 6.2, 5.7625)","(3.9, 5.7, 5.576923076923077)","(6.5, 8.4, 8.35)"
16-12-2022 13:26:45.478494,"(3.5, 4.2, 4.022222222222222)","(4.8, 5.5, 5.357142857142857)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.352941176470587)","(19.0, 40.0, 39.6)","(5.0, 6.2, 5.771428571428571)","(3.9, 5.7, 5.576923076923077)","(6.5, 8.4, 8.35)"
16-12-2022 13:26:46.972921,"(3.5, 4.2, 3.977777777777778)","(4.8, 5.5, 5.346153846153846)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.352941176470587)","(19.0, 40.0, 39.6)","(5.0, 6.2, 5.771428571428571)","(3.9, 5.7, 5.611111111111111)","(6.5, 8.4, 8.35)"
16-12-2022 13:26:48.331351,"(3.5, 4.2, 3.977777777777778)","(4.8, 5.5, 5.333333333333333)","(51.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.352941176470587)","(19.0, 40.0, 39.6)","(5.0, 6.2, 5.771428571428571)","(4.0, 5.7, 5.7375)","(6.5, 8.4, 8.35)"
16-12-2022 13:26:49.610844,"(3.5, 4.2, 3.977777777777778)","(4.8, 5.5, 5.366666666666666)","(41.0, 260.0, 90.76923076923077)","(14.0, 22.0, 20.352941176470587)","(21.0, 40.0, 39.6)","(5.0, 6.2, 5.771428571428571)","(4.0, 5.8, 5.55)","(6.5, 8.4, 8.3)"
16-12-2022 13:26:50.760483,"(3.5, 4.2, 3.975)","(4.8, 5.5, 5.34)","(41.0, 260.0, 90.76923076923077)","(14.0, 22.0, 21.31578947368421)","(21.0, 40.0, 39.6)","(5.0, 6.2, 5.7272727272727275)","(4.0, 5.8, 5.529166666666667)","(6.5, 8.4, 8.3)"
16-12-2022 13:26:51.799652,"(3.5, 4.2, 4.109090909090909)","(4.8, 5.5, 5.34)","(41.0, 260.0, 90.76923076923077)","(14.0, 22.0, 21.31578947368421)","(21.0, 40.0, 39.6)","(5.0, 6.0, 5.7272727272727275)","(4.0, 5.8, 5.575862068965517)","(6.5, 8.4, 8.3)"
16-12-2022 13:26:52.928728,"(3.5, 4.2, 4.125)","(4.8, 5.5, 5.34)","(41.0, 260.0, 90.76923076923077)","(14.0, 22.0, 21.434782608695652)","(21.0, 40.0, 39.6)","(5.0, 6.0, 5.75)","(4.0, 5.8, 5.575862068965517)","(6.5, 8.4, 8.3)"
16-12-2022 13:26:53.920425,"(3.5, 4.2, 4.125)","(4.8, 5.5, 5.3)","(41.0, 230.0, 220.27777777777777)","(14.0, 22.0, 21.434782608695652)","(21.0, 40.0, 39.6)","(5.0, 6.0, 5.75)","(4.0, 5.8, 5.575862068965517)","(6.5, 8.4, 8.3)"
16-12-2022 13:26:54.950496,"(3.5, 4.2, 4.125)","(4.8, 5.5, 5.3)","(41.0, 230.0, 220.27777777777777)","(14.0, 22.0, 21.434782608695652)","(21.0, 40.0, 39.6)","(5.0, 6.0, 5.644444444444444)","(4.0, 5.8, 5.583333333333333)","(6.5, 8.4, 8.3)"
16-12-2022 13:26:56.014909,"(3.5, 4.2, 4.0285714285714285)","(4.8, 5.5, 5.3)","(41.0, 230.0, 220.27777777777777)","(14.0, 22.0, 21.5)","(21.0, 40.0, 39.6)","(5.0, 6.0, 5.621428571428571)","(4.0, 5.8, 5.583333333333333)","(6.5, 8.4, 8.266666666666667)"
16-12-2022 13:26:57.084265,"(3.5, 4.2, 4.0285714285714285)","(4.8, 5.5, 5.3)","(41.0, 230.0, 220.27777777777777)","(14.0, 22.0, 21.5)","(21.0, 40.0, 39.6)","(5.0, 5.9, 5.627272727272727)","(4.0, 5.8, 5.583333333333333)","(6.5, 8.4, 7.999999999999999)"
