,Cosmic Nugget,Goddess Of War,Three Putt Par,Eyes On Gold,Mr Banner,Mothers Clone,Bad Habits,Paisan
04-01-2023 12:21:17.887674,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.591304347826087)","(11.0, 12.5, 12.0)","(3.6, 5.2, 5.038461538461538)","(4.0, 6.4, 5.65)","(17.0, 34.0, 27.7)","(10.0, 12.5, 11.064814814814815)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:19.000083,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.533333333333333)","(11.0, 12.5, 12.0)","(3.6, 5.2, 5.038461538461538)","(4.0, 6.4, 5.65)","(17.0, 34.0, 27.7)","(10.0, 12.5, 11.064814814814815)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:20.213047,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.533333333333333)","(11.0, 12.5, 12.0)","(3.6, 5.2, 5.038461538461538)","(4.0, 6.4, 5.65)","(17.0, 34.0, 27.7)","(10.0, 12.5, 9.477987421383649)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:21.390890,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.533333333333333)","(11.0, 12.5, 12.0)","(3.6, 5.2, 5.118181818181818)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 27.7)","(10.0, 12.5, 11.054545454545455)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:22.580554,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.533333333333333)","(11.0, 12.5, 11.538461538461538)","(3.7, 5.2, 5.075)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 27.7)","(10.0, 12.0, 10.470588235294118)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:23.664558,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.533333333333333)","(11.0, 12.5, 11.538461538461538)","(3.7, 5.2, 5.075)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 27.7)","(10.0, 12.0, 10.470588235294118)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:24.802583,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.533333333333333)","(11.0, 12.5, 11.538461538461538)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 27.7)","(10.0, 12.0, 10.470588235294118)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:25.891213,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.430769230769231)","(11.0, 12.5, 11.538461538461538)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 27.7)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:26.963767,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.430769230769231)","(11.0, 12.5, 11.538461538461538)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 27.7)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:28.286217,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.430769230769231)","(11.0, 12.5, 11.538461538461538)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:29.399336,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.8, 6.466666666666667)","(11.0, 12.5, 11.0)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.786363636363636)","(17.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:30.539945,"(4.8, 7.2, 6.977777777777778)","(5.5, 6.6, 6.4222222222222225)","(11.0, 12.5, 11.266666666666667)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.692857142857143)","(17.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:31.715438,"(4.8, 7.2, 6.590909090909091)","(5.5, 6.6, 6.4222222222222225)","(11.0, 12.0, 10.9)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.65)","(17.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:32.815884,"(4.8, 7.8, 6.590909090909091)","(5.5, 6.6, 6.4222222222222225)","(11.0, 12.0, 10.9)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.65)","(17.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:34.092041,"(4.8, 7.8, 6.643478260869565)","(5.5, 6.6, 6.4222222222222225)","(11.0, 12.0, 11.45)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.65)","(17.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:35.246215,"(4.8, 7.8, 6.643478260869565)","(5.5, 6.6, 6.45)","(11.0, 12.0, 11.120000000000001)","(3.7, 5.2, 5.128571428571429)","(4.0, 6.4, 5.65)","(18.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:36.362503,"(4.8, 7.8, 6.643478260869565)","(5.5, 6.6, 6.45)","(11.0, 12.0, 11.120000000000001)","(3.7, 5.2, 4.9363636363636365)","(4.0, 6.4, 5.692857142857143)","(18.0, 34.0, 29.5)","(10.0, 12.0, 10.266666666666667)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:37.513286,"(4.8, 7.8, 6.630769230769231)","(5.5, 6.6, 6.199999999999999)","(11.0, 12.0, 11.120000000000001)","(3.7, 5.3, 4.966666666666667)","(4.0, 6.4, 5.692857142857143)","(18.0, 34.0, 29.5)","(10.0, 12.0, 10.158333333333333)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:38.657708,"(4.8, 7.8, 6.590909090909091)","(5.5, 6.6, 6.199999999999999)","(11.0, 12.0, 10.9)","(3.7, 5.3, 4.949999999999999)","(4.0, 6.4, 5.692857142857143)","(18.0, 34.0, 29.5)","(10.0, 12.0, 10.42142857142857)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:39.763087,"(4.8, 7.8, 6.590909090909091)","(5.5, 6.6, 6.199999999999999)","(11.0, 12.0, 10.9)","(3.7, 5.3, 4.872222222222222)","(4.0, 6.4, 5.692857142857143)","(18.0, 34.0, 29.5)","(10.0, 12.0, 10.42142857142857)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:40.858599,"(4.8, 7.8, 6.590909090909091)","(5.5, 6.6, 6.199999999999999)","(10.0, 12.0, 10.9)","(3.7, 5.3, 4.833333333333333)","(4.0, 6.4, 5.71)","(18.0, 34.0, 29.5)","(11.0, 12.0, 10.42142857142857)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:41.888375,"(4.8, 7.8, 6.590909090909091)","(5.5, 6.6, 6.199999999999999)","(10.0, 12.0, 10.9)","(3.7, 5.1, 4.752173913043478)","(4.0, 6.2, 5.71)","(18.0, 34.0, 29.5)","(11.0, 12.0, 10.42142857142857)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:42.954206,"(4.8, 7.8, 6.776923076923077)","(5.5, 6.6, 6.199999999999999)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.1, 4.752173913043478)","(4.0, 6.2, 5.65)","(18.0, 34.0, 29.5)","(11.0, 12.0, 10.42142857142857)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:44.046498,"(4.8, 7.8, 6.792)","(5.5, 6.6, 6.199999999999999)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.1, 4.752173913043478)","(4.0, 6.2, 5.65)","(18.0, 34.0, 29.5)","(11.0, 12.0, 10.42142857142857)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:45.220920,"(4.8, 7.8, 6.648)","(5.5, 6.6, 6.199999999999999)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.1, 4.752173913043478)","(4.0, 6.2, 5.65)","(18.0, 34.0, 29.5)","(11.0, 12.0, 10.84375)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:46.344373,"(4.8, 7.8, 6.630769230769231)","(5.5, 6.6, 6.199999999999999)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.1, 4.752173913043478)","(4.0, 6.2, 5.65)","(18.0, 34.0, 29.5)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:47.483142,"(4.8, 7.8, 6.905882352941177)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.1, 4.752173913043478)","(4.0, 6.2, 5.65)","(18.0, 34.0, 29.5)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:48.643985,"(4.8, 7.8, 6.905882352941177)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 10.9)","(3.7, 5.1, 4.752173913043478)","(4.0, 6.2, 5.65)","(18.0, 34.0, 29.5)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 10.185714285714287)"
04-01-2023 12:21:49.807281,"(4.8, 7.8, 6.905882352941177)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 10.9)","(3.7, 5.1, 4.65)","(4.0, 6.2, 5.65)","(18.0, 34.0, 29.5)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 10.88)"
04-01-2023 12:21:50.904833,"(4.8, 7.8, 6.905882352941177)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 10.9)","(3.7, 5.0, 4.748)","(4.0, 6.2, 5.65)","(18.0, 34.0, 31.3)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 11.647368421052631)"
04-01-2023 12:21:52.125257,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.0, 4.569230769230769)","(4.0, 6.2, 5.65)","(18.0, 34.0, 30.0)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 11.647368421052631)"
04-01-2023 12:21:53.295384,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.0, 4.44)","(4.0, 6.2, 5.65)","(18.0, 34.0, 31.333333333333332)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 11.647368421052631)"
04-01-2023 12:21:54.423002,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.0, 4.44)","(4.0, 6.2, 5.65)","(18.0, 34.0, 31.333333333333332)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 11.923076923076923)"
04-01-2023 12:21:55.543779,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.0, 4.44)","(4.0, 6.2, 5.65)","(18.0, 34.0, 31.333333333333332)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 11.923076923076923)"
04-01-2023 12:21:56.672015,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.0, 4.44)","(4.0, 6.2, 5.65)","(18.0, 34.0, 31.333333333333332)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 11.923076923076923)"
04-01-2023 12:21:57.828491,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.333333333333333)","(10.0, 12.0, 10.9)","(3.7, 5.0, 4.44)","(4.0, 6.2, 5.65)","(18.0, 34.0, 31.333333333333332)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 12.0)"
04-01-2023 12:21:59.216831,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.458823529411765)","(10.0, 12.0, 10.9)","(3.7, 5.0, 4.44)","(4.0, 6.2, 5.3)","(18.0, 34.0, 31.333333333333332)","(11.0, 11.5, 11.043478260869566)","(7.0, 12.5, 12.0)"
04-01-2023 12:22:00.584044,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.458823529411765)","(10.0, 12.0, 11.120000000000001)","(3.7, 5.0, 4.44)","(4.0, 6.0, 5.5)","(18.0, 34.0, 31.333333333333332)","(11.0, 11.5, 11.043478260869566)","(7.0, 13.0, 11.636363636363637)"
04-01-2023 12:22:01.911434,"(4.8, 7.8, 7.0)","(5.5, 6.6, 6.56)","(10.0, 12.0, 10.9)","(3.7, 5.0, 4.36)","(4.0, 6.0, 5.5520000000000005)","(18.0, 34.0, 28.75)","(11.0, 11.5, 10.666666666666666)","(7.0, 13.0, 11.95)"
04-01-2023 12:22:03.138268,"(4.8, 7.8, 6.905882352941177)","(5.5, 6.6, 6.56)","(10.0, 12.0, 10.178947368421053)","(3.7, 5.0, 4.36)","(4.0, 6.0, 5.5520000000000005)","(18.0, 34.0, 28.75)","(11.0, 11.5, 10.666666666666666)","(7.0, 13.0, 11.847826086956522)"
04-01-2023 12:22:04.473012,"(4.8, 7.8, 6.831578947368421)","(5.5, 6.6, 6.573333333333333)","(10.0, 11.0, 10.178947368421053)","(3.7, 5.0, 4.36)","(4.0, 6.0, 5.5520000000000005)","(18.0, 34.0, 28.75)","(11.0, 11.5, 10.964285714285714)","(7.0, 12.5, 12.125)"
04-01-2023 12:22:05.797993,"(4.8, 7.8, 6.831578947368421)","(5.5, 6.6, 6.580952380952381)","(10.0, 11.0, 10.08235294117647)","(3.7, 5.0, 4.475)","(4.0, 6.0, 5.814285714285714)","(18.0, 34.0, 28.75)","(11.0, 11.5, 10.923076923076923)","(7.0, 12.5, 11.642857142857142)"
04-01-2023 12:22:07.106253,"(4.8, 7.8, 6.777777777777778)","(5.5, 6.6, 6.580952380952381)","(10.0, 11.0, 10.01)","(3.7, 5.0, 4.699999999999999)","(4.0, 6.2, 5.966666666666667)","(18.0, 34.0, 27.875)","(11.0, 11.5, 11.142857142857142)","(7.0, 12.5, 12.125)"
04-01-2023 12:22:08.445863,"(4.8, 7.8, 6.808695652173912)","(5.5, 6.6, 6.576470588235294)","(10.0, 10.5, 10.200000000000001)","(3.7, 5.0, 4.699999999999999)","(4.0, 6.2, 5.953846153846154)","(18.0, 34.0, 27.875)","(11.0, 11.5, 10.944444444444445)","(7.0, 12.5, 12.263157894736842)"
04-01-2023 12:22:09.667948,"(4.8, 7.8, 6.7384615384615385)","(5.5, 6.6, 6.449999999999999)","(10.0, 11.0, 10.200000000000001)","(3.7, 5.0, 4.699999999999999)","(4.0, 6.2, 5.463636363636364)","(18.0, 34.0, 27.875)","(11.0, 11.5, 10.944444444444445)","(7.0, 13.0, 12.5)"
04-01-2023 12:22:10.826697,"(4.8, 7.8, 6.7384615384615385)","(5.5, 6.6, 6.449999999999999)","(10.0, 11.0, 10.200000000000001)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.9, 5.642857142857143)","(18.0, 34.0, 30.5)","(11.0, 11.5, 10.944444444444445)","(7.0, 13.0, 12.5)"
04-01-2023 12:22:11.964012,"(4.8, 7.8, 6.7384615384615385)","(5.5, 6.8, 6.533333333333333)","(10.0, 10.5, 10.11111111111111)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.9, 5.695454545454546)","(18.0, 34.0, 30.5)","(11.0, 11.5, 11.142857142857142)","(7.0, 13.0, 12.5)"
04-01-2023 12:22:13.100589,"(4.8, 7.8, 6.7384615384615385)","(5.5, 6.8, 6.685714285714286)","(10.0, 10.5, 10.11111111111111)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.9, 5.695454545454546)","(18.0, 34.0, 27.875)","(11.0, 11.5, 10.944444444444445)","(7.0, 13.0, 12.263157894736842)"
04-01-2023 12:22:14.178663,"(4.8, 7.8, 6.7384615384615385)","(5.5, 7.0, 6.7)","(10.0, 10.5, 10.11111111111111)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.9, 5.725)","(18.0, 34.0, 30.5)","(11.0, 11.5, 11.142857142857142)","(7.0, 13.0, 12.5)"
04-01-2023 12:22:15.270805,"(4.8, 7.8, 7.011428571428571)","(5.5, 7.0, 6.733333333333333)","(10.0, 10.5, 10.015384615384615)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.8, 5.725)","(18.0, 34.0, 30.5)","(11.0, 11.5, 11.142857142857142)","(7.0, 13.0, 12.5)"
04-01-2023 12:22:16.442787,"(4.8, 7.8, 7.172727272727273)","(5.5, 7.0, 6.65)","(10.0, 10.5, 10.461538461538462)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.8, 5.725)","(18.0, 34.0, 24.375)","(11.0, 11.5, 10.944444444444445)","(7.0, 13.0, 12.5)"
04-01-2023 12:22:17.742068,"(4.8, 7.8, 7.172727272727273)","(5.5, 7.0, 6.56)","(10.0, 11.5, 10.535714285714286)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.8, 5.725)","(18.0, 34.0, 24.375)","(11.0, 11.5, 10.944444444444445)","(7.0, 13.0, 12.666666666666666)"
04-01-2023 12:22:19.077660,"(4.8, 7.8, 7.172727272727273)","(5.5, 6.8, 6.430769230769231)","(10.0, 11.5, 10.5625)","(3.7, 5.0, 4.699999999999999)","(4.0, 5.8, 5.725)","(18.0, 34.0, 29.72222222222222)","(11.0, 11.5, 11.142857142857142)","(7.0, 13.0, 12.666666666666666)"
04-01-2023 12:22:20.591966,"(4.8, 7.8, 7.172727272727273)","(5.5, 6.8, 6.676923076923077)","(10.0, 11.5, 10.818181818181818)","(3.7, 5.0, 4.68)","(4.0, 5.8, 5.7368421052631575)","(18.0, 34.0, 29.72222222222222)","(11.0, 11.5, 10.944444444444445)","(7.0, 13.0, 12.666666666666666)"
04-01-2023 12:22:22.382126,"(4.8, 7.8, 7.066666666666666)","(5.5, 6.8, 6.7)","(10.0, 11.5, 10.4)","(3.7, 5.0, 4.68)","(4.0, 5.8, 5.725)","(18.0, 34.0, 29.333333333333332)","(11.0, 11.5, 10.875)","(7.0, 13.0, 12.666666666666666)"
04-01-2023 12:22:23.848926,"(4.8, 7.8, 7.058181818181818)","(5.5, 7.0, 6.65)","(10.0, 11.5, 10.84)","(3.7, 5.0, 4.815384615384615)","(4.0, 5.8, 5.725)","(18.0, 34.0, 30.315789473684212)","(11.0, 11.5, 10.875)","(7.0, 13.0, 12.666666666666666)"
04-01-2023 12:22:25.058101,"(4.8, 7.8, 7.058181818181818)","(5.5, 7.0, 6.557894736842106)","(10.0, 11.5, 10.88888888888889)","(3.7, 5.0, 4.815384615384615)","(4.0, 5.8, 5.725)","(18.0, 34.0, 29.333333333333332)","(11.0, 11.5, 11.222222222222221)","(7.0, 13.0, 12.666666666666666)"
04-01-2023 12:22:26.272633,"(4.8, 7.6, 7.167567567567567)","(5.5, 7.0, 6.557894736842106)","(10.0, 11.5, 10.675)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.7368421052631575)","(18.0, 30.0, 28.17391304347826)","(10.0, 11.5, 11.282608695652174)","(7.5, 13.0, 12.083333333333334)"
04-01-2023 12:22:27.450603,"(4.8, 7.6, 7.046808510638297)","(5.5, 7.0, 6.51304347826087)","(10.0, 11.5, 10.675)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.725)","(18.0, 30.0, 28.57142857142857)","(10.0, 11.5, 11.282608695652174)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:28.624810,"(4.8, 7.6, 7.046808510638297)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.5, 10.912280701754385)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.725)","(18.0, 30.0, 28.636363636363637)","(10.0, 11.5, 11.3)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:29.694918,"(4.8, 7.6, 7.046808510638297)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.912280701754385)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.725)","(18.0, 30.0, 28.636363636363637)","(10.0, 11.5, 10.7)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:30.774279,"(4.8, 7.6, 7.046808510638297)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.891666666666667)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.747826086956522)","(18.0, 30.0, 28.636363636363637)","(10.0, 11.5, 10.7)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:31.851726,"(4.8, 7.4, 7.118918918918919)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.833333333333334)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.747826086956522)","(18.0, 30.0, 28.636363636363637)","(10.0, 11.5, 10.7)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:33.084294,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.824324324324325)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.747826086956522)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:34.234155,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.836363636363637)","(4.2, 5.8, 5.747826086956522)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.7)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:35.336856,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.747826086956522)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:36.490084,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.875)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.747826086956522)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 12.083333333333334)"
04-01-2023 12:22:37.670518,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.569230769230769)","(10.0, 11.0, 10.875)","(3.8, 5.0, 4.815384615384615)","(4.2, 5.8, 5.7368421052631575)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.7)","(7.5, 12.5, 11.973684210526315)"
04-01-2023 12:22:38.744793,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.76)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.836363636363637)","(4.2, 5.8, 5.7368421052631575)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.7)","(7.5, 12.5, 11.923076923076923)"
04-01-2023 12:22:39.799933,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.8)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.836363636363637)","(4.2, 5.8, 5.7368421052631575)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 11.923076923076923)"
04-01-2023 12:22:40.809641,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.68)","(10.0, 11.0, 10.875)","(3.8, 5.0, 4.836363636363637)","(4.2, 5.8, 5.7368421052631575)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:41.881436,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.76)","(10.0, 11.0, 10.875)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.973684210526316)","(18.0, 30.0, 27.1875)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:43.112561,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.4, 5.794117647058823)","(18.0, 30.0, 26.73913043478261)","(10.0, 11.0, 10.7)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:44.245719,"(4.8, 7.4, 6.848)","(5.5, 7.0, 6.576470588235295)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.785714285714286)","(18.0, 30.0, 26.75)","(10.0, 11.0, 10.7)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:45.336349,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.785714285714286)","(18.0, 30.0, 27.523809523809526)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:46.522860,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.785714285714286)","(18.0, 30.0, 27.263157894736842)","(10.0, 11.0, 10.7)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:47.791636,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.758064516129032)","(18.0, 30.0, 27.833333333333332)","(10.0, 11.0, 10.7)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:49.017386,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.758064516129032)","(18.0, 30.0, 27.833333333333332)","(10.0, 11.0, 10.7)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:50.218540,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.875)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.758064516129032)","(18.0, 30.0, 27.833333333333332)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:51.406897,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.875)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.758064516129032)","(18.0, 30.0, 27.833333333333332)","(10.0, 11.0, 10.8125)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:52.398257,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.875)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.758064516129032)","(18.0, 30.0, 27.833333333333332)","(10.0, 11.0, 10.642857142857142)","(7.5, 12.5, 11.964285714285714)"
04-01-2023 12:22:53.460029,"(5.0, 7.4, 6.848)","(5.5, 7.0, 6.6571428571428575)","(10.0, 11.0, 10.944444444444445)","(3.8, 5.0, 4.803448275862069)","(4.2, 6.0, 5.796296296296296)","(18.0, 30.0, 27.833333333333332)","(10.0, 11.0, 10.75)","(7.5, 12.5, 11.964285714285714)"
