,Bogie Bandit,Rutland Fred,Johns Call,Turbo Worm,Cold Justice,White Ticket,Jimmy Joe
15-12-2022 15:08:15.947693,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:16.996696,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:18.064682,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:19.069959,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:20.137848,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:21.222909,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:22.301462,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:23.300102,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:24.395938,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:25.389739,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:26.540569,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:27.644025,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:28.714370,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:29.715914,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:30.710465,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:31.725706,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:32.724933,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:33.714548,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:34.717705,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:35.817870,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:36.948689,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:38.069738,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:39.115867,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:40.204785,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:41.172081,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:42.192022,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:43.152215,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:44.240752,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:45.408681,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:46.544799,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:47.634435,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:48.620758,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:49.767735,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:50.944031,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:52.036846,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:53.054149,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:54.060032,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:55.153397,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:56.166368,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:57.191677,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:58.228461,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:08:59.304478,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:00.391748,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:01.520209,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:02.689142,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:03.763597,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:04.836930,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:05.868499,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:06.778965,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:07.873362,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:08.985814,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:10.077698,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:11.281484,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:12.444943,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:13.484961,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:14.538638,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:15.713595,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:16.832110,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:17.781520,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:18.826488,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:19.987247,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:21.041034,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:22.018656,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:23.067284,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:24.216795,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
15-12-2022 15:09:25.311320,"(13.0, 30.0, 22.0)","(6.0, 13.0, 7.763636363636364)","(6.0, 12.0, 7.68)","(1.5, 1.67, 1.6620967741935484)","(14.0, 36.0, 20.642857142857142)","(41.0, 310.0, 163.88235294117646)","(6.5, 11.5, 10.68)"
