,Shes Our Cruze,Piazza Farnese,Urana Lot,Cry Wolf,Shanes Pick,Perfect Pacific,Tarantula
07-12-2022 20:04:00.719046,"(26.0, 160.0, 120.0)","(21.0, 120.0, 101.53846153846153)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.86, 1.8045454545454547)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.761904761904762)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:01.840209,"(26.0, 160.0, 120.0)","(21.0, 120.0, 101.53846153846153)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.820769230769231)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.761904761904762)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:02.949328,"(26.0, 160.0, 120.0)","(21.0, 120.0, 101.53846153846153)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.820769230769231)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.761904761904762)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:04.042694,"(26.0, 160.0, 120.0)","(21.0, 120.0, 98.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.820769230769231)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.761904761904762)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:05.448708,"(26.0, 160.0, 120.0)","(21.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.828888888888889)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.765217391304348)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:06.498651,"(26.0, 160.0, 120.0)","(21.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.86, 1.8133333333333335)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.769230769230769)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:07.672259,"(26.0, 160.0, 120.0)","(21.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.86, 1.8133333333333335)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.763636363636364)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:08.903383,"(26.0, 160.0, 120.0)","(21.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.86, 1.7984615384615386)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.763636363636364)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:10.218506,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.86, 1.8366666666666667)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.7555555555555555)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:11.374270,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8566666666666667)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:12.568751,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8566666666666667)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:13.781591,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8566666666666667)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:15.062673,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.81)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.76)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:16.346775,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.815)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.763636363636364)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:17.481444,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8573684210526316)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.76)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:18.903219,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8573684210526316)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.76)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:20.267486,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8573684210526316)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:21.560994,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8671428571428572)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:22.743334,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8158333333333334)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:24.009215,"(26.0, 160.0, 120.0)","(21.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.82)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.916666666666668)"
07-12-2022 20:04:25.365974,"(26.0, 160.0, 120.0)","(26.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.82)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 25.5)"
07-12-2022 20:04:26.679117,"(26.0, 160.0, 120.0)","(26.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:27.981358,"(26.0, 160.0, 120.0)","(26.0, 120.0, 104.28571428571428)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:29.202162,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:30.414390,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:31.676714,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:32.882509,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.858888888888889)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.763636363636364)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:34.102725,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:35.264718,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:36.549475,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:37.894328,"(26.0, 160.0, 120.0)","(26.0, 120.0, 100.0)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:39.113716,"(26.0, 160.0, 120.0)","(26.0, 120.0, 101.66666666666666)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:40.623334,"(26.0, 160.0, 120.0)","(26.0, 120.0, 101.66666666666666)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 26.0, 25.5)"
07-12-2022 20:04:41.985066,"(26.0, 160.0, 120.0)","(26.0, 120.0, 101.66666666666666)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.858888888888889)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.763636363636364)","(6.5, 26.0, 24.5)"
07-12-2022 20:04:43.534758,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 101.66666666666666)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:44.839169,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 101.66666666666666)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:46.099328,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 101.66666666666666)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:47.358752,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 102.5)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:48.498085,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 102.5)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:49.671907,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 93.07692307692308)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:50.868194,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 93.07692307692308)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:52.048041,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 99.41176470588235)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.858888888888889)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.763636363636364)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:53.310765,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 99.41176470588235)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8638775510204082)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:54.504354,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 99.41176470588235)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:55.739041,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.865)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:56.981452,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:58.189323,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:04:59.464675,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:00.686548,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:01.900118,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:03.030194,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:04.011899,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:05.213396,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:06.437951,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:07.708110,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:08.933309,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:10.060438,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:11.332500,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:12.541654,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:13.772696,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:14.825202,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:15.876172,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:17.096612,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:18.173008,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:19.272560,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:20.323046,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:21.477777,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:22.704347,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:23.881186,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:25.014500,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:25.977747,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:27.174065,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:28.313131,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.5)"
07-12-2022 20:05:29.447161,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 26.375)"
07-12-2022 20:05:30.606590,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 26.375)"
07-12-2022 20:05:31.753870,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 26.375)"
07-12-2022 20:05:32.975323,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:34.196651,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:35.345340,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:36.452457,"(26.0, 160.0, 126.66666666666667)","(26.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.752941176470588)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:37.827230,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:39.140156,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8650000000000002)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.757894736842105)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:40.532777,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8716)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:41.925579,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8699999999999999)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:43.280301,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8699999999999999)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:44.783935,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8554545454545455)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:46.310561,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8664444444444446)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:47.618741,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.87, 1.8737499999999998)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:48.857639,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8737499999999998)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:50.068056,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8737499999999998)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
07-12-2022 20:05:51.234381,"(26.0, 160.0, 126.66666666666667)","(31.0, 120.0, 97.77777777777777)","(4.6, 6.6, 5.906666666666666)","(1.7, 1.88, 1.8737499999999998)","(21.0, 80.0, 68.57142857142857)","(4.2, 4.8, 4.449999999999999)","(6.5, 27.0, 24.1875)"
