,El Fernanda,Why Not Bryce,Rear View Mirror,Four Aces,Green Can Lad,Team Staffing,No Tax,Billy Bob Jordan
07-12-2022 19:53:55.822253,"(5.0, 17.5, 15.52)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.033333333333333)","(10.0, 18.0, 16.6)","(9.0, 13.5, 11.933333333333334)"
07-12-2022 19:53:56.989204,"(5.0, 17.5, 15.52)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 4.6, 4.0)","(10.0, 18.0, 16.6)","(9.0, 13.5, 11.933333333333334)"
07-12-2022 19:53:58.255325,"(5.0, 17.5, 15.52)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 4.6, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.5, 11.933333333333334)"
07-12-2022 19:53:59.435029,"(5.0, 17.5, 15.916666666666666)","(8.5, 13.0, 10.6)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.5, 11.933333333333334)"
07-12-2022 19:54:00.585398,"(5.0, 17.5, 15.983333333333334)","(8.5, 13.0, 10.6)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.5, 11.933333333333334)"
07-12-2022 19:54:01.631104,"(5.0, 17.5, 15.983333333333334)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.5, 11.933333333333334)"
07-12-2022 19:54:02.735797,"(5.0, 17.5, 15.983333333333334)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.5, 10.100000000000001)"
07-12-2022 19:54:03.868307,"(5.0, 17.5, 15.52)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 14.0, 10.100000000000001)"
07-12-2022 19:54:05.014405,"(5.0, 17.5, 15.52)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 14.0, 10.100000000000001)"
07-12-2022 19:54:06.216772,"(5.0, 17.5, 15.52)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 14.0, 10.100000000000001)"
07-12-2022 19:54:07.554496,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 14.0, 10.100000000000001)"
07-12-2022 19:54:08.817697,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 14.0, 10.100000000000001)"
07-12-2022 19:54:09.900685,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 14.0, 10.100000000000001)"
07-12-2022 19:54:10.929313,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 14.0, 10.366666666666667)"
07-12-2022 19:54:11.974694,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 12.866666666666667)","(9.0, 13.5, 11.6)"
07-12-2022 19:54:13.081457,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.916666666666667)","(10.0, 15.0, 12.866666666666667)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:14.235238,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.916666666666667)","(10.0, 15.0, 12.866666666666667)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:15.421866,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.916666666666667)","(10.0, 15.0, 12.866666666666667)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:16.548171,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.916666666666667)","(10.0, 15.0, 12.866666666666667)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:17.766421,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.916666666666667)","(10.0, 15.0, 12.866666666666667)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:18.882040,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.916666666666667)","(10.0, 15.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:19.970166,"(5.0, 17.5, 15.983333333333334)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 3.92)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:21.117162,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 4.6, 3.9454545454545453)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:22.310208,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 4.6, 3.9454545454545453)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:23.414368,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 4.6, 3.9454545454545453)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:24.534987,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 4.6, 3.9454545454545453)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:25.590368,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 4.6, 3.9454545454545453)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:26.749288,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 4.6, 5.05)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:27.827264,"(5.0, 17.5, 16.37777777777778)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.05)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:28.889649,"(5.0, 17.5, 16.37777777777778)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:30.362106,"(5.0, 17.5, 16.37777777777778)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 16.6)","(9.0, 13.0, 11.6)"
07-12-2022 19:54:31.731852,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 18.5)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 16.6)","(9.0, 13.0, 12.511111111111111)"
07-12-2022 19:54:32.856527,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.0, 12.511111111111111)"
07-12-2022 19:54:33.924167,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:35.228283,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:36.387517,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:37.561010,"(5.0, 17.5, 16.114285714285714)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:38.858285,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:40.001606,"(5.0, 17.5, 15.983333333333334)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 12.866666666666667)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:41.096264,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 5.5, 4.24)","(10.0, 15.0, 12.866666666666667)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:42.176362,"(5.0, 17.5, 16.549999999999997)","(8.5, 13.0, 10.371428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 18.90909090909091)","(10.0, 19.5, 17.045454545454547)","(3.8, 4.6, 4.085714285714285)","(10.0, 15.0, 12.866666666666667)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:43.232939,"(5.0, 17.5, 16.549999999999997)","(8.5, 12.5, 11.475)","(3.0, 4.3, 4.102)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 18.5)","(3.8, 4.6, 5.05)","(10.0, 15.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:44.300399,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.719999999999999)","(3.0, 4.3, 4.226666666666667)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:45.381518,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.719999999999999)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:46.474163,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.575)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:47.612296,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.575)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:48.739300,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:49.869848,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:51.013273,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:52.368104,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:53.558421,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.187)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:54.692302,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:55.980230,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.6, 3.937037037037037)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:57.269328,"(5.0, 17.5, 15.64)","(8.5, 12.5, 11.475)","(3.0, 4.5, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:58.486626,"(5.0, 17.5, 16.016666666666666)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:54:59.715622,"(5.0, 17.5, 16.016666666666666)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:00.894753,"(5.0, 17.5, 16.016666666666666)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:02.037167,"(5.0, 17.5, 16.016666666666666)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:03.199223,"(5.0, 17.5, 16.016666666666666)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:04.405663,"(5.0, 17.5, 16.085714285714285)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 5.3)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:05.647652,"(5.0, 17.5, 16.114285714285714)","(8.5, 12.5, 11.475)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.1909090909090905)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:07.122984,"(5.0, 17.5, 16.114285714285714)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 4.6, 4.0375)","(10.0, 18.0, 16.6)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:08.419798,"(5.0, 17.5, 16.114285714285714)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 4.6, 5.05)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:09.596401,"(5.0, 17.5, 15.6)","(8.5, 12.5, 11.971428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:10.879548,"(5.0, 17.5, 15.6)","(8.5, 12.5, 11.971428571428572)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:12.386092,"(5.0, 17.5, 15.6)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:13.842695,"(5.0, 17.5, 15.6)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:15.058842,"(5.0, 17.5, 15.6)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 13.0, 10.8)"
07-12-2022 19:55:16.320175,"(5.0, 17.5, 15.6)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 13.0, 11.622222222222222)"
07-12-2022 19:55:17.570806,"(5.0, 17.5, 16.488888888888887)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:18.977350,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:20.374904,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:21.645843,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:22.868983,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:24.124740,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:25.346780,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:26.585297,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 13.153846153846153)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:27.789562,"(5.0, 17.5, 16.672727272727272)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 15.0, 16.6)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:28.994118,"(5.0, 17.5, 15.983333333333334)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 4.916666666666667)","(10.0, 18.0, 16.6)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:30.257187,"(5.0, 17.5, 16.114285714285714)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 5.5, 3.9625)","(10.0, 18.0, 16.6)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:31.478505,"(5.0, 17.5, 16.114285714285714)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 14.4)","(3.8, 4.6, 4.0)","(10.0, 18.0, 16.6)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:32.652324,"(5.0, 17.5, 16.114285714285714)","(8.5, 12.5, 11.914285714285715)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 4.6, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
07-12-2022 19:55:33.787815,"(5.0, 17.5, 15.95)","(8.5, 12.5, 11.575)","(3.0, 4.4, 4.321111111111112)","(11.0, 23.0, 15.916666666666666)","(10.0, 19.5, 16.666666666666668)","(3.8, 5.5, 5.242857142857143)","(10.0, 18.0, 17.125)","(9.0, 12.0, 11.622222222222222)"
