,Because The Night,Cyclone Gus,Hangonhangon,Maxs Source,Hot Or Not,Kiss The Lass,Leery,Mcphersons Image,The Real Saint,Miss De Boom,King Of Wanchai,Beyondtastic
05-01-2023 13:06:47.008413,"(3.1, 3.65, 3.6188679245283017)","(1.95, 2.12, 2.100841584158416)","(51.0, 150.0, 125.0)","(41.0, 120.0, 86.66666666666667)","(41.0, 110.0, 87.5)","(12.0, 19.5, 18.375)","(26.0, 40.0, 36.4)","(81.0, 200.0, 160.0)","(31.0, 120.0, 90.0)","(19.0, 30.0, 27.866666666666667)","(8.0, 10.5, 10.166666666666666)","(61.0, 160.0, 126.5)"
05-01-2023 13:06:48.578149,"(3.1, 3.95, 3.9392857142857145)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 112.5)","(41.0, 120.0, 107.77777777777777)","(41.0, 110.0, 104.44444444444444)","(12.0, 19.5, 18.75)","(26.0, 50.0, 42.22222222222222)","(81.0, 200.0, 160.0)","(31.0, 120.0, 112.77777777777777)","(19.0, 30.0, 26.8)","(8.0, 11.0, 10.11304347826087)","(61.0, 140.0, 126.5)"
05-01-2023 13:06:50.119059,"(3.1, 3.95, 3.9392857142857145)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 112.5)","(41.0, 120.0, 107.77777777777777)","(41.0, 110.0, 104.44444444444444)","(12.0, 19.5, 18.75)","(26.0, 50.0, 42.857142857142854)","(81.0, 200.0, 186.0)","(31.0, 120.0, 110.0)","(19.0, 30.0, 26.8)","(8.0, 11.0, 9.857142857142858)","(61.0, 140.0, 123.125)"
05-01-2023 13:06:51.647417,"(3.1, 4.1, 4.0711538461538455)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 140.625)","(41.0, 110.0, 100.0)","(41.0, 110.0, 103.57142857142857)","(12.0, 19.5, 18.23076923076923)","(26.0, 48.0, 42.857142857142854)","(81.0, 200.0, 186.0)","(31.0, 120.0, 110.0)","(19.0, 30.0, 26.8)","(8.0, 11.0, 9.956521739130435)","(61.0, 140.0, 123.125)"
05-01-2023 13:06:53.280628,"(3.1, 4.1, 4.0711538461538455)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 138.33333333333331)","(41.0, 110.0, 101.25)","(41.0, 110.0, 104.28571428571428)","(12.0, 19.5, 17.333333333333332)","(26.0, 48.0, 42.857142857142854)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 26.8)","(8.0, 11.0, 9.956521739130435)","(61.0, 140.0, 123.125)"
05-01-2023 13:06:54.837695,"(3.1, 4.1, 4.02)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 128.33333333333334)","(41.0, 110.0, 96.0)","(41.0, 110.0, 104.28571428571428)","(12.0, 18.0, 15.458333333333334)","(26.0, 48.0, 42.857142857142854)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 27.53846153846154)","(8.0, 11.0, 9.956521739130435)","(61.0, 140.0, 128.75)"
05-01-2023 13:06:56.334911,"(3.1, 4.1, 4.02)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 130.0)","(41.0, 110.0, 96.0)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 48.0, 44.72727272727273)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 28.57142857142857)","(8.0, 11.0, 9.956521739130435)","(61.0, 140.0, 128.75)"
05-01-2023 13:06:57.876933,"(3.1, 4.3, 4.182142857142857)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 140.0)","(41.0, 110.0, 96.0)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 48.0, 42.857142857142854)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 28.0)","(8.0, 11.0, 9.956521739130435)","(61.0, 140.0, 128.75)"
05-01-2023 13:06:59.445601,"(3.1, 4.2, 4.012499999999999)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 135.0)","(41.0, 110.0, 98.33333333333333)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 48.0, 43.5)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 28.57142857142857)","(8.0, 11.0, 9.956521739130435)","(61.0, 140.0, 128.75)"
05-01-2023 13:07:00.945732,"(3.1, 4.1, 4.012499999999999)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 135.0)","(41.0, 110.0, 98.33333333333333)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 48.0, 41.0)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 28.57142857142857)","(8.0, 11.0, 10.6)","(61.0, 140.0, 128.75)"
05-01-2023 13:07:02.439116,"(3.1, 4.1, 4.012499999999999)","(1.95, 2.12, 2.0936286201022147)","(51.0, 150.0, 135.0)","(41.0, 110.0, 98.33333333333333)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 48.0, 40.0)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 28.57142857142857)","(8.0, 11.0, 10.6)","(61.0, 140.0, 128.75)"
05-01-2023 13:07:04.005806,"(3.1, 4.1, 4.012499999999999)","(1.95, 2.12, 2.094787430683919)","(51.0, 150.0, 135.0)","(41.0, 110.0, 98.33333333333333)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 46.0, 40.0)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 26.0)","(8.0, 11.0, 10.6)","(61.0, 140.0, 128.75)"
05-01-2023 13:07:05.467522,"(3.1, 4.1, 4.012499999999999)","(1.95, 2.12, 2.094787430683919)","(51.0, 150.0, 135.0)","(41.0, 110.0, 98.33333333333333)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 46.0, 39.0)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 26.0)","(8.0, 11.0, 10.6)","(61.0, 140.0, 128.75)"
05-01-2023 13:07:07.078508,"(3.1, 4.1, 4.012499999999999)","(1.95, 2.12, 2.094787430683919)","(51.0, 150.0, 135.0)","(41.0, 110.0, 118.33333333333334)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 46.0, 39.0)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 26.0)","(8.0, 11.0, 10.6)","(61.0, 140.0, 128.75)"
05-01-2023 13:07:08.786510,"(3.1, 4.1, 4.012499999999999)","(1.95, 2.12, 2.094787430683919)","(51.0, 150.0, 135.0)","(41.0, 140.0, 104.0)","(41.0, 110.0, 104.28571428571428)","(12.0, 17.5, 15.272727272727273)","(26.0, 46.0, 39.0)","(81.0, 200.0, 186.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 25.714285714285715)","(8.0, 11.0, 10.6)","(61.0, 140.0, 128.75)"
05-01-2023 13:07:10.511733,"(3.1, 3.95, 3.8107142857142855)","(1.95, 2.12, 2.068463476070529)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 117.14285714285714)","(41.0, 110.0, 102.0)","(12.0, 17.5, 15.067307692307693)","(26.0, 46.0, 33.75)","(81.0, 200.0, 180.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 25.714285714285715)","(8.0, 11.5, 10.576923076923077)","(61.0, 140.0, 134.0)"
05-01-2023 13:07:12.089337,"(3.1, 3.85, 3.81875)","(1.95, 2.12, 2.0802332361516034)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 117.14285714285714)","(41.0, 110.0, 102.0)","(12.0, 15.5, 14.85)","(26.0, 46.0, 38.0)","(81.0, 200.0, 180.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 26.666666666666668)","(8.0, 11.0, 10.8)","(61.0, 140.0, 134.0)"
05-01-2023 13:07:13.661431,"(3.1, 3.85, 3.81875)","(1.95, 2.12, 2.0821111111111112)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 117.14285714285714)","(41.0, 110.0, 102.0)","(12.0, 15.0, 14.695652173913043)","(26.0, 44.0, 34.0)","(81.0, 200.0, 180.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 27.272727272727273)","(8.0, 11.0, 10.833333333333334)","(61.0, 140.0, 134.0)"
05-01-2023 13:07:15.307433,"(3.1, 3.85, 3.91)","(1.95, 2.12, 2.0681081081081083)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 117.14285714285714)","(41.0, 110.0, 102.0)","(12.0, 15.0, 14.842105263157894)","(26.0, 40.0, 34.0)","(81.0, 200.0, 180.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 27.272727272727273)","(8.0, 11.0, 10.785714285714286)","(61.0, 140.0, 134.0)"
05-01-2023 13:07:16.837507,"(3.1, 3.95, 3.875)","(1.95, 2.12, 2.0834285714285716)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 110.0, 102.0)","(11.0, 15.0, 14.842105263157894)","(26.0, 40.0, 34.0)","(81.0, 200.0, 180.0)","(31.0, 120.0, 112.14285714285714)","(19.0, 30.0, 27.272727272727273)","(8.0, 11.0, 10.785714285714286)","(61.0, 140.0, 134.0)"
05-01-2023 13:07:18.383634,"(3.1, 3.9, 3.885294117647059)","(1.95, 2.12, 2.0441739130434784)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 110.0, 108.75)","(11.0, 15.0, 13.766666666666667)","(26.0, 40.0, 36.0)","(81.0, 200.0, 200.0)","(31.0, 120.0, 111.66666666666667)","(19.0, 30.0, 29.09090909090909)","(8.0, 11.0, 10.916666666666666)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:19.901017,"(3.1, 3.9, 3.885294117647059)","(1.95, 2.12, 2.0441739130434784)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 120.0, 108.75)","(11.0, 15.5, 13.766666666666667)","(26.0, 40.0, 36.0)","(81.0, 230.0, 200.0)","(31.0, 120.0, 111.66666666666667)","(19.0, 30.0, 29.09090909090909)","(8.0, 11.0, 10.916666666666666)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:21.448482,"(3.1, 3.95, 3.91)","(1.95, 2.12, 2.042293906810036)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 120.0, 104.0)","(11.0, 15.5, 14.214285714285714)","(26.0, 40.0, 38.0)","(81.0, 230.0, 178.33333333333334)","(31.0, 120.0, 108.75)","(19.0, 34.0, 28.0)","(8.0, 11.0, 10.444444444444445)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:23.093703,"(3.1, 4.1, 4.09375)","(1.95, 2.12, 2.0411636363636365)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 120.0, 104.0)","(11.0, 15.5, 14.214285714285714)","(26.0, 40.0, 39.0)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 108.75)","(19.0, 34.0, 28.0)","(8.0, 11.0, 10.4)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:24.626250,"(3.1, 4.1, 4.095098039215686)","(1.95, 2.12, 2.0411636363636365)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 120.0, 92.5)","(11.0, 15.5, 14.214285714285714)","(26.0, 40.0, 38.5)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 108.75)","(19.0, 34.0, 28.0)","(8.0, 11.0, 10.571428571428571)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:26.146553,"(3.1, 4.1, 4.0874999999999995)","(1.95, 2.12, 2.061720430107527)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 130.0, 92.5)","(11.0, 15.5, 14.166666666666666)","(26.0, 40.0, 38.5)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 108.75)","(19.0, 34.0, 28.0)","(8.0, 11.0, 10.571428571428571)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:28.060555,"(3.1, 4.1, 4.0874999999999995)","(1.95, 2.12, 2.061720430107527)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 130.0, 92.5)","(11.0, 15.5, 14.166666666666666)","(26.0, 40.0, 38.5)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 108.75)","(19.0, 34.0, 28.0)","(8.0, 11.0, 10.571428571428571)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:29.882113,"(3.1, 4.1, 4.0874999999999995)","(1.95, 2.12, 2.065714285714286)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 105.21739130434783)","(41.0, 130.0, 104.0)","(11.0, 15.5, 14.166666666666666)","(26.0, 40.0, 38.5)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 97.5)","(19.0, 34.0, 28.0)","(8.0, 10.5, 10.333333333333334)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:31.641976,"(3.1, 4.1, 4.017460317460317)","(1.95, 2.1, 2.068421052631579)","(51.0, 150.0, 143.33333333333334)","(41.0, 140.0, 104.28571428571429)","(41.0, 120.0, 92.0)","(11.0, 15.5, 13.9)","(26.0, 40.0, 38.5)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 97.5)","(19.0, 34.0, 28.0)","(8.0, 10.5, 10.333333333333334)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:33.369380,"(3.1, 4.1, 4.017460317460317)","(1.95, 2.08, 2.065714285714286)","(51.0, 150.0, 137.0)","(41.0, 140.0, 104.28571428571429)","(41.0, 120.0, 95.0)","(11.0, 15.5, 14.166666666666666)","(26.0, 40.0, 38.5)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 97.5)","(19.0, 34.0, 29.6)","(8.0, 10.5, 10.344444444444445)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:35.059398,"(3.1, 4.1, 4.2615384615384615)","(1.95, 2.08, 2.0552380952380953)","(51.0, 150.0, 105.0)","(41.0, 140.0, 104.28571428571429)","(41.0, 110.0, 97.14285714285714)","(11.0, 15.5, 14.3)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 105.0)","(19.0, 32.0, 29.0)","(8.0, 10.5, 9.981818181818182)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:36.679126,"(3.1, 4.8, 4.504761904761905)","(1.95, 2.08, 2.0525490196078433)","(51.0, 150.0, 127.5)","(41.0, 140.0, 104.28571428571429)","(41.0, 110.0, 97.14285714285714)","(11.0, 15.5, 14.236842105263158)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 102.85714285714286)","(19.0, 32.0, 28.0)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:38.197235,"(3.1, 4.6, 4.330769230769231)","(1.95, 2.08, 2.0525490196078433)","(51.0, 140.0, 135.0)","(41.0, 140.0, 104.28571428571429)","(41.0, 110.0, 97.14285714285714)","(11.0, 15.5, 14.088235294117647)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 102.85714285714286)","(19.0, 32.0, 28.0)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:39.667725,"(3.1, 4.4, 4.330769230769231)","(1.95, 2.08, 2.0525490196078433)","(51.0, 150.0, 135.0)","(41.0, 140.0, 104.28571428571429)","(41.0, 110.0, 97.77777777777777)","(11.0, 15.5, 14.088235294117647)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 115.55555555555556)","(19.0, 32.0, 28.0)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:41.191225,"(3.1, 4.4, 4.338461538461538)","(1.95, 2.08, 2.0525490196078433)","(51.0, 150.0, 135.0)","(41.0, 140.0, 75.18518518518519)","(41.0, 120.0, 93.33333333333333)","(11.0, 15.5, 14.088235294117647)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 115.55555555555556)","(19.0, 32.0, 27.6)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:42.667666,"(3.1, 4.4, 4.338461538461538)","(1.95, 2.08, 2.04135593220339)","(51.0, 150.0, 135.0)","(41.0, 140.0, 91.25)","(41.0, 120.0, 97.77777777777777)","(11.0, 15.5, 15.75)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 115.55555555555556)","(19.0, 32.0, 27.6)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:44.197520,"(3.1, 4.4, 4.338461538461538)","(1.95, 2.06, 2.04135593220339)","(51.0, 150.0, 135.0)","(41.0, 100.0, 85.0)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.458333333333334)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 115.55555555555556)","(19.0, 32.0, 27.6)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:45.635524,"(3.1, 4.5, 4.466666666666667)","(1.95, 2.06, 2.0413061224489795)","(51.0, 150.0, 111.42857142857143)","(41.0, 95.0, 73.57142857142857)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.166666666666666)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 116.0)","(19.0, 32.0, 28.18181818181818)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:47.094251,"(3.1, 4.5, 4.466666666666667)","(1.95, 2.06, 2.041264822134387)","(51.0, 140.0, 127.5)","(41.0, 95.0, 73.57142857142857)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.166666666666666)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 116.0)","(19.0, 32.0, 27.6)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:48.858185,"(3.1, 4.5, 4.466666666666667)","(1.95, 2.06, 2.008976377952756)","(51.0, 140.0, 130.0)","(41.0, 95.0, 73.57142857142857)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.166666666666666)","(26.0, 40.0, 38.8)","(81.0, 220.0, 178.33333333333334)","(31.0, 120.0, 108.33333333333333)","(19.0, 32.0, 28.18181818181818)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:07:50.711749,"(3.1, 4.5, 4.466666666666667)","(1.95, 2.04, 2.032112676056338)","(51.0, 140.0, 131.66666666666669)","(41.0, 95.0, 73.57142857142857)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.458333333333334)","(26.0, 40.0, 38.8)","(81.0, 220.0, 153.33333333333334)","(31.0, 120.0, 114.16666666666666)","(19.0, 32.0, 28.18181818181818)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 127.5)"
05-01-2023 13:07:52.714632,"(3.2, 4.5, 4.526315789473684)","(1.95, 2.04, 2.036774193548387)","(51.0, 140.0, 130.0)","(41.0, 95.0, 72.5)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.166666666666666)","(26.0, 40.0, 38.8)","(81.0, 220.0, 200.0)","(31.0, 120.0, 114.16666666666666)","(19.0, 32.0, 28.5)","(8.0, 10.0, 9.977777777777778)","(61.0, 140.0, 117.5)"
05-01-2023 13:07:54.588201,"(3.2, 4.8, 4.485714285714286)","(1.95, 2.04, 2.036774193548387)","(51.0, 140.0, 130.0)","(41.0, 95.0, 72.5)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.071428571428571)","(26.0, 40.0, 38.8)","(81.0, 210.0, 198.33333333333331)","(31.0, 120.0, 114.16666666666666)","(19.0, 32.0, 28.5)","(8.0, 10.0, 9.95)","(61.0, 140.0, 117.5)"
05-01-2023 13:07:56.163327,"(3.2, 4.8, 4.485714285714286)","(1.95, 2.04, 2.036774193548387)","(51.0, 140.0, 130.0)","(41.0, 95.0, 72.5)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.071428571428571)","(26.0, 40.0, 38.8)","(81.0, 210.0, 198.33333333333331)","(31.0, 120.0, 114.16666666666666)","(19.0, 32.0, 28.5)","(8.0, 10.0, 9.95)","(61.0, 140.0, 133.75)"
05-01-2023 13:07:57.875501,"(3.2, 4.8, 4.433333333333334)","(1.95, 2.04, 2.036774193548387)","(51.0, 140.0, 130.0)","(41.0, 95.0, 65.0)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.5, 15.5)","(26.0, 40.0, 38.8)","(81.0, 230.0, 215.0)","(31.0, 120.0, 114.16666666666666)","(19.0, 32.0, 28.0)","(8.0, 10.0, 9.95)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:07:59.701417,"(3.2, 4.8, 4.506666666666667)","(1.95, 2.04, 2.036774193548387)","(51.0, 140.0, 130.0)","(41.0, 95.0, 65.0)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.0, 15.5)","(26.0, 40.0, 38.8)","(81.0, 230.0, 215.0)","(31.0, 120.0, 114.16666666666666)","(19.0, 32.0, 28.0)","(8.0, 10.0, 9.95)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:08:01.297955,"(3.2, 4.8, 4.506666666666667)","(1.95, 2.04, 2.036774193548387)","(51.0, 140.0, 130.0)","(41.0, 95.0, 65.0)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.0, 15.555555555555555)","(26.0, 40.0, 38.8)","(81.0, 230.0, 215.0)","(31.0, 120.0, 102.5)","(19.0, 32.0, 28.5)","(8.0, 10.0, 9.95)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:08:02.991484,"(3.2, 4.8, 4.461538461538462)","(1.95, 2.04, 2.0183870967741937)","(51.0, 140.0, 130.0)","(41.0, 95.0, 65.0)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.0, 15.555555555555555)","(26.0, 40.0, 38.8)","(81.0, 230.0, 215.0)","(31.0, 120.0, 89.375)","(19.0, 30.0, 28.8)","(8.0, 10.0, 9.95)","(61.0, 140.0, 123.33333333333334)"
05-01-2023 13:08:04.531779,"(3.2, 4.8, 4.461538461538462)","(1.95, 2.02, 2.0183870967741937)","(51.0, 140.0, 131.66666666666669)","(41.0, 95.0, 78.84615384615384)","(41.0, 120.0, 97.77777777777777)","(11.0, 16.0, 15.25)","(26.0, 40.0, 38.8)","(81.0, 230.0, 215.0)","(31.0, 120.0, 90.0)","(19.0, 30.0, 28.8)","(8.0, 10.0, 9.95)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:08:06.460139,"(3.2, 4.8, 4.677777777777777)","(1.95, 2.02, 2.0183870967741937)","(51.0, 140.0, 128.57142857142858)","(41.0, 95.0, 88.33333333333334)","(41.0, 120.0, 115.0)","(11.0, 16.0, 14.285714285714286)","(26.0, 40.0, 38.8)","(81.0, 230.0, 218.0)","(31.0, 120.0, 90.0)","(19.0, 30.0, 29.2)","(8.0, 11.0, 10.931818181818182)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:08.182777,"(3.2, 4.8, 4.5)","(1.95, 2.02, 2.0183870967741937)","(51.0, 150.0, 132.3529411764706)","(41.0, 95.0, 88.33333333333334)","(41.0, 120.0, 115.0)","(11.0, 15.0, 14.333333333333334)","(26.0, 40.0, 38.8)","(81.0, 230.0, 196.66666666666666)","(31.0, 120.0, 77.22222222222223)","(19.0, 30.0, 29.555555555555557)","(8.0, 11.0, 10.976190476190476)","(61.0, 140.0, 136.92307692307693)"
05-01-2023 13:08:09.754912,"(3.2, 4.6, 4.5)","(1.95, 2.02, 2.0183870967741937)","(51.0, 150.0, 132.3529411764706)","(41.0, 95.0, 78.57142857142857)","(41.0, 120.0, 115.0)","(11.0, 14.5, 14.333333333333334)","(26.0, 40.0, 38.8)","(81.0, 230.0, 196.66666666666666)","(31.0, 120.0, 90.38461538461539)","(19.0, 30.0, 29.555555555555557)","(8.0, 11.0, 10.976190476190476)","(61.0, 140.0, 136.92307692307693)"
05-01-2023 13:08:11.229478,"(3.2, 4.6, 4.5)","(1.95, 2.02, 2.0183870967741937)","(51.0, 150.0, 132.3529411764706)","(41.0, 85.0, 78.57142857142857)","(41.0, 120.0, 115.0)","(11.0, 14.5, 14.333333333333334)","(26.0, 40.0, 38.8)","(81.0, 230.0, 196.66666666666666)","(31.0, 120.0, 90.38461538461539)","(19.0, 30.0, 29.555555555555557)","(8.0, 11.0, 10.976190476190476)","(61.0, 140.0, 136.92307692307693)"
05-01-2023 13:08:12.602683,"(3.2, 4.6, 4.5)","(1.95, 2.02, 2.0183870967741937)","(51.0, 150.0, 132.3529411764706)","(41.0, 85.0, 78.57142857142857)","(41.0, 120.0, 115.0)","(11.0, 14.5, 14.333333333333334)","(26.0, 40.0, 38.8)","(81.0, 230.0, 196.66666666666666)","(31.0, 120.0, 90.38461538461539)","(19.0, 30.0, 29.555555555555557)","(8.0, 11.0, 10.976190476190476)","(61.0, 140.0, 136.92307692307693)"
05-01-2023 13:08:13.990883,"(3.2, 4.6, 4.5)","(1.95, 2.02, 2.0183870967741937)","(51.0, 150.0, 133.33333333333331)","(41.0, 85.0, 75.45454545454545)","(41.0, 120.0, 115.45454545454545)","(11.0, 15.0, 14.2)","(26.0, 40.0, 38.8)","(81.0, 230.0, 223.33333333333334)","(31.0, 110.0, 89.54545454545455)","(19.0, 30.0, 29.272727272727273)","(8.0, 11.0, 10.976190476190476)","(61.0, 140.0, 136.92307692307693)"
05-01-2023 13:08:15.432129,"(3.2, 4.6, 4.5)","(1.95, 2.02, 2.00125)","(51.0, 150.0, 133.33333333333331)","(41.0, 85.0, 75.45454545454545)","(41.0, 130.0, 117.5)","(11.0, 15.0, 14.078947368421053)","(26.0, 40.0, 37.0)","(81.0, 230.0, 218.0)","(31.0, 100.0, 85.0)","(19.0, 30.0, 29.5)","(8.0, 11.0, 10.923076923076923)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:16.848068,"(3.2, 4.6, 4.463636363636363)","(1.95, 2.04, 2.00375)","(51.0, 150.0, 133.33333333333331)","(41.0, 85.0, 75.45454545454545)","(41.0, 130.0, 112.6086956521739)","(11.0, 15.5, 14.272727272727273)","(26.0, 40.0, 37.0)","(81.0, 230.0, 218.0)","(31.0, 95.0, 91.25)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.927710843373495)","(61.0, 140.0, 135.55555555555554)"
