,Because The Night,Cyclone Gus,Hangonhangon,Maxs Source,Hot Or Not,Kiss The Lass,Leery,Mcphersons Image,The Real Saint,Miss De Boom,King Of Wanchai,Beyondtastic
05-01-2023 13:13:23.308630,"(3.7, 5.2, 5.1378378378378375)","(1.85, 2.02, 2.0148780487804876)","(81.0, 210.0, 204.44444444444446)","(41.0, 48.0, 47.07692307692308)","(51.0, 90.0, 84.47368421052632)","(13.0, 17.0, 16.717391304347824)","(21.0, 26.0, 25.5625)","(101.0, 480.0, 455.7142857142857)","(41.0, 95.0, 86.42857142857143)","(18.0, 23.0, 22.257142857142856)","(8.0, 9.4, 9.372)","(81.0, 170.0, 162.0)"
05-01-2023 13:13:25.016690,"(3.8, 5.2, 5.155970149253731)","(1.85, 2.02, 2.005689655172414)","(81.0, 210.0, 204.44444444444446)","(41.0, 48.0, 44.51063829787234)","(51.0, 90.0, 81.3157894736842)","(13.0, 17.0, 16.767857142857142)","(21.0, 26.0, 25.5625)","(101.0, 470.0, 393.3333333333333)","(41.0, 95.0, 81.0)","(18.0, 23.0, 22.1)","(8.0, 9.4, 9.370731707317074)","(81.0, 170.0, 161.11111111111111)"
05-01-2023 13:13:26.791918,"(3.8, 5.2, 5.17603305785124)","(1.85, 2.02, 2.0041142857142855)","(81.0, 210.0, 204.44444444444446)","(31.0, 46.0, 44.470588235294116)","(51.0, 90.0, 79.28571428571429)","(13.0, 17.0, 16.767857142857142)","(21.0, 26.0, 25.5625)","(101.0, 460.0, 400.0)","(41.0, 90.0, 83.57142857142857)","(18.0, 23.0, 22.294117647058822)","(7.5, 9.4, 9.387878787878789)","(81.0, 170.0, 161.11111111111111)"
05-01-2023 13:13:28.414784,"(3.8, 5.2, 5.183333333333334)","(1.85, 2.02, 2.006030150753769)","(81.0, 210.0, 204.44444444444446)","(31.0, 46.0, 44.470588235294116)","(51.0, 85.0, 79.28571428571429)","(13.0, 17.0, 16.767857142857142)","(21.0, 26.0, 25.5625)","(101.0, 440.0, 400.0)","(41.0, 90.0, 83.57142857142857)","(18.0, 23.0, 22.294117647058822)","(7.5, 9.4, 9.387878787878789)","(81.0, 170.0, 161.11111111111111)"
05-01-2023 13:13:29.979642,"(3.8, 5.2, 5.183333333333334)","(1.85, 2.02, 2.006030150753769)","(81.0, 210.0, 204.44444444444446)","(31.0, 46.0, 44.470588235294116)","(51.0, 85.0, 79.28571428571429)","(13.0, 17.0, 16.767857142857142)","(21.0, 26.0, 25.5625)","(101.0, 440.0, 400.0)","(41.0, 90.0, 83.57142857142857)","(18.0, 23.0, 22.294117647058822)","(7.5, 9.4, 9.387878787878789)","(81.0, 170.0, 161.11111111111111)"
05-01-2023 13:13:31.540101,"(3.8, 5.2, 5.171597633136095)","(1.85, 2.02, 2.0096132596685083)","(81.0, 210.0, 206.66666666666666)","(31.0, 46.0, 44.46153846153846)","(51.0, 85.0, 80.0)","(13.0, 17.0, 16.814285714285713)","(21.0, 26.0, 25.666666666666668)","(101.0, 510.0, 517.5)","(41.0, 90.0, 80.0)","(18.0, 23.0, 22.620689655172413)","(7.5, 9.4, 9.504444444444445)","(81.0, 170.0, 167.5)"
05-01-2023 13:13:33.075445,"(3.8, 5.2, 5.171597633136095)","(1.8, 2.02, 2.0096132596685083)","(81.0, 210.0, 205.3846153846154)","(31.0, 46.0, 44.46153846153846)","(51.0, 85.0, 83.33333333333333)","(13.0, 17.0, 16.814285714285713)","(21.0, 26.0, 23.636363636363637)","(101.0, 600.0, 515.0)","(41.0, 85.0, 82.0)","(18.0, 23.0, 22.620689655172413)","(7.5, 9.6, 9.503125)","(81.0, 170.0, 169.23076923076923)"
05-01-2023 13:13:34.671935,"(3.8, 5.2, 5.1553191489361705)","(1.8, 2.02, 2.0155371900826444)","(81.0, 210.0, 205.3846153846154)","(31.0, 46.0, 44.421052631578945)","(51.0, 85.0, 83.33333333333333)","(13.0, 17.0, 16.814285714285713)","(21.0, 24.0, 23.857142857142858)","(101.0, 590.0, 523.3333333333334)","(41.0, 85.0, 82.0)","(18.0, 23.0, 22.52173913043478)","(7.5, 9.6, 9.486842105263158)","(81.0, 170.0, 168.75)"
05-01-2023 13:13:36.345314,"(3.8, 5.2, 5.363030303030303)","(1.8, 2.02, 2.0229464285714287)","(81.0, 210.0, 205.3846153846154)","(31.0, 46.0, 42.60377358490566)","(51.0, 85.0, 80.0)","(13.0, 17.0, 16.814285714285713)","(21.0, 26.0, 24.166666666666668)","(101.0, 590.0, 550.0)","(41.0, 85.0, 82.0)","(18.0, 23.0, 21.793478260869566)","(7.5, 9.6, 9.012121212121212)","(81.0, 170.0, 168.75)"
05-01-2023 13:13:37.808535,"(3.8, 5.4, 5.374226804123712)","(1.8, 2.04, 2.017624521072797)","(81.0, 210.0, 205.3846153846154)","(31.0, 46.0, 42.60377358490566)","(51.0, 85.0, 78.33333333333333)","(13.0, 17.0, 16.814285714285713)","(21.0, 25.0, 23.529411764705884)","(101.0, 570.0, 511.8181818181818)","(41.0, 85.0, 82.0)","(18.0, 22.0, 22.670103092783506)","(7.5, 9.2, 8.979310344827587)","(81.0, 170.0, 168.75)"
05-01-2023 13:13:39.342521,"(3.8, 5.4, 5.370358306188925)","(1.8, 2.02, 1.9872727272727273)","(81.0, 210.0, 222.30769230769232)","(31.0, 46.0, 42.92307692307692)","(51.0, 85.0, 79.54545454545455)","(13.0, 17.0, 16.985294117647058)","(21.0, 24.0, 24.466666666666665)","(101.0, 570.0, 580.0)","(41.0, 85.0, 95.41666666666666)","(18.0, 23.0, 22.391304347826086)","(7.5, 9.0, 9.065546218487395)","(81.0, 170.0, 179.0909090909091)"
05-01-2023 13:13:40.852843,"(3.8, 5.5, 5.430000000000001)","(1.8, 1.99, 1.9917333333333334)","(81.0, 230.0, 222.30769230769232)","(31.0, 46.0, 42.92307692307692)","(51.0, 85.0, 80.71428571428571)","(13.0, 17.5, 16.985294117647058)","(21.0, 25.0, 24.647058823529413)","(101.0, 610.0, 580.0)","(41.0, 110.0, 92.5)","(18.0, 23.0, 22.391304347826086)","(7.5, 9.2, 9.130232558139534)","(81.0, 190.0, 179.0909090909091)"
05-01-2023 13:13:42.444881,"(3.8, 5.5, 5.456213017751479)","(1.8, 2.0, 1.9917333333333334)","(81.0, 230.0, 222.30769230769232)","(31.0, 46.0, 42.94117647058823)","(51.0, 85.0, 79.54545454545455)","(13.0, 17.5, 16.985294117647058)","(21.0, 25.0, 24.555555555555557)","(101.0, 610.0, 580.0)","(41.0, 110.0, 95.0)","(18.0, 23.0, 22.266666666666666)","(7.5, 9.2, 8.809638554216868)","(81.0, 190.0, 179.0909090909091)"
05-01-2023 13:13:44.228956,"(3.8, 5.5, 5.455952380952381)","(1.8, 2.0, 1.9917567567567567)","(81.0, 230.0, 222.30769230769232)","(31.0, 46.0, 42.94117647058823)","(51.0, 85.0, 79.54545454545455)","(13.0, 17.5, 16.985294117647058)","(21.0, 25.0, 24.647058823529413)","(101.0, 610.0, 580.0)","(41.0, 100.0, 96.42857142857143)","(18.0, 23.0, 22.29032258064516)","(7.5, 9.0, 8.759695817490494)","(81.0, 190.0, 179.0909090909091)"
05-01-2023 13:13:45.886349,"(4.0, 5.5, 5.482222222222222)","(1.8, 2.0, 1.9917567567567567)","(81.0, 230.0, 222.30769230769232)","(31.0, 46.0, 42.94117647058823)","(51.0, 85.0, 80.55555555555556)","(13.0, 17.5, 16.985294117647058)","(20.0, 25.0, 24.555555555555557)","(101.0, 610.0, 580.0)","(41.0, 100.0, 105.0)","(18.0, 23.0, 22.766666666666666)","(7.5, 9.0, 8.75909090909091)","(81.0, 190.0, 179.0909090909091)"
05-01-2023 13:13:47.639282,"(4.0, 5.5, 5.395546558704454)","(1.8, 2.0, 1.9994052044609665)","(81.0, 230.0, 223.33333333333334)","(31.0, 46.0, 43.0)","(51.0, 85.0, 82.33333333333333)","(13.0, 17.5, 17.056962025316455)","(20.0, 25.0, 24.703703703703702)","(101.0, 980.0, 735.0)","(41.0, 120.0, 93.33333333333333)","(18.0, 24.0, 22.914285714285715)","(7.5, 8.6, 8.585185185185185)","(81.0, 190.0, 182.5)"
05-01-2023 13:13:49.362835,"(4.0, 5.4, 5.350886075949367)","(1.8, 2.0, 1.9909944751381214)","(81.0, 230.0, 223.33333333333334)","(31.0, 46.0, 43.111111111111114)","(51.0, 85.0, 82.5)","(13.0, 17.5, 17.045454545454547)","(20.0, 25.0, 24.733333333333334)","(101.0, 980.0, 770.0)","(41.0, 120.0, 97.77777777777777)","(18.0, 24.0, 23.253333333333334)","(7.5, 8.6, 8.582758620689654)","(81.0, 190.0, 182.94117647058823)"
05-01-2023 13:13:50.857019,"(4.0, 5.4, 5.350886075949367)","(1.8, 2.02, 1.9910714285714286)","(81.0, 230.0, 223.33333333333334)","(31.0, 46.0, 43.111111111111114)","(51.0, 85.0, 82.5)","(13.0, 17.5, 17.270833333333332)","(20.0, 25.0, 24.76923076923077)","(101.0, 980.0, 770.0)","(41.0, 120.0, 111.42857142857143)","(18.0, 24.0, 23.176470588235293)","(7.5, 8.6, 8.592727272727272)","(81.0, 190.0, 182.94117647058823)"
05-01-2023 13:13:52.394257,"(4.0, 5.4, 5.042011834319527)","(1.8, 2.0, 2.0515254237288136)","(81.0, 230.0, 223.75)","(31.0, 46.0, 42.333333333333336)","(51.0, 85.0, 82.6470588235294)","(13.0, 17.5, 17.22826086956522)","(20.0, 25.0, 24.224489795918366)","(101.0, 980.0, 874.0)","(41.0, 120.0, 114.16666666666666)","(18.0, 24.0, 21.91089108910891)","(7.5, 8.6, 8.543046357615895)","(81.0, 190.0, 178.57142857142858)"
05-01-2023 13:13:53.976060,"(4.0, 5.1, 4.981081081081081)","(1.8, 2.06, 2.0548405797101448)","(81.0, 230.0, 218.88888888888889)","(31.0, 46.0, 42.549019607843135)","(51.0, 85.0, 82.14285714285714)","(13.0, 18.0, 17.232142857142858)","(20.0, 25.0, 24.26923076923077)","(101.0, 970.0, 730.0)","(41.0, 120.0, 116.81818181818181)","(18.0, 22.0, 22.142857142857142)","(7.5, 8.6, 8.526)","(81.0, 200.0, 174.28571428571428)"
05-01-2023 13:13:55.804774,"(4.0, 5.0, 4.976433121019109)","(1.8, 2.06, 2.0672992700729926)","(81.0, 230.0, 223.75)","(31.0, 46.0, 41.7)","(51.0, 85.0, 81.66666666666667)","(13.0, 17.5, 17.058823529411764)","(20.0, 25.0, 24.233333333333334)","(101.0, 970.0, 730.0)","(41.0, 120.0, 95.0)","(18.0, 23.0, 22.142857142857142)","(7.5, 8.6, 8.564705882352941)","(81.0, 200.0, 178.0)"
05-01-2023 13:13:57.367831,"(4.0, 5.0, 4.960215053763441)","(1.8, 2.08, 2.0882958199356914)","(81.0, 230.0, 223.75)","(31.0, 46.0, 42.3448275862069)","(51.0, 85.0, 82.5)","(13.0, 17.5, 17.105263157894736)","(20.0, 25.0, 24.61904761904762)","(101.0, 970.0, 730.0)","(41.0, 120.0, 95.0)","(18.0, 23.0, 22.28)","(7.5, 8.6, 8.540579710144927)","(81.0, 190.0, 173.52941176470588)"
05-01-2023 13:13:59.024443,"(4.0, 4.9, 4.855128205128206)","(1.8, 2.1, 2.0961755485893416)","(81.0, 230.0, 223.75)","(31.0, 44.0, 41.142857142857146)","(51.0, 85.0, 81.66666666666667)","(13.0, 17.5, 17.083333333333332)","(20.0, 25.0, 23.85)","(101.0, 970.0, 860.0)","(41.0, 120.0, 95.0)","(18.0, 23.0, 22.25)","(7.5, 8.6, 8.538345864661654)","(81.0, 200.0, 178.0)"
05-01-2023 13:14:00.826829,"(4.0, 4.9, 4.844776119402985)","(1.8, 2.1, 2.10494623655914)","(81.0, 230.0, 223.75)","(31.0, 44.0, 41.142857142857146)","(51.0, 85.0, 81.66666666666667)","(13.0, 17.5, 16.927835051546392)","(19.0, 24.0, 23.785714285714285)","(101.0, 970.0, 816.6666666666667)","(41.0, 110.0, 87.22222222222223)","(18.0, 23.0, 22.1)","(7.5, 8.6, 8.550204081632653)","(81.0, 190.0, 178.0)"
05-01-2023 13:14:02.564396,"(4.0, 4.9, 4.781325301204819)","(1.8, 2.12, 2.1165625)","(81.0, 230.0, 224.44444444444446)","(31.0, 44.0, 41.241379310344826)","(51.0, 85.0, 80.83333333333333)","(13.0, 17.0, 17.24137931034483)","(19.0, 24.0, 24.125)","(101.0, 960.0, 721.1111111111111)","(41.0, 90.0, 87.22222222222223)","(18.0, 23.0, 22.176470588235293)","(7.5, 8.8, 8.623121387283236)","(81.0, 190.0, 177.14285714285714)"
05-01-2023 13:14:04.343683,"(4.0, 4.8, 4.719607843137255)","(1.8, 2.12, 2.117777777777778)","(81.0, 230.0, 200.0)","(31.0, 44.0, 41.241379310344826)","(51.0, 85.0, 80.83333333333333)","(13.0, 17.5, 17.24137931034483)","(19.0, 25.0, 24.181818181818183)","(101.0, 960.0, 810.0)","(41.0, 90.0, 87.22222222222223)","(18.0, 23.0, 22.5625)","(7.5, 8.8, 8.63877551020408)","(81.0, 180.0, 167.14285714285714)"
05-01-2023 13:14:05.879176,"(4.0, 4.8, 4.711764705882353)","(1.8, 2.12, 2.107782426778243)","(81.0, 220.0, 175.0)","(31.0, 44.0, 41.89473684210526)","(51.0, 85.0, 82.91666666666667)","(13.0, 17.5, 17.439393939393938)","(19.0, 25.0, 24.526315789473685)","(101.0, 950.0, 716.6666666666666)","(41.0, 90.0, 87.5)","(18.0, 23.0, 22.78125)","(7.5, 8.8, 8.840609137055838)","(81.0, 180.0, 164.44444444444446)"
05-01-2023 13:14:07.419858,"(4.0, 4.8, 4.753703703703704)","(1.8, 2.12, 2.107782426778243)","(81.0, 220.0, 170.0)","(31.0, 44.0, 41.89473684210526)","(51.0, 85.0, 81.47058823529412)","(13.0, 17.5, 17.337209302325583)","(19.0, 25.0, 24.4)","(101.0, 950.0, 810.0)","(41.0, 90.0, 88.18181818181819)","(18.0, 23.0, 22.78125)","(7.5, 9.0, 8.85188679245283)","(81.0, 180.0, 165.0)"
05-01-2023 13:14:09.020683,"(4.0, 4.8, 4.762)","(1.8, 2.12, 2.064458834412581)","(81.0, 210.0, 167.14285714285714)","(31.0, 44.0, 42.0)","(51.0, 85.0, 81.25)","(13.0, 17.5, 17.452380952380953)","(19.0, 25.0, 24.53846153846154)","(101.0, 950.0, 716.6666666666666)","(41.0, 90.0, 88.57142857142857)","(18.0, 23.0, 22.176470588235293)","(7.5, 9.0, 8.861061946902655)","(81.0, 180.0, 165.0)"
05-01-2023 13:14:10.455484,"(4.0, 4.8, 4.762)","(1.8, 2.08, 2.064458834412581)","(81.0, 210.0, 167.14285714285714)","(31.0, 44.0, 39.27777777777778)","(51.0, 85.0, 82.77777777777777)","(13.0, 17.5, 17.726315789473684)","(19.0, 25.0, 23.25)","(101.0, 950.0, 830.0)","(41.0, 90.0, 89.66666666666667)","(18.0, 23.0, 23.014492753623188)","(7.5, 9.0, 8.941237113402062)","(81.0, 180.0, 185.0)"
05-01-2023 13:14:11.845576,"(4.0, 4.9, 4.848366013071895)","(1.8, 2.08, 2.0664109589041098)","(81.0, 210.0, 167.14285714285714)","(31.0, 40.0, 39.833333333333336)","(51.0, 85.0, 82.5)","(13.0, 18.0, 17.76086956521739)","(19.0, 24.0, 23.727272727272727)","(101.0, 950.0, 740.0)","(41.0, 90.0, 89.75)","(18.0, 24.0, 23.066666666666666)","(7.5, 9.0, 9.154285714285713)","(81.0, 210.0, 190.0)"
05-01-2023 13:14:13.343916,"(4.0, 4.9, 4.871508379888269)","(1.8, 2.08, 2.060902255639098)","(81.0, 200.0, 186.66666666666666)","(31.0, 40.0, 40.095238095238095)","(51.0, 85.0, 82.5)","(13.0, 18.0, 17.797619047619047)","(19.0, 24.0, 23.76923076923077)","(101.0, 950.0, 830.0)","(41.0, 90.0, 89.75)","(18.0, 24.0, 23.01010101010101)","(7.5, 9.2, 9.164963503649634)","(81.0, 200.0, 168.88888888888889)"
05-01-2023 13:14:15.013444,"(4.0, 5.0, 4.920588235294118)","(1.8, 2.06, 2.0481909547738693)","(81.0, 200.0, 180.0)","(31.0, 42.0, 40.095238095238095)","(51.0, 85.0, 81.52173913043478)","(13.0, 18.0, 17.797619047619047)","(19.0, 24.0, 23.711111111111112)","(101.0, 950.0, 740.0)","(41.0, 90.0, 89.75)","(18.0, 24.0, 23.1900826446281)","(7.5, 9.2, 9.164963503649634)","(81.0, 200.0, 165.0)"
05-01-2023 13:14:16.553683,"(4.0, 5.0, 4.925000000000001)","(1.8, 2.06, 2.049578713968958)","(81.0, 200.0, 170.0)","(31.0, 42.0, 39.97014925373134)","(51.0, 85.0, 81.8)","(13.0, 18.0, 17.797619047619047)","(19.0, 24.0, 23.74074074074074)","(101.0, 950.0, 810.0)","(41.0, 90.0, 89.75)","(18.0, 24.0, 23.1900826446281)","(7.5, 9.2, 8.95609756097561)","(81.0, 200.0, 165.0)"
05-01-2023 13:14:18.044313,"(4.0, 5.0, 4.930081300813009)","(1.8, 2.06, 2.037722095671982)","(81.0, 190.0, 185.55555555555554)","(31.0, 42.0, 39.653333333333336)","(51.0, 85.0, 80.47619047619048)","(13.0, 18.0, 17.858407079646017)","(19.0, 24.0, 23.925)","(101.0, 950.0, 740.0)","(41.0, 90.0, 103.51851851851852)","(18.0, 24.0, 23.216)","(7.5, 9.2, 8.926666666666668)","(81.0, 200.0, 175.0)"
05-01-2023 13:14:19.520619,"(4.0, 5.1, 5.0)","(1.8, 2.04, 2.037734375)","(81.0, 190.0, 196.15384615384613)","(31.0, 40.0, 39.69444444444444)","(51.0, 85.0, 80.8974358974359)","(13.0, 18.0, 17.897540983606557)","(19.0, 24.0, 24.5)","(101.0, 950.0, 830.0)","(41.0, 110.0, 99.23076923076923)","(18.0, 24.0, 23.28846153846154)","(7.5, 9.0, 8.993548387096775)","(81.0, 200.0, 178.57142857142858)"
05-01-2023 13:14:20.949845,"(4.0, 5.0, 5.052866242038216)","(1.8, 2.04, 2.0379324055666004)","(81.0, 210.0, 195.45454545454547)","(31.0, 40.0, 39.58441558441559)","(51.0, 85.0, 80.67567567567568)","(13.0, 18.0, 17.850806451612904)","(19.0, 25.0, 23.692307692307693)","(101.0, 950.0, 740.0)","(41.0, 110.0, 106.74418604651163)","(18.0, 24.0, 23.41269841269841)","(7.5, 9.2, 8.993548387096775)","(81.0, 200.0, 178.57142857142858)"
05-01-2023 13:14:22.324588,"(4.0, 5.1, 5.052866242038216)","(1.8, 2.04, 2.0399563318777294)","(81.0, 200.0, 146.66666666666666)","(31.0, 40.0, 39.56410256410256)","(51.0, 85.0, 80.20833333333333)","(13.0, 18.0, 17.825503355704697)","(19.0, 24.0, 23.333333333333332)","(101.0, 950.0, 830.0)","(41.0, 110.0, 96.875)","(18.0, 24.0, 23.097560975609756)","(7.5, 9.2, 8.9875)","(81.0, 200.0, 178.57142857142858)"
05-01-2023 13:14:23.702738,"(4.0, 5.1, 5.057954545454545)","(1.8, 2.04, 2.0399563318777294)","(81.0, 200.0, 156.66666666666666)","(31.0, 40.0, 40.285714285714285)","(51.0, 85.0, 78.28125)","(13.0, 18.0, 17.85820895522388)","(19.0, 24.0, 23.666666666666668)","(101.0, 950.0, 810.0)","(41.0, 110.0, 106.66666666666666)","(18.0, 24.0, 23.10810810810811)","(7.5, 9.2, 8.921904761904763)","(81.0, 200.0, 178.57142857142858)"
05-01-2023 13:14:25.088593,"(4.0, 5.1, 5.046181818181818)","(1.8, 2.06, 2.044331210191083)","(81.0, 190.0, 156.66666666666666)","(31.0, 42.0, 41.50617283950617)","(51.0, 80.0, 78.38709677419355)","(13.0, 18.0, 16.976190476190474)","(19.0, 24.0, 24.09090909090909)","(101.0, 950.0, 810.0)","(41.0, 110.0, 107.3913043478261)","(18.0, 24.0, 23.07894736842105)","(7.5, 9.2, 8.870000000000001)","(81.0, 200.0, 180.0)"
05-01-2023 13:14:26.505526,"(4.0, 4.8, 4.799619771863117)","(1.8, 2.1, 2.0878980891719747)","(81.0, 180.0, 150.0)","(31.0, 42.0, 40.857142857142854)","(51.0, 80.0, 78.18181818181819)","(13.0, 17.0, 16.982142857142858)","(19.0, 25.0, 24.454545454545453)","(101.0, 950.0, 810.0)","(41.0, 110.0, 97.14285714285714)","(18.0, 24.0, 23.473684210526315)","(7.5, 9.0, 8.8135593220339)","(81.0, 200.0, 180.0)"
05-01-2023 13:14:27.886438,"(4.0, 4.8, 4.767080745341615)","(1.8, 2.12, 2.116438356164384)","(71.0, 180.0, 152.85714285714286)","(31.0, 42.0, 39.529411764705884)","(51.0, 80.0, 78.48484848484848)","(13.0, 17.0, 16.865384615384617)","(19.0, 25.0, 23.142857142857142)","(101.0, 950.0, 845.0)","(41.0, 110.0, 104.54545454545455)","(18.0, 24.0, 23.620253164556964)","(7.5, 9.0, 8.85897435897436)","(81.0, 200.0, 166.66666666666666)"
05-01-2023 13:14:29.226134,"(4.0, 4.8, 4.767878787878788)","(1.8, 2.12, 2.1206666666666667)","(71.0, 170.0, 148.1818181818182)","(31.0, 40.0, 39.529411764705884)","(51.0, 80.0, 78.4375)","(13.0, 17.0, 16.444055944055943)","(19.0, 24.0, 23.142857142857142)","(101.0, 950.0, 845.0)","(41.0, 110.0, 104.54545454545455)","(18.0, 24.0, 23.620253164556964)","(7.5, 9.0, 8.765573770491804)","(81.0, 200.0, 166.66666666666666)"
05-01-2023 13:14:30.654678,"(4.0, 4.8, 4.787404580152671)","(1.8, 2.14, 2.1530027548209367)","(71.0, 170.0, 155.0)","(31.0, 40.0, 39.44303797468354)","(51.0, 80.0, 78.48484848484848)","(13.0, 16.5, 16.447712418300654)","(19.0, 24.0, 22.91891891891892)","(101.0, 950.0, 845.0)","(41.0, 110.0, 104.54545454545455)","(18.0, 24.0, 23.620253164556964)","(7.5, 8.8, 8.765573770491804)","(81.0, 200.0, 166.66666666666666)"
05-01-2023 13:14:32.037091,"(4.0, 4.7, 4.6811428571428575)","(1.8, 2.16, 2.1530027548209367)","(71.0, 170.0, 152.0)","(31.0, 40.0, 39.44303797468354)","(51.0, 80.0, 78.48484848484848)","(13.0, 16.5, 16.41747572815534)","(19.0, 23.0, 23.11764705882353)","(101.0, 950.0, 866.0)","(41.0, 110.0, 105.0)","(18.0, 24.0, 23.63855421686747)","(7.5, 8.8, 8.75578947368421)","(81.0, 200.0, 166.66666666666666)"
05-01-2023 13:14:33.529326,"(4.0, 4.7, 4.679375)","(1.9, 2.16, 2.1511627906976747)","(81.0, 160.0, 149.28571428571428)","(31.0, 40.0, 39.44303797468354)","(51.0, 80.0, 78.48484848484848)","(14.0, 16.5, 16.280172413793103)","(19.0, 24.0, 23.210526315789473)","(101.0, 950.0, 866.0)","(51.0, 110.0, 105.0)","(18.0, 24.0, 23.63855421686747)","(7.5, 8.8, 8.75578947368421)","(81.0, 200.0, 182.85714285714286)"
05-01-2023 13:14:34.963082,"(4.0, 4.7, 4.661650485436893)","(1.9, 2.16, 2.1499290780141846)","(81.0, 160.0, 136.0)","(31.0, 40.0, 40.83720930232558)","(51.0, 80.0, 78.75)","(14.0, 16.5, 16.16923076923077)","(19.0, 24.0, 23.387755102040817)","(101.0, 950.0, 866.0)","(51.0, 110.0, 105.38461538461539)","(18.0, 24.0, 23.655172413793103)","(7.5, 8.8, 8.570930232558139)","(81.0, 200.0, 176.0)"
05-01-2023 13:14:36.447830,"(4.0, 4.7, 4.6761904761904765)","(1.9, 2.16, 2.1562702702702703)","(81.0, 150.0, 142.72727272727272)","(31.0, 42.0, 40.06666666666667)","(51.0, 80.0, 84.0909090909091)","(14.0, 16.5, 16.276041666666668)","(19.0, 24.0, 23.577464788732396)","(101.0, 950.0, 880.0)","(51.0, 110.0, 109.33333333333333)","(18.0, 24.0, 23.850574712643677)","(7.5, 8.6, 8.677586206896551)","(81.0, 200.0, 187.5)"
05-01-2023 13:14:37.708903,"(4.0, 4.7, 4.6761904761904765)","(1.9, 2.16, 2.1560762942779292)","(81.0, 150.0, 142.72727272727272)","(31.0, 42.0, 40.758620689655174)","(51.0, 85.0, 83.75)","(13.0, 16.5, 16.337579617834393)","(19.0, 24.0, 23.605263157894736)","(101.0, 950.0, 880.0)","(61.0, 110.0, 114.73684210526315)","(18.0, 24.0, 23.850574712643677)","(7.5, 8.8, 8.67142857142857)","(81.0, 200.0, 178.57142857142858)"
05-01-2023 13:14:39.038000,"(4.0, 4.7, 4.673809523809524)","(1.9, 2.16, 2.1560762942779292)","(81.0, 150.0, 142.72727272727272)","(31.0, 42.0, 40.77272727272727)","(51.0, 85.0, 83.75)","(13.0, 16.5, 16.340625)","(19.0, 24.0, 23.615384615384617)","(101.0, 950.0, 880.0)","(61.0, 120.0, 111.66666666666667)","(18.0, 24.0, 23.853932584269664)","(7.5, 8.8, 8.838834951456311)","(81.0, 200.0, 173.33333333333334)"
05-01-2023 13:14:40.465939,"(4.0, 4.7, 4.658271604938272)","(1.9, 2.16, 2.1568098159509206)","(81.0, 150.0, 143.84615384615384)","(31.0, 42.0, 39.96774193548387)","(51.0, 85.0, 81.2)","(14.0, 16.5, 16.313218390804597)","(19.0, 24.0, 23.434782608695652)","(101.0, 950.0, 740.0)","(61.0, 120.0, 111.66666666666667)","(18.0, 24.0, 24.318181818181817)","(7.5, 9.0, 8.72549019607843)","(81.0, 180.0, 173.33333333333334)"
05-01-2023 13:14:41.816635,"(4.0, 4.7, 4.642123287671232)","(1.9, 2.16, 2.170867579908676)","(81.0, 150.0, 143.84615384615384)","(31.0, 40.0, 40.32)","(51.0, 85.0, 81.36363636363636)","(14.0, 16.5, 16.280405405405407)","(19.0, 24.0, 21.40650406504065)","(101.0, 940.0, 745.0)","(61.0, 120.0, 116.66666666666667)","(18.0, 25.0, 24.454545454545453)","(7.5, 9.0, 8.868852459016393)","(81.0, 180.0, 173.33333333333334)"
05-01-2023 13:14:43.230819,"(4.0, 4.5, 4.423333333333334)","(1.9, 2.18, 2.170867579908676)","(81.0, 150.0, 147.5)","(31.0, 42.0, 41.03030303030303)","(51.0, 85.0, 82.5925925925926)","(14.0, 16.5, 16.98913043478261)","(19.0, 22.0, 21.40650406504065)","(101.0, 950.0, 745.0)","(61.0, 120.0, 117.05882352941177)","(19.0, 25.0, 24.893939393939394)","(7.5, 9.0, 8.973972602739726)","(81.0, 180.0, 178.88888888888889)"
05-01-2023 13:14:45.092608,"(4.2, 4.4, 4.333920704845815)","(1.9, 2.2, 2.18141935483871)","(81.0, 150.0, 147.14285714285714)","(31.0, 42.0, 41.674418604651166)","(51.0, 85.0, 82.6923076923077)","(13.0, 17.0, 16.98913043478261)","(19.0, 22.0, 21.81967213114754)","(101.0, 950.0, 745.0)","(61.0, 130.0, 117.42857142857143)","(18.0, 25.0, 24.893939393939394)","(7.5, 9.0, 9.025698324022347)","(81.0, 180.0, 179.0)"
05-01-2023 13:14:46.595951,"(4.0, 4.4, 4.329565217391305)","(1.9, 2.2, 2.180698412698413)","(81.0, 150.0, 147.14285714285714)","(31.0, 44.0, 41.47826086956522)","(51.0, 85.0, 82.6923076923077)","(13.0, 17.0, 16.98913043478261)","(19.0, 22.0, 22.264705882352942)","(101.0, 950.0, 745.0)","(61.0, 130.0, 117.42857142857143)","(18.0, 25.0, 24.821428571428573)","(7.5, 9.2, 9.014857142857142)","(81.0, 180.0, 179.0)"
05-01-2023 13:14:48.243906,"(4.0, 4.4, 4.264948453608247)","(1.9, 2.2, 2.1954117647058826)","(81.0, 150.0, 138.0)","(31.0, 44.0, 42.24242424242424)","(51.0, 85.0, 83.23529411764706)","(13.0, 17.0, 17.29310344827586)","(19.0, 23.0, 22.685185185185183)","(101.0, 950.0, 745.0)","(61.0, 130.0, 125.71428571428571)","(18.0, 25.0, 25.076923076923077)","(7.5, 9.2, 9.165765765765766)","(81.0, 180.0, 176.0)"
