,Snowy Rose,Udella Bale,Never Sweet,Julipa Bale,Zipping Newman
09-01-2023 15:42:18.772251,"(5.0, 7.8, 7.552941176470588)","(7.0, 14.0, 12.9)","(3.6, 3.9, 3.76)","(2.6, 3.0, 2.933333333333333)","(4.2, 5.3, 4.835714285714285)"
09-01-2023 15:42:19.836947,"(5.0, 7.8, 7.552941176470588)","(7.0, 14.0, 12.9)","(3.6, 3.9, 3.76)","(2.6, 3.0, 2.9857142857142858)","(4.2, 5.3, 4.812820512820513)"
09-01-2023 15:42:20.848971,"(5.0, 7.8, 7.552941176470588)","(7.0, 14.0, 12.9)","(3.6, 3.9, 3.76)","(2.6, 3.0, 2.988235294117647)","(4.2, 5.3, 4.813888888888889)"
09-01-2023 15:42:21.853421,"(5.0, 7.8, 7.552941176470588)","(7.0, 14.0, 12.9)","(3.6, 3.9, 3.76)","(2.6, 3.0, 2.988235294117647)","(4.2, 5.3, 4.813888888888889)"
09-01-2023 15:42:22.886871,"(5.0, 7.8, 7.552941176470588)","(7.0, 14.0, 12.9)","(3.6, 3.9, 3.76)","(2.6, 3.0, 2.991578947368421)","(4.2, 5.3, 4.813888888888889)"
09-01-2023 15:42:23.890724,"(5.0, 7.8, 7.552941176470588)","(7.0, 14.0, 12.9)","(3.6, 3.9, 3.76)","(2.6, 3.0, 2.991578947368421)","(4.2, 5.3, 4.813888888888889)"
09-01-2023 15:42:24.767946,"(5.0, 7.8, 7.435714285714286)","(7.0, 14.0, 12.6)","(3.6, 3.9, 3.76)","(2.6, 3.0, 2.991578947368421)","(4.2, 5.3, 4.813888888888889)"
09-01-2023 15:42:25.738290,"(5.0, 7.8, 7.435714285714286)","(7.0, 14.0, 12.6)","(3.6, 3.9, 3.832258064516129)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.3, 4.82)"
09-01-2023 15:42:26.739719,"(5.0, 7.8, 7.435714285714286)","(7.0, 14.0, 12.6)","(3.6, 3.9, 3.832258064516129)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.946666666666666)"
09-01-2023 15:42:27.739108,"(5.0, 7.8, 7.53)","(7.0, 14.0, 12.6)","(3.6, 3.9, 3.789473684210526)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.884615384615384)"
09-01-2023 15:42:28.684742,"(5.0, 7.8, 7.575)","(7.0, 14.0, 12.788461538461538)","(3.6, 3.9, 3.826315789473684)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:29.606003,"(5.0, 7.8, 7.575)","(7.0, 14.0, 12.826086956521738)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:30.614572,"(5.0, 7.8, 7.575)","(7.5, 14.0, 12.826086956521738)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:31.617619,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:32.542607,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:33.391077,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:34.373013,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:35.320340,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.993846153846154)","(4.2, 5.2, 4.897777777777778)"
09-01-2023 15:42:36.229474,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.993846153846154)","(4.2, 5.2, 4.890909090909091)"
09-01-2023 15:42:37.170057,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.015625)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.890909090909091)"
09-01-2023 15:42:38.136017,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8416666666666663)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.890909090909091)"
09-01-2023 15:42:39.222258,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.8066666666666666)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.890909090909091)"
09-01-2023 15:42:40.191198,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.9, 3.87)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.2, 4.92)"
09-01-2023 15:42:41.118541,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.92)"
09-01-2023 15:42:42.032364,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.8833333333333333)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.92)"
09-01-2023 15:42:42.986539,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:44.005700,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:44.955724,"(5.0, 7.8, 7.575)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:45.816844,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.8833333333333333)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:46.725241,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:47.719145,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:48.748756,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.8833333333333333)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:49.758192,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:50.634345,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:51.571476,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:52.570100,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:53.477858,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.8833333333333333)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:54.311217,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.8833333333333333)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.1, 4.8652173913043475)"
09-01-2023 15:42:55.227000,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.8833333333333333)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.0, 4.890909090909091)"
09-01-2023 15:42:56.498707,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.994838709677419)","(4.2, 5.0, 4.890909090909091)"
09-01-2023 15:42:57.494987,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9136363636363636)","(2.6, 3.0, 2.9699999999999998)","(4.2, 5.0, 4.615384615384615)"
09-01-2023 15:42:58.488262,"(5.0, 7.8, 7.5600000000000005)","(7.5, 14.0, 13.1)","(3.6, 3.95, 3.93)","(2.6, 3.0, 2.993333333333333)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:42:59.636450,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.916666666666667)","(2.6, 3.1, 3.0753846153846154)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:43:00.711728,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.916666666666667)","(2.6, 3.1, 3.0490909090909093)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:43:01.736197,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.9375)","(2.6, 3.1, 3.0533333333333332)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:43:02.738063,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.916666666666667)","(2.6, 3.1, 3.08)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:43:03.762199,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.068965517241379)","(3.6, 3.95, 3.916666666666667)","(2.6, 3.1, 3.0756521739130434)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:43:04.942073,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.11111111111111)","(3.6, 3.95, 3.9375)","(2.6, 3.1, 3.0756521739130434)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:43:05.990791,"(5.0, 7.8, 7.472727272727273)","(7.5, 14.0, 13.11111111111111)","(3.6, 3.95, 3.916666666666667)","(2.6, 3.1, 3.068888888888889)","(4.2, 4.8, 4.567741935483871)"
09-01-2023 15:43:06.935047,"(5.0, 7.8, 7.542857142857143)","(7.5, 14.0, 13.11111111111111)","(3.6, 3.95, 3.916666666666667)","(2.6, 3.1, 3.068888888888889)","(4.2, 4.8, 4.554545454545455)"
09-01-2023 15:43:07.798507,"(5.0, 7.8, 7.5600000000000005)","(7.5, 15.0, 14.0625)","(3.6, 3.95, 3.9375)","(2.6, 3.1, 3.081935483870968)","(4.2, 4.8, 4.554545454545455)"
09-01-2023 15:43:08.775327,"(5.0, 7.8, 7.636363636363637)","(7.5, 15.0, 13.703703703703704)","(3.6, 3.95, 3.916666666666667)","(2.6, 3.1, 3.081935483870968)","(4.2, 4.8, 4.5181818181818185)"
09-01-2023 15:43:09.779473,"(5.0, 7.8, 7.636363636363637)","(8.5, 15.0, 13.552631578947368)","(3.5, 3.95, 3.9)","(2.6, 3.1, 3.083448275862069)","(4.2, 4.8, 4.5181818181818185)"
09-01-2023 15:43:10.730619,"(5.5, 7.8, 7.636363636363637)","(8.5, 15.0, 13.28125)","(3.5, 4.1, 3.933333333333333)","(2.6, 3.1, 3.083448275862069)","(4.2, 4.8, 4.516666666666667)"
09-01-2023 15:43:11.582071,"(5.5, 7.8, 7.636363636363637)","(8.5, 15.0, 12.038461538461538)","(3.5, 4.1, 3.936363636363636)","(2.6, 3.1, 3.083448275862069)","(4.2, 4.8, 4.5181818181818185)"
09-01-2023 15:43:12.524132,"(5.5, 7.8, 7.636363636363637)","(8.5, 15.0, 11.791666666666666)","(3.5, 4.1, 3.9153846153846152)","(2.6, 3.1, 3.087878787878788)","(4.2, 4.8, 4.548648648648649)"
09-01-2023 15:43:13.538515,"(5.5, 7.8, 7.711111111111111)","(8.5, 15.0, 12.088235294117647)","(3.5, 4.1, 3.9666666666666663)","(2.6, 3.1, 3.087878787878788)","(4.2, 4.8, 4.5181818181818185)"
09-01-2023 15:43:14.488762,"(5.5, 7.8, 7.763636363636364)","(8.5, 15.0, 11.5)","(3.5, 4.1, 3.9666666666666663)","(2.6, 3.1, 3.0906976744186045)","(4.2, 4.8, 4.5181818181818185)"
09-01-2023 15:43:15.390972,"(5.5, 7.8, 7.763636363636364)","(8.5, 15.0, 12.3)","(3.5, 4.1, 3.9666666666666663)","(2.6, 3.1, 3.030708661417323)","(4.2, 4.8, 4.583720930232558)"
09-01-2023 15:43:16.562485,"(5.5, 8.2, 8.2)","(8.5, 15.0, 12.0)","(3.5, 4.1, 3.9416666666666664)","(2.6, 3.0, 2.941978021978022)","(4.2, 4.8, 4.616216216216216)"
09-01-2023 15:43:17.601542,"(5.5, 8.8, 8.4)","(8.5, 15.0, 12.0)","(3.5, 4.1, 3.902083333333333)","(2.6, 3.0, 2.927422680412371)","(4.2, 4.8, 4.616216216216216)"
09-01-2023 15:43:18.622536,"(5.5, 9.0, 8.781818181818181)","(8.5, 14.5, 13.722222222222221)","(3.5, 4.1, 3.902083333333333)","(2.6, 3.0, 2.9234782608695653)","(4.2, 4.8, 4.616216216216216)"
09-01-2023 15:43:19.680341,"(5.5, 9.0, 8.82857142857143)","(8.5, 14.5, 12.75)","(3.4, 4.1, 3.902083333333333)","(2.6, 3.0, 2.927422680412371)","(4.0, 4.8, 4.616216216216216)"
09-01-2023 15:43:20.778433,"(5.5, 9.0, 8.82857142857143)","(8.5, 14.5, 12.195121951219512)","(3.4, 4.1, 3.8840909090909093)","(2.6, 3.0, 2.8852173913043475)","(4.0, 4.8, 4.616216216216216)"
09-01-2023 15:43:22.061619,"(5.5, 9.0, 8.781818181818181)","(8.5, 14.5, 12.195121951219512)","(3.4, 4.1, 3.91)","(2.6, 3.0, 2.8852173913043475)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:23.210235,"(5.5, 9.0, 8.781818181818181)","(8.5, 14.5, 11.9)","(3.4, 4.1, 3.8840909090909093)","(2.6, 3.0, 2.8911340206185567)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:24.395071,"(5.5, 9.0, 8.473684210526315)","(8.5, 14.0, 12.3)","(3.4, 4.1, 3.878846153846154)","(2.6, 3.0, 2.8852173913043475)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:25.427589,"(5.5, 9.4, 8.6)","(8.5, 13.5, 11.921052631578947)","(3.4, 4.1, 3.91)","(2.6, 3.0, 2.8852173913043475)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:26.451410,"(5.5, 9.8, 8.733333333333333)","(8.5, 13.5, 11.714285714285714)","(3.4, 4.1, 3.9716216216216216)","(2.6, 3.0, 2.913333333333333)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:27.405558,"(5.5, 9.8, 9.05)","(8.5, 13.5, 11.714285714285714)","(3.4, 4.1, 3.9716216216216216)","(2.6, 2.98, 2.913333333333333)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:28.336721,"(5.5, 9.8, 9.157142857142857)","(9.0, 13.5, 11.714285714285714)","(3.4, 4.1, 3.9716216216216216)","(2.6, 2.98, 2.8899999999999997)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:29.286235,"(5.5, 9.8, 9.309090909090909)","(9.0, 13.5, 11.714285714285714)","(3.4, 4.1, 3.9716216216216216)","(2.6, 2.98, 2.9)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:30.354364,"(5.5, 9.8, 9.326315789473686)","(9.0, 13.5, 11.714285714285714)","(3.4, 4.1, 3.9716216216216216)","(2.6, 2.98, 2.8899999999999997)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:31.355276,"(5.5, 9.8, 9.270588235294118)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9597560975609754)","(2.6, 2.88, 2.8056338028169012)","(4.0, 4.8, 4.6454545454545455)"
09-01-2023 15:43:32.355200,"(5.5, 9.8, 9.270588235294118)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9782051282051283)","(2.6, 2.88, 2.8105263157894735)","(4.0, 4.8, 4.648780487804878)"
09-01-2023 15:43:33.503545,"(5.5, 9.8, 9.270588235294118)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9538461538461536)","(2.6, 2.88, 2.8117647058823527)","(4.0, 4.8, 4.648780487804878)"
09-01-2023 15:43:34.483597,"(5.5, 9.8, 9.270588235294118)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9538461538461536)","(2.6, 2.82, 2.801428571428571)","(4.0, 4.8, 4.648780487804878)"
09-01-2023 15:43:35.515776,"(5.5, 9.8, 9.270588235294118)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9592592592592593)","(2.6, 2.88, 2.801428571428571)","(4.0, 4.8, 4.648780487804878)"
09-01-2023 15:43:36.449845,"(5.5, 9.8, 9.147826086956522)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9689655172413794)","(2.6, 2.88, 2.801428571428571)","(4.0, 4.8, 4.648780487804878)"
09-01-2023 15:43:37.402497,"(5.5, 9.8, 9.147826086956522)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9689655172413794)","(2.6, 2.88, 2.825373134328358)","(4.0, 4.8, 4.659090909090909)"
09-01-2023 15:43:38.356782,"(5.5, 9.8, 9.270588235294118)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9689655172413794)","(2.6, 2.88, 2.825373134328358)","(4.0, 4.8, 4.659090909090909)"
09-01-2023 15:43:39.320931,"(5.5, 9.8, 9.270588235294118)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9689655172413794)","(2.6, 2.88, 2.836901408450704)","(4.0, 4.8, 4.659090909090909)"
09-01-2023 15:43:40.324504,"(5.5, 9.8, 9.383333333333335)","(9.0, 13.5, 11.9375)","(3.4, 4.1, 3.9689655172413794)","(2.6, 2.88, 2.8402597402597403)","(4.0, 4.8, 4.659090909090909)"
09-01-2023 15:43:41.325255,"(5.5, 9.8, 9.24)","(9.0, 12.5, 12.136363636363637)","(3.4, 4.1, 3.9769230769230766)","(2.6, 2.88, 2.8455555555555554)","(4.0, 4.8, 4.668965517241379)"
09-01-2023 15:43:42.252659,"(5.5, 9.8, 9.31304347826087)","(9.0, 12.5, 12.0)","(3.4, 4.1, 3.9769230769230766)","(2.6, 2.88, 2.8513513513513513)","(4.0, 4.8, 4.668965517241379)"
09-01-2023 15:43:43.167682,"(5.5, 9.8, 9.31304347826087)","(9.0, 12.5, 11.911764705882353)","(3.4, 4.1, 4.014285714285714)","(2.6, 2.9, 2.897333333333333)","(4.0, 4.8, 4.77391304347826)"
09-01-2023 15:43:44.113788,"(5.5, 9.8, 9.31304347826087)","(9.0, 12.5, 11.911764705882353)","(3.4, 4.1, 4.039285714285715)","(2.6, 2.92, 2.9047619047619047)","(4.0, 4.5, 4.49)"
09-01-2023 15:43:45.122634,"(5.5, 9.8, 9.31304347826087)","(9.0, 12.5, 11.75925925925926)","(3.4, 4.1, 4.039285714285715)","(2.6, 2.92, 2.9033333333333333)","(4.0, 4.5, 4.483870967741936)"
09-01-2023 15:43:45.995530,"(5.5, 9.4, 9.189473684210526)","(9.0, 12.5, 11.75925925925926)","(3.4, 4.1, 4.047826086956522)","(2.6, 2.92, 2.9033333333333333)","(4.0, 4.6, 4.483870967741936)"
09-01-2023 15:43:46.956047,"(5.5, 9.4, 9.18)","(9.0, 12.5, 11.75925925925926)","(3.4, 4.1, 4.055555555555555)","(2.6, 2.92, 2.9033333333333333)","(4.0, 4.6, 4.483870967741936)"
09-01-2023 15:43:48.006973,"(5.5, 9.4, 9.24)","(9.0, 12.5, 11.75925925925926)","(3.4, 4.1, 4.055555555555555)","(2.6, 2.92, 2.8951724137931034)","(4.0, 4.6, 4.466666666666667)"
09-01-2023 15:43:48.945023,"(5.5, 9.8, 9.335483870967742)","(9.0, 12.5, 11.75925925925926)","(3.4, 4.1, 4.055555555555555)","(2.6, 2.92, 2.8951724137931034)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:49.871238,"(6.0, 9.8, 9.416)","(9.0, 12.5, 11.75925925925926)","(3.4, 4.1, 4.055555555555555)","(2.6, 2.92, 2.88)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:50.852205,"(6.0, 9.8, 9.416)","(9.0, 12.5, 12.375)","(3.4, 4.1, 4.055555555555555)","(2.6, 2.9, 2.8563636363636364)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:51.771826,"(6.0, 9.8, 9.416)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.055555555555555)","(2.6, 2.9, 2.87)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:52.772806,"(6.0, 9.8, 9.65)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.048387096774193)","(2.6, 2.9, 2.8563636363636364)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:53.746226,"(6.0, 9.8, 9.65)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.048387096774193)","(2.6, 2.9, 2.87)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:54.651021,"(6.0, 9.8, 9.673684210526316)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.048387096774193)","(2.6, 2.9, 2.87)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:55.592684,"(6.0, 9.8, 9.673684210526316)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.048387096774193)","(2.6, 2.9, 2.87)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:56.554582,"(6.0, 9.8, 9.673684210526316)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.048387096774193)","(2.6, 2.9, 2.8563636363636364)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:57.459810,"(6.0, 9.8, 9.673684210526316)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.048387096774193)","(2.6, 2.9, 2.8563636363636364)","(4.0, 4.6, 4.478260869565218)"
09-01-2023 15:43:58.327796,"(6.0, 9.8, 9.661538461538463)","(9.0, 12.5, 12.227272727272727)","(3.4, 4.1, 4.048387096774193)","(2.6, 2.9, 2.87)","(4.0, 4.6, 4.469230769230769)"
09-01-2023 15:43:59.346003,"(6.0, 9.8, 9.6875)","(9.0, 12.5, 12.071428571428571)","(3.4, 4.1, 4.054285714285714)","(2.6, 2.92, 2.88)","(4.0, 4.6, 4.46)"
09-01-2023 15:44:00.427598,"(6.0, 9.8, 9.6875)","(9.0, 13.5, 12.6)","(3.4, 4.1, 4.054285714285714)","(2.6, 2.92, 2.88)","(4.0, 4.6, 4.46)"
09-01-2023 15:44:01.401469,"(6.0, 9.8, 9.6875)","(9.0, 13.5, 12.5)","(3.4, 4.1, 4.054285714285714)","(2.6, 2.92, 2.8857142857142857)","(4.0, 4.6, 4.46)"
09-01-2023 15:44:02.489185,"(6.0, 9.8, 9.6875)","(9.0, 13.5, 12.692307692307692)","(3.4, 4.1, 4.054285714285714)","(2.6, 2.92, 2.8857142857142857)","(4.0, 4.6, 4.46)"
09-01-2023 15:44:03.545947,"(6.0, 9.8, 9.6875)","(9.0, 13.5, 12.8)","(3.4, 4.1, 4.061290322580645)","(2.6, 2.92, 2.875)","(4.0, 4.6, 4.369565217391305)"
09-01-2023 15:44:04.585212,"(6.0, 9.8, 9.71)","(9.0, 13.5, 12.8)","(3.4, 4.1, 4.052777777777777)","(2.6, 2.9, 2.885)","(4.0, 4.5, 4.359259259259259)"
09-01-2023 15:44:05.598741,"(6.0, 9.8, 9.56)","(9.0, 13.5, 12.8)","(3.4, 4.1, 4.043333333333333)","(2.6, 2.92, 2.885)","(4.0, 4.5, 4.369565217391305)"
09-01-2023 15:44:06.622080,"(6.0, 9.8, 9.571428571428571)","(9.0, 13.5, 12.78)","(3.4, 4.1, 3.975)","(2.6, 2.92, 2.878)","(4.0, 4.5, 4.378787878787879)"
09-01-2023 15:44:07.620689,"(6.0, 9.8, 9.666666666666668)","(9.0, 13.5, 12.807692307692308)","(3.4, 4.0, 3.9592592592592593)","(2.6, 2.92, 2.899375)","(3.9, 4.5, 4.357142857142857)"
09-01-2023 15:44:08.561298,"(6.0, 9.8, 9.65)","(9.0, 13.5, 12.78)","(3.4, 4.1, 3.977777777777778)","(2.5, 2.92, 2.899375)","(3.9, 4.5, 4.357142857142857)"
09-01-2023 15:44:09.592332,"(6.0, 9.8, 9.553846153846154)","(9.0, 13.5, 12.78)","(3.4, 4.1, 3.952)","(2.5, 2.92, 2.905)","(3.9, 4.5, 4.378787878787879)"
09-01-2023 15:44:10.555833,"(6.0, 9.8, 9.65)","(9.0, 13.5, 12.807692307692308)","(3.4, 4.0, 3.952)","(2.5, 2.92, 2.905)","(3.9, 4.5, 4.378787878787879)"
09-01-2023 15:44:11.441299,"(6.0, 9.8, 9.65)","(9.0, 13.5, 12.807692307692308)","(3.4, 4.0, 3.9363636363636365)","(2.5, 2.92, 2.905)","(3.9, 4.5, 4.378787878787879)"
09-01-2023 15:44:12.332259,"(6.0, 9.8, 9.553846153846154)","(9.0, 13.5, 12.807692307692308)","(3.4, 4.0, 3.9307692307692306)","(2.5, 2.92, 2.905)","(3.9, 4.5, 4.378787878787879)"
09-01-2023 15:44:13.260364,"(6.0, 9.8, 9.65)","(9.0, 13.5, 12.807692307692308)","(3.4, 4.0, 3.9307692307692306)","(2.5, 2.92, 2.911923076923077)","(3.9, 4.5, 4.38125)"
09-01-2023 15:44:14.188860,"(6.0, 10.5, 9.84375)","(9.0, 13.5, 12.78)","(3.4, 4.0, 3.9307692307692306)","(2.5, 2.92, 2.911923076923077)","(3.9, 4.5, 4.359259259259259)"
09-01-2023 15:44:15.117584,"(6.0, 10.5, 9.84375)","(9.0, 13.5, 12.78)","(3.4, 4.0, 3.9307692307692306)","(2.5, 2.92, 2.911923076923077)","(3.9, 4.5, 4.359259259259259)"
09-01-2023 15:44:16.155401,"(6.0, 10.5, 9.853846153846154)","(9.0, 13.5, 12.78)","(3.4, 4.0, 3.9307692307692306)","(2.5, 2.92, 2.911764705882353)","(3.9, 4.5, 4.359259259259259)"
09-01-2023 15:44:17.032165,"(6.0, 10.5, 9.853846153846154)","(9.0, 13.5, 12.78)","(3.4, 4.0, 3.938095238095238)","(2.5, 2.92, 2.911764705882353)","(3.9, 4.5, 4.359259259259259)"
