,Filly Thirteen,Back To Betoota,Gwyneth P Nz,Reds Star Deal,Hurrikane King,Swooping Eagle,Blue Bloodz,Moonan Nina,Nineteenthirtyfour,Sarasun
06-01-2023 12:36:03.634433,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.8854545454545453)","(1.9, 99999, 99990)","(16.0, 36.0, 33.6)","(81.0, 180.0, 145.0)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 123.33333333333333)","(15.0, 28.0, 27.4)","(21.0, 34.0, 32.25)"
06-01-2023 12:36:05.104956,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.9072727272727272)","(1.9, 99999, 99990)","(16.0, 36.0, 33.5)","(81.0, 180.0, 145.0)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 123.33333333333333)","(15.0, 28.0, 27.4)","(21.0, 34.0, 31.666666666666668)"
06-01-2023 12:36:06.643544,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.8976470588235292)","(1.9, 99999, 99990)","(16.0, 36.0, 33.5)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 27.375)","(21.0, 34.0, 28.666666666666668)"
06-01-2023 12:36:08.131258,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 34.0, 31.666666666666668)"
06-01-2023 12:36:09.677093,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 25.22222222222222)","(21.0, 34.0, 31.666666666666668)"
06-01-2023 12:36:11.123786,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 70.0)","(81.0, 170.0, 145.0)","(15.0, 28.0, 25.22222222222222)","(21.0, 34.0, 31.666666666666668)"
06-01-2023 12:36:12.555244,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 70.0)","(81.0, 170.0, 145.0)","(15.0, 28.0, 26.076923076923077)","(21.0, 34.0, 31.333333333333332)"
06-01-2023 12:36:14.073355,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 70.0)","(81.0, 170.0, 145.0)","(15.0, 28.0, 26.076923076923077)","(21.0, 34.0, 31.333333333333332)"
06-01-2023 12:36:15.689237,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 70.0)","(81.0, 170.0, 145.0)","(15.0, 28.0, 26.076923076923077)","(21.0, 34.0, 31.333333333333332)"
06-01-2023 12:36:17.284866,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 70.0)","(81.0, 170.0, 145.0)","(15.0, 28.0, 26.076923076923077)","(21.0, 34.0, 31.333333333333332)"
06-01-2023 12:36:18.696598,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.873333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.14285714285714)","(31.0, 90.0, 76.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 26.076923076923077)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:20.075144,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:21.579854,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:23.103492,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:24.614096,"(10.0, 15.0, 14.8125)","(2.5, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(81.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(81.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:26.095038,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:27.631142,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:29.096051,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 30.5)"
06-01-2023 12:36:30.579571,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8971428571428572)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 34.0, 34.54545454545455)"
06-01-2023 12:36:32.066122,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8714285714285714)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 34.1)"
06-01-2023 12:36:33.503111,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8714285714285714)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 37.38461538461539)"
06-01-2023 12:36:34.962268,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8714285714285714)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 36.2)"
06-01-2023 12:36:36.539933,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8963636363636365)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 36.55555555555556)"
06-01-2023 12:36:38.091038,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.8963636363636365)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 38.91666666666667)"
06-01-2023 12:36:39.572834,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.9266666666666667)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 38.91666666666667)"
06-01-2023 12:36:40.940237,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.9)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 37.111111111111114)"
06-01-2023 12:36:42.323438,"(10.0, 15.0, 14.8125)","(2.45, 2.94, 2.869047619047619)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 37.111111111111114)"
06-01-2023 12:36:43.776973,"(10.0, 15.0, 14.8125)","(2.45, 3.05, 2.869047619047619)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 37.111111111111114)"
06-01-2023 12:36:45.370429,"(10.0, 15.0, 14.8125)","(2.45, 3.0, 2.9299999999999997)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 39.33333333333333)"
06-01-2023 12:36:46.818941,"(10.0, 15.0, 14.8125)","(2.45, 3.0, 2.9299999999999997)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 36.55555555555556)"
06-01-2023 12:36:48.296707,"(10.0, 15.0, 14.8125)","(2.45, 3.0, 2.9299999999999997)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 38.0)","(31.0, 90.0, 76.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 24.666666666666668)","(21.0, 46.0, 38.91666666666667)"
06-01-2023 12:36:50.046844,"(10.0, 15.0, 14.7)","(2.45, 3.0, 2.9766666666666666)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(91.0, 180.0, 133.33333333333334)","(21.0, 50.0, 39.5)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 39.33333333333333)"
06-01-2023 12:36:52.109630,"(10.0, 15.0, 14.6)","(2.45, 3.0, 2.9766666666666666)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 39.63636363636364)"
06-01-2023 12:36:54.084370,"(10.0, 15.0, 15.0)","(2.45, 3.0, 2.956)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.0)","(31.0, 90.0, 66.66666666666667)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:36:56.167744,"(10.0, 16.0, 15.0)","(2.45, 2.98, 2.956)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.0)","(31.0, 90.0, 80.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:36:58.008582,"(10.0, 16.0, 15.0)","(2.45, 2.98, 2.956)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.0)","(31.0, 90.0, 80.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 39.92857142857143)"
06-01-2023 12:36:59.694214,"(10.0, 16.0, 15.0)","(2.45, 2.98, 2.9514285714285715)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 39.33333333333333)"
06-01-2023 12:37:01.293302,"(10.0, 16.0, 15.0)","(2.45, 2.98, 2.94)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 133.33333333333334)","(21.0, 50.0, 43.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 37.25)"
06-01-2023 12:37:02.864315,"(10.0, 16.0, 15.0)","(2.45, 2.96, 2.94)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 36.0)"
06-01-2023 12:37:04.439981,"(10.0, 16.0, 15.0)","(2.45, 2.96, 2.94)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 90.0, 70.0)","(101.0, 170.0, 145.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 36.0)"
06-01-2023 12:37:06.023756,"(10.0, 16.0, 15.0)","(2.45, 2.96, 2.924)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 90.0, 67.5)","(101.0, 170.0, 150.0)","(15.0, 28.0, 27.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:07.668334,"(10.0, 16.0, 15.0)","(2.45, 2.94, 2.8923076923076922)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 120.0, 80.0)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:09.267692,"(10.0, 16.0, 15.0)","(2.45, 2.92, 2.868)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 80.0)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:10.762599,"(10.0, 16.0, 15.0)","(2.45, 2.9, 2.864)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 91.66666666666666)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 37.5)"
06-01-2023 12:37:12.295357,"(10.0, 16.0, 15.0)","(2.45, 2.88, 2.864)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 76.66666666666667)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 36.0)"
06-01-2023 12:37:13.855815,"(10.0, 16.0, 15.0)","(2.45, 2.88, 2.864)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 76.66666666666667)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 37.25)"
06-01-2023 12:37:15.439881,"(10.0, 16.0, 15.0)","(2.45, 2.88, 2.864)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 76.66666666666667)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:16.957268,"(10.0, 16.0, 15.0)","(2.45, 2.88, 2.858181818181818)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 95.0)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:18.459738,"(10.0, 16.0, 15.0)","(2.45, 2.88, 2.858181818181818)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 82.5)","(101.0, 170.0, 156.0)","(15.0, 28.0, 26.0)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:19.939241,"(10.0, 16.0, 15.0)","(2.45, 2.88, 2.858181818181818)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 80.0)","(101.0, 170.0, 156.0)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:21.524382,"(10.0, 17.0, 15.0)","(2.45, 2.88, 2.8628571428571425)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 100.0, 76.66666666666667)","(101.0, 170.0, 156.0)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 39.92857142857143)"
06-01-2023 12:37:23.211651,"(10.0, 16.5, 15.8)","(2.45, 2.88, 2.8628571428571425)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 110.0, 76.66666666666667)","(101.0, 170.0, 156.0)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 39.92857142857143)"
06-01-2023 12:37:24.847761,"(10.0, 16.5, 15.8)","(2.45, 2.88, 2.8628571428571425)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 120.0, 80.0)","(101.0, 170.0, 156.0)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 39.92857142857143)"
06-01-2023 12:37:26.708187,"(10.0, 16.5, 15.8)","(2.45, 2.88, 2.8628571428571425)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 120.0, 80.0)","(101.0, 170.0, 156.0)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 39.92857142857143)"
06-01-2023 12:37:28.701852,"(10.0, 16.5, 15.8)","(2.45, 2.88, 2.8628571428571425)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 157.14285714285714)","(21.0, 50.0, 43.0)","(31.0, 120.0, 80.0)","(101.0, 170.0, 157.27272727272725)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 39.33333333333333)"
06-01-2023 12:37:30.871233,"(10.0, 16.5, 15.8)","(2.45, 2.88, 2.8628571428571425)","(1.9, 99999, 99990)","(16.0, 36.0, 33.0)","(101.0, 180.0, 166.66666666666669)","(21.0, 50.0, 43.0)","(31.0, 120.0, 80.0)","(101.0, 170.0, 157.27272727272725)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 38.22222222222222)"
06-01-2023 12:37:32.504057,"(10.0, 16.5, 15.5)","(2.45, 2.88, 2.773333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 34.0)","(101.0, 180.0, 133.33333333333334)","(21.0, 50.0, 46.0)","(31.0, 120.0, 80.0)","(101.0, 170.0, 130.0)","(15.0, 28.0, 27.25)","(21.0, 46.0, 37.42857142857143)"
06-01-2023 12:37:34.184690,"(10.0, 16.0, 15.75)","(2.45, 2.8, 2.7885714285714283)","(1.9, 99999, 99990)","(16.0, 36.0, 33.8)","(101.0, 180.0, 156.47058823529412)","(21.0, 50.0, 46.8)","(31.0, 120.0, 80.0)","(101.0, 170.0, 156.0)","(15.0, 28.0, 27.555555555555557)","(21.0, 46.0, 37.111111111111114)"
06-01-2023 12:37:35.684363,"(10.0, 16.0, 15.75)","(2.45, 2.86, 2.8099999999999996)","(1.9, 99999, 99990)","(16.0, 36.0, 33.75)","(101.0, 180.0, 149.41176470588235)","(21.0, 50.0, 43.0)","(31.0, 120.0, 96.66666666666666)","(101.0, 170.0, 156.0)","(15.0, 28.0, 27.333333333333332)","(21.0, 46.0, 40.4)"
06-01-2023 12:37:37.182388,"(10.0, 16.0, 15.75)","(2.45, 2.86, 2.832)","(1.9, 99999, 99990)","(16.0, 36.0, 33.333333333333336)","(101.0, 170.0, 142.35294117647058)","(21.0, 50.0, 43.0)","(31.0, 120.0, 98.33333333333334)","(101.0, 170.0, 156.0)","(15.0, 28.0, 32.57142857142857)","(21.0, 46.0, 43.333333333333336)"
06-01-2023 12:37:38.877295,"(10.0, 16.5, 15.9)","(2.45, 2.88, 2.9033333333333333)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 145.0)","(21.0, 50.0, 43.14285714285714)","(31.0, 120.0, 112.5)","(101.0, 170.0, 151.42857142857144)","(15.0, 36.0, 32.0)","(21.0, 50.0, 40.2)"
06-01-2023 12:37:40.409180,"(10.0, 16.5, 15.9)","(2.45, 2.92, 2.864444444444444)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 50.0, 38.333333333333336)","(31.0, 120.0, 92.5)","(101.0, 160.0, 148.0)","(15.0, 34.0, 29.428571428571427)","(21.0, 50.0, 43.0)"
06-01-2023 12:37:42.022480,"(10.0, 16.5, 15.833333333333334)","(2.45, 2.92, 2.8381818181818184)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 50.0, 38.333333333333336)","(31.0, 120.0, 92.5)","(101.0, 160.0, 148.0)","(15.0, 34.0, 31.0)","(21.0, 50.0, 43.0)"
06-01-2023 12:37:43.576613,"(10.0, 17.0, 16.142857142857142)","(2.45, 2.92, 2.8654545454545453)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 122.5)","(21.0, 50.0, 41.111111111111114)","(31.0, 120.0, 92.5)","(101.0, 160.0, 148.0)","(15.0, 34.0, 31.09090909090909)","(21.0, 50.0, 42.0)"
06-01-2023 12:37:45.029127,"(10.0, 16.5, 16.25)","(2.45, 2.92, 2.834285714285714)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 50.0, 38.333333333333336)","(31.0, 120.0, 92.5)","(101.0, 160.0, 148.0)","(15.0, 34.0, 29.5)","(21.0, 48.0, 45.6)"
06-01-2023 12:37:46.412917,"(10.0, 16.5, 16.25)","(2.45, 2.92, 2.834285714285714)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 50.0, 38.333333333333336)","(31.0, 120.0, 92.5)","(101.0, 160.0, 148.0)","(15.0, 34.0, 30.0)","(21.0, 48.0, 44.4)"
06-01-2023 12:37:47.835369,"(10.0, 16.5, 16.333333333333332)","(2.45, 2.92, 2.824)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 50.0, 38.333333333333336)","(31.0, 120.0, 106.25)","(101.0, 160.0, 148.0)","(15.0, 34.0, 30.0)","(21.0, 48.0, 44.4)"
06-01-2023 12:37:49.255242,"(10.0, 16.5, 16.333333333333332)","(2.45, 2.92, 2.8285714285714283)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 50.0, 43.0)","(31.0, 120.0, 86.66666666666667)","(101.0, 160.0, 148.0)","(15.0, 34.0, 31.6)","(21.0, 48.0, 52.625)"
06-01-2023 12:37:50.539777,"(10.0, 16.5, 16.384615384615383)","(2.45, 2.9, 2.853846153846154)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 50.0, 42.63636363636364)","(31.0, 120.0, 86.66666666666667)","(101.0, 160.0, 148.0)","(15.0, 34.0, 30.57142857142857)","(21.0, 55.0, 47.5)"
06-01-2023 12:37:51.966793,"(10.0, 16.5, 16.384615384615383)","(2.45, 2.9, 2.844)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 55.0, 43.0)","(31.0, 120.0, 86.66666666666667)","(101.0, 160.0, 148.0)","(15.0, 34.0, 30.57142857142857)","(21.0, 55.0, 51.25)"
06-01-2023 12:37:53.466175,"(10.0, 16.5, 16.384615384615383)","(2.45, 2.9, 2.846153846153846)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 55.0, 45.0)","(31.0, 120.0, 86.66666666666667)","(101.0, 160.0, 148.0)","(15.0, 34.0, 30.57142857142857)","(21.0, 55.0, 48.5)"
06-01-2023 12:37:54.994730,"(10.0, 16.5, 16.384615384615383)","(2.45, 2.88, 2.84)","(1.9, 99999, 99990)","(16.0, 36.0, 34.857142857142854)","(101.0, 160.0, 148.0)","(21.0, 55.0, 45.25)","(31.0, 120.0, 86.66666666666667)","(101.0, 160.0, 148.0)","(15.0, 34.0, 30.57142857142857)","(21.0, 55.0, 48.5)"
