,Why Not Pearl,Aston Floyd,Mahogany Flame,Dark Label,Ultra Bale,Silver Taquisha,Sunny Love,Pretty With It
10-01-2023 16:10:58.542290,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:10:59.911937,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:01.253322,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:02.610789,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 570.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:03.916828,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 570.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:05.290891,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 570.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:06.650969,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 570.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:07.989896,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 570.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:09.303043,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 570.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:10.577333,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 570.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:11.907265,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:13.053876,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:14.383673,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 6.35)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.675000000000001)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:15.701088,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 5.9818181818181815)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.9200000000000004)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.575)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:16.990625,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 5.042857142857143)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.2, 4.575)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:18.301147,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.8, 5.3)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.2, 4.85625)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:19.567003,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.2, 5.3)","(91.0, 650.0, 410.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.85625)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:20.844924,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 4.85625)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:22.164451,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.11)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:23.350890,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.11)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:24.549795,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.11)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:25.832043,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:27.151790,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.9)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:28.495122,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.9)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:29.899561,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 571.6666666666666)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:31.412969,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 571.6666666666666)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 26.125)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:32.851519,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 556.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 28.555555555555557)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:34.121199,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 556.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 28.555555555555557)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:35.255620,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 556.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.322321428571429)","(20.0, 48.0, 28.555555555555557)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:36.415648,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 415.0)","(2.45, 4.4, 3.8375)","(4.8, 6.4, 5.425)","(3.7, 5.4, 5.295384615384615)","(20.0, 48.0, 28.555555555555557)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:37.657681,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 420.0)","(2.45, 4.4, 3.875)","(4.8, 6.4, 5.425)","(3.7, 5.6, 5.295384615384615)","(20.0, 48.0, 28.555555555555557)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:38.974759,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 420.0)","(2.45, 4.4, 3.875)","(4.8, 6.4, 5.425)","(3.7, 5.6, 5.295384615384615)","(20.0, 48.0, 28.555555555555557)","(16.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:40.323632,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 420.0)","(2.45, 4.4, 3.875)","(5.0, 6.4, 5.425)","(3.8, 5.6, 4.3478260869565215)","(21.0, 48.0, 26.125)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:41.624819,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.816666666666666)","(91.0, 650.0, 420.0)","(2.45, 4.4, 3.875)","(5.0, 6.4, 5.425)","(3.8, 5.6, 4.372727272727272)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:42.899111,"(8.5, 14.0, 11.333333333333334)","(5.0, 6.0, 5.547058823529412)","(91.0, 650.0, 420.0)","(2.45, 4.4, 3.8000000000000003)","(5.0, 6.4, 5.2375)","(3.8, 5.6, 4.736363636363636)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:44.216341,"(8.5, 14.0, 10.666666666666666)","(5.0, 5.9, 5.375)","(91.0, 650.0, 420.0)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.2, 5.55)","(3.8, 5.5, 5.3090909090909095)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:45.421056,"(8.5, 13.5, 11.166666666666666)","(5.0, 5.8, 5.733333333333333)","(91.0, 650.0, 420.0)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.55)","(3.8, 5.4, 5.36969696969697)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:46.550448,"(8.5, 13.5, 11.166666666666666)","(5.0, 5.8, 5.733333333333333)","(91.0, 650.0, 573.3333333333334)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.4)","(3.8, 5.4, 5.3100000000000005)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:47.811115,"(8.5, 13.5, 10.7)","(5.0, 5.8, 5.338461538461538)","(91.0, 650.0, 573.3333333333334)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.4)","(3.8, 5.4, 5.3100000000000005)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:49.175736,"(8.5, 13.5, 11.5)","(5.0, 5.8, 5.364102564102564)","(91.0, 650.0, 573.3333333333334)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.193548387096774)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.352941176470587)"
10-01-2023 16:11:50.503799,"(8.5, 13.0, 10.6)","(5.0, 5.8, 5.367567567567567)","(91.0, 650.0, 573.3333333333334)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.193548387096774)","(3.8, 5.4, 5.32)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:11:51.837024,"(8.5, 13.0, 10.6)","(5.0, 5.8, 5.367567567567567)","(91.0, 650.0, 496.6666666666667)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.193548387096774)","(3.8, 5.4, 5.32)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:11:53.160023,"(8.5, 13.0, 10.6)","(5.0, 5.8, 5.367567567567567)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:11:54.373432,"(8.5, 12.5, 10.833333333333334)","(5.0, 5.8, 5.367567567567567)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:11:55.542707,"(8.5, 12.5, 10.833333333333334)","(5.0, 5.8, 5.367567567567567)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:11:56.775487,"(8.5, 12.5, 10.833333333333334)","(5.0, 5.8, 5.126315789473685)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.8000000000000003)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:11:57.983763,"(8.5, 12.5, 10.833333333333334)","(5.0, 5.7, 5.3)","(91.0, 650.0, 575.0)","(2.45, 4.0, 3.769230769230769)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:11:59.094111,"(8.5, 12.5, 11.442857142857143)","(5.0, 5.7, 5.3)","(91.0, 650.0, 575.0)","(2.45, 4.0, 3.772727272727273)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:12:00.213135,"(8.5, 12.5, 11.722222222222221)","(5.0, 5.6, 5.199999999999999)","(91.0, 650.0, 575.0)","(2.45, 4.0, 3.772727272727273)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.300000000000001)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:12:01.632265,"(8.5, 12.5, 11.722222222222221)","(5.0, 5.6, 5.199999999999999)","(91.0, 650.0, 575.0)","(2.45, 4.0, 3.8333333333333335)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.12)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:12:03.887470,"(8.5, 12.5, 11.722222222222221)","(5.0, 5.6, 5.199999999999999)","(91.0, 650.0, 575.0)","(2.45, 4.0, 3.8333333333333335)","(5.0, 6.0, 5.134615384615384)","(3.8, 5.4, 5.375)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:12:05.593542,"(8.5, 12.5, 11.4)","(5.0, 5.6, 5.199999999999999)","(91.0, 650.0, 575.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 5.05)","(3.8, 5.6, 5.675)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:12:07.032988,"(8.5, 12.5, 11.961538461538462)","(5.0, 5.6, 5.199999999999999)","(91.0, 650.0, 575.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 5.303333333333334)","(3.8, 6.0, 5.54)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.5)"
10-01-2023 16:12:08.273355,"(8.5, 12.5, 11.961538461538462)","(5.0, 5.5, 5.18)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 5.055555555555555)","(3.8, 5.7, 5.35)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.666666666666668)"
10-01-2023 16:12:09.597801,"(8.5, 11.5, 11.222222222222221)","(5.0, 5.5, 5.3)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.35)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.666666666666668)"
10-01-2023 16:12:10.873312,"(8.5, 12.0, 11.2)","(5.0, 5.5, 5.322222222222222)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.35)","(21.0, 48.0, 28.555555555555557)","(17.0, 22.0, 20.666666666666668)"
10-01-2023 16:12:12.146100,"(8.5, 12.0, 11.533333333333333)","(5.0, 5.5, 5.322222222222222)","(91.0, 650.0, 500.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.35)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.666666666666668)"
10-01-2023 16:12:13.390361,"(8.5, 12.0, 11.533333333333333)","(5.0, 5.5, 5.322222222222222)","(91.0, 650.0, 430.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.35)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.666666666666668)"
10-01-2023 16:12:14.589696,"(8.5, 12.0, 10.276923076923076)","(5.0, 5.5, 5.322222222222222)","(91.0, 650.0, 430.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.666666666666668)"
10-01-2023 16:12:15.724210,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.8, 5.206060606060606)","(91.0, 650.0, 430.0)","(2.45, 4.0, 3.875)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.666666666666668)"
10-01-2023 16:12:17.115303,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.7, 5.366666666666667)","(91.0, 650.0, 430.0)","(2.45, 4.0, 3.9545454545454546)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:18.278050,"(8.5, 11.5, 9.700000000000001)","(5.0, 5.7, 5.366666666666667)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.8499999999999996)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:19.520320,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.8, 5.476923076923077)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.8499999999999996)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:20.710408,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.8, 5.476923076923077)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.8499999999999996)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:21.871050,"(8.5, 11.5, 11.04)","(5.0, 5.8, 5.476923076923077)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.8499999999999996)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:23.034004,"(8.5, 11.5, 11.04)","(5.0, 5.8, 5.476923076923077)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.966666666666667)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:24.216668,"(8.5, 11.5, 11.04)","(5.0, 5.8, 5.476923076923077)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.966666666666667)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:25.900738,"(8.5, 11.5, 10.792307692307691)","(5.0, 5.7, 5.269230769230769)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.966666666666667)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:27.186691,"(8.5, 11.5, 10.792307692307691)","(5.0, 5.7, 5.269230769230769)","(91.0, 650.0, 430.0)","(2.45, 4.2, 3.966666666666667)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:28.970952,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.7, 5.155555555555555)","(91.0, 650.0, 435.0)","(2.45, 4.2, 3.966666666666667)","(5.0, 6.0, 4.955)","(3.8, 5.7, 5.557142857142857)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 20.25)"
10-01-2023 16:12:30.239757,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.6, 5.155555555555555)","(91.0, 650.0, 506.6666666666667)","(2.45, 4.2, 3.9210526315789473)","(5.0, 6.0, 5.166666666666667)","(3.8, 5.7, 5.223809523809524)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 18.944444444444443)"
10-01-2023 16:12:31.662946,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.6, 5.3)","(91.0, 650.0, 506.6666666666667)","(2.45, 4.3, 3.9)","(5.0, 5.9, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 18.944444444444443)"
10-01-2023 16:12:32.964306,"(8.5, 11.5, 10.842857142857143)","(5.0, 5.5, 5.1000000000000005)","(91.0, 650.0, 440.0)","(2.45, 4.3, 3.9)","(5.0, 5.8, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 22.0, 17.25)"
10-01-2023 16:12:34.232543,"(8.5, 12.0, 9.952941176470588)","(5.0, 5.5, 5.1000000000000005)","(91.0, 650.0, 440.0)","(2.45, 4.3, 3.9)","(5.0, 5.8, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.25)"
10-01-2023 16:12:35.543390,"(8.5, 12.0, 9.952941176470588)","(5.0, 5.5, 5.1000000000000005)","(91.0, 650.0, 440.0)","(2.45, 4.3, 3.9)","(5.0, 5.8, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:36.731393,"(8.5, 12.0, 9.952941176470588)","(5.0, 5.5, 5.1000000000000005)","(91.0, 650.0, 440.0)","(2.45, 4.3, 3.9)","(5.0, 5.8, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:38.002699,"(8.5, 12.0, 9.952941176470588)","(5.0, 5.5, 5.3)","(91.0, 650.0, 440.0)","(2.45, 4.3, 3.9)","(5.0, 5.8, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:39.245681,"(8.5, 12.0, 9.952941176470588)","(5.0, 5.5, 5.3)","(91.0, 650.0, 440.0)","(2.45, 4.3, 3.6272727272727274)","(5.0, 5.8, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:40.482582,"(8.5, 12.0, 9.441176470588236)","(5.0, 5.5, 5.3)","(91.0, 650.0, 440.0)","(2.45, 3.9, 3.6375)","(5.0, 5.8, 5.55)","(3.8, 5.7, 4.944444444444445)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:41.745894,"(8.5, 12.0, 10.123529411764707)","(5.0, 5.5, 5.3)","(91.0, 650.0, 440.0)","(2.45, 3.9, 3.8058823529411763)","(5.0, 5.8, 5.55)","(3.8, 5.7, 5.0)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:42.965527,"(8.5, 12.0, 10.123529411764707)","(5.0, 5.5, 5.3)","(91.0, 650.0, 440.0)","(2.45, 4.1, 3.676470588235294)","(5.0, 5.8, 5.675)","(3.8, 5.7, 5.300000000000001)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:44.259799,"(8.5, 12.0, 10.123529411764707)","(5.0, 5.5, 5.3)","(91.0, 650.0, 510.0)","(2.45, 4.1, 3.676470588235294)","(5.0, 5.8, 5.675)","(3.8, 5.7, 5.484615384615385)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:45.521116,"(8.5, 12.0, 10.207407407407407)","(5.0, 5.5, 5.2)","(91.0, 650.0, 510.0)","(2.45, 4.1, 3.8)","(5.0, 5.8, 5.675)","(3.8, 5.7, 5.484615384615385)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 17.444444444444443)"
10-01-2023 16:12:47.062131,"(8.5, 12.0, 10.166666666666668)","(5.0, 5.5, 5.1000000000000005)","(91.0, 650.0, 445.0)","(2.45, 4.1, 3.7444444444444445)","(5.0, 5.8, 5.716666666666667)","(3.8, 5.7, 5.513333333333334)","(21.0, 48.0, 37.294117647058826)","(17.0, 21.0, 18.25)"
