,Why Not Pearl,Aston Floyd,Mahogany Flame,Dark Label,Ultra Bale,Silver Taquisha,Sunny Love,Pretty With It
10-01-2023 16:02:11.661763,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.233333333333333)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:12.993060,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:14.345189,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:15.592603,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:16.815823,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:18.070488,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:19.417268,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:20.670830,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:21.907931,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:23.196005,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:24.495001,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:25.760588,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:26.980638,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:28.207599,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:29.489275,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:30.662888,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:31.830256,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:32.955445,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:34.136565,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:35.282976,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:36.553218,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:37.815122,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:39.003382,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:40.224309,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:41.542884,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:42.837327,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:44.130041,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2466666666666666)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:45.514868,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:46.763116,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:48.041888,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:49.317217,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:50.537138,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:51.715045,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:52.963414,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:54.374025,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:55.660141,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:56.768329,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:58.012205,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:02:59.201846,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:00.398509,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:01.570703,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:02.780066,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:03.892627,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:05.023500,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:06.275469,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:07.689446,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:09.377319,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:10.598119,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
10-01-2023 16:03:11.950243,"(8.5, 17.0, 12.9)","(5.0, 7.6, 7.0)","(91.0, 650.0, 552.5)","(2.45, 4.1, 3.2199999999999998)","(4.8, 8.0, 6.68)","(3.7, 6.6, 4.264583333333333)","(20.0, 60.0, 36.94444444444444)","(16.0, 44.0, 29.25)"
