,Barry Bowler,Big Time Audi,Goldstar Phoenix,Big Time Girly,Phantom Pixie,Shaun The Chaser,Elite Bubble
11-01-2023 13:12:59.107465,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:00.217885,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:01.183522,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:02.224013,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:03.194493,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:04.135850,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:05.108948,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:06.112764,"(2.5, 3.6, 2.55)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:07.121004,"(2.5, 3.55, 3.0744444444444445)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:08.045341,"(2.5, 3.55, 3.0744444444444445)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:08.938930,"(2.5, 3.55, 3.0744444444444445)","(3.2, 8.0, 5.574999999999999)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:09.863349,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:10.815373,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:11.822501,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:12.857480,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:13.802063,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:14.764811,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 46.42857142857143)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:15.825844,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:16.874471,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 120.0, 55.625)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:17.866402,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:18.967699,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.555555555555555)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:20.042836,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.6, 7.0249999999999995)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:21.082455,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:22.066581,"(2.5, 3.55, 3.0744444444444445)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:23.035607,"(2.5, 3.55, 2.777222222222222)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:24.341149,"(2.5, 3.55, 2.777222222222222)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:25.404455,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:26.424901,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:27.397952,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:28.428145,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:29.663788,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 10.133333333333333)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:30.612615,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 8.08)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:31.613658,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 8.08)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:32.649508,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 8.08)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:33.726543,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 8.08)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:34.998172,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 8.0)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:36.038555,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 8.0)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:37.024914,"(2.5, 3.55, 2.92)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 8.0)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:37.954271,"(2.5, 3.55, 2.9038461538461537)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.371428571428571)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:38.980639,"(2.5, 3.55, 2.9038461538461537)","(3.2, 6.6, 4.0125)","(18.0, 110.0, 51.875)","(5.5, 7.8, 6.76551724137931)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:40.064265,"(2.5, 3.55, 2.9038461538461537)","(3.2, 6.6, 5.58)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 6.8)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:41.198634,"(2.5, 3.55, 2.9038461538461537)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:42.214542,"(2.5, 3.55, 2.9038461538461537)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:43.137791,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:44.182997,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:45.259639,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:46.409611,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:47.795936,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:48.899791,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:49.917422,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:50.970212,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:52.030098,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:53.314659,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 6.866666666666666)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:54.532370,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 7.133333333333333)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:55.607988,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 5.628571428571428)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.8, 5.584615384615385)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 7.133333333333333)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:56.771568,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.43235294117647)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.6, 6.72)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 7.133333333333333)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:57.878252,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.43235294117647)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.6, 6.72)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 7.133333333333333)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:58.884255,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.50625)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.6, 6.72)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 7.133333333333333)","(26.0, 290.0, 158.5)"
11-01-2023 13:13:59.806888,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.50625)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.6, 7.08235294117647)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 7.133333333333333)","(26.0, 290.0, 158.5)"
11-01-2023 13:14:00.859960,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.50625)","(18.0, 110.0, 58.333333333333336)","(5.5, 7.6, 7.08235294117647)","(8.0, 16.0, 7.933333333333334)","(5.0, 7.8, 7.133333333333333)","(26.0, 290.0, 158.5)"
11-01-2023 13:14:02.010452,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 3.5545454545454547)","(18.0, 110.0, 48.0)","(5.5, 7.8, 6.9)","(8.0, 16.0, 9.23076923076923)","(5.0, 7.8, 6.792)","(26.0, 290.0, 154.0)"
11-01-2023 13:14:03.189932,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 6.9)","(8.0, 16.0, 9.23076923076923)","(5.0, 7.8, 6.792)","(26.0, 280.0, 154.0)"
11-01-2023 13:14:04.332756,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 6.9)","(8.0, 16.0, 9.23076923076923)","(5.0, 7.8, 6.792)","(26.0, 280.0, 154.0)"
11-01-2023 13:14:05.454684,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.676923076923077)","(8.0, 16.0, 9.23076923076923)","(5.0, 7.8, 6.792)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:06.525769,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.676923076923077)","(8.0, 16.0, 9.23076923076923)","(5.0, 7.8, 6.792)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:07.721851,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 6.485714285714286)","(8.0, 16.0, 9.23076923076923)","(5.0, 7.8, 6.792)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:08.847414,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 6.9375)","(8.0, 15.5, 10.757142857142856)","(5.0, 7.8, 6.792)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:09.924290,"(2.5, 3.55, 2.7652380952380953)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 10.757142857142856)","(5.0, 7.8, 6.792)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:10.991547,"(2.5, 3.55, 2.754090909090909)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 10.757142857142856)","(5.0, 7.8, 6.792)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:11.958422,"(2.5, 3.55, 2.754090909090909)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 10.757142857142856)","(5.0, 7.8, 6.792)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:13.031323,"(2.5, 3.55, 2.754090909090909)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 9.115384615384617)","(5.0, 7.8, 6.980952380952381)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:14.136989,"(2.5, 3.55, 2.754090909090909)","(3.2, 6.6, 4.870967741935484)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 9.115384615384617)","(5.0, 7.6, 7.08)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:15.195393,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 4.920454545454546)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 9.115384615384617)","(5.0, 7.6, 7.08)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:16.344913,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 4.920454545454546)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:17.491029,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 4.920454545454546)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:18.626159,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 4.9363636363636365)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 5.769230769230769)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:19.829490,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 4.9363636363636365)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.8, 6.933333333333333)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:21.016451,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 5.245945945945946)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.6, 6.933333333333333)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:22.035133,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 4.786111111111111)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.6, 7.225)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:22.964721,"(2.5, 3.55, 2.754090909090909)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.6, 7.225)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:24.029408,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 66.23529411764706)","(5.5, 7.6, 7.225)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:25.183018,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 82.44444444444444)","(5.5, 7.6, 7.377777777777777)","(8.0, 15.5, 9.115384615384617)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:26.286666,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.6, 7.066666666666666)","(8.0, 15.5, 10.46969696969697)","(5.0, 8.0, 6.777777777777778)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:27.349465,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 15.5, 10.46969696969697)","(5.0, 8.0, 7.133333333333333)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:28.420808,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 15.0, 14.48)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:29.423214,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 15.0, 13.266666666666666)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:30.404570,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 15.0, 13.266666666666666)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:31.520568,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 15.0, 13.266666666666666)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:32.664746,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 15.0, 13.211764705882352)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:33.672878,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 3.5352941176470587)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 14.5, 13.211764705882352)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:34.799048,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 4.337037037037037)","(18.0, 110.0, 27.77777777777778)","(5.5, 7.8, 6.948387096774193)","(8.0, 14.5, 13.211764705882352)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
11-01-2023 13:14:35.886037,"(2.5, 3.55, 3.0193939393939395)","(3.2, 5.7, 4.802439024390244)","(18.0, 110.0, 43.09090909090909)","(5.5, 7.8, 6.948387096774193)","(8.0, 14.5, 12.8)","(5.0, 7.8, 6.659259259259259)","(26.0, 280.0, 168.0)"
