,Lincoln River,Midfrew Lucre,Ohoka Creed,Malaka Miss,Neptune,Tugawar,Acushla Machree
16-12-2022 15:47:17.997467,"(2.9, 3.9, 3.275)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.9)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:19.028152,"(2.9, 3.9, 3.225)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.9)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:20.028266,"(2.9, 3.9, 3.225)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.4, 5.9)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:20.980829,"(2.9, 3.9, 3.225)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:21.974681,"(2.9, 3.9, 3.275)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:22.997068,"(2.9, 3.9, 3.275)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:23.901547,"(2.9, 3.9, 3.225)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:24.801489,"(2.9, 3.9, 3.225)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:25.755698,"(2.9, 3.9, 3.275)","(2.9, 4.4, 4.066666666666666)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:26.636463,"(2.9, 3.9, 3.3375)","(3.0, 4.3, 4.1)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 64.8)"
16-12-2022 15:47:27.553226,"(2.9, 3.9, 3.3375)","(3.0, 4.3, 4.1)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.75)","(18.0, 42.0, 36.25)","(20.0, 95.0, 76.25)"
16-12-2022 15:47:28.462446,"(2.9, 3.9, 3.24375)","(3.0, 4.2, 3.94)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.9)","(18.0, 42.0, 36.375)","(20.0, 95.0, 76.25)"
16-12-2022 15:47:29.393485,"(2.9, 3.9, 3.24375)","(3.0, 4.2, 3.94)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.9)","(18.0, 42.0, 36.375)","(20.0, 95.0, 65.4)"
16-12-2022 15:47:30.329912,"(2.9, 3.9, 3.24375)","(3.0, 4.2, 3.94)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.9)","(18.0, 42.0, 36.375)","(20.0, 95.0, 59.09090909090909)"
16-12-2022 15:47:31.277198,"(2.9, 3.9, 3.3145454545454545)","(3.0, 4.2, 3.94)","(4.4, 6.2, 5.826666666666666)","(12.0, 18.0, 14.571428571428571)","(5.0, 6.0, 5.9)","(18.0, 42.0, 26.666666666666668)","(20.0, 90.0, 59.09090909090909)"
16-12-2022 15:47:32.197924,"(2.9, 3.9, 3.5933333333333333)","(3.0, 4.2, 3.94)","(4.4, 6.2, 5.827586206896552)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.9)","(18.0, 42.0, 36.375)","(20.0, 90.0, 60.625)"
16-12-2022 15:47:33.119383,"(2.9, 3.9, 3.6)","(3.0, 4.2, 3.960526315789474)","(4.4, 6.0, 5.836363636363636)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.9)","(18.0, 42.0, 26.666666666666668)","(20.0, 90.0, 60.625)"
16-12-2022 15:47:34.109217,"(2.9, 3.9, 3.6333333333333333)","(3.0, 4.2, 4.002173913043478)","(4.4, 6.0, 5.836363636363636)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 26.666666666666668)","(20.0, 90.0, 60.625)"
16-12-2022 15:47:35.072486,"(2.9, 3.9, 3.6333333333333333)","(3.0, 4.2, 4.042424242424242)","(4.4, 6.0, 5.836363636363636)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 36.25)","(20.0, 90.0, 78.22222222222223)"
16-12-2022 15:47:35.995945,"(2.9, 3.9, 3.55)","(3.0, 4.2, 4.042424242424242)","(4.4, 6.0, 5.836363636363636)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 78.22222222222223)"
16-12-2022 15:47:36.943558,"(2.9, 3.9, 3.55)","(3.0, 4.2, 4.042424242424242)","(4.4, 6.0, 5.836363636363636)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 78.22222222222223)"
16-12-2022 15:47:37.921366,"(2.9, 3.9, 3.55)","(3.0, 4.2, 4.042424242424242)","(4.4, 6.0, 5.836363636363636)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 34.333333333333336)","(20.0, 95.0, 78.22222222222223)"
16-12-2022 15:47:38.893793,"(2.9, 3.9, 3.8666666666666663)","(3.0, 4.2, 4.042424242424242)","(4.4, 6.0, 5.836363636363636)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 36.375)","(20.0, 95.0, 78.22222222222223)"
16-12-2022 15:47:39.809116,"(2.9, 3.9, 3.55)","(3.0, 4.2, 4.042424242424242)","(4.4, 6.0, 5.810526315789473)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 36.375)","(20.0, 95.0, 78.22222222222223)"
16-12-2022 15:47:40.730283,"(2.9, 3.9, 3.55)","(3.0, 4.2, 4.042424242424242)","(4.4, 6.0, 5.810526315789473)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.9)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 78.22222222222223)"
16-12-2022 15:47:41.644646,"(2.9, 3.9, 3.5)","(3.0, 4.2, 3.875)","(4.4, 6.0, 5.810526315789473)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.909090909090909)","(18.0, 42.0, 26.666666666666668)","(20.0, 95.0, 39.2)"
16-12-2022 15:47:42.621821,"(2.9, 3.9, 3.5)","(3.0, 4.2, 3.875)","(4.4, 6.0, 5.810526315789473)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.928571428571429)","(18.0, 42.0, 26.666666666666668)","(20.0, 44.0, 40.714285714285715)"
16-12-2022 15:47:43.534319,"(2.9, 3.85, 3.625)","(3.0, 4.1, 3.988888888888889)","(4.4, 6.0, 5.809523809523809)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.928571428571429)","(18.0, 42.0, 26.666666666666668)","(20.0, 44.0, 40.714285714285715)"
16-12-2022 15:47:44.455242,"(2.9, 3.85, 3.625)","(3.0, 4.1, 3.992857142857143)","(4.4, 6.0, 5.809523809523809)","(12.0, 18.5, 15.5)","(5.0, 6.0, 5.658823529411764)","(18.0, 42.0, 26.666666666666668)","(20.0, 44.0, 40.714285714285715)"
16-12-2022 15:47:45.403553,"(2.9, 3.95, 3.3406249999999997)","(3.0, 4.2, 3.875)","(4.4, 6.0, 5.810526315789473)","(12.0, 18.5, 14.642857142857142)","(5.0, 6.0, 5.776923076923077)","(18.0, 42.0, 26.666666666666668)","(20.0, 44.0, 40.714285714285715)"
16-12-2022 15:47:46.347500,"(2.9, 3.85, 3.625)","(3.0, 4.1, 3.988888888888889)","(4.4, 6.0, 5.1020408163265305)","(12.0, 18.5, 14.642857142857142)","(5.0, 5.9, 5.618421052631579)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 36.666666666666664)"
16-12-2022 15:47:47.303238,"(2.9, 3.95, 3.7653846153846153)","(3.0, 4.2, 3.875)","(4.4, 6.0, 5.403225806451613)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.618421052631579)","(18.0, 42.0, 36.0)","(20.0, 44.0, 40.33333333333333)"
16-12-2022 15:47:48.229179,"(2.9, 3.95, 3.3382352941176467)","(3.0, 4.2, 3.875)","(4.4, 6.0, 5.403225806451613)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.618421052631579)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:49.120155,"(2.9, 3.95, 3.8642857142857143)","(3.0, 4.2, 3.875)","(4.4, 6.0, 5.403225806451613)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.618421052631579)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:50.056776,"(2.9, 3.95, 3.392857142857143)","(3.0, 4.2, 3.875)","(4.4, 6.0, 5.403225806451613)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.618421052631579)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:50.986630,"(2.9, 3.95, 3.4625)","(3.0, 4.2, 3.875)","(4.4, 5.9, 5.5)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.686486486486486)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:51.885633,"(2.9, 3.95, 3.903846153846154)","(3.0, 4.2, 3.875)","(4.4, 5.8, 5.628571428571428)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.686486486486486)","(18.0, 42.0, 35.714285714285715)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:52.790950,"(2.9, 3.95, 3.4625)","(3.0, 4.2, 3.875)","(4.4, 5.8, 5.76)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.686486486486486)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:53.759087,"(2.9, 3.95, 3.903846153846154)","(3.0, 4.2, 3.875)","(4.4, 5.8, 5.7555555555555555)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.686486486486486)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:54.676568,"(2.9, 3.95, 3.903846153846154)","(3.0, 4.2, 3.875)","(4.4, 5.8, 5.7555555555555555)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.686486486486486)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:55.595723,"(2.9, 3.95, 3.4625)","(3.0, 4.2, 3.875)","(4.4, 5.8, 5.7555555555555555)","(12.0, 18.0, 16.0)","(5.0, 6.0, 5.686486486486486)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:56.539454,"(2.9, 3.95, 3.903846153846154)","(3.0, 4.2, 3.875)","(4.4, 5.8, 5.76)","(12.0, 18.0, 16.0)","(5.0, 5.9, 5.733333333333333)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:57.514116,"(2.9, 3.9, 3.65)","(3.0, 4.1, 4.0)","(4.4, 5.8, 5.5600000000000005)","(12.0, 18.0, 14.333333333333334)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 36.0)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:58.436445,"(2.9, 3.9, 3.7)","(3.0, 4.1, 4.0)","(4.4, 5.7, 5.6000000000000005)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 36.0)","(20.0, 44.0, 40.5)"
16-12-2022 15:47:59.400136,"(2.9, 3.9, 3.7)","(3.0, 4.1, 4.0)","(4.4, 5.7, 5.550000000000001)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.714285714285714)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 40.5)"
16-12-2022 15:48:00.334622,"(2.9, 3.9, 3.7)","(3.0, 4.1, 4.033333333333333)","(4.4, 5.7, 5.550000000000001)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.714285714285714)","(18.0, 42.0, 27.333333333333332)","(20.0, 44.0, 38.0)"
16-12-2022 15:48:01.268187,"(2.9, 3.9, 3.7)","(3.0, 4.2, 3.9976190476190476)","(4.4, 5.7, 5.5)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.714285714285714)","(18.0, 42.0, 37.90909090909091)","(20.0, 44.0, 38.0)"
16-12-2022 15:48:02.222202,"(2.9, 3.9, 3.7)","(3.0, 4.2, 4.038095238095238)","(4.4, 5.7, 5.5)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.714285714285714)","(18.0, 42.0, 36.5)","(20.0, 44.0, 34.0)"
16-12-2022 15:48:03.126871,"(2.9, 3.9, 3.6999999999999997)","(3.0, 4.4, 4.34)","(4.4, 5.7, 5.5)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.714285714285714)","(18.0, 42.0, 36.5)","(20.0, 44.0, 34.0)"
16-12-2022 15:48:04.021237,"(2.9, 3.9, 3.42)","(3.0, 4.5, 4.48)","(4.4, 5.7, 5.5)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.714285714285714)","(18.0, 42.0, 36.5)","(20.0, 44.0, 34.0)"
16-12-2022 15:48:04.932219,"(2.9, 3.9, 3.42)","(3.0, 6.2, 4.41875)","(4.4, 5.7, 5.366666666666667)","(12.0, 15.0, 14.333333333333334)","(5.0, 5.8, 5.63125)","(18.0, 42.0, 27.0)","(20.0, 44.0, 29.0)"
16-12-2022 15:48:05.929116,"(2.9, 3.9, 3.4499999999999997)","(3.0, 5.9, 5.605263157894737)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.640000000000001)","(18.0, 42.0, 26.666666666666664)","(20.0, 44.0, 30.666666666666668)"
16-12-2022 15:48:06.834030,"(2.9, 3.9, 3.4499999999999997)","(3.0, 5.8, 5.669565217391304)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.640000000000001)","(18.0, 42.0, 26.666666666666664)","(20.0, 44.0, 23.0)"
16-12-2022 15:48:07.754755,"(2.9, 3.9, 3.4499999999999997)","(3.0, 5.8, 5.55)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.666666666666664)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:08.723122,"(2.9, 3.9, 3.4499999999999997)","(3.0, 5.8, 5.55)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.666666666666664)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:09.652022,"(2.9, 3.6, 3.36)","(3.0, 5.8, 5.55)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333332)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:10.624492,"(2.9, 3.6, 3.36)","(3.0, 5.8, 5.55)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333332)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:11.542022,"(2.9, 3.6, 3.552)","(3.0, 5.8, 5.55)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333332)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:12.432890,"(2.9, 3.6, 3.552)","(3.0, 5.8, 5.55)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333332)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:13.397776,"(2.9, 3.6, 3.552)","(3.0, 5.8, 5.481818181818182)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333332)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:14.348265,"(2.9, 3.6, 3.552)","(3.0, 5.8, 4.9875)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333332)","(20.0, 44.0, 27.666666666666664)"
16-12-2022 15:48:15.241983,"(2.9, 3.6, 3.552)","(3.0, 5.7, 5.15)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333332)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:16.181208,"(2.9, 3.6, 3.552)","(3.0, 5.7, 4.914285714285714)","(4.4, 5.7, 5.4)","(12.0, 15.0, 13.333333333333334)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.6)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:17.093400,"(2.9, 3.6, 3.552)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.7, 5.366666666666667)","(12.0, 15.0, 13.75)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.6)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:18.051311,"(2.9, 3.6, 3.552)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.7, 5.366666666666667)","(12.0, 15.0, 13.75)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.6)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:18.938563,"(2.9, 3.6, 3.552)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.7, 5.366666666666667)","(12.0, 15.0, 13.75)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.6)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:19.869608,"(2.9, 3.6, 3.475)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.7, 5.366666666666667)","(12.0, 15.0, 13.75)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.6)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:20.806958,"(2.9, 3.6, 3.475)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.7, 5.366666666666667)","(12.0, 15.0, 13.75)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.6)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:21.773643,"(2.9, 3.6, 3.475)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.7, 5.366666666666667)","(12.0, 15.0, 14.5)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.6)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:22.709034,"(2.9, 3.6, 3.475)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.7, 5.366666666666667)","(12.0, 20.0, 19.166666666666668)","(5.0, 5.9, 5.675)","(18.0, 42.0, 26.333333333333336)","(20.0, 44.0, 27.666666666666668)"
16-12-2022 15:48:23.615939,"(2.9, 3.6, 3.475)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.6, 5.224242424242425)","(12.0, 20.0, 19.166666666666668)","(5.0, 5.9, 5.640000000000001)","(18.0, 42.0, 26.333333333333336)","(20.0, 44.0, 27.666666666666668)"
16-12-2022 15:48:24.538265,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.6, 5.224242424242425)","(12.0, 20.0, 19.166666666666668)","(5.0, 5.9, 5.640000000000001)","(18.0, 42.0, 31.153846153846153)","(20.0, 44.0, 34.2)"
16-12-2022 15:48:25.473236,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.7, 4.966666666666667)","(4.4, 5.6, 5.224242424242425)","(12.0, 20.0, 16.785714285714285)","(5.0, 5.9, 5.640000000000001)","(18.0, 42.0, 36.77777777777778)","(20.0, 44.0, 37.875)"
16-12-2022 15:48:26.404884,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.199999999999999)","(4.4, 5.6, 4.729508196721311)","(12.0, 19.5, 18.1)","(5.0, 5.9, 5.675)","(18.0, 42.0, 36.77777777777778)","(20.0, 44.0, 34.4)"
16-12-2022 15:48:27.301082,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 4.975)","(4.4, 5.5, 5.3)","(12.0, 19.5, 16.5)","(5.0, 5.9, 5.675)","(18.0, 42.0, 36.77777777777778)","(20.0, 44.0, 34.4)"
16-12-2022 15:48:28.209810,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 5.136363636363637)","(12.0, 19.5, 16.5)","(5.0, 5.9, 5.675)","(18.0, 42.0, 36.77777777777778)","(20.0, 44.0, 34.4)"
16-12-2022 15:48:29.151819,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 5.136363636363637)","(12.0, 19.5, 14.25)","(5.0, 5.9, 5.675)","(18.0, 42.0, 36.77777777777778)","(20.0, 44.0, 34.4)"
16-12-2022 15:48:30.056485,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 4.826315789473685)","(12.0, 19.5, 14.25)","(5.0, 5.9, 5.675)","(18.0, 42.0, 36.77777777777778)","(20.0, 44.0, 34.4)"
16-12-2022 15:48:30.975689,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 4.826315789473685)","(12.0, 19.5, 14.25)","(5.0, 5.9, 5.675)","(18.0, 42.0, 36.77777777777778)","(20.0, 44.0, 29.0)"
16-12-2022 15:48:31.944586,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 4.826315789473685)","(12.0, 19.5, 13.5)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.8)","(20.0, 32.0, 29.0)"
16-12-2022 15:48:32.924660,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 4.788888888888889)","(12.0, 19.5, 13.5)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.8)","(20.0, 32.0, 29.0)"
16-12-2022 15:48:33.955015,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 4.794117647058823)","(12.0, 19.5, 13.5)","(5.0, 5.9, 5.675)","(18.0, 42.0, 32.8)","(20.0, 32.0, 29.0)"
16-12-2022 15:48:34.937070,"(2.9, 3.6, 3.5655172413793106)","(3.0, 5.6, 5.15)","(4.4, 5.5, 4.794117647058823)","(12.0, 19.5, 13.5)","(5.0, 5.9, 5.640000000000001)","(18.0, 42.0, 32.8)","(20.0, 32.0, 29.0)"
16-12-2022 15:48:35.879659,"(2.9, 3.6, 3.56875)","(3.0, 5.6, 5.021428571428571)","(4.4, 5.4, 5.184615384615385)","(12.0, 19.5, 13.5)","(5.0, 5.9, 5.640000000000001)","(18.0, 42.0, 36.375)","(20.0, 32.0, 30.42857142857143)"
16-12-2022 15:48:36.878504,"(2.9, 3.6, 3.56875)","(3.0, 5.6, 5.021428571428571)","(4.4, 5.3, 5.239393939393939)","(12.0, 19.5, 13.583333333333334)","(5.0, 5.9, 5.6909090909090905)","(18.0, 42.0, 33.2)","(20.0, 32.0, 29.5)"
16-12-2022 15:48:37.858729,"(2.9, 3.6, 3.5)","(3.0, 5.6, 5.388235294117647)","(4.4, 5.3, 5.133333333333333)","(12.0, 19.0, 13.15)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 33.2)","(20.0, 32.0, 29.5)"
16-12-2022 15:48:38.844344,"(2.9, 3.6, 3.5)","(3.0, 5.6, 5.055555555555555)","(4.4, 5.3, 5.133333333333333)","(12.0, 19.0, 13.15)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 33.2)","(20.0, 32.0, 29.0)"
16-12-2022 15:48:39.802322,"(2.9, 3.6, 3.5)","(3.0, 5.4, 5.066666666666667)","(4.4, 5.3, 5.05)","(12.0, 19.0, 13.15)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 32.0, 29.0)"
16-12-2022 15:48:40.722607,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.05)","(12.0, 18.5, 14.5)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 32.0, 29.0)"
16-12-2022 15:48:41.698345,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.05)","(12.0, 18.5, 13.5)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 32.0, 80.0)"
16-12-2022 15:48:42.659698,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.05)","(12.0, 18.5, 13.5)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 100.0, 80.0)"
16-12-2022 15:48:43.582708,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.05)","(12.0, 18.5, 13.5)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 100.0, 90.0)"
16-12-2022 15:48:44.485042,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.05)","(12.0, 18.5, 13.5)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 100.0, 90.0)"
16-12-2022 15:48:45.391196,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.05)","(12.0, 18.5, 13.5)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 100.0, 90.0)"
16-12-2022 15:48:46.328269,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.05)","(12.0, 18.5, 13.5)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 32.8)","(20.0, 100.0, 73.66666666666666)"
16-12-2022 15:48:47.215432,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 5.133333333333333)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
16-12-2022 15:48:48.144484,"(2.9, 3.6, 3.5)","(3.0, 5.5, 5.140000000000001)","(4.4, 5.3, 4.966666666666667)","(12.0, 18.5, 14.0)","(5.0, 5.8, 5.6909090909090905)","(18.0, 42.0, 30.75)","(20.0, 100.0, 88.71428571428572)"
