,Meteorite,Thunder Park,True Nobility,Wanaroo,Sir Domigo,Tillotson,Bull Dust,Gold Logie,Carry On Camping,Anges
06-01-2023 15:49:34.174758,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.46)","(5.5, 8.4, 8.177777777777777)","(10.0, 15.0, 14.6)","(3.8, 5.7, 5.609090909090909)","(3.4, 4.2, 4.04)","(14.0, 18.0, 17.307692307692307)","(19.0, 29.0, 27.0)","(101.0, 340.0, 314.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:49:35.658724,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.46)","(5.5, 8.4, 8.177777777777777)","(10.0, 15.0, 14.6)","(3.8, 5.7, 5.609090909090909)","(3.4, 4.2, 4.04)","(14.0, 18.0, 17.307692307692307)","(19.0, 29.0, 27.0)","(101.0, 340.0, 314.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:49:37.308554,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 8.4, 8.246153846153847)","(10.0, 15.0, 14.6)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.1034482758620685)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 27.0)","(101.0, 340.0, 314.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:49:38.716069,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 8.4, 8.872727272727273)","(10.0, 15.0, 14.6)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.1034482758620685)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:40.212433,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 9.2, 8.42222222222222)","(10.0, 15.0, 14.6)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.103030303030303)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:41.605699,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 9.2, 8.575)","(10.0, 15.0, 14.75)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.103030303030303)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:42.928896,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 9.2, 8.366666666666665)","(10.0, 15.0, 14.75)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.103030303030303)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:44.255951,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 9.2, 8.628571428571428)","(10.0, 15.0, 14.75)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.103030303030303)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:45.545325,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 9.2, 8.628571428571428)","(10.0, 15.0, 14.75)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.103030303030303)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:47.028853,"(11.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.483333333333333)","(5.5, 9.2, 8.628571428571428)","(10.0, 15.0, 14.75)","(3.8, 5.7, 5.42)","(3.4, 4.2, 4.103030303030303)","(14.0, 18.0, 16.941176470588236)","(19.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:48.637226,"(12.0, 16.0, 15.91304347826087)","(4.2, 4.6, 4.525)","(6.0, 9.2, 8.628571428571428)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.42)","(3.5, 4.2, 4.1034482758620685)","(15.0, 18.0, 17.0)","(20.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 407.5)"
06-01-2023 15:49:50.121193,"(12.0, 16.0, 14.666666666666666)","(4.2, 4.6, 4.525)","(6.0, 9.2, 8.628571428571428)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.884615384615383)","(20.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 423.75)"
06-01-2023 15:49:51.452825,"(12.0, 16.0, 14.666666666666666)","(4.2, 4.6, 4.525)","(6.0, 9.2, 8.472727272727273)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 17.0)","(20.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:49:52.877313,"(12.0, 16.0, 14.666666666666666)","(4.2, 4.6, 4.545454545454545)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 17.0)","(20.0, 29.0, 28.3)","(101.0, 340.0, 314.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:49:54.344139,"(12.0, 16.0, 14.666666666666666)","(4.2, 4.6, 4.525)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.884615384615383)","(20.0, 29.0, 24.714285714285715)","(101.0, 340.0, 314.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:49:55.774597,"(12.0, 16.0, 15.2)","(4.2, 4.6, 4.545454545454545)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.884615384615383)","(20.0, 29.0, 24.714285714285715)","(101.0, 340.0, 314.0)","(101.0, 440.0, 423.75)"
06-01-2023 15:49:57.102379,"(12.0, 16.0, 15.2)","(4.2, 4.6, 4.545454545454545)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.884615384615383)","(20.0, 29.0, 24.714285714285715)","(101.0, 340.0, 314.0)","(101.0, 440.0, 423.75)"
06-01-2023 15:49:58.511198,"(12.0, 16.0, 15.2)","(4.2, 4.6, 4.525)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.884615384615383)","(20.0, 29.0, 24.714285714285715)","(101.0, 340.0, 314.0)","(101.0, 440.0, 423.75)"
06-01-2023 15:49:59.846846,"(12.0, 16.0, 15.2)","(4.2, 4.6, 4.525)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.326666666666666)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.884615384615383)","(20.0, 29.0, 24.714285714285715)","(101.0, 340.0, 314.0)","(101.0, 440.0, 423.75)"
06-01-2023 15:50:01.222794,"(12.0, 16.0, 15.2)","(4.2, 4.6, 4.525)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.75)","(3.9, 5.7, 5.305263157894737)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.6)","(20.0, 29.0, 26.5)","(101.0, 340.0, 314.0)","(101.0, 440.0, 423.75)"
06-01-2023 15:50:02.682634,"(12.0, 16.0, 15.0)","(4.2, 4.6, 4.545454545454545)","(6.0, 9.2, 8.290909090909091)","(11.0, 15.0, 14.833333333333334)","(3.9, 5.7, 5.559375)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.6)","(20.0, 29.0, 24.714285714285715)","(101.0, 340.0, 314.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:50:04.065937,"(12.0, 16.0, 14.444444444444445)","(4.2, 4.6, 4.545454545454545)","(6.0, 9.2, 8.24)","(11.0, 15.0, 14.833333333333334)","(3.9, 5.7, 5.290909090909091)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.75)","(20.0, 29.0, 24.428571428571427)","(101.0, 340.0, 260.0)","(101.0, 440.0, 380.0)"
06-01-2023 15:50:05.465727,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.6, 4.572727272727272)","(6.0, 9.2, 8.381818181818181)","(11.0, 15.0, 14.875)","(3.9, 5.7, 5.4)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.0, 14.555555555555555)","(20.0, 28.0, 25.0)","(101.0, 340.0, 280.0)","(101.0, 440.0, 356.6666666666667)"
06-01-2023 15:50:06.758812,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.6, 4.572727272727272)","(6.0, 9.2, 8.381818181818181)","(11.0, 15.0, 14.875)","(3.9, 5.7, 5.359090909090909)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.40625)","(20.0, 28.0, 25.0)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:08.068384,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.6, 4.572727272727272)","(6.0, 9.2, 8.381818181818181)","(11.0, 15.0, 14.875)","(3.9, 5.7, 5.4)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.18421052631579)","(20.0, 28.0, 24.5)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:09.634624,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.6, 4.572727272727272)","(6.0, 9.2, 8.25)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.41304347826087)","(20.0, 28.0, 24.5)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:11.017684,"(12.0, 16.0, 14.95)","(4.2, 4.6, 4.569565217391305)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.41304347826087)","(20.0, 28.0, 24.5)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:12.454895,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.6765625)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.41304347826087)","(20.0, 28.0, 24.5)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:14.248312,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.6765625)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.41304347826087)","(20.0, 28.0, 24.5)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:15.543654,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.6765625)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.41304347826087)","(20.0, 28.0, 24.5)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:16.811284,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.6765625)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.41304347826087)","(20.0, 28.0, 24.18181818181818)","(101.0, 340.0, 256.6666666666667)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:18.175425,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.5285714285714285)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.166666666666666)","(20.0, 28.0, 24.11111111111111)","(101.0, 330.0, 256.6666666666667)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:19.569097,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.166666666666666)","(20.0, 28.0, 24.11111111111111)","(101.0, 330.0, 270.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:20.997901,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.333333333333334)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.364705882352941)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.166666666666666)","(20.0, 28.0, 24.11111111111111)","(101.0, 320.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:22.403493,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.2)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.16)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.25)","(20.0, 28.0, 24.11111111111111)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:23.816796,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 14.75)","(3.9, 5.2, 5.305882352941176)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.25)","(20.0, 28.0, 24.11111111111111)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:25.325592,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.242857142857143)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.6)","(20.0, 28.0, 24.11111111111111)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:26.663439,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.266666666666667)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.6)","(20.0, 28.0, 24.11111111111111)","(101.0, 340.0, 260.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:28.074700,"(12.0, 16.0, 14.95)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.238888888888889)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.6)","(20.0, 28.0, 24.11111111111111)","(101.0, 340.0, 280.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:29.531260,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.238888888888889)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.6)","(20.0, 28.0, 25.0)","(101.0, 340.0, 266.6666666666667)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:30.915311,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.238888888888889)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 15.857142857142858)","(20.0, 27.0, 25.333333333333332)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:32.277349,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 14.75)","(3.9, 5.6, 5.238888888888889)","(3.5, 4.2, 4.1038461538461535)","(15.0, 16.5, 16.0)","(20.0, 26.0, 23.6)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:33.595324,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.0, 15.5)","(3.9, 5.6, 5.135714285714285)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 16.272727272727273)","(20.0, 26.0, 23.6)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:34.918148,"(12.0, 16.0, 14.764705882352942)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 16.5, 14.833333333333334)","(3.9, 5.6, 5.494594594594594)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.5, 15.75)","(20.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:36.404091,"(12.0, 15.5, 14.65)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 14.833333333333334)","(3.9, 5.6, 5.292307692307692)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.0, 15.5)","(20.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:37.797062,"(12.0, 15.5, 14.60344827586207)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 14.625)","(3.9, 5.6, 5.32)","(3.5, 4.2, 4.1038461538461535)","(15.0, 17.0, 15.5)","(20.0, 26.0, 22.88888888888889)","(101.0, 340.0, 275.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:39.187646,"(12.0, 15.5, 14.60344827586207)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.383333333333333)","(3.9, 5.6, 5.292307692307692)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 15.5)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:40.760823,"(12.0, 15.5, 14.60344827586207)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.383333333333333)","(4.0, 5.6, 5.292307692307692)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 16.25)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:42.237995,"(12.0, 15.5, 14.60344827586207)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.3)","(4.0, 5.6, 5.292307692307692)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 16.25)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:43.698571,"(12.0, 15.5, 14.636363636363637)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.292307692307692)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 16.0)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 275.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:45.069956,"(12.0, 15.0, 14.636363636363637)","(4.2, 4.7, 4.614285714285714)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.292307692307692)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 15.071428571428571)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 275.0)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:46.536779,"(12.0, 15.0, 14.636363636363637)","(4.2, 4.7, 4.565317919075144)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.377777777777777)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 15.75)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:47.830121,"(12.0, 15.0, 14.636363636363637)","(4.2, 4.6, 4.565317919075144)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.556923076923077)","(3.5, 4.2, 4.169879518072289)","(14.0, 16.5, 15.75)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:49.311577,"(12.0, 15.0, 14.5)","(4.2, 4.6, 4.565317919075144)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.5625)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 14.833333333333334)","(19.0, 26.0, 22.88888888888889)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:50.832154,"(12.0, 14.5, 14.39622641509434)","(4.2, 4.6, 4.565317919075144)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.5625)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 15.25)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:52.155568,"(12.0, 14.5, 14.39622641509434)","(4.2, 4.6, 4.582481751824817)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.5625)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 15.166666666666666)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:53.571030,"(12.0, 14.5, 14.438775510204081)","(4.2, 4.6, 4.582481751824817)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.5625)","(3.5, 4.2, 4.169879518072289)","(14.0, 16.5, 15.166666666666666)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:54.959939,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.582481751824817)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.554347826086956)","(3.5, 4.2, 4.169879518072289)","(14.0, 16.5, 15.166666666666666)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:56.408642,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.582481751824817)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.492307692307692)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 15.166666666666666)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:57.723449,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.582481751824817)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.492307692307692)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 15.166666666666666)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:50:59.064501,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.594354838709677)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.425)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 16.03846153846154)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:51:00.336694,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.594354838709677)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.425)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 16.03846153846154)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:51:01.776620,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.594354838709677)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.425)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 16.03846153846154)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:51:03.307030,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.594354838709677)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.35)","(3.5, 4.2, 4.1038461538461535)","(14.0, 16.5, 16.833333333333332)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:51:04.690777,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.594354838709677)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.35)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 16.833333333333332)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:51:06.103674,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.594354838709677)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.35)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 16.833333333333332)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
06-01-2023 15:51:07.524638,"(12.0, 14.5, 14.457446808510639)","(4.2, 4.6, 4.594354838709677)","(6.0, 8.4, 8.266666666666667)","(11.0, 15.5, 15.342105263157894)","(4.0, 5.6, 5.333333333333333)","(3.5, 4.2, 4.1038461538461535)","(14.0, 17.0, 16.63157894736842)","(19.0, 26.0, 23.666666666666668)","(101.0, 340.0, 253.33333333333334)","(101.0, 430.0, 356.6666666666667)"
