,Meteorite,Thunder Park,True Nobility,Wanaroo,Sir Domigo,Tillotson,Bull Dust,Gold Logie,Carry On Camping,Anges
06-01-2023 15:42:02.837876,"(10.0, 17.0, 14.666666666666666)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 401.1111111111111)"
06-01-2023 15:42:04.239261,"(10.0, 17.0, 14.2)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 440.0, 393.8888888888889)"
06-01-2023 15:42:05.666724,"(10.0, 17.0, 14.2)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:07.005875,"(10.0, 17.0, 14.2)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:08.265838,"(10.0, 17.0, 14.2)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.4, 6.108108108108108)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:09.550526,"(10.0, 17.0, 14.2)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.2, 6.133333333333334)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:10.881215,"(10.0, 17.0, 14.2)","(5.0, 6.4, 6.108108108108108)","(5.5, 6.2, 6.133333333333334)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.9, 4.61578947368421)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:12.234592,"(10.0, 17.0, 14.2)","(5.0, 6.4, 5.847368421052632)","(5.5, 6.2, 6.133333333333334)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.7)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 412.66666666666663)"
06-01-2023 15:42:13.524527,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.2, 6.133333333333334)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.7)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:14.782680,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.2, 6.133333333333334)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.7)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:16.181593,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.2, 5.7057142857142855)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.7)","(3.4, 5.2, 4.685714285714286)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:18.097665,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.942105263157895)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.7)","(3.4, 5.2, 4.986666666666667)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.6875)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:19.728214,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.2, 5.942105263157895)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.7)","(3.4, 5.2, 5.031578947368422)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.6875)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:21.305098,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.2, 5.942105263157895)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.633333333333333)","(3.4, 5.2, 5.031578947368422)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.6875)","(101.0, 230.0, 225.0)","(101.0, 430.0, 393.8888888888889)"
06-01-2023 15:42:22.789361,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.2, 6.123636363636364)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.8, 4.55)","(3.4, 5.2, 5.15)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.6875)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:24.270424,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.2, 6.112)","(10.0, 15.0, 14.166666666666666)","(3.7, 4.8, 4.7)","(3.4, 5.2, 5.15)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:25.682587,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 6.112)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.7)","(3.4, 5.2, 5.15)","(15.0, 22.0, 18.571428571428573)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:26.997408,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.95)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 22.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:28.267853,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.95)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 21.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:29.694021,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.95)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 21.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:31.052172,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.95)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 21.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:32.397069,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.95)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 21.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:33.920265,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.902631578947369)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 21.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:35.295279,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.902631578947369)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 21.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:36.539734,"(10.0, 17.0, 14.2)","(5.0, 5.9, 5.847368421052632)","(5.5, 6.4, 5.902631578947369)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.590909090909091)","(3.4, 5.2, 4.857142857142857)","(15.0, 21.0, 18.666666666666668)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:37.939911,"(10.0, 17.0, 16.67391304347826)","(5.0, 5.9, 5.728767123287671)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 5.2, 4.614062499999999)","(15.0, 21.0, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:39.286439,"(10.0, 17.0, 16.67391304347826)","(5.0, 5.8, 5.791836734693877)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:40.566825,"(10.0, 17.0, 16.67391304347826)","(5.0, 5.8, 5.791836734693877)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:41.866749,"(10.0, 17.0, 16.67391304347826)","(5.0, 5.8, 5.791836734693877)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:43.246545,"(10.0, 17.0, 16.67391304347826)","(5.0, 5.8, 5.8)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:44.631276,"(10.0, 17.0, 16.67391304347826)","(5.0, 6.0, 5.8)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:45.938620,"(10.0, 17.0, 16.67391304347826)","(5.0, 6.0, 5.8)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:47.226271,"(10.0, 17.0, 16.67391304347826)","(5.0, 6.0, 5.851968503937008)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:48.709540,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.23076923076923)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:50.153147,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.23076923076923)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:51.656152,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.23076923076923)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:53.191494,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.614062499999999)","(15.0, 19.5, 18.23076923076923)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 386.6666666666667)"
06-01-2023 15:42:54.811822,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.166666666666666)","(3.7, 5.0, 4.932098765432099)","(3.4, 4.9, 4.3617647058823525)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 397.5)"
06-01-2023 15:42:56.042903,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.9, 4.533333333333333)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 420.0, 413.04347826086956)"
06-01-2023 15:42:57.320446,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.224675324675325)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.4944444444444445)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 27.384615384615383)","(101.0, 230.0, 225.0)","(101.0, 500.0, 413.04347826086956)"
06-01-2023 15:42:58.964851,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.8987951807228916)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.4)","(15.0, 19.5, 18.333333333333332)","(18.0, 29.0, 32.0)","(101.0, 230.0, 225.0)","(101.0, 500.0, 413.04347826086956)"
06-01-2023 15:43:00.170991,"(10.0, 17.0, 16.0)","(5.0, 5.9, 5.8987951807228916)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.461538461538462)","(15.0, 19.5, 18.333333333333332)","(18.0, 34.0, 32.0)","(101.0, 230.0, 225.0)","(101.0, 500.0, 413.04347826086956)"
06-01-2023 15:43:01.623650,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.461538461538462)","(15.0, 19.5, 18.333333333333332)","(18.0, 34.0, 30.333333333333336)","(101.0, 230.0, 225.0)","(101.0, 500.0, 464.66666666666663)"
06-01-2023 15:43:02.896983,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.461538461538462)","(15.0, 19.5, 18.333333333333332)","(18.0, 32.0, 30.333333333333336)","(101.0, 230.0, 225.0)","(101.0, 490.0, 464.66666666666663)"
06-01-2023 15:43:04.463864,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.461538461538462)","(15.0, 19.5, 18.333333333333332)","(18.0, 32.0, 30.333333333333336)","(101.0, 230.0, 225.0)","(101.0, 490.0, 464.66666666666663)"
06-01-2023 15:43:05.731761,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.461538461538462)","(15.0, 19.5, 18.333333333333332)","(18.0, 32.0, 30.333333333333336)","(101.0, 230.0, 225.0)","(101.0, 490.0, 464.66666666666663)"
06-01-2023 15:43:07.089929,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.8, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 32.0, 30.333333333333336)","(101.0, 230.0, 225.0)","(101.0, 490.0, 464.66666666666663)"
06-01-2023 15:43:08.366762,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 32.0, 30.333333333333336)","(101.0, 230.0, 225.0)","(101.0, 490.0, 464.66666666666663)"
06-01-2023 15:43:09.659594,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 32.0, 30.333333333333336)","(101.0, 230.0, 225.0)","(101.0, 490.0, 464.66666666666663)"
06-01-2023 15:43:10.935545,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 32.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 490.0, 456.0)"
06-01-2023 15:43:12.137228,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:13.341476,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:14.508399,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:15.691199,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:16.939882,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.911764705882353)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:18.162302,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 5.0, 4.825581395348838)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:19.288794,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:20.618158,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:21.778766,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:22.979317,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.456521739130435)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:24.202327,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.3)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:25.546140,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.38)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:26.853662,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.38)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:28.144109,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.825581395348838)","(3.4, 4.7, 4.38)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:29.476645,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.803030303030304)","(3.4, 4.7, 4.38)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:30.689533,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.689473684210527)","(3.4, 4.7, 4.38)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
06-01-2023 15:43:31.901681,"(10.0, 17.0, 16.0)","(5.0, 6.0, 5.946428571428571)","(5.5, 6.4, 6.242465753424658)","(10.0, 15.0, 14.333333333333334)","(3.7, 4.9, 4.689473684210527)","(3.4, 4.7, 4.357142857142857)","(15.0, 19.5, 18.333333333333332)","(18.0, 30.0, 28.666666666666664)","(101.0, 230.0, 225.0)","(101.0, 480.0, 456.0)"
