,Reliant,Lingering Promise,Palacein,Super Empire,Tiffany Twist,Tacha Gold,Taiga,Peek Factor
15-12-2022 14:47:53.958386,"(3.0, 3.45, 3.442857142857143)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.72)","(20.0, 44.0, 32.75)","(13.0, 30.0, 23.0)","(7.0, 9.0, 8.5)"
15-12-2022 14:47:55.033041,"(3.0, 3.45, 3.442857142857143)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.72)","(20.0, 44.0, 32.75)","(13.0, 30.0, 23.625)","(7.0, 9.0, 8.5)"
15-12-2022 14:47:56.064911,"(3.0, 3.45, 3.442857142857143)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.862500000000001)","(20.0, 44.0, 36.0)","(13.0, 25.0, 23.625)","(7.0, 9.0, 8.5)"
15-12-2022 14:47:57.093314,"(3.0, 3.45, 3.442857142857143)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.862500000000001)","(20.0, 50.0, 36.0)","(13.0, 25.0, 24.38888888888889)","(7.0, 9.0, 8.83157894736842)"
15-12-2022 14:47:58.096069,"(3.0, 3.45, 3.4375)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.862500000000001)","(20.0, 50.0, 43.333333333333336)","(13.0, 25.0, 24.285714285714285)","(7.0, 9.0, 8.577777777777778)"
15-12-2022 14:47:59.105521,"(3.0, 3.45, 3.427777777777778)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.862500000000001)","(20.0, 50.0, 44.0)","(13.0, 25.0, 24.285714285714285)","(7.0, 8.8, 8.100000000000001)"
15-12-2022 14:48:00.095086,"(3.0, 3.45, 3.427777777777778)","(13.0, 23.0, 19.571428571428573)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.862500000000001)","(20.0, 50.0, 46.18181818181819)","(13.0, 25.0, 24.285714285714285)","(7.0, 8.8, 8.285714285714286)"
15-12-2022 14:48:01.093896,"(3.0, 3.45, 3.427777777777778)","(13.0, 23.0, 19.571428571428573)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.0)","(4.4, 4.9, 4.880952380952381)","(20.0, 50.0, 41.0)","(13.0, 25.0, 24.285714285714285)","(7.0, 8.8, 8.514285714285714)"
15-12-2022 14:48:02.087094,"(3.0, 3.45, 3.427777777777778)","(13.0, 23.0, 19.571428571428573)","(3.7, 4.7, 4.433333333333334)","(16.0, 32.0, 30.833333333333336)","(4.4, 4.9, 4.876470588235295)","(20.0, 50.0, 41.0)","(13.0, 25.0, 24.083333333333332)","(7.0, 9.2, 8.5)"
15-12-2022 14:48:03.167250,"(3.0, 3.45, 3.427777777777778)","(13.0, 23.0, 20.3)","(3.7, 4.7, 4.412)","(16.0, 32.0, 30.833333333333336)","(4.4, 4.9, 4.876470588235295)","(20.0, 50.0, 41.0)","(13.0, 25.0, 24.285714285714285)","(7.0, 9.0, 8.714285714285714)"
15-12-2022 14:48:04.222402,"(3.0, 3.45, 3.427777777777778)","(13.0, 23.0, 21.285714285714285)","(3.7, 4.7, 4.412)","(16.0, 32.0, 30.833333333333336)","(4.4, 4.9, 4.880952380952381)","(20.0, 50.0, 46.0)","(13.0, 25.0, 24.285714285714285)","(7.0, 9.0, 8.333333333333334)"
15-12-2022 14:48:05.293892,"(3.0, 3.5, 3.498529411764706)","(13.0, 23.0, 21.285714285714285)","(3.7, 4.7, 4.412)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 50.0, 42.0)","(13.0, 25.0, 24.285714285714285)","(6.5, 9.0, 8.333333333333334)"
15-12-2022 14:48:06.386233,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 21.285714285714285)","(3.7, 4.7, 4.316)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 50.0, 38.0)","(13.0, 25.0, 21.09090909090909)","(6.5, 9.0, 7.65)"
15-12-2022 14:48:07.477298,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.316)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.4, 7.65)"
15-12-2022 14:48:08.568097,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.447368421052632)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.4, 7.65)"
15-12-2022 14:48:09.654011,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.6)","(3.7, 4.7, 4.447368421052632)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.4, 8.127272727272727)"
15-12-2022 14:48:10.701455,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.6)","(3.7, 4.7, 4.447368421052632)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.4, 8.127272727272727)"
15-12-2022 14:48:11.802840,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.6)","(3.7, 4.7, 4.475)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.4, 7.680000000000001)"
15-12-2022 14:48:12.901484,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.6)","(3.7, 4.7, 4.475)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.4, 7.699999999999999)"
15-12-2022 14:48:13.992660,"(3.0, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.6)","(3.7, 4.7, 4.5)","(18.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.2, 7.699999999999999)"
15-12-2022 14:48:15.093899,"(3.1, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.6)","(3.7, 4.7, 4.5)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.2, 7.699999999999999)"
15-12-2022 14:48:16.164650,"(3.1, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.6)","(3.7, 4.7, 4.575555555555556)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.6)","(6.5, 8.2, 7.699999999999999)"
15-12-2022 14:48:17.170803,"(3.1, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.575555555555556)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 22.192307692307693)","(6.5, 8.2, 7.581818181818182)"
15-12-2022 14:48:18.199956,"(3.1, 3.55, 3.4566666666666666)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.575555555555556)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 38.0)","(13.0, 23.0, 21.363636363636363)","(6.5, 8.4, 7.581818181818182)"
15-12-2022 14:48:19.198032,"(3.1, 3.55, 3.38265306122449)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.575555555555556)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 44.666666666666664)","(13.0, 23.0, 23.0)","(6.5, 8.4, 7.581818181818182)"
15-12-2022 14:48:20.157724,"(3.1, 3.5, 3.459090909090909)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.519354838709678)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 50.0, 44.666666666666664)","(13.0, 25.0, 24.0)","(6.5, 8.4, 7.581818181818182)"
15-12-2022 14:48:21.150679,"(3.1, 3.5, 3.459090909090909)","(13.0, 23.0, 19.571428571428573)","(3.7, 4.7, 4.519354838709678)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 50.0, 40.22222222222222)","(13.0, 25.0, 24.0)","(6.5, 8.4, 7.8)"
15-12-2022 14:48:22.165429,"(3.1, 3.5, 3.459090909090909)","(13.0, 23.0, 19.571428571428573)","(3.7, 4.7, 4.519354838709678)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 48.0, 40.22222222222222)","(13.0, 25.0, 24.0)","(6.5, 8.2, 7.8)"
15-12-2022 14:48:23.200376,"(3.1, 3.5, 3.41)","(13.0, 23.0, 19.571428571428573)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 48.0, 40.22222222222222)","(13.0, 25.0, 24.0)","(6.5, 8.2, 7.8)"
15-12-2022 14:48:24.297491,"(3.1, 3.5, 3.41)","(13.0, 23.0, 19.571428571428573)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 48.0, 40.22222222222222)","(13.0, 25.0, 23.0)","(6.5, 8.2, 7.8)"
15-12-2022 14:48:25.424717,"(3.1, 3.5, 3.425)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 48.0, 44.666666666666664)","(13.0, 25.0, 24.0)","(6.5, 8.2, 7.733333333333333)"
15-12-2022 14:48:26.531597,"(3.1, 3.5, 3.425)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.833333333333336)","(4.2, 4.9, 4.880952380952381)","(21.0, 50.0, 39.333333333333336)","(13.0, 25.0, 24.0)","(6.5, 8.4, 7.733333333333333)"
15-12-2022 14:48:27.636976,"(3.1, 3.5, 3.425)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.0)","(4.2, 4.9, 4.880952380952381)","(21.0, 46.0, 41.714285714285715)","(13.0, 25.0, 24.0)","(6.5, 8.4, 7.733333333333333)"
15-12-2022 14:48:28.686624,"(3.1, 3.5, 3.425)","(13.0, 23.0, 20.0)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.0)","(4.2, 4.9, 4.880952380952381)","(21.0, 46.0, 41.714285714285715)","(13.0, 25.0, 24.0)","(6.5, 8.4, 7.733333333333333)"
15-12-2022 14:48:29.688782,"(3.1, 3.5, 3.425)","(13.0, 24.0, 21.5)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.0)","(4.2, 4.9, 4.880952380952381)","(21.0, 46.0, 41.714285714285715)","(13.0, 25.0, 23.0)","(6.5, 8.4, 7.8)"
15-12-2022 14:48:30.737836,"(3.1, 3.5, 3.425)","(13.0, 23.0, 22.11111111111111)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.0)","(4.2, 4.9, 4.880952380952381)","(21.0, 46.0, 41.714285714285715)","(13.0, 25.0, 23.0)","(6.5, 8.2, 7.8)"
15-12-2022 14:48:31.713231,"(3.1, 3.5, 3.425)","(13.0, 23.0, 20.333333333333332)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.0)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 40.42857142857143)","(13.0, 25.0, 23.0)","(6.5, 8.2, 7.8)"
15-12-2022 14:48:32.706853,"(3.1, 3.5, 3.425)","(13.0, 23.0, 20.333333333333332)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 30.0)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 41.5)","(13.0, 25.0, 21.6)","(6.5, 8.2, 7.4941176470588236)"
15-12-2022 14:48:33.674107,"(3.1, 3.5, 3.425)","(13.0, 23.0, 20.333333333333332)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.25)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 41.5)","(13.0, 24.0, 21.555555555555557)","(6.5, 8.2, 7.488888888888889)"
15-12-2022 14:48:34.673062,"(3.1, 3.5, 3.425)","(13.0, 24.0, 21.5)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.25)","(4.2, 4.9, 4.880952380952381)","(21.0, 44.0, 41.0)","(13.0, 24.0, 21.555555555555557)","(6.5, 8.2, 7.488888888888889)"
15-12-2022 14:48:35.715721,"(3.1, 3.5, 3.425)","(13.0, 24.0, 23.357142857142858)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.25)","(4.0, 4.9, 4.880952380952381)","(21.0, 44.0, 46.44444444444444)","(13.0, 24.0, 21.75)","(6.5, 8.2, 7.488888888888889)"
15-12-2022 14:48:36.846803,"(3.1, 3.5, 3.425)","(13.0, 24.0, 23.375)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.25)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 42.0)","(13.0, 24.0, 21.11111111111111)","(6.5, 8.2, 8.0)"
15-12-2022 14:48:37.905984,"(3.1, 3.5, 3.425)","(13.0, 24.0, 23.375)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.57142857142857)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 46.44444444444444)","(13.0, 24.0, 22.470588235294116)","(6.5, 9.0, 8.618181818181817)"
15-12-2022 14:48:38.982497,"(3.1, 3.5, 3.425)","(13.0, 24.0, 23.357142857142858)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.57142857142857)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 42.16666666666667)","(13.0, 24.0, 21.818181818181817)","(6.5, 9.0, 8.434782608695652)"
15-12-2022 14:48:40.052547,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 22.11111111111111)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.57142857142857)","(4.0, 4.9, 4.880952380952381)","(21.0, 48.0, 42.16666666666667)","(13.0, 24.0, 21.818181818181817)","(6.5, 8.8, 8.3)"
15-12-2022 14:48:41.055504,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 22.11111111111111)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.57142857142857)","(4.0, 4.9, 4.880952380952381)","(21.0, 48.0, 42.16666666666667)","(13.0, 24.0, 20.75)","(6.5, 8.8, 8.3)"
15-12-2022 14:48:42.048333,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.0)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.57142857142857)","(4.0, 4.9, 4.880952380952381)","(21.0, 48.0, 42.16666666666667)","(13.0, 23.0, 20.75)","(6.5, 8.8, 8.36)"
15-12-2022 14:48:43.045827,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.76923076923077)","(4.0, 4.9, 4.880952380952381)","(21.0, 48.0, 42.16666666666667)","(13.0, 23.0, 20.75)","(6.5, 8.6, 8.36)"
15-12-2022 14:48:43.994474,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.76923076923077)","(4.0, 4.9, 4.880952380952381)","(21.0, 48.0, 41.0)","(13.0, 23.0, 20.75)","(6.5, 8.6, 8.563636363636364)"
15-12-2022 14:48:44.985823,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.76923076923077)","(4.0, 4.9, 4.880952380952381)","(21.0, 46.0, 41.0)","(13.0, 23.0, 20.75)","(6.5, 9.0, 8.563636363636364)"
15-12-2022 14:48:46.020346,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.76923076923077)","(4.0, 4.9, 4.880952380952381)","(21.0, 46.0, 41.0)","(13.0, 23.0, 21.9)","(6.5, 9.0, 8.563636363636364)"
15-12-2022 14:48:47.083986,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.57142857142857)","(4.0, 4.9, 4.880952380952381)","(21.0, 46.0, 37.42857142857143)","(13.0, 23.0, 20.25)","(6.5, 9.0, 8.2)"
15-12-2022 14:48:48.141250,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.880952380952381)","(21.0, 46.0, 48.315789473684205)","(13.0, 23.0, 22.0)","(6.5, 8.8, 8.2)"
15-12-2022 14:48:49.212690,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 38.285714285714285)","(13.0, 23.0, 22.0)","(6.5, 8.8, 8.2)"
15-12-2022 14:48:50.292401,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.880952380952381)","(21.0, 44.0, 38.285714285714285)","(13.0, 23.0, 22.0)","(6.5, 8.8, 8.2)"
15-12-2022 14:48:51.314415,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(17.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.880952380952381)","(21.0, 44.0, 38.285714285714285)","(13.0, 23.0, 22.0)","(6.5, 8.8, 8.2)"
15-12-2022 14:48:52.389511,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.880952380952381)","(21.0, 44.0, 38.285714285714285)","(13.0, 23.0, 22.0)","(6.5, 8.8, 7.6000000000000005)"
15-12-2022 14:48:53.453410,"(3.1, 3.5, 3.433333333333333)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.880952380952381)","(21.0, 44.0, 38.285714285714285)","(13.0, 23.0, 21.88888888888889)","(6.5, 8.8, 8.434782608695652)"
15-12-2022 14:48:54.467901,"(3.1, 3.5, 3.425)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.880952380952381)","(21.0, 44.0, 38.285714285714285)","(13.0, 23.0, 21.88888888888889)","(6.5, 8.8, 8.24)"
15-12-2022 14:48:55.466306,"(3.1, 3.45, 3.416666666666667)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.880952380952381)","(21.0, 44.0, 44.0)","(13.0, 23.0, 20.75)","(6.5, 8.8, 8.05)"
15-12-2022 14:48:56.460292,"(3.1, 3.45, 3.416666666666667)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 44.0)","(13.0, 23.0, 20.75)","(6.5, 8.8, 8.05)"
15-12-2022 14:48:57.423678,"(3.1, 3.45, 3.416666666666667)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 44.0)","(13.0, 23.0, 22.0)","(6.5, 8.8, 8.05)"
15-12-2022 14:48:58.431624,"(3.1, 3.45, 3.416666666666667)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 44.0)","(13.0, 23.0, 22.0)","(6.5, 8.8, 8.05)"
15-12-2022 14:48:59.449328,"(3.1, 3.45, 3.4000000000000004)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.7, 4.631147540983607)","(18.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.880952380952381)","(21.0, 50.0, 44.0)","(13.0, 23.0, 21.714285714285715)","(6.5, 8.8, 7.866666666666667)"
15-12-2022 14:49:00.505006,"(3.1, 3.45, 3.4000000000000004)","(13.0, 23.0, 21.666666666666668)","(3.7, 4.8, 4.783673469387755)","(18.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.877777777777778)","(21.0, 50.0, 40.857142857142854)","(13.0, 23.0, 22.0)","(6.5, 8.8, 7.90909090909091)"
15-12-2022 14:49:01.543102,"(3.1, 3.35, 3.34)","(13.0, 23.0, 21.0)","(3.7, 4.8, 4.7846153846153845)","(18.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.873333333333334)","(21.0, 48.0, 40.857142857142854)","(13.0, 23.0, 22.0)","(6.5, 8.8, 8.116129032258064)"
15-12-2022 14:49:02.580374,"(3.1, 3.45, 3.375)","(13.0, 23.0, 21.875)","(3.7, 4.8, 4.7846153846153845)","(18.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.871428571428572)","(21.0, 48.0, 40.857142857142854)","(13.0, 23.0, 22.0)","(6.5, 8.6, 8.142857142857142)"
15-12-2022 14:49:03.669086,"(3.1, 3.45, 3.321428571428571)","(13.0, 23.0, 22.5)","(3.7, 4.8, 4.7846153846153845)","(18.0, 32.0, 31.823529411764707)","(4.0, 4.9, 4.696969696969697)","(21.0, 48.0, 40.857142857142854)","(13.0, 23.0, 21.714285714285715)","(6.5, 8.4, 8.142857142857142)"
15-12-2022 14:49:04.753830,"(3.1, 3.45, 3.321428571428571)","(13.0, 24.0, 23.375)","(3.7, 4.8, 4.7846153846153845)","(18.0, 32.0, 31.823529411764707)","(4.0, 5.0, 4.696969696969697)","(21.0, 48.0, 40.857142857142854)","(13.0, 23.0, 21.714285714285715)","(6.5, 8.4, 8.142857142857142)"
15-12-2022 14:49:05.815775,"(3.1, 3.45, 3.35)","(13.0, 24.0, 21.5)","(3.7, 4.8, 4.7846153846153845)","(18.0, 32.0, 31.823529411764707)","(4.0, 5.0, 4.696969696969697)","(21.0, 48.0, 44.0)","(13.0, 23.0, 21.714285714285715)","(6.5, 8.4, 7.705263157894737)"
15-12-2022 14:49:06.897308,"(3.1, 3.45, 3.375)","(14.0, 24.0, 21.5)","(3.8, 5.0, 4.954545454545455)","(18.0, 32.0, 31.823529411764707)","(4.0, 5.0, 4.696969696969697)","(20.0, 50.0, 40.0)","(14.0, 23.0, 18.666666666666668)","(6.5, 8.6, 7.659999999999999)"
15-12-2022 14:49:08.001676,"(3.1, 3.45, 3.375)","(14.0, 24.0, 21.5)","(3.8, 5.0, 4.954545454545455)","(18.0, 32.0, 30.333333333333332)","(4.0, 5.0, 4.75)","(20.0, 44.0, 38.666666666666664)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.2, 7.709090909090909)"
15-12-2022 14:49:09.056043,"(3.1, 3.45, 3.375)","(14.0, 23.0, 22.125)","(3.8, 5.0, 4.866666666666666)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.75)","(20.0, 44.0, 38.666666666666664)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.2, 7.709090909090909)"
15-12-2022 14:49:10.150487,"(3.1, 3.45, 3.375)","(14.0, 23.0, 20.333333333333332)","(3.8, 5.0, 4.942857142857143)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.75)","(21.0, 44.0, 38.666666666666664)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.2, 7.709090909090909)"
15-12-2022 14:49:11.231794,"(3.1, 3.45, 3.375)","(14.0, 23.0, 20.333333333333332)","(3.8, 5.0, 4.942857142857143)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.75)","(21.0, 44.0, 36.0)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.2, 7.647058823529411)"
15-12-2022 14:49:12.270506,"(3.1, 3.45, 3.375)","(14.0, 23.0, 20.333333333333332)","(3.8, 5.0, 4.942857142857143)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.75)","(21.0, 44.0, 32.125)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.0, 7.647058823529411)"
15-12-2022 14:49:13.275836,"(3.1, 3.45, 3.375)","(14.0, 24.0, 23.357142857142858)","(3.8, 5.0, 4.942857142857143)","(16.0, 32.0, 31.727272727272727)","(4.0, 5.0, 4.724137931034483)","(20.0, 42.0, 35.0)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.0, 7.638095238095238)"
15-12-2022 14:49:14.263684,"(3.1, 3.45, 3.375)","(14.0, 23.0, 22.11111111111111)","(3.8, 5.0, 4.98)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.75)","(20.0, 42.0, 30.0)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.0, 7.638095238095238)"
15-12-2022 14:49:15.254683,"(3.1, 3.45, 3.39)","(14.0, 23.0, 22.11111111111111)","(3.8, 5.0, 4.98)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.75)","(20.0, 42.0, 33.0)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.0, 7.638095238095238)"
15-12-2022 14:49:16.262657,"(3.1, 3.45, 3.39)","(14.0, 23.0, 22.11111111111111)","(3.8, 5.0, 4.98)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.72)","(20.0, 42.0, 30.0)","(14.0, 22.0, 20.09090909090909)","(6.5, 8.0, 7.638095238095238)"
15-12-2022 14:49:17.254941,"(3.1, 3.45, 3.39)","(14.0, 23.0, 22.11111111111111)","(3.8, 5.0, 4.98)","(18.0, 32.0, 31.727272727272727)","(4.0, 4.9, 4.72)","(21.0, 42.0, 37.8)","(14.0, 22.0, 20.384615384615383)","(6.5, 8.0, 7.672727272727273)"
15-12-2022 14:49:18.266453,"(3.1, 3.45, 3.39)","(14.0, 23.0, 22.11111111111111)","(3.8, 5.0, 4.98)","(18.0, 32.0, 31.7)","(4.0, 4.9, 4.675)","(21.0, 40.0, 37.8)","(14.0, 22.0, 20.384615384615383)","(6.5, 8.0, 7.714285714285714)"
15-12-2022 14:49:19.319893,"(3.1, 3.45, 3.39)","(14.0, 23.0, 22.11111111111111)","(3.8, 5.0, 4.98)","(18.0, 32.0, 31.7)","(4.0, 4.9, 4.675)","(21.0, 40.0, 39.0)","(14.0, 22.0, 24.1875)","(6.5, 8.0, 7.714285714285714)"
