,Couch King,Typhoon Tony,Wonder Woolly,Wiradjuri Queen,Rutland Bella
08-12-2022 15:56:26.016477,"(3.2, 3.75, 3.691095890410959)","(10.0, 12.0, 11.75)","(10.0, 13.5, 13.112676056338028)","(3.7, 4.3, 4.223076923076923)","(2.5, 3.0, 2.99)"
08-12-2022 15:56:26.937743,"(3.2, 3.75, 3.687333333333333)","(10.0, 12.0, 11.75)","(10.0, 13.5, 13.112676056338028)","(3.7, 4.3, 4.223076923076923)","(2.5, 3.0, 2.9905)"
08-12-2022 15:56:27.978719,"(3.2, 3.75, 3.688157894736842)","(10.0, 12.0, 11.75)","(10.0, 13.5, 13.114285714285714)","(3.7, 4.3, 4.312087912087913)","(2.5, 3.0, 2.892413793103448)"
08-12-2022 15:56:29.094816,"(3.2, 3.75, 3.725)","(10.0, 12.5, 11.964285714285714)","(10.0, 13.5, 13.14102564102564)","(3.7, 4.4, 4.471153846153847)","(2.5, 2.9, 2.8518918918918916)"
08-12-2022 15:56:29.967071,"(3.2, 3.7, 3.694827586206897)","(10.0, 12.5, 12.282608695652174)","(10.0, 13.5, 13.14102564102564)","(3.7, 4.5, 4.471153846153847)","(2.5, 2.86, 2.8562962962962963)"
08-12-2022 15:56:30.976708,"(3.2, 3.7, 3.696808510638298)","(10.0, 12.5, 12.30232558139535)","(10.0, 13.5, 13.136363636363637)","(3.7, 4.5, 4.476041666666667)","(2.5, 2.86, 2.862222222222222)"
08-12-2022 15:56:31.978202,"(3.2, 3.7, 3.686274509803922)","(10.0, 13.0, 12.509803921568627)","(10.0, 13.5, 13.13125)","(3.7, 4.5, 4.572340425531914)","(2.5, 2.88, 2.8341666666666665)"
08-12-2022 15:56:33.042902,"(3.2, 3.7, 3.69625)","(10.0, 13.0, 12.509803921568627)","(10.0, 13.5, 13.084507042253522)","(3.7, 4.6, 4.489156626506024)","(2.6, 2.84, 2.814285714285714)"
08-12-2022 15:56:34.023786,"(3.2, 3.75, 3.690506329113924)","(10.0, 13.0, 12.577777777777778)","(10.0, 13.5, 13.084507042253522)","(3.7, 4.5, 4.551724137931035)","(2.6, 2.84, 2.8136363636363635)"
08-12-2022 15:56:35.026664,"(3.2, 3.75, 3.6885542168674696)","(10.0, 13.0, 12.577777777777778)","(10.0, 13.5, 13.07857142857143)","(3.7, 4.6, 4.551724137931035)","(2.6, 2.82, 2.8114285714285714)"
08-12-2022 15:56:36.024131,"(3.2, 3.75, 3.6885542168674696)","(10.0, 13.0, 12.577777777777778)","(10.0, 13.5, 13.07857142857143)","(3.7, 4.6, 4.539130434782608)","(2.6, 2.82, 2.78378947368421)"
08-12-2022 15:56:36.970421,"(3.2, 3.75, 3.6890243902439024)","(10.0, 13.0, 12.577777777777778)","(10.0, 13.5, 13.07857142857143)","(3.7, 4.6, 4.539130434782608)","(2.6, 2.82, 2.786428571428571)"
08-12-2022 15:56:37.934518,"(3.2, 3.75, 3.7155172413793105)","(10.0, 13.0, 12.577777777777778)","(10.0, 13.5, 13.072463768115941)","(3.7, 4.6, 4.562162162162162)","(2.6, 2.8, 2.792)"
08-12-2022 15:56:38.848803,"(3.2, 3.75, 3.72)","(10.0, 13.0, 12.58695652173913)","(10.0, 13.5, 13.072463768115941)","(3.7, 4.6, 4.5575)","(2.6, 2.78, 2.7757142857142854)"
08-12-2022 15:56:39.773516,"(3.2, 3.75, 3.7328947368421055)","(10.0, 13.0, 12.58695652173913)","(10.0, 13.5, 13.072463768115941)","(3.7, 4.6, 4.5575)","(2.6, 2.78, 2.7693617021276595)"
08-12-2022 15:56:40.702473,"(3.2, 3.75, 3.7347222222222225)","(10.0, 13.0, 12.604166666666666)","(10.0, 13.5, 13.072463768115941)","(3.7, 4.6, 4.623404255319149)","(2.6, 2.78, 2.7683018867924525)"
08-12-2022 15:56:41.643794,"(3.2, 3.8, 3.7525179856115107)","(10.0, 13.0, 12.577777777777778)","(10.0, 13.5, 13.072463768115941)","(3.7, 4.7, 4.6030303030303035)","(2.6, 2.78, 2.776153846153846)"
08-12-2022 15:56:42.666022,"(3.2, 3.8, 3.7148387096774194)","(10.0, 12.5, 12.477272727272727)","(10.0, 13.5, 13.046875)","(3.8, 4.7, 4.582857142857143)","(2.6, 2.78, 2.773333333333333)"
08-12-2022 15:56:43.612593,"(3.2, 3.75, 3.735606060606061)","(10.0, 13.0, 12.520833333333334)","(10.0, 13.5, 13.046875)","(3.8, 4.6, 4.589189189189189)","(2.6, 2.78, 2.765833333333333)"
08-12-2022 15:56:44.542487,"(3.2, 3.8, 3.7161904761904765)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.040983606557377)","(3.8, 4.6, 4.589189189189189)","(2.6, 2.78, 2.756923076923077)"
08-12-2022 15:56:45.483724,"(3.2, 3.8, 3.7512962962962964)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.040983606557377)","(3.8, 4.6, 4.589189189189189)","(2.6, 2.78, 2.756923076923077)"
08-12-2022 15:56:46.760417,"(3.2, 3.8, 3.7512962962962964)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.037313432835822)","(3.8, 4.6, 4.573170731707317)","(2.6, 2.78, 2.755714285714286)"
08-12-2022 15:56:47.781425,"(3.2, 3.8, 3.7514760147601476)","(10.0, 13.0, 12.488888888888889)","(10.0, 13.5, 13.037313432835822)","(3.8, 4.6, 4.573170731707317)","(2.6, 2.76, 2.743666666666667)"
08-12-2022 15:56:48.679375,"(3.2, 3.8, 3.751660516605166)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.037313432835822)","(3.8, 4.7, 4.645714285714286)","(2.6, 2.78, 2.733684210526316)"
08-12-2022 15:56:49.693416,"(3.2, 3.8, 3.75578231292517)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.030303030303031)","(3.8, 4.7, 4.642857142857143)","(2.6, 2.74, 2.7382857142857144)"
08-12-2022 15:56:50.828310,"(3.2, 3.8, 3.755631399317406)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.03076923076923)","(3.8, 4.7, 4.6450000000000005)","(2.6, 2.76, 2.7352000000000003)"
08-12-2022 15:56:51.766061,"(3.2, 3.8, 3.7516728624535314)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.03076923076923)","(3.8, 4.7, 4.630337078651685)","(2.6, 2.74, 2.7314285714285718)"
08-12-2022 15:56:52.792254,"(3.2, 3.8, 3.7557894736842106)","(10.0, 13.0, 12.477272727272727)","(10.0, 13.5, 13.05)","(3.8, 4.7, 4.627906976744186)","(2.6, 2.74, 2.782250639386189)"
08-12-2022 15:56:53.934951,"(3.2, 3.75, 3.729591836734694)","(10.0, 13.0, 12.448979591836734)","(10.0, 13.5, 12.972727272727273)","(3.8, 4.7, 4.6441441441441444)","(2.6, 2.8, 2.764324324324324)"
08-12-2022 15:56:55.053062,"(3.2, 3.8, 3.7556159420289856)","(10.0, 13.0, 12.88)","(10.0, 13.0, 13.084905660377359)","(3.8, 4.7, 4.634736842105263)","(2.6, 2.78, 2.768695652173913)"
08-12-2022 15:56:56.069362,"(3.2, 3.8, 3.755805243445693)","(10.0, 12.5, 12.453125)","(10.0, 13.5, 13.092783505154639)","(3.8, 4.7, 4.545714285714285)","(2.6, 2.78, 2.772676056338028)"
08-12-2022 15:56:56.950637,"(3.2, 3.8, 3.7560077519379846)","(10.0, 12.5, 12.45)","(10.0, 13.5, 13.120192307692308)","(3.8, 4.6, 4.545714285714285)","(2.6, 2.78, 2.765862068965517)"
08-12-2022 15:56:57.982456,"(3.1, 3.8, 3.7582089552238807)","(10.0, 12.5, 12.45)","(10.0, 13.5, 13.113636363636363)","(3.9, 4.6, 4.53125)","(2.5, 2.78, 2.7648275862068963)"
08-12-2022 15:56:58.982045,"(3.1, 3.8, 3.762837837837838)","(10.0, 12.5, 12.45)","(10.0, 13.5, 13.111607142857142)","(3.9, 4.6, 4.52)","(2.5, 2.78, 2.7153535353535356)"
08-12-2022 15:56:59.947376,"(3.1, 3.9, 3.88953488372093)","(10.0, 13.0, 12.517857142857142)","(10.0, 13.5, 13.100917431192661)","(3.9, 4.6, 4.5)","(2.5, 2.74, 2.755)"
08-12-2022 15:57:00.972387,"(3.1, 3.95, 3.903658536585366)","(10.0, 12.5, 12.45)","(10.0, 13.5, 13.028409090909092)","(3.9, 4.5, 4.41958762886598)","(2.5, 2.76, 2.7716666666666665)"
08-12-2022 15:57:02.041609,"(3.1, 3.95, 3.8880281690140848)","(10.0, 13.0, 12.46)","(10.0, 13.5, 13.016666666666667)","(3.9, 4.5, 4.416964285714286)","(2.5, 2.78, 2.7617894736842103)"
08-12-2022 15:57:03.041655,"(3.1, 3.95, 3.890540540540541)","(10.0, 13.0, 12.46)","(10.0, 13.5, 13.016666666666667)","(3.9, 4.5, 4.416964285714286)","(2.5, 2.8, 2.7754545454545454)"
08-12-2022 15:57:04.074107,"(3.1, 3.95, 3.8862318840579713)","(10.0, 13.0, 12.51388888888889)","(10.0, 13.5, 13.448275862068966)","(3.9, 4.5, 4.474666666666667)","(2.5, 2.78, 2.731666666666667)"
08-12-2022 15:57:05.018456,"(3.1, 4.0, 3.9396825396825395)","(10.0, 13.0, 12.578125)","(10.0, 13.0, 12.974137931034482)","(3.9, 4.5, 4.474666666666667)","(2.5, 2.74, 2.72)"
08-12-2022 15:57:06.000093,"(3.1, 4.0, 3.9245283018867925)","(10.0, 13.0, 12.571428571428571)","(10.0, 13.0, 12.8125)","(3.9, 4.5, 4.4714285714285715)","(2.5, 2.76, 2.7466666666666666)"
08-12-2022 15:57:07.030441,"(3.1, 4.0, 3.9245283018867925)","(10.0, 13.0, 12.560975609756097)","(10.0, 13.0, 12.725)","(3.9, 4.5, 4.42)","(2.5, 2.78, 2.7453333333333334)"
08-12-2022 15:57:08.048028,"(3.1, 4.0, 3.96)","(10.0, 13.0, 12.560975609756097)","(10.0, 13.0, 12.725)","(3.9, 4.5, 4.404081632653061)","(2.5, 2.78, 2.766315789473684)"
08-12-2022 15:57:09.059889,"(3.1, 4.0, 3.9642857142857144)","(10.0, 13.0, 12.571428571428571)","(10.0, 13.0, 12.693181818181818)","(3.9, 4.4, 4.3979591836734695)","(2.5, 2.78, 2.765945945945946)"
08-12-2022 15:57:10.102772,"(3.1, 4.0, 3.9642857142857144)","(10.0, 13.0, 12.573529411764707)","(10.0, 13.0, 12.693181818181818)","(3.9, 4.4, 4.3979591836734695)","(2.5, 2.78, 2.765945945945946)"
08-12-2022 15:57:11.132795,"(3.1, 4.0, 3.9642857142857144)","(10.0, 13.0, 12.573529411764707)","(10.0, 13.0, 12.693181818181818)","(3.9, 4.4, 4.368)","(2.5, 2.78, 2.762222222222222)"
08-12-2022 15:57:12.138795,"(3.1, 4.0, 3.9642857142857144)","(10.0, 13.0, 12.573529411764707)","(10.0, 13.0, 12.693181818181818)","(3.9, 4.4, 4.405882352941177)","(2.5, 2.78, 2.7575)"
08-12-2022 15:57:13.167310,"(3.1, 4.0, 3.966326530612245)","(10.0, 13.0, 12.573529411764707)","(10.0, 13.0, 12.693181818181818)","(3.9, 4.5, 4.405882352941177)","(2.5, 2.78, 2.7575)"
08-12-2022 15:57:14.220489,"(3.1, 4.0, 3.966326530612245)","(10.0, 13.0, 12.573529411764707)","(10.0, 13.0, 12.693181818181818)","(3.9, 4.5, 4.405882352941177)","(2.5, 2.78, 2.7580645161290325)"
08-12-2022 15:57:15.133338,"(3.1, 4.0, 3.966326530612245)","(10.0, 13.0, 12.580645161290322)","(10.0, 13.0, 12.693181818181818)","(3.9, 4.4, 4.373170731707317)","(2.5, 2.78, 2.7593939393939393)"
08-12-2022 15:57:16.082125,"(3.1, 4.0, 3.966326530612245)","(10.0, 13.0, 12.580645161290322)","(10.0, 13.0, 12.693181818181818)","(3.8, 4.4, 4.373170731707317)","(2.5, 2.78, 2.7593939393939393)"
08-12-2022 15:57:17.122997,"(3.1, 4.0, 3.966326530612245)","(10.0, 13.0, 12.580645161290322)","(10.0, 13.0, 12.693181818181818)","(3.8, 4.4, 4.374358974358975)","(2.5, 2.78, 2.7593939393939393)"
08-12-2022 15:57:18.175029,"(3.1, 4.0, 3.966326530612245)","(10.0, 13.0, 12.580645161290322)","(10.0, 13.0, 12.693181818181818)","(3.8, 4.4, 4.374358974358975)","(2.5, 2.78, 2.7593939393939393)"
08-12-2022 15:57:19.156214,"(3.1, 4.0, 3.9565789473684214)","(10.0, 13.0, 12.580645161290322)","(10.0, 13.0, 12.693181818181818)","(3.8, 4.4, 4.361111111111112)","(2.5, 2.78, 2.7656)"
08-12-2022 15:57:20.092081,"(3.1, 4.0, 3.9565789473684214)","(10.0, 13.0, 12.580645161290322)","(10.0, 13.0, 12.693181818181818)","(3.8, 4.4, 4.361111111111112)","(2.5, 2.78, 2.767826086956522)"
08-12-2022 15:57:21.144107,"(3.1, 4.0, 3.9857142857142858)","(10.0, 12.0, 11.9453125)","(10.0, 13.0, 12.507692307692308)","(3.8, 4.4, 4.341860465116279)","(2.5, 2.82, 2.813333333333333)"
08-12-2022 15:57:22.224694,"(3.1, 4.1, 4.04)","(10.0, 12.5, 12.01764705882353)","(10.0, 13.0, 12.527131782945736)","(3.8, 4.5, 4.324892703862661)","(2.5, 2.74, 2.7093333333333334)"
08-12-2022 15:57:23.305472,"(3.1, 4.1, 4.039325842696629)","(10.0, 12.5, 12.018292682926829)","(10.0, 13.0, 12.508064516129032)","(3.8, 4.5, 4.323788546255506)","(2.5, 2.74, 2.7020512820512823)"
08-12-2022 15:57:24.386557,"(3.2, 4.1, 4.042168674698795)","(10.0, 12.5, 12.109756097560975)","(10.0, 13.0, 12.508064516129032)","(3.8, 4.5, 4.376543209876543)","(2.5, 2.74, 2.704423076923077)"
08-12-2022 15:57:25.424695,"(3.2, 4.0, 3.921888412017167)","(10.0, 13.0, 12.703703703703704)","(10.0, 13.0, 12.401960784313726)","(3.8, 4.5, 4.378571428571428)","(2.5, 2.74, 2.7359694989106758)"
08-12-2022 15:57:26.407585,"(3.2, 4.0, 3.9200892857142855)","(10.0, 13.0, 12.73)","(10.0, 13.0, 12.401960784313726)","(3.8, 4.5, 9998.5)","(2.5, 2.74, 9998.5)"
08-12-2022 15:57:27.635758,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:28.688733,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:29.788052,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:30.764994,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:31.630683,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:32.658449,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:33.664022,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:34.616913,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:35.564472,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
08-12-2022 15:57:36.543304,"(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(2.5, 99998, 9998.5)"
