,Double Thunder,Goldstar Charm,Goldstar Justice,Homebush Shadow,Opawa Andrew,Lonely Guy,Replica Rosco
06-01-2023 11:35:19.293302,"(1.85, 2.8, 2.4587499999999998)","(7.0, 14.0, 10.914285714285715)","(14.0, 30.0, 26.625)","(9.0, 16.0, 10.248648648648649)","(4.4, 7.0, 5.5)","(17.0, 46.0, 32.0)","(8.5, 12.5, 10.313333333333333)"
06-01-2023 11:35:20.335572,"(1.85, 2.8, 2.4587499999999998)","(7.0, 14.0, 10.914285714285715)","(14.0, 30.0, 26.625)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 5.5)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:21.365999,"(1.85, 2.8, 2.4587499999999998)","(7.0, 13.5, 9.033333333333333)","(14.0, 30.0, 26.625)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 5.5)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:22.337932,"(1.85, 2.8, 2.4587499999999998)","(7.0, 13.5, 9.033333333333333)","(14.0, 30.0, 26.625)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 5.5)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:23.319296,"(1.85, 2.8, 2.4587499999999998)","(7.0, 13.5, 9.033333333333333)","(14.0, 30.0, 26.625)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:24.359135,"(1.85, 2.8, 2.4587499999999998)","(7.0, 13.5, 11.975)","(14.0, 30.0, 26.625)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:25.426641,"(1.85, 2.8, 2.4587499999999998)","(7.0, 13.5, 11.975)","(14.0, 30.0, 28.125)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:26.526837,"(1.9, 2.8, 2.4587499999999998)","(7.0, 13.5, 11.975)","(14.0, 32.0, 28.125)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:27.563597,"(1.9, 2.78, 2.59)","(7.0, 13.5, 10.45)","(14.0, 32.0, 30.27777777777778)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:28.532391,"(1.9, 2.78, 2.59)","(7.0, 13.5, 7.757142857142857)","(14.0, 32.0, 30.27777777777778)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:29.467917,"(1.9, 2.78, 2.330909090909091)","(7.0, 13.5, 7.757142857142857)","(14.0, 32.0, 30.27777777777778)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:30.420773,"(1.9, 2.78, 2.47125)","(7.0, 13.0, 8.35)","(14.0, 32.0, 30.27777777777778)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:31.383968,"(1.9, 2.78, 2.382727272727273)","(7.0, 13.0, 7.685714285714286)","(14.0, 32.0, 30.27777777777778)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:32.322842,"(1.9, 2.78, 2.382727272727273)","(7.0, 13.0, 7.685714285714286)","(14.0, 32.0, 30.27777777777778)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:33.255997,"(1.9, 2.76, 2.5749999999999997)","(7.0, 12.5, 8.225)","(14.0, 32.0, 31.184210526315788)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:34.233250,"(1.9, 2.76, 2.5749999999999997)","(7.0, 12.5, 8.225)","(14.0, 32.0, 31.46551724137931)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:35.194541,"(1.9, 2.74, 2.601538461538462)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 31.354166666666668)","(9.0, 15.5, 12.39375)","(4.4, 7.0, 6.25)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:36.212397,"(1.9, 2.74, 2.601538461538462)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 31.354166666666668)","(9.0, 15.5, 10.175)","(4.4, 7.0, 6.590909090909091)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:37.172768,"(1.9, 2.74, 2.601538461538462)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.5, 10.175)","(4.4, 7.0, 6.590909090909091)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:38.144599,"(1.9, 2.74, 2.601538461538462)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.5, 10.175)","(4.4, 7.0, 6.71875)","(17.0, 46.0, 32.0)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:39.158325,"(1.9, 2.74, 2.601538461538462)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.0, 12.1125)","(4.4, 7.0, 6.653846153846153)","(17.0, 46.0, 39.125)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:40.184703,"(1.9, 2.74, 2.601538461538462)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.0, 12.1125)","(4.4, 7.0, 6.653846153846153)","(17.0, 46.0, 41.5625)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:41.228391,"(1.9, 2.74, 2.601538461538462)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.0, 12.1125)","(4.4, 7.0, 6.653846153846153)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.756)"
06-01-2023 11:35:42.172788,"(1.9, 2.74, 2.6926315789473687)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.0, 12.1125)","(4.4, 7.0, 6.653846153846153)","(17.0, 80.0, 33.875)","(8.5, 12.5, 9.825714285714286)"
06-01-2023 11:35:43.112968,"(1.9, 2.74, 2.6926315789473687)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.0, 11.370000000000001)","(4.4, 7.0, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 10.42)"
06-01-2023 11:35:44.063644,"(1.9, 2.74, 2.6926315789473687)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.0, 11.370000000000001)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:45.068813,"(1.9, 2.74, 2.6926315789473687)","(7.0, 12.5, 7.9399999999999995)","(14.0, 32.0, 24.5)","(9.0, 15.0, 12.975)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:46.093475,"(1.9, 2.74, 2.6853125)","(7.0, 12.5, 10.746153846153845)","(14.0, 32.0, 28.375)","(9.0, 14.5, 12.975)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:47.091081,"(1.9, 2.74, 2.1733333333333333)","(7.0, 12.5, 10.746153846153845)","(14.0, 32.0, 28.375)","(9.0, 14.5, 12.975)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:48.062515,"(1.9, 2.74, 2.1733333333333333)","(7.0, 12.5, 10.746153846153845)","(14.0, 32.0, 28.375)","(9.0, 14.5, 12.975)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:49.001253,"(1.9, 2.74, 2.1733333333333333)","(7.0, 12.5, 10.746153846153845)","(14.0, 32.0, 28.375)","(9.0, 11.5, 10.546153846153846)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:49.989185,"(1.9, 2.74, 2.1733333333333333)","(7.0, 12.0, 10.125)","(14.0, 32.0, 28.375)","(9.0, 11.5, 10.546153846153846)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:51.001023,"(1.9, 2.74, 2.1733333333333333)","(7.0, 12.0, 10.125)","(14.0, 32.0, 28.375)","(9.0, 11.5, 10.546153846153846)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:51.986800,"(1.9, 2.74, 2.1025)","(7.0, 12.0, 10.8)","(14.0, 32.0, 28.375)","(9.0, 11.5, 10.546153846153846)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:52.932331,"(1.9, 2.74, 2.1025)","(7.0, 11.5, 10.436363636363636)","(14.0, 32.0, 30.964285714285715)","(9.0, 11.5, 10.546153846153846)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:53.895058,"(1.9, 2.74, 2.086153846153846)","(7.0, 11.5, 10.436363636363636)","(14.0, 32.0, 30.964285714285715)","(9.0, 11.5, 10.546153846153846)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:54.904198,"(1.9, 2.74, 2.086153846153846)","(7.0, 11.5, 10.436363636363636)","(14.0, 32.0, 31.395833333333332)","(9.0, 11.5, 10.546153846153846)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:55.906443,"(1.9, 2.72, 2.39)","(7.0, 11.5, 10.436363636363636)","(14.0, 32.0, 29.2)","(9.0, 11.5, 9.61304347826087)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 33.875)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:56.967428,"(1.9, 2.7, 2.505714285714286)","(7.0, 11.5, 10.436363636363636)","(14.0, 32.0, 29.2)","(9.0, 11.5, 9.245454545454546)","(4.4, 6.8, 6.358620689655172)","(17.0, 80.0, 64.91071428571428)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:57.959031,"(1.9, 2.7, 2.1126315789473686)","(7.0, 11.5, 10.436363636363636)","(14.0, 34.0, 27.142857142857142)","(9.0, 11.5, 10.74)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 28.333333333333336)","(8.5, 12.5, 8.948)"
06-01-2023 11:35:58.928069,"(1.9, 2.68, 2.1550000000000002)","(7.0, 11.5, 10.436363636363636)","(14.0, 34.0, 27.142857142857142)","(9.0, 11.0, 10.74)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 28.333333333333336)","(8.5, 12.5, 9.962857142857143)"
06-01-2023 11:35:59.950054,"(1.9, 2.68, 2.1550000000000002)","(7.0, 11.5, 10.436363636363636)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 10.74)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 28.333333333333336)","(8.5, 12.5, 9.962857142857143)"
06-01-2023 11:36:01.029702,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 10.436363636363636)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 10.74)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 28.333333333333336)","(8.5, 12.5, 10.526666666666667)"
06-01-2023 11:36:02.047476,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 10.436363636363636)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 9.4)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.14)"
06-01-2023 11:36:03.027544,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 9.55)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 9.4)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.14)"
06-01-2023 11:36:04.015936,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 9.55)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 9.533333333333333)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.14)"
06-01-2023 11:36:04.953850,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 9.55)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 9.533333333333333)","(4.4, 6.8, 6.358620689655172)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.14)"
06-01-2023 11:36:05.944578,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 9.55)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 9.533333333333333)","(4.4, 5.2, 5.1034482758620685)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.14)"
06-01-2023 11:36:06.969677,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 9.55)","(15.0, 34.0, 27.142857142857142)","(7.5, 11.0, 9.533333333333333)","(4.4, 5.2, 4.813793103448275)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.14)"
06-01-2023 11:36:07.989746,"(1.9, 2.7, 2.103846153846154)","(7.0, 11.5, 9.55)","(15.0, 34.0, 32.09615384615385)","(7.5, 11.0, 9.533333333333333)","(4.4, 5.2, 4.813793103448275)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.159090909090908)"
06-01-2023 11:36:08.960989,"(1.9, 2.7, 2.0972222222222223)","(7.0, 11.5, 9.1)","(15.0, 34.0, 32.09615384615385)","(7.5, 11.0, 9.533333333333333)","(4.4, 5.1, 4.833333333333333)","(17.0, 75.0, 24.6)","(8.5, 12.5, 9.159090909090908)"
06-01-2023 11:36:09.910398,"(1.9, 2.7, 2.0972222222222223)","(7.0, 11.5, 8.26)","(15.0, 34.0, 32.09615384615385)","(7.5, 11.0, 9.533333333333333)","(4.4, 5.1, 4.566666666666666)","(17.0, 75.0, 33.375)","(8.5, 12.5, 9.159090909090908)"
06-01-2023 11:36:10.891211,"(1.9, 2.7, 2.0934782608695652)","(7.0, 11.5, 7.9)","(15.0, 34.0, 32.09615384615385)","(7.5, 11.0, 9.771428571428572)","(4.4, 5.1, 4.477777777777778)","(17.0, 75.0, 41.7)","(8.5, 12.5, 11.0)"
06-01-2023 11:36:11.900936,"(1.9, 2.68, 2.5942857142857143)","(7.0, 10.5, 8.85)","(15.0, 34.0, 24.4)","(7.5, 10.5, 9.771428571428572)","(4.4, 5.1, 5.017647058823529)","(17.0, 75.0, 41.7)","(8.5, 12.0, 11.625)"
06-01-2023 11:36:12.965411,"(1.9, 2.66, 2.3200000000000003)","(7.0, 10.5, 8.3)","(15.0, 34.0, 28.666666666666664)","(7.5, 10.5, 9.771428571428572)","(4.4, 5.1, 5.017647058823529)","(17.0, 75.0, 41.7)","(8.5, 12.0, 11.625)"
06-01-2023 11:36:13.995577,"(1.9, 2.64, 2.5949425287356322)","(7.0, 10.5, 9.15)","(15.0, 34.0, 28.666666666666664)","(7.5, 10.5, 9.771428571428572)","(4.4, 5.1, 5.017647058823529)","(17.0, 75.0, 41.7)","(8.5, 12.0, 11.73913043478261)"
06-01-2023 11:36:14.989529,"(1.9, 2.64, 2.5949425287356322)","(7.0, 10.5, 9.15)","(15.0, 34.0, 28.666666666666664)","(7.5, 10.5, 9.771428571428572)","(4.4, 5.1, 4.975342465753425)","(17.0, 75.0, 41.7)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:15.995085,"(1.9, 2.7, 2.5225352112676056)","(7.0, 10.5, 9.15)","(15.0, 34.0, 28.666666666666664)","(7.5, 10.5, 9.152000000000001)","(4.4, 5.1, 4.975342465753425)","(17.0, 75.0, 41.7)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:17.019869,"(1.9, 2.7, 2.5225352112676056)","(7.0, 10.5, 9.15)","(15.0, 34.0, 28.666666666666664)","(7.5, 11.0, 9.152000000000001)","(4.4, 5.1, 4.975342465753425)","(17.0, 75.0, 57.95454545454545)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:18.049518,"(1.9, 2.7, 2.1463636363636365)","(7.0, 10.5, 9.15)","(15.0, 34.0, 28.666666666666664)","(7.5, 11.0, 9.152000000000001)","(4.4, 5.1, 5.017647058823529)","(17.0, 90.0, 57.95454545454545)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:19.116014,"(1.9, 2.7, 2.1463636363636365)","(7.0, 10.5, 9.15)","(15.0, 34.0, 28.666666666666664)","(7.5, 11.0, 9.152000000000001)","(4.4, 5.1, 5.034883720930232)","(17.0, 90.0, 57.95454545454545)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:20.181310,"(1.9, 2.7, 2.1463636363636365)","(7.0, 10.5, 9.15)","(15.0, 34.0, 22.57142857142857)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 5.0)","(17.0, 90.0, 57.95454545454545)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:21.239787,"(1.9, 2.66, 2.530704225352113)","(7.0, 10.5, 9.326086956521738)","(15.0, 32.0, 22.0)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 5.0)","(17.0, 90.0, 57.95454545454545)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:22.266973,"(1.9, 2.66, 2.530704225352113)","(7.0, 10.0, 9.706666666666667)","(15.0, 32.0, 22.0)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.7749999999999995)","(17.0, 90.0, 57.95454545454545)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:23.291588,"(1.9, 2.64, 2.588)","(7.0, 10.0, 8.533333333333333)","(15.0, 32.0, 26.807692307692307)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.635714285714285)","(17.0, 90.0, 57.95454545454545)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:24.345027,"(1.9, 2.6, 2.5912727272727274)","(7.0, 10.0, 8.35)","(15.0, 32.0, 22.714285714285715)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.666666666666666)","(17.0, 90.0, 73.21428571428572)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:25.354749,"(1.9, 2.6, 2.5912727272727274)","(7.0, 10.0, 8.35)","(15.0, 32.0, 22.714285714285715)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.666666666666666)","(17.0, 90.0, 78.62903225806451)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:26.323241,"(1.9, 2.6, 2.552)","(7.0, 9.8, 8.68888888888889)","(15.0, 36.0, 30.333333333333336)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.666666666666666)","(17.0, 90.0, 31.666666666666664)","(8.5, 12.0, 11.066666666666666)"
06-01-2023 11:36:27.268381,"(1.9, 2.6, 2.552)","(7.0, 9.8, 8.6)","(15.0, 34.0, 29.0)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.666666666666666)","(17.0, 90.0, 31.666666666666664)","(8.5, 12.0, 11.756521739130434)"
06-01-2023 11:36:28.259234,"(1.9, 2.62, 2.610909090909091)","(7.0, 9.8, 8.6)","(15.0, 34.0, 29.0)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.666666666666666)","(17.0, 90.0, 31.666666666666664)","(8.5, 12.0, 11.756521739130434)"
06-01-2023 11:36:29.173271,"(1.9, 2.62, 2.610909090909091)","(7.0, 9.8, 8.6)","(15.0, 32.0, 27.666666666666664)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.666666666666666)","(17.0, 90.0, 31.666666666666664)","(8.5, 12.0, 9.463677130044843)"
06-01-2023 11:36:30.117890,"(1.9, 2.62, 2.555483870967742)","(7.0, 9.8, 8.6)","(15.0, 32.0, 27.666666666666664)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.859259259259259)","(17.0, 90.0, 31.666666666666664)","(8.5, 12.0, 9.463677130044843)"
06-01-2023 11:36:31.185064,"(1.9, 2.62, 2.555483870967742)","(7.0, 9.8, 8.6)","(15.0, 32.0, 27.833333333333336)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.859259259259259)","(17.0, 90.0, 31.666666666666664)","(8.5, 12.0, 9.475)"
06-01-2023 11:36:32.182348,"(1.9, 2.62, 2.555483870967742)","(7.0, 9.8, 8.6)","(15.0, 32.0, 27.833333333333336)","(7.5, 11.0, 9.641176470588235)","(4.4, 5.1, 4.859259259259259)","(17.0, 90.0, 31.666666666666664)","(8.5, 12.0, 10.733333333333333)"
06-01-2023 11:36:33.217506,"(1.9, 2.62, 2.4723076923076923)","(7.0, 9.6, 7.714285714285714)","(15.0, 32.0, 24.5)","(7.5, 11.0, 9.666666666666668)","(4.4, 5.1, 4.859259259259259)","(17.0, 90.0, 22.954545454545453)","(8.5, 11.5, 10.688235294117646)"
06-01-2023 11:36:34.259332,"(1.9, 2.62, 2.4664)","(7.0, 9.6, 8.5)","(15.0, 32.0, 24.5)","(7.5, 11.0, 9.775)","(4.4, 5.1, 4.859259259259259)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.688235294117646)"
06-01-2023 11:36:35.236736,"(1.9, 2.62, 2.5726760563380284)","(7.0, 9.6, 8.5)","(15.0, 32.0, 27.833333333333336)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.859259259259259)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.733333333333333)"
06-01-2023 11:36:36.247954,"(1.9, 2.62, 2.5780000000000003)","(7.0, 9.6, 8.5)","(15.0, 32.0, 27.833333333333336)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.867857142857143)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.733333333333333)"
06-01-2023 11:36:37.333917,"(1.9, 2.62, 2.5780000000000003)","(7.0, 9.6, 8.5)","(15.0, 32.0, 27.833333333333336)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.867857142857143)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.733333333333333)"
06-01-2023 11:36:38.431686,"(1.9, 2.62, 2.5780000000000003)","(7.0, 9.6, 8.5)","(15.0, 32.0, 27.833333333333336)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.666666666666666)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.733333333333333)"
06-01-2023 11:36:39.462129,"(1.9, 2.6, 2.5428571428571427)","(7.0, 9.6, 8.266666666666666)","(15.0, 32.0, 27.833333333333336)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.666666666666666)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.733333333333333)"
06-01-2023 11:36:40.495863,"(1.9, 2.6, 2.538823529411765)","(7.0, 9.6, 8.266666666666666)","(15.0, 32.0, 30.61111111111111)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.808333333333333)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.404761904761905)"
06-01-2023 11:36:41.502018,"(1.9, 2.6, 2.538823529411765)","(7.0, 9.6, 8.266666666666666)","(15.0, 32.0, 30.61111111111111)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.808333333333333)","(17.0, 85.0, 22.954545454545453)","(8.5, 11.5, 10.404761904761905)"
06-01-2023 11:36:42.445438,"(1.9, 2.6, 2.538823529411765)","(7.0, 9.6, 8.266666666666666)","(15.0, 32.0, 30.61111111111111)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.808333333333333)","(17.0, 85.0, 33.0)","(8.5, 11.5, 10.404761904761905)"
06-01-2023 11:36:43.385209,"(1.95, 2.58, 2.5463291139240507)","(7.0, 9.8, 8.425)","(16.0, 32.0, 28.0)","(7.5, 10.0, 9.742857142857144)","(4.4, 5.1, 5.02391304347826)","(17.0, 75.0, 30.42857142857143)","(8.5, 11.5, 10.404761904761905)"
06-01-2023 11:36:44.364293,"(1.95, 2.58, 2.5496)","(7.0, 9.8, 8.425)","(16.0, 32.0, 29.916666666666668)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.808333333333333)","(17.0, 65.0, 30.42857142857143)","(8.5, 11.5, 10.404761904761905)"
06-01-2023 11:36:45.291190,"(1.95, 2.58, 2.5496)","(7.0, 9.8, 8.8)","(16.0, 32.0, 29.916666666666668)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.876)","(17.0, 65.0, 30.42857142857143)","(8.5, 11.5, 10.404761904761905)"
06-01-2023 11:36:46.198793,"(1.95, 2.58, 2.5496)","(7.0, 9.8, 8.8)","(16.0, 32.0, 29.916666666666668)","(7.5, 10.0, 9.775)","(4.4, 5.1, 4.876)","(17.0, 65.0, 30.42857142857143)","(8.5, 11.5, 10.404761904761905)"
06-01-2023 11:36:47.206624,"(1.95, 2.58, 2.5496)","(7.0, 9.8, 8.8)","(16.0, 32.0, 26.0625)","(7.5, 10.0, 9.233333333333334)","(4.4, 5.1, 4.958823529411765)","(17.0, 65.0, 30.42857142857143)","(8.5, 11.5, 9.113636363636363)"
06-01-2023 11:36:48.166023,"(1.95, 2.58, 2.5496)","(7.0, 9.8, 8.8)","(16.0, 30.0, 26.0625)","(7.5, 10.0, 9.233333333333334)","(4.4, 5.1, 4.958823529411765)","(17.0, 65.0, 25.846153846153847)","(8.5, 11.5, 9.655555555555555)"
06-01-2023 11:36:49.163437,"(1.95, 2.58, 2.484)","(7.0, 9.8, 8.8)","(16.0, 30.0, 25.333333333333336)","(7.5, 10.0, 9.233333333333334)","(4.4, 5.1, 4.818918918918919)","(17.0, 42.0, 25.846153846153847)","(8.5, 10.5, 9.233333333333333)"
06-01-2023 11:36:50.230989,"(1.95, 2.44, 2.386896551724138)","(7.0, 9.8, 8.8)","(16.0, 30.0, 25.333333333333336)","(7.5, 10.0, 9.233333333333334)","(4.4, 5.1, 4.818918918918919)","(17.0, 42.0, 25.5)","(8.5, 10.5, 9.941176470588236)"
06-01-2023 11:36:51.160355,"(1.95, 2.44, 2.410212765957447)","(7.0, 10.0, 8.447058823529412)","(16.0, 30.0, 25.333333333333336)","(7.5, 10.0, 9.233333333333334)","(4.4, 5.1, 4.818918918918919)","(17.0, 42.0, 25.5)","(8.5, 10.5, 9.941176470588236)"
06-01-2023 11:36:52.132940,"(1.95, 2.44, 2.410212765957447)","(7.0, 10.0, 8.447058823529412)","(16.0, 30.0, 25.333333333333336)","(7.5, 10.0, 9.134883720930233)","(4.4, 5.1, 4.818918918918919)","(17.0, 42.0, 25.5)","(8.5, 10.5, 9.941176470588236)"
