,Miss Scallywag,Rather,Spring Phoebe,Queen Of Scotch,Two Hands George,Cosmic Kid,Lot Of Poise
16,"[datetime.datetime(2022, 11, 28, 20, 1, 36, 948652), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 948652), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 948652), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 948652), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 948652), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 948652), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 948652), 21.0, 75.0]"
17,"[datetime.datetime(2022, 11, 28, 20, 1, 38, 69429), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 69429), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 69429), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 69429), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 69429), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 69429), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 69429), 21.0, 75.0]"
18,"[datetime.datetime(2022, 11, 28, 20, 1, 39, 212834), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 212834), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 212834), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 212834), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 212834), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 212834), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 212834), 21.0, 75.0]"
19,"[datetime.datetime(2022, 11, 28, 20, 1, 40, 340698), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 340698), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 340698), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 340698), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 340698), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 340698), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 340698), 21.0, 75.0]"
20,"[datetime.datetime(2022, 11, 28, 20, 1, 41, 461987), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 461987), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 461987), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 461987), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 461987), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 461987), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 461987), 21.0, 75.0]"
21,"[datetime.datetime(2022, 11, 28, 20, 1, 42, 582054), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 582054), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 582054), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 582054), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 582054), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 582054), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 582054), 21.0, 75.0]"
22,"[datetime.datetime(2022, 11, 28, 20, 1, 43, 696600), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 696600), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 696600), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 696600), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 696600), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 696600), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 696600), 21.0, 75.0]"
23,"[datetime.datetime(2022, 11, 28, 20, 1, 44, 810081), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 810081), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 810081), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 810081), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 810081), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 810081), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 810081), 21.0, 75.0]"
24,"[datetime.datetime(2022, 11, 28, 20, 1, 45, 932994), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 45, 932994), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 45, 932994), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 45, 932994), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 45, 932994), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 45, 932994), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 45, 932994), 21.0, 75.0]"
25,"[datetime.datetime(2022, 11, 28, 20, 1, 47, 45663), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 45663), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 45663), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 45663), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 45663), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 45663), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 45663), 21.0, 75.0]"
26,"[datetime.datetime(2022, 11, 28, 20, 1, 48, 162929), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 162929), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 162929), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 162929), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 162929), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 162929), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 162929), 21.0, 75.0]"
27,"[datetime.datetime(2022, 11, 28, 20, 1, 49, 273865), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 273865), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 273865), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 273865), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 273865), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 273865), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 273865), 21.0, 75.0]"
28,"[datetime.datetime(2022, 11, 28, 20, 1, 50, 395940), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 395940), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 395940), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 395940), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 395940), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 395940), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 395940), 21.0, 75.0]"
29,"[datetime.datetime(2022, 11, 28, 20, 1, 51, 521102), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 521102), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 521102), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 521102), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 521102), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 521102), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 521102), 21.0, 75.0]"
30,"[datetime.datetime(2022, 11, 28, 20, 1, 52, 638042), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 638042), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 638042), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 638042), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 638042), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 638042), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 638042), 21.0, 75.0]"
31,"[datetime.datetime(2022, 11, 28, 20, 1, 53, 752108), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 752108), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 752108), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 752108), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 752108), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 752108), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 752108), 21.0, 75.0]"
32,"[datetime.datetime(2022, 11, 28, 20, 1, 54, 876467), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 54, 876467), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 54, 876467), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 54, 876467), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 54, 876467), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 54, 876467), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 54, 876467), 21.0, 75.0]"
33,"[datetime.datetime(2022, 11, 28, 20, 1, 55, 984625), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 984625), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 984625), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 984625), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 984625), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 984625), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 984625), 21.0, 75.0]"
34,"[datetime.datetime(2022, 11, 28, 20, 1, 57, 102956), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 102956), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 102956), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 102956), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 102956), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 102956), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 102956), 21.0, 75.0]"
35,"[datetime.datetime(2022, 11, 28, 20, 1, 58, 212340), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 212340), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 212340), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 212340), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 212340), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 212340), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 212340), 21.0, 75.0]"
36,"[datetime.datetime(2022, 11, 28, 20, 1, 59, 327372), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 327372), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 327372), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 327372), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 327372), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 327372), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 327372), 21.0, 75.0]"
37,"[datetime.datetime(2022, 11, 28, 20, 2, 0, 445188), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 445188), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 445188), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 445188), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 445188), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 445188), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 445188), 21.0, 75.0]"
38,"[datetime.datetime(2022, 11, 28, 20, 2, 1, 568379), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 568379), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 568379), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 568379), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 568379), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 568379), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 568379), 21.0, 75.0]"
39,"[datetime.datetime(2022, 11, 28, 20, 2, 2, 678459), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 2, 678459), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 2, 678459), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 2, 678459), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 2, 678459), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 2, 678459), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 2, 678459), 21.0, 75.0]"
40,"[datetime.datetime(2022, 11, 28, 20, 2, 3, 789873), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 789873), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 789873), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 789873), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 789873), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 789873), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 789873), 21.0, 75.0]"
41,"[datetime.datetime(2022, 11, 28, 20, 2, 4, 905079), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 4, 905079), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 4, 905079), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 4, 905079), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 4, 905079), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 4, 905079), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 4, 905079), 21.0, 75.0]"
42,"[datetime.datetime(2022, 11, 28, 20, 2, 6, 19131), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 6, 19131), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 6, 19131), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 6, 19131), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 6, 19131), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 6, 19131), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 6, 19131), 21.0, 75.0]"
43,"[datetime.datetime(2022, 11, 28, 20, 2, 7, 147105), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 7, 147105), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 7, 147105), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 7, 147105), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 7, 147105), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 7, 147105), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 7, 147105), 21.0, 75.0]"
44,"[datetime.datetime(2022, 11, 28, 20, 2, 8, 263937), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 8, 263937), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 8, 263937), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 8, 263937), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 8, 263937), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 8, 263937), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 8, 263937), 21.0, 75.0]"
45,"[datetime.datetime(2022, 11, 28, 20, 2, 9, 389912), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 20, 2, 9, 389912), 21.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 2, 9, 389912), 2.5, 3.55]","[datetime.datetime(2022, 11, 28, 20, 2, 9, 389912), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 20, 2, 9, 389912), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 20, 2, 9, 389912), 51.0, 350.0]","[datetime.datetime(2022, 11, 28, 20, 2, 9, 389912), 21.0, 75.0]"
