,Luskin Hero,King Of The Desert,Buying Time,Lilli Lights Out,Single Memo
11-01-2023 14:49:14.475011,"(7.0, 8.8, 8.585714285714285)","(14.0, 17.0, 16.73728813559322)","(1.7, 1.81, 1.7943207126948775)","(31.0, 44.0, 42.18181818181818)","(3.6, 4.2, 4.121513353115727)"
11-01-2023 14:49:15.615598,"(7.0, 8.8, 8.623529411764707)","(14.0, 17.0, 16.73728813559322)","(1.7, 1.81, 1.7943207126948775)","(31.0, 44.0, 42.18181818181818)","(3.6, 4.2, 4.11848998459168)"
11-01-2023 14:49:16.723145,"(7.0, 8.8, 8.623529411764707)","(14.0, 17.0, 16.73728813559322)","(1.7, 1.81, 1.7943207126948775)","(31.0, 44.0, 42.18181818181818)","(3.6, 4.2, 4.128609986504723)"
11-01-2023 14:49:17.645846,"(7.0, 8.4, 8.253968253968253)","(14.0, 17.0, 16.754545454545454)","(1.7, 1.81, 1.7965316455696203)","(31.0, 44.0, 42.18181818181818)","(3.6, 4.2, 4.128609986504723)"
11-01-2023 14:49:18.713859,"(7.0, 8.4, 8.229969418960245)","(14.0, 17.0, 16.767241379310345)","(1.7, 1.81, 1.7965316455696203)","(31.0, 44.0, 42.48275862068966)","(3.6, 4.2, 4.128609986504723)"
11-01-2023 14:49:19.824691,"(7.0, 8.4, 8.229969418960245)","(14.0, 17.0, 16.767241379310345)","(1.7, 1.81, 1.7965316455696203)","(31.0, 44.0, 42.87179487179487)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:20.852302,"(7.0, 8.4, 8.254068241469815)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8009278350515465)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:21.823666,"(7.0, 8.4, 8.254068241469815)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8006713780918728)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:22.860092,"(7.0, 8.4, 8.254068241469815)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8006713780918728)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:23.946446,"(7.0, 8.4, 8.265605095541401)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8006713780918728)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:24.973748,"(7.0, 8.4, 8.265605095541401)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8006049822064056)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:26.023445,"(7.0, 8.2, 8.16)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8018012422360248)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:26.992816,"(7.0, 8.2, 8.16695652173913)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8018012422360248)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:28.024981,"(7.0, 8.2, 8.16695652173913)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8020714285714285)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:29.080188,"(7.0, 8.2, 8.16695652173913)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8020714285714285)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:30.096010,"(7.0, 8.2, 8.16695652173913)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8020714285714285)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:31.155605,"(7.0, 8.2, 8.15609756097561)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.801777777777778)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:32.151492,"(7.0, 8.2, 8.15609756097561)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8028846153846154)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:33.061591,"(7.0, 8.2, 8.15609756097561)","(14.0, 17.0, 16.876623376623378)","(1.7, 1.81, 1.8028846153846154)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137617924528302)"
11-01-2023 14:49:34.134884,"(7.0, 8.2, 8.16695652173913)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.82, 1.8050000000000002)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.137347931873479)"
11-01-2023 14:49:35.478930,"(7.0, 8.2, 8.164814814814815)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.81, 1.8050000000000002)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1368990384615385)"
11-01-2023 14:49:36.520442,"(7.0, 8.2, 8.164814814814815)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.81, 1.8050000000000002)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1368990384615385)"
11-01-2023 14:49:37.525735,"(7.0, 8.2, 8.126027397260273)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.81, 1.8050000000000002)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1368990384615385)"
11-01-2023 14:49:38.519243,"(7.0, 8.2, 8.118181818181817)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.82, 1.814579945799458)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1368990384615385)"
11-01-2023 14:49:39.562708,"(7.0, 8.2, 8.118181818181817)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.82, 1.814579945799458)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1368990384615385)"
11-01-2023 14:49:40.696841,"(7.0, 8.2, 8.118181818181817)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.136245572609209)"
11-01-2023 14:49:41.739692,"(7.0, 8.2, 8.118181818181817)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.136245572609209)"
11-01-2023 14:49:42.736114,"(7.0, 8.2, 8.104)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.136170212765958)"
11-01-2023 14:49:43.907938,"(7.0, 8.4, 8.202631578947368)","(14.0, 17.0, 16.849397590361445)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.129870129870129)"
11-01-2023 14:49:45.029156,"(7.0, 8.2, 8.125)","(14.0, 17.0, 16.837078651685392)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1296875)"
11-01-2023 14:49:46.076061,"(7.0, 8.2, 8.150684931506849)","(14.0, 17.0, 16.837078651685392)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.14267955801105)"
11-01-2023 14:49:46.982757,"(7.0, 8.2, 8.150684931506849)","(14.0, 17.0, 16.837078651685392)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.14267955801105)"
11-01-2023 14:49:48.045567,"(7.0, 8.2, 8.150684931506849)","(14.0, 17.0, 16.905405405405407)","(1.7, 1.82, 1.8194117647058825)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.14267955801105)"
11-01-2023 14:49:49.157646,"(7.0, 8.2, 8.150684931506849)","(14.0, 17.0, 16.96875)","(1.7, 1.82, 1.8035403726708075)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1435825105782795)"
11-01-2023 14:49:50.199159,"(7.0, 8.2, 8.150684931506849)","(14.0, 17.0, 16.96875)","(1.7, 1.81, 1.8035403726708075)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1435825105782795)"
11-01-2023 14:49:51.264155,"(7.0, 8.2, 8.150684931506849)","(14.0, 17.0, 16.96875)","(1.7, 1.81, 1.8045238095238096)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1435825105782795)"
11-01-2023 14:49:52.203513,"(7.0, 8.2, 8.149999999999999)","(14.0, 17.0, 16.96875)","(1.7, 1.81, 1.8045238095238096)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1435825105782795)"
11-01-2023 14:49:53.218579,"(7.0, 8.2, 8.149999999999999)","(14.0, 17.0, 16.96875)","(1.7, 1.81, 1.8021367521367522)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1435825105782795)"
11-01-2023 14:49:54.352271,"(7.0, 8.2, 8.149999999999999)","(14.0, 17.0, 16.96875)","(1.7, 1.81, 1.8196850393700787)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143459915611814)"
11-01-2023 14:49:55.408543,"(7.0, 8.2, 8.149999999999999)","(14.0, 17.0, 16.96875)","(1.7, 1.82, 1.8196850393700787)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143459915611814)"
11-01-2023 14:49:56.406049,"(7.0, 8.2, 8.149999999999999)","(14.0, 17.0, 16.96875)","(1.7, 1.82, 1.8197241379310345)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143459915611814)"
11-01-2023 14:49:57.586494,"(7.0, 8.2, 8.150684931506849)","(14.0, 17.0, 17.04054054054054)","(1.7, 1.82, 1.8196039603960397)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143459915611814)"
11-01-2023 14:49:58.609954,"(7.0, 8.2, 8.16043956043956)","(14.0, 17.5, 17.04054054054054)","(1.7, 1.82, 1.81375)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.1435393258426965)"
11-01-2023 14:49:59.685880,"(7.0, 8.0, 7.961333333333333)","(14.0, 17.5, 17.04054054054054)","(1.7, 1.82, 1.8127574750830566)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.142158273381295)"
11-01-2023 14:50:00.842090,"(7.0, 8.2, 8.055)","(14.0, 17.5, 17.04054054054054)","(1.7, 1.83, 1.8127574750830566)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.142158273381295)"
11-01-2023 14:50:01.970408,"(7.0, 8.2, 8.055)","(14.0, 17.5, 17.04054054054054)","(1.7, 1.83, 1.8139890710382514)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.142158273381295)"
11-01-2023 14:50:03.152608,"(7.0, 8.2, 8.076595744680851)","(14.0, 17.5, 17.04054054054054)","(1.7, 1.82, 1.812948717948718)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.142158273381295)"
11-01-2023 14:50:04.214014,"(7.0, 8.2, 8.076595744680851)","(14.0, 17.5, 17.04054054054054)","(1.7, 1.82, 1.8126966292134832)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143697478991596)"
11-01-2023 14:50:05.361131,"(7.0, 8.2, 8.08780487804878)","(14.0, 17.5, 17.04054054054054)","(1.7, 1.82, 1.8126966292134832)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143697478991596)"
11-01-2023 14:50:06.376441,"(7.0, 8.2, 8.072222222222223)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8126966292134832)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143697478991596)"
11-01-2023 14:50:07.369845,"(7.0, 8.2, 8.072222222222223)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8126966292134832)","(31.0, 44.0, 43.416666666666664)","(3.6, 4.2, 4.143697478991596)"
11-01-2023 14:50:08.360198,"(7.0, 8.2, 8.072222222222223)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8112162162162162)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.143697478991596)"
11-01-2023 14:50:09.405192,"(7.0, 8.2, 8.072222222222223)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8112162162162162)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.143697478991596)"
11-01-2023 14:50:10.508500,"(7.0, 8.2, 8.072222222222223)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8128682170542636)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.143697478991596)"
11-01-2023 14:50:11.535087,"(7.0, 8.2, 8.072222222222223)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8062878787878789)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.145283018867924)"
11-01-2023 14:50:12.590202,"(7.0, 8.2, 8.05)","(14.0, 17.5, 17.1)","(1.7, 1.81, 1.8062878787878789)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:13.767405,"(7.0, 8.2, 8.094890510948904)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.81296875)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:14.904946,"(7.0, 8.2, 8.10204081632653)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8130708661417323)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:15.973938,"(7.0, 8.2, 8.098591549295774)","(14.0, 17.5, 17.1)","(1.7, 1.82, 1.8130708661417323)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:17.041667,"(7.0, 8.2, 8.088311688311688)","(14.0, 17.5, 17.04954954954955)","(1.7, 1.82, 1.8141333333333334)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:18.179914,"(7.0, 8.2, 8.088311688311688)","(14.0, 17.5, 17.04954954954955)","(1.7, 1.82, 1.8141333333333334)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:19.367902,"(7.0, 8.2, 8.088311688311688)","(14.0, 17.5, 17.04954954954955)","(1.7, 1.82, 1.8146969696969697)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:20.461685,"(7.0, 8.2, 8.080555555555556)","(14.0, 17.5, 17.045454545454547)","(1.7, 1.82, 1.8146969696969697)","(31.0, 44.0, 43.1764705882353)","(3.6, 4.2, 4.144444444444444)"
11-01-2023 14:50:21.711151,"(6.5, 8.2, 8.080555555555556)","(14.0, 17.5, 17.045454545454547)","(1.7, 1.82, 1.8146969696969697)","(31.0, 44.0, 43.1764705882353)","(3.5, 4.2, 4.144444444444444)"
11-01-2023 14:50:22.715833,"(6.5, 8.2, 8.043636363636363)","(14.0, 17.5, 17.045454545454547)","(1.7, 1.82, 1.8146969696969697)","(31.0, 44.0, 42.833333333333336)","(3.5, 4.2, 4.144444444444444)"
11-01-2023 14:50:23.803546,"(6.5, 8.2, 8.042201834862384)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.82, 1.8146969696969697)","(31.0, 44.0, 42.25)","(3.5, 4.2, 4.144444444444444)"
11-01-2023 14:50:24.922369,"(6.5, 8.2, 8.042201834862384)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.82, 1.8135294117647058)","(31.0, 44.0, 42.18181818181818)","(3.5, 4.2, 4.144126074498567)"
11-01-2023 14:50:26.000709,"(6.5, 8.2, 8.042201834862384)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.82, 1.818108108108108)","(31.0, 44.0, 42.18181818181818)","(3.5, 4.2, 4.144126074498567)"
11-01-2023 14:50:27.037735,"(6.5, 8.2, 8.042201834862384)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.82, 1.8158823529411765)","(31.0, 44.0, 42.18181818181818)","(3.5, 4.2, 4.144126074498567)"
11-01-2023 14:50:28.153872,"(6.5, 8.2, 8.042201834862384)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.82, 1.8110526315789475)","(31.0, 44.0, 42.18181818181818)","(3.5, 4.2, 4.144126074498567)"
11-01-2023 14:50:29.245834,"(6.5, 8.2, 8.042201834862384)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8121052631578949)","(31.0, 44.0, 42.095238095238095)","(3.5, 4.2, 4.143313953488372)"
11-01-2023 14:50:30.444151,"(6.5, 8.2, 8.042201834862384)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8131683168316832)","(31.0, 44.0, 40.95652173913044)","(3.5, 4.2, 4.141441441441441)"
11-01-2023 14:50:31.623227,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8227966101694917)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.141441441441441)"
11-01-2023 14:50:32.815122,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8236666666666668)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.141441441441441)"
11-01-2023 14:50:34.057133,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8236666666666668)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.141441441441441)"
11-01-2023 14:50:35.324808,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8250000000000002)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.139628482972136)"
11-01-2023 14:50:36.407609,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8250000000000002)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.139628482972136)"
11-01-2023 14:50:37.525828,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8250000000000002)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.139628482972136)"
11-01-2023 14:50:38.582860,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8143835616438357)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.139628482972136)"
11-01-2023 14:50:39.672282,"(6.5, 8.0, 7.9609756097560975)","(14.0, 17.5, 17.05045871559633)","(1.7, 1.83, 1.8143835616438357)","(31.0, 42.0, 40.95652173913044)","(3.5, 4.2, 4.139628482972136)"
11-01-2023 14:50:40.780073,"(6.5, 8.0, 7.8999999999999995)","(14.0, 17.5, 17.22289156626506)","(1.7, 1.83, 1.8212307692307692)","(31.0, 42.0, 41.22222222222222)","(3.5, 4.2, 4.139628482972136)"
11-01-2023 14:50:41.942802,"(6.5, 7.8, 7.722222222222222)","(14.0, 17.5, 17.294642857142858)","(1.7, 1.83, 1.8212307692307692)","(31.0, 42.0, 41.22222222222222)","(3.5, 4.2, 4.140570522979398)"
11-01-2023 14:50:43.000890,"(6.5, 7.8, 7.688)","(14.0, 17.5, 17.294642857142858)","(1.7, 1.83, 1.8212307692307692)","(31.0, 42.0, 41.22222222222222)","(3.5, 4.2, 4.140570522979398)"
11-01-2023 14:50:44.105007,"(6.5, 7.8, 7.666666666666666)","(14.0, 17.5, 17.333333333333332)","(1.7, 1.83, 1.8266272189349113)","(31.0, 42.0, 41.391304347826086)","(3.5, 4.2, 4.143946188340807)"
11-01-2023 14:50:45.369754,"(6.5, 7.8, 7.739759036144578)","(14.0, 17.5, 17.381818181818183)","(1.7, 1.83, 1.822046783625731)","(31.0, 42.0, 41.88235294117647)","(3.5, 4.2, 4.143946188340807)"
11-01-2023 14:50:46.749494,"(6.5, 7.8, 7.761111111111111)","(14.0, 17.5, 17.383928571428573)","(1.7, 1.83, 1.822046783625731)","(31.0, 42.0, 41.88235294117647)","(3.5, 4.2, 4.143946188340807)"
11-01-2023 14:50:47.801622,"(6.5, 7.8, 7.761111111111111)","(14.0, 17.5, 17.383928571428573)","(1.7, 1.83, 1.822046783625731)","(31.0, 42.0, 41.88235294117647)","(3.5, 4.2, 4.143946188340807)"
11-01-2023 14:50:49.129705,"(6.5, 7.8, 7.745)","(14.0, 17.5, 17.383928571428573)","(1.7, 1.83, 1.8209722222222222)","(31.0, 42.0, 41.88235294117647)","(3.5, 4.2, 4.147478991596638)"
11-01-2023 14:50:50.547385,"(6.5, 7.8, 7.73125)","(14.0, 17.5, 17.383928571428573)","(1.7, 1.83, 1.8209722222222222)","(31.0, 42.0, 42.24)","(3.5, 4.2, 4.147478991596638)"
11-01-2023 14:50:51.683175,"(6.5, 7.8, 7.73125)","(14.0, 17.5, 17.934782608695652)","(1.7, 1.83, 1.8209722222222222)","(31.0, 44.0, 42.24)","(3.5, 4.2, 4.147478991596638)"
11-01-2023 14:50:52.831263,"(6.5, 7.8, 7.73125)","(14.0, 18.0, 17.9)","(1.7, 1.83, 1.8221212121212123)","(31.0, 44.0, 42.37037037037037)","(3.5, 4.2, 4.147257383966244)"
11-01-2023 14:50:53.917293,"(6.5, 7.8, 7.73125)","(14.0, 18.0, 17.9)","(1.7, 1.83, 1.8166225165562915)","(31.0, 44.0, 42.37037037037037)","(3.5, 4.2, 4.147257383966244)"
11-01-2023 14:50:54.974434,"(6.5, 8.0, 7.817391304347826)","(14.0, 18.0, 17.9)","(1.7, 1.83, 1.8168493150684932)","(31.0, 44.0, 42.37037037037037)","(3.5, 4.2, 4.147257383966244)"
11-01-2023 14:50:56.066776,"(6.5, 8.0, 7.8133333333333335)","(14.0, 18.0, 17.9)","(1.7, 1.82, 1.8168493150684932)","(31.0, 44.0, 42.0)","(3.5, 4.2, 4.147257383966244)"
11-01-2023 14:50:57.143898,"(6.5, 8.0, 7.733333333333333)","(14.0, 18.0, 17.9)","(1.7, 1.82, 1.8168493150684932)","(31.0, 44.0, 42.0)","(3.5, 4.2, 4.147257383966244)"
11-01-2023 14:50:58.215325,"(6.5, 8.0, 7.733333333333333)","(14.0, 18.0, 17.9)","(1.7, 1.82, 1.8168493150684932)","(31.0, 44.0, 40.44444444444444)","(3.5, 4.2, 4.147257383966244)"
11-01-2023 14:50:59.237276,"(6.5, 8.0, 7.733333333333333)","(14.0, 18.0, 17.9)","(1.7, 1.82, 1.8158139534883722)","(31.0, 44.0, 40.8)","(3.5, 4.2, 4.148347107438016)"
11-01-2023 14:51:00.242986,"(6.5, 7.8, 7.7368421052631575)","(14.0, 18.0, 17.916666666666668)","(1.7, 1.83, 1.8179464285714286)","(31.0, 44.0, 41.5)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:01.368750,"(6.5, 7.8, 7.768421052631579)","(14.0, 18.5, 18.0)","(1.7, 1.82, 1.8178947368421052)","(31.0, 44.0, 41.5)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:02.450240,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.82, 1.8178947368421052)","(31.0, 44.0, 41.5)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:03.437821,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.82, 1.8178947368421052)","(31.0, 44.0, 41.5)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:04.436226,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.82, 1.8178947368421052)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:05.518851,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.82, 1.8178947368421052)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:06.606295,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.82, 1.8186440677966103)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:07.562344,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.82, 1.8186440677966103)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:08.604483,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.820774647887324)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:09.677085,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.820774647887324)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:10.669777,"(6.5, 8.0, 7.7846153846153845)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.820774647887324)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:11.664466,"(6.5, 7.8, 7.724137931034482)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.820774647887324)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:12.660205,"(6.5, 7.8, 7.713725490196079)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.820774647887324)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:13.698578,"(6.5, 7.8, 7.713725490196079)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.8247881355932205)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:14.672187,"(6.5, 7.8, 7.695081967213114)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.827687074829932)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:15.733423,"(6.5, 7.8, 7.695081967213114)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.827687074829932)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:16.756307,"(6.5, 7.8, 7.695081967213114)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.827687074829932)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:17.732450,"(6.5, 7.8, 7.695081967213114)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.827687074829932)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:18.564167,"(6.5, 7.8, 7.695081967213114)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.827687074829932)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:19.550969,"(6.5, 7.8, 7.695081967213114)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.8283703703703704)","(31.0, 44.0, 41.0)","(3.5, 4.2, 4.149596774193548)"
11-01-2023 14:51:20.547382,"(6.5, 7.8, 7.695081967213114)","(14.0, 18.5, 18.0)","(1.7, 1.83, 1.8253191489361702)","(31.0, 44.0, 40.666666666666664)","(3.5, 4.2, 4.148979591836735)"
11-01-2023 14:51:21.446879,"(6.5, 7.8, 7.676923076923076)","(14.0, 18.5, 17.928571428571427)","(1.7, 1.84, 1.822857142857143)","(31.0, 44.0, 40.666666666666664)","(3.5, 4.2, 4.148979591836735)"
11-01-2023 14:51:22.356462,"(6.5, 7.8, 7.6625)","(14.0, 18.5, 17.928571428571427)","(1.7, 1.84, 1.822857142857143)","(31.0, 44.0, 40.666666666666664)","(3.5, 4.2, 4.148979591836735)"
