,Secretly Slick,Bugs,Real Talent,Zambora Jade,Joyous Moment,Royal Ability,Amlin Princess,Ozark Bale
10,"[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 52, 54, 110509), 4.4, 7.0]"
11,"[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 52, 55, 243662), 4.4, 7.0]"
12,"[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 52, 56, 370512), 4.4, 7.0]"
13,"[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 52, 57, 506328), 4.4, 7.0]"
14,"[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 52, 58, 631334), 4.4, 7.0]"
15,"[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 52, 59, 770192), 4.4, 7.0]"
16,"[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 0, 906962), 4.4, 7.0]"
17,"[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 2, 35020), 4.4, 7.0]"
18,"[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 3, 165011), 4.4, 7.0]"
19,"[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 4, 319254), 4.4, 7.0]"
20,"[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 5, 462303), 4.4, 7.0]"
21,"[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 6, 593799), 4.4, 7.0]"
22,"[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 7, 723957), 4.4, 7.0]"
23,"[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 8, 850621), 4.4, 7.0]"
24,"[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 9, 991123), 4.4, 7.0]"
25,"[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 11, 118661), 4.4, 7.0]"
26,"[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 12, 247774), 4.4, 7.0]"
27,"[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 13, 375100), 4.4, 7.0]"
28,"[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 14, 508519), 4.4, 7.0]"
29,"[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 15, 637200), 4.4, 7.0]"
30,"[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 16, 776297), 4.4, 7.0]"
31,"[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 17, 924134), 4.4, 7.0]"
32,"[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 19, 60866), 4.4, 7.0]"
33,"[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 20, 190205), 4.4, 7.0]"
34,"[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 21, 312371), 4.4, 7.0]"
35,"[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 22, 440146), 4.4, 7.0]"
36,"[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 23, 563408), 4.4, 7.0]"
37,"[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 24, 697782), 4.4, 7.0]"
38,"[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 25, 827229), 4.4, 7.0]"
39,"[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 6.5, 11.0]","[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 3.3, 6.2]","[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 9.0, 24.0]","[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 91.0, 650.0]","[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 3.0, 4.6]","[datetime.datetime(2022, 11, 28, 15, 53, 26, 962713), 4.4, 7.0]"
