,Collays Spirit,My Snow Queen,Paperclip,Bandit,Chilliwack,Gulf Of Saros,He Knows,Tranquil Bay,Neds Gully,Sacca,Michigan,Cracking Thunder
08-01-2023 15:47:31.141477,"(12.0, 16.5, 16.227272727272727)","(15.0, 23.0, 20.666666666666668)","(10.0, 12.0, 11.525423728813559)","(91.0, 200.0, 163.33333333333331)","(11.0, 18.0, 15.8125)","(12.0, 17.5, 17.25)","(31.0, 75.0, 67.25)","(4.6, 4.8, 4.729411764705882)","(4.6, 6.4, 6.353846153846154)","(4.4, 6.2, 6.0)","(7.5, 9.2, 8.88)","(41.0, 140.0, 123.27272727272727)"
08-01-2023 15:47:32.830066,"(12.0, 16.5, 16.227272727272727)","(15.0, 23.0, 20.666666666666668)","(10.0, 12.0, 11.525423728813559)","(91.0, 200.0, 145.0)","(11.0, 18.0, 15.8125)","(12.0, 17.5, 17.25)","(31.0, 75.0, 67.25)","(4.6, 4.8, 4.72)","(4.6, 6.4, 6.353846153846154)","(4.4, 6.2, 6.0)","(7.5, 9.2, 8.88)","(41.0, 140.0, 123.27272727272727)"
08-01-2023 15:47:34.456540,"(12.0, 16.5, 16.404761904761905)","(15.0, 23.0, 19.678571428571427)","(10.0, 12.0, 11.271929824561404)","(91.0, 200.0, 145.0)","(11.0, 18.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 69.28571428571429)","(4.6, 4.8, 4.573626373626373)","(4.6, 6.4, 6.42)","(4.4, 6.2, 6.085714285714285)","(7.5, 9.2, 9.04)","(41.0, 140.0, 116.66666666666666)"
08-01-2023 15:47:36.000402,"(12.0, 16.5, 16.404761904761905)","(15.0, 22.0, 19.678571428571427)","(10.0, 11.5, 11.319148936170214)","(91.0, 200.0, 126.66666666666666)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 69.28571428571429)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.45625)","(4.4, 6.2, 6.072727272727273)","(7.5, 9.2, 9.2)","(41.0, 140.0, 116.66666666666666)"
08-01-2023 15:47:37.524583,"(12.0, 17.0, 16.5)","(15.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 200.0, 126.66666666666666)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.45625)","(4.4, 6.2, 6.1)","(7.5, 9.6, 9.2)","(41.0, 140.0, 116.66666666666666)"
08-01-2023 15:47:39.030384,"(12.0, 17.0, 16.5)","(15.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 200.0, 126.66666666666666)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.45625)","(4.4, 6.4, 6.1)","(7.5, 9.6, 9.2)","(41.0, 140.0, 116.66666666666666)"
08-01-2023 15:47:40.487168,"(12.0, 17.0, 16.5)","(15.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 200.0, 117.5)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.487804878048781)","(4.4, 6.4, 6.1)","(7.5, 9.6, 9.25)","(41.0, 140.0, 116.66666666666666)"
08-01-2023 15:47:41.955222,"(12.0, 17.0, 16.5)","(15.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 200.0, 123.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.487804878048781)","(4.4, 6.4, 6.1)","(7.5, 9.4, 9.25)","(41.0, 140.0, 116.66666666666666)"
08-01-2023 15:47:43.414932,"(12.0, 17.0, 16.5)","(15.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 190.0, 123.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 9.4, 9.25)","(41.0, 140.0, 166.0)"
08-01-2023 15:47:44.889517,"(12.0, 17.0, 16.5)","(16.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 190.0, 120.0)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 9.4, 9.25)","(41.0, 190.0, 138.57142857142856)"
08-01-2023 15:47:46.324540,"(12.0, 17.0, 16.5)","(16.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 180.0, 148.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 9.4, 9.25)","(41.0, 190.0, 138.57142857142856)"
08-01-2023 15:47:47.749538,"(12.0, 17.0, 16.5)","(16.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 180.0, 148.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 9.4, 9.25)","(41.0, 190.0, 138.57142857142856)"
08-01-2023 15:47:49.216826,"(12.0, 16.5, 16.357142857142858)","(16.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 180.0, 148.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 9.4, 9.466666666666667)","(41.0, 190.0, 138.57142857142856)"
08-01-2023 15:47:50.753214,"(12.0, 16.5, 16.357142857142858)","(16.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 180.0, 148.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.564444444444444)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 9.6, 9.5)","(41.0, 190.0, 138.57142857142856)"
08-01-2023 15:47:52.225107,"(12.0, 16.5, 16.357142857142858)","(16.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 180.0, 148.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.6, 4.418181818181818)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 9.8, 10.5)","(41.0, 190.0, 138.57142857142856)"
08-01-2023 15:47:53.718161,"(12.0, 16.5, 16.357142857142858)","(16.0, 22.0, 19.4)","(10.0, 11.5, 11.319148936170214)","(91.0, 180.0, 148.33333333333334)","(11.0, 17.0, 15.181818181818182)","(12.0, 17.5, 17.4)","(31.0, 75.0, 71.0)","(4.6, 4.5, 4.418181818181818)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 11.0, 10.5)","(41.0, 190.0, 138.57142857142856)"
08-01-2023 15:47:55.234658,"(12.0, 16.5, 16.357142857142858)","(16.0, 21.0, 20.642857142857142)","(10.0, 11.5, 11.3671875)","(91.0, 180.0, 142.0)","(11.0, 17.0, 14.777777777777779)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 71.0)","(4.6, 4.4, 4.35)","(4.6, 6.6, 6.4904761904761905)","(4.4, 6.4, 6.11764705882353)","(7.5, 13.0, 10.75)","(41.0, 180.0, 136.66666666666669)"
08-01-2023 15:47:56.763659,"(12.0, 16.5, 16.318181818181817)","(16.0, 21.0, 20.642857142857142)","(10.0, 11.5, 11.3671875)","(91.0, 180.0, 142.0)","(11.0, 17.0, 14.777777777777779)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 71.0)","(4.6, 4.4, 4.35)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.0, 12.181818181818182)","(41.0, 170.0, 136.66666666666669)"
08-01-2023 15:47:58.336430,"(12.0, 16.5, 16.318181818181817)","(16.0, 21.0, 20.642857142857142)","(10.0, 11.5, 11.3671875)","(91.0, 180.0, 142.0)","(11.0, 17.0, 14.777777777777779)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 71.0)","(4.6, 4.4, 4.386363636363637)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 12.0)","(41.0, 170.0, 136.66666666666669)"
08-01-2023 15:47:59.842575,"(12.0, 16.5, 16.318181818181817)","(16.0, 21.0, 20.642857142857142)","(10.0, 11.5, 11.3671875)","(91.0, 180.0, 126.25)","(11.0, 17.0, 14.777777777777779)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 71.0)","(4.6, 4.4, 4.386363636363637)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.59090909090909)","(41.0, 170.0, 136.66666666666669)"
08-01-2023 15:48:01.365120,"(12.0, 16.5, 16.318181818181817)","(16.0, 21.0, 20.642857142857142)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 126.25)","(11.0, 17.0, 14.777777777777779)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 71.0)","(4.6, 4.4, 4.386363636363637)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.59090909090909)","(41.0, 170.0, 136.66666666666669)"
08-01-2023 15:48:02.801778,"(12.0, 16.5, 16.318181818181817)","(16.0, 21.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.5)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.378823529411765)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.75)","(41.0, 170.0, 98.75)"
08-01-2023 15:48:04.262481,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.5)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.378823529411765)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.75)","(41.0, 170.0, 98.75)"
08-01-2023 15:48:05.681580,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.5)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.378823529411765)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.75)","(41.0, 170.0, 98.75)"
08-01-2023 15:48:07.246651,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.263157894736842)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.378823529411765)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.75)","(41.0, 170.0, 98.75)"
08-01-2023 15:48:08.710818,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.263157894736842)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.378823529411765)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.75)","(41.0, 170.0, 98.75)"
08-01-2023 15:48:10.136308,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.263157894736842)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.378823529411765)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.90909090909091)","(41.0, 170.0, 98.75)"
08-01-2023 15:48:11.532250,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.263157894736842)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.378823529411765)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 11.833333333333334)","(41.0, 170.0, 117.5)"
08-01-2023 15:48:13.183931,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.263157894736842)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.271428571428571)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 12.0)","(41.0, 160.0, 117.5)"
08-01-2023 15:48:14.928690,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 15.263157894736842)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.4, 4.252631578947368)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 12.0)","(41.0, 160.0, 117.5)"
08-01-2023 15:48:16.783854,"(12.0, 16.5, 16.318181818181817)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.3671875)","(91.0, 140.0, 121.66666666666666)","(11.0, 17.0, 16.0)","(12.0, 18.0, 17.67391304347826)","(31.0, 75.0, 65.0)","(4.6, 4.3, 4.252631578947368)","(4.6, 6.6, 6.5115384615384615)","(4.4, 6.4, 6.208)","(7.5, 13.5, 12.75)","(41.0, 150.0, 100.0)"
08-01-2023 15:48:18.856853,"(12.0, 16.5, 16.214285714285715)","(16.0, 20.0, 19.785714285714285)","(10.0, 11.5, 11.636363636363637)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 16.0)","(12.0, 18.0, 17.333333333333332)","(31.0, 75.0, 67.5)","(4.6, 4.3, 4.223529411764706)","(4.6, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 13.0, 12.583333333333334)","(41.0, 150.0, 100.0)"
08-01-2023 15:48:20.673157,"(12.0, 16.5, 16.214285714285715)","(16.0, 20.0, 19.785714285714285)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 16.0)","(12.0, 18.0, 17.333333333333332)","(31.0, 75.0, 67.5)","(4.6, 4.3, 4.223529411764706)","(4.6, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 13.0, 12.204545454545455)","(41.0, 150.0, 96.66666666666667)"
08-01-2023 15:48:22.225769,"(12.0, 16.5, 16.214285714285715)","(16.0, 20.0, 19.785714285714285)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 16.0)","(12.0, 18.0, 17.333333333333332)","(31.0, 75.0, 67.5)","(4.6, 4.3, 4.213333333333333)","(4.6, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 13.0, 11.625)","(41.0, 140.0, 96.66666666666667)"
08-01-2023 15:48:23.731621,"(12.0, 16.5, 16.214285714285715)","(16.0, 20.0, 19.785714285714285)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 16.0)","(12.0, 18.0, 17.333333333333332)","(31.0, 75.0, 67.5)","(4.2, 4.3, 4.199999999999999)","(4.6, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 12.0, 11.625)","(41.0, 140.0, 96.66666666666667)"
08-01-2023 15:48:25.236016,"(12.0, 16.5, 16.214285714285715)","(16.0, 20.0, 23.576923076923077)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 15.5)","(12.0, 18.0, 17.25)","(31.0, 75.0, 67.5)","(4.2, 4.3, 4.199999999999999)","(4.6, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 12.0, 11.625)","(41.0, 140.0, 96.66666666666667)"
08-01-2023 15:48:26.728792,"(12.0, 16.5, 16.214285714285715)","(16.0, 24.0, 23.576923076923077)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 15.5)","(12.0, 17.5, 17.25)","(31.0, 75.0, 67.5)","(4.2, 4.3, 4.199999999999999)","(4.6, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 12.0, 11.625)","(41.0, 140.0, 96.66666666666667)"
08-01-2023 15:48:28.254248,"(12.0, 16.5, 16.214285714285715)","(16.0, 24.0, 23.0)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 15.5)","(12.0, 17.5, 17.25)","(31.0, 75.0, 67.5)","(4.2, 4.3, 4.199999999999999)","(4.8, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 12.0, 11.673913043478262)","(41.0, 140.0, 96.66666666666667)"
08-01-2023 15:48:29.785254,"(12.0, 16.5, 16.214285714285715)","(16.0, 24.0, 23.0)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 15.5)","(12.0, 17.5, 17.25)","(31.0, 75.0, 67.5)","(4.2, 4.3, 4.199999999999999)","(4.8, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 12.0, 11.722222222222221)","(41.0, 140.0, 96.66666666666667)"
08-01-2023 15:48:31.293769,"(12.0, 16.5, 16.214285714285715)","(16.0, 24.0, 23.0)","(10.0, 12.0, 11.65)","(91.0, 140.0, 121.66666666666666)","(11.0, 16.5, 15.5)","(12.0, 17.5, 17.25)","(31.0, 75.0, 67.5)","(4.2, 4.3, 4.199999999999999)","(4.8, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 12.0, 11.722222222222221)","(41.0, 140.0, 96.66666666666667)"
08-01-2023 15:48:32.837132,"(12.0, 16.5, 16.214285714285715)","(16.0, 24.0, 23.0)","(10.0, 12.0, 11.65)","(91.0, 140.0, 115.0)","(11.0, 16.5, 15.5)","(12.0, 17.5, 17.25)","(31.0, 75.0, 68.33333333333333)","(4.2, 4.3, 4.199999999999999)","(4.8, 6.6, 6.504166666666666)","(4.4, 6.4, 6.16)","(7.5, 12.0, 11.722222222222221)","(41.0, 140.0, 105.0)"
