,Marrying,Banjo Black,Pretty Reef,Our Ruby,Tingle,Disorder,Prince Of Melton,Ramstein Bale
04-01-2023 15:52:30.153896,"(26.0, 65.0, 63.684210526315795)","(26.0, 46.0, 43.142857142857146)","(3.0, 4.0, 3.9416666666666664)","(6.5, 9.2, 8.879999999999999)","(3.2, 4.0, 3.7416666666666667)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.2)"
04-01-2023 15:52:31.119364,"(26.0, 65.0, 63.684210526315795)","(26.0, 46.0, 43.142857142857146)","(3.0, 4.0, 3.9416666666666664)","(6.5, 9.2, 8.559999999999999)","(3.2, 3.95, 3.7416666666666667)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.110714285714286)"
04-01-2023 15:52:32.155982,"(26.0, 65.0, 63.684210526315795)","(26.0, 46.0, 43.142857142857146)","(3.0, 4.0, 3.9416666666666664)","(6.5, 9.2, 8.133333333333333)","(3.2, 3.95, 3.7416666666666667)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.052272727272728)"
04-01-2023 15:52:33.298251,"(26.0, 65.0, 63.684210526315795)","(26.0, 46.0, 43.142857142857146)","(3.0, 4.0, 3.9714285714285715)","(6.5, 9.2, 8.041379310344826)","(3.2, 3.95, 3.722727272727273)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.052272727272728)"
04-01-2023 15:52:34.463308,"(26.0, 65.0, 64.13793103448276)","(26.0, 46.0, 43.142857142857146)","(3.0, 4.0, 3.9714285714285715)","(6.5, 9.2, 7.8)","(3.2, 3.95, 3.7416666666666667)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.052272727272728)"
04-01-2023 15:52:35.540203,"(26.0, 65.0, 64.13793103448276)","(26.0, 46.0, 44.333333333333336)","(3.0, 4.0, 3.975)","(6.5, 9.2, 7.8)","(3.2, 3.95, 3.7333333333333334)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.052272727272728)"
04-01-2023 15:52:36.634021,"(26.0, 65.0, 64.13793103448276)","(26.0, 46.0, 44.333333333333336)","(3.0, 4.0, 3.95)","(6.5, 9.2, 8.926315789473684)","(3.2, 4.0, 3.711904761904762)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.1609375)"
04-01-2023 15:52:37.788286,"(26.0, 65.0, 64.13793103448276)","(26.0, 46.0, 44.333333333333336)","(3.0, 4.0, 3.95)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.95, 3.711904761904762)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.1609375)"
04-01-2023 15:52:38.876657,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.975)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.95, 3.711904761904762)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.263392857142858)"
04-01-2023 15:52:39.959470,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.975)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.95, 3.711904761904762)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.315625000000001)"
04-01-2023 15:52:41.086258,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.95, 3.711904761904762)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.315625000000001)"
04-01-2023 15:52:42.166332,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.95, 3.711904761904762)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.358139534883721)"
04-01-2023 15:52:43.246483,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.95, 3.7333333333333334)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.142857142857143)"
04-01-2023 15:52:44.283435,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.9, 3.7181818181818183)","(26.0, 40.0, 35.368421052631575)","(15.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.222222222222222)"
04-01-2023 15:52:45.307578,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.9, 3.7181818181818183)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.142857142857143)"
04-01-2023 15:52:46.378431,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.9, 3.725)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.142857142857143)"
04-01-2023 15:52:47.506207,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.9, 3.7153846153846155)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.222222222222222)"
04-01-2023 15:52:48.662214,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.9, 3.7153846153846155)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.142857142857143)"
04-01-2023 15:52:49.778871,"(26.0, 65.0, 64.03846153846155)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.9, 3.7153846153846155)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.305813953488372)"
04-01-2023 15:52:50.908349,"(26.0, 65.0, 63.46666666666667)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.9, 3.713636363636364)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.315789473684211)"
04-01-2023 15:52:51.996969,"(26.0, 65.0, 63.46666666666667)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.85, 3.71875)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.25)"
04-01-2023 15:52:52.995975,"(26.0, 65.0, 63.46666666666667)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.85, 3.725)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.360975609756098)"
04-01-2023 15:52:54.008705,"(26.0, 65.0, 63.849999999999994)","(26.0, 46.0, 43.5)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.85, 3.7115384615384617)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.360975609756098)"
04-01-2023 15:52:55.063637,"(26.0, 65.0, 63.849999999999994)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.85, 3.7115384615384617)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.321739130434783)"
04-01-2023 15:52:56.166514,"(26.0, 65.0, 63.849999999999994)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.85, 3.7115384615384617)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.360975609756098)"
04-01-2023 15:52:57.305223,"(26.0, 65.0, 63.849999999999994)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.85, 3.675)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.266666666666667)"
04-01-2023 15:52:58.395477,"(26.0, 65.0, 63.849999999999994)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.8, 3.6875)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.207142857142857)"
04-01-2023 15:52:59.482968,"(26.0, 65.0, 64.23333333333333)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.926315789473684)","(3.2, 3.8, 3.5777777777777775)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.266666666666667)"
04-01-2023 15:53:00.577146,"(26.0, 65.0, 64.23333333333333)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.75)","(3.2, 3.8, 3.5999999999999996)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.336842105263158)"
04-01-2023 15:53:01.659224,"(26.0, 65.0, 64.08)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.0, 8.15)","(3.2, 3.8, 3.564705882352941)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.2875)"
04-01-2023 15:53:02.722213,"(26.0, 65.0, 64.08)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.2, 8.15)","(3.2, 3.8, 3.564705882352941)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.2875)"
04-01-2023 15:53:03.867818,"(26.0, 65.0, 64.08)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.9166666666666665)","(6.5, 9.2, 8.15)","(3.2, 3.8, 3.583333333333333)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.311111111111112)"
04-01-2023 15:53:04.937051,"(26.0, 65.0, 64.08)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.96875)","(6.5, 9.2, 8.054545454545455)","(3.2, 3.75, 3.5566666666666666)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.3100000000000005)"
04-01-2023 15:53:06.072155,"(26.0, 65.0, 64.08)","(26.0, 46.0, 44.0)","(3.0, 4.0, 3.939130434782609)","(6.5, 9.2, 8.485714285714286)","(3.2, 3.65, 3.575)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.3100000000000005)"
04-01-2023 15:53:07.132592,"(26.0, 70.0, 66.88888888888889)","(26.0, 46.0, 44.0)","(3.0, 3.95, 3.939130434782609)","(6.5, 9.0, 8.417142857142856)","(3.2, 3.65, 3.575)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 24.19047619047619)","(3.3, 4.4, 4.34)"
04-01-2023 15:53:08.204291,"(26.0, 70.0, 66.88888888888889)","(26.0, 46.0, 44.0)","(3.0, 3.95, 3.939130434782609)","(6.5, 9.0, 8.417142857142856)","(3.2, 3.65, 3.555263157894737)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 23.789473684210527)","(3.3, 4.4, 4.292)"
04-01-2023 15:53:09.292633,"(26.0, 70.0, 66.88888888888889)","(26.0, 46.0, 44.0)","(3.0, 3.95, 3.939130434782609)","(6.5, 9.0, 8.417142857142856)","(3.2, 3.65, 3.555263157894737)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 23.789473684210527)","(3.3, 4.4, 4.271428571428571)"
04-01-2023 15:53:10.362789,"(26.0, 70.0, 66.88888888888889)","(26.0, 46.0, 44.0)","(3.0, 3.95, 3.939130434782609)","(6.5, 9.0, 8.411111111111111)","(3.2, 3.65, 3.555263157894737)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 23.789473684210527)","(3.3, 4.4, 4.311111111111112)"
04-01-2023 15:53:11.377294,"(26.0, 70.0, 66.88888888888889)","(26.0, 46.0, 44.0)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.8, 8.411111111111111)","(3.2, 3.65, 3.555263157894737)","(26.0, 40.0, 35.368421052631575)","(16.0, 28.0, 23.789473684210527)","(3.3, 4.4, 4.300000000000001)"
04-01-2023 15:53:12.417891,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.0)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.533333333333333)","(3.2, 3.6, 3.475)","(26.0, 40.0, 35.111111111111114)","(16.0, 28.0, 23.789473684210527)","(3.3, 4.4, 4.29375)"
04-01-2023 15:53:13.487834,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.666666666666664)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.6, 3.433333333333333)","(26.0, 40.0, 35.111111111111114)","(16.0, 28.0, 23.789473684210527)","(3.3, 4.5, 4.29375)"
04-01-2023 15:53:14.592534,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.666666666666664)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.6, 3.4026315789473687)","(26.0, 40.0, 34.0)","(16.0, 28.0, 23.517241379310345)","(3.3, 4.5, 4.29375)"
04-01-2023 15:53:15.686784,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.666666666666664)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.6, 3.4369565217391305)","(26.0, 40.0, 34.0)","(16.0, 28.0, 23.517241379310345)","(3.3, 4.5, 4.3625)"
04-01-2023 15:53:16.806623,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.666666666666664)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.6, 3.4369565217391305)","(26.0, 40.0, 34.0)","(16.0, 28.0, 23.517241379310345)","(3.3, 4.5, 4.3625)"
04-01-2023 15:53:17.844059,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.666666666666664)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.6, 3.3833333333333333)","(26.0, 40.0, 34.0)","(16.0, 28.0, 23.535714285714285)","(3.3, 4.5, 4.3625)"
04-01-2023 15:53:18.812551,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.57142857142857)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.55, 3.3833333333333333)","(26.0, 40.0, 34.0)","(16.0, 28.0, 23.535714285714285)","(3.3, 4.5, 4.3625)"
04-01-2023 15:53:19.844766,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.57142857142857)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.55, 3.4607142857142854)","(26.0, 40.0, 34.0)","(16.0, 28.0, 23.535714285714285)","(3.3, 4.5, 4.4363636363636365)"
04-01-2023 15:53:20.960765,"(26.0, 70.0, 67.72972972972973)","(26.0, 46.0, 44.57142857142857)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.55, 3.411111111111111)","(26.0, 40.0, 34.0)","(16.0, 28.0, 24.333333333333332)","(3.3, 4.6, 4.633333333333334)"
04-01-2023 15:53:22.072081,"(26.0, 70.0, 58.5)","(26.0, 46.0, 43.53846153846154)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.55, 3.411111111111111)","(26.0, 40.0, 34.0)","(16.0, 27.0, 24.333333333333332)","(3.3, 4.7, 4.466666666666667)"
04-01-2023 15:53:23.303010,"(26.0, 70.0, 58.5)","(26.0, 46.0, 45.03030303030303)","(3.0, 3.95, 3.939130434782609)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.55, 3.482795698924731)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.63157894736842)","(3.3, 4.8, 4.466666666666667)"
04-01-2023 15:53:24.504129,"(26.0, 70.0, 58.5)","(26.0, 46.0, 45.03030303030303)","(3.0, 3.75, 3.9478260869565216)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.55, 3.4863013698630136)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.413793103448278)","(3.3, 4.8, 4.6)"
04-01-2023 15:53:25.615934,"(26.0, 70.0, 58.5)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.0, 3.9478260869565216)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.5, 3.4761904761904763)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.413793103448278)","(3.3, 4.8, 4.6)"
04-01-2023 15:53:26.695339,"(26.0, 70.0, 49.37931034482759)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.0, 3.888888888888889)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.5, 3.4761904761904763)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.413793103448278)","(3.3, 4.8, 4.6611111111111105)"
04-01-2023 15:53:27.836272,"(26.0, 70.0, 52.41176470588235)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.0, 3.89375)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.5, 3.4574468085106385)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.413793103448278)","(3.3, 4.8, 4.625)"
04-01-2023 15:53:29.015903,"(26.0, 70.0, 52.41176470588235)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.8249999999999997)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.5, 3.439622641509434)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.413793103448278)","(3.3, 4.8, 4.625)"
04-01-2023 15:53:30.094977,"(26.0, 70.0, 52.41176470588235)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.8249999999999997)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.5, 3.4174603174603173)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.413793103448278)","(3.3, 4.8, 4.505263157894737)"
04-01-2023 15:53:31.224763,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.5, 3.4088235294117646)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.413793103448278)","(3.3, 4.8, 4.505263157894737)"
04-01-2023 15:53:32.488165,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.5, 3.4321428571428574)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.285714285714285)","(3.3, 4.8, 4.630303030303031)"
04-01-2023 15:53:33.556733,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.563636363636363)","(3.2, 3.45, 3.4321428571428574)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.285714285714285)","(3.3, 4.8, 4.630303030303031)"
04-01-2023 15:53:34.541048,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.422222222222222)","(3.2, 3.45, 3.4321428571428574)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.285714285714285)","(3.3, 4.8, 4.666666666666667)"
04-01-2023 15:53:35.598699,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.4321428571428574)","(26.0, 40.0, 34.0)","(16.0, 27.0, 23.285714285714285)","(3.3, 4.8, 4.666666666666667)"
04-01-2023 15:53:36.668513,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 45.03030303030303)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.4067307692307693)","(26.0, 40.0, 36.2)","(16.0, 27.0, 23.285714285714285)","(3.3, 4.8, 4.648648648648648)"
04-01-2023 15:53:37.839595,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 44.54545454545455)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.4067307692307693)","(26.0, 38.0, 34.333333333333336)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.583333333333333)"
04-01-2023 15:53:38.976776,"(26.0, 70.0, 54.666666666666664)","(26.0, 46.0, 55.391304347826086)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.418085106382979)","(26.0, 38.0, 34.333333333333336)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.583333333333333)"
04-01-2023 15:53:40.109119,"(26.0, 70.0, 54.666666666666664)","(26.0, 70.0, 55.391304347826086)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.3973684210526316)","(26.0, 38.0, 32.5)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.583333333333333)"
04-01-2023 15:53:41.180248,"(26.0, 70.0, 54.666666666666664)","(26.0, 70.0, 54.57142857142857)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.3973684210526316)","(26.0, 38.0, 32.31578947368421)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.660714285714286)"
04-01-2023 15:53:42.212238,"(26.0, 65.0, 58.09090909090909)","(26.0, 60.0, 59.21739130434783)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.3973684210526316)","(26.0, 38.0, 31.52)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.660714285714286)"
04-01-2023 15:53:43.184077,"(26.0, 65.0, 55.5)","(26.0, 60.0, 59.45454545454545)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.3973684210526316)","(26.0, 38.0, 30.82051282051282)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.630434782608695)"
04-01-2023 15:53:44.271536,"(26.0, 65.0, 59.15384615384615)","(26.0, 60.0, 59.45454545454545)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.45, 3.388095238095238)","(26.0, 38.0, 30.82051282051282)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.733333333333333)"
04-01-2023 15:53:45.370876,"(26.0, 65.0, 60.529411764705884)","(26.0, 60.0, 51.76271186440678)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.4, 3.388095238095238)","(26.0, 38.0, 30.82051282051282)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.733333333333333)"
04-01-2023 15:53:46.498516,"(26.0, 65.0, 60.529411764705884)","(26.0, 60.0, 51.76271186440678)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.4, 3.388095238095238)","(26.0, 38.0, 30.82051282051282)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.721739130434782)"
04-01-2023 15:53:47.588893,"(26.0, 65.0, 58.35)","(26.0, 60.0, 51.76271186440678)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.4, 3.388095238095238)","(26.0, 38.0, 30.82051282051282)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.7555555555555555)"
04-01-2023 15:53:48.728040,"(26.0, 65.0, 58.35)","(26.0, 60.0, 50.608695652173914)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.4, 3.388095238095238)","(26.0, 38.0, 30.82051282051282)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.7555555555555555)"
04-01-2023 15:53:49.811827,"(26.0, 65.0, 58.35)","(26.0, 60.0, 50.608695652173914)","(3.0, 4.1, 3.9499999999999997)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.4, 3.6465007776049765)","(26.0, 38.0, 30.43243243243243)","(16.0, 27.0, 23.285714285714285)","(3.4, 4.8, 4.745454545454545)"
04-01-2023 15:53:50.857731,"(26.0, 65.0, 60.25)","(26.0, 60.0, 52.285714285714285)","(3.0, 4.1, 3.7616666666666667)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.65, 3.646205733558179)","(26.0, 38.0, 30.43243243243243)","(16.0, 27.0, 23.307692307692307)","(3.4, 4.8, 4.7555555555555555)"
04-01-2023 15:53:51.871240,"(26.0, 60.0, 55.333333333333336)","(26.0, 55.0, 54.12)","(3.0, 4.0, 3.875)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.65, 3.646476510067114)","(26.0, 38.0, 30.43243243243243)","(16.0, 27.0, 23.428571428571427)","(3.4, 4.8, 4.7555555555555555)"
04-01-2023 15:53:52.929580,"(26.0, 60.0, 55.333333333333336)","(26.0, 55.0, 53.730769230769226)","(3.0, 4.0, 3.875)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.65, 3.646476510067114)","(26.0, 38.0, 30.43243243243243)","(16.0, 27.0, 23.428571428571427)","(3.4, 4.8, 4.721739130434782)"
04-01-2023 15:53:53.979570,"(26.0, 60.0, 57.45454545454545)","(26.0, 55.0, 53.730769230769226)","(3.0, 4.0, 3.875)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.65, 3.646476510067114)","(26.0, 38.0, 30.43243243243243)","(16.0, 27.0, 21.8)","(3.4, 4.8, 4.7555555555555555)"
04-01-2023 15:53:55.050767,"(26.0, 60.0, 55.333333333333336)","(26.0, 55.0, 53.730769230769226)","(3.0, 4.0, 3.875)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.65, 3.5991482112436115)","(26.0, 38.0, 30.43243243243243)","(16.0, 24.0, 21.88888888888889)","(3.4, 4.8, 4.721739130434782)"
04-01-2023 15:53:56.061145,"(26.0, 60.0, 57.45454545454545)","(26.0, 55.0, 53.730769230769226)","(3.0, 4.0, 3.875)","(6.5, 8.6, 8.284210526315789)","(3.2, 3.6, 3.5991482112436115)","(26.0, 38.0, 30.43243243243243)","(16.0, 23.0, 21.88888888888889)","(3.4, 4.8, 4.67)"
